Product code,Product label,India's imports from Australia-Value in 2012,India's imports from Australia-Value in 2013,India's imports from Australia-Value in 2014,India's imports from Australia-Value in 2015,India's imports from Australia-Value in 2016,India's imports from Australia-Value in 2017,India's imports from Australia-Value in 2018,India's imports from Australia-Value in 2019,India's imports from Australia-Value in 2020,India's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",62,164,0,0,0,0,0,0,0,0,,181,823,832,788,1057,565,82,257,779,472,,5152,7489,6137,3998,3413,3599,4581,6493,2870,4819
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",1061,7,37,0,0,0,0,0,0,0,,53,4,10,0,0,22,20,47,30,96,,33936,17150,10738,32083,8347,9482,11575,12668,7843,11253
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,0,76,99,29,14,59,420,0,11,16,,137015,52343,59327,95251,46803,43201,68041,99893,29810,22298
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",41,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,12,0,0,11,42,,2500,7026,559,492,221,851,983,1152,76,96
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,0,0,0,0,,3950,680,53,22,213,12,290,57,0,379,,3464,3061,1830,3848,19720,2432,771,571,1245,4635
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,36,0,0,0,0,0,0,0,0,,57,118,456,80,18,0,47,32,0,2,,9385,10625,13772,14508,14537,20067,24892,19115,16211,27504
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,154,583,672,203,45,77,55,46,29,67,,3496,17844,2921,5188,16963,3743,3472,657,78,427
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,39,25,8,142,0,122,15,31,0,29,,14831,5240,5780,2599,1319,1704,5935,206,98,161
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,101,162,113,36,22,23,13,54,43,42,,264,196,1071,266,88,127,403,116,195,205
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,236,38,93,66,68,26,77,29,47,406,,859,368,114,109,331,367,293,287,166,373
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,13,5,8,123,207,719,116,262,262,300,,53562,19341,43892,42249,25417,28317,63544,258755,81364,158236
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",31,0,7,1,17,0,0,0,0,0,,36,2,0,109,93,545,479,194,4,23,,14146,6416,8953,9895,5719,8016,7789,6005,4756,4185
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,2,0,5,106,22,7,28,0,105,,17985,25551,24692,33035,37475,58795,56154,55621,35691,54181
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",0,4,0,0,0,0,0,0,0,0,,6086,3024,5746,1604,1495,1811,2193,1649,2448,2980,,53370,39569,41960,50196,53566,58224,77700,52138,37924,70539
730120,"Angles, shapes and sections, of iron or steel, welded",95,53,31,7,0,13,0,133,25,0,,10910,4611,3554,3449,3005,1478,4249,3355,356,694,,9805,8942,13880,7887,3962,5706,5067,3725,2303,2723
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,4,0,0,0,0,,1169,795,1352,3944,869,1493,1100,762,1726,2885,,0,0,286,37,60,122,1780,60,3,10
731412,"Endless bands of stainless steel wire, for machinery",0,3,0,0,0,0,0,0,0,0,,2729,16,1481,64,125,314,67,55,55,184,,398,267,421,229,332,442,763,1360,906,712
731920,Safety pins of iron or steel,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,220,0,0,0,0,0,0,0,0,0
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,12,0,0,,114,154,23,12,70,31,143,74,21,54,,995,2664,2365,2111,1924,2130,1801,1014,415,1066
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",47,303,0,31,3,4,0,0,1,0,,2409,1778,1177,996,1368,1314,2095,1793,2121,2554,,11961,8150,7660,8879,8760,12380,14360,15309,10351,13715
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,15184,12947,3111,1506,1911,1514,1719,2812,1589,1254,,8728,7118,7920,7182,7310,7640,9507,7068,6293,12781
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,9,42,11,6,0,17,1,5,110,103,,1147,1667,1479,2552,6108,3365,4354,9524,8859,2845
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",29,65,40,0,0,5,0,0,0,0,,2528,3029,3627,3308,1338,3426,5149,4041,4239,9040,,35332,55236,50633,46904,35975,54829,50871,43451,32449,46638
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,1,0,0,0,11,0,0,0,,5619,9375,13065,17061,23542,39079,42555,26310,4049,6022,,4817,5922,2792,7865,2165,25734,17635,29899,7550,18691
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,49,0,0,0,2,0,,79,42,10,115,216,99,92,208,410,535,,0,2366,2969,2494,1794,1910,2200,1358,216,261
741819,"Table, kitchen or other household articles, parts thereof, of copper (excluding pot scourers ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1632,0,0,0,0,0,0,0,0,0
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,5,3,0,0,0,0,0,,171,124,141,148,700,213,372,306,439,840,,25624,27783,29246,27472,22888,18412,16523,16207,12093,24895
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,224,195,40,250,21,476,332,154,200,435
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",2,8,0,0,0,0,0,0,0,0,,3724,4276,4476,3677,4795,4816,6393,7538,6414,5896,,1303,1020,5698,8189,7022,7184,8367,7928,5366,9177
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,3,0,11,3,0,0,0,0,0,0,,1543,1926,2951,2255,1777,1602,1187,646,478,444
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",0,0,0,0,0,0,0,1,0,0,,814,1201,2384,1273,1906,2008,1553,1384,611,812,,2146,3298,5057,4980,8151,8445,10690,8715,5629,7353
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,0,0,0,0,0,0,0,0,0,,8,9,259,4,0,6,48,1,7,1,,679,0,26,133,15,41,287,204,40,102
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",32,1,0,0,0,27,31,0,0,0,,68,54,68,31,42,163,65,63,87,336,,10454,9767,8265,8077,12174,7394,2391,3746,1271,1995
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,88,31,788,23,59,613,962,1529,1626,10488,,2492,14990,42515,37758,17612,22242,44305,74673,209653,207963
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,5,14,0,36,0,170,,713,1332,671,697,465,144,2221,1852,848,4117
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",46,4,3,2,6,16,3,0,0,0,,1660,2041,3992,3380,2457,2735,3285,2344,2545,3346,,19107,21425,21666,24745,22545,20447,20278,16893,9512,15322
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,5,0,5,0,7,,5681,7677,2660,3151,3526,3534,2293,2391,1730,1534
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",28,0,0,3,0,0,8,16,0,0,,3163,2780,1949,2020,1481,1571,1337,1531,1226,1465,,12588,9308,11092,11797,15522,19941,20814,23848,22960,33617
700910,"Rear-view mirrors, whether or not framed, for vehicles",3,3,1,1,3,6,1,19,0,0,,59663,71284,52278,64612,36152,6766,5080,5327,6170,10386,,47975,43156,48881,52958,46052,42471,46435,38859,29929,40162
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,0,0,0,0,0,,164,130,10,9,326,10,91,6,57,377,,1892,1384,1236,1294,1097,1153,1592,773,386,251
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,0,8,0,0,0,0,0,0,0,,343,207,436,595,89,124,177,227,417,325,,177,740,571,409,706,642,676,1098,530,701
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,0,,0,0,2,1,6,12,50,31,14,16,,132,203,413,313,55,32,17,118,62,297
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",2,1,0,1,0,0,0,39,5,0,,265,215,268,266,249,126,416,225,213,337,,11840,16144,12243,41298,24635,43389,17249,18688,11351,18715
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,0,0,0,0,0,0,,336,106,64,24,49,33,63,134,98,45,,165,15,19,174,78,148,105,204,175,365
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,0,,296,312,415,1871,3676,14342,14679,15026,4193,1706,,752,629,91,189,522,235,172,152,198,250
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,0,0,0,0,0,0,0,0,0,,139,134,184,160,278,368,61,49,51,76,,7175,12631,19116,7712,1992,2012,1791,1597,814,475
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,0,0,,471,341,274,641,657,720,961,314,874,709,,4397,4543,5157,6757,7259,14381,26410,23011,5976,2787
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,1948,1503,632,364,784,569,593,584,351,362,,540,26,86,7,119,15,43,28,187,272
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,0,0,0,0,0,0,0,0,,429,753,353,936,1099,1142,1031,700,620,881,,233,281,335,8,111,43,227,561,345,143
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,15,0,0,0,2,0,0,0,0,,50,0,3,24,0,8,2,98,12,10,,351,1330,269,214,387,512,557,754,154,269
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,56,0,7,39,33,,0,12,0,1,3,0,0,0,0,0
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,15,9,15,66,857,1183,1563,436,5,99,,313,691,277,585,494,512,488,380,584,338
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",23,0,0,11,1,0,0,0,0,0,,1123,14,14,80,355,0,0,0,0,0,,194,559,1747,2220,1955,856,0,0,0,0
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",7,0,593,0,0,0,0,0,3,0,,273,411,691,292,316,517,633,315,240,308,,51737,44486,51885,47221,59733,61426,44309,34661,16481,18746
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,139,47,142,62,233,108,339,95,111,190,,102,150,195,393,725,673,704,1133,1243,1206
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,1,0,0,0,0,,220,115,174,129,113,168,261,333,199,417,,128,263,430,571,414,282,400,740,674,935
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",0,0,0,0,0,0,17,0,0,0,,434,442,349,547,615,208,600,755,972,1115,,3022,5070,3642,7645,7261,7184,14552,16605,11146,12692
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,24,57,13,43,16,12,120,77,56,445,,33,45,102,332,79,192,113,265,330,374
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,5,44,28,71,21,59,12,23,58,77,,46,93,150,53,413,168,59,272,17,43
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",0,0,0,0,0,0,0,0,0,0,,701,912,622,650,486,413,232,349,328,279,,451,558,404,828,1161,1023,2024,3020,2574,2485
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",3,0,0,0,0,0,0,0,0,0,,1898,2667,851,677,1066,598,1547,1730,1818,2694,,2356,6033,4742,5659,6828,7392,16622,20630,20560,28629
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,0,0,0,0,0,0,0,0,0,,2140,5993,2747,88,78,352,353,158,48,107,,517,345,375,143,143,170,317,251,327,288
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",1,0,0,4,2,7,0,0,0,0,,490,431,658,640,286,366,637,568,505,897,,2675,3286,3480,3144,2611,3378,3275,2798,1427,1797
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",1,0,0,0,0,0,1,0,0,0,,812,923,660,587,1041,1045,1117,3044,2661,2339,,5710,10213,16179,15663,11675,13513,21565,28135,18924,36953
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,67,47,14,123,62,30,26,105,879,1800,,65,56,65,22,38,56,289,130,79,140
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",0,0,0,0,1,0,2,17,0,0,,1316,643,505,1063,1075,609,695,646,585,1274,,903,1541,2817,847,841,780,1848,2706,1001,1216
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,0,0,0,0,0,0,0,0,0,,14,26,7,87,22,18,26,77,68,71,,259,231,165,127,88,81,92,177,42,427
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,0,0,0,,413,667,659,1985,2241,423,3,820,311,44,,64,10,36,0,5,27,16,7,5,44
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,18,41,87,28,31,22,14,28,25,79,,85,197,231,209,265,328,587,615,635,1214
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,0,1,0,0,0,0,0,0,0,0,,154,235,206,140,275,87,174,196,85,74,,2265,2373,2903,1574,3927,10994,13670,16294,4019,3190
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,192,290,73,39,114,99,99,108,64,132,,1304,1435,1903,1659,1358,1455,1152,904,356,309
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",2,0,0,0,0,0,0,0,0,0,,1269,823,628,258,579,1326,1908,416,862,1970,,2739,2376,2414,2486,4819,3482,3289,2371,974,1389
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,0,,416,40,65,74,257,141,374,254,116,334,,202,181,60,195,37,62,120,191,164,185
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,121,54,6,120,14,69,6,11,5,85,,55,255,292,268,400,162,146,78,17,53
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",10,0,1,15,0,0,0,0,0,0,,3809,2079,2579,2714,2324,2034,3918,5153,1548,7634,,17012,15640,17038,17873,14120,18933,22014,19328,10933,16000
591120,"Bolting cloth, whether or not made up",40,52,0,0,10,5,23,0,0,0,,12,4,0,143,7,4,36,20,8,163,,4237,4120,4441,3954,4302,5406,6435,6265,5584,7198
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,3133,126,258,134,211,151,348,38,78,7,,3764,2536,2984,3216,2612,2659,3255,3973,2759,3642
580135,"Cut warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2019,0,0,0,0,0,0,0,0,0
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",0,0,0,0,0,0,0,0,0,0,,115,29,10,17,13,302,19,5,2,25,,570,995,649,111,108,103,58,113,107,71
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,1,0,0,0,0,3,0,,4,26,20,31,26,11,5,2,5,23,,783,1134,1393,2159,1709,1661,992,1472,379,460
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",1,0,0,0,0,0,0,0,0,0,,465,328,167,175,161,418,185,238,234,295,,235,510,866,1069,764,1126,380,558,417,220
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,0,,27,66,469,122,47,224,110,120,182,231,,83,134,283,294,303,196,163,202,71,200
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,1,0,0,0,0,0,0,0,0,,247,291,102,426,191,65,36,85,186,291,,64,93,78,77,73,275,686,428,71,59
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,24,6,5,60,9,347,75,20,27,50,,89,72,302,157,508,1114,1170,941,370,496
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,1,0,0,0,0,0,0,0,0,,45,140,12,62,39,68,110,46,23,85,,305,321,564,587,620,889,1620,2391,1595,3939
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,87,41,59,51,167,104,112,135,38,12,,422,545,860,1536,1396,2531,4362,4559,4049,7208
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,1033,283,874,148,71,119,106,641,1173,464,,36,123,105,199,53,240,253,304,134,46
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,35,0,0,0,,0,0,0,0,0,20,194,471,484,2096
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,4,0,,7,1,29,0,0,674,1057,2,0,0,,9329,9560,9586,7280,9912,8963,7211,6884,4668,7848
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,23,0,0,0,0,0,0,8,31,0,,5868,6194,6805,5191,5167,7987,9637,11981,204,189
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,13,22,84,2,7,0,47,16,,0,0,0,14,0,81,0,0,0,0
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,21,0,27,0,1,3,0,0,0,0,,1721,2548,1677,1604,2923,2173,536,1280,1300,1025,,250,1259,392,253,212,145,314,275,189,326
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,38,6,13,42,45,4,124,94,30,2,,64,224,773,631,461,606,1045,1362,297,805
520420,"Cotton sewing thread, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,84,104,39,19,32,89,33,24,25,47,,132,232,95,74,57,77,68,243,296,497
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4,41,0,2,0,41,148,52,347
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1267,851,55,57,0,46,156,124,253,1236
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,19,3,0,0,0,0,,1350,0,0,76,19,0,561,53,6,530
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,53,37,61,153,139,71,476,428,302,349
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,1,242,0,9,0,38,142,7,11
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,127,109,0,83,37,92,1,0,0
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,8,7,1,4,6,,508,786,1778,4224,5052,7070,8260,7966,8177,8078
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,0,0,0,27,17,0,0,0,0,0,,55073,60179,61368,49374,49393,8218,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,5,51,3,37,,43223,60984,57032,45635,36490,31840,41259,56783,31200,48248
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",30,13,8,0,0,0,0,0,0,0,,82,188,14,5,6,16,79,503,196,79,,12624,14382,18288,19821,17898,17661,23667,8221,5753,7293
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,2,15,0,0,4,0,0,4,0,3,,319,810,202,250,108,92,274,182,105,203
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,2,2,48,9,11,3,4,13,3,7,,11,32,216,185,4,1806,1603,209,630,238
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,0,0,13,14,,19,76,67,108,39,59,205,24,3,213
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,49,4,0,0,0,0,0,0,,89,244,119,52,0,0,0,0,0,0,,2328,2681,1391,1976,992,1554,5993,3911,1597,4694
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,0,0,,16,173,20,25,17,103,80,89,439,423
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,124,348,106,208,34,118,61,45,37,8,,110,79,30,155,127,289,467,377,575,663
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,12,0,14,6,17,8,22,0,0,0,,4,3,0,4,0,1,15,2,0,52
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,152,0,4,12,2,288,94,1,0,0,,699,1817,511,536,1321,450,1248,1152,451,48
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,120,11,33,0,0,0,2,1,28,21,,1836,2047,3259,3495,2033,5095,8123,7334,3352,1473
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,6,337,431,269,316,295,395,294,135
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,13,10,,139,237,215,199,339,372,205,528,1277,1094
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",12,0,134,51,0,0,0,1,0,0,,137,5677,13287,14782,14178,10660,2299,10426,10156,5851,,1649,1407,1603,1655,2574,3244,4780,6642,4511,6260
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",682,1788,1609,1602,541,274,374,160,45,0,,5166,8266,19652,21663,17764,14821,3816,8297,750,1328,,13372,13457,11294,15654,12687,15605,20706,19126,19743,19465
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,0,0,0,0,0,0,0,0,,1777,1397,296,177,21,136,96,12,1,86,,13,52,31,0,0,0,1,0,24,35
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",0,1,0,0,0,0,0,0,0,0,,523,476,778,799,274,204,439,1115,484,315,,1399,1157,358,391,307,1931,1520,1263,830,312
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,26,143,31,103,135,87,147,68,88,71,,398,352,162,105,417,250,287,480,135,91
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",2,0,0,0,0,0,0,0,0,0,,198,38,47,154,127,521,548,673,338,793,,413,908,873,146,389,461,597,676,520,268
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",9,5,0,2,0,0,1,0,0,0,,67,252,146,141,270,256,328,483,233,226,,7675,4811,6241,7191,5669,7678,9167,12008,11920,19618
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,8,0,0,0,0,0,0,3,0,,1564,2049,1938,1936,1974,2762,3541,3170,1818,4505,,35055,20467,7716,2742,2345,767,3360,695,355,3413
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,0,0,0,0,0,0,0,0,0,,8362,8706,9607,7706,8634,7867,11869,11279,15294,35626,,432,1296,296,1415,5511,7881,19745,43698,27277,60305
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,0,0,0,0,0,,69,245,17,1540,1358,1078,984,1757,1177,2781,,707,484,1749,3912,993,1627,2932,1170,565,836
