Product code,Product label,"Japan's imports from Taipei, Chinese-Value in 2012","Japan's imports from Taipei, Chinese-Value in 2013","Japan's imports from Taipei, Chinese-Value in 2014","Japan's imports from Taipei, Chinese-Value in 2015","Japan's imports from Taipei, Chinese-Value in 2016","Japan's imports from Taipei, Chinese-Value in 2017","Japan's imports from Taipei, Chinese-Value in 2018","Japan's imports from Taipei, Chinese-Value in 2019","Japan's imports from Taipei, Chinese-Value in 2020","Japan's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
902810,"Gas meters, incl. calibrating meters therefor",75,51,0,5,0,0,0,0,9,0,,593,548,452,751,356,316,438,338,639,494,,388,378,333,305,435,120,185,134,288,421
910529,Wall clocks (excluding electrically operated),0,15,0,0,0,0,0,0,0,0,,1245,1539,1659,2076,1731,1770,1833,1446,1028,821,,229,301,92,182,125,194,164,104,150,250
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,0,,1182,1188,252,151,124,295,197,154,140,60,,60385,49203,59872,49388,42007,41093,44951,39233,19113,28317
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,3,0,0,0,0,0,,38,51,37,55,360,449,377,409,412,275
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,0,9,0,0,0,0,0,0,,65,3,7,58,169,181,37,274,78,128,,8438,4344,8898,2449,2603,951,853,1045,2428,831
902212,Computer tomography apparatus,0,0,0,0,0,0,265,0,9,0,,263,17,146,185,384,453,519,164,30,7,,189136,191462,246093,184274,173116,176386,191653,209535,175625,249577
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,2,0,0,2,0,0,0,,3776,5167,3198,3476,4362,1748,1574,1238,1834,2375,,463,914,579,1283,682,423,487,598,1597,634
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0,0,0,0,0,0,0,0,0,0,,2,63,101,0,16,102,179,0,8,188,,252,1505,1329,686,782,1352,1558,2764,1974,2372
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails",0,0,0,0,0,0,0,0,0,0,,220,299,191,461,309,0,18,143,37,68,,1246,800,1030,238,403,1576,1429,2655,1456,1639
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",0,1704,0,456,0,0,0,0,0,0,,56265,48483,60816,63180,49522,47463,55570,40967,48397,65913,,23743,25450,17287,18400,19667,17567,9517,175950,13106,133644
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",45,0,0,0,0,41,5,0,94,0,,65,74,43,37,211,153,18,32,55,122,,679,317,465,433,530,591,616,687,815,1248
900710,Cinematographic cameras,0,0,0,0,0,0,0,0,0,0,,0,0,217,9,155,23,210,0,0,2,,1114,869,763,599,899,778,585,2415,89,511
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,0,,2037,339,437,181,140,116,28,100,54,6,,0,0,13,11,22,0,0,0,3,0
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",0,0,0,0,0,0,0,0,0,0,,1829,1433,2567,2346,691,5,0,0,0,0,,141362,182912,192170,102765,166238,0,0,0,0,0
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,9302,171,0,0,112051
854610,Electrical insulators of glass (excluding insulating fittings),0,0,22,0,0,0,24,0,0,0,,411,366,365,386,491,313,388,384,185,80,,479,480,229,221,115,83,59,22,65,29
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,143,0,0,0,0,0,0,0
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,13,25,0,0,0,,71,1,3,204,30,3,27,5,11,0,,99714,68777,65295,127240,67105,45096,91105,63435,79790,171766
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2067,0,3190,3888,3408,8729,629,4989,2630,0
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",17,11,0,2,2,0,0,90,4,0,,2,379,5,17,38,0,2366,136,4,2,,8293,17771,15711,13651,19747,24031,32133,30403,44269,60622
940410,Mattress supports for bed frames (excluding spring interiors for seats),14,0,0,0,0,0,0,0,7,0,,13095,12737,15121,15922,19259,15355,2302,1241,459,451,,3686,3613,2816,2031,2732,2077,1812,1631,1410,1405
940600,"Prefabricated buildings, whether or not complete or already assembled",413,274,312,362,96,0,0,0,0,0,,4002,3077,3442,5760,6533,250,0,0,0,0,,107408,113073,101035,93230,96248,0,0,0,0,0
950420,Billiards of all kinds and accessories,72,39,36,22,24,4,23,33,0,0,,3345,3485,4031,3186,2957,2644,2632,2879,2955,4448,,1001,1028,1229,1056,1393,1601,1567,2626,1753,2351
930320,"Sporting, hunting or target-shooting shotguns, with at least one smooth barrel (excluding muzzle-loading ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,,1117,810,1607,1266,1851,2255,2126,2335,2728,3045
930591,"Parts and accessories of military weapons of heading 9301, n.e.s.",0,0,0,0,0,0,0,0,0,0,,8,17,57,46,39,182,123,74,66,70,,33437,26916,32423,24857,39201,35311,64368,62487,36949,29666
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,0,0,0,0,0,0,,0,3,0,112,4,36,22,0,0,0,,34,70,77,51,46,86,37,66,6,13
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,0,0,0,0,0,0,0,0,,254,39,1,483,33,1,13,0,33,38,,39,29,52,52,92,91,73,18,12,19
910890,"Watch movements, complete and assembled, with hand winding only",0,0,0,0,0,0,0,0,0,0,,16,34,222,159,266,259,230,147,98,251,,468,550,430,568,377,463,597,443,304,476
911410,"Springs for clocks or watches, incl. hairsprings",0,0,0,0,0,0,0,0,0,0,,0,0,2,5,0,0,0,0,3,0,,1108,1155,1737,1882,1537,1310,1503,1757,1036,712
920190,Harpsichords and other keyboard stringed instruments (excluding pianos),0,0,0,0,0,0,0,0,0,0,,0,54,23,2,5,0,6,0,1,8,,322,404,330,382,246,259,276,391,153,162
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),0,0,0,0,0,16,0,0,0,0,,22,37,103,9,160,288,122,432,32,62,,373159,396992,340245,317963,322878,355587,343165,335336,241706,245186
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,4,0,0,0,0,0,0,,22884,24781,27199,25795,22164,29039,28504,9193,10884,18914,,263768,243608,276858,358246,310444,289670,305634,351299,229828,274637
901811,Electro-cardiographs,26,159,41,59,72,36,24,49,0,0,,730,801,407,1448,4773,646,353,270,650,1253,,25846,25412,29643,29072,32001,33994,34380,40853,36207,34676
900610,Cameras of a kind used for preparing printing plates or cylinders,3,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,1109,992,920,720,0,0,0,0,0,0
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,0,4349,15341,0,1810,0,0,1394,63153,0,,9329,17866,59766,95276,60578,181876,505430,485575,104269,212376
870919,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...",0,0,20,0,0,0,0,0,0,0,,1114,2467,2100,922,581,576,1444,894,291,249,,5416,4437,6390,2600,25319,2848,19172,7266,16812,15944
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,9,6,1,12,18,18,32,115,695,193,,14073,7630,7788,10732,12406,8488,6513,8914,5776,7128
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,0,190,0,0,0,0,0,5,251,688,,112,4,16,671,0,33,54,36,292,602
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,99,0,0,,24,11,6,2,17,29,23,38,73,3,,63,0,7,0,21,10,11,103,0,0
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,28,43,0,0,2,0,11,1,11,0,,64,4,0,39,3,11,406,23,2,33
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",43,5,28,16,0,0,0,0,0,0,,5408,2124,1477,1969,2152,2030,1436,1360,1379,1032,,506665,96999,71937,30141,23890,24207,32976,18841,13280,95022
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,369,193,0,0,,55,54,114,0,1,0,7,10,1,1,,1274,783,1233,803,649,1196,1324,859,157,140
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",41,26,6,40,267,130,107,3,72,0,,4413,3614,4173,4896,4032,4794,4416,3643,3952,4047,,3526,3554,2933,2281,2015,3267,3869,3718,2658,2797
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,623,1416,909,563,373,455,167,7804,115,388,,189159,178807,192052,110334,108540,102643,137708,99015,90570,95018
720280,Ferro-tungsten and ferro-silico-tungsten,195,2244,0,257,35,0,0,0,0,0,,1038,5948,2138,397,313,98,526,233,190,36,,35018,40927,35243,28748,17527,31903,33965,19606,17134,35109
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",142,102,47,38,2,21,20,21,0,0,,12363,13235,3763,3749,3145,2372,1691,2333,2083,3633,,3720,3193,2026,2098,1556,2203,1950,1782,1202,2004
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,5,0,0,0,0,0,0,0,0,,3715,1269,1738,837,256,391,1660,728,433,224,,11,226,200,169,126,151,134,143,109,178
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",4,0,0,0,4,0,0,0,0,0,,3153,2345,2278,1370,830,607,838,853,753,802,,50985,50890,44762,28662,20453,18214,18158,14599,11159,6461
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",0,0,0,12,2,0,0,2,0,0,,3264,2925,3498,5718,6060,4706,3575,1175,1290,3448,,252,304,254,151,165,156,55,87,87,92
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,9,0,0,0,0,0,0,0,,635,587,739,645,829,458,1797,1547,737,455,,12660,11331,12512,12581,11689,12760,13386,14928,14707,16009
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",0,0,8,0,0,0,0,0,19,0,,30955,28126,21145,16297,8664,5750,3596,1638,968,787,,9054,6965,4614,4156,3083,3196,2998,3106,2290,2091
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",11,0,10,7,5,0,3,3,0,0,,1159,1947,2451,1906,688,3394,2825,101,1,27,,1646,1891,1644,1233,1122,558,913,908,700,559
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,20,12,23,6,32,25,2,25,1,6,,0,0,0,0,0,0,0,0,0,0
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,99,186,145,310,206,120,95,62,92,103,,0,13,0,2,2,0,0,0,0,0
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",0,0,0,0,0,0,2,0,0,0,,16,71,180,171,17,13,29,51,38,52,,2749,3214,3594,3197,3621,4101,3968,4121,4016,5073
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",24,17,35,0,9,0,9,2,0,0,,4321,2783,3827,3821,3079,3376,5455,3833,3312,5229,,82723,27947,23005,37903,36026,50825,45058,38450,20344,33532
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",10,7,0,0,0,0,0,0,0,0,,1760,1301,1484,1273,1071,528,471,975,936,1044,,9443,9149,7796,5542,4072,3923,3496,3281,3774,3652
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,61,118,81,42,4,,0,0,0,0,0,2070,2702,1967,1130,901
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",76,23,118,24,0,4,4,0,0,0,,464,638,490,201,108,166,139,97,35,88,,69092,76220,51419,38495,33185,34112,40290,39713,31525,45414
701010,Glass ampoules,0,0,0,2,0,0,0,0,0,0,,24,31,45,55,114,149,112,48,25,13,,1488,614,490,972,153,297,54,158,56,538
710510,"Dust and powder of diamonds, incl. synthetic diamonds",63,32,113,71,10,0,0,0,0,0,,2404,2089,2674,2363,2076,2274,1752,1145,1409,1540,,42949,38748,50164,44398,48520,55940,55805,36669,31842,37653
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,0,0,0,0,0,0,0,0,0,,2864,2638,2252,3968,2298,2796,2463,2388,1929,3799,,2197,1458,1500,1843,1752,1708,2507,1938,2260,2523
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",0,3,0,0,72,379,5,58,56,0,,33204,11477,6983,6702,6779,4633,3079,2092,2516,1325,,3310,2507,3145,4116,2120,3036,2391,2383,1777,2584
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,1045,1886,9886,7846,5349,7889,6141,7337,10971,11616,,30630,31373,27553,18950,16266,16039,17716,15961,20918,30394
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,5067,5078,5653,4694,3903,4210,3986,3569,3641,2599,,11266,11499,11828,12213,12668,11976,12132,11787,12774,10453
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,5,6,4,13,2,0,0,0,0,0,,5039,9250,8063,6308,11480,8965,12073,11405,7757,11903
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",12,6,10,0,7,0,0,0,0,0,,9688,9083,6220,5923,2872,1128,968,1200,918,1904,,1203,1049,1166,1440,1169,773,470,714,274,492
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",4,0,17,0,0,0,14,0,0,0,,25696,21566,15979,20795,19438,9459,3649,2820,1915,2572,,2387,2257,2145,2034,1910,1581,1655,1895,1663,1747
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",60,33,2,49,44,23,8,0,0,0,,11526,14758,12497,7976,7587,6418,9656,4590,3137,5501,,738,928,833,432,260,337,346,338,119,200
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,1019,2524,691,232,130,763,1,0,2,0,,160,261,190,65,66,6,15,0,0,0
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,46,34,17,5,24,20,113,82,54,51,,787,479,526,398,544,465,546,541,955,743
621120,Ski suits (excluding knitted or crocheted),0,34,0,0,12,4,0,9,2,0,,48,0,25,38,16,6,0,23,10,4,,18721,19023,19599,14996,6626,7422,8669,5959,2199,4020
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",28,7,17,0,3,2,0,0,0,0,,331,409,381,358,425,654,296,222,112,170,,16438,15145,14727,11518,12137,12234,12342,14665,8605,5764
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",0,3,6,0,0,2,0,6,0,0,,669,699,469,213,319,443,213,182,303,655,,171569,146031,129475,96860,99919,94255,90576,86214,70904,66046
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,448,336,463,251,558,593,420,627,318,624,,9999,13580,10029,6972,6661,4438,6142,3946,4227,5627
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,11,0,0,3,0,,132,212,856,365,226,40,175,135,50,54,,30004,21560,23425,20520,24571,17409,17078,22495,14414,9348
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,83,53,77,40,40,93,98,37,48,76,,22799,21681,17319,12387,9361,8807,6156,6310,4963,4663
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,223,249,194,247,220,227,196,358,27,207,,1324,1134,778,652,527,680,575,329,380,517
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",5,22,0,2,3,7,3,0,0,0,,198,328,43,17,16,21,71,7,3,121,,30856,32537,29723,19063,18666,17145,16860,14701,12009,13293
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",0,17,0,0,8,0,0,0,0,0,,2577,1840,2205,1619,1392,1387,989,1067,769,745,,3146,3205,3365,2550,2295,2731,3161,2668,2267,1715
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",0,0,0,0,0,0,0,0,2,0,,361,455,492,320,305,591,503,740,540,388,,102443,87382,80732,72705,71933,70514,80939,77484,65001,62624
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,55,282,45,96,179,32,11,61,22,25,,350,51,24,262,44,102,246,59,63,219
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,0,,35,260,19,161,26,23,56,24,8,22,,771,811,515,773,1035,1050,867,789,691,676
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,19,0,0,,192,288,255,131,283,307,309,280,346,367,,82506,70685,62605,57395,62060,53022,53325,59315,43431,44428
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),3,0,5,0,0,0,0,12,0,0,,229,231,263,235,289,762,524,695,491,619,,93757,95645,80998,61318,66721,71221,76526,101409,93917,74803
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,64,47,61,51,42,115,32,22,42,48,,147141,142828,113485,96966,86019,76442,72601,64668,61105,58457
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",23,0,0,0,0,0,0,0,0,0,,15,15,14,33,8,4,11,30,19,9,,65119,57699,48967,43743,45819,49892,48048,46942,45388,47575
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",4,14,12,0,0,0,0,0,4,0,,46,115,70,34,102,89,59,95,41,34,,4768,4580,6195,6177,4244,2656,2838,2571,4170,1500
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",291,64,0,0,0,0,0,0,0,0,,594,615,515,318,537,215,191,115,205,645,,1865,1874,1421,1082,925,828,904,671,355,295
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,0,0,0,0,0,0,0,0,,188,358,62,5,15,3,0,3,0,0,,66,152,109,46,35,40,35,39,16,28
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,0,0,0,0,0,0,0,0,0,,429,197,161,174,118,103,122,36,123,188,,2344,3591,2793,2068,1705,1849,1678,1572,1117,962
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,11,12,2,0,0,3,0,0,2
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7264,7467,5571,3113,2582,2441,2297,1450,344,464
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",20,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,,1114,960,1148,1321,1009,334,288,336,115,108
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,3,1,0,0,0,0,0,1,0,0,,729,694,1025,980,730,528,481,512,359,596
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,1227,667,642,867,375,346,362,346,198,172,,1455,1003,603,411,404,367,1029,337,259,683
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,71,192,43,21,10,16,30,0,14,0,,33,85,61,46,121,85,68,93,16,128
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,9,0,0,0,0,0,,0,0,1,10,4,5,0,0,2,3,,2600,2869,2799,2376,2014,2106,2062,1785,1528,1502
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,233,4,8,26,38,44,17,7,68,0,,2010,1766,2272,1849,2156,2293,2078,2227,2055,1910
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,8,6,31,2,0,,4798,5246,4940,3419,5135,4795,5075,3557,3630,4624
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,25,0,0,0,0,0,,799,483,603,1036,1235,627,707,501,1178,259,,13473,14624,17534,15494,13310,15840,15157,12635,8278,8104
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",3,0,0,0,0,0,0,0,0,0,,1179,1067,721,1783,2573,1357,1927,782,280,195,,175,163,202,38,67,49,27,66,66,24
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,29,21,75,9,19,33,14,33,15,,335,457,333,511,419,601,734,781,406,334
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,18,0,0,0,0,0,0,6,0,,1003,1501,2297,1729,916,1017,220,242,41,36,,625,1063,698,391,317,295,375,480,633,762
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",27,0,9,0,0,0,0,0,0,0,,2247,3187,9673,2216,513,304,467,103,808,331,,9789,10854,10594,7127,10198,6620,8913,10089,5652,5442
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,11,2,0,,0,0,0,0,0,0,0,7,91,34
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,20,6,6,6,0,0,0,0,,4228,2847,2630,3310,2558,1151,111,311,146,111,,25971,22691,24316,21069,21283,20581,20987,21331,14755,14968
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,8,0,0,21,5,0,0,0,0,,72,13,81,3,1160,326,0,164,0,0,,25262,15785,24444,23094,17986,20082,24494,21701,14043,12348
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",12,30,0,0,0,0,0,5,0,0,,108,107,149,83,10,40,29,227,178,5,,1453,536,1033,808,367,554,1375,634,334,436
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,17,0,0,0,0,0,0,,155,72,144,132,41,61,82,80,67,25,,633,640,584,518,409,657,597,400,232,338
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,21,2,0,80,33,0,10,0,0,0,,13,25,31,48,26,41,32,12,61,18
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,65,11,208,169,54,57,,6958,7431,6224,4879,4320,4946,4683,4295,2795,4070
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,4,19,6,7
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,0,0,0,0,0,0,0,0,,106,52,60,86,17,47,22,9,31,14,,6988,8567,8887,7916,7336,6589,6282,6307,3379,3377
580300,Gauze (excluding narrow woven fabrics of heading 5806),0,0,398,126,128,53,34,17,0,0,,32,34,196,91,95,143,39,0,0,0,,3307,3867,4933,4208,4500,4455,3920,2970,1819,2371
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",4,0,0,11,0,2,0,0,0,0,,49,4,27,26,17,31,59,4,4,14,,1222,1268,1551,1711,1769,1917,2387,2101,2811,4000
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",2188,3980,4333,3370,4680,0,0,0,0,0,,69044,57648,43251,50577,73142,1130,0,0,0,0,,134373,143522,174501,194925,175549,0,0,0,0,0
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",14,46,7,61,0,0,8,8,2,0,,813,3627,2506,2330,1956,2965,2250,10042,17752,10670,,1772,1075,1848,2395,1507,2333,2703,2991,2833,3693
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,0,4,0,0,,273,605,504,708,701,373,149,184,143,263,,164,227,84,58,52,20,6,4,2,42
847432,Machines for mixing mineral substances with bitumen,0,411,0,0,74,0,0,0,0,0,,56,405,815,200,47,10,204,0,31,3,,75,720,0,0,74,0,155,0,0,0
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",99,85,25,220,0,0,0,90,0,0,,5414,1788,752,330,817,606,370,1210,278,172,,426,134,320,467,397,86,63,145,68,1064
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,70,0,0,0,0,,0,0,0,0,0,22,0,0,0,0,,2336,3457,832,1533,945,2328,10369,14587,9258,9815
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",0,0,0,132,564,236,538,0,0,0,,343,623,6,2925,3818,15209,6833,14275,0,8424,,17139,13258,12663,17079,38358,21603,22681,22391,27354,13038
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,127,0,0,0,0,,0,0,0,0,0,0,0,6,4,0
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,1250,1117,344,738,276,60,42,0,51,0,,27,491,24,172,634,0,244,25,377,0
