Product code,Product label,China's imports from Russian Federation-Value in 2012,China's imports from Russian Federation-Value in 2013,China's imports from Russian Federation-Value in 2014,China's imports from Russian Federation-Value in 2015,China's imports from Russian Federation-Value in 2016,China's imports from Russian Federation-Value in 2017,China's imports from Russian Federation-Value in 2018,China's imports from Russian Federation-Value in 2019,China's imports from Russian Federation-Value in 2020,China's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",0,1,0,3,0,0,2,7,1,6,,138,258,621,657,344,597,857,464,379,599,,10931,11946,16219,15051,20635,19123,21764,31174,40235,35387
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",0,0,0,3053,0,373,2284,1468,0,6,,34603,14453,4139,3905,1010,1307,958,3917,1155,2439,,141359,156628,133103,163474,82935,172163,102080,103270,94645,122480
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,30,4,0,0,6,,117,29,79,41,114,67,77,155,295,237,,1524,2166,3803,2556,1299,2742,6183,8147,7083,5833
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,1,33,0,13,6,6,,6631,5539,4497,4435,4267,8222,8767,9860,10857,9825,,10326,11343,11596,8550,8689,8480,7746,6643,6603,6838
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,0,0,0,0,0,6,0,15,6,,1658,1927,1877,2067,2434,2607,2227,3537,4880,4074,,31008,24242,25763,22037,21016,21880,21641,18834,19613,16921
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",0,0,0,0,0,1,3,0,0,6,,1507,2088,1654,705,1145,967,1910,1494,1083,1470,,7558,6346,7235,8065,9278,10558,11409,12401,9299,8655
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",0,0,0,0,0,0,0,0,0,6,,0,5,64,2,2,14,55,41,44,43,,46094,42129,49154,35786,32110,66640,34109,29625,21113,57347
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",6,0,0,0,0,18,3,0,1,6,,5642,4158,6530,9901,14643,14884,18865,20401,17994,50458,,6322,7536,11027,11280,11529,13103,12883,10637,10934,11963
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",13,4,0,0,0,0,0,1,0,6,,6315,6399,8060,4558,4930,6080,6989,8972,7257,8360,,62823,78412,111148,119570,110938,142687,145077,172515,182411,210275
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",0,0,0,3,1,1,0,0,12,6,,777,704,623,425,898,1275,1448,1193,2010,2174,,8948,8848,8336,11459,17277,27381,13902,11271,12483,13942
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",3,115,30,2,14,5,3,8,4,6,,34275,52176,36785,30003,27182,37001,42743,52652,51123,73104,,716436,748733,880744,795380,803830,885101,971476,846221,1012903,1057627
970190,Collages and similar decorative plaques,0,0,0,0,0,9,4850,1,0,6,,12,6,1,30,209,975,5,25,58,124,,855,1053,1929,3461,2063,1269,8846,2594,3049,34513
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,0,0,12,8,19,16,25,11,6,,5154,7321,7366,7537,8220,10963,12443,12996,10707,18958,,39073,39820,52250,80729,121834,201213,260888,257389,251710,233496
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",318,1,0,0,0,13,0,0,5,6,,485858,611220,449422,227029,249875,308816,391768,311682,299282,410748,,14138,30875,18534,19613,43467,24361,17057,15568,46662,207926
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",0,0,0,0,0,0,0,0,1,6,,340,657,533,175,237,356,970,755,1890,2233,,15645,25643,23411,20874,17869,19309,22900,19385,21234,23212
282731,Magnesium chloride,0,0,0,0,0,0,1,1,2,6,,1195,383,5,28,76,129,223,493,239,282,,947,1244,1122,1149,738,1135,1249,1105,1410,1382
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,6,,32336,27929,22839,14418,8650,11089,13790,11931,14385,14445,,1354,1658,1738,1134,597,782,639,571,378,709
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",0,1,0,0,0,0,0,2,8,6,,2188,2977,4878,3707,11709,4860,4507,5753,9701,4648,,112624,122266,119530,127037,147026,186314,292540,368048,259934,252792
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,6,,0,3,3,7,23,141,53,140,88,132,,71,178,489,952,535,403,787,638,732,693
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,0,0,0,0,0,2,6,7,5,5,,3216,3337,2468,2390,2125,2589,2070,3388,2404,4865,,4819,2975,3973,3086,4557,13970,11747,19346,14908,11641
330730,Perfumed bath salts and other bath and shower preparations,0,0,0,0,4,5,0,15,5,5,,4584,3730,3678,2576,2079,2381,2752,2835,3680,4652,,42173,42938,53764,82795,102010,151606,195410,231482,65219,34933
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,0,0,0,1,2,2,5,1,5,,2160,2440,3081,2749,3141,2324,3053,3407,2739,4134,,156344,141189,132240,154770,154498,201705,290341,328367,247819,182550
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",1,4,6,4,0,0,3,5,2,5,,2913,2100,2054,1058,1173,1405,1428,1148,985,1435,,336627,365462,552677,646082,303855,317812,319276,298549,267598,321737
853400,Printed circuits,52,5,50,23,0,1,3,0,0,5,,3571,6014,5480,5850,7679,5161,3946,5869,4721,9584,,14481734,13637752,13412127,12164822,10353976,11582045,12375242,11250354,10874504,11088530
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",3,7,12,0,1,2,2,2,2,5,,9427,10149,7904,5161,7866,11116,18556,20300,19935,27049,,352645,430204,474587,379838,361276,352789,371821,365629,384851,470152
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",1,0,1,0,1,0,0,0,0,5,,7238,9096,9773,6803,6377,7177,9807,11232,11602,13402,,7401,5942,6271,5925,5575,7497,8599,10483,10311,8517
730722,"Threaded elbows, bends and sleeves of stainless steel (excluding cast products)",0,5,4,3039,1134,3,39,1,0,5,,751,2160,893,1308,515,1133,778,1374,934,628,,38981,41101,48543,49633,38664,36686,42354,43963,39517,46765
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",0,0,0,0,0,15,0,0,1,5,,1059,1201,742,739,1253,1016,872,628,688,646,,8735,16790,19119,18731,13211,13541,10528,11627,9022,7309
902830,"Electricity supply or production meters, incl. calibrating meters therefor",35,1,8,100,1,5,4,60,0,5,,17456,20525,23551,13162,14432,11707,12420,10814,11665,16120,,14109,11608,10738,9672,9355,7752,8553,18746,39948,45264
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",0,2,11,1,1,42,0,0,5,5,,41587,48041,36644,23140,22430,31473,31206,35038,34928,45955,,647416,606877,848582,806196,874692,863965,980869,952773,912232,1084807
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",0,0,0,0,3,0,1122,10,0,5,,2232,1982,7756,2400,1772,1328,1991,1415,3108,691,,43216,44758,54790,53075,22962,28971,42135,34884,29579,25382
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",0,0,0,0,0,0,0,0,2,5,,40,686,272,483,278,874,767,327,395,386,,332052,246112,334993,148762,121320,228244,308545,240663,220342,266260
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",14,8,0,28,83,183,89,5,1,5,,463,1347,1813,372,23,171,421,234,160,63,,13192,14447,18807,16885,20964,23256,23480,21465,24516,24129
293220,Lactones,0,0,0,0,0,0,0,4,1,5,,76,35,40,49,196,249,325,311,269,312,,36059,48191,44235,47684,55558,62758,71839,63260,39330,44374
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",0,0,0,0,0,0,0,0,38,5,,6726,4476,3909,4126,4143,3082,2159,1711,2187,1940,,24970,29142,34288,33090,36677,35869,39160,39851,31095,40558
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",0,0,0,3,45,0,2,5,0,5,,1055,1451,1203,703,649,1280,2367,1701,2206,2110,,12337,18169,17600,18459,13315,11617,8029,8857,5496,5155
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,0,0,0,0,2,5,,5637,4668,2469,1398,1933,2815,2431,2779,2179,3099,,99877,127640,159092,138210,125384,143989,157495,166546,198716,225142
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",0,0,0,0,0,0,2,0,1,5,,9656,7390,6538,6799,6868,6462,8709,8005,8766,9382,,132966,107271,82400,71220,69052,69724,63651,54718,52049,57591
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,5,0,0,19,1,0,5,,3,8,20,112,8,582,240,122,36,37,,559,1102,2231,2561,2727,4019,4276,5114,7105,12378
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,0,0,0,0,0,66,5,,6046,7956,10738,7556,7940,12160,20048,14736,12220,19914,,101836,117292,107590,111173,151316,206757,253033,339201,406886,450046
701912,Rovings of glass fibres,0,0,0,3,0,0,3,2,18,5,,6960,7009,10604,8523,8052,9304,9694,8156,10260,11855,,14276,16245,27217,71001,19546,15835,17361,18883,25516,17450
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",1820,6,421,0,17,2,19,73,101,5,,23977,27603,22414,10535,20518,17755,19383,22828,21316,20615,,240448,246679,260544,202122,189353,208756,240762,198285,169856,157790
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",0,3,0,0,0,107,37,31,21,5,,1375,11348,21736,795,1204,1618,1461,1571,1009,667,,21509,9263,11097,17627,17913,22864,10842,7037,5591,5454
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",48,2,123,1,12,25,0,20,10,5,,1202,515,969,465,793,1096,1356,662,575,790,,832748,1470719,1636006,2039092,1801204,2181046,2156334,2704193,2305094,2063203
284610,Cerium compounds,0,0,0,0,0,14,3,4,5,5,,81,1043,2420,379,189,41,96,227,204,195,,10069,4287,4739,5086,3502,7334,6675,6971,9211,5606
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",1,140,1,1,33,1,9,21,13,5,,5027,6437,4784,7042,4800,3394,4337,5106,4427,9924,,206722,213903,297483,218807,184787,280151,383380,529203,416823,234538
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",0,5,0,0,0,0,0,0,0,5,,524,149,932,158,288,270,731,735,537,1143,,32930,25846,15189,9961,5311,9955,20899,14582,16152,14096
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",1,0,0,0,0,0,0,0,1,5,,27,11,12,17,3,15,4,3,16,5,,4914,4010,5415,4318,6660,7872,5970,6755,3988,4461
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",0,0,0,0,0,0,0,0,1,5,,0,2,50,20,33,128,237,184,349,523,,2447,2181,1391,1891,3292,8760,20775,30765,8128,6856
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,113,420,0,0,0,3,93,5,,7812,7534,5413,7752,9283,8844,9305,9108,9375,14124,,20920,29080,34329,38552,51226,66883,100544,100912,143424,180979
920590,Wind musical instruments (excluding brass-wind instruments),0,0,0,31,15,7,5,0,0,5,,258,190,203,107,305,192,277,514,546,605,,7215,4261,7195,9023,12646,10671,17450,17492,20557,28751
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",0,0,0,0,1,0,0,0,1,5,,1147,1855,1917,1735,1900,3592,2782,3228,2819,4105,,18420,21679,30418,33477,39171,39012,62964,61149,57753,65829
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,419,0,0,19,5,,17335,18788,17763,14214,23781,19769,17475,24092,41321,40699,,1211,493,1021,931,655,4456,902,485,926,1374
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),2,13,25,21,0,1,23,6,1,5,,601,2257,2535,1249,499,1030,560,907,690,707,,1040259,1195214,1139566,1498547,1346570,1188291,1410260,1149698,1387707,2561629
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,2,3,3,5,,0,0,0,0,0,57,10,11,19,52,,0,0,0,0,0,14988,23184,28795,17578,14386
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,5,,2783,5764,5526,3947,4990,7772,9142,8791,28332,12972,,247523,231276,210259,160521,131138,163281,184072,168224,137058,152306
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,43,7,9,2,7,2,0,1,2,5,,3947,5548,6618,4903,6184,8647,10215,12593,12419,14001,,1533795,1514348,1550464,1489957,1529704,1761496,1803045,1780427,1779865,1825074
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",0,0,0,0,0,0,0,0,23,5,,249,150,132,150,173,788,927,669,689,859,,1235,1251,1461,1351,1425,1654,2954,2082,1760,2099
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",0,0,0,0,1,0,0,0,0,4,,923,1738,681,628,1378,1405,1733,2006,4245,2820,,412631,447816,603339,617386,541801,689370,708423,657798,685992,729970
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",0,1,0,79,0,361,4,3,12,4,,8890,9356,11113,8200,9346,10461,13197,16651,17658,25076,,162870,213815,232234,211583,237514,273883,340915,296763,326763,394705
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,1,2,2,0,2,2,5,4,,4,58,428,394,122,272,348,204,134,356,,5554,4861,4106,8198,6792,6358,7462,9976,7193,9750
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,4,1,8,4,,431,360,199,172,263,363,308,502,432,408,,35979,45890,76080,81902,109349,143516,247186,318230,272757,465081
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",0,0,0,0,0,0,0,0,0,4,,609,896,2533,374,650,528,542,1376,1720,597,,3719,3603,4462,4003,5046,6610,7528,7484,7501,7636
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",0,0,149,2,0,2,66,14,5,4,,7770,11140,9754,8583,6259,6742,8741,10778,12237,15738,,39685,40971,54304,75173,86911,103600,120895,113052,79866,83199
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",78,87,106,80,319,1,3,5,5,4,,2561,2713,1765,1304,1851,2994,2417,7206,9057,4714,,184218,163983,135262,116575,75347,50910,43953,32090,40101,33741
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",126,35,143,29,8,161,730,262,39,4,,2563,3130,4290,3490,4212,4998,3496,5120,3964,2683,,4095,7760,8605,6384,10100,16949,9484,16461,4165,7900
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",3,0,0,0,0,1,2,45,37,4,,10670,10474,7550,5516,5304,7273,7678,7739,6511,8421,,17315,13553,14643,9889,9755,10505,12446,14419,17935,16660
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",103,124,429,4,84,102,325,120,29,4,,49114,46712,39976,25820,25124,30443,42838,37621,30211,45079,,458238,563479,762280,881955,286074,137489,184033,182241,192362,98330
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",0,0,0,0,0,0,0,4,0,4,,337,540,455,249,255,529,974,515,779,1134,,27599,28603,45055,30553,40358,47050,49891,43208,34369,36705
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",0,10,15,36,0,0,0,31,34,4,,5384,4385,5045,4831,3579,4643,6137,6449,6716,5350,,27775,16982,16784,18884,16811,23537,17758,17400,22161,18458
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",0,188,0,14,0,0,0,17,676,4,,2698,1187,2029,575,1209,1371,14141,3076,4907,2932,,467221,425410,347742,307925,319874,385678,310720,321895,316990,408782
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,0,0,0,0,0,0,634,4,,222,572,472,529,377,281,403,652,587,710,,86041,91523,64955,37133,64688,96227,131565,149832,186276,190719
390910,"Urea resins and thiourea resins, in primary forms",0,0,0,0,0,0,0,0,0,4,,30673,62826,80013,65958,37626,47495,53764,47146,29867,54245,,36297,33012,35057,62146,24440,23484,21999,21137,17872,21455
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",0,0,5,8,14,2,0,7,2,4,,2458,2705,2933,2646,2873,2584,3425,4023,2313,2802,,35917,33606,41663,39677,34154,49039,60588,79542,103586,138007
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",2,4,161,23,35,38,97,119,17,4,,1425,1208,1212,545,646,932,781,1023,1131,1391,,586905,594574,654896,599078,639653,742878,805514,693852,679885,660383
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,5,0,0,0,6,3,0,4,,3164,9205,9620,3440,2912,3798,8932,8094,8977,15842,,12108,9229,13381,11057,11632,10193,10899,11626,8466,9213
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",0,0,0,0,0,1,0,0,4641,4,,23,28,30,100,124,300,448,481,564,1057,,12246,11277,13472,15233,16580,20838,18471,16380,65649,19569
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,50,4,0,0,2,0,4,,1041,685,578,583,232,232,423,613,664,806,,548,1255,1511,1957,2480,3520,3607,4010,4835,4164
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",0,0,1,1,0,0,2,3,0,4,,3093,3703,5144,987,1166,1370,2311,1594,2138,1814,,286303,206829,297774,216108,206971,245467,279428,233824,222888,258469
902490,Parts and accessories for machines and appliances for testing the mechanical properties of ...,1,0,0,0,10,4,3,0,7,4,,362,306,265,237,399,589,726,939,968,974,,15929,14809,17898,15388,16538,19268,21096,22645,20734,23655
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",1,0,46,4,18,0,0,15,17,4,,6877,2561,1217,857,1099,2700,1866,2234,2148,2777,,35802,38475,52323,53107,35870,33347,35390,31218,21638,26428
850760,Lithium-ion accumulators (excluding spent),969,0,0,0,0,28,0,7,5,4,,330,1571,1226,898,1627,2727,6058,11405,13548,7359,,3966493,3317538,3424427,3298475,3056859,3265916,3883051,3724483,3536501,3547695
