Product code,Product label,"Australia's imports from Korea, Republic of-Value in 2012","Australia's imports from Korea, Republic of-Value in 2013","Australia's imports from Korea, Republic of-Value in 2014","Australia's imports from Korea, Republic of-Value in 2015","Australia's imports from Korea, Republic of-Value in 2016","Australia's imports from Korea, Republic of-Value in 2017","Australia's imports from Korea, Republic of-Value in 2018","Australia's imports from Korea, Republic of-Value in 2019","Australia's imports from Korea, Republic of-Value in 2020","Australia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",0,0,0,0,0,0,0,0,0,0,,6347,6464,7143,6803,7751,6016,14168,7185,3942,2335,,2763,654,699,1503,882,1308,1091,2036,1006,520
930190,"Military weapons, incl. sub-machine guns (excluding artillery weapons, rocket launchers, flame-throwers, ...",0,0,0,0,0,0,0,0,0,0,,3012,6466,20109,26595,16977,11560,12636,28182,42662,24719,,21545,16285,17706,6979,2921,1595,8580,15429,3643,4200
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,0,0,0,0,0,0,0,0,,377,3689,936,17,0,0,159,478,187,276,,1152,2322,1775,854,797,753,1349,2082,1380,3154
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,0,0,0,0,0,0,0,0,0,0,,424,137,975,1617,383,169,109,79,287,586,,2070,2234,1666,1993,1948,1895,1775,1186,508,712
940110,Seats for aircraft,0,0,0,0,0,0,0,1,0,0,,81,834,208,809,929,735,1683,440,179,399,,37328,10086,14581,50825,27814,13936,13611,9820,4889,6658
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,231,363,325,243,621
940153,Seats of rattan,0,0,0,0,0,0,0,7,0,0,,0,0,0,0,0,1,1,13,5,18,,0,0,0,0,0,3307,4533,4999,10331,13166
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,72,10,0,1,0,0,0,0,,2295,7002,7866,10133,7066,6861,20133,13049,15405,10454,,34520,38382,44697,51739,35511,37978,41655,45475,23071,24607
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",0,1,4,0,0,0,0,1,0,0,,1006,435,850,508,427,189,270,359,63,1625,,37171,46094,52114,68730,39677,10304,9413,8939,4073,4169
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",0,0,0,0,0,0,10,0,0,0,,1,20,9,14,578,12,8,4,469,542,,1228,1080,1084,691,966,450,494,418,258,521
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",5,0,0,0,0,9,0,14,2,0,,1734,1479,1140,542,310,228,196,121,136,204,,2711,2680,2776,2744,3476,3009,3056,2764,2280,4348
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,0,0,0,0,0,0,,9,149,225,53,0,0,9,25,1,10,,135,60,95,49,24,74,77,14,39,17
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",9,7,2,1,2,3,0,4,2,0,,6005,6768,7511,9377,6259,6249,6373,5647,4574,7485,,332,264,256,126,166,143,262,205,207,208
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,0,0,0,0,0,0,0,0,0,,117,539,421,350,275,191,174,219,362,692,,735,1057,880,1044,848,854,739,682,765,739
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,7,1,84,4,,0,6,39,16,27,38,43,46,57,75
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,61,0,2,3,1,0,0,0,0,0,,129136,124835,189629,193996,174791,173523,283469,249272,270824,263593,,848,707,723,665,1145,691,1072,1625,1226,1216
961320,"Pocket lighters, gas fuelled, refillable",3,2,3,2,2,0,0,0,0,0,,758,1849,1329,1737,1605,262,716,658,513,223,,3289,3244,3022,2824,2899,2176,1814,1876,2442,2689
960720,Parts of slide fasteners,0,0,0,0,0,0,0,0,0,0,,26266,25787,25711,21976,18586,18708,19883,19039,12606,14510,,953,816,961,824,728,717,577,604,702,875
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,11,0,0,0,1,0,,215,184,212,42,161,429,326,4553,3539,73,,519,177,317,121,200,411,382,345,249,1303
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,0,0,,17,23,0,2,16,5,2,5,4,93,,8694,6958,7069,6819,6260,5536,7434,5654,6138,9444
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,4,0,1,8,3,0,4,7,9,0,,3,311,1,91,150,128,6,10,16,121
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,4,6,6,3,1,0,1,4,0,,89,70,41,40,45,61,57,114,69,50,,1722,1819,1689,1360,1354,1381,1177,1227,1203,1582
940520,"Electric table, desk, bedside or floor-standing lamps",27,112,48,24,19,10,22,2,64,0,,6994,6812,7385,4599,4730,4936,3648,2824,2650,3109,,50976,48960,54979,57480,51811,50130,48894,47605,49780,66592
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,66,0,0,0,0,0,1,0,,73,33,10,143,274,313,99,70,65,192,,1046,1010,1005,2253,970,1807,1220,865,639,996
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,1,0,0,0,0,0,,0,1,4,0,0,0,2,2,0,17,,3359,3256,2663,2809,2104,2120,2034,5037,3274,2540
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,5,14,1,1,12,2,3,12,5,53,,2059,682,638,358,395,392,350,469,237,259
910700,Time switches with clock or watch movement or with synchronous motor,2,1,2,15,1,7,0,0,0,0,,751,343,368,408,409,340,305,332,372,338,,7050,7672,8297,7076,10026,8815,9819,9578,9998,10094
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,619,659,723,888,19,11,1,0,1,0,,157,88,50,92,85,118,84,75,54,111
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,0,0,0,0,,274,459,1582,92,142,15,94,208,43,69,,126,201,153,292,175,129,131,202,226,414
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,202,201,160,129,93,116,69,110,24,79
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,47097,39729,44920,41941,16225,14117,18360,16532,10708,14997,,0,0,0,26145,81006,128716,249694,251890,158856,243944
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",385,475,458,0,0,0,0,0,0,0,,60039,44190,33591,57355,59444,58321,34491,24636,8489,4532,,110300,88581,83230,69674,76308,87158,142578,135825,195541,125767
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,16,0,0,0,0,0,0,0,,335,94,83,47,34,104,86,218,444,436,,9559,14874,10811,10531,7305,10180,8547,7239,8242,14676
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",2776,2641,2272,1017,317,0,0,0,6,0,,12888,13765,7716,4147,2134,358,314,568,58,274,,90792,97815,88266,80884,66492,63450,49499,62152,50091,62510
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,581,3359,288,96,206,2333,1063,154,252,215,,2772,279,4101,1805,46,85,1,174,72,13
900720,Cinematographic projectors,3,0,0,0,5,2,2,0,8,0,,1376,285,137,269,68,74,3,15,0,33,,2116,1504,1248,1076,1142,1338,339,734,323,491
900792,"Parts and accessories for cinematographic projectors, n.e.s.",2,4,7,0,0,0,0,0,0,0,,3505,1582,2564,416,363,348,233,218,19,15,,921,836,463,596,336,601,251,547,222,185
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),7,11,0,17,1,10,4,0,0,0,,1373,602,211,291,462,52,57,18,78,68,,1124,754,606,724,970,1303,1417,1550,1596,2222
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,4,0,,0,1672,896,339,62,18400,1073,6834,13918,154,,1703,1848,25582,17533,36708,99597,35936,7740,9967,5445
890120,Tankers,0,0,0,0,8812,0,0,0,0,0,,11746548,9810025,11922246,12760740,16323137,13148739,10861150,12384947,10250231,9618424,,10290,11676,0,0,9016,11846,347,0,15174,0
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,287,0,78,0,0,4190,3900,5985,461,7766,,0,0,0,2,0,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,2666,4336,748,1351,200,1855,1015,320,0,8,,254062,200204,168761,96105,135925,154015,168385,162093,120924,247810
902720,Chromatographs and electrophoresis instruments,0,0,146,0,0,6,66,32,16,0,,7900,6495,7445,7992,4663,8590,7688,6532,6197,8987,,17309,18790,15156,15686,13098,16718,14746,15369,12636,12027
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,1,155,224,191,184,311,78,282,113,6684,,15159,13549,11444,8813,4236,1360,1318,1252,895,324
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",130,193,164,41,0,0,0,0,244,0,,325,791,1418,1280,306,424,1176,439,178,511,,2862,1581,1435,987,1104,2407,2853,2072,1763,1169
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,11,0,0,0,0,,33,384,86,14,403,239,1,618,1,342,,5436,6524,5435,5207,3664,6965,4208,7557,7502,6579
901814,Scintigraphic apparatus,0,3,0,23,0,0,0,0,0,0,,107,116,52,186,270,471,586,1147,773,1650,,4052,1814,1470,1575,4322,3419,2683,2860,2426,3763
90112,Decaffeinated coffee (excluding roasted),0,0,0,0,0,0,0,0,0,0,,7,0,7,73,7,1,0,0,8,2,,5427,4658,5080,5850,5991,4782,4542,4246,4755,4977
90122,"Roasted, decaffeinated coffee",2,0,0,0,0,2,0,1,0,0,,167,220,53,80,14,21,193,117,21,31,,8888,6353,7192,8384,6019,4924,2909,6014,6885,5540
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,0,,34,0,4,3,0,2,1,32,0,0,,6453,5814,6207,5758,5587,5523,5736,6057,6431,6623
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9473,7399,9523,7939,8047,11116,13363,10382,11226,12299
110900,"Wheat gluten, whether or not dried",0,0,0,0,0,0,0,0,0,0,,5886,5969,6116,5294,2274,0,68,82,153,95,,15836,19551,23682,16707,15599,34065,33098,22364,28247,38796
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,4,0,0,0,0,0,0,0,0,,317,1932,583,466,733,82,143,162,190,328,,1930,2097,1228,1366,1113,1249,1438,3454,4861,2938
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",0,0,0,0,0,0,0,4,0,0,,0,1,12,55,7,74,1,0,43,0,,23200,20767,22558,28012,25168,42481,37167,30006,41143,31283
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,0,2,0,0,1,3,0,0,0
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,37,99,63,341,7,396,63,110,11,372
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,13113,12653,17632,16786,18393,19215,15786,15970,16027,14581
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,0,0,,7,30,27,5,4,10,24,17,60,36,,396,614,815,991,641,1212,818,983,1320,1884
90832,"Cardamoms, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,,223,216,114,186,174,279,363,439,546,1258
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,0,1,0,0,0,0,0,0,0
110311,Groats and meal of wheat,0,1,0,0,0,0,0,0,0,0,,111,10,0,0,0,0,0,0,0,0,,150,158,168,264,392,412,361,377,468,346
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,0,5,3,0,0,6,8,2,2,25,,11,252,103,927,794,600,586,1485,1796,807
110510,"Flour, meal and powder of potatoes",3,0,5,7,2,0,5,6,3,0,,51,393,41,58,9,21,188,138,161,151,,166,128,88,99,232,170,454,628,401,695
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,0,0,0,,99,163,44,46,47,45,227,137,79,86,,4270,3008,3093,5149,3415,4226,4543,6277,7070,8603
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,153,149,250,192,304,345,400,330,470,422
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2364,2851,3334,2088,2340,2653,2247,2872,3461,4273
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,0,0,0,,0,0,0,177,257,199,20,15,7,60,,157,836,604,4,98,124,475,2491,602,104
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,48,38,166,187,64,54,45,42,0,37
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,4,32,56,98,58,9,14,8,15,38
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,0,0,0,24,0,0,2,0,0,2,,72,51,2,20,82,117,7,1,1,4
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,0,,4807,5356,4135,3443,2696,0,0,0,0,0,,5760,8278,4973,7836,5457,0,0,0,0,0
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,1,0,0,0,,7,10,9,65,0,24,129,39,228,346,,47,128,94,59,77,58,31,28,83,37
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,0,0,,235,285,508,482,1013,1574,2050,2301,2197,2702,,44,8713,18033,11360,8782,7205,9852,7082,6233,8106
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",0,0,0,0,0,0,0,0,0,0,,358,418,383,117,121,83,121,252,207,407,,4449,5326,6322,6100,5889,5868,6857,7401,9490,8848
81310,Dried apricots,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,27,28,28,21,19,9,,15741,13693,16120,21300,14488,13656,13988,11040,14332,12324
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,0,0,0,0,0,0,0,,139842,242737,178121,92842,90759,50075,60195,55788,39819,34794,,1454,1372,1737,1322,1304,1399,1524,1447,1608,2921
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,8,2,2,0,6,0,0
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,1,17,0,0,0,0,,1765,1620,1525,995,1138,1333,621,845,851,415,,4057,5132,5103,5158,5612,6450,5208,5935,4693,6462
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,0,10,1,15,2,7,2,2,6,4,,0,0,0,0,0,0,0,0,0,21
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,2,36,93,7,13,3,14,42,9,41
70999,Fresh or chilled vegetables n.e.s.,0,0,0,0,0,0,0,0,0,0,,2013,1551,1539,1120,1106,1307,1301,1577,1772,2563,,756,1113,1271,1251,1092,991,866,1018,838,1202
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,121,248,114,131,206,302,292,171,28,15,,28692,41839,53801,38616,42946,61077,58978,50723,50327,49652
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,1544,3307,2112,4745,6220,7561,11061,13939,12437,9775,,298,146,385,550,333,153,0,88,80,148
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",2,6,2,1,3,3,5,0,0,0,,455,552,407,421,596,251,1149,555,672,1500,,367,2086,3156,2970,3400,2899,3002,3601,4131,3270
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,61,13,82,204,,0,0,0,0,0,81,393,333,9,1
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,2,0,0,0,0,0,,21,137,14,41,36,19,25,866,825,362,,126,576,148,84,845,6,14,297,70,0
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,54608,49530,43194,36463,62709,47777,56408,55203,47475,49779,,4039,1107,872,1123,901,869,1360,1042,150,47
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",2070,2355,2670,3147,3326,2659,1819,905,186,0,,72,199,284,35,83,194,26,256,144,178,,4262,3179,5142,4311,4029,6845,7963,4838,3216,4739
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,91,0,0,0,6,0,,935,373,373,258,444,563,602,480,1358,778
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,631,830,30,0,63,36,81,134,244,3,,27,0,0,0,0,0,4,1,6,23
40900,Natural honey,0,0,3,0,0,0,0,0,0,0,,125,481,304,698,175,366,227,171,86,83,,19073,20249,39609,55577,43837,45041,52521,36121,40101,34809
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,326,839,88,4,0,0,0,0,0,0,,4,32,32,0,9,31,23,25,7,12
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2,1,2,6,1,0,2,0,3,18,,1,9,58,0,0,0,0,308,0,4
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,2,8,4,29,26,49,17,54,54,42,,0,0,0,0,0,0,0,0,0,2
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,1920,191,0,0,940,3594,0,0,1396,1248,,0,0,59,35,23,206,455,237,180,515
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,419,1,0,0,0,0,76,0,32,,200,113,206,186,283,387,695,775,828,687
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,128830,71114,98567,65700,89994,106802,66523,64412,86880,81277,,76,310,551,70,340,0,0,0,0,19
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,9939,16414,21039,23582,27216,27599,25463,25300,22087,30084,,5,5,19,0,0,0,10,0,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,4,2,0,0,1,0,0,0,,6,0,0,0,0,0,0,0,0,199,,0,0,4,2,0,0,1,0,0,0
30392,Frozen shark fins,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,181,0,,0,0,0,0,0,0,0,84,0,28
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,3,0,0,0,0,0,0,,128,23,3,10,18,38,94,80,56,145,,3537,3462,2598,2766,1899,1872,2463,3612,2795,2474
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,39,2,14,0,0,22,1,61,0,146
30456,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,2,0,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,64,174,187,60,213,9,0,7,36
261590,"Niobium, tantalum or vanadium ores and concentrates",0,0,0,0,0,0,0,0,0,0,,4208,2004,51,0,56,492,1486,120,2220,6887,,128,1187,119,15,1,1,2,59,17,36
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,0,,355,386,736,400,549,901,2371,4848,5929,9632,,2841,1484,0,119,170,64,149,135,85,283
270111,"Anthracite, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,2913,4173,5175,4033,116,156,1253,195,72,208,,4361,3803,7377,3060,3498,7727,15691,19627,7702,10052
270220,Agglomerated lignite (excluding jet),0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,5,0,1,139,880,0,2,0,0,126
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",0,0,0,0,0,0,0,0,5,0,,4,0,149,525,533,819,987,839,469,658,,30,30,0,0,0,0,0,0,5,0
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",591,654,505,64,42,0,0,15,5,0,,280677,277291,484961,378118,244943,302926,433305,450786,316620,457281,,593,672,506,79,98,60,0,17,8,24
271220,"Paraffin wax containing < 0,75% by weight of oil",0,0,0,0,475,0,0,0,2,0,,1288,1371,1196,2108,1556,753,904,872,510,610,,4579,5026,6983,10466,10830,10308,11019,11466,12398,15877
280512,Calcium,0,0,0,0,0,0,0,0,0,0,,278,481,2206,967,436,611,901,1026,2262,78,,421,363,460,316,361,713,372,352,276,789
281212,Phosphorus oxychloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,1,0,0,0,,0,0,0,0,0,21,49,41,54,0
281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),1417,0,2,0,0,0,0,12,43,0,,107105,93291,93907,122555,152374,174288,190601,177858,187003,188697,,4264,164,135,1445,976,2486,1154,396,758,1569
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,7,0,0,0,0,,28,4,15,3,5,6,12,13,10,11
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,9,8,43,0,0,0,0,0,0,0,,206,101,134,113,66,99,120,75,139,106
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,72,5,27,9,38,57,92,9,59,97,,2466,2454,2216,1054,126,1696,1553,1378,1107,352
240391,"Tobacco, """"homogenised"""" or """"reconstituted"""" from finely-chopped tobacco leaves, tobacco ...""",0,0,0,0,0,0,0,0,0,0,,5964,6623,8439,8226,8812,9707,10130,6875,9460,8066,,31,4,13,7,4,14,7,8,7,10
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",0,0,0,0,0,0,0,0,0,0,,1,0,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
252520,Mica powder,0,0,0,0,0,0,0,0,0,0,,1074,1733,2496,3354,3990,2888,2145,1970,1405,2405,,635,715,702,717,830,922,922,759,702,768
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,20,1,1,2,1,0,0,0,1,0,,105,9,0,41,49,47,72,44,15,12
290122,"Propene """"propylene""""""""",0,0,0,0,0,0,0,0,0,0,,1607519,1638088,1762084,977091,1203536,1511045,1763506,1479879,1165776,1677389,,56,0,13,129,40,83,172,429,869,677
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,2,2,2,16,0,0,0,0,0,2,,0,3,3,0,2,0,1,7,9,11
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,16,0,98,0,3,3,6,0,0,,234,123,40,52,56,51,42,86,0,48
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,5,0,0,0,0,0,0,0,0
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,0,0,0,0,0,17,0,0,0,,190,39,38,58,83,92,231,55,239,789,,5366,3931,3731,2439,1053,1623,2460,1441,1437,4511
284030,"Peroxoborates """"perborates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,50,51,35,69,61,36,58,79,,207,163,83,95,50,43,36,28,71,156
