Product code,Product label,China's imports from Germany-Value in 2012,China's imports from Germany-Value in 2013,China's imports from Germany-Value in 2014,China's imports from Germany-Value in 2015,China's imports from Germany-Value in 2016,China's imports from Germany-Value in 2017,China's imports from Germany-Value in 2018,China's imports from Germany-Value in 2019,China's imports from Germany-Value in 2020,China's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,2,0,0,0,0,0,,7876,7772,5545,3295,3281,3517,3729,3590,2967,3263,,355,196,137,81,115,111,425,115,99,149
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,1,0,1,1,0,,2667,3328,3173,2340,2610,4082,5369,6508,4716,6111,,42,92,135,28,97,53,78,171,65,44
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",0,0,0,0,0,0,0,0,0,0,,3818,3407,3410,2472,2223,2705,2741,4177,4107,4725,,3446,4284,3905,3595,2595,1359,221,635,1813,5078
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",20,1,2,3,8,1,5,27,0,0,,4576,5977,8731,12375,16375,12600,10894,8847,8523,9046,,2626,2871,3502,3616,3636,3000,2947,3039,2690,3719
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",12,1,2,10,2,2,31,5,2,0,,59759,86361,92259,70930,62433,88943,113196,104474,95104,88911,,15244,17377,19955,23572,20769,20761,45023,46252,30935,44103
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",30,15,0,0,0,1,0,0,1,0,,544,412,106,251,225,212,79,115,22,6,,767,425,334,925,209,147,257,227,103,395
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,0,0,0,0,0,0,0,0,0,,76,69,23,0,0,0,5,1,0,22,,248,234,356,192,239,150,20,0,7,15
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",0,46,1,0,0,0,0,0,0,0,,437,418,394,541,506,497,195,219,949,2868,,507,1092,960,465,273,309,136,158,388,171
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,1250,425,0,4,0,0,0,0,0,,78839,92189,75767,56000,42473,0,0,0,0,0,,5169,5396,4913,2355,2242,0,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,1,0,0,0,0,0,0,0,0,,3108,2253,2202,1570,949,1860,1839,1493,1218,1016,,416,38,369,193,38,57,121,551,375,50
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,0,1,0,0,2,0,1,0,0,,10129,8210,9984,6988,6138,9528,11734,13951,14625,22485,,682,1090,971,894,1468,3405,2654,3208,2056,2266
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,3,0,0,0,,10600,10807,14544,14401,13705,18277,25906,24419,23197,26249,,1144,1554,1661,1827,3573,2223,3023,3654,3195,5392
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",1,0,0,1,29,7,16,20,23,0,,9874,10303,11300,9160,10085,11794,10838,9676,9256,8945,,55,192,115,181,158,241,89,179,452,1059
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",0,5,37,4,0,0,0,0,1,0,,850,1857,857,148,111,119,92,622,164,228,,100,79,115,195,116,136,61,159,205,438
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",24,13,23,71,18,53,31,56,2,0,,2857,2733,2106,1326,2350,1652,1115,1012,1415,2034,,7603,10486,9169,5366,4428,7404,8671,9476,3603,4121
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",3,115,0,0,0,0,0,0,0,0,,952,1133,1219,794,811,884,886,932,971,1221,,944,2488,1689,4037,4809,953,4962,10727,7231,563
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",0,0,0,0,0,0,0,0,0,0,,2582,2231,3003,2347,1636,1696,2460,3627,1602,1698,,206221,197466,266675,239158,206246,240435,232982,227673,206678,225147
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",5,1,4,34,1,1,1,2,0,0,,2181,2290,2676,2221,2689,2051,1653,1146,1541,1230,,1346,1447,1930,4784,2431,590,900,457,739,1113
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,3,16,0,0,0,0,0,0,0,0,,572,269,246,153,270,638,436,953,707,741
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,4,0,,4723,5386,4898,4622,3966,4716,4329,1903,78,845,,5860,6422,3085,2104,2494,2091,2485,2184,925,908
551624,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",2,2,0,0,0,0,0,0,0,0,,1195,1164,2494,1254,1132,729,547,863,643,892,,584,706,504,641,446,327,545,488,347,426
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),0,0,3,0,0,0,0,0,0,0,,434,1133,1589,1542,1631,2834,3152,2970,3904,2419,,2256,2484,3640,5160,4901,6414,1263,2009,5064,2351
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,1,0,0,0,0,0,0,0,0,,3766,3563,4193,3800,4553,4378,4761,4653,2003,2182,,3597,1989,1573,788,685,698,287,1861,2631,2341
540794,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",16,2,6,0,1,1,2,0,0,0,,5564,5599,4981,5765,9015,11467,15121,15467,15203,13549,,1922,1638,1230,1496,715,912,1052,1052,457,406
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,75141,87709,82297,71495,65516,62628,62141,70138,75141,81883,,0,0,1,1,1,1,1,1,0,0
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,643,802,815,213,169,80,67,63,58,89,,346,332,682,993,362,95,206,0,632,94
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,314,258,665,605,641,884,700,558,225,137,,59,42,49,0,0,0,0,0,0,0
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,151,0,0,0,0,0,,1248,982,721,660,525,1359,1034,597,977,1321,,46362,37888,53847,48835,39799,82940,108691,36367,32511,55325
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,34,12,64,70,182,130,109,46,,180,244,384,1811,1162,1317,977,1771,1807,1610
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",1,1,5,0,1,0,0,0,0,0,,2804,2938,3603,2710,2547,2329,2052,1828,1538,1729,,11383,19659,20873,12722,5918,10906,8724,9571,7721,8614
520291,Garnetted stock of cotton,0,0,0,0,0,0,0,0,0,0,,4249,3214,3749,3280,3768,5290,5573,4357,3054,3013,,0,1009,84,338,5331,7454,0,0,0,0
520300,"Cotton, carded or combed",0,0,0,0,0,0,0,0,0,0,,3208,4516,1957,495,462,201,174,180,203,218,,622,799,1440,8543,4740,4091,6185,7119,2930,6062
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,4,24,14,14,7,11,16,39,2
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,7726,5602,6214,5920,3354,5569,3426,3226,4937,4764,,2468,1314,1077,491,1383,534,1563,3448,1190,5369
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,33,72,30,0,11,4,20,0,35,3,,24955,28801,42635,26402,20393,6345,6872,5040,3593,8811
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,24,12,22,273,235,275,555,224,152,324
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,460,512,802,91,260,275,200,351,400,383,,114148,132290,125079,122443,101531,70879,65548,48315,16400,20187
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,15519,16770,15303,7239,8190,8680,10670,8530,7525,10490,,0,0,0,0,0,0,0,0,0,0
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,2,1,1,0,0,0,0,0,0,,10873,10708,11585,7495,7275,7957,6406,5272,5562,6002,,1597,1304,1048,731,985,810,640,757,2034,805
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",14,8,7,5,7,4,0,0,0,0,,38669,42211,25749,12454,11764,20786,15387,3114,1630,1376,,315,547,293,339,299,156,498,320,235,124
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,1,,5,0,0,2,3,0,0,1,2,2
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,1806,1813,1921,1443,1366,1539,1627,1618,1683,2054,,777,2,3,15,39,0,2,0,0,0
170250,Chemically pure fructose in solid form,23,12,6,32,3,0,14,2,0,0,,6554,8103,7311,4087,3447,3685,4885,3002,2691,2983,,2150,2794,2275,3102,2982,4664,2645,3193,6851,16371
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,2,0,0,0,0,,31029,45925,58838,62617,54943,46287,29285,35149,36414,40304,,86743,113337,106408,91533,87016,62987,74044,73407,52968,39532
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,4833,7428,5416,4468,4108,4119,5641,3767,2219,2992,,2946,5047,20526,36921,22306,62606,106827,90880,156231,59426
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,1
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",2,41,0,445,393,499,682,518,0,0,,19771,30187,46963,43421,34676,31299,33031,32178,41576,35766,,7009,10527,13278,16699,16589,19196,12996,11837,12789,23451
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,2,12,0,0,0,0,0,,42643,48978,56436,44731,47452,46027,50335,49572,59661,61168,,420,50,110,94,137,185,85,171,228,78
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,13,0,0,0,0,7,0,0,,18344,32765,34779,26699,22728,20562,16336,5722,8147,11528,,9458,6631,7640,6060,6363,6762,9015,7732,8196,7184
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,18326,17349,20983,15180,16707,15824,19643,17001,16687,18977,,71392,80631,82604,91343,100294,113915,113931,110960,94272,108818
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,68047,72396,62683,51857,55984,56280,63447,63187,66343,69107,,0,1,1,0,0,33,0,0,1,11
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,1,0,0,0,,13305,21178,21180,23745,31343,58238,45914,50344,40778,27315,,394,647,565,656,832,1313,2263,1099,1416,1472
90932,"Cumin seeds, crushed or ground",1,0,0,0,0,0,0,0,0,0,,1428,1417,1355,1281,2070,2540,2300,1959,4065,2743,,32,42,15,24,29,61,37,26,154,277
91012,"Ginger, crushed or ground",0,0,0,0,0,222,736,0,0,0,,3694,4504,5772,5444,6494,7402,8866,9375,12020,14120,,131,178,82,64,64,381,865,194,188,86
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,822,854,1192,901,1278,987,629,763,995,1105,,8326,6895,6279,3034,3515,6057,6009,8416,11022,1821
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,0,0,0,0,0,0,1,0,0,,74058,82189,92663,83289,79994,73099,76088,66525,73719,59000,,1006903,848707,1031027,1168302,1336374,1460478,1327150,1049375,1022708,1074366
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,994,697,158,152,236,142,307,204,625,486,,59,27,4,8,269,794,375,3,2,0
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,2263,767,400,211,164,232,398,415,398,500,,23253,369126,1637695,2970799,1427896,1025366,857319,192313,1156070,2783941
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,2967,7463,10692,8072,6268,7530,7054,7886,8745,8068,,0,0,89,169,0,0,1,5754,4585,5879
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,5370,6673,7152,5809,6890,5868,11453,13097,14906,14605,,579,965,806,888,824,1123,1643,1619,1419,1458
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,1616,2274,2308,1838,1335,1507,1658,1611,1502,1435,,11,0,46,0,0,0,0,0,0,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,1456,1671,693,256,324,66,328,319,16,324,,115,2,118,224,80,163,614,1132,367,2156
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,12,0,,67745,87883,113401,96231,120557,155037,128878,98324,108814,97426,,4494,7950,12591,6358,5144,7956,8752,4758,5746,3025
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,1,0,0,0,0,0,0,,16097,13888,11288,11590,12707,11661,8060,9996,7038,6452,,233,185,69,310,1928,1229,770,748,1373,1258
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,22060,31233,6217,4878,486,589,887,1162,1068,1067,,595,1194,47,75,70,191,119,408,211,68
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,1157,1546,1698,1351,1748,1833,2144,1747,1970,1733,,0,0,2,10,4,2,0,0,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,32,29,33,21,14,1,14,16,22,9,,622,1192,1083,878,894,653,484,647,276,401
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,3336,922,751,361,239,0,0,0,0,0,,23950,33075,35917,35522,38875,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,,103,97,80,230,366,371,398,420,486,316,,387,274,387,583,5648,1828,1029,1609,599,427
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,1,2,3,3,0,,3531,3692,2628,2044,2112,2019,2185,2032,2224,2790,,181,725,1061,993,1649,2790,3433,3903,2050,1901
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,40685,55679,56709,46951,47030,52987,51157,51938,57412,57925,,0,0,0,2,19,11,7,1,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,20884,22222,19945,16203,17993,19440,19205,19737,19190,18313,,0,57,15,0,0,5,0,0,0,0
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,22035,23127,24280,21763,26334,23342,21583,24485,23047,33669,,38,11,6,54,121,69,465,496,66,30
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,259,254,288,244,589,436,434,413,472,534,,0,0,0,0,1,0,0,0,0,0
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,1553,2371,2883,1750,1545,1861,1652,1614,1983,1251,,3,1185,579,1683,342,0,902,1880,968,12856
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,2790,1149,2331,3711,4247,5066,7120,7589,8248,8133,,130,342,215,156,87,76,116,210,53,14
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,31,104,81,24,17,14,4,16,905,368,,3831,24,105,213,358,112,2314,5761,1261,199
80122,"Fresh or dried brazil nuts, shelled",0,0,11,14,2,8,0,0,0,0,,7798,8563,15816,23356,28866,29960,29434,41669,37981,32876,,0,0,11,14,8,30,244,197,565,62
80232,"Fresh or dried walnuts, shelled",0,0,0,0,1,0,0,0,0,0,,45553,52289,71651,83073,87344,107233,129410,109708,139490,121059,,16587,17867,29665,20040,19432,18328,19795,15225,6010,5767
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,137,51,129,55,135,859,3177,3202,5164,9233,,20528,25586,31068,78455,45101,83966,73096,128846,134987,172852
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3061,5895,5393,5491,6137,,0,0,0,0,0,61534,66146,106349,69688,85717
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,13289,13741,12811,12364,13307,13573,11749,10407,11562,8686,,14765,23843,30877,36667,42315,51203,87033,65790,78682,128677
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,9324,11810,10416,9127,8157,9496,10105,6756,6882,7211,,2527,2212,18,64,9,14,30,34,223,106
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,22875,29204,19963,13805,12795,14525,15328,13887,13308,13163,,3793,6041,10289,12905,13290,12363,12671,21111,18203,15910
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,2955,4337,5202,4073,3408,4518,3493,2784,2743,2434,,111,154,160,149,243,101,144,206,201,326
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",14,0,0,0,0,0,0,0,0,0,,50033,34692,35368,32127,45845,46976,50212,51623,57902,70578,,97118,85739,95301,120541,118078,129981,212827,309610,385518,535714
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,46,0,0,0,0,0,,684,0,980,0,0,0,0,0,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,1111,968,549,186,816,0,9,953,22,570,,0,0,99,92,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,569273,584536,533904,478762,498157,535837,547003,483702,410473,397456,,0,0,0,0,0,0,0,0,0,0
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,466,29,11,9,4,45,9,13,0,475,,994,495,831,619,436,392,367,228,539,0
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,27,12,6,24,74,76,24,1,135,368,,214,275,428,386,361,367,377,265,0,6
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,5,0,0,0,,260131,236648,237236,172208,178496,205833,234062,214239,168295,208007,,223678,1036688,1007759,1990808,2194791,2703065,4240397,7195690,9003778,9573775
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,2384588,2602007,2539856,2028375,2053680,2388940,2193404,2295827,2225873,2322937,,13,85,3074,109,0,15,50,39,17286,4618
20321,Frozen carcases and half-carcases of swine,0,0,0,0,317,0,0,387,1213,0,,70522,9082,10040,4181,4784,5212,5517,8832,4872,5574,,213,288,0,750,3320,682,0,2434,7736,6359
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,1477,1108,1095,1310,592,562,1027,1635,2644,2318,,0,0,0,0,0,486,1115,1443,312,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,5128,4081,3135,2539,2816,2772,2845,2865,2409,3606,,76,5,0,0,14,92,293,498,851,2817
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,3913,3389,2834,1540,860,1916,2157,1562,1365,1934,,0,18,0,4286,3952,4082,5187,1584,1146,2559
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,56130,65725,70191,53020,50531,70789,77472,66717,65619,62263,,26244,60933,60343,65091,68003,69500,83595,105522,93337,125687
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,121,134,138,88,77,70,81,84,79,61,,0,0,0,0,0,0,0,0,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,219,312,448,390,292,324,295,369,154,163,,667,1131,926,439,1634,1446,1060,858,367,850
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,107844,123833,116268,73515,82556,81338,79056,81089,72910,78762,,84597,76653,58774,30955,53605,2488,3896,38675,49635,37966
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,1896,2500,2451,1843,1782,2024,2535,2257,1540,840,,0,0,0,0,0,0,0,0,0,0
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,6757,4514,5533,4915,5245,6826,5279,4536,2487,2974,,0,107,66,0,15,16,11,3170,6800,11035
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,91354,128451,137495,108350,148528,134832,112448,91429,57949,62550,,145864,151784,261351,307930,327648,356030,651843,686312,326295,529612
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,7016,9035,9694,10658,10308,10199,9783,8393,11301,9944,,27,5,1,0,0,2,2,44,18,0
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,243,134,140,315,187,152,184,286,170,125,,46,14,47,154,207,249,323,402,259,361
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,75,80,63,41,17,3,2,,0,0,0,0,0,0,0,0,0,0
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,10,29,15,0,0,0,15,0,0,0,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,59,158,256,197,349,0,0,0,0,0,,62,4,46,0,0,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",674,0,0,0,0,0,0,0,0,0,,727,1444,923,709,455,435,261,358,1369,303,,279379,380624,400000,327437,398447,439932,572109,325698,180821,176003
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",1305,228,68,0,0,0,0,0,0,0,,600,101,228,43,63,151,126,159,237,413,,135416,231673,234782,177718,205610,261593,292071,274843,236369,147924
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,2,,1653,780,1053,1093,607,1355,2186,2351,2233,6563
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,4,4,4,7,48,42,9,17,15,28,,292,708,1687,257,235,31,569,836,498,609
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,361,848,384,1031,566,88,562,187,36,64,,116557,115951,151777,91444,100487,123247,158071,137253,133233,135093
280421,Argon,0,0,0,0,0,9,0,0,0,0,,30857,34014,33689,28675,27648,29500,35620,34145,33832,40670,,202,76,374,559,316,371,1112,155,332,446
282090,Manganese oxides (excluding manganese dioxide),0,13,4,4,2,3,3,0,0,0,,1514,1161,1728,820,1237,968,453,231,265,1218,,10796,15810,14475,6323,1751,2547,7162,12923,8604,9804
250850,"Andalusite, kyanite and sillimanite",0,0,0,30,0,0,0,0,0,0,,4472,5667,4864,4176,3451,4231,4284,3577,4940,4555,,11310,11704,13006,12658,10699,15014,15376,13054,15974,17375
252321,"White portland cement, whether or not artificially coloured",6,2,5,4,12,1,5,3,0,0,,6398,6602,8468,6543,6934,7620,7449,6718,8065,12425,,1947,2447,2328,2659,1876,887,1327,1550,1236,1383
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,1,0,468,0,1639,2129,0,70489,113112,291738,,5220066,4083717,2687971,2179141,1161234,1886699,2336602,3958507,5619788,4661382
261310,Roasted molybdenum ores and concentrates,1,0,0,0,0,0,0,0,0,0,,11728,7558,5320,19447,27785,30802,39988,45722,4109,4821,,150235,134423,75553,49713,56476,94908,74400,117766,441058,150074
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,24089,30154,20440,5908,3065,5872,36816,35897,27145,26902,,15195,6474,4959,1724,238,147,174,0,0,0
271121,Natural gas in gaseous state,0,0,6,1,1,0,0,0,0,0,,7257825,7744078,7175399,9326658,5497116,7023367,10843474,13278842,9446898,13851185,,8564984,9915334,11614155,9690679,7553916,8523380,11642233,13056716,10061286,10352205
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",10,15,14,35,16,21,14,1,0,0,,7568,7087,6259,6824,6481,7731,6764,6661,6442,7306,,523,877,1351,1557,1816,2131,2400,4027,2307,5766
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,2669,4801,4168,3637,3784,3860,3567,3974,4213,2982,,4050,3115,2050,2594,2345,2109,2093,2495,1985,1211
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,2,0,0,,3833,5478,7963,9507,7812,9093,7010,5518,5694,6499,,6,0,1,0,0,0,0,2,0,0
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",4,5,0,0,0,0,0,0,0,0,,58622,47381,35240,26625,24685,24721,28982,34371,37574,49413,,59045,52286,48324,38778,26163,35093,40800,55614,53256,82481
