Product code,Product label,"Germany's imports from Taipei, Chinese-Value in 2012","Germany's imports from Taipei, Chinese-Value in 2013","Germany's imports from Taipei, Chinese-Value in 2014","Germany's imports from Taipei, Chinese-Value in 2015","Germany's imports from Taipei, Chinese-Value in 2016","Germany's imports from Taipei, Chinese-Value in 2017","Germany's imports from Taipei, Chinese-Value in 2018","Germany's imports from Taipei, Chinese-Value in 2019","Germany's imports from Taipei, Chinese-Value in 2020","Germany's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,4,0,0,0,0,0,0,0,0,,191,70,68,67,26,16,496,612,646,737,,2424,3299,2992,2976,2362,2196,2118,2128,1893,2988
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",18,8,32,38,18,16,0,0,0,0,,92051,82322,68118,55967,52744,55844,59664,54265,36885,56316,,27268,33914,34999,28588,29769,30080,27446,20015,14486,13399
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,18,0,0,0,0,0,0,0,0,,412,205,208,86,76,82,280,272,123,54,,1140,833,1307,1366,861,1583,1873,1636,1181,560
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",1,2,1,4,0,2,0,0,0,0,,1740,1378,936,344,843,1286,792,1908,1624,673,,22424,23941,26625,20367,21318,17947,12366,8180,6622,10683
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,8,0,13,7,0,0,0,,6104,3524,1945,6095,10525,9771,10874,7633,4611,4841,,14109,15612,15237,12455,11873,13567,12898,9218,7460,9461
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,16,0,10,29,9,7,34,0,97,0,,1118,1211,1625,1160,872,723,1078,590,422,642
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,3,30,37,12,9,1,0,0,,475,393,407,417,184,322,188,352,12,2,,965,895,1458,1322,1082,1013,2017,2276,1706,1751
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",1,0,0,0,0,0,0,0,0,0,,0,1,2,9,0,0,0,3,21,0,,3625,3691,3274,2178,2430,1873,1763,2032,1735,2329
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,129,46,67,133,102,35,17,362,320
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,21,96,101,809,1021,239,65,87,23,23,,2508,2699,1479,1582,1917,1001,1224,750,614,1589
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",3,0,0,0,0,0,0,0,0,0,,128,33,56,58,56,18,4,4,28,51,,37541,32800,31318,25807,25073,24356,25806,22035,17624,12725
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,9,0,0,1,0,0,0,0,0,0,,102,203,66,81,70,116,52,18,7,7,,27828,22090,26325,22507,19835,17538,18570,17034,13866,23313
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",4,1,0,0,0,0,24,17,0,0,,746,522,578,554,223,367,206,164,172,53,,24898,24777,24541,16665,15979,16891,16442,13891,11163,10051
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,145,259,190,74,40,490,215,491,331,286,,11132,11246,13859,7719,7797,7762,8709,7256,4350,4387
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",1,1,0,17,0,2,0,0,0,0,,24018,26500,27286,24222,25274,27170,29042,20748,22002,17405,,346865,389448,388858,329705,311692,288950,306600,288016,267408,234902
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,2346,1932,1975,1475,956,719,746,564,385,945,,105088,194689,272707,230772,231170,253795,295872,264399,236068,290009
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,18538,2071,53,32,24,26,30,41,28,67
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,7,2,1,5,0,0,3,3,0,,8006,8409,7248,7539,7128,6109,6167,5625,3681,1236
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,4187,11620,10619,1046,673,1366,1699,581,303,145,,29300,22666,19915,15585,17572,18643,14939,11769,12573,15633
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,26,37,20,30,27,18,14,0,,129,321,212,207,277,416,0,0,0,41
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,85,168,82,59,72,135,337,25,28,766,,716312,669519,619879,427101,431237,445068,459586,423927,288270,301956
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1,9,2,0,0,1,2,18,0,0,,5864,22300,18672,15299,15228,11886,13397,10832,14908,29564,,479621,468400,461851,405702,365989,357794,373134,309461,310613,328794
450190,"Cork waste; crushed, powdered or ground cork",0,0,1,0,0,0,0,1,0,0,,2,5,2,20,4,4,0,2,50,69,,3235,4465,4423,5219,4226,3517,6177,8207,6480,12793
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,273,52,45,120,43,25,19,11,15,0,,2288,1081,1594,1408,1369,1444,1141,1413,880,2119
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,31,0,43,17,0,5,4,0,,4771,637,1371,68,20,601,3489,1184,2259,1765
441820,"Doors and their frames and thresholds, of wood",6,3,2,3,2,3,8,1,3,0,,1058,827,792,970,677,884,690,808,1475,1190,,96582,116390,168992,147815,153411,156784,160453,131196,134414,147647
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,0,0,98,50,49,80,59,10,19,57,,19335,18970,19759,14071,15901,19002,24297,24716,25274,35722
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15479,13673,9701,9615,15551,,0,0,0,0,0,348302,373682,371218,387219,475340
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3363,1186,356,579,525,187,670,25,3,33
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,1,1,0,0,0,1,0,0,0,0,,708,515,856,713,788,1656,590,1132,993,880,,100740,97165,83136,51243,42543,49532,48289,38701,27638,25154
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,744,90,354,331,12,0,0,0,0,0,,33032,55993,54802,40341,34493,0,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,400,396,302,190,327,395,258,250,255,270,,162,314,236,190,131,231,354,281,797,718
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",0,0,0,0,0,0,0,0,1,0,,75,121,172,266,347,1268,540,1003,122,68,,115381,118817,117236,108920,105307,115108,130068,117076,100819,92937
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2903,5728,6385,6048,8130,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5748,7775,5692,5432,6245
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,7,0,0,1,0,0,0,0,,448,150,117,24,127,167,235,47,312,322,,87664,98566,82817,71221,74370,78658,93397,101680,125225,157846
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,0,0,0,0,0,0,,489,114,23,3,0,8,50,23,6,14,,1697,1833,2259,2005,2113,2437,3411,3089,3067,2763
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,0,0,0,0,,3254,3991,3436,2840,2865,5532,33719,28777,22329,24786,,96327,88653,90606,86164,84162,96128,103300,97744,78871,104442
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",5,0,0,4,1,0,0,3,0,0,,62991,35205,31275,33539,37139,44707,46564,41512,31443,40990,,53497,51955,57074,50010,37617,51376,45806,42771,35484,74082
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21519,23454,22034,15671,22083,17883,21696,27697,20564,24753
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,27,121,210,247,77,19,9,45,42,0,,989,1073,1140,507,89,442,245,172,144,85
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,2807,3043,2564,2361,1367,1076,791,288,0,0,,2709,3386,3484,2799,2660,2289,1860,2105,1068,1150
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,279,67,40,35,117,96,,10039,9618,17088,14067,12290,14716,18954,20270,14527,16560
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",1600,1780,2258,1575,1343,0,0,0,0,0,,2114,739,510,228,141,7,0,0,0,0,,436369,463874,409744,308269,282628,0,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,1,0,0,,1250,366,91,157,87,46,11,24,4,9,,4750,4995,5653,3594,2811,3486,792,933,1414,731
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,959,,0,0,0,0,0,16,6,1,0,87
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,293,119,0,111,,0,0,0,0,0,12553,13963,14823,14384,11532
300650,First-aid boxes and kits,6,9,16,15,15,2,1,0,24,0,,36,383,431,747,722,355,190,209,267,440,,41376,37279,37241,32615,33431,40326,45454,43839,40577,48455
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",0,0,1,1,0,0,0,0,0,0,,2032,2177,1445,1443,1085,1273,1310,1488,1750,2087,,1533,2352,3109,3126,3049,4253,3464,2939,3055,4189
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,0,101,3,9,12,0,0,783,736,1907,,14030,18113,20780,18450,18938,22957,23969,28153,27863,26373
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,4412,38324,69267,33406,58045,59978,74018,37256,222816,10335
320740,"Glass frit and other glass in the form of powder, granules or flakes",0,3,0,0,0,0,0,0,0,0,,1419,1738,7164,9085,12905,11227,11273,12971,11124,11329,,37513,44576,52449,45256,52732,56229,62684,54985,49452,62420
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,24,143,866,774,973,849,1273,319,323,140,,12186,9915,22807,19399,18597,23414,21142,19253,18140,21234
330130,Resinoids,0,0,0,0,0,0,0,0,0,0,,2729,2649,2301,2194,1444,1677,1225,759,682,889,,1625,1893,2155,1575,1674,2901,3566,3574,2752,2351
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",25,17,0,39,8,6,0,0,7,0,,4134,1971,1686,2168,2313,3787,6097,4839,4058,3429,,421373,499413,539018,497884,477177,490674,543809,568619,486471,472347
330530,Hair lacquers,0,0,0,0,0,0,0,0,0,0,,40,72,89,65,39,87,49,99,54,87,,48744,58475,51739,50914,45354,42873,46566,51881,48170,55973
330610,"Dentifrices, incl. those used by dental practitioners",0,0,0,6,0,1,0,0,4,0,,10807,12123,9366,11776,15623,13617,15368,14446,8451,10278,,145184,183036,221222,162229,162986,195167,200336,187891,187139,229156
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,0,0,0,0,0,0,0,12,0,,7013,6366,5085,1668,3554,5068,6953,6171,5448,6007,,68449,72149,64909,63363,68596,64734,66237,65202,62921,68379
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
292411,"Meprobamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,77,67,58,42,81,32,19,3,71,8
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),0,0,0,8,0,1,2,50,30,0,,300,110,158,467,191,141,209,66,162,65,,67952,69442,65694,59912,91074,63018,74159,73656,85883,104575
293040,Methionine,0,0,0,0,0,0,0,0,0,0,,39,154,629,1076,381,225,153,108,21,8,,37392,30498,38080,51144,41623,36855,40931,36462,55952,80304
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1792,1800,1707,365,602,,0,0,0,0,0,2310,401,363,436,239
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,1,0,0,0,0,0,0,0,,0,0,0,70,154,147,275,338,66,120,,11048,8567,10984,9791,7785,6845,8907,16019,22994,11243
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,0,,341,1242,437,350,468,639,599,471,628,1035
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",48,55,0,0,0,0,0,0,3,0,,6468,7482,8678,3844,18030,14979,16982,14495,13227,25756,,68009,183891,211813,301870,842058,961256,6425188,7305726,6573561,4565472
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,1,1,0,4
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,1,0,0,0,0,,0,0,3,40,5,390,1,2,0,0,,5650,6491,5260,4573,4876,5153,8195,9587,8419,9135
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,0,,3678,5805,11239,8050,1441,4979,1905,1171,1673,3429
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,2,3,1,0,0,0,0,,351,769,473,707,607,548,681,521,696,613,,25788,33216,36692,31637,36341,57632,48915,45358,54427,81744
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,569,685,535,328,494,529,367,557,526,321,,16655,19241,30293,31504,24471,14103,10156,8797,13385,12300
291812,Tartaric acid,3,0,0,0,0,0,0,0,0,0,,121,150,198,146,38,23,142,19,17,29,,34423,35558,33659,20590,13596,20214,29403,23689,19427,22260
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,816,4301,7679,2645,266,1,7,93,0,0,,10197,10733,9997,7574,7645,7775,10396,10758,11127,12781
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",0,0,0,0,0,0,0,0,3,0,,3693,1924,2287,1171,1180,661,1347,714,949,2013,,65614,55172,64250,50793,59794,56110,62752,57974,57775,83674
292212,Diethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,4042,6343,5087,10434,5679,3745,3301,4633,8242,7506,,8599,7694,10776,9170,6364,5734,6213,5198,4246,5887
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7,7,1,6,1,0,5,13,1,0
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",176,0,146,0,0,0,0,0,0,0,,57,55,39,45,1754,292,41,171,31,155,,23211,28272,38285,17752,27251,48693,48673,42866,55864,62123
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,0,0,0,0,2,0,0,0,0,0,,338,733,568,528,468,321,496,502,208,888,,93128,125049,91927,82857,76765,88531,92459,73697,60860,75511
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,16,0,0,1,0,76,2,0,0,0,,2962,3878,5371,9268,3713,5522,4663,4180,5855,4394
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,0,361,0,363,0,392,0,202,980,369,,90983,65041,66399,58943,51557,46167,35423,30610,23590,26443
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,10,10,2,0,0,15,4,0,0,0,,370,365,274,293,346,435,559,486,364,157
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,1,2,5,27,10,170,215,430,153,155,,11275,8089,6685,6083,6631,7547,6011,6005,5674,9033
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,89,93,7,0,0,0,151,155,,1980,1946,2182,1797,2001,1908,1887,1875,1910,2463
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,142,108,148,21,37,21,14,1,12,23,,1319,1716,1427,2619,1791,2419,2535,1781,1457,1607
390750,"Alkyd resins, in primary forms",4,0,6,26,0,0,0,0,0,0,,68026,66513,64130,55501,52590,53996,45530,40273,34039,36818,,89491,91510,79541,65698,70503,73287,72569,56378,52812,67073
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",2592,3071,2887,1063,431,0,0,0,0,0,,1237402,1128977,975561,832580,803532,14587,0,0,0,0,,600985,654219,577349,465132,445615,0,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,372,418,449,387,429,303,217,282,121,236,,0,0,0,0,0,0,0,0,0,0
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,0,0,0,0,,57950,29895,27600,36516,43108,43710,42624,40304,35960,39792,,4590,4403,8266,5743,8165,5490,4317,4922,6064,6535
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,0,0,0,0,0,0,0,0,,2018,1660,1322,1460,2061,2146,2399,2507,4342,4679,,28945,22176,16566,15957,14068,15631,16322,18372,11496,11656
382440,"Prepared additives for cements, mortars or concretes",0,0,0,0,0,0,0,0,0,0,,7655,7322,7004,6139,4766,5003,5179,5358,3694,3763,,36328,41200,48659,39871,39707,43310,46585,47439,49384,63008
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,112,64,49,72,74,66,26,2,0,0,,171,117,106,76,186,430,286,78,65,23
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,18,1,0,0,7,0,0,0,0
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2450,1014,834,751,1049
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,35,15,36,37,47,7,58,22,34,4,,2621,2369,2647,2765,2356,2527,2336,1928,1122,1751
380852,"DDT """"ISO"""" """"clofenotane """"INN"""""""", in packings of a net weight content <= 300 g""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,553,404,145,80,21
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,158,286,514,523,512,482,439,463,680,827
130120,Natural gum Arabic,0,0,0,0,0,0,0,0,0,0,,177,25,56,7,12,16,30,21,6,8,,15354,19312,20398,19623,19361,19755,19985,19643,20870,23208
180310,Cocoa paste (excluding defatted),0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,16,2,0,,369422,287381,327440,317959,316776,234846,219001,222703,286123,281300
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,1,15,11,11,17,7,10,5,3,5,,4417,5978,6413,8328,8893,10244,9697,9077,11374,11217
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,1,6,0,1,3,0,,1703,1738,1087,967,1236,1371,634,665,645,500,,20129,26869,35301,47105,58497,64510,62199,54800,59254,52724
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",1,1,0,1,1,1,0,0,0,0,,1590,1890,1446,1292,1194,1213,1133,1033,1476,826,,46816,56918,59775,57170,47237,56370,52607,65672,82385,88316
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,561,589,676,410,396,309,399,483,395,452,,22976,32285,28740,27165,33322,53770,82356,49036,63308,54039
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,3492,3448,3651,3805,3569,4985,3913,6772,4858,7141,,238127,184072,196190,167175,138061,153155,135007,119018,96277,89532
220870,Liqueurs and cordials,0,0,0,0,0,2,1,0,2,0,,1,15,23,15,43,77,262,407,132,83,,328555,359916,322795,266695,292428,313851,315637,323497,272295,294205
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",0,0,0,0,0,0,0,0,0,0,,667,1143,2972,1325,1470,2989,1942,928,1079,735,,305116,237247,324582,214642,216846,109831,142601,146893,145762,127176
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,0,0,0,0,,46,41,19,0,7,1,4,0,1,0,,2342,2646,2559,2940,2634,2714,2734,2075,1411,2077
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",3,0,534,0,0,0,0,0,0,0,,23176,18795,20468,38665,51248,56906,57522,4158,3067,4046,,165581,189921,236017,183466,153620,166519,176820,165314,141535,163622
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,0,0,10,35,3,35,0,0,0,66,,235559,186336,165929,132028,106979,109883,278250,239344,103126,127738
280130,Fluorine; bromine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2849,2243,0,0,0,0,,3329,2992,3282,2489,2121,2746,1877,1476,1318,1351
280511,Sodium,0,0,0,0,0,0,0,0,0,0,,0,5,21,3,1,0,1,0,1,1,,11813,14112,12783,11745,11736,12138,13713,11552,10334,14326
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,4,0,0,267,0,,23166,22154,24650,18853,18781,22542,20421,27743,26205,21903
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1,61,35,175,460,1074,4,761,1159,439,,15511,15960,6794,5241,3957,4030,3693,3206,3144,3567
251310,Pumice stone,1,0,0,1,2,2,1,1,0,0,,88,74,55,44,83,31,52,12,32,9,,1237,761,1327,841,2299,1720,816,3169,3377,2536
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,82,112,43,4,2,6,0,2,0,6,,31170,29300,36686,29497,26235,30217,32408,24998,13127,6713
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,0,0,0,,548,133,198,501,110,93,98,189,205,198,,660,436,650,1107,1270,1056,1132,1360,5273,3513
252910,Feldspar,0,0,0,0,0,0,0,0,0,0,,429,816,587,472,734,764,590,340,324,808,,8967,11389,13578,10452,10437,10880,10434,9849,10159,11991
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,0,0,4,0,,4259,1752,1536,1201,758,339,0,0,131,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,4,6,33,26,26,18,,917,190,715,30,1,1,13,32,11,286
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,198,10,43,9,34373,22040,12121,41558,133098,272284,,500516,463557,712015,617719,620802,721482,1047919,1507633,2342421,3170400
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,0,17,245,0,0,,191853,190072,163766,127453,133459,182572,159817,110399,103379,162083
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,,2345,6728,7132,3475,4686,5378,6070,5596,17220,13165
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,1401174,1544364,1849005,1185469,785346,1100518,1571728,1203350,957400,1259689
