Product code,Product label,"Saudi Arabia's imports from Korea, Republic of-Value in 2012","Saudi Arabia's imports from Korea, Republic of-Value in 2013","Saudi Arabia's imports from Korea, Republic of-Value in 2014","Saudi Arabia's imports from Korea, Republic of-Value in 2015","Saudi Arabia's imports from Korea, Republic of-Value in 2016","Saudi Arabia's imports from Korea, Republic of-Value in 2017","Saudi Arabia's imports from Korea, Republic of-Value in 2018","Saudi Arabia's imports from Korea, Republic of-Value in 2019","Saudi Arabia's imports from Korea, Republic of-Value in 2020","Saudi Arabia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,89,60,196,6,,0,0,0,0,0,0,0,0,0,203
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,1,2,0,0,,0,0,0,0,0,0,0,0,0,1
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,162,78,88,,0,0,0,0,0,0,0,0,0,830
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,0,0,0,0,0,0,0,0,0,,34,658,10,19,138,0,0,0,0,0,,0,0,316,863,810,18,10,837,162,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,51,50,291,70,25,,0,0,0,0,0,0,0,0,0,1640
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",0,0,0,0,0,0,0,0,0,0,,12839,9499,10372,18101,47810,387,1027,494,431,749,,81,0,33,305,106,195,145,1338,632,5
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",0,0,0,0,0,0,23,0,0,0,,118,15,198,244,102,178,82,15,357,201,,75394,63666,28062,72647,113967,129718,91081,58610,29434,28847
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,0,,102,0,20,0,0,0,0,0,0,0,,48,106,0,48,540,102,313,93,590,409
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or ...",0,0,0,0,0,0,0,0,0,0,,0,9,0,0,22,5,54,28,11,3,,1187,1896,2599,4461,3105,1853,3325,2733,1500,632
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",0,0,0,0,0,0,0,0,0,0,,50,2,4,11,7,132,174,4,24,53,,0,0,0,0,0,1,0,0,9,0
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...",0,0,0,0,0,0,0,0,0,0,,0,0,28,22,0,4,10,1,0,0,,0,0,0,0,1,0,0,0,0,0
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,16,25,132,204,630,238,0,211,220,41,,1509,570,1706,4240,4487,2690,1891,2509,1167,2107
60240,"Roses, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,126,142,105,28,3,7,0,69,0,0,,0,0,0,0,0,0,0,0,8,0
70310,Fresh or chilled onions and shallots,0,0,0,0,0,0,0,0,0,0,,552,365,7315,210,4789,333,1050,16680,2753,5563,,112978,100966,116203,146565,149649,138059,119844,83625,96358,89085
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",0,0,0,0,0,0,5,0,0,0,,8931,8459,15570,17387,15010,16620,21527,26584,19936,20649,,29,0,104,367,570,635,383,345,384,973
70700,"Cucumbers and gherkins, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,55,61,82,122,122,111,130,210,296,142,,117,65,329,1074,1360,1016,1651,1193,1596,1708
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,5,0,2,1,1,,609,371,2069,2387,4458,4146,4398,5305,3827,3020
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",0,0,0,0,0,0,0,0,0,0,,35391,40295,38600,36194,38721,43955,50064,55113,49221,45712,,6658,11814,1006,8411,6385,3048,1649,1963,1804,1740
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,8,83,16,39,132,198,241,187,,2742,4249,9392,9315,37008,2205,5811,1253,8676,6820
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",0,0,0,0,0,0,0,0,6,0,,27,2,4,41,24,4,5,1,16,332,,3588,5205,7027,4678,3425,4858,3082,5451,6170,6024
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,0,0,0,0,0,0,0,0,,76,44,0,4,9,1,3,0,2,5,,445,412,301,178,159,103,59,279,140,99
80241,"Fresh or dried chestnuts """"Castanea spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,28041,26862,17986,12433,15212,19451,19161,12042,8992,13794,,2349,2922,3187,1736,2379,1407,2747,2062,1915,1992
80430,Fresh or dried pineapples,0,0,0,0,0,0,0,0,0,0,,0,1,9,2,6,21,7,7,5,8,,12663,15590,14828,16083,14396,17307,21893,23876,19337,16142
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,215,474,676,609,620,724,717,668,316,292,,3372,3314,4540,4494,3755,3502,3144,4940,5092,5267
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,173,313,273,2095,2775,1694,904,2833,4301,4820,,273,689,1444,1618,2493,1344,1212,1425,2868,2005
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,0,4,1,3,5,4,0,3,0,,0,0,0,4,5,6,3,3,8,1
281511,"Sodium hydroxide """"caustic soda"""" solid""""",0,0,0,0,0,0,0,0,0,0,,1252,842,240,212,275,607,280,155,166,261,,4547,2381,2998,10483,5942,3363,4903,2983,669,927
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,52,127,5,0,0,0,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,176,5,0,0,67,531,0,0,0,,0,0,64,9,2,17,21,0,23,12
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,5122,2614,0,0,174,,0,0,0,54,0,0,0,0,0,0
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,31,27,0,0,0,0,0,0,0,0,,0,0,0,129,0,0,0,0,0,0
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,279,2048,1555,36,4932,541,2190,1887,724,576
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,29,0,,948,2243,5355,5244,6662,6288,8092,8004,4112,4634,,0,49,57,78,39,13,156,173,603,82
282560,Germanium oxides and zirconium dioxide,0,0,0,0,0,0,0,0,0,0,,1366,2007,3053,4249,4968,6475,7743,6527,4864,4191,,77,300,378,99,783,240,451,348,220,545
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,0,0,0,,1609,1608,903,243,423,723,539,331,415,303,,164,687,774,240,629,1334,1143,1828,1788,2885
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,8,66,62,186,21,1,1,0,2,2,,715,0,0,53,1,11,0,3,16,2
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,69,112,46,59,48,201,245,124,12,0,,51,383,227,388,334,132,476,356,441,405
283321,Sulphate of magnesium,0,0,0,0,0,0,0,11,0,0,,76,68,10,18,146,446,387,284,255,359,,4572,2307,2203,5343,4805,1587,5611,7161,5489,6435
283324,Sulphates of nickel,0,0,0,0,0,0,0,0,0,0,,891,1044,1375,3686,3064,3392,11492,61292,84868,209636,,217,0,52,253,11,13,9,14,24,35
283524,Phosphates of potassium,0,0,0,0,0,0,0,0,0,0,,286,256,284,258,280,236,437,308,302,485,,3834,1282,3815,3514,2654,1700,5129,4499,4262,3250
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,84,0,0,88,0,0,0,12,0,,646,702,1554,1885,1932,1532,783,108,87,1304,,8382,3426,4186,4273,1952,922,1671,1427,1051,1699
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,170,1109,1244,1059,978,908,734,746,1347,167,,0,0,0,0,279,944,768,723,416,50
251310,Pumice stone,0,0,0,0,0,0,0,0,0,0,,528,472,418,128,169,166,512,737,825,1166,,235,0,35,102,277,219,93,107,1759,1605
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,75,777,671,849,177,364,185,82,115,36,,549,849,312,69,24,202,226,73,671,362
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,0,0,0,0,0
130120,Natural gum Arabic,0,0,0,0,0,0,0,0,0,0,,5,3,13,25,10,66,41,97,108,56,,356,474,982,882,714,1105,861,973,1116,641
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,23270,28370,26872,25345,21771,21514,27905,27723,27420,29951,,1883,2999,3276,4427,3605,3694,3812,4088,5188,4991
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,0,7797,885,2109,1919,1649,1422,1340,2161,9512,,0,0,0,0,2945,318,446,146,458,773
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,16,41,16,73,83,39,60,89,17,2,,282970,236048,241502,178260,169896,110350,82821,110737,124906,117764
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,2,11,322,293,185,287,,9712,5255,15661,27969,35214,19038,47638,34375,27824,4871
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,0,0,0,0,0,0,0,0,,296,1846,419,16112,427,569,843,525,569,513,,40,0,0,0,0,0,20,32,68,144
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,105,0,0,0,,247,354,337,126,52,204,81,129,99,87,,72,178,498,71,44,273,305,184,116,190
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",0,0,40,54,28,0,0,0,0,0,,15699,14168,13746,12380,9978,13319,12919,17708,14952,23997,,2674,3219,4983,4056,3150,3782,3283,3199,3270,4712
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,362,413,323,412,159,116,243,708,853,2345,,49114,126242,134686,120939,76844,100111,166281,136124,119262,185386
280130,Fluorine; bromine,0,0,0,0,0,0,0,0,0,0,,127,58,144,79,349,303,581,1029,821,612,,0,70,0,7,357,4925,7804,7943,6614,8454
280511,Sodium,0,0,0,0,0,0,0,0,0,0,,594,31,42,1,1,3,4,3,2,25,,763,1361,1236,1112,1679,23,109,0,216,397
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",0,0,0,0,0,0,0,0,0,0,,741,1550,1657,1805,2597,2989,3397,2703,4749,5568,,1143,1422,2458,2397,1974,1324,947,290,583,401
290260,Ethylbenzene,32,298,65,0,0,0,0,0,0,0,,67,122,111,85,21,61,116,73,95,90,,2413,737,474,103,1513,431,3693,1569,83,35
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,26,0,25,0,,51129,84244,95289,61167,55591,49493,78309,89238,92448,148435,,313,1530,0,174,93,43,86,75,251,11093
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,13,0,0
290432,Ammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",2822,0,0,57,109,35,0,0,0,0,,102,408,258,103,338,299,388,541,508,829,,23162,42396,57457,38548,7853,7014,10521,16976,9830,10174
290522,Acyclic terpene alcohols,36,31,0,0,0,0,0,0,0,0,,0,0,0,0,97,4,1,7,1,1,,683,491,455,6532,401,546,462,676,555,10
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,0,0,0,0,0,0,0,,48,47,21,6,61,178,185,154,154,257,,994,251,217,228,198,131,106,97,852,766
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,3678,847,1662,1567,1613,1468,1505,996,964,881,,8414,6479,4625,4226,5350,4189,4721,6333,5301,5283
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,0,0,0,0,0,0,0,,323,3,21,2,2163,785,1091,2617,844,865,,1260,633,615,424,574,353,1729,1128,1895,649
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",71,0,0,0,55,0,0,110,210,0,,3471,2451,3812,3756,2500,1145,5190,1377,1895,2194,,2001,1789,2498,1263,2605,1334,1639,904,647,1426
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",0,0,0,0,0,0,0,10,0,0,,34,71,164,561,14,509,9,72,1341,2841,,2595,4180,3762,3229,2555,4829,4488,7882,5767,6525
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,7,1,0,0,35,0,,0,0,373,8,2,1,4,3,0,3
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,30,3,0,3,5,13,5,18,21,16,,1372,165,662,969,704,907,601,1441,841,1553
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",288,0,0,0,0,0,0,0,0,0,,564,1673,3196,2930,2677,3991,4198,2625,1681,3450,,627,526,694,486,464,580,686,1178,1941,1553
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,273,688,178,172,3125,269,6691,5641,4757,10559
291512,Salts of formic acid,0,0,0,0,0,0,0,0,0,0,,80,535,564,202,45,16,15,5,10,8,,23980,6247,2567,8973,5207,5355,15785,14660,7415,4612
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,20,3,2,10,30,37,97,58,5,18,,57,44,0,85,0,11,0,88,0,1
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,22,15,2,1,18,9,8,13,22,16,,0,0,0,8,40,126,24,382,168,607
291550,"Propionic acid, its salts and esters",0,0,0,0,46,0,0,21,0,0,,6682,777,103,187,492,1987,2989,3226,4910,2871,,3013,3338,3505,3966,3355,3731,3949,3304,3612,3007
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,530,883,294,1263,820,578,939,538,596,1102,,615,684,142,203,306,126,115,217,128,12
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,141,0,0,75,0,0,0,0,92,0,,70,138,73,223,0,0,0,0,0,0
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,75,275,1627,3503,5145,5296,4389,5118,7221,9129,,807,1353,2460,4628,7769,5976,4676,5919,3951,4880
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,1,1,7,1,8,48,12,14,31,172,,382,99,368,181,36,51,69,100,50,8
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,924,804,544,113,281,278,238,164,312,453,,29,0,27,226,125,155,152,370,271,294
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",0,0,0,0,0,0,0,0,0,0,,1914,2685,2241,1670,1814,1543,1042,1366,1213,691,,685,680,2130,2562,1262,1427,1246,1801,1247,1702
292212,Diethanolamine and its salts,802,660,385,0,0,0,0,0,0,0,,1312,4344,3070,1402,1383,851,578,447,1305,1600,,4428,1262,1310,1191,385,1386,796,1427,662,377
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
292310,Choline and its salts,0,0,0,0,0,0,0,0,0,0,,3499,3642,2809,2630,2024,2671,3114,5100,2878,4822,,945,1234,1420,3919,7177,13867,5900,4011,4640,2863
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,0,43,0,0,0,0,0,0,0,,10002,10782,5392,5654,5023,5789,4340,6028,10252,10130,,2083,2772,3551,3045,1903,1410,1140,1422,1371,1607
292411,"Meprobamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,4,0,13
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),0,0,0,0,0,0,0,0,0,0,,2919,2858,3432,3283,4659,11300,14345,13375,13598,25612,,1475,3122,10326,13266,11694,19713,2332,3546,4694,9834
293040,Methionine,0,0,0,0,0,0,0,0,0,0,,6,11,480,1167,71,7,51,1,11,178,,21288,22083,13593,38135,34398,29503,31595,26925,18664,21135
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,214,,0,0,0,30,29,27,13,10,0,37
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,7,8,,0,0,0,12,3,4,3,0,0,2
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",0,0,0,0,0,0,0,0,0,0,,13612,9659,13927,10312,10774,8749,16736,15946,19334,27077,,2642,3123,1458,1374,894,2029,2180,1798,3192,2772
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,15
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,26,13,7,7,108,2,1,31,61,626,,93,64,54,22,260,277,547,451,507,510
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,422,0,0,0,0,,534,289,371,22,3,6,167,214,156,299,,0,0,0,1,223,615,795,7,131,103
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,9,180,15,128,312,119,110,43,5,8,,3739,4760,4593,2691,4639,5958,2844,3488,4491,4567
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,709,562,1009,900,782,1528,1346,1643,1580,1412,,130,0,0,0,5,987,93,639,288,175
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,0,0,0,0,0,0,0,,17335,5667,6340,5942,6378,4716,5688,7144,5659,6240,,1393,1637,2562,239,626,533,387,681,377,543
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,11334,13771,12525,17182,18355,20814,22535,18610,7427,12420,,1675,1782,3613,3208,3072,1722,3330,3969,8669,5184
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",0,0,0,0,0,0,0,48,61,0,,13169,12600,15051,17953,27608,31604,32850,37169,36605,37678,,3787,6029,4902,5951,4826,3282,1947,775,1905,1511
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",27,109,165,98,0,110,152,297,13,0,,36942,41835,50685,51731,47040,47893,51635,52937,53828,56618,,152676,117992,95447,28080,25826,22026,11695,8210,5516,6009
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,0,0,5,1,12,30,0,2,3,27,,250,61,124,170,39,284,111,104,73,242
330130,Resinoids,0,0,0,0,50,0,0,0,0,0,,0,1,12,0,12,21,43,20,61,31,,5635,6515,6243,8622,8969,9844,14816,9368,6597,8928
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,135,177,98,0,61,0,21,18,80,0,,14017,15843,17161,14012,13432,16295,22483,16241,16371,22763,,15054,12127,13547,13138,10134,10514,10266,9473,7468,8815
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",0,0,0,0,0,0,0,202,115,0,,24238,24787,26965,30943,25697,25637,24254,19323,13837,17173,,13750,13174,14497,11575,8378,5911,6884,6621,5121,6648
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,0,0,30,0,0,0,0,0,0,,2142,2121,1573,2011,2587,2649,2881,3111,2476,2488,,3996,4361,4233,2082,3001,1856,812,1125,1774,2204
300212,Antisera and other blood fractions,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,138583,190561,156687,215164,198837,,0,0,0,0,0,0,0,0,0,47661
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,441,0,0,0,0,0,0,0,,1082,858,2403,2381,3648,2510,922,1043,533,331,,155471,97404,275947,290934,198648,232249,124507,31368,15265,1679
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",0,0,120,400,757,0,0,98,22,0,,49277,63153,72776,75969,77500,75520,86460,79132,65430,58347,,479254,251409,129276,154229,69478,87603,402870,214346,55408,63344
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,48,,0,0,0,0,0,0,0,0,0,532
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,71,56,247,171,155,,0,0,0,0,0,0,0,0,0,5610
300650,First-aid boxes and kits,0,0,0,0,0,0,9,0,0,0,,5,535,804,223,616,34,147,366,409,837,,4211,1870,2740,2645,7029,5617,2756,2252,4261,2554
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,146,0,0,0,9,0,0,0,,13102,16007,14910,12933,14897,18480,15360,12640,15640,21641,,10300,10198,9294,9902,6173,9907,7834,7944,6970,9857
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,4,0,1,0,0,0,1,0,0,0,,9547,6511,8744,5563,5801,5229,3519,4287,4455,4090
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,130332,124430,116662,75586,70847,92093,100976,86741,55968,73488,,0,95,0,17,1,54,0,16,30,72
290241,O-Xylene,0,0,0,0,0,0,0,14,0,0,,139683,96092,81827,0,5253,37465,16593,60679,31727,30604,,0,173,0,107,74,7,29,208,709,111
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,0,0,0,0,0,0,0,0,0,,3404,3209,3318,2248,2687,2647,2626,2655,1839,1569,,1728,3095,1882,1769,4484,3343,1721,2313,1978,1469
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,33,98,0,0,,1795,1077,954,9,54,49,223,119,316,54
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",28,35,0,30,0,0,0,0,125,0,,2840,5412,9041,14319,5456,7702,7885,5477,5993,9219,,9058,17887,8807,13612,7986,8352,9980,9531,7782,10559
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,103,0,,103,43,319,640,1158,1560,1014,1128,1108,1168,,926,2307,1075,223,211,206,547,140,826,4
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,21,14,22,41,95,90,220,361,522,413,,0,0,0,0,0,0,0,0,0,1
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,42,0,3
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,0,421,73,18,21,9,101,277,259,316,,3514,4410,4402,2356,2050,2410,4250,4665,3525,4799
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,0,0,0,0,0,0,0,0,,43,62,94,162,1526,585,62,8,1,10,,138,0,0,0,0,0,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,19,0,1,4,26,2,1,3,21,0,,107,216,168,9,699,250,297,927,114,197
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,0,0,0,0,,8032,7181,5676,4058,4374,4465,4292,3846,2988,2271,,9065,7890,8449,5829,6905,4527,4521,4017,5085,5873
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",8091,2322,2015,371,255,179,308,0,0,0,,186442,200311,211854,209631,186637,230085,303683,306466,275589,400710,,33765,22857,11901,8293,8047,7853,10025,7522,6112,9800
390450,"Vinylidene chloride polymers, in primary forms",0,70,0,0,0,86,0,177,0,0,,1219,2663,5,84,3,4,5,2,6,29,,1781,1670,2008,485,167,694,143,184,3,47
390750,"Alkyd resins, in primary forms",0,0,0,33,0,0,0,0,0,0,,12270,11796,14187,16262,7405,4728,4578,3491,2688,2351,,3754,6193,7709,7164,5097,3319,4577,5394,6906,10447
