Product code,Product label,Viet Nam's imports from Russian Federation-Value in 2012,Viet Nam's imports from Russian Federation-Value in 2013,Viet Nam's imports from Russian Federation-Value in 2014,Viet Nam's imports from Russian Federation-Value in 2015,Viet Nam's imports from Russian Federation-Value in 2016,Viet Nam's imports from Russian Federation-Value in 2017,Viet Nam's imports from Russian Federation-Value in 2018,Viet Nam's imports from Russian Federation-Value in 2019,Viet Nam's imports from Russian Federation-Value in 2020,Viet Nam's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,52,1961,1966,5418,3682,861,2680,,,3482,2341,754,480,630,1072,1149,1528,4692,16489,,9058,1614,18019,31597,37259,95876,60858,61754,61580,41968
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,93,0,89,0,0,,,187077,159342,196719,122390,96303,126822,137742,133496,105627,161764,,254,1871,26,760,1991,823,1360,3447,3015,1056
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,0,0,325,17,503,1083,110,1148,,,1561,2186,909,55279,39370,27042,21293,40122,15709,22539,,29766,22836,29998,34812,34885,33794,19800,14813,10539,115315
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",0,0,0,0,0,0,0,0,0,,,1445,1410,1554,874,1443,2038,2756,3327,3298,4298,,12865,13888,16648,19265,22785,22571,26595,27428,43546,14420
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,0,0,0,0,0,0,0,0,0,,,492,218,153,73,134,148,164,149,199,229,,2773,4344,7844,6014,7200,9369,11197,8211,8373,2615
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,0,0,0,0,0,0,,,12,7,10,12,4,13,114,129,130,184,,2222,2123,1723,1931,2082,1707,2316,2591,2790,2833
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",0,1,0,0,0,0,0,3,0,,,297,396,652,465,732,452,582,997,1271,1433,,1626,1652,2529,2238,4866,3521,4422,3597,3852,4972
330410,Lip make-up preparations,150,213,91,81,377,1429,589,462,115,,,17748,17394,16475,12671,21123,26175,25285,24284,23140,21760,,4064,4324,5931,6693,7588,9036,12128,14782,12288,22088
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",0,17,16,329,1434,1264,1117,1052,1158,,,107743,114717,104644,74938,88655,124238,127830,149832,195152,192740,,59420,68585,77293,87606,89378,93390,125025,149205,151235,573215
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",0,0,0,0,25,90,94,0,0,,,16147,19227,20828,18004,17149,21364,21425,24530,24545,44064,,2906,3667,4140,4668,5354,7274,8227,9318,9052,47125
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",0,2,0,0,20,202,402,552,546,,,26062,33563,33512,25150,25153,30809,31010,36646,44190,44817,,1719,2846,4433,7152,9173,25666,42225,60892,62845,82671
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,6,0,87,58,365,199,15,4,,,12627,37147,20080,14463,16919,16313,14016,15570,13547,17669,,18303,21127,25385,19360,23182,28282,33851,32616,30895,58024
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,0,0,0,,,15,20,13,4,47,566,3599,7643,20936,37425,,7174,7869,8944,9437,12340,14496,20499,23282,22219,18239
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,0,0,0,0,0,,,327,1024,1354,781,912,1250,1126,1021,1082,1224,,784,302,146,276,356,522,838,794,1196,2242
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",0,0,0,0,0,0,0,0,0,,,2911,3844,4735,2990,3840,4797,5179,6061,5119,7287,,4090,5157,5472,6732,6888,7028,7832,9288,9621,8655
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",0,0,0,0,0,0,0,0,0,,,2061,1603,2615,2500,3617,4613,5375,5162,5923,6462,,50245,56096,63796,73871,85401,84707,81498,88201,89831,77316
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",0,0,0,0,0,0,0,0,0,,,996,1104,1543,1716,1523,2415,3178,2788,3609,5198,,2447,1731,3232,4692,5945,16141,24632,27907,28197,46097
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,7,182,179,129,74,93,55,67,58,85,,3698,3502,3089,2929,2585,2165,3339,1143,1061,1140
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,,,1398,408,19,13,45,11,0,21,0,0,,722,179,0,0,9,0,0,2,0,1
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",0,0,0,0,0,0,0,0,0,,,1961,1920,3227,3189,3984,3828,4367,7393,6704,7634,,3796,3652,3680,3588,3783,3430,3456,4481,4547,84272
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,,,14,80,394,156,29,0,0,0,0,0,,129608,116639,119036,98237,85458,87845,0,0,0,
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6,71,387,18,11,24,,0,0,0,0,0,0,71068,45004,29893,3104
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,575,395,677,672,,0,0,0,0,0,0,145,260,1632,13779
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",0,0,0,0,0,0,0,0,0,,,46926,55508,59346,44520,58456,91392,101336,83661,114874,128877,,140826,185781,191917,161388,154821,240898,187678,200673,136119,132231
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",0,0,1335,258,0,264,0,42,134,,,9184,10731,16030,15631,9869,12625,15966,14730,18465,25092,,26318,23981,33963,28141,22268,27516,22343,25495,17860,9879
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,255,13598,15749,8020,7888,10310,,0,0,0,0,0,0,6665,3938,6978,8474
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",0,0,0,0,0,0,1,0,50,,,6823,5827,11837,13147,18968,35542,84902,99144,60905,46279,,114,47,2476,41948,100498,223504,160080,165248,348814,613338
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",10,0,9,7,15,9,27,58,69,,,20678,25604,26263,28845,24218,31523,33875,40410,91661,92879,,88296,95191,106267,124645,143261,167702,152154,200562,196156,579097
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",0,0,0,0,0,0,0,0,0,,,10891,16191,23482,9789,13423,24320,22834,13356,33900,29555,,4932,4530,5643,4142,5954,11617,12831,5635,7861,13414
382450,Non-refractory mortars and concretes,0,0,0,0,0,0,0,0,0,,,620,1230,1300,1144,1237,1768,1712,2648,4240,5431,,1431,1337,3313,2202,5835,2782,3624,4716,4844,6242
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,1,4,0,0,2,166,132,,380,940,713,581,1155,235,573,577,448,140
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,9,0,1,0,4,0,0,0,,,56461,61965,50486,37628,39210,0,0,0,0,0,,195012,230422,261690,274152,320572,432640,0,0,0,164
382530,Clinical waste,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,7,0,,3,4,11,5,6,10,8,9,7,15
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,,,71,602,218,106,164,440,580,570,443,707,,0,0,0,0,0,0,23,0,0,
390220,"Polyisobutylene, in primary forms",0,0,0,0,12,0,0,0,0,,,12074,12672,15983,10943,10936,10162,12691,10026,11707,15808,,1882,3337,3700,3300,3521,4888,3479,3145,2497,4610
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,0,0,0,0,0,0,0,0,,,61,4,164,107,37,16,6,2,5,5,,1809,3417,3645,2996,3691,3858,3457,4190,3905,2538
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",0,0,0,0,0,0,0,0,0,,,58,70,31,21,48,36,7,9,15,24,,1907,1435,2018,2410,2129,2234,3672,2977,3826,688
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,0,0,,,2310,2253,3610,1663,3722,4512,6609,6159,6193,10290,,16122,11468,9075,10629,9918,11826,12978,11825,11999,5071
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",0,0,0,0,0,0,0,0,0,,,47516,53293,45527,37694,38943,50349,67614,56807,52898,82685,,183811,217993,265299,265652,248750,216863,251034,341204,357996,468990
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1037,1449,1080,749,814,,0,0,0,0,0,0,29890,23092,15185,7923
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",69,20,58,2,0,0,0,0,0,,,2565,3805,2474,2010,1628,4397,4348,8140,3850,9412,,5698,6002,7566,6650,7154,6915,8222,10333,9331,11538
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,0,0,0,0,,,41532,49748,50997,58116,40300,43209,45670,51582,51931,81978,,19339,27041,32026,36669,34776,34757,32444,24684,19359,14002
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",0,15,4,0,0,0,0,0,0,,,3958,5612,5317,4126,4070,4677,5014,4522,5150,7701,,1599,2136,2508,4921,4591,6758,10696,13877,17229,25075
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",12,16,13,9,9,7,19,24,163,,,50565,55470,61464,51786,52201,55429,63895,70117,73317,82698,,18224,24479,18729,18708,25955,29537,44786,49586,53820,69417
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",0,1,0,0,0,0,0,0,0,,,6891,7678,10069,7149,6889,8577,13197,16356,19221,34159,,64544,90551,112631,145489,157926,215845,224482,158384,153266,179094
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",0,0,0,0,0,0,0,0,0,,,64833,77778,93714,102486,95279,107117,130433,127797,128141,200153,,140997,157515,158807,158672,151754,162871,201467,261139,184416,222205
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,,,91,42,55,149,74,75,79,80,123,271,,11264,8490,11639,9767,8320,8257,5977,4495,4199,7923
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,,,352,319,444,403,413,661,440,834,820,940,,14350,17090,17878,16286,17381,24514,26172,25367,25361,38019
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,,,88,70,105,81,30,55,58,56,60,99,,2738,3532,4380,6713,6368,9477,11048,13769,11031,17179
392220,"Lavatory seats and covers, of plastics",0,0,0,0,0,0,0,0,0,,,2354,1805,1940,1325,1642,3040,3013,2110,2160,2714,,2875,3550,3953,5874,6775,8963,8617,9066,7375,10417
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",0,0,0,0,0,0,0,0,1,,,27575,36082,40188,32503,39622,52258,59880,61493,58271,84073,,33258,31784,31295,26572,36685,37111,44468,48057,52707,105911
392350,"Stoppers, lids, caps and other closures, of plastics",0,0,0,0,0,0,0,1,4,,,42197,47604,48258,36044,38759,44091,48601,51332,52327,61075,,53117,62487,71709,81625,80674,87601,92750,97258,103766,79657
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",4486,6301,2984,3222,2257,6067,3214,1457,2705,,,669509,524494,367089,271067,273758,427968,411640,365357,241239,416811,,128796,95493,87136,80359,91832,162547,156692,166675,149667,209789
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",84,57,231,107,40,57,193,377,535,,,387510,447064,407812,285777,253700,273524,323471,335486,245672,308217,,5598,7325,11401,9248,8331,13401,19155,26230,24219,36205
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",6183,3369,1655,910,1357,3214,1684,2950,3510,,,846420,707341,493631,366182,354651,492527,413715,385981,294818,449591,,17032,13484,12727,11656,10896,17834,17358,18595,18489,26133
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",3197,1731,1825,775,2420,1311,2720,1388,2204,,,2,105,1,30,7,1,15,12,9,3,,17291,10752,8100,6320,6395,8685,6101,5529,8663,1185
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",50,54,0,0,0,0,0,0,0,,,492,635,443,529,534,798,584,1502,796,1038,,14958,20219,17154,10096,8345,8149,8376,9894,7778,16972
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,10,1,5,2,,,384,128,203,123,108,160,160,122,171,184,,785,679,1940,1465,2040,2238,2986,2916,3100,3600
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",1,0,64,27,162,0,1,0,1,,,2518,1885,2642,2681,2062,2272,1971,1148,1161,1675,,1977,2463,2916,2806,4607,4832,4032,7938,4941,5276
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",1,16,0,2,1341,17,134,64,7,,,4239,2416,2486,1896,2093,2507,3176,4495,4853,5824,,4002,4769,6625,9310,12528,11562,11905,13175,14094,16533
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",0,223,270,266,289,272,507,556,197,,,564935,701060,625518,635951,714789,745404,745368,706948,657023,796916,,57269,68381,69405,74978,87779,92369,110733,121908,103004,109221
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,,,2445,1484,1398,1897,3815,0,0,0,0,0,,368,134,291,47,58,277,0,0,0,
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,,,235,1797,3152,8418,11052,0,0,0,0,0,,651,722,1208,2027,3005,3806,0,0,0,
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,4,0,0,0,0,,,17,2,1,99,2,2,2,10,0,17,,0,0,0,0,4,0,0,0,0,
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,,,1,0,53,20,146,335,311,286,182,244,,165,21,0,217,944,1430,1081,1736,694,1502
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,,,3555,2144,11548,7779,6369,6661,9069,10298,11369,14932,,8003,6548,5535,7791,8008,11176,14089,11085,13622,14017
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,0,10,0,0,,,764,1418,1181,1079,1074,898,867,995,986,1292,,4264,5030,6336,5815,5981,7861,9509,13276,12535,6972
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",0,0,0,198,0,0,0,0,0,,,4396,5904,6422,3819,3411,4753,7396,9342,11450,13754,,2016,1860,2004,3318,4228,6276,3610,3735,4215,6007
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",0,0,0,0,0,0,0,60,16,,,2312,1271,844,319,321,214,345,321,424,662,,1663,3992,2510,3065,2407,1981,3092,3436,4014,13274
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,,,694,389,1667,2660,2412,2636,2973,1532,75,785,,31288,23816,21729,23404,14411,5786,5074,3896,3246,7451
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,,,39,0,300,109,160,68,321,212,19,1,,0,2,7,62,0,66,16,18,0,141
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,,1367,491,991,1097,346,72,2678,1096,508,4
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,0,0,0,0,0,,,2086,1212,750,126,3,7,170,1,65,732,,3414,3017,1960,2089,3489,11084,2883,3458,2326,15259
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,0,0,0,,,127902,113421,127176,137955,110729,118277,103533,64724,41963,60124,,10112,15959,40158,16455,967,2908,4648,15779,12421,308124
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,,,874,1058,849,265,264,402,716,721,650,838,,19507,36565,38954,51627,63089,72119,42562,38474,31770,21639
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,0,0,0,0,1,1,0,,,863,857,629,1215,822,813,1088,5472,14893,15275,,543,1128,769,1599,1575,1348,1467,1761,1539,5814
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",0,0,0,0,0,0,0,0,1,,,1485,2825,5188,4165,5895,5977,5463,6208,5434,5504,,11668,16856,16129,19576,25492,25656,25918,28875,32479,45156
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",0,0,0,0,0,0,0,0,0,,,1126,1091,1876,1577,1469,2067,2141,2573,2297,2791,,876,535,1084,1274,1423,1482,1853,1578,886,4967
420330,"Belts and bandoliers, of leather or composition leather",0,0,0,0,0,0,0,0,0,,,587,598,1100,806,881,929,963,1087,881,1199,,8564,10357,8202,8152,5794,5526,6549,7161,10866,6648
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,166,70,0,102,0,0,,,14632,25991,4384,2811,2263,3711,2595,3834,5311,11202,,0,24,10016,82670,69197,77188,53823,28910,0,19644
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,0,0,0,0,0,0,0,0,,,391,356,229,295,298,432,732,745,791,944,,36078,37837,42835,48383,49257,52039,72941,39695,23472,4685
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3708,6602,8678,8753,13450,,0,0,0,0,0,0,280,175,74,42
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,245,408592,333050,283508,235382,219578,,0,0,0,0,0,0,5641,5872,7893,19664
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,,17474,19799,26022,59821,20259,18905,6511,4103,5079,17903
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,25,0,,,21880,39049,48496,35440,32413,37759,35444,36541,39540,45237,,10727,13310,22143,20026,22415,25766,40207,35687,28181,47691
440393,"Beech """"Fagus spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1895,907,499,2685
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,16,,,0,0,0,0,5,330759,408346,309318,367301,410260,,0,0,0,0,0,0,39,81,508,5133
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,107,7142,7634,9587,7252,8122,,0,0,0,0,0,0,182,116,89,22
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,800,1500,1103,,,0,0,0,0,1410,2036261,2169531,2030060,1892960,2586755,,0,0,0,0,0,0,166317,187375,181022,207612
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,358,272,189,151,372,1016,3828,5304,3968,1122
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,45,0,,88,178,382,110,583,567,762,605,52,66
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,22,0,0,0,0,8,0,,,0,39,94,131,226,225,281,323,312,479,,2130,2338,3812,3291,4668,5687,5265,7521,5442,9484
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,9,0,0,,,34158,29945,27690,31975,35859,31982,32337,32998,17139,29935,,7185,7352,13545,9332,8379,10591,9252,12662,11206,11190
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,358,202,720,,,0,0,0,0,593,1056107,1304947,1104328,1098211,1834822,,0,0,0,0,0,0,22985,61469,103665,196721
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",65,0,0,0,0,675,123,718,486,,,5,9,0,52,82,125,417,130,19,105,,5325,5727,2956,6339,6455,11166,16172,12438,12101,1224
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,0,0,0,0,0,0,0,53,,,501,3731,9113,2112,419,1007,338,600,554,1347,,2357,2949,3624,3984,3295,3751,3508,2472,5222,30342
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",0,0,0,0,0,1,0,1,1,,,1782,2247,1547,1549,1819,3840,3655,2409,4319,26196,,710,614,872,775,566,1059,2196,3123,1779,2865
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,0,0,0,,,6,6,6,4,10,18,28,20,40,53,,48,6,28,35,56,57,36,179,48,1390
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,,,4,14,29,9,13,9,30,36,45,70,,320,528,44,3774,5203,8383,8632,11452,9810,34395
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,,,4,2,19,6,6,13,12,36,22,33,,216,210,330,429,974,1211,916,1565,3112,10025
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,,,0,2,0,2,0,0,0,12,8,693,,314,1792,31,23,0,25,152,67,6,6212
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,1519,4090,512,1728,3894,2736,124,3273,3179,,,79227,77439,79401,58654,55677,63764,76369,58333,59308,65578,,28585,40680,42774,36780,29679,17669,22254,17121,12054,12701
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,0,0,0,,,56,226,264,357,468,85,59,20,47,29,,3302,5282,5612,4142,5145,8067,4907,2220,941,3318
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,,,1209,16,32,11,135,84,25,26,25,37,,723,233,542,348,311,380,336,555,2678,4016
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,0,0,0,0,0,0,,,18,5,18,38,57,108,113,223,305,278,,344,670,975,1330,1277,1657,1854,1275,1985,3432
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,,,2,7,1,0,0,0,0,0,0,1,,35,42,224,79,23,44,32,218,438,714
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,219,729,978,824,922,0,94,,,1063,500,727,1827,1845,3597,5575,3512,15254,36404,,43195,58071,61979,47626,35818,26355,37250,23113,18183,24186
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,,,1242,1368,1891,1156,565,662,554,560,719,348,,607,597,679,1189,1415,1859,2225,2214,1439,784
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,79,512,2001,2186,2692,4608,4533,2603,,,860,689,1046,3657,5273,4242,6294,5947,5301,6207,,6069,18071,12890,35689,27087,33372,39175,38659,31779,65627
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,451,1269,3916,1055,2065,0,0,0,,,876,797,763,788,790,862,1001,1138,1101,1407,,132223,135990,122094,90488,87753,94179,92579,90364,68910,130913
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,79,7,57,112,270,,15370,14363,12613,14081,11284,11542,14581,13780,11284,14066
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",0,0,0,0,0,0,0,2,4,,,48676,59968,64976,54094,68216,66583,79109,76086,91251,108714,,48045,44944,51678,46504,48755,56084,45351,54449,90524,224424
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",0,0,0,0,0,0,0,0,0,,,610,899,948,888,872,1254,1441,1975,1847,2031,,8529,4993,2364,398,303,263,271,883,292,1211
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,,,187,236,151,119,240,230,209,134,89,104,,145,158,297,70,333,251,153,216,39,234
482370,"Moulded or pressed articles of paper pulp, n.e.s.",0,0,0,0,0,0,0,0,0,,,3436,4655,6615,6269,5586,6722,9278,11410,17128,20011,,5947,6422,7023,8900,9328,10261,9598,14259,27723,28941
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,,,92,57,206,31,0,89,74,67,1,47,,66,266,6893,3003,914,170,15,0,6,
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,,,1856,876,1127,88,381,446,243,101,35,200,,844,999,941,1004,2042,2314,5739,3624,2824,5888
