Product code,Product label,China's imports from Viet Nam-Value in 2012,China's imports from Viet Nam-Value in 2013,China's imports from Viet Nam-Value in 2014,China's imports from Viet Nam-Value in 2015,China's imports from Viet Nam-Value in 2016,China's imports from Viet Nam-Value in 2017,China's imports from Viet Nam-Value in 2018,China's imports from Viet Nam-Value in 2019,China's imports from Viet Nam-Value in 2020,China's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,6,15,50,5,7,,,14712,14779,7847,13430,17762,20828,18246,16380,16932,12639
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",0,0,0,0,12,0,47,35,1,0,,143,217,656,18,11,6,219,23,3,32,,311243,340489,399352,394048,396794,504272,494064,606132,579603,590995
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,25,24,0,0,0,0,,,4342,5649,17439,19628,14001,7995,2437,4919,5309,5367
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,0,,0,14,0,0,0,0,0,0,0,,,2259,3123,3192,2667,2875,4439,5370,5128,5112,4490
293943,"Cathine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2868,13228,10689,45474,67567
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,11104,16228,11039,17001,19251
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,0,0,0,,733,336,608,605,771,1127,654,905,1088,314,,575128,705853,828369,1096187,1105281,1320751,1531358,1864013,1613687,860334
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,,,7030,6907,2452,1893,1479,10956,4133,12517,270,185
290230,Toluene,0,0,0,0,0,0,0,0,0,0,,711,21,84,56,367,1520,1972,3212,3821,481,,774567,977875,1059537,525230,472614,342564,256928,219808,194763,145495
290250,Styrene,0,0,0,0,0,0,0,0,0,0,,69,0,1,0,0,22,2,2,0,11,,4823230,6356593,5943206,4162925,3642719,4016372,3963593,3313160,2089974,1846862
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,459868,559757,574242,499146,505302,553322,567431,650240,588802,974222
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1113,948,1409,1003,1046,1679,1781,1563,1628,2100
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,84,40,,,4666,4493,5106,7065,4767,3314,6004,648,260,718
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,0,0,0,2,0,0,0,0,,2167,2799,2447,920,467,0,0,0,0,489,,17291,22246,28990,26317,31478,35795,44035,31700,29764,34714
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4485,,16781,15223,15787,3806,3615,5682,10673,8089,13340,5243
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,2,206,45,3,69,231,570,501,3569,549,,151993,175178,128438,112267,100086,114052,143389,130222,102819,97413
290545,Glycerol,0,0,0,0,0,2,0,0,0,0,,60,54,36,18,24,26,13,56,128,8,,97098,86695,123829,128373,82206,124657,208571,197177,231764,391594
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1365,1698,836,970,854,1437,1197,937,922,422
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,10,0,0,0,,,4914,4010,5415,4318,6660,7872,5970,6755,3988,4461
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,556523,678089,749392,521139,373379,518296,575121,425667,377878,425892
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,4,0,30,73,19,1,,28231,24237,28984,30019,27193,31377,38110,39794,50463,51644
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,16910,16599,27745,28332,33890,30398,32025,37649,31167,27580
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,40,84,39,83,99,200,278,796,471,197,,849,798,708,344,290,561,766,653,717,742
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,5,0,0,19,4,3,0,0,7,4,,82410,75764,54435,28812,22231,44097,31132,56698,54012,56281
291816,"Gluconic acid, its salts and esters",242,1302,0,0,0,0,0,0,0,0,,2,18,15,2,2,17,2,11,14,31,,1715,4406,3157,2088,2618,2276,3053,1857,2298,3209
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,17282,19574,21286,24890,29641
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,0
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,5,1,1,1,,59720,57709,57156,42528,42709,43381,48036,81154,94886,85910
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,61,6,0,1,264,0,,,38608,48292,42974,84145,33557,81692,104426,147578,148929,96140
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,87,,3139,3848,3180,4770,9364,7382,8857,8524,10570,10522
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,62,1,12,,,0,0,0,0,0,0,0,0,0,0
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5700,9619,10668,8982,7183,9469,4678,14292,9795,14509
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,2766,5682,9123,8870,9657,7160,8401,10927,12414
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",116,1756,845,254,451,253,0,6,0,0,,2815,5543,9811,2930,5095,887,712,3303,11394,399,,2126,6168,7587,13134,8420,9606,7945,9074,5930,6207
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,86,,3,1,3,4,5,3,1,0,0,0
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,14385,12139,14714,14326,15157,24302,22336,42296,41905,86113,,96,30,26,38,84,65,166,1928,1372,24534
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,11,6,6,,116,173,349,1456,288,65,17,56,54,338
150710,"Crude soya-bean oil, whether or not degummed",1135,0,0,0,88,0,0,0,1,0,,96124,58837,108672,117143,15037,22625,28503,5706,13299,101400,,2273124,1268361,1090657,636371,434952,514189,409008,569415,706757,1041600
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,19,44,135,58,150,85,82,1152,696,14
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,7,13,17,0,6,9,8,0,13,3,,333960,315579,247738,291829,275026,384506,388317,400242,362313,465918
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,0,0,0,0,31,68,0,0,0,0,,1202,149,344,1397,8007,20419,23973,23861,33244,1415,,367255,258593,337594,274919,297547,400261,397261,385496,454695,870870
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,0,0,0,0,,2977,3804,5667,8357,9264,7151,7418,5898,5695,10055,,1176,1394,1359,1767,1621,2349,2382,2231,2184,2304
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,0,,651,907,615,734,1167,1100,615,663,533,494,,4154,2668,3242,4801,6741,3197,3707,4181,3979,4043
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,480,664,644,498,609,570,485,427,312,14,,451,25,133,2164,1766,2145,2834,1128,70,19
160510,"Crab, prepared or preserved (excluding smoked)",23,91,10,21,0,69,0,0,0,0,,60469,58447,76687,75238,64085,68909,74999,65926,59116,93145,,1207,2611,1252,2483,6597,8330,6457,3468,4139,1370
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",0,0,0,0,0,0,0,28,0,0,,906,792,2497,2504,2243,25217,110824,37770,8178,9948,,1741,4397,5476,3718,2365,606,944,1303,208,190
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,402,803,1,40,2,22,55,35,6,,,29,43,68,102,14,273,3400,5517,4784,5571
81350,Mixtures of nuts or dried fruits,0,0,0,10,0,4,7,3,0,0,,1374,1272,1296,1151,1105,854,691,1306,600,1560,,436,374,468,1548,799,947,658,842,864,39
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,201,487,18,439,335,45,201,322,43,226,,434,924,676,325,158,301,302,10828,33208,57325
90822,"Mace, crushed or ground",28,21,10,0,0,0,0,0,0,0,,1641,1713,1312,2064,1732,1977,2188,3592,3729,2855,,135,164,158,37,103,4,7,0,0,0
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,105,1081,98,189,129,81,47,,0,0,0,230,78,0,81,3,9,208
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,1,2,0,0,,0,0,9,0,0,0,0,0,0,61,,339,211,334,211,812,2730,8134,9869,11228,10641
80131,"Fresh or dried cashew nuts, in shell",3,31,16,4,65,32,290,329,0,0,,349,1256,991,0,571,1081,863,3834,834,12646,,4909,5503,2881,3595,728,11687,9904,18767,15881,11825
80212,"Fresh or dried almonds, shelled",0,0,0,0,0,0,0,842,0,0,,856,2024,239,436,12451,14699,40446,42320,17398,12785,,26160,25412,26316,44049,45218,70767,134910,226069,170141,169133
80410,Fresh or dried dates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,3,3,0,61,,3906,3156,3610,3248,3977,4148,5166,6260,5056,4866
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,0,0,2,4,53,5,16,40,100,211,,355,3392,11956,45092,78343,105453,133380,92443,71625,96403
80620,Dried grapes,0,0,5,13,28,0,0,0,0,0,,1638,2308,2080,912,316,65,124,468,533,30,,41525,38066,37953,50951,55128,43633,52951,58806,33478,34542
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,69,67,,15944,15442,13510,14706,20183,20352,27574,33083,37642,60450
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,217,93,60,539,440,822,845,735,687,1997,,0,0,1,0,0,0,0,0,0,0
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,14,15,123,98,365,416,198,1008,574,1,,0,0,0,1,0,0,0,0,0,0
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,0,,444,236,4682,3949,4800,4707,8194,7451,9162,14243,,0,2,42,58,100,377,327,213,49,3
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,218,1038,1869,2182,3723,2856,2634,3239,3967,3065,,99,0,0,0,0,0,0,0,0,0
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,36,387,49,24,0,0,0,0,0,57,,6167,6182,4909,8986,9907,14333,15071,20155,18286,25906
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,137,360,1415,2695,3319,3340,3291,4124,2610,3112,,24,23,30,59,79,76,66,758,222,1521
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,209,0,0,0,0,4,0,0,4,2851,,258,230,181,6,0,0,0,0,0,0
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,43,0,54,,10,10,21,10,0,0,0,42,301,0
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,936,144,0,403,50,185,47,32,592,,,0,0,0,0,2,0,0,0,0,0
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,171,342,0,0,,11621,1999,1439,1911,2496,6060,8226,6649,6631,3920,,634,666,750,775,457,502,414,359,140,185
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,1,0,0,0,0,0,0,0,,7758,2223,969,782,1130,513,1256,1082,897,2339,,12964,2469,3580,10346,15347,19068,15774,19368,24774,23122
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",6234,2964,17966,4267,19471,0,0,0,0,0,,12850,6705,15102,12016,30143,28328,0,0,0,,,70007,90532,104334,115495,115931,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,664,104,49,32,,0,0,0,0,0,23673,28991,21589,29571,22579
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,141,28,0,0,0,,1566,324,259,140,292,2265,1927,2008,130,111,,7,10,5,28,3,143,28,7,5,0
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,1,1,0,89,183,0,0,0,0,,,2291,998,1859,2206,2293,0,0,0,0,0
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,1204,0,0,13,,3172,3684,2970,2698,1265,2929,703,232,78,429
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",291,1145,660,1281,3245,2356,1943,3931,187,0,,103,864,586,1219,2793,2319,2084,4797,256,910,,6099,8174,7426,6922,6844,5866,7327,8932,789,174
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,,,96,218,188,448,272,621,1281,932,0,0
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,29,80,61,17,,3782,2652,9764,11871,8128,6107,12622,20062,5596,4630
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,33,4,15,0,,,19540,165059,258725,279846,262403,286840,422665,726643,765139,1105392
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,107,0,0,0,0,0,4,4564,552,308
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3765,8289,5698,246,9663,321,218,3501,20223,13627
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,18,0,9,371,42,5,59,27,,,12801,17742,14274,8036,6389,11211,16255,24276,25273,20949
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,7084,3949,3944,31454,143027,35463,8194,151767,138896,246921
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,110,0,0,14,40,74,58,71,58,77,,0,0,0,2,10,2,94,110,0,43
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",2146,1707,788,339,256,467,749,9,0,0,,5499,8327,4889,6686,7594,7954,6188,5286,11372,20911,,41349,66998,61868,49187,53195,61784,94330,114706,84747,114709
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,24,14,0,0,0,0,0,4,3,0
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,28,0,,,0,65,0,0,0,0,0,0,0,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,0,0,0,,,5,2,0,0,0,9,3,0,0,0
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,542,18,0,304,0,130,567,2258,3343,,,24813,27108,29370,29373,33932,44404,23143,16463,13976,10938
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,0,,247,161,0,0,0,0,0,0,0,1,,97305,105774,92093,117380,111451,111440,328734,407600,310539,286608
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,67,856,5,0,11,68,1,32,289,717,,11791,3826,4976,4897,8968,7947,12241,121,500,1927
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",245,54,0,0,76,40,0,5,0,0,,14648,8672,2318,3200,3653,1685,3235,6277,2969,4479,,100666,140307,93053,76107,89459,89872,139817,92795,49489,21853
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,17062,25198,36482,20400,28596,39771,26818,39964,27462,14751
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,60082,41432,61452,38569,32823,38584,39592,40132,48172,23183
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,202,73,4,94,0,17,470,151,126,496,,0,0,0,0,0,0,0,0,0,0
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1447,237,0,2814,1582,18,2013,709,65,12,,20,64,48,29,57,132,309,704,309,1795
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,0,0,395,21,,,1,0,0,0,0,1,0,0,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,499,0,0,0,13,,0,0,0,0,50,469,533,723,581,872
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,0,0,0,0,0,1,18,0,0,0,,6573,6778,8048,229,9114,8169,10053,4118,3678,1791,,5309,4130,7628,17125,13463,21703,26596,17794,12544,15472
940600,"Prefabricated buildings, whether or not complete or already assembled",69,64,61,50,126,0,0,0,0,0,,100084,124610,145751,160782,158061,158342,0,0,0,168,,48389,68504,89851,140166,56830,0,0,0,0,0
920991,"Parts and accessories for pianos, n.e.s.",0,0,0,0,0,0,0,1,0,0,,231,16,34,7,20,2,9,11,61,341,,36652,31906,29007,23889,23554,27064,31742,31027,25357,27084
930320,"Sporting, hunting or target-shooting shotguns, with at least one smooth barrel (excluding muzzle-loading ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,15,,,417,586,1042,1019,1190,555,398,858,947,532
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,,,9055,3092,3986,2695,2624,2652,2583,6754,3686,4365
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,0,0,0,2,0,0,0,0,,0,76,0,0,0,0,0,1,0,,,741225,51478,12533,6016,3866,4156,5126,6247,3053,13043
910890,"Watch movements, complete and assembled, with hand winding only",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,95,,,3463,6178,5907,3356,2353,1715,1924,1399,1589,1804
911410,"Springs for clocks or watches, incl. hairsprings",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32,,,1750,2084,3347,2747,4338,2814,2649,1878,2412,1624
920190,Harpsichords and other keyboard stringed instruments (excluding pianos),0,0,0,0,0,0,0,0,0,0,,1961,152,14,325,2387,10,15,166,2096,18,,647,627,1150,1014,787,1434,1107,1122,1313,600
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",0,0,0,0,0,0,0,0,0,0,,15,8,65,79,62,6,31,78,304,7284,,11726,20106,55074,13426,12613,17524,21623,28106,42613,58688
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,1,0,0,,0,20,274,193,471,66,45,73,2076,3259,,384661,219451,214499,198306,182735,189891,262907,334941,577737,808151
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,4,0,1,26,12,40,161,8,30,40,,10797,12617,10953,9304,10817,10448,9910,11379,7839,10873
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,2,29,83,43,171,1396,17791,19345,24692,23657,,3872,4067,5556,4900,7050,7599,10222,56570,55356,53865
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,12,2,0,10,32,32,38,2,2,,170401,196994,200429,219001,274233,266561,339796,348681,368248,257076
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,10,0,46,0,0,0,1,18,7,102,,2907,1634,764,3311,1320,1404,3291,1476,1462,973
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,0,6,0,0,18,0,7,71,33,44,,52399,97031,49218,77844,79814,81897,89300,115549,140934,186954
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,8,,6960,1392,4598,915,190,878,85,0,1,52
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,50558,3110,43124,14553,0,0,37038,25747,2250,69612,,1969,908,486,561,2532,115000,2800,34244,97420,54081
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,69,0,0,4,0,0,0,14,461,167,,174756,227616,104570,96568,69704,74476,71929,53645,30487,87821
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,1,0,0,0,0,0,0,0,,1,3,0,0,2,6,3,21,3,1,,2623,3733,3713,4764,5137,3614,4064,4337,2471,3677
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,146,0,0,0,0,0,0,0,0,,1,0,30,1,44,26,33,0,241,16,,31255,18165,13189,9402,8001,7133,6876,4517,2824,3103
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,1,0,0,0,1,0,,4791,5486,31767,62227,49473,30447,42002,38072,10102,21534,,121,18,53,31,8,68,74,4117,97,7
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,41,537,0,,0,22,0,11,11,31,14,59,367,457,,1334,3281,10617,29946,38196,36319,25602,39573,117909,129794
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,23,0,0,1,24,1,2,5,8,6,,49985,55261,57634,60356,58789,47861,33939,56603,15290,17024
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,1,1,1,381,,84836,78414,91147,85862,122007,129917,100154,101580,50626,49311
902720,Chromatographs and electrophoresis instruments,0,0,0,0,329,0,0,0,0,0,,79,935,1033,854,920,200,70,297,121,130,,750668,844275,848667,926022,982691,1011170,1163752,1044733,1084730,1148239
903032,Multimeters with recording device,0,0,0,0,0,0,0,0,0,0,,11,28,97,3,343,75,140,74,61,184,,11619,12968,13344,12544,14810,16830,14952,18016,17402,22697
