Product code,Product label,"Taipei, Chinese's imports from United States of America-Value in 2012","Taipei, Chinese's imports from United States of America-Value in 2013","Taipei, Chinese's imports from United States of America-Value in 2014","Taipei, Chinese's imports from United States of America-Value in 2015","Taipei, Chinese's imports from United States of America-Value in 2016","Taipei, Chinese's imports from United States of America-Value in 2017","Taipei, Chinese's imports from United States of America-Value in 2018","Taipei, Chinese's imports from United States of America-Value in 2019","Taipei, Chinese's imports from United States of America-Value in 2020","Taipei, Chinese's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,2107,2207,3220,2628,1630,1281,882,811,569,821,,316,835,672,426,469,281,190,243,237,242
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",0,0,0,0,0,0,0,9,0,0,,827,514,638,1345,673,561,172,743,441,93,,3122,2924,3010,3583,3027,2612,2746,2818,979,155
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,1733,998,1154,1450,489,564,788,445,200,461,,696,883,670,495,539,446,231,520,416,719
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",6,11,98,1,1,2,0,85,2,0,,18530,19551,15250,14113,12996,13911,16449,16832,31864,14555,,352,281,513,230,463,297,244,266,169,259
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,5631,8534,7487,6312,5234,7128,7333,8345,5167,5520,,17,24,19,40,55,62,31,25,22,52
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,7,0,,333,2020,1820,3094,4868,8446,6701,10385,6863,3144,,0,0,0,0,0,16,40,18,123,149
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,6870,11410,16327,18812,10033,5755,5266,5055,6004,2726,,1426,1802,670,819,507,605,576,319,310,361
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,639,767,545,538,959,799,571,748,620,986,,4745,4559,5447,5693,2725,2912,2772,1399,694,2449
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,666,85,314,445,488,549,540,699,435,237,,0,0,8,8,13,42,106,16,76,83
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,134,263,687,551,832,472,765,833,694,475,,1171,731,938,2657,765,346,881,392,348,706
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",13,16,7,7,0,23,14,0,0,0,,743,479,579,379,442,328,153,158,114,354,,27,65,80,108,72,116,106,159,40,155
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1896,618,1058,797,549,474,1521,1428,548,732,,60,51,21,11,21,65,70,10,1,13
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,3043,3715,3835,3534,2362,3139,3086,1434,462,235,,17,19,28,9,20,22,29,27,22,17
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,196,408,88,121,24,118,20,85,72,0,,0,0,0,0,0,0,0,0,0,0
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1654,1510,2082,1821,1871,1393,1605,2159,1796,3216,,16,0,6,0,6,0,0,0,1,0
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,0,0,0,0,5,0,18,0,0,,921,425,570,904,1704,915,596,679,279,663,,27,57,37,25,60,42,87,57,44,19
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,1,0,0,0,0,12,0,0,,822,710,922,708,554,1540,4216,1108,561,979,,25,391,28,20,27,26,12,32,17,11
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,62,136,63,57,48,67,238,28,29,6,,4,2,0,0,5,6,2,9,26,77
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,1,0,0,0,0,0,0,2,0,,3755,3072,2821,2154,2416,2462,4335,1225,1534,2738,,2305,1751,1763,1844,1222,1083,1016,1098,854,954
580620,"Narrow woven fabrics of textile materials, containing >= 5% elastomeric yarn or rubber thread ...",8,12,10,19,19,5,0,10,5,0,,59345,55019,46647,39561,31580,26588,31378,36165,28785,33984,,935,1471,3714,4809,3610,4362,4173,5603,4553,4081
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",4,0,3,5,0,0,5,0,0,0,,75660,54778,56679,55431,54815,72640,71492,45101,34124,43216,,17682,20687,24147,22278,24218,36789,31633,26976,14195,22317
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4975,5089,4837,4105,3214,,0,0,0,0,0,182,236,17,40,35
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,704,608,666,643,566,590,253,166,295,133,,0,0,4,3,0,0,4,0,0,0
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding ...""",7,1,0,0,0,0,0,0,0,0,,105810,82863,55018,16045,42162,20529,14321,13390,11442,14894,,681,667,564,136,338,69,10,0,11,1
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",0,0,0,0,0,0,0,0,0,0,,9920,8486,9989,7051,4997,5432,3898,3078,1618,2316,,208,251,375,286,230,160,186,166,192,173
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,4,2,3,0,6,11,1,5,0,,2293,1855,810,1922,2036,2898,6346,3910,4522,7408,,888,654,583,761,478,502,531,513,508,797
610339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",2,4,7,14,14,6,4,17,2,0,,667,331,454,310,333,422,543,346,500,545,,61,233,169,194,235,234,250,302,536,216
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,80,89,48,176,73,111,129,128,146,66,,30,34,18,32,50,45,22,55,15,16
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",3,20,17,6,6,5,2,0,0,0,,627,658,1122,854,720,1391,1264,1022,1033,1432,,465,345,486,286,653,942,790,235,61,64
611212,"Track-suits of synthetic fibres, knitted or crocheted",0,0,2,0,3,0,0,0,0,0,,2244,1539,1761,1591,1449,1469,2297,2195,1440,758,,45,86,262,243,348,163,198,516,894,889
611219,"Track-suits of textile materials, knitted or crocheted (excluding cotton or synthetic fibres)",0,1,4,0,0,2,0,3,1,0,,119,83,594,170,104,101,866,124,101,265,,55,26,26,93,104,63,45,33,20,26
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",0,0,1,0,0,0,0,0,0,0,,3495,3877,3709,2991,1939,1608,1165,1298,507,381,,819,900,993,959,1012,725,566,583,406,309
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",1,0,0,0,5,0,0,0,0,0,,592,690,804,897,1051,794,835,766,418,600,,372,280,281,438,434,395,458,327,230,147
620411,"Women's or girls' suits of wool or fine animal hair (excluding knitted or crocheted, ski overalls ...",0,7,0,0,0,0,0,0,0,0,,1053,1240,1153,384,818,537,477,437,267,405,,88,95,56,58,67,50,107,25,23,18
620322,"Men's or boys' ensembles of cotton (excluding knitted or crocheted, ski ensembles and swimwear)",5,1,0,0,0,3,0,0,0,0,,2965,2922,2155,1839,1804,1515,2550,1702,1393,1669,,124,30,86,127,74,85,65,87,90,80
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",8,7,3,7,12,7,12,4,5,0,,4057,7993,7366,3848,4583,3776,4618,5159,3822,5500,,126,161,335,235,274,562,379,702,351,493
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",0,0,1,3,1,2,0,0,1,0,,12997,10796,12178,8770,9930,14552,14986,12425,6770,8629,,29,27,54,103,56,86,61,31,66,25
681183,"Tubes, pipes and tube or pipe fittings of asbestos-cement, cellulose fibre-cement or the like, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,220,222,0,0,0,0,0,0,0,0
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",0,0,1,0,0,0,0,0,0,0,,12481,3411,2781,2607,2532,5278,3108,3265,3337,3672,,608,633,703,643,298,371,194,207,232,326
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,14,0,18,52,,0,0,0,0,0,49,69,94,174,237
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,0,0,0,0,0,0,0,0,0,,651,1079,634,824,456,283,310,287,97,221,,1,3,1,2,1,1,20,19,5,2
650590,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",148,113,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6792,6379,4,0,0,0,0,0,0,0
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",36,8,26,1,0,125,0,0,0,0,,4432,4479,4535,3900,4907,4756,4919,4703,1784,2222,,306,204,91,73,167,208,62,108,53,195
690510,Roofing tiles,0,0,0,0,0,0,0,0,0,0,,5986,2833,3410,3273,1624,1946,2014,1528,698,1271,,10478,9708,8314,7992,6854,6413,5116,4941,4652,4536
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3989,3977,3732,3624,5616,,0,0,0,0,0,7422,6780,6837,7130,7685
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,1,0,0,0,0,0,0,,4453,4738,4034,6796,3767,0,0,0,0,0,,269,276,562,637,675,3,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",0,0,25,0,0,0,0,0,0,0,,365,630,234,286,208,179,153,275,134,186,,3,3,29,2,43,0,7,0,5,2
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",1,60,2,12,10,214,421,87,20,0,,40865,42227,46667,52997,52152,58377,54488,49861,39476,32356,,624,952,826,690,728,808,1112,849,3403,4129
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,16,5,19,15,0,0,0,0,0,,25903,22451,23339,21502,15406,19215,13542,13361,6232,7952,,1533,1112,1186,1181,997,1208,1348,1580,1040,944
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",0,0,0,0,0,0,8,0,0,0,,349990,308734,367934,192729,602348,897075,474329,314546,262744,385130,,237,46,14,3,361,699,546,38,8,0
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",1,2,3,0,0,0,0,0,0,0,,86996,64665,33729,15260,8033,10978,7682,5844,3956,7022,,4457,2493,1918,7253,2365,1530,5413,2909,4316,1288
731520,"Skid chain for motor vehicles, of iron or steel",1,0,0,19,0,0,0,2,0,0,,6722,5381,5672,4232,4582,6453,5707,4987,5766,4161,,37,75,106,73,83,87,109,20,41,71
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",29,5,4,6,88,33,3,0,5,0,,268171,499155,424924,104605,72552,78275,79494,87646,64430,58565,,5235,2935,9874,4584,1619,2470,4685,4728,5359,4084
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,42,282,28,0,,38863,21347,20933,29240,34380,19454,35122,27177,19793,13790,,603,438,680,1465,258,3971,3385,2989,1612,1641
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",4533,5656,7470,9660,3303,2541,6919,5047,674,0,,59622,36901,20002,11440,6037,10781,5294,7475,7187,23025,,35462,43661,33388,34808,17029,18553,36151,17813,16995,29606
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,0,434,0,0,141,0,0,0,,101226,108874,86730,70611,80941,147143,163780,198086,154187,249005,,3659,6139,7195,2542,4082,6408,1180,1815,842,1588
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",95,11,78,2,87,20,32,0,32,0,,12731,65139,194379,421305,57599,62529,54535,13409,4686,7184,,235884,279526,317594,190074,215787,209730,317636,301215,274501,443750
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",43,192,115,10,15,3,2,6,77,0,,562824,551932,641823,489567,390290,367632,347814,377133,340985,579298,,171732,193137,214876,181371,76061,148309,155850,170663,275916,355787
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,59,0,1,2,0,1,1,0,,179525,139507,176221,139310,108234,127576,106358,82096,78554,206083,,11216,9468,16769,9267,7513,6549,11079,9157,13930,20905
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,3,19,62,0,0,0,,20741,21442,28689,37729,36511,42930,34079,14097,20674,29926,,213,397,535,241,20,65,101,22,38,109
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,2,0,0,0,0,0,99,0,0,,18907,9805,14231,10343,9961,10059,11609,15565,12865,17222,,1666,343,610,343,321,433,262,481,324,161
720291,Ferro-titanium and ferro-silico-titanium,0,1,2,0,25,0,0,0,0,0,,17786,17408,12626,9521,6669,8696,13258,6542,6265,8168,,1151,1368,1620,691,1210,820,1422,936,956,1823
720293,Ferro-niobium,0,0,34,118,0,0,0,0,0,0,,9224,8714,27833,30505,31098,36940,24300,14270,17831,20471,,21577,24743,28058,23525,18697,20309,28831,30268,12282,24514
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",25,22,10,0,43,7,33,3,0,0,,34465,25809,13783,14047,14146,7866,11469,7074,5391,6152,,4454,6733,6047,3720,3136,4619,8528,11320,8829,9185
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",1,2,2,1,1,1,1,0,0,0,,10247,13694,11493,8651,8558,14414,14298,10235,12777,6875,,15322,10032,7689,4761,4116,2729,4088,2194,3567,1455
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...",1,10,0,22,0,10,0,73,3,0,,50480,38709,37205,35380,33043,41537,41461,38815,29121,42860,,2661,3210,3895,3131,1841,4687,6291,3302,2754,6252
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,1643,879,1884,689,622,484,211,222,170,146,,0,0,31,0,0,2,0,0,5,3
90910,Seeds of anise or badian,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2249,1479,0,0,0,0,0,0,0,0
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,25,64,107,113,165,175,134,146,123,66,,0,0,1,2,0,0,0,0,0,0
150200,"Fats of bovine animals, sheep or goats (excluding lard stearin, lard oil, oleostearin, oleooil ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,48855,27935,0,0,0,0,0,0,0,0
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,253,2208,309,563,0,11,0,0,,97,10,0,0,0,0,0,0,0,0
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,5048,1652,2518,6115,4535,6766,4078,4268,17174,15708,,0,0,0,0,0,0,0,0,0,0
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,52722,50688,28894,32113,22425,30591,40270,31469,28805,23255,,6,0,5,12,23,8,19,19,10,26
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,179,153,120,221,147,57,0,0,31,0,,574,0,2,0,0,0,0,0,0,0
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",26,33,26,298,80,11,4,8,7,0,,77113,61435,59743,56582,50036,62868,50775,56317,75687,90925,,37,377,657,363,264,877,970,1200,1890,2420
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,9494,3251,1727,1160,1385,851,912,1380,974,519,,5075,65,1478,115,286,97,36,46,2411,4203
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,225,27,26,0,16,0,34,0,,4712,3339,4158,4175,2598,2023,2350,3917,2532,3159,,0,1028,8864,7890,8960,16205,16118,18342,13449,14076
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,3224,2040,367,298,188,148,169,258,149,217,,0,14,293,559,819,609,720,1333,1533,1660
160558,"Snails, prepared or preserved (excluding smoked and sea snails)",0,0,0,0,0,0,0,0,0,0,,1118,1449,270,132,162,235,170,177,88,223,,0,1,144,223,375,199,122,325,199,218
152000,"Glycerol, crude; glycerol waters and glycerol lyes",0,0,3,0,0,0,0,0,0,0,,8605,18597,16039,11891,13792,18213,37256,18674,18781,30442,,217,107,183,174,226,199,303,189,153,178
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",10,2,8,17,49,0,9,0,0,0,,2322,740,961,2851,604,603,1687,441,213,491,,4221,4332,4060,3933,4476,5524,4320,4705,4802,4967
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,67,47,0,85,61,,0,0,0,0,0,0,0,0,0,0
260900,Tin ores and concentrates,0,0,0,0,0,0,0,0,0,0,,4835,2963,2708,2133,3099,2233,3007,4001,3067,4774,,2,3,268,1574,7301,5634,5612,2437,1009,0
261000,Chromium ores and concentrates,0,0,0,0,0,0,3,0,0,0,,13581,7612,8636,10539,5038,11798,13849,12669,5187,5261,,5455,5169,5871,4481,4133,5152,6142,4807,3616,3975
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,0,0,,538991,534454,677606,305253,188036,304940,479678,562160,558176,433412,,1271,0,0,853,338,8,0,0,0,608
261710,Antimony ores and concentrates,0,0,0,0,0,0,66,0,0,0,,1690,1487,1670,1851,1146,1244,868,859,1286,1093,,0,0,0,0,0,27,66,111,216,0
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",0,0,0,0,0,0,0,0,0,0,,15507,27125,17278,10368,4225,4288,6016,11077,9297,22297,,242,47,39,1,0,2082,0,0,0,0
262091,"Slag, ash and residues, containing antimony, beryllium, cadmium, chromium or their mixtures ...",28,24,17,23,11,6,0,0,0,0,,472,621,2192,400,261,472,655,911,614,4023,,28,24,19,25,47,220,0,8,25,43
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,2,0,0,0,0,0,0,0,0,,339,15297,490,474,5307,11891,72517,75629,54210,47473,,0,4,1778,2756,1217,6231,15366,11865,6309,11672
282911,Chlorate of sodium,4,0,0,6,0,159,0,1,23,0,,24304,22472,25727,22994,22070,23880,23501,25459,21146,26491,,2837,2561,4153,3190,2881,3191,3351,2602,3171,4206
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",5,0,0,8,0,9,0,9,9,0,,192155,148035,192054,134111,87611,116099,163407,161465,131022,147318,,661,650,1020,7848,268,245,491,259,641,224
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,3,1,0,0,0,0,0,,3196,3453,2487,3025,3178,3989,3573,2601,3987,4280,,832,1305,1073,1980,2608,1643,1155,1400,1211,1743
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",1,3,1,1,5,4,7,5,1,0,,17567,15654,6554,4930,5543,7781,4052,2415,2128,3228,,104,83,106,154,365,411,462,455,269,246
200980,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",2089,1813,3,0,0,0,0,0,0,0,,,,,,,,,,,,,13025,13612,3,0,0,0,0,0,0,0
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",3,0,1,0,3,1,1,0,1,0,,4171,5484,4631,5102,5973,6834,5941,4321,2973,4768,,5375,5556,4846,5720,5640,7593,4992,4176,4449,5939
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",3547,4143,3937,3770,3088,63,0,0,0,0,,623703,719919,860195,944073,916202,0,0,0,0,0,,27125,31300,32198,33427,34726,459,0,0,0,0
250870,Chamotte or dinas earths,0,0,0,0,0,0,0,0,0,0,,1141,1462,1155,602,1282,1577,1924,1676,1616,2338,,480,1267,1499,1573,1278,1981,2007,2034,1856,3115
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,0,0,0,0,0,0,0,0,,597,606,749,822,295,481,1797,557,469,394,,68,97,192,221,122,130,102,51,74,27
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,0,0,2,0,2,0,0,0,0,,2429,2008,2145,3278,1150,1232,1618,1785,1173,1437,,129,128,297,91,186,419,33,99,18,5
251830,Dolomite ramming mix,27,68,34,30,4,0,0,0,0,0,,1587,917,1012,1124,838,1317,1891,1463,461,160,,247,253,243,169,72,166,17,12,19,0
252210,Quicklime,0,0,0,0,0,0,0,0,0,0,,19093,26452,33991,41248,40636,48407,48278,39409,25682,30042,,33088,36153,42359,37144,31582,35095,41792,37875,37021,44136
252490,Asbestos (excluding crocidolite and products made from asbestos),0,0,0,0,0,0,9,13,3,0,,69,61,54,150,229,92,81,66,3,84,,375,447,236,280,164,128,9,13,3,0
100191,"Seed of wheat and meslin, for sowing (excluding durum)",0,0,0,0,0,0,0,0,0,0,,2486,2668,5438,2729,18769,18792,12711,13409,5107,2720,,0,0,77,106,0,0,0,0,0,0
100290,Rye (excluding seed for sowing),0,0,2,45,13,0,0,0,0,0,,244,49,481,373,137,259,354,465,267,155,,0,2,39,58,23,6,19,10,18,11
100490,Oats (excluding seed for sowing),0,0,0,4,0,0,0,0,0,0,,4181,5286,5519,5268,8012,8948,6196,5707,6191,10731,,0,0,13,5,4,1,71,57,36,81
110320,Cereal pellets,0,0,0,0,0,0,0,0,0,0,,3667,1970,1639,1460,1368,1605,1257,1054,1269,1871,,0,0,1,0,11,5,38,19,6,120
110814,Manioc starch,6,3,7,0,3,3,0,0,0,0,,1474,2090,3044,2287,2207,2587,2124,3121,2584,3945,,154357,153617,145865,137929,118295,113788,137977,130930,120306,156325
120750,"Mustard seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,1379,2261,2673,1674,4340,7894,11184,11150,7264,10723,,122,129,78,193,105,110,57,82,70,72
71159,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in ...""",0,0,0,0,4,4,0,0,0,0,,81,53,104,147,2973,4974,1979,857,1486,484,,416,472,558,245,205,77,105,40,44,28
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",0,0,0,2,3,6,8,0,0,0,,4459,3889,2967,2687,3176,3181,3077,2356,2495,2618,,200,234,326,378,556,328,489,534,637,705
90300,Mate,0,0,0,0,0,4,0,0,0,0,,778,920,950,583,1105,880,2120,1865,1576,2088,,152,232,276,142,36,37,30,27,47,50
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,26,1147,237,507,665,364,125,0,0,,27522,35391,20388,15949,20179,9800,10224,4713,4064,4673,,0,1148,14130,9275,12878,5121,9856,9931,26044,23249
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,62,201,9,0,69,,0,0,0,0,0,843,2004,1180,568,1557
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,2,0,0,0,0,0,,148,181,198,163,64,59,37,0,0,13,,0,1,538,937,1059,16,2,5,0,0
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,1064,679,1751,984,5140,10151,9983,11525,11502,12247,,0,34,1001,693,788,316,58,0,122,177
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",1,0,0,0,0,0,0,0,0,0,,20637,26650,26019,15187,9976,12180,15364,14118,9426,31587,,3947,3173,7351,18585,31955,42656,38373,45515,48874,51736
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,1186,1353,845,1146,25542,23492,8168,3281,4182,11590,,0,0,0,101,0,0,0,0,0,0
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,1749,540,1499,1793,1238,1379,1186,811,393,489,,1180,1696,1821,2017,1610,1714,1271,1697,1553,988
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,481,4155,3231,28349,18017,1211,559,573,681,196,,10,57,157,108,11,49,52,30,20,37
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,11820,12280,9954,9097,7859,8897,8089,7454,5620,8389,,60,36,30,40,69,83,129,119,131,115
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,2778,743,537,313,77,119,163,100,9,129,,1602,2338,2498,2286,2377,2106,1985,2081,1407,1119
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,58611,59236,59491,59168,57966,58555,61500,66597,72651,73570,,0,0,0,0,0,0,0,0,0,0
80111,Desiccated coconuts,0,0,0,0,0,0,0,0,0,0,,3006,3581,5393,6020,6147,6172,8546,9173,5887,7490,,6,8,15,18,17,41,51,120,129,158
80252,"Fresh or dried pistachios, shelled",0,0,0,10,0,0,19,77,224,0,,69439,48217,47142,40612,40867,65396,69842,106638,68177,103678,,0,105,451,423,361,414,341,347,328,153
