Product code,Product label,China's imports from Japan-Value in 2012,China's imports from Japan-Value in 2013,China's imports from Japan-Value in 2014,China's imports from Japan-Value in 2015,China's imports from Japan-Value in 2016,China's imports from Japan-Value in 2017,China's imports from Japan-Value in 2018,China's imports from Japan-Value in 2019,China's imports from Japan-Value in 2020,China's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
80620,Dried grapes,0,0,86,1,1,10,1,0,0,0,,3,7,0,21,0,44,30,28,22,31,,41525,38066,37953,50951,55128,43633,52951,58806,33478,34542
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,4,0,0,,0,0,0,0,0,1,0,0,0,0
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,2,14,9,11,17,13,0,0,,15944,15442,13510,14706,20183,20352,27574,33083,37642,60450
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",30,0,3,66,13,0,0,0,0,0,,0,9,13,45,0,0,0,0,56,0,,290,128,442,365,330,823,15046,26693,21183,16015
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,5,0,0,0,,17,0,3,4,13,11,15,17,4,2,,436,374,468,1548,799,947,658,842,864,39
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,4,,54684,100695,106532,140731,154885,198322,258585,229814,245021,243714
230330,Brewing or distilling dregs and waste,2,11,22,2,6,0,0,0,0,0,,123,79,71,138,144,249,289,155,275,167,,774240,1405610,1762417,1999448,683992,67332,36014,31778,42325,82516
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,1313,2,648,15258,1484,0,0,0,1217,1977,,148262,23831,48885,41099,150104,291285,419317,486879,576976,704147
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,123,112,17129,20352,10463,13071,,2633,2724,208,270,285,298,469,685,1131,3817
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,5,0,0,0,,0,0,0,0,10,0,0,11,0,2,,442,198,423,812,1186,967,1597,946,1164,2460
190510,Crispbread,0,0,0,0,0,0,2,0,0,0,,0,0,19,46,43,91,0,2,0,0,,22,31,16,32,47,39,7,2,4,13
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,36,0,,413,594,517,923,691,651,843,753,669,1077,,215,253,195,211,1448,369,311,1203,2923,1412
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,1,0,0,0,0,0,0,,1095,957,1077,1232,1828,1989,2578,2916,1755,2687,,130,149,112,169,114,142,165,79,87,64
252921,Fluorspar containing by weight <= 97% calcium fluoride,15,10,19,15,20,28,712,0,50,0,,523,399,391,462,461,8,6,15,109,45,,17476,17647,17647,16896,10160,20553,67787,87439,79096,76676
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,1,12,2,0,,0,0,0,0,0,0,0,4,0,0,,12,31,32,556,23,17,4900,7081,40,266
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,69,38,2,43,1,62,7,0,2096,2003
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,78,0,0,0,0,,16925876,19508977,21463925,19404284,20568643,26107243,32727689,34080603,34297835,50576073
260800,Zinc ores and concentrates,0,0,0,0,0,149,0,0,0,0,,23,0,0,0,21,1309,1255,0,0,0,,1245795,1358320,1525538,2008066,1253108,2226763,3248264,2524480,2472212,3569245
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,10394,16970,8927,4260,4702,3960,5547,4955,7412,7486,,142,4755,987,0,0,0,0,0,0,0
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,5999,6840,5762,5499,4513,3469,3318,2359,2073,1304,,0,0,0,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,1418,914,587,629,913,971,1049,1253,895,2034,,18117661,19775885,15178105,7816083,8793149,15388837,16065549,16093804,13877449,16372479
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,102,0,0,,1534,415,441,619,493,677,1077,605,935,1375,,0,0,0,0,0,0,1,105,88,2
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0
280410,Hydrogen,3,5,16,2,3,6,3,10,1,0,,19,23,23,3,42,4,7,2,0,1469,,21,30,35,2,10,11,4,28,373,292
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",41,29,76,60,20,83,0,0,0,0,,359,298,167,64,42,0,4,147,16,0,,285362,321148,381818,292084,199413,178832,156217,175046,110028,147227
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",29,11,12,0,10,10,1,0,11,0,,64,54,25,2,0,2,3,52,7,0,,6069,5001,3235,1870,789,882,864,578,338,638
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",14,0,2,3,0,0,0,0,0,0,,17,0,6,0,0,0,0,0,0,0,,15468,44096,25117,57986,58904,0,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,3,0,0,5,,0,0,0,0,0,661,197,81,148,276
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,86,12,7,0,0,,0,0,0,0,0,206,8,0,0,0,,0,0,0,0,0,183361,161679,166779,131571,58135
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",1,0,0,0,0,0,0,0,0,0,,129,565,301,223,331,86,254,66,40,91,,3786,6353,12475,12964,7582,10429,12611,9862,6130,9970
391510,"Waste, parings and scrap, of polymers of ethylene",227520,264426,279809,179415,111173,107476,581,54,0,0,,190876,153213,157095,137744,128513,113857,69135,54421,42521,43862,,2473133,2543264,3189472,2078533,1364665,1099466,7673,72,0,0
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",504680,521783,396205,296505,277591,290459,3800,273,0,0,,569040,509096,458826,381230,325917,324787,242876,221694,172312,168139,,3279746,2990190,2474136,1903679,2044664,1886022,29751,448,0,0
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",185,71,12,11,49,3,26,24,7,0,,20,202,133,98,89,52,94,86,23,47,,870,1405,1263,3432,7380,9512,11305,13088,8027,1499
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,85,47,48,10,28,,0,0,0,0,0,0,0,0,3,0
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",15,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,2,,8900,8917,10410,6944,6134,5988,7727,7759,5531,6459
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,3,3,4,47,49,3,,52,2,7,140,36,372,136,44,113,5
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5247,4716,2816,3274,6380
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,6,0,2,0,0,0,0,6,0,,520,1635,1802,5705,10287,9829,11353,3795,1510,1462
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",76,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,5799,18907,51445,26639,4675,5462,4035,2659,1964,1646
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10,45,6,14,20,2,2,13,0,112
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,1,0,0,,0,0,4,0,0,0,3,0,0,0,,86,282,9,8,15,27,31,30,11,13
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,21,2,5
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,1,5,0,0,0,,1485,1348,1301,1314,984,1533,1280,1419,1241,1482,,3,9,27,5,13,15,138,116,65,18
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,6,0,2,1,1,1,4,3,2,0,,0,43,101,91,73,9,15,148,55,179,,1372,2167,2709,318,391,656,432,792,531,669
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,146,177,276,168,228,,0,0,0,0,0,11104,16228,11039,17001,19251
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,0,,0,0,0,0,0,0,0,0,0,0
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,0,,1509,539,584,674,600,467,1509,1544,1018,489,,4342,5649,17439,19628,14001,7995,2437,4919,5309,5367
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,0,,0,9,0,0,0,0,0,0,0,0,,2259,3123,3192,2667,2875,4439,5370,5128,5112,4490
293943,"Cathine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,0
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,18,9,0,,0,0,0,0,0,0,0,0,0,0
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,32,0,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,29,0,0
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,1,0,0,0,0,0,0,2,2,0,,35,0,9,0,84,143,149,218,119,183,,2684,1910,3045,4834,4210,1729,6526,3932,5079,4817
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36,0,14930,0
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,18,0,30,0,0,0,,223,35,14,20,41,7,19,16,2,99,,10070,13319,15187,14278,15927,34185,28816,31092,17667,5537
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,0,6,14,12,21,0,0,0,0,0,,15281,17172,14188,13635,17044,15769,14822,14294,19479,18334
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1391,612,0,4,0,8,0,20,57,10
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
940600,"Prefabricated buildings, whether or not complete or already assembled",2843,1785,3828,3803,5164,0,0,0,0,0,,12830,8674,11918,8238,16287,0,0,0,0,0,,48389,68504,89851,140166,56830,0,0,0,0,0
890520,Floating or submersible drilling or production platforms,0,150000,0,0,0,0,0,0,0,0,,272553,1265,17281,209761,31263,0,0,0,637,0,,99907,379200,229000,588,798008,591390,920608,1228549,1000995,678172
880390,"Parts of aircraft and spacecraft, n.e.s.",1168,5,17,1474,1,8,48,78,35,0,,12976,15184,14611,21722,13275,13695,22107,10666,2196,7821,,8978,13095,40606,20852,17216,24476,7645,4881,13090,9022
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,0,0,146,0,0,0,145,149,0,1931,,446651,368647,447561,163542,144193,123326,170908,191656,55944,79086
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,37180,27358,21935,31866,29718,24511,20447,18226,12348,14090,,953,893,315,651,0,0,358,0,0,0
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,340,51,18,32,,0,0,0,0,0,0,0,0,0,0
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",18855,152,145,339,4410,1052,565,87,54,0,,25042,29745,37055,36476,21620,21440,48601,63279,8485,25383,,36384,23580,25926,29034,34116,27351,26403,70452,28484,13323
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,15805,41,0,1587,0,0,0,96,0,0,,17868,66,135,6626,6630,0,593,45,294,0,,21397,1790,2604,3806,556,950,3856,12372,20188,26339
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,58575,163529,12460,126149,396272,386321,439204,164796,86413,98573,,1884,37,0,59,0,21,63,282,47,0
930320,"Sporting, hunting or target-shooting shotguns, with at least one smooth barrel (excluding muzzle-loading ...",0,0,0,0,0,0,0,0,0,0,,15610,14040,11286,12613,14413,14383,14025,13917,12487,11645,,417,586,1042,1019,1190,555,398,858,947,532
890800,Vessels and other floating structures for breaking up,596043,382576,175832,50540,89162,127288,33307,0,0,0,,0,128,0,0,0,0,1404,0,0,0,,1044039,773218,293385,163369,143671,217442,45161,0,0,0
900610,Cameras of a kind used for preparing printing plates or cylinders,4,0,0,0,0,0,0,0,0,0,,1985,747,1212,584,711,0,0,0,0,0,,36,1,21,95,72,0,0,0,0,0
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),0,0,0,0,0,0,0,0,0,0,,37,19,3,31,124,96,126,10,0,14,,111924,138571,141028,160057,156033,135168,161353,189398,168203,236728
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1147,0,0,0,,14949908,20010553,25108332,24773659,19739029,22987278,26934776,15472120,6859046,8673618
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,6245,3328,35109,1313,692,1906,0,221,0,0,,24275,9131,25077,20532,17615,24848,11817,23694,16336,15526,,14592,5153,62737,2563,719,1906,2,272,0,0
871495,Saddles for cycles (excluding for motorcycles),3,28,25,13,17,3,10,1,12,0,,100,34,33,83,54,62,65,47,45,50,,2641,2252,2654,2616,3099,3500,2229,1976,3161,3875
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,0,0,0,0,,18890,12311,8494,10717,26009,26235,27524,15530,5607,5225,,1447,3882,1860,1438,2191,2441,1047,558,881,1627
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,17,7,0,,0,0,0,0,0,0,0,0,0,7
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,39026,37655,39180,36199,39087,40022,37226,45272,39908,47767,,72,10,93,83,332,102,167,190,211,47
940151,Seats of bamboo or rattan,1,0,1,0,2,0,0,0,0,0,,13,6,7,24,22,0,0,0,0,0,,1542,1582,1820,1940,2100,0,0,0,0,0
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,432,111,32,166,569,734,697,1736,2457,1698,,82525,47666,60939,65163,102008,70306,69841,135372,138009,220085
940530,Electric lighting sets of a kind used for Christmas trees,3,11,3,0,1,9,0,0,0,0,,12,15,2,0,14,0,0,26,11,3,,711,912,345,908,418,647,649,151,343,123
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,128,33,44,19,73,34,40,127,46,137,,972,2225,1313,1525,2214,2114,2403,2088,2059,1673
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",2615,1577,0,0,3,0,84,0,0,0,,90829,116143,91130,31421,2231,23301,20214,13221,4480,1201,,4003,12303,24459,2146,6789,597,2989,2779,36,2015
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",3507,7,2240,0,560,0,0,0,0,0,,15578,3456,524,1991,156,3767,1557,71,1502,656,,7683,820,6630,806,3949,2262,8219,31080,14755,0
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",10,77,201,132,0,0,0,0,0,0,,4182,1459,3056,3102,1538,1498,1325,1562,1633,2150,,1055,1269,1786,2112,3508,6485,8278,6147,4438,8232
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),0,0,0,0,0,0,0,0,0,0,,28,44,725,465,273,666,886,841,390,56,,0,0,0,0,0,0,0,0,0,0
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,254,282,194,668,448,397,145,201,145,396,,0,0,0,0,0,0,0,0,0,0
851711,Line telephone sets with cordless handsets,15,61,49,94,48,39,17,21,20,0,,6591,2915,2462,2362,2196,3266,2891,2195,2433,1110,,13151,10637,13981,26148,2273,2564,1535,1235,240,419
850740,Nickel-iron accumulators (excluding spent),1,0,0,0,0,0,0,0,0,0,,33,50,24,11,4,11,25,18,8,68,,38,0,5,0,0,2,9,1,0,3
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,3,0,0,0,0,0,0,0,0,,16,15,8,174,23,487,151,176,7,926,,551,417,433,345,166,269,365,817,23,220
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,3,0,0,0,0,0,0,0,,16,1229,44,16,124,70,6,0,233,0,,181,4771,21281,16217,9333,1569,1673,61,14,30
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",0,0,9,0,0,0,0,0,0,0,,1668,1008,225,155,0,46,148,57,268,211,,9622,6060,7611,12225,11965,24840,7604,18707,22360,31687
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,0,2,0,0,0,0,0,0,0,,112,98,126,146,80,77,103,28,131,76,,2376,921,2743,2981,1631,1023,701,1011,630,495
842691,Cranes designed for mounting on road vehicles,138,75,0,16,0,0,0,0,0,0,,63755,54603,51242,41429,42631,32929,30128,28350,26405,33705,,6756,7453,8924,16757,5476,11781,10130,7928,4652,6324
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,0,1,1,1,0,2,0,2,0,,3,49,0,0,3,11,0,0,0,0,,1196,2614,690,766,1620,2206,197,64,63,59
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",5313,3577,4560,5178,4946,0,0,0,0,0,,35218,25780,29777,26720,29956,0,0,0,0,0,,30999,25903,27917,31588,34191,0,0,0,0,0
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,4,2,0,4,16,0,5,115,61,397
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,18,0,0,2,0,0,0,3,9,16,,19,8,6,11,20,15,28,343,460,1215
520100,"Cotton, neither carded nor combed",301,32,0,90,0,21,113,0,1,0,,69,0,10,273,213,92,197,26,174,550,,11804012,8440549,4990039,2564094,1561008,2185781,3165657,3567225,3562312,3798245
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,29,131,131,0,0,0,0,,224,163,249,235,219,298,377,188,153,157,,54,136,0,29,324,345,0,0,0,0
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,152,64,34,31,12,2,7,20,1,0,,127,4,32,17,2,11,48,32,2,20,,320,279,600,202,175,263,60,109,115,109
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,25,35,51,13,,2,507,145,165,60,121,89,172,116,110
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,0,0,0,1,1,0,1,0,,11,0,12,3,18,8,0,0,10,6,,243,630,1113,4819,2064,878,941,819,1168,688
720270,Ferro-molybdenum,0,0,0,0,0,0,0,0,2289,0,,807,666,529,482,187,302,792,526,3453,461,,4922,1458,7435,3280,185,444,3689,39034,61463,65332
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",7462,6589,6426,2648,1,14,0,32,35,0,,707,523,290,266,55,175,20,114,134,31,,13355,12712,10662,4170,1119,1129,826,239,455,300
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",15,11,0,4,151,50,8,0,0,0,,103,737,1043,710,796,1218,437,1503,224,487,,1173,1763,1026,288,437,547,347,1119,331,405
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,271,149,145,0,0,0,0,0,0,184,,563,0,0,0,0,0,0,0,0,0
291260,Paraformaldehyde,43,62,49,28,17,0,0,0,18,0,,623,760,826,694,709,603,683,402,194,57,,18083,24503,21573,14140,16693,16169,19403,19107,13785,17702
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",3131,1514,1568,1743,2561,0,0,0,0,0,,3508,2016,1600,1576,2525,0,0,0,0,0,,9783,8321,13642,12051,12805,0,0,0,0,0
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,14,36,52,4,18,0,8,2,0,2,,31,6,20,0,9,0,352,332,619,283
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,2,0,0,0,0,,381,589,716,610,784,728,307,174,215,298
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,52,25,0,0,2,0,0,79,32,57,,1306,5318,3750,1689,2115,3294,4038,5967,7143,20053
282741,Chloride oxides and chloride hydroxides of copper,81,0,3,3,0,0,0,0,0,0,,1096,943,1021,561,1145,747,422,609,819,881,,106,730,25,43,27,9,195,4,139,83
281214,Phosphorus pentachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
281910,Chromium trioxide,378,183,124,99,60,74,36,37,4,0,,10057,11406,9924,9082,8601,8365,8086,7288,6633,7070,,22241,28887,16945,10255,10522,19569,10454,11938,9617,8266
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,351481,395235,337405,336622,319770,310312,254554,186100,177663,220044
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,41,0,0,0,,0,0,0,0,0,0,0,0,0,0
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29,88,67,41,3,16,22,95,1,195
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,1,0,12,0,0,0,0,,0,0,0,0,0,0,7,0,4,2,,9,30,11,22,48,44,29,40,65,49
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),2711,3135,4849,2000,728,418,50,6,0,0,,88,249,156,144,96,45,107,87,66,191,,90393655,102080390,90751176,55691375,55927221,74278723,72674453,95884545,113324502,168938362
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,9,301,313,132,95,0,0,0,,0,0,93,3,6,48,519,0,13,40,,2185744,3192361,2718871,1994250,2065466,3998280,5827259,6374589,4904341,4512496
261100,Tungsten ores and concentrates,0,0,0,1184,0,0,0,0,0,0,,0,0,3,1236,0,0,0,4,5,18,,153918,132571,93846,35953,22937,27487,45551,17471,15934,54576
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,5,0,1,0,0,4,0,58,279
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,0,,27196,22279,15115,17787,17039,25974,36719,32368,34372,35505,,8366,10735,4923,695,1018,485,130,0,0,0
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,1038,1019,570,337,674,742,759,526,105,6,,107,8,173,44,21,12302,14018,6544,36990,99040
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,5,0,,9,1,659,0,0,0,4118,4980,5700,2760
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,372,0,0,0,0,0,,61464,105371,82392,56952,47567,61935,81002,100740,107131,165866
