Product code,Product label,Japan's imports from Russian Federation-Value in 2012,Japan's imports from Russian Federation-Value in 2013,Japan's imports from Russian Federation-Value in 2014,Japan's imports from Russian Federation-Value in 2015,Japan's imports from Russian Federation-Value in 2016,Japan's imports from Russian Federation-Value in 2017,Japan's imports from Russian Federation-Value in 2018,Japan's imports from Russian Federation-Value in 2019,Japan's imports from Russian Federation-Value in 2020,Japan's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,1,1,1,,0,0,0,0,0,13737,8036,9837,9319,15603
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,0,,184950,246439,167294,121483,212986,120951,170010,200666,206116,232793,,8096,4619,4899,5085,4663,3651,4455,5212,4300,7457
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,57,106,50,148,248,223,244,227,117,106,,3110,2791,2724,2707,2728,2481,2426,2240,1719,1720
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,0,0,0,0,0,0,,447,473,286,604,711,627,493,930,372,306,,20319,18585,23922,17862,16124,15998,19516,17392,12942,16891
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,0,0,0,0,0,0,0,0,,235,158,260,218,296,296,191,315,298,267,,6436,6780,6307,6037,4742,4889,4745,4924,2775,3262
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,0,,1,3,2,3,5,9,4,1,1,4,,1654,2349,2448,2696,2484,2860,1441,1266,1270,1845
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,0,0,0,0,0,0,0,0,0,,43710,40937,44518,28640,38318,48199,50141,54322,53988,70145,,16250,17446,18268,13362,14392,15702,15898,16182,16321,20115
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,0,0,0,0,0,0,0,,14099,13429,12629,9449,11212,13048,14308,15742,16184,21231,,52288,46834,47823,44221,45645,48486,55409,52537,48216,57080
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,0,0,0,0,0,0,0,,12734,13137,11487,10392,10555,13930,14877,17631,17361,25167,,11053,13626,15462,12216,11552,10991,12196,15872,11641,12396
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",0,0,0,0,0,0,0,0,0,0,,1313,1467,1196,1379,1811,2594,3252,5120,3619,5205,,15914,13683,14748,15730,16248,14760,15177,14469,13054,15317
390311,"Expansible polystyrene, in primary forms",0,0,0,0,0,0,0,0,0,0,,43840,69890,58492,38702,38889,50480,63887,51799,47738,83336,,29241,33385,30630,24503,17630,18936,16475,14470,11284,14167
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,22354,28969,30519,21906,22084,26216,30468,36161,35399,72687,,15645,15143,15964,10989,9356,8726,8476,10413,10333,7180
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,0,0,0,0,0,19,0,0,0,,112,136,235,147,305,219,441,357,428,946,,1014,1443,961,813,880,961,1325,1228,1258,2207
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",0,0,0,0,0,0,0,0,0,0,,117,96,71,162,319,323,460,877,646,1173,,12504,22035,15625,8551,14460,16427,16959,17895,12113,32648
390730,"Epoxide resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,9090,9042,8340,6935,6525,8085,11174,10679,9670,18358,,153466,153118,155308,138302,137891,155660,190847,169310,149234,213412
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",0,0,0,0,0,0,0,0,0,0,,2681,4125,4677,3942,4791,13345,12072,13751,15034,17043,,234661,262294,282078,273712,253116,332955,405914,376076,303010,546840
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",0,0,13,6,0,0,16,0,0,0,,208308,231774,229989,147998,122860,188492,225612,161866,113259,216013,,411740,392352,417413,389691,366672,412244,505676,500109,298452,517628
391510,"Waste, parings and scrap, of polymers of ethylene",0,0,0,0,0,0,0,0,0,0,,2556,1428,1349,965,594,1090,2173,2355,1684,3663,,437,394,344,303,696,1035,1370,953,447,439
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",0,0,0,0,0,0,0,0,0,0,,2270,1482,1642,1091,1102,1525,2102,2071,1401,1609,,2710,2412,2756,2674,1295,893,1902,24345,735,877
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",0,0,0,0,0,0,0,0,0,0,,24201,19143,39271,18459,14154,34178,25063,26667,22305,22685,,14512,11476,10528,8786,9139,9139,9123,10859,7806,9560
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,20,15,73,27,71,134,231,270,323,367,,2924,5110,4816,3056,2995,2704,2340,3123,9820,18545
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",0,5,0,0,0,5,0,0,0,0,,27983,33883,30165,22468,25413,29019,36687,35301,42166,115317,,34880,36198,32253,35155,33499,34273,36112,36139,30653,32372
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,78,100,183,26,70,101,89,75,45,53,,1209,724,3155,2377,2489,2009,2444,2273,1490,2330
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,0,,277,211,64,145,478,432,921,1227,1356,1651,,439,784,471,307,407,494,451,497,209,101
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,0,,0,45,412,1,4,0,0,1,6,3,,286,306,274,193,245,162,259,220,231,48
380630,Ester gums,0,0,0,0,0,0,0,0,0,0,,242,562,850,443,355,510,2861,1424,653,168,,22732,23660,25931,18295,15886,14759,15025,12492,9413,14824
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,0,,194,170,153,160,460,475,37,48,146,684,,29755,28477,33910,32516,28965,28731,42574,31653,31023,44142
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,0,0,0,0,0,0,0,0,,1599,1673,1243,578,1033,1942,1953,1866,2124,3239,,25632,22026,25261,22169,23353,23712,22923,20397,15488,20509
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,0,0,0,0,0,0,0,0,0,,27012,44356,51933,49636,46371,44475,25548,53621,32882,33862,,46631,58075,68050,98088,93529,89921,101733,103663,90017,103287
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",0,0,0,0,2,0,0,0,0,0,,3875,6090,2906,1359,3578,2713,5046,3159,2343,6867,,97817,78606,75394,47902,43545,42171,48119,45038,45198,49069
382370,"Fatty alcohols, industrial",0,0,0,0,0,0,0,0,0,0,,0,37,40,27,56,62,213,110,126,286,,107260,96252,120078,99609,100295,126052,123744,110379,97555,142599
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,0,0,0,0,0,0,,1345,842,368,218,355,228,178,275,82,44,,8444,12805,22310,22997,18474,22348,25441,21762,16203,20193
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,,0,0,11,0,0,0,0,0,0,13
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,0,,61,6,19,37,23,53,67,38,294,316,,94511,89940,104759,79665,65605,71948,65335,73633,71540,89697
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",0,6,4,5,0,0,0,0,0,0,,1163,1815,2943,2363,2486,4095,3473,5046,9765,18779,,260152,266721,287686,258899,241717,253826,250925,274498,295891,336745
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,41368,40789,35989,61098,49331,67070,60666,40010,41891,0,,707,2430,3097,3566,3290,2777,482,771,2859,991
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,62,47,3,6,25,32,9,2,2,2,,87,50,75,108,34,21,22,0,11,12
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,18,45,135,26,29,5,31,23,13,9,,2252,1540,866,682,527,549,237,598,180,335
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,68,212,162,65,69,112,112,146,303,560,,0,24,3,0,9,5,7,0,27,107
321511,"Black printing ink, whether or not concentrated or solid",0,0,0,0,0,0,0,0,0,0,,241,232,306,597,509,774,879,947,1024,1279,,20491,19240,27856,22946,21826,22381,23117,23591,23013,26374
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,0,0,0,0,0,0,0,,7392,10473,6978,5713,6545,9565,12616,11155,9755,9572,,17945,19895,21065,20434,20780,17318,17104,18383,16473,17980
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,0,0,0,,12,9,7,23,38,30,24,91,183,197,,17503,16210,14920,12506,14505,13753,12399,13577,13670,15931
392410,"Tableware and kitchenware, of plastics",0,0,3,0,0,4,0,0,3,0,,12494,16303,15620,12644,14743,17389,18922,20477,21556,27441,,323316,322104,306865,291141,288844,284539,310881,315298,294721,322815
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,201,162,131,117,102,189,178,238,177,275,,5475,3331,3571,2707,3131,3575,3607,3971,2211,2616
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",0,0,0,0,0,0,0,0,0,0,,86727,70855,44610,43841,38361,53945,69691,57833,43355,84489,,38259,27361,26540,21079,18866,23368,24878,22862,13130,23047
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",0,0,0,0,0,0,0,0,0,0,,1603,2533,655,755,586,647,406,360,939,2077,,73882,42409,39547,36426,36977,36904,48388,38112,30919,48388
400829,"Rods, tubes and profile shapes, of non-cellular rubber",0,0,0,0,0,0,0,0,0,0,,2298,2691,2725,2626,1998,2861,2887,3066,2744,3584,,3196,3334,3027,2492,2410,2780,3559,3487,2012,2109
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,7417,6891,5421,4446,5298,14482,6999,6725,6879,7425,,41776,38382,40901,41144,52704,50674,47908,47609,38240,43366
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",0,0,0,0,0,0,0,0,0,0,,2863,8721,7872,947,39,99,20,0,249,84,,1310,970,840,1200,813,787,2256,1683,460,772
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,37,8,8,0,48,175,259,384,194,38,,165,21,25,37,24,47,42,3,12,19
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",0,0,0,0,0,0,0,0,0,0,,5108,4630,8086,10409,12746,11692,13191,5547,2662,2563,,10316,10899,11885,10765,8257,9158,8881,5556,4574,4417
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",0,0,0,0,0,0,0,0,0,0,,1063,553,732,392,206,404,396,545,181,442,,15230,12881,9763,13862,19550,9021,8551,8481,4990,5094
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,0,0,0,0,0,0,0,0,0,,78,37,111,147,109,530,131,139,94,117,,4724,4457,4585,3740,3151,3619,3171,3088,1985,2612
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23,0,55,89,,3725,3234,2554,2208,1518,1402,1325,940,616,961
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,296,54,126,104,76,82,158,0,1,15,,7557,4377,8442,6965,7524,6818,6998,5801,2499,3831
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",0,0,0,0,0,0,0,0,4,0,,262,190,118,152,202,299,435,525,920,1363,,53059,50402,50732,44509,46882,50702,59970,56309,53644,68673
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,0,0,0,0,0,4,0,0,,1742,2603,1847,1625,1659,4268,2735,2653,5508,4194,,373759,358830,348008,331689,309181,331162,311931,346744,139479,99364
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",0,0,0,0,0,0,0,0,0,0,,977,755,868,876,557,764,892,858,816,1124,,38619,39071,41651,38869,39819,39432,41759,41279,38181,42959
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",0,0,0,0,0,0,0,0,0,0,,2,18,7,56,13,24,19,9,17,15,,876,832,608,535,477,457,413,497,311,772
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,2,0,0,0,0,0,0,,166,4028,87,66,3,149,5,26,11,4,,1912,2547,2514,1670,1183,1282,1921,1425,1409,1902
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,1963,638,197,486,1115,0,0,0,0,0,,0,7,14,22,162,0,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,103,980,337,245,556,,0,0,0,0,0,15,31,9,10,8
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,191,8952,10303,9945,8932,10676,,0,0,0,0,0,15,0,0,0,0
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12568,13966,10509,10199,10918,,0,0,0,0,0,1389,294,2,0,0
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17203,22311,21020,12176,13150,,0,0,0,0,0,11,23,5,7,13
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,61,97,859,761,507,,0,0,0,0,0,139,21,0,10,16
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,2,3,0,0,,44,55,77,204,135,25,122,54,55,195
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12739,6130,6959,8027,4846,4121,5035,4802,3124,3634
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,223,207,170,266,37,37,84,46,7,10
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,47,416,62,542,2783,4294,2904,2591,863,1258,,12813,13419,11351,8834,10729,10594,10693,9577,7977,8022
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,1884,1789,1252,629,428,335,283,228,196,134,,10448,7462,10478,8958,13966,15910,22891,19921,14202,18031
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,0,0,0,,18,4,20,3,7,1,5,0,10,4,,1184,1246,1108,805,1206,1273,1588,1661,1144,791
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",228,364,0,0,0,0,0,0,0,0,,200778,194648,198774,157992,176756,248886,306422,303682,258496,456043,,119490,123045,110980,88373,93298,94726,102110,103641,91526,107823
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,0,0,0,0,0,0,0,0,,29,26,10,37,65,145,112,41,61,109,,35,25,134,73,57,58,0,0,7,18
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,0,0,0,0,0,0,0,0,0,,32819,24978,22815,43582,34111,45158,45959,33356,40258,71656,,74525,67116,49850,23176,23129,17776,15253,16140,12832,13788
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,0,0,0,0,0,0,0,0,0,,1206,281,425,157,795,1228,1608,769,99,489,,11735,10216,7735,5618,5597,5906,4409,3982,3968,3365
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,81,1781,269,341,148,301,,0,0,0,0,0,224,152,76,74,92
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,76,95,204,355,646,,0,0,0,0,0,534,705,1184,1595,3569
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,0,0,0,0,0,0,0,0,,7,5,13,6,1,3,4,3,3,5,,66,152,109,46,35,40,35,39,16,28
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,0,0,0,0,0,0,0,0,0,,0,158,17,9,15,6,8,6,59,41,,2344,3591,2793,2068,1705,1849,1678,1572,1117,962
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,360,,0,11,12,2,0,0,3,0,0,2
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",17,21,0,0,0,0,0,0,0,0,,79,116,0,2,0,0,34,7,0,0,,7264,7467,5571,3113,2582,2441,2297,1450,344,464
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,3,1,4,0,7,95,3,2,1,0,,1114,960,1148,1321,1009,334,288,336,115,108
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,48,62,184,6,48,17,175,21,76,116,,729,694,1025,980,730,528,481,512,359,596
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,82,0,0,0,0,0,0,0,,256,967,2430,2082,333,583,664,137,541,614,,86778,86354,96096,89797,78551,76108,93552,90661,50444,33445
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",0,0,0,0,0,0,0,0,0,0,,195,341,77,94,31,18,23,36,29,1,,9033,7884,6419,5330,6196,6345,7476,7241,4173,4031
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,398,377,1394,508,1455,809,362,247,131,177,,4769,3358,3114,2102,3828,1781,2991,3969,2351,3989
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,158,40,372,7,34,272,134,22,101,39,,9938,10181,13463,11494,11030,9284,10531,7971,5639,8542
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,8861,10033,9967,6638,6056,5375,5616,5478,2894,4586
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,26,0,0,0,0,0,0,0,0,,10219,11107,12768,11371,11729,9159,10080,8052,5838,8657
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,131,119,254,18,37,32,26,54,38,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,15,111,2,8,31,3,0,1,21,21,,121,39,14,42,57,73,37,9,7,7
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,242,372,332,397,267,175,232,395,101,136
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,5064,4191,3421,2711,3685,3632,3128,2728,3772,2776,,5550,6766,5469,4133,3765,3356,3165,3316,3629,2162
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,0,,1024,1037,911,964,1082,1363,1393,1290,1119,1428,,4768,4580,6195,6177,4244,2656,2838,2571,4170,1500
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,1015,1424,1112,1208,1113,1326,725,735,593,589,,5801,7115,7284,7400,6932,6539,5315,5467,6101,8177
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",0,0,0,0,0,0,0,0,0,0,,78,74,16,21,6,7,16,40,45,39,,1865,1874,1421,1082,925,828,904,671,355,295
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,8,2,4,10,11,51,181,293,317,,809,1464,1615,1555,909,590,609,546,290,288
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1816,1653,1623,793,1106,2134,1486,3100,2893,3696,,1680,3426,2348,1851,1089,1107,1409,1651,746,476
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,34,94,77,4,0,13,19,16,10,19,,1455,1003,603,411,404,367,1029,337,259,683
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,65,1,1,11,1,3,0,5,11,1,,33,85,61,46,121,85,68,93,16,128
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,0,0,75,1,43,0,0,5,19,48,,2600,2869,2799,2376,2014,2106,2062,1785,1528,1502
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,1567,652,1274,1824,1024,625,2104,1452,200,203,,2010,1766,2272,1849,2156,2293,2078,2227,2055,1910
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,0,,17,31,35,40,34,56,60,62,62,74,,4798,5246,4940,3419,5135,4795,5075,3557,3630,4624
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,0,0,0,0,0,0,0,0,0,,3930,4461,4045,3525,2348,6392,6851,9795,3729,7113,,16873,15704,18109,17401,18979,17481,17868,17597,12845,18651
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,0,0,0,0,0,0,0,,125,111,114,25,339,446,577,405,535,547,,1429,890,1135,1378,2118,1505,2608,1942,1368,1429
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13473,14624,17534,15494,13310,15840,15157,12635,8278,8104
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,0,0,0,0,0,0,0,,16,2,0,0,5,22,136,188,200,441,,4284,2578,3144,2457,3583,3974,4386,3821,4987,4484
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,90,72,39,25,19,1692,2179,654,525,380,,6415,5778,6167,5162,3864,5141,5680,5914,4508,6032
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,1404,1312,794,702,944,1396,1328,2013,1724,2536,,10150,10202,13522,14961,17405,18559,19029,19897,18221,20016
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,113,94,151,49,63,63,132,176,252,415,,2580,2621,3746,3795,3264,3755,5572,4646,3834,4449
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,379,130,283,51,13,33,12,22,45,19,,21516,19831,17971,24822,22857,20509,19315,24735,21913,18190
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,207,152,347,317,777,1072,619,641,727,1236,,3943,4078,4201,2940,2717,2491,2050,2815,1535,2132
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,0,0,0,0,0,0,0,,8,24,6,85,51,86,6,22,14,9,,175,163,202,38,67,49,27,66,66,24
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,40,95,393,210,51,37,86,4,13,,335,457,333,511,419,601,734,781,406,334
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,28,12,15,14,,625,1063,698,391,317,295,375,480,633,762
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,20,0,0,1,0,132,6,0,0,,9789,10854,10594,7127,10198,6620,8913,10089,5652,5442
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,91,34
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,170,0,0,0,42,,18244,18696,18187,20182,18643,17917,18749,17864,11620,15653
