Product code,Product label,India's imports from Japan-Value in 2012,India's imports from Japan-Value in 2013,India's imports from Japan-Value in 2014,India's imports from Japan-Value in 2015,India's imports from Japan-Value in 2016,India's imports from Japan-Value in 2017,India's imports from Japan-Value in 2018,India's imports from Japan-Value in 2019,India's imports from Japan-Value in 2020,India's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
390920,"Melamine resins, in primary forms",461,1037,1043,1219,2018,3387,3372,3070,2287,3787,,36306,36166,32281,30439,31548,31465,31180,29473,24362,32571,,19339,19809,21404,20827,21878,25048,29309,26786,18219,31405
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",3770,3772,3944,5409,5265,5283,5198,4111,2377,3716,,149856,107033,117206,110391,116940,112340,117018,132723,130495,142392,,37332,45700,60104,55639,54128,54056,65383,50757,31971,43662
280490,Selenium,8103,6053,5330,2668,2626,3516,5003,2571,2221,3705,,68187,41495,30967,18414,9195,19856,21444,13749,9991,12687,,28372,19044,15290,10016,7823,7644,14082,9491,9268,9653
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",34367,32414,8178,3805,11064,6700,6096,4844,2738,3663,,631089,795908,748949,956284,1038384,1012446,1053814,1193158,1165970,1066336,,281803,190694,133094,173694,239598,137465,120387,118840,72779,87388
900150,Spectacle lenses of materials other than glass,2594,1217,1588,1485,1815,2134,3136,2487,1790,3658,,129876,103222,95343,89096,92635,96129,98461,98818,85181,108513,,57890,55662,60447,68376,88620,120156,128682,135078,113797,126182
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",129,206,138,237,422,0,4,0,714,3644,,13222,11522,9252,6708,7160,8866,10458,7475,6012,9907,,3464,3061,1830,3848,19720,2432,771,571,1245,4635
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",389,18,483,190,133,2279,50,3559,12695,3637,,278909,203810,196446,142782,162495,184237,207036,191354,209687,361280,,41958,46489,52472,53446,51813,77517,128659,96712,73953,237716
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",3516,4954,3983,3816,4204,4923,5143,3300,3325,3617,,28627,24926,24565,21767,22033,23292,26941,24947,23249,30752,,57625,66369,39203,36912,38376,60648,108528,99482,89418,116535
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",10613,7603,5399,6670,5743,3868,4937,2941,2644,3598,,6973,6229,4885,8754,11932,8670,6906,7117,7233,11762,,94433,82782,97752,61477,55278,51257,70214,39706,35268,38328
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",4502,3240,3885,2943,4167,4303,4451,4033,3526,3589,,85975,71902,78485,73370,71864,76816,75339,79013,72827,81125,,47256,39380,55376,45754,42059,65120,142888,140613,95409,155791
292121,Ethylenediamine and its salts,4370,2531,3498,4328,4220,5249,2722,1041,1959,3586,,41578,23112,30571,20858,12750,19314,10922,5779,9166,23944,,46036,57234,78340,87119,72895,87616,99673,65030,55631,86789
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",23097,11826,11761,4971,9239,10675,11737,9609,4084,3576,,9786,6060,3308,2314,1808,3502,3187,1458,1080,771,,96380,52037,42348,33050,27893,35191,53192,38840,19054,25406
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",2315,2198,1621,1832,1435,1959,2536,2940,2327,3567,,421395,442793,438464,412350,434770,422720,421254,413578,575291,486350,,29409,30154,31181,27727,27395,29642,48185,44793,35916,68479
290712,Cresols and their salts,1672,3518,2042,1053,2003,3115,3448,5739,5770,3567,,20411,18490,18022,6103,11820,9648,6143,8432,3953,3767,,24312,24134,23355,19582,17918,22708,29953,33939,44946,43774
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",2724,1198,1692,2035,2349,2197,2601,2779,2177,3545,,243636,251748,256240,216128,237943,242855,269996,251801,262062,296145,,66236,72291,83548,89236,99019,104175,131815,116303,122395,167513
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",222,0,60,126,1107,2624,3585,3613,2059,3527,,37920,26255,17244,17522,23623,33269,38341,44240,40422,57347,,21156,3032,4305,7357,14033,8181,8656,7144,5867,9199
831120,"Cored wire of base metal, for electric arc-welding",1005,1381,1734,1819,2102,1766,1973,2337,2544,3520,,101612,74614,76438,61908,50206,59524,58892,64618,50412,59611,,26861,21082,24799,22926,20851,24249,33289,33404,25986,43629
400931,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",1101,794,814,343,926,2421,2003,1606,1827,3515,,293707,266124,224241,185711,177525,185192,194107,181569,149653,191203,,13262,14293,14714,15188,13532,16054,19763,18041,15003,24530
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",5128,4156,5757,3964,4590,5184,4994,4273,2752,3476,,8351,8921,8785,9591,8592,8158,8927,7721,6436,7284,,15399,14193,17169,14125,14945,17276,21386,16031,11410,13348
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",4827,3107,3851,3235,5000,5593,5383,3027,2742,3473,,1319418,1226278,1181614,1027344,1136723,1170870,1150130,1045668,851262,1076245,,56027,72316,72603,56448,63029,78078,109213,84494,55086,92381
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",3845,2764,1411,1915,3046,3388,2463,3122,2800,3450,,229109,202624,194033,183223,194636,188399,197686,209144,213397,232978,,36342,39276,43848,37762,43058,51107,55721,54123,42185,53764
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",677,911,1436,2216,2008,3163,4349,3451,3034,3377,,147665,125512,143259,147866,128819,169804,187193,141599,130815,191285,,8412,9829,12673,16362,17679,22441,25526,24606,21236,22138
901520,"Theodolites and tachymeters """"tacheometers""""""""",438,373,376,1439,5292,5940,5830,5739,1132,3371,,122549,91352,82204,77777,76839,87431,93356,72501,53968,71399,,1812,6332,6630,8742,9841,10477,12534,12708,7749,12549
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",5233,2643,1413,1203,1885,3724,7083,5300,2662,3355,,523241,399758,422616,351561,407433,476230,568713,515408,494891,623968,,63797,42976,53545,50656,53134,52248,78596,85713,90227,133179
853649,Relays for a voltage > 60 V but <= 1.000 V,3551,1614,1761,1402,2091,1673,2349,3124,2410,3352,,108367,120721,115321,96914,110759,110168,110604,104485,99265,116737,,147628,134217,127508,127593,128441,132284,154639,142905,121874,155292
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",2162,1802,4883,2140,2630,1566,4615,2342,6103,3352,,158597,114352,100694,95568,59266,71170,104543,108057,149133,81440,,199731,58190,66296,71645,47143,44469,68808,76599,61705,81408
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",7708,16653,15313,20751,15835,17033,12788,6268,2869,3334,,128716,152075,175008,163409,152908,178270,183082,121026,83233,162584,,122559,196041,185149,236530,275126,248567,137516,161672,72975,127587
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",11973,9621,8869,3962,1998,3382,5361,3081,1714,3313,,94019,89563,91931,96739,79180,78266,96094,90433,69621,92109,,38639,34088,39596,47800,58963,67769,85994,63336,45821,69651
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",352,82,412,1037,999,1100,1649,2275,1384,3275,,37660,31552,40584,36513,38368,33663,37276,48000,44772,61007,,19027,18933,20239,25928,31770,36908,50520,63311,76354,160240
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",12373,5124,9471,7518,7297,3209,3158,9444,3960,3247,,1420010,1364645,1333085,1868063,2221532,2483862,3323493,4209092,4223491,3815356,,475297,489393,566247,517828,583499,707572,744419,955151,732440,1363334
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,161,982,1546,1769,2965,1370,311,930,49,3245,,12484,10186,10256,9475,10764,13469,13357,10540,8091,10226,,4764,5331,5183,4956,6637,4739,5071,5343,4164,8128
842810,Lifts and skip hoists,5254,1658,1069,1825,2063,5019,3323,6217,3165,3231,,197040,191929,223840,202151,210084,205040,168269,154646,127795,79848,,107653,99554,106027,97071,131849,135139,135753,137940,77802,77657
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",8050,5667,2172,2722,869,841,3274,2395,897,3204,,213306,127774,140436,90258,135556,124130,120747,128932,80718,84161,,39128,43180,28210,30529,26051,35357,40497,49419,25554,29472
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",1255,1815,2390,2092,2584,3369,3257,2615,2922,3203,,66071,77812,65484,60793,57961,63147,63940,61922,42478,63488,,60982,65628,82966,98664,98142,113554,133841,135303,52784,104600
848140,Safety or relief valves,674,685,1198,1194,1400,1342,1996,1211,1450,3196,,399615,421071,421001,378200,331367,298991,285129,359023,286804,325376,,21503,22316,21416,19137,20424,22602,38222,36119,41242,48570
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",1038,2920,2299,3295,2746,2428,3327,2579,2635,3188,,76213,78473,79305,78089,71271,75776,84855,91466,91909,105355,,24899,26781,28894,31549,31765,42062,49646,59404,48890,60272
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excluding ...",4488,13441,2877,2067,4,3569,10681,12068,8597,3186,,1248820,1260446,1317467,657227,464906,528204,573995,587128,432119,333179,,126674,91568,98038,37252,59789,27900,76691,139328,78896,47402
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,40,84,84,745,1223,0,762,1575,3177,,509133,402360,308635,207154,121356,155433,178516,142057,103426,153929,,32627,57280,70789,69945,69234,103955,142567,112932,63909,143538
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",1604,1122,1712,925,1887,1221,1078,714,1025,3144,,335607,273482,266862,220708,207548,230672,231297,181328,155841,206574,,120961,147793,154514,159010,153765,197514,243996,196865,133202,293798
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),311,641,350,251,177,431,379,2900,4065,3123,,27495,33650,30493,29569,33636,36183,38584,22175,12246,11766,,7295,7431,32768,9890,5454,5425,9087,11854,13158,15689
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",1583,1580,2122,873,999,1023,1931,2804,2679,3115,,36260,34228,34302,20748,21120,22524,32155,36537,56621,49601,,61627,72857,73207,60118,52465,61084,83016,93608,82083,78570
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",1261,82,384,758,995,1129,1431,1613,1394,3115,,45066,38501,46965,45555,51931,62277,73063,73514,69164,84259,,14628,25081,28312,31711,29374,36195,51036,61705,62849,106705
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,5310,2587,2736,2429,1805,3610,6188,3045,1799,3100,,175246,157131,145577,140647,137738,181369,185035,171945,185578,234577,,97334,76394,52930,51697,43540,50127,77034,82215,76340,115332
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",17,6,18,292,354,3,2,0,1603,3090,,29497,35777,49870,39258,16326,15399,9449,10949,9472,15202,,20221,58600,60958,90376,151755,49558,12166,5356,420821,1121650
810830,Titanium waste and scrap (excluding ash and residues containing titanium),280,0,0,0,0,9,0,136,1105,3078,,21985,13647,18181,20682,16576,23706,25266,30840,19441,18322,,328,0,0,732,3055,3823,10122,12542,11800,21201
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",21864,9831,10442,11894,7416,2418,4410,3139,1580,3058,,87681,74040,93468,77650,63446,66056,83013,63403,47650,52611,,123251,138643,119289,106262,87087,78232,98252,93270,72734,142074
291613,Methacrylic acid and its salts,2471,1368,2984,3206,3765,3613,6315,3380,2912,3054,,24572,25537,20252,15024,15128,24783,26514,15365,11776,12971,,20533,18728,20923,18564,17985,25750,33815,24233,18360,46601
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",2061,3398,2153,1608,2002,2057,2614,3193,2451,3054,,81291,83403,71508,83175,87318,111197,128434,156841,142453,167536,,32902,33406,23609,24769,25693,34431,53672,88020,86094,111642
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",5487,2618,4431,2742,1829,3108,3462,4908,3628,3051,,99395,73662,59484,56056,49084,43082,69138,50912,52403,33892,,146715,110543,79672,94513,57900,76043,107608,134903,63316,104258
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",1817,1231,2807,2666,2803,2649,2844,3082,2418,3018,,120,322,87,97,57,80,673,54,16,18,,7938,5794,6951,6532,6362,8319,9418,9014,7335,10435
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",851,532,826,1052,1100,1026,2113,2367,2800,3012,,447376,381728,370247,328797,339610,373322,384694,345166,340437,404836,,14904,11156,13598,13979,13832,17187,26187,24497,24236,30058
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",1787,1839,1412,701,2917,1096,889,2538,1141,3000,,37206,18076,17485,12378,8240,15171,18057,18873,9798,12019,,11431,10576,5306,6027,9350,10502,12724,12481,8822,14667
842131,Intake air filters for internal combustion engines,371,245,406,240,286,449,1130,872,1177,2995,,62682,53043,50298,42376,35830,48407,60953,47227,37324,52136,,7913,10488,8132,8859,9982,17042,25420,20203,21742,24957
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",616,686,1158,1072,1202,1634,2115,2327,1345,2993,,31254,31234,34455,32220,26903,27589,26743,24464,15779,16528,,4039,4597,5107,4324,5005,8685,15174,14992,10917,16755
390450,"Vinylidene chloride polymers, in primary forms",513,724,390,822,438,555,806,761,2138,2990,,64766,46998,41446,40209,38378,27297,30104,30200,28305,35371,,11202,15443,17908,15340,15007,16993,21688,18338,23188,26410
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,5767,5631,5837,3954,3167,2118,5565,2768,1406,2980,,409732,410284,378297,335483,339902,342151,334261,320027,281879,344786,,34389,32789,25648,23040,21547,24075,32760,31943,26742,41247
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",1149,881,438,924,1236,586,1109,1164,1757,2977,,98114,105357,97037,91472,84788,93247,106217,109110,109080,141343,,46266,47387,52121,36050,32160,35002,43912,35241,18851,33942
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",338,0,354,905,2073,2339,2427,1752,1540,2974,,179911,160585,149589,141875,142034,149956,145105,113958,86776,121404,,8010,10705,11481,13575,17157,18358,18063,17659,11977,16396
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",445,153,524,702,219,321,2047,2119,2020,2963,,23854,16004,16130,13191,14345,15506,19941,19356,17479,20256,,17550,15424,17726,13965,15088,20141,28671,30707,23164,27251
750890,"Articles of nickel, n.e.s.",5,1167,27,481,1030,1143,1765,1653,884,2947,,44936,32085,32254,30861,30706,41791,60881,64971,59163,67114,,9180,11592,13685,16505,17852,13302,19705,28591,26026,42295
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",2783,2682,2894,3231,5003,3171,4467,6379,254,2943,,1378136,1254760,1363998,1139419,1222540,1362544,1641240,1142389,964896,1323932,,12416,16288,18432,32148,33540,31754,33037,27680,11196,30359
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,2334,2197,1432,2004,2939,,0,0,0,0,0,298653,325887,286984,387961,514642,,0,0,0,0,0,10793,22445,34439,28343,17733
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",11382,9823,8004,1616,2633,1170,843,1116,2413,2920,,67008,56502,63786,61165,69383,70691,67956,77422,84861,104347,,118183,100906,105696,108185,96212,103030,179167,248325,240946,262043
