Product code,Product label,"United States of America's imports from Taipei, Chinese-Value in 2012","United States of America's imports from Taipei, Chinese-Value in 2013","United States of America's imports from Taipei, Chinese-Value in 2014","United States of America's imports from Taipei, Chinese-Value in 2015","United States of America's imports from Taipei, Chinese-Value in 2016","United States of America's imports from Taipei, Chinese-Value in 2017","United States of America's imports from Taipei, Chinese-Value in 2018","United States of America's imports from Taipei, Chinese-Value in 2019","United States of America's imports from Taipei, Chinese-Value in 2020","United States of America's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",21,47,34,357,769,863,989,360,1172,1526,,717,1048,704,1429,1912,2924,4582,4522,3780,5675,,83926,83226,87151,61887,59216,65078,72650,72965,65533,82097
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",0,1252,1872,1202,339,647,309,492,8847,1525,,5079,7874,7986,4921,3448,8108,4451,4483,28275,10692,,96821,62978,83353,85062,107941,142588,88398,71429,138655,166826
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",1232,856,1619,1878,2327,2648,1776,864,766,1522,,9212,5344,6194,6592,7125,11395,10182,9727,7917,11413,,172030,172867,184418,219955,207030,197713,199955,161030,178243,290450
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",4279,2578,2664,2307,2371,1513,1817,1837,1231,1522,,4338,2812,2855,2698,2585,1847,2426,2001,1552,1754,,228281,209440,253891,285444,225328,178814,159579,154096,101361,130398
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,258,493,647,811,800,952,1197,737,861,1521,,682,558,479,624,510,349,549,462,567,440,,7565,7137,6383,6931,5722,6947,11644,6912,7677,10539
120991,"Vegetable seeds, for sowing",586,495,311,1342,1484,1179,1066,1201,1333,1520,,6414,6628,7955,9738,8265,10703,10709,11608,12899,14326,,370091,368189,389711,378142,370403,389229,399780,371522,306775,385228
220300,Beer made from malt,279,335,227,275,288,227,482,600,1011,1519,,6668,8274,6597,6453,5862,7993,6646,6600,6148,7134,,3917077,3906799,4346815,4754841,5078823,5326123,5575433,5843851,5977170,6626085
390710,"Polyacetals, in primary forms",426,286,392,478,599,1136,411,983,428,1518,,120131,133557,113410,101480,102731,115042,131022,117249,107429,143691,,64877,60409,77667,63834,71735,85637,94173,95460,83018,126262
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",208,135,302,660,287,339,616,1336,931,1518,,26756,27184,25924,22064,23170,24913,24727,19437,19942,27583,,19491,19973,25968,26589,26796,30818,27685,32203,17447,25871
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",1884,2022,1197,1043,1022,2074,2003,3201,1225,1518,,5481,6214,4437,6510,6847,8236,6634,5709,4007,5716,,378921,396465,377483,219919,159432,179003,219205,298906,204436,243170
960719,Slide fasteners (excluding fitted with chain scoops of base metal),2230,2072,2088,2210,3261,2032,1170,1522,1207,1518,,177932,194495,202643,180381,175120,186210,181077,170513,147956,201493,,13379,11513,11441,12984,11954,10824,11392,10685,11313,13552
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,1318,924,868,866,1206,1026,915,404,445,1509,,5394,7683,10211,870,929,1307,1424,2287,1930,2054,,17193,30164,44226,57165,21390,23112,21225,16356,11083,10452
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,35,254,89,92,80,68,312,263,645,1509,,638,651,1312,4950,9920,12808,8328,12289,12641,18623,,55236,68534,114871,72554,80280,88807,118413,134428,100038,115318
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",1040,1044,1357,1046,1229,1880,1240,3436,2269,1509,,1573,1081,1086,1124,1299,1393,1507,1798,3034,2234,,182849,185009,206716,222686,223244,235659,260092,269030,251820,363155
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",377,725,764,896,308,490,2779,1270,3408,1505,,47819,74740,37065,23463,32677,56093,33941,40367,25271,54312,,53516,44439,42887,50391,44164,47748,46169,86992,61161,58206
850750,Nickel-metal hydride accumulators (excluding spent),2825,1597,1379,1030,2015,1008,967,1003,1047,1505,,0,16,1844,2537,2833,3080,2395,2627,2613,2668,,398992,426895,356073,291240,270327,251498,211229,224142,372112,476412
741110,Tubes and pipes of refined copper,188,233,465,503,299,356,610,510,1067,1502,,1260,2046,7027,6397,14626,13053,8553,4037,3693,6471,,556433,551168,581756,463916,404428,480249,531467,515925,603017,876164
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",318,236,183,135,1403,1959,3349,3825,1422,1491,,18885,23316,23524,21014,21714,23735,26142,20191,17256,25910,,186574,187419,190234,217346,243368,234785,235069,222442,200065,218177
291614,Esters of methacrylic acid,58,48,75,33,172,4471,656,704,254,1483,,120239,133486,182843,135041,109600,152180,125359,115562,82195,91898,,108853,123839,115168,106902,95891,175946,220417,201298,137819,421689
940120,Seats for motor vehicles,611,1025,870,620,635,646,400,393,1035,1482,,2829,2822,2738,2702,2679,2897,2712,2364,1992,2755,,165362,170588,170345,184894,173770,185914,223826,263968,258423,252161
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",56,244,200,373,568,531,747,967,1142,1475,,100,189,162,174,324,311,362,180,375,560,,150469,143651,145638,165212,162278,173080,196176,204501,235888,277780
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",1041,1342,1495,1659,1386,1173,1352,1187,1193,1473,,7313,7866,6679,5633,5084,4802,3736,3509,2254,2500,,50551,64301,71912,78726,89279,103555,125988,112600,108914,124014
961220,"Ink-pads, whether or not inked, with or without boxes",2125,1880,2097,1957,1653,1493,1174,1535,1058,1472,,6205,3897,4212,3384,3561,3385,3105,2987,2272,3221,,12377,9694,9250,9256,9262,9980,10206,10772,9235,11578
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",395,262,687,284,1535,1588,1367,993,866,1466,,0,1235,5211,18068,7799,5707,7413,4559,3457,9201,,36433,26464,31406,59786,57041,52255,80496,68063,28912,73974
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",693,947,1497,1519,1247,1538,1730,1604,1433,1465,,3564,5361,6730,9770,9194,4515,3964,1209,730,1998,,157818,145864,175113,200937,202185,172990,179852,170885,137256,200562
850410,Ballasts for discharge lamps or tubes,2697,2199,3040,2445,1259,993,665,959,1553,1454,,10429,10004,8344,5514,4078,2401,1787,1707,1765,2248,,920143,811120,696597,535429,453314,399931,352696,266874,223764,200148
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",4428,1043,901,2272,2015,2327,1632,1115,1133,1448,,115144,164101,118212,101044,73485,78378,59950,49551,52349,60266,,95107,114771,167266,202721,260370,301223,381977,380955,385094,472471
845590,"Parts of metal-rolling mills, n.e.s.",343,543,1140,295,307,364,81,1727,768,1444,,13351,16390,11250,15455,13244,15056,16234,17379,12912,16706,,178505,245935,175297,183393,121530,122362,152733,264990,287168,287948
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",981,653,859,261,185,454,865,828,847,1438,,1100,1011,1008,698,827,1270,1398,2081,2100,2178,,993943,1100525,1179024,1185568,1010588,919465,935741,881206,599264,780837
853910,Sealed beam lamp units,1191,1601,981,1251,923,1768,1115,935,1127,1437,,20837,18147,17546,10386,9490,11422,8329,6476,5827,7141,,30902,25802,44259,37652,18487,32448,46890,31526,21789,21895
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",601,1097,1246,1588,1251,1784,1288,870,940,1436,,1438,1288,1625,1670,3356,4138,3329,3262,5665,6710,,72462,82565,87589,83359,74743,88924,80485,79890,93482,157891
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",1918,1981,1684,1540,504,1141,1154,1598,1164,1431,,753,709,779,1121,722,728,691,775,724,613,,285883,275303,274822,273001,262915,277620,294963,263518,202858,197364
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",3012,3876,3038,2379,1105,1174,1166,2701,2334,1430,,16131,17660,18151,15006,14477,14403,17183,21849,30205,48183,,112339,122884,425041,690600,846404,1479082,1636610,1519706,1607447,3279432
80450,"Fresh or dried guavas, mangoes and mangosteens",0,33,0,0,2,3,0,4,1437,1429,,15718,21471,23043,31553,14155,19494,22561,29627,33734,31337,,424835,501521,492174,544149,583376,655950,637205,658227,718787,818223
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",688,478,515,543,695,932,970,1603,1405,1428,,6840,8470,10468,12905,13063,13147,16572,16439,15214,17355,,707546,863381,901202,892824,860711,878409,961948,965944,995517,1227747
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",13084,7268,11235,13074,12444,11218,7604,10784,3543,1415,,9076,6534,7246,6280,4384,7714,8967,7196,5374,8741,,76619,62779,76246,68849,59462,75335,82234,79611,48704,56556
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",948,1392,1171,569,1123,1150,1293,1626,1382,1415,,14891,91473,10837,8411,8265,9098,5563,10018,10086,13223,,27357,32579,35285,33245,35530,39024,43873,49236,55914,63421
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",186,31,679,519,1475,3070,728,1074,1482,1414,,68096,58803,59535,52985,44881,34566,43463,40419,32619,38679,,80481,57997,63941,73776,95425,113527,112067,90353,88340,93224
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),202,75,350,543,698,611,1152,1059,956,1408,,204,76,426,582,512,878,1123,1365,922,1459,,12998,11135,17446,12309,14067,23653,41675,29366,15578,20253
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),977,1291,1458,2178,1759,1027,1519,3345,1309,1397,,42495,30718,34692,42809,40363,42437,39779,43101,26249,32973,,64963,75287,69025,72228,77412,83766,88905,92783,70721,84187
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",3319,3317,2719,2636,2020,1813,1846,2020,1279,1395,,477,98,6,34,9,28,34,87,106,118,,8486,7622,8777,12071,11853,11161,10240,7928,8876,7474
841960,Machinery for liquefying air or other gases,35,382,89,15,3240,3,327,21,161,1394,,573,128,255,107,329,768,315,488,142,84,,52593,43326,101994,117907,92676,153980,119921,160804,124920,154103
490510,"Globes, printed (excluding relief globes)",518,435,394,576,1135,1615,964,715,1616,1390,,1758,438,0,32,23,0,33,104,25,0,,4435,5652,5932,7123,9114,12144,9842,10164,10921,13122
847420,Crushing or grinding machines for solid mineral substances,1335,1137,1016,119,563,942,1422,2063,1298,1386,,23741,24050,22838,20226,17640,19647,18573,14586,10308,14689,,206869,199624,212829,237626,254549,254066,277774,286541,217896,293454
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",3190,2694,2434,2589,1329,1097,974,1358,660,1381,,5485,5385,3508,3265,2322,2289,1900,2217,1240,2369,,799462,843106,920678,1080171,1031207,1093594,1211136,1230676,1024543,1552914
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",5852,5092,5601,5496,3693,4849,4545,2672,2119,1380,,2770,3104,2242,2104,2076,2441,1689,1358,1279,1426,,37420,36852,39382,40991,38010,40360,44909,35749,30942,33145
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",339,40,239,184,500,248,138,301,196,1379,,9212,10798,16082,5265,9182,11331,12259,11491,9281,13758,,21748,21169,32634,14427,13119,21156,12102,12011,11537,19225
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",385,516,959,903,1061,1214,1030,1599,1587,1377,,863,1615,870,732,499,629,1107,1364,1314,2479,,48233,40241,40349,57306,52298,53026,76022,52834,70824,59600
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",1608,2191,3695,4943,4438,4220,4357,2089,3436,1375,,7616,8866,9229,11716,12138,13037,14511,13670,17747,18691,,83011,86784,90322,108268,103687,101297,112792,109709,125096,153123
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",767,750,762,764,562,924,1223,1328,1353,1375,,8159,12440,11479,10525,9974,10571,8662,7343,7014,9439,,26190,33736,29854,32372,26873,38517,47111,53087,44952,42872
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",634,1094,838,611,1189,3201,4715,5205,2300,1374,,4783,3776,3573,4584,3659,5055,5196,8150,16464,14716,,62791,74892,75845,117479,123977,133507,136796,122745,84994,112708
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",3606,3620,3189,2737,2088,2183,2558,1478,1371,1365,,40698,36964,39886,43741,39837,47375,33521,28229,24314,35043,,44052,47390,54435,56159,67337,73703,82711,61908,50469,61192
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",1373,1097,1242,1267,1144,1168,1158,1233,1205,1365,,4645,6250,5113,4737,6329,6261,6443,5928,6386,6442,,101157,90714,102936,96955,88709,92184,110119,107465,79034,104261
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",117,477,644,795,783,813,1271,1274,1169,1359,,279,195,162,129,1934,5013,3901,332,378,261,,11629,8259,18116,19094,26303,29058,26661,77964,62339,34132
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",333,305,312,148,366,1032,1211,1415,1435,1357,,840,890,920,1086,1082,867,819,670,1176,1142,,27427,34266,36969,37618,39832,44348,60397,56803,41827,49685
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",1513,318,493,800,4490,2100,3088,2794,595,1357,,16005,11315,11240,11711,8571,7237,11930,19631,24522,4729,,240489,230461,260379,279285,257743,267945,290347,355250,708290,1592394
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",42,92,263,314,455,503,334,467,983,1347,,2055,2048,3885,3779,5525,4594,5850,5694,6355,6088,,70571,65361,63180,55131,60561,57086,70229,67467,58764,81277
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",686,998,1663,1443,1362,1390,1930,1796,1236,1344,,13482,16002,11446,8917,9974,10340,9899,12806,7758,6385,,16622,33560,23120,27059,27414,36803,41052,39973,44212,46367
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",875,883,907,879,863,929,899,967,1041,1344,,5994,6355,6395,6611,6732,6331,6486,6579,5710,6217,,117247,128502,136028,126444,134086,134053,142309,144891,150468,169574
848240,Needle roller bearings,655,553,533,758,551,753,713,902,884,1340,,16823,17408,18364,16365,16830,20218,18836,17642,19334,23141,,149110,160825,163044,153223,141826,145287,156948,156258,121064,166402
900140,Spectacle lenses of glass,4303,4335,3932,5594,752,922,523,46,193,1339,,4111,7079,7499,4654,1379,772,557,858,1495,1019,,18285,21396,22680,22544,13420,19482,24919,21448,5789,9997
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",5235,6575,3560,3985,697,4021,3264,2015,645,1337,,29168,23845,22392,18439,23504,32898,33511,31321,26698,34266,,202492,170810,182419,130100,101945,138108,159559,144215,88054,139412
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",1028,340,855,552,519,377,251,515,2659,1337,,53117,49243,47738,38143,34169,27414,32406,29322,26424,30769,,66083,59051,72684,78712,78135,92867,91306,89944,169208,129619
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",1312,1316,5692,1916,2737,4195,3418,1130,1814,1329,,17382,15175,15639,15038,11857,14531,14501,17390,17126,18176,,292115,293456,308316,283020,272316,304854,322733,293382,343178,438253
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",273,1020,1306,744,1134,803,1155,882,860,1325,,12316,12283,16832,11467,11290,12005,14220,10892,11479,13052,,34609,33268,38580,38720,37982,43116,50008,43139,37410,51750
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",3649,3637,5039,3737,3407,2959,1608,2082,837,1312,,94347,82451,81889,81701,83038,98583,98885,76636,61400,89022,,42367,49248,54021,55852,55516,53133,66587,52066,42756,52263
901812,Ultrasonic scanning apparatus,148,314,869,2377,848,2230,4135,4091,2793,1311,,2716,2931,4183,3663,1000,3093,3485,5617,6092,5629,,277475,316122,315987,318793,325890,348730,442928,402085,335263,416988
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,257,331,193,370,309,358,580,998,909,1310,,57,44,26,374,367,512,656,1170,530,42,,31406,23554,29736,26733,26636,31524,32390,29857,32630,32715
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",3308,2981,2173,1848,3034,3973,2701,3634,2040,1308,,98514,84443,87090,72420,76075,82217,88616,87099,74169,73155,,67847,50708,77312,69738,60551,51219,59638,54484,31924,32778
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",2992,2411,2561,3271,2530,2193,2575,1963,1252,1308,,8633,8891,8258,8710,5862,5914,6884,6352,4669,5630,,234873,209318,262734,289539,231274,225275,236510,276569,211316,238344
854419,"Winding wire for electrical purposes, of material other than copper, insulated",680,518,565,817,1287,1135,1255,1024,1332,1304,,56661,59954,52165,39782,33410,35265,35739,34296,30604,40493,,51345,31849,32228,34456,47886,55406,53255,32652,20190,25800
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",49,740,5929,480,304,323,334,1132,1763,1296,,85291,95683,103040,95014,81779,81932,94107,87522,79902,99056,,234153,237422,248895,210439,189627,212032,236404,192759,187465,242400
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",79,6,33,25,160,304,0,342,341,1295,,203809,168658,175332,241996,224603,258104,323778,279065,406088,743758,,14290,14953,12913,10945,11985,11529,6504,3775,5373,17365
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,244,1175,659,1934,1295,,0,0,0,0,0,22,68,110,2,73,,0,0,0,0,0,51618,74103,74262,67016,86130
940169,"Seats, with wooden frames (excluding upholstered)",1860,1945,1650,2348,1727,1904,1802,1787,1644,1287,,8654,9164,6542,5019,4125,5296,3995,3704,2735,3935,,573633,582103,618820,660929,612081,652012,685661,684500,689394,940228
853510,Fuses for a voltage > 1.000 V,1094,577,734,1226,294,218,258,229,592,1277,,965,1027,1041,1067,1005,1205,1320,1120,1769,1847,,102652,87029,62903,90550,97435,103691,110510,145753,130376,127272
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",3886,3333,2679,2222,2166,2413,2282,1923,1517,1276,,24713,22317,21674,27376,25096,24555,27434,23002,19404,28683,,24612,30981,31943,34088,32407,32259,34630,31686,29665,33859
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",1750,1180,1613,2234,2667,2062,1836,1918,1140,1267,,11305,13758,14023,13488,13776,13786,14284,12348,9527,9829,,143573,153861,157291,165086,166074,158210,182073,208937,169938,213914
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",1207,2004,2136,1777,1931,1586,1814,1113,1288,1266,,225405,231238,218677,154436,138089,161976,168396,136889,90365,112710,,25894,28160,29280,26505,23037,21464,22680,19928,12442,17982
630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",1324,1721,2042,1914,2338,2447,2777,2488,1802,1265,,1020,772,900,854,1309,1794,3159,2322,2327,1916,,46853,64841,79111,78434,74041,86278,87495,98076,131934,170281
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",673,440,115,68,82,123,729,810,918,1264,,328,614,681,894,813,826,734,737,774,670,,224616,225076,225452,239466,229159,234462,258673,253065,234611,353247
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",563,632,610,583,477,494,883,946,1198,1264,,18202,15670,16497,14339,14421,15458,14939,9744,8294,10786,,46939,52650,57938,42662,35456,43854,43905,48673,40446,47688
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,1478,1322,1170,1137,1104,1734,1297,1250,638,1260,,12263,16083,13564,10601,9434,11153,9843,6796,6184,6580,,190696,196667,216122,182780,145891,189434,279767,185843,178532,248548
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",1114,1643,1210,1261,1018,1225,1299,1304,1366,1256,,2214,2023,2201,1923,3198,2638,1525,1212,1636,1448,,85725,87932,101648,122069,90611,94092,106372,112626,145385,156429
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,0,1620,1252,,1915,2317,3269,5059,6546,6264,6940,7808,9116,7637,,1726817,1810367,1992293,2267814,2252533,2408819,2181569,1663316,1705784,1510696
902129,Dental fittings (excl. artificial teeth),341,292,712,576,922,1275,3502,635,1360,1245,,4508,6945,8576,6704,7607,12462,11034,9007,7562,9909,,219775,259622,274658,286664,300058,367640,440452,385442,222491,326589
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",616,762,910,1229,806,546,551,321,795,1239,,25519,24714,30109,33795,37244,31922,35731,37455,38769,50121,,131491,132332,144763,134417,130924,138147,161657,166958,137546,210187
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",972,1301,1113,1132,1507,2968,3122,1778,1479,1239,,13974,17497,15751,14457,15000,22429,37960,27486,12958,20599,,220044,208354,217720,252016,236461,255307,311665,329990,270811,294507
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",1020,343,315,435,397,406,436,505,734,1234,,4616,4489,1056,759,224,201,129,79,193,0,,3029,560,554,763,454,455,578,1075,988,1352
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",78,119,8,389,557,321,537,344,394,1232,,5148,4097,3518,3507,2421,2022,1255,341,166,140,,526666,382271,267314,209572,167245,150278,117663,113394,134900,207273
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",446,1197,630,1416,1010,424,1741,349,345,1230,,71305,68331,63655,55118,53091,67377,67155,43015,37612,53115,,68018,77078,81509,88611,101157,48875,48248,40752,44772,37629
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,1335,2109,1888,2591,2921,2373,3425,2003,1102,1222,,12298,12765,15115,12576,15419,18825,13784,15266,14847,17995,,2897712,3267274,2975788,3114061,3156846,3564323,3710697,3870484,3188275,3556634
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",4545,261,1187,19067,14963,1291,2682,1330,1018,1221,,8774,2766,2536,1918,3949,7036,9959,8088,6168,7533,,1194389,1512531,1959627,2959875,3602221,4203955,4347812,4286110,3234473,4034849
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",1870,2451,1650,1583,1457,1868,2859,2331,1027,1219,,1585,1714,1558,1271,1466,2671,2627,2664,1524,1876,,284940,307584,340257,399379,469661,452030,456060,368745,334228,395419
491110,"Trade advertising material, commercial catalogues and the like",2841,2953,2542,2530,2791,2613,2600,2241,1943,1217,,21381,18627,18286,13239,12228,10650,11058,10076,9311,8605,,343560,375459,374566,372846,359051,324765,339265,292307,246488,257255
490300,"Children's picture, drawing or colouring books",691,423,506,668,605,347,710,714,1531,1211,,1983,1839,1918,2193,28975,46294,48387,68057,48901,36984,,249538,278352,283270,299128,336031,292887,355203,470035,537876,683893
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",10,0,0,59,89,76,304,44,714,1211,,840,452,244,755,79,152,234,327,453,314,,206157,238870,270164,273378,308581,323181,314829,346126,306725,336267
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",725,715,586,1043,1460,627,709,1416,2521,1209,,19829,15055,3030,2697,3446,1690,2530,2816,1673,3967,,245992,230385,245835,232184,237255,243803,261214,294403,274335,385052
820760,Interchangeable tools for boring or broaching,234,345,239,436,1420,1620,1779,1620,751,1208,,8782,10299,10318,11296,10720,13933,13650,10763,12390,15495,,59313,67976,68287,74712,88772,85730,72131,69743,54923,61943
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",2200,2410,2164,1055,587,775,860,779,979,1208,,574,563,634,704,742,601,916,1737,2101,2742,,106756,113850,111595,127717,128462,149218,144543,139779,117955,131375
