Product code,Product label,China's imports from Singapore-Value in 2012,China's imports from Singapore-Value in 2013,China's imports from Singapore-Value in 2014,China's imports from Singapore-Value in 2015,China's imports from Singapore-Value in 2016,China's imports from Singapore-Value in 2017,China's imports from Singapore-Value in 2018,China's imports from Singapore-Value in 2019,China's imports from Singapore-Value in 2020,China's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,41,74,0,4,7,0,45,19,41,254,,0,0,0,0,0,0,0,0,0,0
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,1540,858,11044,6349,7844,9282,3869,3798,4219,7543,,157,307,439,378,388,355,456,226,250,230
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,2738,340,874,278,84,35,25,33,32,40,,18410,27577,30638,21063,18174,8535,34993,19254,18663,50209
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,0,,143,102,74,15,43,29,21,118,118,159,,1604,1213,1395,1693,1424,1305,2498,2178,2767,3392
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,698,709,627,124,142,107,120,218,55,103,,11235,5321,27888,12486,7284,10075,21170,27880,33301,23395
290110,Saturated acyclic hydrocarbons,110,408,627,7,17,5172,0,0,0,0,,70536,43344,25672,21533,47689,67711,3648,2325,2824,3400,,94487,75713,145090,51735,33849,72957,89862,146636,322124,989446
283620,Disodium carbonate,1,0,0,0,0,0,0,0,0,0,,909,721,432,441,438,661,769,398,421,492,,4805,28736,10903,792,24137,29915,59711,34871,57202,51399
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,1,20,2,1,2,0,0,0,14,7,,634,751,1187,744,1503,3772,5600,2540,5742,8370
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,0,,178,629,0,0,10,0,0,0,2,0,,13432,1081,790,247,854,274,412,661,345,259
283319,Sodium sulphates (excluding disodium),0,0,0,15,36,51,35,0,0,0,,418,399,460,269,289,603,372,444,345,738,,1688,1198,1155,610,840,1016,917,880,710,648
283322,Sulphate of aluminium,0,0,1,0,0,0,0,0,0,0,,356,79,249,63,246,139,175,77,190,42,,402,274,232,318,519,719,736,555,535,530
271112,"Propane, liquefied",0,0,0,0,0,0,0,28899,226,0,,79,195,3235,212,3747,9058,11313,343,32,500,,1687655,2193715,3986548,4412636,4397228,6663114,7896298,7363372,6527279,11421462
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,15,0,0,0,0,0,,1635,3300,3028,4068,4405,10257,0,0,0,0,,2075,3456,3045,2968,3250,0,0,0,0,0
291513,Esters of formic acid,1,7,1,0,0,0,2,0,0,0,,2539,3745,309,564,890,70,83,975,143,267,,1009,1426,1280,1337,1275,2286,1007,933,642,895
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,0,0,0,0,0,0,,2757,2641,4454,4158,5171,5909,6061,6850,9208,10668,,14828,17004,17440,17914,23674,31672,34517,32537,39629,26528
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,621,215,125,172,420,430,371,394,591,448,,96,86,66,32,28,53,85,112,115,190
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,4626,3275,5207,4115,5607,6733,4683,5478,3079,4560,,2900,773,638,1672,147,217,363,250,169,345
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290542,Pentaerythritol,0,0,1,1,0,0,1,0,0,0,,571,23,56,136,254,77,34,106,33,139,,4057,3827,4410,3244,3692,6197,6370,6729,5704,8640
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,10,80,2,6,5,2,25,13,7,8,,1721,1880,1514,1891,2659,2422,4176,2775,4764,7792
291813,Salts and esters of tartaric acid,0,0,0,0,18,0,0,0,0,0,,133,76,62,75,96,78,122,157,46,53,,3944,4752,4934,2743,2551,2147,1556,1030,1286,1541
291814,Citric acid,2,2,2,3,0,0,0,0,0,0,,9805,15493,13406,9101,9503,11397,13443,10960,8973,10453,,2416,3159,4040,4883,6546,7933,6061,4540,5496,7492
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,2,16,0
292211,Monoethanolamine and its salts,0,1,9,0,0,0,0,0,1,0,,3784,3694,2683,2422,3145,2022,3638,2380,1784,2512,,22162,30818,32604,34860,38293,51007,54554,31635,36147,21378
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",1288,3527,13,95,0,0,0,0,6,0,,1775966,83358,92959,113620,411692,17318,145178,40612,153949,88384,,87390,72399,88751,54058,42907,50553,64518,64291,82579,88785
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",0,4,4,11,168,53,0,0,0,0,,12558,8266,7213,7860,5625,10045,7515,10364,7600,8265,,369291,501894,551517,622120,697554,640560,746343,945634,783682,983101
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,6,8,7
292700,"Diazo-, azo- or azoxy-compounds",0,0,40,0,0,0,0,0,0,0,,1001,1032,950,667,981,1113,751,668,359,417,,13373,15102,16810,15469,17675,21960,26074,29327,27987,28843
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),3,1,1,1,0,2,3,0,0,0,,9205,10109,10705,6241,7350,3353,5792,2438,2413,2609,,1544,1786,2434,2439,2301,2707,2622,2395,2353,2253
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,56
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,191,159,0,0,20,497,0,232,0,,6255,8428,25817,16870,4314,15544,17032,12067,18008,17972,,11983,16552,15378,14491,13420,11145,11176,9487,8049,14144
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",93,928,0,0,0,0,0,0,0,0,,19013,18111,17497,3528,3012,3234,3970,3483,2439,2678,,93781,80030,148830,64745,72529,155874,171716,139335,147416,170993
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,535,291,126,860,1009,656,247,95,70,745,,279,58,408,228,21,91,105,606,327,421
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,1044,962,1128,1221,1313,1204,1109,784,298,426,,71,29,32,19,59,136,2193,1512,1036,358
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,11,107,21,339,24,58,37,33,16,7,,4733,527,654,302,437,544,763,417,1526,424
180320,"Cocoa paste, wholly or partly defatted",0,25,0,0,0,0,0,0,0,0,,6250,1553,1538,328,314,415,2107,1014,4422,4976,,7138,4023,3437,2870,1570,2678,7393,1881,2404,2362
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,0,3,10,2,24,237,4,1,0,0,,86364,66189,57133,66397,107430,61098,24848,30176,25140,67516
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,210,403,65,118,167,179,370,156,126,4,,5928,5385,2470,5114,4411,12575,16078,20363,17972,11730
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,156,0,0,,21803,15556,13808,11112,6180,5055,5439,4537,4423,5820,,3664,2448,1778,9313,17125,22255,28778,23639,18615,16501
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,0,0,0,,557,1100,1118,952,1479,782,1399,860,1014,541,,151948,171930,131320,144837,160137,170694,140237,144278,124513,119882
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",19,0,0,0,7,0,0,0,0,0,,2745,2898,3525,3217,3526,3204,2909,3081,3007,3616,,60576,80459,118088,101862,98637,116119,121723,133334,125310,158010
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,20,23,20,18,23,24,18,14,7,7,,5,1,0,0,0,2,0,0,0,0
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,0,,0,0,27,363,70,22,0,0,1,0,,2912,3916,4236,3518,3084,3622,3289,4383,2174,8982
51110,Bovine semen,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,68,112,24,,17585,21313,30645,27534,24774,25793,34107,41984,61220,74920
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,0,0,0,0,0,,12602,14399,14912,10720,12762,14067,12311,12881,7813,5915,,8120,8244,10135,5364,6149,8322,7853,9382,8853,9934
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1297,3013,1026,1135,,0,0,0,0,0,8683,13246,13477,8402,10411
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,0,,23084,12211,22136,9611,9445,8140,6858,9792,7902,8925,,7678,481,906,122745,10844,9360,158959,34883,4605,275797
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,658,433,157,118,136,133,101,96,42,77,,13,26,13,5,13,27,12,11,1,10
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,7,0,0,0,0,0,0,,314,128,216,157,147,118,171,436,144,109,,549,680,967,1535,2063,1696,2494,2355,1465,2678
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,0,,65,297,458,796,541,478,668,958,519,758,,1540,6996,12221,19910,42442,50845,66488,81445,65181,46409
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,4,9,14,4,0,0,188,0,,1377,1298,699,287,218,102,192,121,213,249,,2545,4082,5599,6226,8575,11080,10610,10451,9934,20014
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,83,50,67,51,523,84,68,119,157,106,,27175,20732,22788,16580,17191,20670,29679,19699,29360,48096
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,9,2,3,3,2,,1,4,5,59,23,6,7,32,0,12
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,0,0,0,0,0,0,0,0,0,,429,321,506,531,549,537,390,222,71,143,,1441,903,878,1212,2172,2953,1267,1516,2324,1587
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,474,214,110,12,46,31,49,20,3,16,,1886450,3767955,2052032,2954228,2526498,3484109,4434989,5139208,5052142,4643783
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,85,44,7,31,12,38,11,6,0,0,,3174532,2106746,2150568,2094514,1474991,1721454,1686412,2138966,1714467,1726460
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,0,0,0,0,0,0,0,0,0,,3414,3499,3776,1900,1352,1900,1229,934,480,1360,,3,72,228,16,245,710,1310,542,609,682
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",0,0,0,0,0,0,0,0,0,0,,2,269,575,28,4,14,6,21,47,39,,3850889,2673852,1309098,838350,1202267,1770203,2418968,2050937,1849224,5262362
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,0,0,0,0,0,0,0,0,,69,318,19,35,0,2,1,64,0,0,,8797,6266,3572,3968,3831,897,23,0,3,1
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,378058,335377,289500,370,209,174,83,287,77,103,,32731,28430,31240,6031,5547,5485,8877,12845,10320,6490
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20,23,9,7,10,6,3,97,47,1196
270810,Pitch obtained from coal tar or from other mineral tars,0,1,0,2,0,0,0,0,0,0,,6727,2,0,46,27,9,17,13,0,0,,1534,4517,4953,4814,4613,8293,12861,9846,8665,8820
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",6,0,3,0,0,0,0,0,0,0,,182,383,549,224,183,144,234,184,264,280,,8995,8867,10207,9086,9359,11178,18184,20288,18571,22383
252329,"Portland cement (excluding white, whether or not artificially coloured)",38,2,0,0,0,0,0,1,0,0,,1269,4370,2349,1388,1091,542,736,774,1547,1528,,29683,15154,8053,2879,742,1839,45296,99956,165993,149511
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,0,0,0,0,0,0,0,0,,2946,2347,2711,2100,1504,2230,1191,1045,1053,1354,,308,485,3872,15703,18088,20595,12152,15534,16094,12172
230910,"Dog or cat food, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,2784,2896,3184,5426,6901,4871,6093,5113,7245,5639,,10233,9230,9010,15919,31567,89437,206381,307902,621472,525492
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,7,169,137,20,3,7,1,1,0,3,,1572,3484,1628,797,6834,4331,7150,17182,16008,5605
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",0,1,0,0,0,0,0,0,0,0,,1065,1817,1820,1022,1595,864,822,524,225,279,,24086,31048,27167,21643,19258,23504,31684,25763,17642,25150
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,1443,1127,1302,2404,1229,359,245,496,785,2141,,3672,3972,4990,3728,3998,2775,3329,9482,3349,4399
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,36,499,7,3,7,1,47,2,0,1,,23547,29795,30483,21817,13934,20317,55103,62600,45084,57214
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,27,72,20,23,14,8,11,3,2,11,,207742,288427,195878,141581,131609,158496,130196,200849,126950,162731
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,9,0,0,,957,449,304,574,182,504,2529,847,2157,3814
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,0,0,0,,2921,236,374,480,447,524,552,524,61,6,,1587,1374,1003,2119,506,6577,1188,1955,6037,17267
280800,Nitric acid; sulphonitric acids,0,655,0,0,0,0,0,0,0,0,,3237,4466,4116,3612,2814,2828,2584,1965,1361,2041,,10520,19408,13768,10643,12172,19351,20117,34985,23439,22951
280910,Diphosphorus pentaoxide,24,0,0,0,0,0,5,0,0,0,,64,45,84,87,108,31,18,10,61,53,,569,397,446,206,129,115,97,249,79,63
281121,Carbon dioxide,0,0,0,1,0,1,0,66,32,0,,8443,8367,14831,10583,5092,3518,7258,6812,8176,9592,,2259,3266,3563,3210,3807,4668,6391,7365,13952,12687
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,1,0,0,,2156,2388,4254,5561,4734,6844,16048,25395,19575,27513,,329,299,103,77,211,282,242,473,488,484
281410,Anhydrous ammonia,0,0,0,2,0,0,0,0,0,0,,239,544,1326,481,603,564,584,752,698,573,,225333,191363,125577,198534,159989,222351,337857,313551,323007,380376
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,117,405,235,681,226,325,311,658,481,534,,23,9,32,49,61,39,62,53,101,359
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,32,121,30,220,92,111,206,138,179,50,,2,7,460,65,41,244,2646,942,262,1126
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,47,0,0,6,20,0,2,1,1,2,,132,274,402,47,315,1807,692,21000,104658,30414
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,9,0,0,0,0,0,,2276,2056,1991,1177,2368,2522,3021,3554,3098,3963,,22220,14657,21019,34906,54574,50505,52686,50955,70290,80047
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,424,88,101,394,363,321,103,170,259,149,,34406,20838,17321,17708,45358,62246,40249,25949,28694,77730
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,242,481,367,265,103,217,253,293,315,424,,1986,1412,2176,2005,1956,1849,2288,2766,3127,2268
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,1,0,0,0,0,0,0,,1139,812,1105,1251,695,552,446,755,519,431,,131,98,229,237,413,531,726,874,610,353
283110,Dithionite and sulfoxylate of sodium,0,0,0,0,0,0,0,0,0,0,,205,120,51,6,33,41,68,36,177,146,,1523,1408,2484,2918,2741,3339,4275,4234,4901,6536
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,0,,0,72,12,34,16,8,13,24,0,13,,183,129,228,1542,3531,4363,2421,4432,5654,7063
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,0,,141,207,337,259,253,144,102,115,118,89,,24,6,0,0,0,0,0,0,0,0
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,0,,45,56,40,57,72,132,103,78,338,263,,0,0,0,0,0,0,0,0,0,0
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",0,0,0,0,0,0,0,0,0,0,,282,248,389,340,325,242,219,157,150,189,,532,691,1064,580,813,638,1294,622,664,405
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",0,0,0,0,0,0,0,0,0,0,,306,495,412,331,196,160,172,217,155,134,,189,461,113,53,261,1483,185,37,11,0
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,38,24,22,19,29,35,70,14,2,6,,2,0,27,41,102,278,2,263,218,147
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,308,77,59,209,497,157,106,181,113,58,,291228,447505,302626,338775,360706,432604,613189,581755,820488,755162
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,165,199,209,256,278,217,135,200,230,195,,60,0,0,0,0,0,0,0,0,0
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,15,24,29,16,7,4,124,5,2,2,,179,334,551,373,316,212,831,711,1332,1546
71450,"Yautia """"Xanthosoma spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,21
80119,"Fresh coconuts, whether or not shelled or peeled (excluding in the inner shell """"endocarp"""")""""",0,0,0,0,0,0,0,0,0,0,,2740,1515,1498,1244,1298,1512,2260,2367,3867,5477,,1941,4871,11053,26004,1347,703,1236,323,1134,364
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,723,219,249,196,22,41,12,29,103,115,,163,112,132,149,103,74,104,112,1,10
80270,"Fresh or dried kola nuts """"Cola spp."""", whether or not shelled or peeled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,46,0,0,0,0,17,28,55,1
80450,"Fresh or dried guavas, mangoes and mangosteens",0,0,0,0,0,0,0,0,0,0,,438,440,526,988,1743,1139,1669,993,781,546,,206888,245046,177499,260190,168818,166745,370644,822329,752766,774782
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1397,2,1,0,,0,0,0,0,0,25554,22375,6731,19195,27964
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",0,0,0,0,0,0,0,0,0,0,,1346,3337,9106,11335,5955,3325,2341,1835,1784,1548,,12698,14620,60730,33995,28198,31150,21371,16220,15757,20211
80711,Fresh watermelons,0,0,0,0,0,0,0,0,0,0,,14,41,37,8,74,12,6,12,2,6,,59535,53636,40722,38072,32799,31864,43715,43261,16347,9592
81020,"Fresh raspberries, blackberries, mulberries and loganberries",0,0,0,0,0,0,0,0,0,0,,43,50,67,91,82,222,121,104,102,129,,0,0,20,588,593,322,0,0,0,0
81060,Fresh durians,0,0,0,0,0,0,0,0,0,0,,133,61,125,131,20,13,7,17,72,45,,399753,543165,592625,567948,693523,552127,1095122,1603799,2302314,4128541
90111,Coffee (excluding roasted and decaffeinated),0,0,0,0,0,0,0,0,0,0,,16668,13469,13388,12994,17226,15252,27563,18761,15364,22821,,127785,99268,134026,119096,112020,128626,136305,135745,157694,324305
90411,"Pepper of the genus Piper, neither crushed nor ground",30,13,0,0,0,0,0,0,0,0,,70453,111878,198905,179007,46581,22314,14835,6070,4874,6926,,19584,16542,41467,41461,39940,20747,23256,38363,60786,44789
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,504,632,1154,1296,693,780,661,141,444,202,,25954,4294,4391,4139,3050,8693,108703,308293,385672,457666
90921,"Coriander seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,972,1152,972,687,586,302,543,521,432,396,,73,19,22,52,3,167,13,248,1245,2101
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,67,126,135,169,164,147,121,41,119,90,,16,128,67,22,39,41,27,32,37,25
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,259,300,371,335,411,342,360,299,210,144,,529,546,836,653,3526,14516,3680,2468,11153,23934
100310,Barley seed for sowing,0,0,0,0,0,0,0,0,0,0,,7,25,3,16,9,5,5,6,9,11,,0,0,3,0,4,2,0,0,0,0
100810,Buckwheat,0,0,0,0,0,0,0,0,0,0,,3,1,2,0,2,1,4,5,3,4,,0,389,3232,1921,138,34,6942,9856,1173,15132
110313,"Groats and meal of maize """"corn""""""""",0,0,0,0,0,0,0,0,0,0,,389,658,530,428,534,166,187,213,242,184,,0,0,1,0,0,1,0,0,0,0
110419,Rolled or flaked grains of cereals (excluding oats),0,0,0,0,0,0,0,0,0,0,,612,516,257,340,532,223,131,137,138,86,,9,51,19,52,56,15,61,59,12,103
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,22,7,1,0,0,2,7,0,0,0,,5,1,0,0,0,0,0,0,0,0
110720,Roasted malt,0,0,0,0,0,0,0,0,0,0,,40,10,19,38,59,49,129,27,12,13,,8581,8774,7358,3625,2761,3116,6160,4571,2944,3290
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,620,510,211,223,109,388,96,97,147,170,,36019,19772,35757,38941,33421,47282,47546,110133,79655,72273
120770,Melon seeds,0,0,0,0,0,0,0,0,0,0,,159,413,575,97,183,540,9,25,8,20,,2447,3997,4359,5508,4919,7466,11560,9249,9295,5997
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,0,0,0,0,,106,24,9,6,22,39,29,46,29,63,,19,119,29,200,171,75,372,131,53,21
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8300,8553,11164,14019,6472,11947,11109,8012,9054,13658
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,21309,19337,27119,22138,14064,29413,31565,22653,22534,41443
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38,0,0,0,,0,0,0,0,0,0,0,0,0,0
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,1,3,0,1,0,0,0,12,2,26,,49752,59563,71691,68926,50312,59820,75086,82950,97062,94912
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,22,11,0,2,0,,1930,1932,1712,7083,7950,9448,7624,7974,8029,12583
10392,"Live swine, weighing >= 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,58,0,0,0,0,0,0,0
10611,Live primates,0,0,0,0,0,0,0,180,0,0,,0,0,0,0,0,0,0,0,10848,20393,,5755,1533,1290,1067,872,1919,3012,18024,1280,0
10649,Live insects (excluding bees),0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,,1,5,14,13,23,74,54,43,43,105
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,29,325,1046,270,,858,19321,6347,3522,395,5,1561,1657,1485,1589
20754,Fresh or chilled cuts and edible offal of domestic geese (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",0,0,0,0,0,0,0,0,0,0,,22,621,8,12,5,96,14,18,6,18,,590,1022,970,2182,3211,2341,2339,6526,6866,10357
