Product code,Product label,"Korea, Republic of's imports from Taipei, Chinese-Value in 2012","Korea, Republic of's imports from Taipei, Chinese-Value in 2013","Korea, Republic of's imports from Taipei, Chinese-Value in 2014","Korea, Republic of's imports from Taipei, Chinese-Value in 2015","Korea, Republic of's imports from Taipei, Chinese-Value in 2016","Korea, Republic of's imports from Taipei, Chinese-Value in 2017","Korea, Republic of's imports from Taipei, Chinese-Value in 2018","Korea, Republic of's imports from Taipei, Chinese-Value in 2019","Korea, Republic of's imports from Taipei, Chinese-Value in 2020","Korea, Republic of's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021","Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",1771,2289,2247,847,516,616,785,1020,636,852,,10930,13356,14365,12925,10604,12805,12732,14066,14942,20521,,31430,32548,37298,38759,39685,47398,55356,56369,61770,71007
853949,Ultraviolet or infra-red lamps,2854,2384,1527,917,1187,827,1057,1329,1433,850,,12245,33164,18944,14928,20711,16913,17129,15938,18462,17145,,124218,98906,86481,78961,64278,67266,74000,67707,62486,66904
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",777,1368,815,736,908,840,678,513,710,848,,161152,158512,152700,148389,146593,158099,142983,131454,121372,148695,,67311,75673,75689,76948,70493,78178,66949,45286,45656,51716
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",71,268,237,54,141,251,292,471,604,843,,710,403,393,507,526,1455,1726,2203,2711,2395,,6542,7656,8460,7105,7083,6416,7090,6027,3724,5503
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",74,174,166,114,1836,902,2638,603,675,843,,17975,23375,31666,25159,49391,91587,77804,96303,91946,82714,,92092,36802,93487,74937,46739,60984,54091,66625,53649,72959
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),717,712,938,1276,1189,1544,688,641,687,838,,40063,40961,37932,33948,31284,34832,34191,33209,31675,45653,,6936,6447,8236,10629,8919,8251,5994,7044,7177,8587
470100,"Mechanical wood pulp, not chemically treated",0,0,0,216,425,592,512,555,500,835,,5,0,4,0,0,0,0,0,0,0,,1278,2678,6159,3820,1087,1191,750,932,651,1005
903032,Multimeters with recording device,189,237,186,229,110,138,111,180,273,835,,7040,5590,5292,4118,3237,2336,2856,2576,3703,6034,,4013,4524,6348,9922,9533,25178,20545,14340,14748,17596
292211,Monoethanolamine and its salts,315,58,127,348,161,393,0,51,138,831,,2822,4702,4911,8052,7362,5043,1662,3804,4147,7768,,6923,7686,10495,5618,3748,5050,5476,6372,5567,8308
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",706,564,671,782,1217,1950,2427,1911,1167,829,,122603,121144,119680,118315,116988,114053,122844,121712,106327,128942,,72818,80823,92044,99225,113945,138124,161358,154316,117038,126149
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",0,0,1,3,19,6,1,0,1,824,,8986,8148,5853,5875,7224,6699,7537,7304,6127,6897,,1266,1277,1914,2177,3040,3477,4158,3980,4119,6052
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",348,410,738,1907,980,385,416,630,335,817,,346225,408863,437413,479726,439182,518723,531504,554606,567954,879736,,22616,24085,23722,22900,23553,19741,23732,26640,23370,32009
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",735,613,657,619,426,301,251,267,889,813,,36523,33373,32732,33510,29506,29664,32939,39327,38215,44877,,31485,39607,40218,41625,49383,51539,54865,54364,55953,75202
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",1583,1186,845,860,1265,1538,1132,893,691,810,,280695,283665,295324,281479,247026,266951,267318,254441,222378,356808,,246821,259063,232829,240666,224707,201744,202556,203689,208149,246431
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),185,308,117,24,40,25,109,19,234,807,,7954,8468,5164,3457,8359,11854,15707,14665,13993,18256,,55897,61760,61026,49014,50469,49009,41685,34980,29025,29927
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",1570,1255,1192,989,1427,861,786,1097,850,806,,35215,40196,39913,44118,46886,54044,60035,59284,62015,77139,,44924,45012,39590,35565,34516,28867,39823,28831,39712,41749
600110,"""Long pile"""" fabrics, knitted or crocheted""""",684,823,959,740,575,719,501,635,518,802,,19215,18378,19973,24908,25125,20217,16746,19461,12488,21965,,4112,5396,6375,6349,4043,4202,5358,3606,4343,6959
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",1125,2012,1753,1367,818,1715,1993,931,721,801,,111161,106884,133936,133730,133572,150837,155396,154763,87598,104668,,4097,3317,3122,3447,3008,3751,4845,3141,2893,3783
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",418,194,331,661,1370,971,833,1035,770,801,,450314,464473,453690,431220,394332,390050,373407,376313,291552,359753,,56343,60446,62870,58579,59547,52313,51005,54508,48992,56348
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,914,853,879,910,800,,0,0,0,0,0,21875,28265,26564,18988,24391,,0,0,0,0,0,10965,6994,6166,4991,4759
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",246,192,354,744,374,217,285,305,425,800,,84119,83798,90687,87620,93033,109678,124967,141635,162329,257266,,2531,2417,3567,5023,4704,3737,3277,3310,3920,5107
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",711,1868,591,730,1314,1794,1273,1268,1060,799,,19702,23106,16445,11249,14641,14308,14493,13630,10889,16821,,116582,71467,74585,73037,89277,147616,254659,160236,186172,176317
281000,Oxides of boron; boric acids,1,250,83,54,1019,1066,2220,1191,620,797,,260,421,142,490,1449,2014,2507,2692,2781,6555,,59975,54758,50889,48465,44575,40156,42709,40920,33652,37240
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",934,1711,1433,847,456,142,1501,897,1258,796,,161,50,30,72,159,171,112,82,102,198,,24485,22382,27144,30299,30728,30840,29208,51390,54693,70415
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",849,757,892,842,846,1135,724,647,623,791,,14472,12051,12295,12818,13334,15700,15705,12554,11362,12844,,46525,54741,45437,42253,39134,46595,44462,46003,49111,61257
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",1417,305,930,2891,3429,3443,2407,1395,1008,791,,59128,53202,76007,50948,45057,50954,71817,65272,56481,83112,,81126,76311,90346,83210,77800,80917,77069,86666,58488,89016
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",82,1,8,151,3,8,58,257,988,785,,9947,11715,12614,14847,12300,10910,8989,7978,11071,23713,,33350,43375,65563,72728,76829,82889,102575,98074,117803,112828
283640,Potassium carbonates,860,1132,1131,721,491,541,1137,998,736,779,,8618,9458,8098,7434,6558,6390,9213,10079,10870,12393,,2385,3517,3872,1334,1888,1980,2288,2569,2748,2762
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",0,89,2,38,38,1,7,1,1,778,,79585,75322,66731,66102,45184,44691,38941,30587,22921,23181,,8086,6153,5952,3801,2219,2606,2307,2430,3433,4800
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",3210,2166,559,2496,1065,1428,584,139,336,775,,51831,71196,53951,40102,36472,39132,45432,34692,28956,30599,,20217,20213,14308,21814,27890,27309,22322,14053,16054,28724
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",14959,7318,7487,1186,1838,633,828,602,344,769,,61106,57712,53883,54396,50169,75226,176010,221044,189941,216396,,1978805,1810830,2103971,1952831,1359302,1026867,921358,1435899,1051986,1006928
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",543,952,1165,1060,807,653,719,963,990,761,,46918,54662,58889,55413,45589,41808,29258,27543,25769,28405,,32518,35979,39413,41641,44317,47781,56155,68425,88567,94927
293220,Lactones,2,3,22,16,22,23,78,75,252,761,,0,857,9621,10417,6147,8725,8780,5180,5512,15796,,27121,26365,29135,34930,55538,46378,117409,77488,72059,191285
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),1139,1097,683,444,251,838,1775,508,439,758,,9970,8661,10546,8328,8738,15751,18170,9778,8179,27196,,8684,8527,8562,8613,7792,9704,12187,11049,11198,14478
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",528,564,670,658,738,762,782,815,899,757,,144958,157423,163275,144094,127662,144258,151744,126583,134153,174204,,8133,8396,6841,7773,5814,5330,4350,4899,4501,5383
848120,Valves for oleohydraulic or pneumatic transmission,1590,1826,1692,1614,1282,1190,878,601,668,756,,72082,65041,63407,53065,48967,66784,78922,70184,74528,94893,,148672,136025,163609,164051,230717,251577,249472,234780,264415,338561
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",2251,3452,2200,1605,831,1202,1427,894,771,756,,125806,123733,119430,107590,97867,97616,106573,99105,78272,105993,,186638,190836,221988,220327,182122,210882,222432,194811,222945,251965
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",2285,1010,1229,2121,1051,850,926,914,674,755,,16005,11315,11240,11711,8571,7237,11930,19631,24522,4729,,86587,78938,86755,69997,63770,71983,83375,81062,74835,113613
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",757,958,1052,950,729,1265,1053,727,541,754,,797,596,592,582,537,1033,1043,685,930,1160,,26414,29668,29996,29948,25056,22024,26195,20841,20850,23910
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",993,837,1183,1063,1164,1566,656,576,715,754,,13756,17918,27732,20399,17750,17274,15130,13633,13713,16910,,16256,16294,22418,18833,17715,18246,17237,18728,17560,21137
250610,Quartz (excluding quartz sands),28,3155,8063,1229,1207,1136,1406,606,329,754,,282,318,216,50,67,179,653,487,283,462,,10310,18584,27659,22519,19860,25883,22157,23112,28034,35836
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,214,266,390,524,412,430,225,526,611,753,,16026,14284,17240,24571,20682,24426,25363,28343,36183,53023,,1820,2335,3480,3548,4005,3443,3429,3315,5573,7166
750890,"Articles of nickel, n.e.s.",23,1,90,33,23,8,74,86,308,752,,14772,12886,11001,13726,23479,22329,41913,63152,41359,37439,,27347,40558,35709,29934,36310,39629,41029,43770,40937,46631
292242,Glutamic acid and its salts,137,134,139,135,142,197,272,291,781,750,,66897,55530,68735,50473,43868,36348,32369,33584,36444,29581,,39677,34582,42140,48967,48908,48235,60461,58744,57676,71020
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,3,221,25,0,0,335,48,0,748,,1679,1738,1990,2015,7408,8841,7847,7941,9088,9394,,12722,16265,12118,16543,18565,19129,15787,13386,6726,7670
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,267,484,741,,4653,5527,5022,3496,4079,2951,5353,4895,5056,6612,,1570,2387,6091,9533,15664,35255,30164,58409,179510,155645
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",75,356,363,450,216,616,631,560,526,735,,3918,3564,4725,3788,3673,4333,7497,6487,3831,5911,,15248,15180,14188,19529,10161,17094,17235,11158,9259,13645
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",565,456,437,545,483,333,501,684,416,734,,22082,36980,40342,43288,38842,37857,47110,35108,29570,50707,,68866,67086,69222,64845,65166,63532,72529,87987,101759,104070
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",246,201,361,334,582,662,822,972,643,733,,9820,9911,10249,12788,15366,14516,15934,15036,20174,22690,,28348,19981,20316,17946,20661,22476,23082,22773,25183,28854
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",1219,755,995,538,1007,370,684,652,20,733,,342119,378357,370282,321806,289041,363946,345960,302090,247846,254370,,179527,155137,78507,70448,88475,202504,87815,207770,152630,92895
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",515,379,390,356,421,261,306,293,497,732,,18529,19986,25344,16697,19133,22095,21093,20451,15939,20477,,516959,350775,328298,263933,240919,212096,156739,170101,124844,162781
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",47,30,143,64,291,38,1,154,248,729,,159,138,513,572,1714,1996,2671,2439,592,129,,49223,50964,48354,38430,35089,32162,33889,33121,33687,40179
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",1539,686,614,786,1575,2448,1337,872,938,726,,87248,84802,77963,81949,76991,83423,90620,80052,69189,87995,,1133849,935869,970136,701193,692404,653145,685971,646161,571648,628704
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",1,0,120,143,256,788,755,717,248,721,,12598,18939,11619,4974,6952,8057,1816,5162,5412,10594,,32046,24374,23720,15588,16950,28813,10322,1966,17290,10807
854320,"Signal generators, electrical",149,267,83,106,211,371,450,310,530,717,,10148,8426,7654,8714,7189,8902,9540,10930,10759,12858,,37619,48406,37515,43041,45056,59597,64621,73711,43864,48041
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",40,25,0,31,0,0,0,0,4,714,,100,189,162,174,324,311,362,180,375,560,,5118,3241,6509,15533,6877,5021,4700,5384,6785,10993
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",464,297,623,767,709,1033,936,723,596,699,,142522,123686,133243,132745,118760,124047,118974,100393,85398,106712,,34601,37717,41694,41209,44276,56743,57849,47121,40848,56323
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,1,1,7,455,420,963,1005,494,694,,2728,3345,5028,3355,2876,2851,2643,2871,6951,17770,,6283,6670,6840,6433,8228,8401,12482,10451,9278,10928
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",284,279,657,360,369,979,683,570,590,694,,17007,20095,21161,20288,20693,24913,26848,31043,29633,38776,,22583,24600,23003,24354,26969,38008,39921,39299,46469,55423
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",26,31,36,62,11,149,1144,641,625,690,,87954,107099,111432,80423,68924,79888,81397,72763,68359,40483,,10024,4464,5256,4915,4328,6126,6045,5183,4399,19645
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,283,752,476,474,604,602,278,276,351,690,,7815,12569,22073,26211,28027,32360,36092,38394,40057,54469,,40570,60818,64863,55865,53510,61770,68668,67591,62250,71290
392321,"Sacks and bags, incl. cones, of polymers of ethylene",77,53,65,68,46,199,474,489,567,689,,81834,81399,98698,79518,76186,82781,92476,92047,99124,119086,,25537,29393,34644,34446,35406,40345,48868,65540,77245,85688
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,1,0,1,0,4,0,338,411,687,,13279,11083,12644,11761,8022,5782,6162,3590,3435,2544,,23656,25190,23442,23425,21998,26404,31865,25790,20763,34542
291632,Benzoyl peroxide and benzoyl chloride,774,703,631,730,784,948,893,1032,721,686,,2781,3023,3053,1641,1437,2573,2477,2947,1608,1847,,6574,6371,7380,5079,5410,5511,7738,7995,7568,7686
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",7,15,76,52,84,68,565,1436,1264,683,,13062,12569,10213,10669,11695,12000,15945,15355,14386,19153,,977,1708,1793,2708,3608,3215,4390,5408,5110,5700
851020,Hair clippers with self-contained electric motor,104,91,226,303,259,226,174,256,362,683,,4709,6949,7072,6994,5521,5814,6172,5619,7622,10345,,4866,5046,6319,6825,9192,11878,11904,14731,14104,16577
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",4645,6067,3748,2474,1607,579,450,421,1028,683,,2905,4701,11593,8947,7214,8360,7886,5904,6714,7299,,19461,28736,33497,30570,34253,36096,47541,49467,60132,81924
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",398,458,574,614,197,510,369,300,595,675,,18179,19736,18863,19376,21745,22165,22301,20141,17884,22852,,91579,106797,118663,125906,120359,127123,129629,129521,120520,150716
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",485,944,995,591,591,641,1043,576,787,675,,1108,2704,712,1746,1630,2245,1494,3977,2417,3094,,37803,37318,39659,33264,36490,39313,46403,57641,57180,61543
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",14,44,301,483,482,429,386,1076,583,671,,18301,19557,32215,27893,23016,27886,28249,33646,29941,50511,,11673,14797,14530,15205,13526,15252,14650,12847,12541,16753
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",89,179,118,90,147,152,102,114,210,670,,12802,13318,14688,13485,10916,12711,12052,8368,21066,11733,,47227,71470,49943,44391,45927,44404,44787,37603,53998,51358
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),118,62,262,414,368,165,212,275,485,669,,7769,9414,7741,12444,11666,15439,13401,11828,13610,21288,,13198,12469,20855,11690,39103,36199,32816,30939,19270,29132
