Product code,Product label,Russian Federation's imports from United States of America-Value in 2012,Russian Federation's imports from United States of America-Value in 2013,Russian Federation's imports from United States of America-Value in 2014,Russian Federation's imports from United States of America-Value in 2015,Russian Federation's imports from United States of America-Value in 2016,Russian Federation's imports from United States of America-Value in 2017,Russian Federation's imports from United States of America-Value in 2018,Russian Federation's imports from United States of America-Value in 2019,Russian Federation's imports from United States of America-Value in 2020,Russian Federation's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,18,0,0,0,0,0,,0,0,0,0,59,0,254,427,0,81
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,47,96,4,10,0,0,0,33,6,7,,58,1,52,17,212,50,151,44,30,70
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,7,0,,1723,776,702,726,507,760,849,417,406,829,,1908,2884,3111,550,202,506,490,449,487,587
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,244,301,268,479,432,412,919,692,722,768,,112,21,50,154,188,153,143,245,81,226
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,1053,1934,1442,1332,586,607,211,143,158,136,,73,0,0,0,5,11,18,4,2,0
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,1,1,0,0,0,,4697,1357,2648,4588,5215,2652,1992,1564,112,891,,1272,469,9409,376,321,288,218,168,715,370
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",2,0,0,0,0,0,3,0,0,0,,244,168,266,427,309,437,312,629,877,303,,346,325,246,145,155,564,558,203,159,226
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,0,0,,166,190,200,844,160,175,425,409,786,442,,3811,4532,3252,2638,2284,3063,1938,2736,2461,5881
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",0,0,0,0,7,0,0,0,0,0,,1873,2028,2465,2318,2177,2288,2321,1980,1829,2440,,3476,5322,4720,4671,5637,5069,5415,6520,2943,4015
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,29091,20982,23089,19546,11999,12032,16092,10650,8881,12312,,225,114,176,108,121,125,123,128,129,94
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,4319,3878,3179,2184,3175,3075,3703,8349,6047,11097,,281,251,409,1020,1531,1003,1306,1389,2181,2588
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",0,0,0,1,1,0,0,1,0,0,,68978,68325,59806,49952,37602,53483,47140,42367,38871,42514,,804,957,1035,1035,2003,2445,2700,1743,2662,2182
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,12877,11070,16040,9494,17602,12222,17927,14188,11304,15384,,4104,5228,5552,3517,3589,3865,4347,4222,3045,3918
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",0,0,0,0,0,0,0,0,0,0,,1342,1448,1259,1681,5241,2622,2185,3530,1757,4568,,675,1367,1144,1094,671,686,1263,1355,1585,1913
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",0,1,0,0,0,0,2,4,8,0,,7101,5761,6163,5273,6160,8378,11281,11019,7398,9450,,668,504,537,383,507,2654,3089,6917,6931,8073
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",0,0,0,0,0,0,0,1,0,0,,2776,4064,8039,855,1482,1461,1583,1332,1675,1638,,404,281,282,116,316,422,381,508,232,312
540794,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,696,720,916,913,1369,1258,1825,1729,2369,2272,,978,533,218,174,549,267,266,595,115,595
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,1442,1009,1353,1275,5604,6459,11843,5812,5396,4587,,11,0,31,31,139,55,294,137,72,6
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",0,0,0,0,0,0,0,0,0,0,,11854,5340,8686,7528,8005,9979,12188,10217,8470,4842,,9308,7188,3715,528,6621,16910,21293,23770,21235,25527
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",0,0,0,0,0,0,0,0,0,0,,4443,3646,1417,2481,4235,4254,4087,4247,2472,2232,,3104,2216,778,917,367,513,1195,463,535,847
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,41083,17086,32764,45561,59847,72370,103432,118725,68032,124061,,2,14,88,239,18,1,0,86,280,34
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",171,0,0,0,0,10,0,0,0,0,,1622,879,208,393,679,171,487,515,1967,2136,,171,0,88,111,190,270,339,0,116,0
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",19,0,69,0,0,0,0,0,0,0,,36636,37818,45383,36049,28224,0,0,0,0,0,,19,0,70,25,0,0,0,0,0,0
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,125,396,303,101,181,,0,0,0,0,0,0,0,0,0,0
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,8220,4916,5162,5988,9552,1306,642,465,295,3045,,0,125,115,310,206,215,328,174,63,103
291533,N-Butyl acetate,1,0,0,0,0,0,0,1,0,0,,91399,87072,76823,61241,55960,60959,72294,64267,60010,96995,,425,645,581,356,505,1031,1627,1044,554,1507
292111,"Methylamine, dimethylamine or trimethylamine and their salts",3,0,11,7,12,4,2,8,1,0,,25886,25275,18003,20777,21705,20445,22766,24584,24159,33647,,164,198,411,192,139,609,588,1112,277,158
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,6,45,0,0,4,0,0,0,,24893,27551,25439,24187,27402,30076,30764,25021,22180,35464,,2905,1472,850,1282,2394,2547,3670,3061,4171,4482
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,20,0,,32579,54216,60390,50206,36881,29965,18738,22644,19529,39437,,37214,38678,38449,21789,25666,40845,38511,40992,32915,69625
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,1,0,,17919,17551,13841,11198,6928,8894,10679,6906,4702,8071,,22539,23729,19067,5676,6460,10326,12818,14565,7674,15371
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,950,617,1331,2362,1228,1931,2711,2296,2111,2828,,0,0,0,0,0,0,1,1,0,0
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,16260,22664,15756,11874,23057,21645,5634,3074,2683,2242,,3863,2161,1834,1242,532,1842,2224,899,1092,1310
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1674,1026,897,822,707,,0,0,0,0,0,0,0,0,0,3
293030,"Thiuram mono-, di- or tetrasulphides",3,0,0,0,0,0,1,1,1,0,,1262,1125,1426,1211,1426,1298,1013,1086,1813,1585,,1003,1510,1431,1418,1202,1753,2469,1110,923,1993
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,12,0,3,,0,0,0,0,0,0,0,0,10,0
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,2625,1704,1137,1103,1551,1135,2223,1183,591,623,,145,76,70,21,22,2,4,3,34,5
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2576,335,213,22,8,,0,0,0,0,0,0,0,0,0,0
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,357,46,310,59,873,,0,0,0,0,0,0,0,0,262,1
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,86,67,8,0,0,0,0,,104775,43427,38202,45624,85729,90828,89900,77664,75331,58384,,149367,184009,149943,112740,106856,146882,116406,162930,117353,106756
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,72860,339030,336136,344754,281019,288351,310870,279011,305137,335882,,92,2,0,0,0,2,0,0,0,0
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",2,1,0,0,0,2,0,0,0,0,,6738,2149,1764,2917,2829,2638,1651,1730,2682,4806,,104,107,3,60,9,3,2,3,12,3
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,3577,2798,1397,1809,1277,0,0,0,0,0,,20,52,101,22,19,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,1,0,0,0,,254,230,274,193,205,487,280,96,261,248,,1,0,0,0,0,0,1,0,0,0
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,199,968,48,72,1078,0,0,0,0,0,,325019,322439,336870,326445,330386,0,0,0,0,0,,141266,137758,124709,86650,98826,40,0,0,0,0
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5237,3462,4026,5648,1311,,0,0,0,0,0,0,0,0,0,0
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,10,8,6,3,0,,0,0,0,0,0,194618,256621,228947,195483,144564,,0,0,0,0,0,800,60,70,17,35
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,3827,9021,1663,1400,7261,1386,2250,1686,2529,3785,,346,174,253,394,373,404,412,485,482,432
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,9,0,0,0,0,0,0,0,,524141,665444,303668,263224,255681,397670,341429,379765,389844,737319,,277,214,362,2776,3912,4279,4218,7932,4213,3743
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,4,0,0,0,0,0,0,0,,2340,1406,1827,1334,1506,1943,1720,1621,1274,1613,,586,3441,1400,982,993,2349,1880,1948,263,0
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",28,47,0,0,3,0,0,0,0,0,,11756,21448,30538,27049,46021,30478,35691,33682,19384,21247,,181831,184453,152373,117310,125357,146014,146657,162849,129730,130576
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,604530,581508,451201,334253,90500,136263,120396,68816,46652,28281,,0,0,0,178,70,84,307,0,106,222
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,50164,57491,54768,39341,32777,48664,39895,20297,20031,26261,,0,0,83,0,0,4,0,0,2,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,530,33,103,118,205,97,328,220,65,91,,0,0,8,0,0,0,0,0,0,2
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",29,0,0,0,0,0,0,0,0,0,,4924,4808,5819,4548,2559,3748,1863,3610,2223,1446,,5849,2272,449,279,1389,493,245,456,525,1571
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,376,709,783,581,,0,0,0,0,5,1,14,80,0,0
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5957,11767,6428,7428,,0,0,0,0,0,0,0,1,0,0
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,1706,1353,1834,1559,1151,1145,803,0,0,0,,0,0,0,0,0,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,98,373,461,,0,0,0,0,0,0,0,0,0,0
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,2,1,0,0,0,0,0,,8276,7217,7737,8581,8668,6577,7175,6514,7050,8618,,1236,926,1282,2514,1910,1728,923,371,607,1292
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,94473,91999,118673,135854,118574,126147,108641,0,0,0,,996,2052,3496,1380,1035,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",179,23,165,119,95,0,0,0,0,0,,1005168,1200915,1174766,1020916,1018103,1128159,886603,0,0,0,,3950,6469,5665,3966,1735,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,1,0,0,0,0,0,0,0,0,,2660,2996,5212,6309,11203,9971,7692,16193,25527,14263,,9,23,44,20,9,52,32,11,18,37
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",471,516,550,364,215,0,0,0,0,0,,3858,4428,4653,5474,9397,6878,6825,6079,4245,4739,,620,717,692,386,2368,6012,1200,1621,166,29
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,0,0,0,0,0,0,0,0,0,,47852,37526,47296,31378,22020,34178,37345,13564,9780,14562,,32596,41596,8273,435,1088,1797,2290,2688,2775,4106
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,734,796,2705,1183,933,285,223,166,295,248,,114,147,125,5,0,0,0,0,1,0
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",7,4,1,0,0,0,0,0,0,0,,24711,25820,31720,33713,32980,38421,37467,38674,32469,53033,,180616,153085,138235,65499,96628,83512,94264,84723,69874,83268
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",76,8,5,0,0,0,0,0,0,0,,5959,10859,19960,27368,28788,20961,29044,14045,8040,8452,,7106,9170,12325,7549,7870,8467,9631,14107,16181,11093
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,0,,313,192,179,329,493,701,979,1071,623,719,,68,100,148,54,39,52,67,35,33,25
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",77,60,49,47,14,0,0,0,0,0,,33849,31408,35678,38381,34172,35666,36909,35146,31993,33355,,11341,11756,11483,6175,6437,7161,8549,8320,7599,8547
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",31,134,47,4,0,0,0,0,0,0,,14944,11055,13835,15375,16521,15293,16272,14884,12430,11406,,10251,9953,8829,4397,4445,5556,7292,6383,6801,8081
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,7839,7653,11874,4952,2036,972,2464,2335,5559,4933,,0,9,0,0,20,17,9,3,12,131
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,2842,2750,385,473,254,287,457,387,441,506,,61785,59840,45443,14252,3563,6416,5853,3709,2737,2287
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,702,357,481,247,205,276,363,267,468,191,,1964,1511,2870,1847,766,1600,2134,2310,1520,560
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,2315,2565,1643,265,3,120,278,388,214,98,,0,0,0,0,0,0,0,0,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",142,258,0,0,0,0,0,0,0,0,,687,481,241,221,200,268,480,595,1051,198,,22968,7058,0,0,2,5,27,20,5,114
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,35154,39656,143883,49423,82979,65278,21127,28086,33214,25095,,190071,186401,213144,156258,158588,136852,145038,177142,210573,215443
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",9,19,45,2,0,1,3,18,3,0,,162800,165226,167733,176881,173249,161981,172078,170715,148450,153495,,76012,91172,88882,53955,70926,90112,115325,131262,111460,135051
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",2,0,0,0,0,0,0,0,0,0,,119014,123581,117597,110527,97280,96550,85651,74071,90287,80360,,4167,5389,5746,3014,2281,2264,2293,2824,1957,1995
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",17,8,54,0,0,0,0,0,0,0,,49535,51102,55380,48343,47327,50606,57644,58662,60154,66234,,16889,18255,18324,11911,11090,13409,13532,14529,14073,18625
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",2107,2059,2193,955,698,729,570,50,0,0,,6668,5938,13438,18739,20198,18795,15643,12724,6249,5733,,69077,61125,62170,25166,31684,26406,31272,34408,28389,27291
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",3,4,3,4,6,8,0,0,0,0,,7772,6671,7961,7031,5921,5276,5850,5438,6159,7988,,1113,1503,1491,767,805,789,690,511,590,409
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,3609,4301,12008,3599,10304,11610,17145,19291,10937,9649,,214,344,379,325,432,349,548,499,428,407
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1687,1599,1793,2121,1668,1768,2428,2504,2679,2029,,38,42,43,46,22,45,60,61,34,39
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1487,1272,1079,1259,1273,1868,2364,2142,2912,2606,,1446,564,637,633,515,764,605,773,1218,1542
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,572432,629832,529467,486634,493148,433130,419581,471979,466792,511177,,221,334,335,216,256,331,433,321,431,334
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,488980,518804,1656386,2262335,1302783,1035546,778148,518816,1361840,2004217,,45,12,55,389,0,0,0,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,12,0,,13276,19332,31786,24851,20075,16307,15358,13996,13829,12122,,170,573,757,437,631,1089,1978,2852,2780,3245
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,67621,57175,55277,58990,60402,63215,70691,63265,61089,56957,,1470,1161,690,172,163,212,453,640,745,871
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,11,0,0,0,0,8,0,,9294,10292,9510,15874,18955,21494,10822,5644,7514,14271,,248,181,228,95,97,41,56,42,66,40
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,5859,10395,5275,4228,3685,6866,17316,11427,2293,950,,3,206,1,21,14209,9134,4506,148,5,11
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,16611,14830,10021,13704,10495,14289,21450,13374,15351,4809,,0,0,0,0,0,0,0,0,64,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,10,0,0,0,4,0,0,4,0,,10455,18109,20694,23571,23379,20426,21697,18509,15844,14686,,6855,9055,10625,8274,10092,13378,20666,27044,23409,13254
280490,Selenium,0,0,0,0,0,0,0,2,0,0,,21065,14912,11658,9759,2474,5362,4330,7327,2217,3638,,1354,1098,787,463,135,113,458,34,114,36
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,4438262,5868712,7315406,4401866,3652343,4700962,4729297,6000307,5470524,12828102,,224596,221696,223994,0,0,0,0,0,0,0
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,11621,13810,17677,17003,21590,21112,23179,25526,28406,25820,,1649,1812,2190,1667,1962,4193,5455,5205,5814,4800
250900,Chalk,0,0,1,0,0,1,0,0,0,0,,1951,981,914,573,557,811,811,892,617,872,,3924,5409,4376,3907,4688,4354,3362,3281,2642,3809
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,1,2,0,0,0,0,0,0,0,,4977,3045,2644,4549,3724,3986,4897,3987,2970,2962,,1465,895,981,702,661,588,1318,697,1728,2260
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,0,0,0,0,0,0,0,0,,3918,4938,3790,5776,7311,6550,7059,6774,5096,5728,,11377,14249,4914,421,278,382,799,775,582,1080
252321,"White portland cement, whether or not artificially coloured",13,6,0,2,0,0,0,0,0,0,,40231,31541,19798,39986,26334,21560,10000,11126,8345,12264,,17410,17239,17629,14975,15982,25770,21471,21870,20038,22421
252510,Crude mica and mica rifted into sheets or splittings,0,8,1,0,0,0,0,0,0,0,,860,510,650,333,453,371,365,206,139,220,,2459,2979,1963,830,2723,3586,4475,1118,1941,2156
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,1207738,1132765,1177329,615988,564665,753870,950387,936697,810058,1022409,,380798,314923,335707,100917,146624,195224,154154,235246,190578,487986
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,3623,2700,2391,2659,2934,2770,4436,5206,2660,2586,,0,0,44,185,0,1,191,68,0,0
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",12174,4801,15673,4418,1030,0,0,0,0,0,,3474443,3998620,4216160,3886394,3297160,3117169,3987565,3387509,3635156,4536968,,294820,403766,334318,254332,97607,32791,88263,97274,166625,377539
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,675,4645,1356,1134,2121,734,996,2530,3353,4991,,105,315,1397,1083,1360,2125,5524,1340,4302,3133
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17653,13736,14289,13441,7169,,0,0,0,0,768,11899,18605,18077,17349,15713
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",1318,1431,1031,491,38,38,0,391,0,0,,231034,251646,255754,240727,218555,216666,240818,272389,287407,192787,,147636,140245,108744,99360,98932,87910,79505,69790,15125,2520
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,3812,2972,3419,4849,10289,20747,17330,9975,6656,6868,,2,0,116,108,17,0,0,36,44,99
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,529,294,7,42,103,212,19,40,68,289,,0,0,70,137,0,0,0,227,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,42,22,6,4,24,61,25,0,9,15,,0,0,0,0,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,1748,2522,1384,1151,1031,1492,637,705,1837,675,,0,0,0,0,2,9,219,0,0,0
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,582,700,590,1406,1125,1052,1231,1135,1337,1314,,136,287,581,686,644,760,871,358,707,603
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,5352,6252,7043,7173,6789,6767,7157,7220,7801,8875,,2901,3021,1572,1170,1140,2336,1850,1581,2095,1867
20230,"Frozen, boneless meat of bovine animals",220314,274,113,0,0,0,0,0,0,0,,1694233,1710077,2182374,1942312,1991246,2118008,2755789,2605655,2367761,3727423,,2558561,2348599,2159588,1040326,764416,851142,855606,789951,696315,674494
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,1607620,1614994,1591075,1406180,1508562,1597035,1522541,1472468,1573967,1731320,,132563,136562,5510,84,38,26,8,45,11,3
20321,Frozen carcases and half-carcases of swine,422,0,632,0,0,0,0,0,0,0,,48136,8113,4831,13511,13676,3826,1582,450477,405042,55569,,119001,54114,74238,60321,32104,27985,14262,11815,155,0
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,4,0,76,26,153,778,379,6,26,,992,931,1856,0,143,0,0,468,2,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,772,1355,1225,581,322,324,229,334,487,473,,1465,1523,2127,411,235,201,171,58,62,94
20621,Frozen edible bovine tongues,14736,0,0,0,0,0,0,0,0,0,,83095,113563,117056,83047,102268,90971,75700,74274,98370,169509,,60263,52025,53000,42503,26593,35520,44238,41907,28363,36829
20629,Frozen edible bovine offal (excluding tongues and livers),12580,30,0,0,0,0,0,0,0,0,,269127,266145,294806,305687,306453,301648,319566,318577,294185,327346,,62796,52870,85315,64363,42050,56838,65357,59238,53241,60081
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,7945,8869,8445,6056,4279,3707,8580,10786,9053,10604,,0,0,0,0,0,0,12,3,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",200,0,0,0,0,0,0,0,0,0,,52092,56219,59098,48464,50316,45493,45248,45639,46891,49880,,2158,2111,1183,182,79,154,144,102,123,10
20727,Frozen cuts and edible offal of turkeys of the species domesticus,7284,353,0,0,0,0,0,0,0,0,,272671,271361,257463,156345,178404,184035,172563,213600,171995,199168,,50226,31457,24851,13503,7367,7869,4555,8621,3410,5333
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,87,36,70,267,475,90,12,19,38,59,,25,34,40,8,10,3,200,2,0,1
