Product code,Product label,"Singapore's imports from Korea, Republic of-Value in 2012","Singapore's imports from Korea, Republic of-Value in 2013","Singapore's imports from Korea, Republic of-Value in 2014","Singapore's imports from Korea, Republic of-Value in 2015","Singapore's imports from Korea, Republic of-Value in 2016","Singapore's imports from Korea, Republic of-Value in 2017","Singapore's imports from Korea, Republic of-Value in 2018","Singapore's imports from Korea, Republic of-Value in 2019","Singapore's imports from Korea, Republic of-Value in 2020","Singapore's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,1,1,0,0,0,0,0,0,0,,20621,14534,18825,10617,10184,7056,3271,2124,1178,1828,,157,25,2325,369,272,89,206,261,41,78
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,166,0,69,0,0,0,0,0,,45,89,150,227,292,402,712,441,378,308,,327,347,394,306,141,80,37,52,7,6
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,6,0,0,0,0,0,7,0,0,,8210,10093,9672,9190,8151,6591,6405,6163,5806,5857,,614,495,917,772,414,98,400,338,68,416
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,4,0,0,0,0,,1414,1236,784,1268,1652,694,387,982,947,536,,356,290,229,311,185,124,234,104,146,116
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,987,716,1014,873,459,538,592,472,742,575,,164,224,237,81,135,83,44,12,3,8
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,210,165,144,120,115,439,248,111,24,85,,1050,2129,2073,1888,1281,1445,1132,1060,1299,636
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,4,0,0,0,0,2,0,0,0,,1509,1489,2763,4521,5002,4439,3260,3014,1739,3945,,2308,3826,2310,792,658,583,1323,710,170,287
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,2,0,0,0,0,0,0,0,,4114,3666,4978,3811,2392,2119,2970,2346,928,1573,,61,62,12,57,41,67,26,15,13,61
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",5,0,0,190,745,0,0,0,0,0,,167,139,144,47,271,322,196,38,80,184,,267,89,109,423,921,60,144,28,10,10
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",11,0,0,5,0,0,1,4,0,0,,953,1381,1702,1857,1831,1051,1003,1143,1073,693,,202,203,136,84,80,61,128,118,79,92
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,25,3,0,0,,0,0,0,0,0,0,5,27,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,8,9,0,6,14,24,0,0,0,,0,0,2,0,0,0,0,0,0,0
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,8,56,0,36,37,124,17,30,,13,1,0,0,0,0,0,0,0,0
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,0,0,,0,0,0,0,0,0,0,0,0,0
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",35,5,38,0,0,0,0,0,0,0,,1642,1327,1432,1252,670,778,617,749,932,1024,,88,118,11214,9584,3028,55,45,43,28,29
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,5,0,0,6,0,0,,4026,3104,5890,5585,6847,6213,4010,2457,2243,2684,,185,179,648,368,193,103,71,136,38,37
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,180,82,92,105,23,6,8,1,10,0,,35,9,6,20,126,13,7,25,6,14
520100,"Cotton, neither carded nor combed",0,0,1,0,0,0,0,0,0,0,,833,980,628,2188,1066,3945,1290,6798,3480,695,,39,23253,63,11458,7262,129,1171,353,149,233
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,3520,4346,3129,1693,910,1045,470,485,519,1097,,0,1,0,0,0,0,18,66,70,23
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,67,0,22,111,54,6,124,35,3,,0,0,0,0,0,5,0,0,0,0
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,35,0,129,8,28,60,82,81,201,328,,0,0,0,0,0,0,4,1,0,0
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,35,285,218,205,130,82,16,36,115,88,,29,15,0,13,57,3,0,0,0,0
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,16,109,286,,170,13,117,183,57,25,256,21,39,43
300691,Appliances identifiable for ostomy use,0,0,0,0,0,1,0,0,0,0,,170,248,254,148,273,121,82,76,79,103,,9943,16711,9808,9723,12255,10582,12466,10529,11486,14852
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,1,0,,9,5,1318,406,190,105,31,50,64,340,,748,174,7,88,16,17,120,178,216,127
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",4,6,11,1,3,0,2,0,0,0,,118745,68861,104491,89473,60406,79911,83894,84075,93280,122093,,1984,1566,2149,1822,3239,3060,2551,2462,2498,3303
282550,Copper oxides and hydroxides,0,49,202,295,340,60,418,0,0,0,,12744,9765,11153,7465,8543,10921,8955,11598,10889,7994,,23184,19104,19273,16996,8598,8757,9877,10595,8931,12538
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,155,2198,501,593,3972,6924,9930,8554,7999,15232,,53,8762,11316,111,10804,11438,8000,27863,7919,16906
293361,Melamine,1,0,0,0,0,0,0,0,0,0,,376,336,578,420,961,934,528,442,270,144,,1988,1135,1788,1038,2316,1056,4179,698,1026,3645
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,50,42,52,137,138,186,88,14,64,2,,1882,1736,2012,2024,1559,1656,1528,1452,1264,1618
293530,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,76,171,0,0
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,1,2,1,,86,321,249,175,434,302,298,307,437,905
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,25,44,0,1,12,31,6,18,13,21,,5693,8009,8916,8088,9289,13050,15275,16036,16776,24747
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,6,7,12,0,0,0,0,0,0,0,,536,520,435,366,457,308,292,471,169,203
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,67,0,0,0,0,0,0,0,0,0,,2487,3090,1796,2580,1556,1115,1034,990,1113,870
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,475,0,18,18,10495,7766,7428,9682,5999,8800,,2604,23963,7804,2950,1217,9505,21688,10038,3529,8811
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,352,0,0,0,0,0,0,0,0,,1583,1532,693,726,652,706,692,888,1021,1565,,94044,84382,66535,53482,50927,47696,48466,46118,43165,49046
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,0,30,0,61,290,1,1,1,507,0,,2050,5201,5921,5970,1937,10067,6116,1627,1366,259
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,7,0,0,0,0,,3340,2817,0,0,0,6268,6971,10487,24218,34027
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,15,0,0,0,0,0,,35,124,162,191,280,17,142,0,0,0,,0,0,8,35,180,77,64,99,57,196
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,0,,1330,1054,563,309,446,357,448,314,1026,1053,,0,0,471,413,260,108,476,570,380,521
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",11,0,80,1,0,0,1,11,0,0,,0,66,213,400,139,524,315,377,50,258,,1540,750,3039,1102,715,824,1378,547,274,330
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",40,0,0,0,0,0,665,0,0,0,,1857,921,849,714,1401,1372,2754,3470,413,460,,8934,2296,2765,1853,3649,4839,10608,9576,1042,3409
390910,"Urea resins and thiourea resins, in primary forms",2,24,32,15,41,40,45,10,0,0,,3607,2069,4684,3824,3494,2267,2799,2314,1982,2219,,6577,6094,6010,4458,3760,3388,2564,2501,1580,1388
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",548,150,322,914,377,261,0,0,0,0,,454671,601167,548778,379540,347209,0,0,0,0,0,,26350,27324,26293,21844,15096,29351,0,0,0,0
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,1064,1486,246,67,224,309,454,426,222,166,,266,145,141,205,228,378,489,295,477,329
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,59,0,0,0,,0,0,0,0,0,0,59,55,0,24
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",1,731,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,1,38,,423,755,61,70,149,229,240,33,25,31
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",5925,5658,4936,4766,3850,4284,0,0,0,0,,149796,165050,254706,229996,244620,0,0,0,0,0,,142273,127661,123915,118397,123034,117555,0,0,0,0
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,71,60,0,0,0,0,0,34,2,0,,9,0,0,1,0,0,0,0,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",54,70,63,9,9,0,10,0,9,0,,1386,1117,1116,363,139,952,1264,1116,908,1303,,2832,2029,2007,1963,2220,1919,2631,1522,364,184
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,2,1,0,0,0,1,0,,1582,2292,1782,1489,2181,623,467,420,141,112,,2526,2466,2903,2910,3669,4146,5143,6002,5928,9108
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,3,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,8245,6133,5744,5784,3826,3536,4635,4405,2943,1629,,5098,5771,6397,6179,6731,6734,6140,5942,4173,5743
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,1,0,0,2,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,,1105,897,1123,1049,1224,1284,1118,1461,3507,1759
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,61,0,0,18,0,9,1326,1465,1015,19,,94992,100499,131804,71381,40678,58951,62551,63226,58261,58466
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,267,2459,5859,6522,12696,1233,1282,30,38,343,,13593,19440,25731,13033,11440,10662,13236,13816,11279,11380
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,1335,1158,972,976,1918,1819,1012,1523,1368,1747,,20,22,0,0,0,448,0,0,0,0
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,254,260,181,95,3,1,9,8,0,0,,303,338,355,321,343,316,350,361,260,317
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,78,0,0,0,0,0,0,0,0,,543,1218,141,1074,1503,1391,856,930,351,493,,774,1874,762,1516,2077,2089,1076,1098,1232,1425
30390,Frozen fish livers and roes,54,111,19,8,18,48,0,0,0,0,,51237,36765,31417,23340,26547,0,0,0,0,0,,4691,4785,4404,4632,4840,6216,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,115,3,0,,17,1,2,1127,1867,1094,79,71,83,72
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,31652,33899,36269,31658,30753,31377,40195,34537,26364,24836
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,2,0,,371,170,172,5,36,25,34,116,55,54,,85,97,84,47,12,9,39,40,5,101
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",5,0,0,0,0,0,0,0,0,0,,3,11,0,0,0,0,3,1,17,12,,44,26,52,18,35,22,24,52,53,27
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,3,,0,0,0,0,0,0,0,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,75,32,1,0,26,20,43,8,40,38,,0,0,0,0,0,0,0,0,0,0
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",4,0,0,0,0,3,0,0,0,0,,81538,63465,48522,20788,15860,15920,16955,17004,11144,19548,,2116,1084,356,4731,223,2482,1246,2269,1610,633
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,16,0,0,0,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,3,16,0,39,59,68,66,84,27,74,,836,623,762,729,707,0,0,0,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,17,0,,929,675,510,335,443,660,544,288,1065,191
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,820,708,706,730,573,1288,740,1011,901,896
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,2,1,1,0,0,0,0,0,,13882,13315,16678,14418,14435,20927,22015,24327,28097,27868
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,135,82,0,0,0,0,0,2
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,0,20,384,161,98,,1784,1801,1753,1690,1868,1977,2322,2359,2172,2373
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,17,0,43,0,0,,8266,16590,15537,16634,14224,2811,15103,29117,35738,27843,,35223,53622,35543,34126,42394,29354,34342,33481,45131,51921
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,81,0,0,1,0,3,0,0,0,1,,238,404,1012,2001,4059,4081,4638,3782,3500,5161
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,30,29,117,86,0,3,1,3,3,2,,0,0,0,0,0,0,0,0,1,8
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,0,0,0,0,0,,7,0,0,16,8,0,13,3,10,41,,5528,3528,2085,1304,1134,1514,1446,1418,695,833
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,1,12,0,0,330,633,430,447,124,162,,7924,8076,7068,6650,6519,5728,5973,5622,5300,6594
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21,0,0,0,0,0,51,140,716,49
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,3,0,0,,0,0,1,0,0,0,0,0,0,0
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,0,,0,0,0,107,0,10,0,149,85,14,,84,98,122,236,270,306,390,374,256,264
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,15,29,0,47,0,0,0,0,0,0,,331,240,469,564,527,528,589,608,456,525,,704,691,387,971,1759,2497,1985,1125,1472,1457
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,0,0,54,698,1,0,0,0,0,0,,0,31,0,0,0,0,0,0,0,0
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,40,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,13,0,0
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,548182,171524,57456,25662,43044,55280,55447,80756,11383,4347
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,1,0,0,0,0,,0,53,76,73,20,38,19,0,0,0,,0,0,0,0,0,254,199,170,228,226
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,4,0,,195,81,93,67,48,50,62,201,222,189
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,6,2,0,26,1,0,0
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,54,199,84,294,592,773,620,502,946,517
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,3,1,0,,0,120,2,155,73,253,516,28,47,192,,15565,17918,26007,16057,19401,19659,19386,17209,13724,17069
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,6,0,0,45,31,0,,323,415,580,834,536,667,408,394,568,520
80231,"Fresh or dried walnuts, in shell",0,0,0,0,5,8,0,0,0,0,,0,189,0,0,0,0,0,0,0,0,,425,1161,1085,1811,341,916,761,1710,1141,690
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,2,3,0,0,95,0,0,0,44,53,,3272,5451,7167,6547,6285,6739,6263,4435,4584,6128
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,6,1,2,0,0,1,,7718,7874,9470,9292,8966,9657,8853,8766,9108,8663
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,7,0,0,0,,0,1,0,0,2,1,0,0,1,0,,1975,2165,507,841,2322,831,7288,9414,8797,10295
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,293,359,348,346,424,456,499,522,537,622
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,2,0,0,24,0,0,0,0,0
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,10,22,170,59,144,85,0,0,100,,712,78,76,59,54,66,40,57,174,224
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1230,423,1780,2676,2167,225,58,46,57,133
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,50,0,0,0,20,,2168,3735,3755,3440,2212,2608,2593,1170,1630,1312
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,0,,195,186,176,162,156,121,102,240,227,318
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,15,2,19,18,4,6,9,18,29
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,270,334,318,188,14,0,0,0,58,8
250810,Bentonite,55,410,24,36,41,6,27,0,0,0,,799,896,915,991,2186,1584,2113,1857,1928,2891,,6625,8284,7598,9236,9544,9888,7811,8173,7256,11835
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,28,2,0,0,0,0,,33,14,9,4,9,0,0,0,0,0
280430,Nitrogen,5,84,7,521,3,15,2,5,5,0,,133,407,235,282,153,289,223,237,150,140,,4325,3000,3488,6329,5460,7881,6184,3085,3248,8683
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,1,1,0,0,0,,754,1369,1048,421,594,668,1355,1516,2155,3250,,5982,6192,6606,6178,5306,4415,4408,4602,3247,3937
252220,Slaked lime,0,0,0,7,0,0,0,0,0,0,,161,183,132,202,250,173,124,104,121,161,,4992,5274,6181,5289,5735,8373,11107,12928,9542,15131
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,3,10,0,1,1,0,0,1,0,0,,210,46,396,418,258,148,451,612,895,466
252310,Cement clinkers,0,2,0,1,0,0,0,0,0,0,,206129,194005,197598,156030,91011,58992,137366,196579,144513,129328,,1587,639,835,123,130,38,76,90,21,10
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",105,86,59,85,9,0,37,74,8,0,,4638,4111,3170,2278,1200,1227,501,514,383,453,,1086,1636,2647,1378,996,1662,1007,933,365,474
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,83,55,85,96,106,91,126,203,176,105,,53,24,0,0,0,13,0,0,0,0
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,9929,13607,8084,707,43,48,137,349,9301,17439,,321,447,51,147,110,858,800,26,9,10
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,0,,0,42,0,15,4,0,74,55,0,0,,0,0,2550,2145,2410,4664,3679,3700,22,14
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1973,581,2540,682,2,24,3786,797,3112,83,,41,233,317,210,5,109,676,4960,3422,773
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,0,,10492,10066,9833,2886,1805,15033,44246,16312,3491,31593,,0,4,5,0,242,0,0,0,0,0
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,0,0,0,,1802,11447,4944,277,101,19480,20022,3777,35271,123307,,43,55,0,0,44,0,960,1383,656,2087
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,23,51,11,,48,51,144,83,174,97,247,44,55,19
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,254,640,790,835,1114,1002,,6,266,914,872,322,0,0,35,0,1
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,0,3,4,0,0,0,0,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,15,9,7,0,0,0,0,0,,130,57,409,2500,625,66,188,12,10,1363
