Product code,Product label,India's imports from Russian Federation-Value in 2012,India's imports from Russian Federation-Value in 2013,India's imports from Russian Federation-Value in 2014,India's imports from Russian Federation-Value in 2015,India's imports from Russian Federation-Value in 2016,India's imports from Russian Federation-Value in 2017,India's imports from Russian Federation-Value in 2018,India's imports from Russian Federation-Value in 2019,India's imports from Russian Federation-Value in 2020,India's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",1338,1109,736,795,1294,1506,3187,1478,1093,3119,,14593,10819,9513,9122,9807,12207,14517,10454,11016,14338,,50502,57822,61954,56925,47630,48415,79144,54274,34385,45766
810820,Unwrought titanium; titanium powders,477,6363,140,0,0,286,112,0,106,3111,,85982,86449,79328,52797,45303,59849,70317,62514,39979,49152,,1405,7513,4532,3401,2244,4799,5081,3812,5270,6157
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",390,55,18,8,7,63,251,27,127,3045,,3896,5631,3445,3884,5677,3803,6223,8366,5115,6827,,331209,275680,202459,195259,226699,220605,164838,124328,101887,137992
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",432,1382,1389,226,348,182,41,1123,1855,3007,,9360,6684,10282,13274,82794,98151,119857,98724,94415,121630,,22764,22079,28120,28051,34012,42531,43194,35472,28789,30107
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,0,0,0,396,2876,,16339,7124,7805,9070,23705,7446,11078,18248,4892,25957,,1620,3781,7011,3404,1544,859,658,1265,1314,3590
390461,"Polytetrafluoroethylene, in primary forms",77,1282,1145,1171,1928,3650,543,1256,798,2776,,58103,51514,38289,24844,23323,46884,77619,36790,43414,64112,,29502,26089,19552,19029,16436,26369,32348,28564,25015,29440
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",7,3082,1711,1,1,613,19,12493,37672,2755,,5578,9720,7722,6963,8601,44876,22344,14455,8545,53554,,87103,116120,57254,85191,76555,77055,154678,136970,149709,98310
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",462,7,0,0,0,2,0,0,50,2722,,192671,325358,231816,178779,213493,201748,193667,178195,516947,936518,,581015,548093,808620,766805,726117,707632,828138,599820,567047,880543
780110,"Unwrought lead, refined",1348,2348,5480,8729,1261,225,302,4247,2414,2702,,136013,139532,142929,132624,187010,225828,190930,128327,143949,222785,,222773,231556,245014,207544,219009,287869,298050,202521,188689,149849
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,255,3027,0,2231,1948,2991,2696,,205081,225562,260085,253360,267748,338997,228429,261459,308729,486633,,665,3924,60584,50509,36357,85708,197630,145373,71604,60974
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,0,0,0,0,0,0,0,54,0,2365,,27118,34619,13589,20241,40771,60248,47891,28462,11101,12439,,25005,22278,15396,18913,25625,17896,24574,21521,15872,19656
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",1584,363,1,0,7890,8,16,0,1101,2361,,3875,6090,2906,1359,3578,2713,5046,3159,2343,6867,,319311,389779,310285,317445,296887,256339,338661,320447,207250,183151
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",815,180,372,299,644,421,88,325,597,2313,,11745,19306,11934,2515,2529,5562,2029,6252,2254,4366,,56663,76615,51442,47575,48482,54298,67350,86448,60492,86016
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",4504,5766,5186,1627,2195,3459,6779,6231,3286,2285,,51363,48513,38713,25216,23596,25156,37738,30984,34656,34930,,61627,72857,73207,60118,52465,61084,83016,93608,82083,78570
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",25,312,0,48,95,16,0,81,280,2273,,1005708,991777,897451,901347,680332,750366,966891,771406,682879,1562680,,120291,35452,101460,54668,62610,60885,77380,87537,71601,112023
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),340,209,645,672,732,351,547,298,2020,2226,,33553,41336,37544,29854,27421,38831,42104,40002,40187,53191,,179099,186256,182660,189694,182128,206770,249044,233994,210728,299084
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,373,727,692,595,1926,2009,,82660,146436,181224,98175,139822,872283,2798135,3983450,1454065,20641,,23064,25683,31123,19382,19886,137951,144376,66153,148511,624946
810720,Unwrought cadmium; cadmium powders,0,0,233,192,532,574,712,875,0,1995,,1946,1300,1248,915,1473,955,1850,1463,1313,1228,,1050,1859,3877,4083,5132,8323,15610,21323,18041,19993
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",4189,832,1757,538,35354,9908,33025,23354,17568,1993,,8483,12451,16294,0,0,0,0,0,0,0,,1160361,1228646,1525604,1474312,2012951,1369117,428865,280185,148790,234638
282530,Vanadium oxides and hydroxides,0,0,0,0,0,1,0,0,1546,1960,,71989,82470,73436,40178,33776,93754,267746,177791,88527,130371,,6208,5742,10306,6992,14270,24926,40925,29961,7239,20757
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",1444,3861,2068,952,202,565,439,2039,1137,1888,,297392,263364,208939,295630,191656,223606,248247,255264,257864,331816,,816935,693055,711071,806606,1772601,722631,888758,961255,838926,1088112
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",351,138,825,178,118,94,64,18,11,1875,,18844,11812,24008,26792,49216,21974,59312,16155,19722,16757,,166180,149058,122246,121512,143153,168215,177921,137816,94482,131842
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",173,23,493,218,437,268,590,845,2827,1853,,182424,202426,214199,188425,175651,217859,298188,288714,213993,203001,,6558,1994,3088,4257,2944,5356,10743,7211,9140,9955
284130,Sodium dichromate,4184,6942,8370,5131,4414,5073,2047,5386,2234,1835,,39886,48321,31180,22378,20033,19429,11694,15287,12601,6298,,11922,15619,16445,11312,13676,20872,18677,15731,13757,17187
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",14,23,0,0,53,0,0,0,103,1685,,9398,10544,9677,7923,9994,12759,11967,10726,13745,18799,,121220,108824,110683,104507,61977,58174,57394,69916,70639,105218
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",1,32,46,50,65,745,567,1872,612,1650,,4969,6161,8987,9132,9540,11206,13090,12825,9725,11469,,26507,28553,31616,31392,30673,34522,41909,33896,24539,42912
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",14421,11839,17615,24055,13783,16336,22596,24678,1209,1649,,2087,1553,937,468,340,548,724,1056,935,1197,,134355,154577,193639,177635,138316,141001,229563,207910,74575,119259
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",15,19,6,49,2,2,0,18,9493,1648,,15688,27815,15706,16727,13303,16117,14195,23459,31251,24021,,36806,23716,45282,31798,20837,21919,19462,23722,39807,109484
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,410,1632,,1236623,1261054,1524087,685696,708063,1056284,1664644,1236085,777418,1008224,,1851045,2037686,2802452,1766614,1299049,2005282,3406829,3299486,3422159,5525695
380510,"Gum, wood or sulphate turpentine oils",0,98,0,90,622,769,1781,4293,2850,1605,,973,754,1250,1019,1176,1699,2401,4833,3093,2887,,14527,23560,43969,57291,60353,87734,169591,194693,125451,200539
850490,"Parts of electrical transformers and inductors, n.e.s.",321,143,2574,597,1042,4299,2450,1806,3423,1567,,3733,8433,6296,4112,6979,6161,6700,8902,7248,9085,,311326,359265,320498,302681,357858,423373,605372,599450,370243,467127
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",651,1368,2542,1728,1965,1307,1388,1013,2458,1554,,146753,159012,112072,140877,142912,139586,190796,112788,196595,318775,,9668,8657,7711,7296,8464,8066,10631,11659,20100,20429
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,428,875,1121,1373,1533,,0,0,0,0,17,273,365,554,455,700,,0,0,0,0,0,5708,4626,8791,7456,4212
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",524,1038,1067,399,463,417,306,177,528,1479,,829,1599,1849,1495,1499,1261,1650,2139,1495,2249,,96427,106221,100928,94475,90736,100123,107552,72027,54418,119140
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",5611,836,1479,1257,86,579,2123,6516,3552,1478,,122374,106802,89337,90136,76229,114135,113986,78155,66084,108366,,239957,220571,188306,169702,175654,290758,332887,307297,171518,454786
283640,Potassium carbonates,2153,2741,3889,3837,3194,2218,3232,1784,1991,1478,,18873,27723,32246,22750,23879,21812,27141,29817,25104,28051,,23062,29712,26157,20287,17992,21282,24540,27325,27740,31048
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,0,0,85,0,0,0,0,1475,,24003,19127,27782,30386,35517,29668,52057,27386,18955,66568,,16881,51918,39909,34812,35935,50906,60676,34171,37306,29480
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",3656,3378,5792,3425,7736,6253,918,1873,756,1475,,334887,243349,209313,205309,170139,233499,281381,208310,139017,142368,,270963,307137,264724,292647,267458,283798,305930,274328,183300,239868
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",3720,2419,6351,5082,3291,2853,3530,3306,1733,1466,,0,0,0,837,857,1729,3365,0,76,2,,20295,26461,29566,24628,24723,18181,22585,25479,22675,26949
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",0,0,0,151,174,129,315,548,653,1432,,23416,31861,32988,28698,31152,38065,36973,38047,39136,48432,,5088,3724,3231,4152,5371,7362,8259,7179,4957,9044
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",4272,4098,2988,2403,1583,1321,1396,1098,1685,1430,,214541,197878,224063,223240,240881,321640,366609,348983,323285,333393,,113707,129977,173292,200324,169950,201932,277144,227806,184344,314541
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",0,37,0,22,27,0,27,196,496,1399,,1261,11872,4618,5927,4562,3372,3475,4932,9199,11787,,8104,11006,16501,16876,21003,28556,33073,16585,17997,20960
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",579,1733,2585,6279,5025,6596,7553,6660,2881,1380,,0,0,120,157,641,288,15,11,9,1,,87051,88701,133143,174951,130943,104226,93865,95320,40556,30896
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",3,149,42,86,904,84,0,0,0,1336,,171811,711236,774358,162935,108137,72107,70825,83841,79372,123670,,5088330,773805,734799,686503,300844,688513,599143,536923,301847,508288
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",538,3535,109,131,269,319,310,417,684,1336,,49114,46712,39976,25820,25124,30443,42838,37621,30211,45079,,291751,386838,351420,247347,214758,208735,272489,281934,225548,298335
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,26,0,0,45,128,273,103,647,1326,,3364,4271,4124,5641,9420,11414,11569,11139,11986,16487,,6411,6970,14438,20321,23115,21706,31197,26712,37978,49094
711011,"Platinum, unwrought or in powder form",877,433,0,783,2945,11910,0,0,2678,1322,,97445,61358,43627,207871,530403,699507,674251,612171,667869,704591,,114118,112766,110002,102828,93933,148981,92602,57062,94181,107924
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",83014,124692,266097,208247,64927,6803,2,0,1010,1317,,2947786,2933818,2622852,1173813,784641,859113,1026846,843082,841937,1903280,,262600,449906,631844,504118,412943,462227,618925,506532,366552,438519
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,12,0,0,339,915,412,1306,,11794,7573,7645,10186,12058,13241,20416,23365,21497,17655,,6088,3253,7791,9279,9930,10755,13235,11898,9177,14388
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",105,0,12,0,0,11,0,26,336,1292,,1882,4745,4076,2793,3427,4446,5693,7050,7368,10754,,185814,201367,209519,177466,180225,234638,280724,311030,204935,267801
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",693,681,305,800,532,362,779,1285,1104,1245,,9963,9136,9718,8301,7455,9209,10075,8989,7861,10104,,1654,2150,1767,1626,1508,1117,1515,1991,1662,1838
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",739,116,40,192,53,550,1482,1113,1222,1218,,6550,7368,10298,8456,10923,13776,14154,17868,15898,20429,,131584,134534,135447,126554,128472,136730,164279,164833,116538,165902
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,510,822,1553,986,1203,,0,0,0,0,109,1289655,1601758,1717598,1583551,2476603,,0,0,0,0,0,16944,29394,48632,52920,54030
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),0,1,0,0,3,0,24,236,0,1172,,17788,14985,7710,5729,7312,7839,7097,7419,5562,9112,,91462,38647,55619,57769,60275,87496,74287,82426,65727,86992
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",234,210,318,400,255,475,633,1582,1295,1132,,31761,31855,30947,28518,30804,37282,35301,39015,43845,50194,,510427,546320,565962,529590,563216,613606,710069,762177,676409,948806
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),5765,5758,5675,4139,2646,3518,728,2586,2803,1129,,9922,7756,7473,3575,5232,5231,2949,5375,2875,3396,,36315,45705,29344,23655,14155,17997,22236,32323,11847,15477
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",1012,3452,4485,3934,4630,2617,3852,1962,1046,1124,,0,236,256,727,1147,210,180,293,18,2,,77014,71967,87698,92687,101644,97429,91355,58742,47430,55683
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,8,0,55,1121,,4681,5218,6710,7217,8842,9717,13134,19463,22891,33583,,915,1225,880,11559,759,1560,1898,1775,2531,5616
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",0,0,174,2236,907,534,675,1234,1535,1116,,134686,129640,135249,110663,99200,115144,134711,154305,153941,197364,,9350,6221,6253,5711,4581,4170,5587,4601,4311,5565
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",0,0,0,0,63,581,81,0,328,1111,,10891,16191,23482,9789,13423,24320,22834,13356,33900,29555,,156371,121844,194252,180651,224055,318480,399591,338607,351662,608621
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,27,55,3,44,137,104,271,280,533,1108,,17967,27205,20733,16856,20068,23987,38788,26752,24588,34784,,97334,76394,52930,51697,43540,50127,77034,82215,76340,115332
294200,"Separate chemically defined organic compounds, n.e.s.",905,1030,21,7,19,15,98,0,2323,1070,,299,1072,1584,1482,849,2478,1310,2036,2658,2464,,1107565,1064120,866843,909951,587631,392481,409729,524443,498098,500769
810890,"Articles of titanium, n.e.s.",4763,2715,1386,2857,1060,4093,3874,3456,750,1050,,495953,483853,435303,427957,418712,477372,565026,585107,373539,275722,,41758,46544,45035,50742,34709,55784,77757,95058,54717,78825
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",1226,88,0,520,7,0,0,1199,342,1033,,44974,55615,54212,51475,78487,49155,59636,73314,49627,58968,,470570,442793,574772,559792,517480,554250,627088,621650,499016,672313
270810,Pitch obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,261,590,1013,,8069,19289,12775,13187,666,6425,16108,8399,9063,10894,,59290,23485,38946,13507,24740,47205,55885,12531,8413,4679
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",20,0,0,26,13,459,614,304,440,1013,,5569,7057,5313,6598,11247,11657,14732,13604,13737,27100,,267726,171433,158464,154994,154222,207738,221760,214334,210339,318399
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,80,180,0,0,139,0,608,53,68,985,,19197,22412,31194,26028,30399,25280,31348,25649,42084,43878,,28098,30124,19845,3826,5142,3999,1918,4009,4767,6591
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",28,0,0,0,42,309,0,589,22,977,,4307,3944,1429,1027,2470,6443,2859,11333,4138,8094,,156605,155794,152467,145358,109324,127816,169048,169844,146863,158966
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,25,17,1,27,59,2365,384,1363,402,972,,22894,20947,23980,25357,13723,24036,20620,41795,31862,33189,,100315,100733,82744,112659,103971,114392,158776,154031,162624,235155
850153,"AC motors, multi-phase, of an output > 75 kW",50,111,492,38,51,245,242,389,520,960,,64550,61179,53871,48555,57501,86242,86347,78977,64988,69067,,68281,123825,62497,60068,37467,47782,72299,85142,78037,102449
853649,Relays for a voltage > 60 V but <= 1.000 V,164,68,92,270,414,481,892,1046,1167,942,,15825,19233,14545,8358,9642,11712,12938,17308,15510,19365,,147628,134217,127508,127593,128441,132284,154639,142905,121874,155292
846210,"Forging or die-stamping machines, incl. presses, and hammers",4971,1593,1815,1697,728,706,1155,110,0,924,,18535,13978,23738,10488,15917,15263,23825,16549,17055,15778,,134424,57226,41175,41711,51712,80093,108156,105846,67167,70507
