Product code,Product label,Japan's imports from Singapore-Value in 2012,Japan's imports from Singapore-Value in 2013,Japan's imports from Singapore-Value in 2014,Japan's imports from Singapore-Value in 2015,Japan's imports from Singapore-Value in 2016,Japan's imports from Singapore-Value in 2017,Japan's imports from Singapore-Value in 2018,Japan's imports from Singapore-Value in 2019,Japan's imports from Singapore-Value in 2020,Japan's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,1,0,457,124,3,0,0,0,0,0,,27861,24249,19376,15636,18159,37217,34689,41923,33184,35183
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,139,92,92,62,157,36,131,107,52,33
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,44,16,0,0,0,15,0,0,0,0
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,16,2,11,0,22,0,2,0,0,,27,84,107,88,93,100,108,368,270,378,,11634,10050,9134,8550,7977,7940,9205,9149,7974,9576
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,1142,983,1381,1259,1077,2732,2702,2292,1256,1140,,1513985,1452256,1589374,1496464,1645344,1912987,2089662,2110172,1950940,2187537
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,57,171,77,3753,42,37,61,113,90,292,,10653,6663,7694,8102,7847,9808,9314,8749,6629,7698
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,9,25,42,180,154,481,776,438,144,212,,16962,15598,19132,17631,20458,25342,28286,27437,25244,23178
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,1022,913,945,912,576,633,339,985,1767,3741,,44003,41054,54603,44141,41829,49483,63268,59386,56922,52264
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,2909,16293,37450,4259,4916,311,82,105,169,230,,60319,52852,78866,66340,66507,71247,70178,58832,58833,74096
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,181,214,170,91,58,53,109,85,55,110
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,32,0,25,26,0,0,0,6,,33,28,29,14,12,33,29,23,15,30
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,52,229,197,94,363,806,528,549,747,235,,41795,56071,65614,51414,39608,35973,52230,43382,26760,30919
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,100,78,110,4,187,2,0,0,0,0,,5341,5733,4185,2884,3277,2915,2799,1647,763,1166
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,3,0,0,1,1,0,0,0,0,0,,788,789,632,592,119,90,440,427,288,239
20840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6866,2643,9760,7199,6787,6164,1212,7911,1113,1664
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,271,170,275,207,198,172,257,367,213,171
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,199,7,86,24,141,25,6,18,18,75,,8358,8102,11831,10738,11513,9862,13847,13846,14781,11683
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,564,540,652,844,1624,1676,1358,1189,3057,2466,,4503,5148,6545,5815,10906,10387,12525,12478,8778,6340
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,4,4,4,14,47,41,6,3,7,60,,6786,6477,4586,4094,4570,6498,4698,4115,4287,6586
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,2,0,0,,36,72,49,46,31,57,12,35,8,29
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12080,5059,3412,3577,2232,1823,1500,2065,2328,3693
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,19,3,,0,0,0,0,0,3914,3704,2644,1304,1388
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,478,587,69,75,46,23,15,40,3,3,,0,0,0,2,2,6,4,0,0,5
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5092,4092,5596,5672,7056,5608,4584,4845,6072,4139,,68605,64595,48721,49979,50555,37820,38094,36150,28668,23515
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,546,1739,971,349,442,323,361,890,350,943,,9141,8723,11122,7886,6239,7755,6740,4899,7609,10107
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,2401,3609,3167,1822,3028,2073,1091,376,358,107,,0,0,0,0,0,0,18,0,0,0
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,158,144,324,151,1,0,0,1,0,0,,27,20,20,12,19,39,59,137,255,344
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,7,0,0,0,,164384,130110,148668,105595,120020,98963,118346,123568,97311,100508
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,8330,9739,6166,8150,7797,7466,6131,5776,2107,1451,,58417,43032,53783,50384,49180,62244,51361,35111,38235,39269
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,279,373,396,250,294,37,158,216,2,5,,467025,377168,347959,250881,258123,321291,264787,320134,322400,279462
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,4,6,1,1,3,22,27,955,820,850,,9220,7628,7338,5861,6893,7880,6267,5561,5736,4829
30499,Frozen fish meat n.e.s. (excluding fillets),0,0,0,0,0,0,0,0,0,0,,244,129,69,209,364,514,842,1417,495,535,,651803,505474,559249,520858,516695,486641,524095,548899,444920,463187
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,119,125,129,291,266,317,262,41,22,56,,77661,69526,57916,31616,33441,29583,23998,25874,18003,18746
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,5,1,0,0,15,67,,0,0,5,2,2,0,0,0,41,44
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,424,530,9,213,0,519,0,0,0,0,,0,0,0,73,0,0,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,61,39,328,2879,,0,0,0,0,0,5033,3963,3685,2132,2190
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,11,,0,0,0,0,0,269,626,1097,865,4068
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,1,23,26,5,18,10,8,4,0,0,,284,71,91,171,375,366,481,471,431,315
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,4,27,21,51,15,36,331,544,624,892,,36176,26868,18865,17838,19243,17785,15767,15477,8400,7179
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,17096,21101,25358,21034,15904,9614,10131,11338,6240,7315,,34282,18444,50507,54769,43156,44792,91598,129055,88201,59879
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,10,16,0,0,0,2,1,11,1,22,,11903,14553,10866,15579,14950,11820,17830,13263,10467,14931
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,0,9,0,0,0,0,0,2,0,0,,28,60,128,53,165,130,49,0,16,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,63,14,0,0,0,3,1,0,1,1,,9247,7391,5431,3974,4281,4607,3993,2662,2590,2361
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,0,,168,174,302,593,492,463,323,235,200,267,,24238,20499,19826,17612,16409,15179,19917,15253,10345,14904
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,737,1861,322,1035,2757,1111,844,1506,6669,1945,,38631,34941,30828,38971,54263,56218,44299,48182,48898,54261
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,429,377,312,339,321,476,482,357,328,291,,8283,8781,9186,7302,7226,7128,7945,6811,6127,5622
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,381,357,332,622,559,301,239,299,377,64,,28,14,164,128,56,35,2,165,1502,2589
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,2680,2970,3255,3763,2302,929,485,770,618,539,,160616,152805,132149,132008,144742,134706,135699,128712,124532,115057
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,53,93,65,35,34,92,264,221,256,430,,75454,74259,65024,66787,72113,78276,79102,77288,72772,75227
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,98,9,48,19,17,2,30,8,1,1,,8682,6947,7772,7213,7651,7166,6498,7802,5346,4677
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,733,965,904,2679,1141,531,494,517,807,587,,454,370,218,509,188,127,44,52,134,83
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,286,455,509,721,649,445,260,263,233,191,,5864,5364,4685,4836,4775,3695,4054,4349,2858,3720
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1082,889,1012,1036,120
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,574,661,591,682,610,775,961,1472,1432,1651,,36239,34674,32487,29210,26999,30351,33575,33383,36707,38683
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,776,1841,2017,1465,1673,878,779,909,1195,2005,,274498,209622,209987,224981,287396,311535,370929,410707,458816,459237
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,75,138,258,39,85,43,533,6,13,76,,327,246,258,591,676,1200,1111,1849,1491,1634
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,112698,41847,93535,39990,85450,101912,79261,28155,25663,27125,,3942,3914,4027,3460,2420,3159,2607,2721,2098,2427
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,2113,1152,2848,351,90,142,289,242,51,27,,41,114,37,24,14,28,36,4,15,33
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,316,1332,1925,3775,425,149,153,261,224,249,,87010,87159,120791,104307,85284,85749,86753,89470,90168,101791
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,682,516,405,445,810,373,451,339,402,324,,9896,8009,10776,10157,8792,9285,9377,10360,9321,8496
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,2,1,1,4,1,,410,727,611,526,395,274,1286,588,1408,1039
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,2,0,0,0,0,,23,49,22,30,5,41,16,7,21,16
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,147,276,632,380,245,228,293,192,474,183,,87,146,183,167,223,131,89,91,1178,17
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",0,0,0,0,0,0,0,0,0,0,,523,451,386,306,260,703,2088,1121,883,1303,,24485,21403,30501,32770,29193,26139,23517,24878,23756,41131
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,12,13,13,3,4,33,3,14,3,4,,218,258,130,418,1123,440,332,316,443,548
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,249,105,101,95,,0,0,0,0,0,0,0,0,0,0
120400,"Linseed, whether or not broken",0,0,0,0,0,0,0,0,0,0,,27,11,19,16,48,51,47,46,35,90,,3664,4946,2580,2883,2321,2479,2522,2255,2093,2470
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,1235,3392,1937,1440,1068,815,876,1020,778,1218,,240571,266944,382496,332709,205827,189502,214164,303162,322867,213260
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,0,0,0,0,0,0,5,0,,84,226,149,159,36,107,73,120,978,675,,32166,36052,36478,28085,27584,34405,30932,26492,17743,13715
130214,Extracts of pyrethrum and of roots containing rotenone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,0
130231,"Agar-agar, whether or not modified",0,0,0,0,0,0,0,0,0,0,,995,1577,1715,1306,1289,941,1079,1507,2079,1392,,45493,46674,49927,49853,45605,47041,48687,42602,38683,38558
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,60,60,284,44,226,68,86,82,22,11,,7185,6407,6356,5679,5057,5139,5310,4579,4262,4378
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,13,0,16,0,22,50,,1290,1181,1070,2363,1986,1226,1340,1104,1108,1471
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",647,896,769,328,0,0,0,0,0,0,,2965,4620,3652,3069,2508,2463,2301,1606,31,55,,1600,1681,1502,1745,1599,1009,1185,1191,1268,971
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,0,0,0,0,0,0,0,0,0,,928,731,445,719,1031,1346,937,481,270,440,,48027,62021,56517,61796,62614,64999,68525,50892,40598,41188
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,0,0,0,0,,305,120,91,579,313,719,263,107,141,268,,50062,41838,35807,38031,34089,25762,27165,34644,32668,29668
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,0,2,0,560,,1305,1383,2026,2384,2877,3686,4386,5259,9072,9883
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,26,310,113,35,179,173,161,165,98,147,,0,0,0,0,0,0,0,0,0,0
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",0,0,0,0,0,0,0,0,0,0,,8800,8905,11616,7810,13218,15104,30996,38835,55793,89533,,52949,56567,56083,48716,43283,46447,56956,59536,59890,68023
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,0,0,0,0,0,,880,706,1224,1961,2796,3516,4503,4316,3593,3825,,9080,15145,12001,13548,14582,21917,23753,27713,26076,32175
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",0,0,0,0,0,0,72,0,0,0,,578,1043,962,470,980,2171,2279,4019,4617,3676,,44002,43936,40827,40801,43295,40665,40777,40068,41782,38757
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,0,,6703,2736,2770,1991,1618,2899,4387,1361,2558,3533,,7342,6517,5928,5380,4499,4169,5189,5171,4537,4845
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,2390,2478,5416,2760,5038,3851,4448,1842,1188,1197,,21982,19709,19995,18716,18997,19579,21405,32729,23865,35841
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",23,0,0,0,0,0,0,0,0,0,,606,460,608,1053,1007,370,577,1015,330,269,,268,312,418,454,393,470,449,632,269,469
392220,"Lavatory seats and covers, of plastics",18,0,0,0,0,0,0,0,0,0,,112,484,279,276,366,169,152,161,135,191,,11089,9703,10005,8095,8365,7711,8040,8039,9122,9802
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",0,0,0,0,6,0,0,0,0,0,,6273,3390,2869,2414,3608,4657,5284,4020,4046,6173,,92026,74273,94559,87773,101372,117539,108042,91318,75332,111626
382450,Non-refractory mortars and concretes,0,2,0,0,0,0,0,0,0,0,,6590,5470,6125,4564,3932,3245,2916,2367,1958,1536,,2090,2103,2567,2203,2234,1472,1265,2963,3177,6027
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,14,62,5,173,23,19,301,124,63,46,,0,0,0,0,0,0,0,0,0,0
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",10279,7494,6236,8159,9413,0,0,0,0,0,,407041,480506,571575,705740,696105,705155,0,0,0,0,,1531276,998228,1048913,1094945,1051177,0,0,0,0,0
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,7,33,11,17,51,51,157,333
390220,"Polyisobutylene, in primary forms",0,0,82,28,0,0,0,128,0,0,,1379,1394,2027,3865,1851,3142,4844,6450,4347,5735,,19976,15308,16597,12438,15280,16383,11890,12024,11925,14054
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,0,0,0,0,0,0,0,0,0,,801,940,692,631,618,598,541,395,245,504,,2166,1254,1328,1370,2062,2070,2047,3024,1619,2525
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",0,0,0,0,0,0,0,0,0,0,,444,326,393,405,736,279,322,354,195,100,,2902,2458,2247,2047,2283,1817,1926,2494,1647,2205
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,0,0,0,,1935,1186,998,667,805,6471,20094,39015,44685,64793,,6147,5753,5481,5135,5502,5539,5961,6703,6361,7013
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,565,611,268,203,,0,0,0,0,0,19926,23438,20009,13174,25680
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,0,,90,1,0,477,1312,0,0,0,0,0,,0,0,0,0,30,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,6,139,206,,0,0,0,0,0,694,747,951,828,2456
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,21,296,1298,911,1224
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",0,0,0,0,0,0,0,0,6,0,,3855,3266,2501,2817,3035,2291,2110,2549,1559,2672,,45029,50402,59637,49406,47612,51096,63409,51572,39390,37847
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,406,331,69,440,160,157,63,50,98,254,,5189,4704,4504,3913,3697,4174,3430,3840,2598,2602
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,130,33,6,183,239,24,0,0,5,4,,3974,228,65,133,50,39,70,23,0,33
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,0,0,0,0,,1086,1317,636,1029,2085,1586,2267,2155,4080,4058,,1067,923,2252,1759,1439,901,564,1063,1247,1467
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,0,0,0,3,0,0,,405,270,400,571,657,695,551,581,348,408,,2734,2146,2063,1574,1726,1488,1125,1139,1232,1356
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",0,0,0,0,0,0,8,24,178,0,,327,585,432,1255,3617,4929,1505,1135,1136,805,,20513,20536,20849,20041,22861,23391,23870,23289,21540,23172
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,23,43,16,23,0,10,3,,208,59,77,67,84,18,45,74,86,91
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,0,0,0,0,0,0,0,0,0,0,,987,1561,787,999,949,788,247,1115,468,469,,1402,2479,2601,1942,2271,2175,1548,850,968,830
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,0,0,0,0,0,0,0,,6790,5719,5089,3317,2106,201,550,608,299,327,,3626,4218,4033,2469,2721,3494,5182,3686,3448,3760
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",0,0,20,0,0,0,0,0,0,0,,17704,10858,8297,6892,7696,16670,12781,12318,5392,7083,,24142,29015,18771,14304,15656,14619,12630,9818,9162,10033
330410,Lip make-up preparations,0,14,30,51,4,114,25,148,4,0,,89255,110753,166738,204486,246302,460794,706566,937608,535864,446097,,88749,88099,91133,103421,137097,178359,196910,216463,142685,103354
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",0,0,0,0,0,4,0,7,946,0,,2812,3394,3628,3457,1526,2553,1407,942,923,577,,8669,11331,8911,9894,12389,12033,10233,9490,10444,5494
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,103,9,0,0,,0,0,0,6,0,0,0,0,0,0
300620,Reagents for determining blood groups or blood factors,0,0,0,0,0,0,0,0,0,0,,1539,1464,1725,2378,3245,2160,1290,1446,2068,2516,,16625,14589,16412,9685,5461,5970,17469,19277,19257,17971
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,0,0,0,0,0,,1829,2892,960,1347,2086,4211,10183,16749,26636,31282,,288516,216925,212764,193373,207009,165172,187992,209790,169449,197348
300640,Dental cements and other dental fillings; bone reconstruction cements,0,4,0,0,0,0,0,0,0,0,,5634,6313,7184,10296,13764,10862,17794,22331,17682,18450,,34350,33568,29656,28617,31499,38484,45723,43576,39294,41981
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,0,,531,853,834,700,833,1021,825,1346,1053,843
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,54,68,106,63,5,6,91,265,66,9,,14859,14004,12447,10492,8977,8697,9500,9602,9084,11696
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,,28512,23176,18826,19160,16309,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,0,0,0,0,0,0,2,0,,8465,4091,4499,4214,3311,2719,4606,4748,1728,1408,,302019,231225,216061,205377,154767,175651,169371,187011,152513,192856
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,178,189,118,105,127,0,117,51,115,241,,2191,1395,872,3571,59,223,1589,1297,1631,1876
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,3,60,0,0,854,0,0,0,,7573,2901,3755,1777,1425,3488,1527,1661,3073,794,,401631,374177,366133,311366,369149,309268,888043,690552,700513,250760
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,3,3,12,5,,592,430,445,692,573,669,752,782,904,920
293500,Sulphonamides,32125,23393,20540,6879,8935,0,0,0,0,0,,2757259,2039235,1348614,1260473,1153283,707270,0,0,0,0,,462675,403478,270892,318665,456850,0,0,0,0,0
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,3487,2091,3299,4706,3443,303,323,222,246,282,,12236,10632,12324,9115,10423,12407,16207,11368,11688,14548
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,64,0,0,0,0,255,434,0,0,,16296,15268,36143,14361,15261,14241,12725,14920,14235,17564
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,0,0,0,0,,4482,4388,4968,2719,1199,1725,1911,3270,3817,4253,,65828,70019,62119,62111,67396,63158,78524,76028,79174,94790
