Product code,Product label,Saudi Arabia's imports from Singapore-Value in 2012,Saudi Arabia's imports from Singapore-Value in 2013,Saudi Arabia's imports from Singapore-Value in 2014,Saudi Arabia's imports from Singapore-Value in 2015,Saudi Arabia's imports from Singapore-Value in 2016,Saudi Arabia's imports from Singapore-Value in 2017,Saudi Arabia's imports from Singapore-Value in 2018,Saudi Arabia's imports from Singapore-Value in 2019,Saudi Arabia's imports from Singapore-Value in 2020,Saudi Arabia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",12406,1089,834,1052,1038,0,146,1510,222,1017,,322596,219172,247420,231573,202410,196676,246412,117633,104098,107766,,465787,331157,296179,350741,143879,120125,149668,182228,180780,107443
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",0,0,2463,1929,2093,3403,3457,3293,2140,983,,18844,19425,40642,48795,43857,42011,31242,10145,9505,11188,,45098,24486,29683,19914,22324,30689,22842,20583,22045,25658
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,0,0,0,0,940,,0,0,0,0,0,0,1522626,2492969,2156549,2698206,,0,0,0,0,0,0,0,0,0,17957
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",829,2702,7967,1130,270,1144,1918,3092,240,935,,253093,429421,365926,348248,255319,371386,358588,370554,217410,173199,,97994,86663,125809,116126,42147,49900,69939,121933,46617,158013
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",0,0,0,1386,529,1368,103,1624,970,919,,7585,7918,21758,41834,53669,60176,58026,58864,59667,72627,,20559,11445,18584,14945,13583,14233,14838,15645,16390,17993
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),997,0,0,0,0,0,979,1164,273,894,,7451,22294,14272,14238,16844,23339,28168,25795,27022,28709,,15342,14235,6912,10289,6666,8888,19060,18894,13014,10283
843139,"Parts of machinery of heading 8428, n.e.s.",72,57,105,674,0,43,49,188,3490,893,,177296,144119,115941,101597,63293,75360,95787,90107,69200,79824,,72910,106938,121600,110892,69768,69188,51512,63054,61713,38049
210310,Soya sauce,874,1108,1187,1360,1300,1161,1061,1363,1795,888,,38400,41094,42857,41299,41943,43854,47658,50846,46287,56316,,5142,5093,5219,6468,7540,6548,5363,8071,9981,8755
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,487,248,0,0,0,865,1402,872,,5358,4976,4343,3514,3418,2856,2866,2598,1464,2206,,145571,127187,130101,134989,69957,68253,86713,143837,207093,182015
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",1058,632,470,878,3577,992,547,1057,702,847,,630220,613107,803492,796154,601721,681188,800265,741482,772284,1148716,,90360,72807,108307,101226,77721,68706,74169,64355,58342,92884
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",385,754,106,1303,416,292,1431,2133,69,786,,282899,283079,222836,254915,269004,318555,333799,337372,266745,397937,,96732,99082,88700,116915,53612,36476,38749,83296,149841,30785
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",0,405,0,0,0,899,4024,2254,3124,783,,30850,26547,27342,28824,32180,36567,40075,41029,39770,64486,,62393,66590,91963,124188,137151,108377,120979,136476,163797,155361
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",660,610,0,183,0,0,75,106,224,779,,618671,669395,723199,722300,758944,791311,904748,980628,1043623,1082842,,88944,84050,97883,87093,88145,88965,95025,123156,126032,117865
901190,"Parts and accessories for compound optical microscopes, n.e.s.",161,31,510,566,38,0,35,617,196,771,,215526,209099,176972,166300,173983,164179,164165,158284,133550,93525,,3246,4208,5564,3533,1440,2721,2843,2306,1730,3189
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,29,0,0,0,3,4,750,759,,2334,3239,3349,2392,1065,2262,7430,6153,4912,2563,,5289,6077,5256,8119,4841,8851,16376,14995,34450,43800
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",136,144,37,106,38,0,154,133,325,741,,40844,25902,31496,24752,28564,23248,30675,35151,24565,30226,,90561,96953,108507,91204,89253,101903,125396,82838,91737,125302
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,729,,7822,3923,4336,2106,636,473,669,1294,990,6841,,355030,334353,356231,310810,211318,319709,339310,284434,348004,465166
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,345,161,422,290,555,437,474,516,718,,28427,39484,40090,37682,45482,20666,14118,12584,10763,10785,,11141,15455,19491,16718,9355,15128,12950,18603,14499,19941
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",322,0,204,0,0,0,131,92,245,705,,31849,21948,26752,25720,21465,19949,18229,22162,19358,26523,,17283,16452,20012,13136,11569,12558,9917,12149,6266,7645
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,1644,622,661,802,637,1230,1833,705,,5480,10025,20968,13008,7285,5282,4356,10187,2569,2440,,3903,4281,6772,6097,3496,5516,4818,6764,11846,10649
841391,"Parts of pumps for liquids, n.e.s.",971,682,1284,1211,1432,2001,1436,4758,6902,699,,260201,262359,303427,270736,231235,216505,296580,293558,208370,222911,,256933,311179,331309,333002,279838,261359,299797,363901,365105,259167
190531,Sweet biscuits,850,725,523,508,684,538,670,611,635,687,,53824,55625,58326,58971,50306,42829,45405,44262,40859,46558,,142052,158914,184447,210957,174980,156625,205885,195842,180743,168939
902710,Gas or smoke analysis apparatus,272,1267,2271,1997,3226,339,560,120,485,652,,32249,34264,41208,53571,32470,39438,51300,44146,41061,41863,,41489,39822,45835,43738,37273,50550,50196,44713,53044,55951
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",86,1634,0,117,31,185,811,835,2834,651,,312865,403283,547263,508735,582981,678669,932011,1017620,1224953,1260138,,22215,34675,37515,32985,26942,30207,28411,55129,62522,58950
901850,"Ophthalmic instruments and appliances, n.e.s.",0,0,0,0,0,68,251,495,853,640,,73828,70862,44066,57642,64922,93105,128253,186735,146990,249261,,27081,36382,37202,40225,19470,37029,34549,45945,37511,46673
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",255,1958,2458,254,54,349,595,751,371,638,,149757,197416,244102,197467,166763,179655,195146,212110,189548,224291,,208264,228448,251063,210048,209264,205501,234998,251600,228223,258170
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",54,0,61,802,0,0,34,31,110,612,,15630,19900,21277,20709,24363,33542,69304,47434,44869,64280,,23825,38402,40840,35610,30357,19976,15362,16128,13637,21368
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",29,338,0,0,0,1387,790,1271,1228,592,,8308,16636,98472,23159,34265,76506,77607,89991,89038,86935,,69566,84644,108695,78167,159454,175282,227416,142936,108384,152332
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",0,45,79,0,0,0,16,25,335,589,,50240,36361,34490,39139,30475,41747,65998,72982,60903,73651,,169534,116918,86536,83804,87673,62746,39574,54949,83503,97680
850610,Manganese dioxide cells and batteries (excluding spent),5657,4002,3467,4564,5055,4154,2681,3055,2741,585,,235921,247093,286589,236512,251250,261562,315102,301816,308062,334925,,27922,26272,12622,24283,16341,21792,19617,34215,21652,17267
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",271,533,622,655,637,1058,266,860,255,582,,170957,240980,285965,319010,335336,336940,368783,368854,302178,338290,,24491,23373,35216,18861,17111,13845,16710,19253,13743,21056
750720,"Tube or pipe fittings, of nickel",439,0,876,55,0,1305,271,95,273,553,,4015,3426,6140,6644,5105,3054,2644,5087,9323,7415,,1538,2443,2524,2424,2205,7322,7832,5726,3958,4668
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",50,2893,563,297,1077,524,640,235,201,545,,386641,420031,385593,285062,300863,211056,151842,141308,98199,117705,,68256,67592,81466,47445,30046,27481,21671,17978,10090,13848
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",258,345,133,418,0,0,459,131,234,537,,20720,27989,22482,17082,15418,13013,11444,9573,14016,14202,,158870,218821,280325,197268,89619,64223,131389,81864,86994,71182
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",0,0,50,0,0,44,232,0,165,532,,109364,116969,107915,108808,105718,116833,110889,112665,118834,125858,,19579,22109,20950,19240,18183,20342,15382,17626,13384,19288
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",0,0,0,219,0,48,14,5,683,502,,642528,489376,238902,147159,127679,162325,171866,140981,128262,126322,,14860,15230,19531,20939,14641,10461,14832,9736,14146,16377
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",0,0,0,0,0,0,6,8,7,484,,35661,63055,59168,43345,99585,160184,158539,91540,43371,32084,,21097,16962,16203,25347,27856,20112,23032,34930,67662,54976
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",177,205,235,929,293,210,749,1251,1105,484,,377016,629062,810467,1329472,1830931,2799697,2656865,1652974,2263685,2194265,,15395,30897,26969,28036,22583,30484,48669,72881,78681,54743
730722,"Threaded elbows, bends and sleeves of stainless steel (excluding cast products)",0,341,0,0,0,0,8,869,127,481,,13243,13005,14668,11672,8997,8864,9172,11700,14590,11454,,45281,37662,35261,30461,17958,15232,27316,24819,11955,12152
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",79,148,0,87,0,717,25,153,489,476,,11074,9646,7916,8038,7185,6338,7299,6848,7076,6654,,23631,26934,28256,31285,18629,16623,17182,17737,11951,13379
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),482,158,0,0,0,0,0,0,422,452,,3774,4135,3770,3072,3327,2965,3074,3053,2296,3086,,3750,2281,2030,2356,1451,1712,1597,1496,1643,2066
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",267,0,576,273,0,55,25,8,10,451,,50138,43782,48758,47361,55030,32377,36205,36815,22748,33871,,271105,331303,329690,401251,276648,283209,281052,246252,183962,173768
841191,"Parts of turbojets or turbopropellers, n.e.s.",0,0,0,0,0,0,228,521,26494,441,,1461760,1935464,1878080,2261163,2522016,2888573,4624147,5166131,4076553,4807176,,8254,9229,47007,96440,74586,62570,72325,122236,205983,107055
381220,"Compound plasticisers for rubber or plastics, n.e.s.",251,221,247,128,207,372,751,383,663,428,,4753,4671,5333,5549,8587,2560,7262,9216,5242,4965,,38655,35902,19995,17736,10897,36814,56243,70325,72846,68531
291714,Maleic anhydride,392,266,0,0,0,0,0,0,0,427,,723,1333,749,772,638,348,360,323,219,100,,31491,33033,33638,22498,9016,18202,22686,17604,17885,31652
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,13589,9857,11209,5904,2949,1207,489,687,506,424,,8646666,6990269,6183039,4721034,4169649,4438718,3871354,4154481,4064225,3797731,,393919,268516,259012,218154,118377,86952,108183,133169,159764,221864
841290,"Parts of non-electrical engines and motors, n.e.s.",119,68,282,0,125,382,286,527,483,413,,158635,435685,373280,207781,190371,152332,148466,134696,127660,112756,,28882,39742,55597,43170,34452,65374,90295,79531,164695,139049
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",0,0,129,93,101,242,141,144,211,402,,309353,381088,480270,414981,421264,437811,438998,449502,441121,787198,,38014,48370,60317,54889,28821,27105,37614,27542,48583,72112
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",3194,3995,5105,10534,9134,1673,6206,3870,336,393,,123953,157037,128062,82102,53860,43849,54967,41694,18782,24868,,102553,127397,205543,193962,163962,128412,163304,176698,116035,112094
290532,"Propylene glycol """"propane-1,2-diol""""""""",3297,3152,1660,2207,2374,1314,5,26,0,389,,198262,212940,171988,144207,101833,113110,126126,101834,85995,158697,,34693,32274,35123,28496,19605,22463,14640,12460,10599,9279
831110,"Coated electrodes of base metal, for electric arc-welding",360,1034,463,430,541,179,204,290,471,384,,49874,42473,45989,35191,26014,24911,31974,19404,20046,22311,,45749,48424,46979,46574,35351,27970,36594,30747,27024,32315
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",0,779,64,87,323,121,465,1057,626,374,,55635,51374,74976,55574,72298,52319,59644,58893,65910,53728,,14827,20202,12656,14957,10204,13562,15542,14200,13893,12815
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,316,191,226,535,527,593,839,332,596,367,,1633,1467,916,1021,847,1208,537,210,470,1078,,481,592,577,825,556,930,1166,713,1044,370
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",0,0,0,0,0,0,25,6,16,359,,59405,53316,35683,33562,35302,33586,41264,35351,30949,34933,,93508,95850,133550,125571,120331,155485,213765,232606,229724,187431
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",0,0,0,0,0,129,340,142,246,357,,1761,2625,1700,1668,1116,1161,3934,1890,2516,767,,76779,75092,110383,138755,127159,121235,124989,132008,60959,44165
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",0,0,0,0,0,0,0,54,152,354,,1624,2159,1902,1484,1971,4244,20767,12251,15819,17784,,9278,12474,9297,7389,6993,5733,9673,11638,11536,7392
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",0,0,0,0,0,0,0,30,49,352,,64304,569655,285958,191242,140250,69219,161680,520518,500928,478699,,17935,14994,14884,6697,7368,11223,11136,11753,11973,10730
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",127,0,53,0,0,49,145,312,366,347,,9825,11787,5313,14516,19545,14304,21671,28819,43321,50351,,7593,13593,20397,60878,28044,12650,20213,16806,33949,32611
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",304,133,219,149,222,82,357,412,443,337,,1021983,1046193,934111,732187,708167,681141,724113,704165,553718,637464,,193611,130148,186708,142047,80962,65274,58780,71346,144526,246036
842410,"Fire extinguishers, whether or not charged",640,833,775,479,0,0,315,148,237,328,,12986,20587,17808,15542,18956,15022,18158,21122,13656,13835,,26889,38953,44828,49932,37338,49857,43050,39729,28401,23252
850440,Static converters,627,830,1795,682,843,577,2400,667,287,328,,712137,698510,682372,770272,801162,770060,924430,858456,879673,989214,,122405,156245,200685,170603,141330,151465,182081,161181,174388,261263
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",615,3163,1938,944,1137,866,1020,628,40,323,,36453,35300,54219,38604,38595,29744,33660,43675,38989,44341,,119886,165270,138470,131911,71471,61094,61291,49173,34625,29497
731822,Washers of iron or steel (excl. spring washers and other lock washers),537,187,232,387,134,0,89,186,684,322,,5114,5187,5336,7074,6736,7313,10099,10175,10088,13287,,47437,65542,44777,53580,33836,27414,30404,30528,27699,23191
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",87,1267,2561,547,202,0,507,658,466,321,,68108,77195,34457,34707,35765,49670,59725,76093,66201,90803,,108349,124664,134693,127891,62492,36546,64088,61036,49329,52853
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,0,0,0,0,11,19,142,320,,14778,26183,43748,42316,58757,53027,45667,28911,17437,15935,,29502,24598,26326,31106,30222,28221,25259,57639,56639,30176
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",903,447,434,276,0,0,0,46,189,310,,40778,39594,35316,35763,36027,31441,29476,25120,27416,33633,,22079,17675,15948,18492,13903,12620,13105,15153,18191,19828
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",0,0,0,31,49,0,26,139,45,309,,26258,19775,17225,11790,16402,13163,19260,22977,18149,14521,,35028,70519,45496,33522,15058,37668,21955,30210,28096,57855
320210,Synthetic organic tanning substances,0,0,0,0,46,0,0,33,110,308,,12605,13392,14852,10247,9613,9303,10636,8361,7303,6861,,1476,1167,431,500,355,243,673,904,1310,1047
901110,Stereoscopic optical microscopes,0,0,70,233,201,321,62,778,349,297,,7082,8026,6050,7242,8466,15494,70569,83849,67858,131999,,1623,2675,2293,1596,654,1982,3610,5602,1991,5756
