Product code,Product label,China's imports from India-Value in 2012,China's imports from India-Value in 2013,China's imports from India-Value in 2014,China's imports from India-Value in 2015,China's imports from India-Value in 2016,China's imports from India-Value in 2017,China's imports from India-Value in 2018,China's imports from India-Value in 2019,China's imports from India-Value in 2020,China's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",160,0,0,0,0,0,0,127,826,578,,3661,5050,4417,4192,4985,4861,5015,4790,4374,5449,,10816,11246,11751,14860,14057,15014,14242,14173,9848,8318
853329,Fixed electrical resistors for a power handling capacity > 20 W (excluding heating resistors),189,310,229,521,710,1131,717,499,424,573,,2555,2798,2495,2887,2687,2838,2055,2135,4396,6520,,66042,52475,64204,56739,56086,66864,65460,57679,59963,70902
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",1,11,177,106,16,14,185,188,519,573,,4248,1640,1352,1431,5038,1419,1697,3890,1788,3160,,148374,122065,140837,123831,104581,97953,104267,101198,69272,75007
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",951,1259,937,1094,812,622,624,679,398,573,,94360,110689,109364,98724,101091,123350,104184,106897,111642,158912,,2593,2832,2770,2594,4728,4081,3144,3321,4451,4871
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",80,32,263,463,760,23,660,30,1,571,,15710,33417,37346,41252,47318,57148,52928,35103,21457,26006,,414,455,481,1122,1196,4621,5963,15697,14446,23256
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",272,562,138,58,41,286,545,399,422,571,,112766,143563,141531,106370,105114,100998,86321,92212,71348,92596,,154349,153391,156267,130222,146809,151933,150433,136857,112336,120768
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,44,468,464,372,353,394,535,566,,20,500,1354,869,2113,1352,1682,1911,1279,1821,,14263,25312,43390,53597,133175,321834,410993,620703,607621,518636
620432,"Women's or girls' jackets and blazers of cotton (excluding knitted or crocheted, wind-jackets ...",1078,8082,1154,2284,2025,1917,1491,574,330,566,,40532,52517,45682,38539,41445,45492,44315,36657,26509,37299,,42204,49868,54154,53451,51973,63548,73002,82865,78911,100432
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",0,0,13,1,1,0,0,1,18,566,,31736,28036,30588,23430,25881,26232,41053,35068,22732,39920,,141359,156628,133103,163474,82935,172163,102080,103270,94645,122480
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",1,9,93,77,240,519,376,774,961,558,,1252,3456,2347,4496,2910,4117,6181,8317,6455,8275,,78826,49234,62611,52965,45289,51004,49416,15522,11112,10537
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",1125,5265,476,2788,908,1196,544,654,358,555,,111840,200783,174718,144423,126724,138486,115652,277200,113768,164547,,7865758,8994113,10402963,11853627,9185276,9271908,9195974,7158831,7246759,8442203
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",248,329,1331,1328,2324,1003,1479,1574,968,554,,46223,86876,86068,114973,144079,100796,104599,117786,87496,118662,,25347,31408,54820,46404,40642,38615,51114,59960,45111,55713
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,884,918,568,433,553,,0,0,0,0,0,132715,272324,216939,140771,280895,,0,0,0,0,0,285213,511906,595573,308778,346723
392610,"Office or school supplies, of plastics, n.e.s.",836,530,780,600,732,813,1332,554,497,552,,19604,21614,16999,19101,19851,25550,34172,27088,18114,18888,,6848,7703,7832,7621,9378,9733,13481,17849,16262,17594
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,18,5,118,34,198,66,88,901,664,548,,32829,67603,69278,72405,65228,65765,75455,61698,38758,41273,,187481,223946,220775,220371,276725,243245,306708,322469,320007,337278
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",118,246,191,167,270,381,224,446,458,546,,66393,70088,86271,75959,146815,206283,80962,71546,56766,79157,,7835,7130,6576,6931,7442,9872,12658,15865,18334,21884
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",1442,497,433,153,123,356,503,893,687,544,,1115,1817,867,1219,4804,4730,5296,5186,3585,4463,,184052,256320,296917,310770,286660,316626,322751,370471,398341,520032
700220,"Rods of glass, unworked",24,8767,13606,15309,18202,7907,10252,11967,10568,544,,512,305,177,528,32,223,277,86,192,160,,383187,452364,399788,279625,309300,309656,311379,178778,108520,70400
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,30,209,112,260,60,391,859,635,543,,9367,9946,10055,17349,21939,21459,23954,30192,30325,35664,,44654,58309,51601,43653,33978,44848,49429,49106,39126,37724
271220,"Paraffin wax containing < 0,75% by weight of oil",6,5,7,6,7,24,12,232,351,541,,15639,2761,853,432,722,3017,11518,5985,3332,18842,,26402,24605,24543,17185,14176,15536,17140,19500,36584,34864
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",241,376,613,378,455,427,826,195,165,541,,107270,134525,160308,145314,138669,140539,145636,149930,141510,198837,,2648,4161,3361,3577,2846,3318,4195,3480,1790,3129
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",191,494,138,885,923,1431,592,532,326,538,,10271,8345,6883,5513,5358,7858,8417,9130,8404,11147,,50930,55951,71210,64192,78783,74074,66210,49414,48363,57996
190531,Sweet biscuits,121,98,1147,302,70,74,302,619,439,537,,133778,176839,172839,176497,165771,169397,163427,181334,168192,200586,,144524,211720,240778,304874,325473,287593,286192,290719,270649,247077
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",5,200,1452,2249,1630,1193,1077,1213,989,537,,2975,5852,5818,4706,6550,8612,10787,11376,7525,13688,,12224,12865,11338,12697,16046,16638,16611,15949,15747,16110
291531,Ethyl acetate,20,4,9,5,0,2,3,251,391,530,,145973,202986,127137,91663,69725,79466,125882,95174,86553,160522,,4174,1288,1187,865,702,815,2095,1171,1211,2778
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",127,473,698,238,670,345,342,301,99,530,,902,378,956,250,1319,1447,1916,4438,2724,3197,,123589,168622,212006,199348,182065,183623,165219,199648,197274,289382
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",96,6,4665,343,59,830,227,158,131,527,,18227,18251,19750,22554,31255,40592,51334,52359,45620,55801,,30298,27664,49518,34616,31385,42721,44484,43750,44350,48597
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",804,290,1654,1705,1719,1532,2068,679,153,523,,63314,88067,91131,87755,98975,111732,100062,62290,45137,73952,,3731,3256,2829,2596,3043,2526,6197,8534,11203,21618
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",2793,1990,2308,1099,982,673,796,451,246,523,,55473,52468,56015,53014,48959,43847,42150,35730,19521,24895,,42791,43315,44265,29136,32102,29733,29685,24166,15736,17421
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,703,420,642,1582,840,43,51,194,431,521,,2138,4143,10921,4566,2986,1582,6921,3917,2366,4797,,130020,140580,177559,161229,152691,174592,153544,125939,136925,129574
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,0,0,0,1,0,0,0,3,519,,1045,2215,1615,880,428,1514,5831,13829,15184,25134,,58182,64374,60652,53229,63089,73287,76764,52104,41681,68663
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",0,0,0,0,1,249,1797,94,1564,515,,2844,3271,3529,1861,2951,7698,26196,9196,7222,19789,,309774,338069,365325,334826,358996,425557,705351,484276,600253,443182
630221,Printed bedlinen of cotton (excluding knitted or crocheted),167,909,1373,832,656,245,199,307,190,515,,93200,30114,44001,18194,13774,7808,16676,43796,21897,123872,,15134,18091,28247,20363,18407,17418,19376,18652,11170,10223
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excluding ...",416,573,512,553,659,471,411,323,313,515,,2910,4382,1560,2470,1935,4220,7327,15202,9682,12529,,17146,12765,12720,14476,14075,16896,16476,13092,10335,12639
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",138,160,217,205,211,176,228,402,277,513,,101450,153162,164691,146682,142912,151470,160283,155275,162149,263545,,1228,1517,1809,2018,3589,5463,5484,5839,6239,10464
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",1,0,1982,2328,2700,858,301,0,18,512,,3864,3537,5112,2990,6269,7500,9891,18950,18003,28777,,36886,36882,44478,53688,62223,63446,56697,45003,40635,44392
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",20,26,16,79,73,11,26,535,635,511,,807877,1110665,993271,624272,656137,794023,483559,334846,230502,1290777,,1012862,1129310,1393005,1062654,1090707,1080467,983622,757082,659255,656656
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",721,430,544,636,946,859,861,909,396,508,,166898,259480,322982,312774,307020,306184,304836,281468,190778,258119,,9528,17508,20808,24008,31129,32057,41433,51652,32752,34198
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",5,13,20,21,59,28,358,240,278,503,,5533,15551,9306,7376,6720,6146,14366,13722,13481,22108,,138009,121694,153137,144817,97058,104234,129751,113878,91632,93690
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",439,913,927,467,612,537,1714,457,221,499,,189356,245140,248213,225290,232849,241310,265127,264001,236237,273015,,4095,5569,6117,6967,4829,5550,8120,8261,4866,6091
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",33,35,37,9,6,3,229,635,998,499,,63331,65705,104557,148540,192291,192299,178247,177406,88579,131486,,11978,11137,16723,36307,86429,126765,156194,253094,444536,405445
281122,Silicon dioxide,291,438,220,2329,1756,446,286,218,364,498,,8906,9813,12696,10511,9472,9450,10056,9031,36779,72429,,196246,182830,195816,188830,181536,200360,202749,180750,185431,213809
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",643,1098,895,627,924,808,982,509,164,498,,110935,156725,154135,146708,166578,151618,125183,124770,75017,112317,,180081,170854,152597,137193,126220,121365,119657,115708,87215,112699
252520,Mica powder,448,759,513,421,563,732,777,760,394,497,,30592,31604,31801,34576,34485,39643,59110,37054,34000,47009,,8617,9102,8130,6850,7751,9133,9538,6723,5474,5617
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",55,119,146,8799,440,3356,7600,4749,8534,492,,4351,3113,14597,29172,18687,40195,44913,37278,27830,14850,,1161778,999794,890156,824974,836407,988862,853724,762674,660984,759918
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",1126,1145,862,1078,603,506,699,813,686,492,,14295,16521,13707,13816,10358,7718,8236,7212,4571,13344,,7324,7754,4746,2951,2270,1989,2385,3349,2940,3805
848079,Moulds for rubber or plastics (other than injection or compression types),228,520,137,37,50,213,453,482,463,488,,34879,35827,39406,39993,39287,55880,54589,53172,48815,63409,,126542,116538,119603,122475,112439,119485,125018,107045,88978,65980
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,515,1442,1040,2190,1569,409,700,975,2294,487,,451793,383630,264714,245413,247355,262624,314387,301403,315527,388535,,174699,218094,196992,220254,200905,215044,253552,282015,275700,333281
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",54,2,90,59,108,106,117,66,132,486,,105,20,106,160,105,64,376,247,56,680,,100672,114702,123032,107504,107853,142458,169724,139734,169308,200611
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",237,181,432,211,238,106,226,345,215,486,,7323,7131,6169,6083,5555,4994,3993,4780,4353,7450,,3109,2693,3848,2752,2451,3294,5573,5793,7736,8585
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",28,102,104,47,17,21,55,61,24,485,,3116,4385,6151,5038,9244,16703,16870,15784,17008,26865,,83163,103128,110123,71099,73939,94765,116200,98250,103248,117460
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",141,53,65,142,173,174,295,225,201,483,,119928,121603,116374,155414,185551,195605,215733,213995,232500,338622,,675,1076,668,575,871,619,1244,1549,824,1696
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",1838,213,113,81,104,85,89,160,292,482,,0,190108,210047,182134,158569,153711,144515,155173,200060,232961,,3053,1215,1150,1667,2176,2524,1693,1316,1869,1693
853110,Burglar or fire alarms and similar apparatus,93,81,447,127,108,90,325,371,424,482,,5943,6350,25627,25536,15029,16276,20861,24493,19700,18184,,70791,74726,76746,70178,99545,47842,51561,58001,52711,52702
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",137,185,408,143,228,552,472,358,429,482,,28013,33815,27201,31836,29733,37239,39742,33352,35135,78973,,7426,18767,31825,24485,26122,32833,29180,28296,36424,48250
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",937,430,594,545,393,653,885,501,626,475,,515,255,1814,685,511,718,2360,3542,2675,2739,,4876587,7405348,7103862,6922427,5318306,5661295,9220601,6811285,8174986,9188031
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",5395,7351,4363,3971,4226,3914,1257,609,515,472,,264853,280708,275065,235904,222609,241782,251769,238112,211486,355025,,223854,234581,169282,144155,140293,156881,150743,138077,74135,97433
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,55,68,89,70,89,140,25,278,362,471,,2330,1543,2190,1906,3043,2092,1886,3929,2919,2361,,329,299,103,77,211,282,242,473,488,484
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",61,177,289,373,201,167,939,1361,1597,470,,23136,29285,28885,36764,44146,65328,87509,100618,87429,156466,,49042,49624,64871,77693,72093,121129,107242,68253,55351,59404
681599,"Articles of stone or of other mineral substances, n.e.s.",172,354,167,261,391,232,678,615,494,468,,16813,23553,28997,53631,79175,100040,125042,115161,104551,153472,,345768,406872,402614,431766,444523,463880,579819,643327,681640,792080
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",13,280,1159,1466,1080,882,693,825,390,465,,9356,15002,14789,14005,14015,12701,12452,10439,6621,7491,,50373,61235,101894,186922,109649,84865,66315,66615,47581,51086
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",949,0,12,14,457,282,146,294,268,463,,108421,59972,42709,39374,64538,47751,38712,56023,41831,69727,,22153,16798,10421,10777,15619,17061,14990,36704,22305,7567
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",473,203,196,1714,81,967,853,2607,2798,462,,11366,10227,8805,11879,13019,11416,14064,13041,14769,18517,,843129,770523,900036,813285,730761,923772,948627,888866,803573,803000
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",687,1,0,8,61,48,230,270,373,461,,28904,30785,30797,18808,26637,27541,34091,39285,38483,45113,,12622,7386,6739,8317,8803,7377,8328,8308,14705,17552
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,49,3,0,0,266,0,230,460,,8499,10662,8311,6837,5765,7052,16651,24434,18276,28705,,222068,201076,230750,241233,234606,271238,238433,177901,192172,216913
