Product code,Product label,Saudi Arabia's imports from United States of America-Value in 2012,Saudi Arabia's imports from United States of America-Value in 2013,Saudi Arabia's imports from United States of America-Value in 2014,Saudi Arabia's imports from United States of America-Value in 2015,Saudi Arabia's imports from United States of America-Value in 2016,Saudi Arabia's imports from United States of America-Value in 2017,Saudi Arabia's imports from United States of America-Value in 2018,Saudi Arabia's imports from United States of America-Value in 2019,Saudi Arabia's imports from United States of America-Value in 2020,Saudi Arabia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",2397,1992,779,561,536,256,78,267,357,441,,96661,114088,93525,107511,111760,107202,88083,89778,80275,89397,,32448,27956,27221,14667,6883,15785,23115,16148,6767,5947
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",98,29,462,701,802,500,1047,516,127,441,,90780,60748,81171,65454,62050,46657,55208,33598,25675,22056,,7006,227,1584,1401,1871,7196,3045,3430,2974,5614
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,312,526,157,210,94,119,82,286,178,440,,151849,164365,166591,138387,144384,178963,183174,201792,150295,220329,,9135,10717,10700,10325,10006,8768,14433,14112,16260,11063
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",72,249,196,323,75,785,86,64,59,438,,5644,4897,3437,4969,8474,9012,8398,6181,4621,7987,,1845,5117,6275,9483,5986,5272,10348,9248,5407,32571
731512,Articulated link chain of iron or steel (excluding roller chain),902,888,965,1200,987,867,1365,1246,1469,438,,72906,94660,115040,115163,111461,140229,133217,124989,98366,109971,,9970,10488,12291,13811,8314,6525,6939,9232,10659,7469
850520,"Electromagnetic couplings, clutches and brakes",495,218,108,1124,68,280,91,135,158,438,,59491,73343,77613,65405,65716,74807,71767,73816,81140,68356,,1369,8095,4723,3881,3481,2396,1405,2390,1961,3334
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",809,1445,985,2346,409,365,1550,1089,734,438,,124160,155279,125983,124595,93204,78506,92447,90151,90804,116509,,2546,6177,3417,6611,4879,2148,4135,3998,2608,887
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",90,813,2336,957,701,311,268,222,329,438,,4712718,4581933,3997508,4084853,5139878,5538932,5416692,5505677,4652309,4346808,,1932,4610,5442,16744,10405,3787,2694,3214,2651,6291
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",372,699,710,835,759,767,705,1016,1396,437,,27299,28036,30403,30801,31064,28642,28480,27757,30574,25291,,3484,4408,5456,7003,6536,11237,7980,11453,14611,9603
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",8017,8599,1297,2019,1583,2419,787,816,585,436,,967954,965974,828945,732792,717174,814715,788898,752313,719553,978409,,14299,14393,5882,9569,6960,5927,3774,7154,2732,2017
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",2907,803,322,454,41,178,143,314,105,436,,70387,69899,62933,59850,52786,71372,77031,59264,43094,49311,,22093,21126,18678,15785,15075,18818,34755,21644,17152,12551
847420,Crushing or grinding machines for solid mineral substances,8735,5213,6552,7022,1413,180,918,783,253,433,,324879,271374,278279,200693,193453,166540,150672,141859,91989,123912,,115074,101356,114647,105547,44045,28644,13218,17311,32981,42314
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",35,98,58,222,248,0,363,213,29,431,,29372,21908,21267,18241,17675,19140,30240,32971,18441,24484,,4670,3868,4482,4777,4639,3887,8872,12503,6189,9670
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",0,0,283,534,856,397,277,685,874,431,,16746,13906,19632,23039,17625,12180,10831,17467,13745,16897,,6421,19309,17653,7096,10875,8074,7559,9843,8272,11321
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",261,1390,2847,3512,2247,531,369,274,168,430,,31873,32563,30420,25001,25301,29068,30244,37032,21904,27978,,5379,5374,7446,6795,7604,4528,3647,2526,2604,3274
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, ...",1541,2743,1721,7076,4879,897,722,441,142,429,,103012,152128,113849,88849,84634,59396,51900,46083,31952,36783,,3800,8074,5337,12740,9771,3532,5572,8277,1463,2554
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,219,0,1302,3564,265,429,,245864,161025,122208,90595,11807,11034,20774,22571,30052,38475,,0,48,0,0,245,644,8201,11059,6777,5576
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",114,50,193,126,252,288,1113,205,622,428,,20716,23408,27054,27918,31681,29741,33514,32839,32763,28966,,7491,8477,8184,11774,11219,8812,8459,8002,7764,11783
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",307,311,1603,0,0,331,865,704,344,428,,45536,44239,37978,28452,18482,13727,13163,6979,8973,8198,,15540,12454,12150,14255,6012,11436,20428,17569,13729,5460
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),194,1206,424,1441,0,859,398,809,694,428,,95643,92206,85694,79695,96774,106345,111771,98430,90293,108215,,934,2241,1270,2805,540,913,487,989,697,670
100510,Maize seed for sowing,2004,4670,1707,2180,3291,850,527,107,216,427,,288033,377293,429619,280924,287280,327531,343534,288214,268585,270338,,5998,7001,3071,2543,4402,1074,1041,228,324,554
681599,"Articles of stone or of other mineral substances, n.e.s.",0,585,142,667,64,296,443,377,287,425,,108301,100663,99353,100546,113594,114084,126685,124014,135909,169702,,7063,5391,3777,3618,2398,3144,3611,3072,5033,9024
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",2452,1770,7502,3024,1478,1159,521,621,742,424,,24555,27019,25571,24659,24937,20107,17504,19658,13535,25310,,12539,10992,18722,17802,6963,6187,5300,8068,11451,6228
850120,"Universal AC-DC motors of an output > 37,5 W",3288,2035,2487,766,1002,431,231,498,1420,422,,95706,109711,91699,90393,97155,87780,89077,82182,72435,85456,,46127,19477,15652,11686,5741,3062,5164,4119,4290,1946
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,6578,47,638,409,207,0,78,288,535,420,,5562260,6067381,7463250,8237063,8833245,12505475,12283271,9956587,12973565,18098604,,8171,1139,1519,5165,2202,5881,3293,2604,1193,1418
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",5051,2571,2866,2815,1171,662,1132,1097,551,418,,231109,207799,255166,226252,204471,219713,231896,213329,180373,229650,,53261,54620,52469,50289,35318,43373,47750,45162,37008,43849
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",235,225,87,259,143,363,426,1006,189,416,,19490,16628,14136,13830,11580,12467,13870,13257,6776,11213,,525,1213,373,820,1985,1235,1258,2769,958,870
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,630,0,0,0,161,411,373,277,416,,10201,17968,15157,16082,18073,16654,12907,16411,12315,15471,,0,742,54,274,265,434,843,390,277,416
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",365,1878,878,1509,333,1856,2944,1660,1615,415,,343402,371415,318860,405938,300845,253925,263813,292025,177184,229470,,41646,11091,17027,16875,3245,5841,5769,4535,63887,7384
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,392,40,0,178,0,9,9,846,415,,49475,40630,102887,98843,97889,105842,102437,99309,86831,120778,,326,1982,932,2013,569,1639,3210,2317,5434,3646
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",423,153,232,213,524,1445,1968,1402,1027,414,,109535,111212,106857,111265,96466,95422,103423,83885,89307,83783,,2322,2749,3555,4202,3171,3113,3055,3195,3605,6728
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",382,1086,266,690,5316,457,1113,381,755,414,,304875,320127,370401,397906,359509,485041,377789,282972,294298,369881,,669,1551,1600,6108,18872,2059,4850,3664,11575,3863
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",665,358,671,1158,729,546,497,863,1230,414,,920546,849305,921140,834632,793541,842951,820189,669101,640692,873661,,1685,1615,823,3070,1845,1359,1540,2118,3094,1336
740710,"Bars, rods and profiles, of refined copper, n.e.s.",5685,4705,2382,764,2063,4300,520,553,351,413,,149882,204666,150462,120851,103845,110544,92241,83022,82215,122530,,761238,301761,60164,58248,34956,21541,18575,150520,19673,12286
560410,Textile-covered rubber thread and cord,0,0,31,0,0,45,426,445,436,413,,13499,14221,10551,9278,6777,8534,7354,7359,7213,7710,,432,1393,1966,1804,1803,1888,2201,2368,1538,1746
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",165,37,205,0,0,0,10,134,32,412,,312239,148175,87387,52190,36708,16344,20729,18341,21620,28817,,244918,143004,106655,77624,66521,32366,34754,47660,37845,34518
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",276,1002,326,662,537,519,493,664,572,412,,306916,336641,329911,285984,302225,337147,306682,269551,253406,335118,,3463,4335,3711,4072,3702,3190,3246,3868,3677,5004
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",673,260,883,703,483,149,160,280,748,411,,85422,79664,96549,78239,91082,117544,123681,100297,127731,159654,,9474,8302,6216,7871,9406,11042,10509,8075,4915,4948
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",2724,3462,2852,4649,11386,1846,1512,659,627,411,,457452,371891,339522,315294,233686,221549,217716,229796,168185,172006,,85423,42298,37943,33370,26378,16687,19023,18372,13480,23910
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",210,206,56,279,64,54,21,164,722,411,,85994,100989,95254,82437,81533,86419,92743,90813,96551,110420,,27177,2964,4420,2317,1620,758,884,807,2371,2408
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",393,651,373,160,0,274,540,198,167,410,,189954,180056,178504,147877,138836,153529,171185,176884,166773,181768,,6409,5090,4483,3950,2461,3052,3497,4579,3802,4298
293120,Tributyltin compounds,0,0,0,0,171,0,0,378,188,409,,3501,1928,984,2117,988,2826,1182,737,579,336,,0,33,58,163,391,446,89,624,293,680
851840,Audio-frequency electric amplifiers,1525,1110,1338,1290,417,828,2512,570,338,409,,374169,415839,359955,399651,349350,398969,410475,401872,275649,303187,,10788,7582,7731,9577,6209,7219,8410,5187,4295,6117
300650,First-aid boxes and kits,2838,554,1029,875,3220,4055,497,314,2123,409,,17415,19585,22147,24203,29988,30057,27514,26560,33062,47556,,4211,1870,2740,2645,7029,5617,2756,2252,4261,2554
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",2226,2331,437,189,295,242,500,703,320,407,,138708,140936,135542,126439,115374,123399,127688,133322,125614,166804,,40201,33046,27153,25813,25910,23446,22583,27697,34396,43648
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",0,110,41,0,0,117,165,306,197,407,,120956,170168,173481,176916,198343,176922,156938,149882,128763,135107,,570,846,4240,3164,4348,5041,4954,6236,6912,12536
961390,"Parts of lighters, n.e.s.",0,0,30,86,290,0,46,80,169,405,,11426,12527,12750,10914,9883,9081,13221,20347,22792,29587,,133,75,90,227,469,58,131,238,390,799
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",4863,2492,1752,3440,1033,2709,3875,1370,1652,405,,232634,129278,97388,61030,50198,50108,57147,43335,43547,51381,,5278,3595,2603,4534,19744,6222,10299,10841,3421,1868
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",1293,672,1106,802,3318,928,861,820,261,402,,113211,109286,103095,88146,95464,89153,85977,82397,73605,78475,,7055,6627,11306,61721,27082,20212,29509,20600,4832,7262
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",274,210,232,660,319,493,148,157,93,402,,158612,173830,136639,145123,164242,214149,208545,259863,271933,338485,,26425,22889,27564,22994,24473,19644,20557,25422,9346,2893
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",2715,1545,711,2089,32407,17945,806,0,3,402,,67376,73135,60857,107905,116777,106522,105295,85972,68117,78998,,5455,4824,1046,3342,32602,18016,827,6,946,508
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",3371,2466,1811,3524,3702,2385,1626,551,290,401,,1383596,1601393,1659188,1436338,1370021,1781376,1619239,1463687,1445808,1565597,,26736,22839,27777,24377,18886,12846,10774,8921,12135,25300
80719,Fresh melons (excluding watermelons),198,257,351,277,392,675,715,490,274,401,,131601,132867,135850,125764,124886,130929,137447,123156,102284,117310,,3912,3263,3709,6447,4228,4937,5269,5823,11762,15466
390940,"Phenolic resins, in primary forms",51,390,804,233,171,141,399,1991,1581,400,,227405,237675,263203,246174,237436,249909,226973,214360,175428,232007,,7218,5931,8989,17204,8866,9604,9234,11587,16070,20455
731511,Roller chain of iron or steel,383,134,264,591,1002,398,408,584,500,400,,124236,124628,138566,133778,116373,124440,127812,122539,95419,97731,,2543,2361,3855,3906,3676,2289,2498,2554,2797,2996
848079,Moulds for rubber or plastics (other than injection or compression types),1129,379,568,1657,2424,1013,403,475,661,398,,116276,109201,116015,120079,121460,117665,118488,96371,95190,100461,,15665,12600,18524,20120,14166,16451,13359,10732,8967,5470
732510,"Articles of non-malleable cast iron, n.e.s.",837,1138,1463,405,705,460,1304,1089,1005,397,,84481,87662,85317,100888,92471,118911,122323,96023,75502,102731,,20703,81184,30769,23174,30524,18590,16276,19391,14546,12159
831000,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...",867,1615,1335,1084,918,391,992,698,608,397,,73516,79373,85486,80983,74017,65718,68866,66524,54678,67740,,10049,5948,6089,7601,7214,5363,5605,7368,7150,8934
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,59,132,150,443,128,61,462,396,,650999,574955,475828,392644,362256,358552,336016,294223,257311,315419,,9130,8707,9961,14589,20795,27861,48509,56987,34991,28796
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",3106,2256,1816,1220,1317,698,566,233,288,393,,159071,160210,149148,138537,119162,109690,104589,99966,82681,101169,,152676,117992,95447,28080,25826,22026,11695,8210,5516,6009
850410,Ballasts for discharge lamps or tubes,2177,2073,876,1789,830,852,1663,266,399,393,,277622,259870,254707,221975,176842,132454,105645,75779,51397,49865,,57822,74413,68680,59112,35327,29792,22844,9694,14069,11687
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,5,393,,9494,3251,1727,1160,1385,851,912,1380,974,519,,0,0,110,951,1044,2863,3693,3270,3619,5060
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),487,614,894,2223,402,626,398,780,242,393,,156905,115933,108457,147368,160633,174894,138318,119527,152731,129234,,3218,5727,3154,4821,2519,3448,5362,6269,3213,13487
90122,"Roasted, decaffeinated coffee",108,203,89,337,49,301,32,1315,590,392,,34930,40313,37299,41413,40026,43312,55777,63748,48575,46118,,1375,1360,894,927,1770,1822,3039,12576,11985,14545
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",4728,4536,4655,3414,2601,2595,1879,1806,963,392,,69826,70342,103147,72706,73309,71137,84502,72358,59907,59451,,32364,31709,27861,25215,24545,22384,17946,29058,10706,12734
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",172,183,113,84,0,178,52,452,346,392,,43799,49190,47697,58578,55898,59585,54085,63529,60058,66823,,8993,11866,13217,9539,8442,7441,6603,12563,8754,11958
845090,"Parts of household or laundry-type washing machines, n.e.s.",1546,2083,1360,1413,1499,1200,661,375,165,390,,40963,36625,38092,34301,35233,31015,33463,31596,22246,24976,,4460,5397,7719,7774,7906,5732,6315,4995,2837,5025
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,95,0,0,267,86,77,390,,4378,3190,3386,3067,5884,3922,3456,3109,6334,2899,,1195,37,319,323,128,482,808,209,250,1267
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",2057,1721,1805,999,373,606,829,556,312,390,,681822,621181,611037,532420,459679,482258,526076,435715,357049,605644,,14823,49897,17354,22135,21929,13866,27229,31541,22162,13254
842919,"Self-propelled bulldozers and angledozers, on wheels",20694,6030,4771,3574,1007,1170,484,346,209,389,,111342,75587,51996,53335,54983,81948,39123,47655,67000,37061,,36237,25702,10519,7101,1897,5129,1588,9175,921,3506
