Product code,Product label,"Australia's imports from Taipei, Chinese-Value in 2012","Australia's imports from Taipei, Chinese-Value in 2013","Australia's imports from Taipei, Chinese-Value in 2014","Australia's imports from Taipei, Chinese-Value in 2015","Australia's imports from Taipei, Chinese-Value in 2016","Australia's imports from Taipei, Chinese-Value in 2017","Australia's imports from Taipei, Chinese-Value in 2018","Australia's imports from Taipei, Chinese-Value in 2019","Australia's imports from Taipei, Chinese-Value in 2020","Australia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,3,5,5,8,27,3,8,10
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,9,28,8,37,,143,89,354,376,283,156,67,101,158,145
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,41,44,36,42,31,141,51,1,30,0,,449,402,320,405,525,993,643,638,781,418
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,3,0,32,0,74,26,50,17,14,20,,1386,2980,2557,1756,1957,1919,2442,2498,4149,13023
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,9,0,57,0,19,13,32,360,414,3,,1193,2010,2321,2363,2083,1847,1834,1912,1305,1748
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,2705,2809,3705,3147,1235,6883,0,185,5,1,,3,33,338,0,0,0,165,2701,10177,0
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,24937,35865,36805,30502,28097,158,98,9,809,83,,642,768,579,507,161,156,432,614,800,772
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,3,3,0,0,3,,75,32,83,57,38,73,60,732,1398,1551
250700,"Kaolin and other kaolinic clays, whether or not calcined",4,8,8,4,4,5,5,0,6,0,,1765,1859,2452,2437,2409,2679,2857,2992,2849,2960,,2511,3572,5447,5344,2460,3711,3457,3763,3502,4057
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,49599,44705,42603,39015,42747,11997,10859,14542,20607,28812
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,0,4,7,1,12,1,1,5,2,1,,219,2136,6294,12642,7005,27121,27577,16901,1604,86
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,0,0,0,0,0,0,0,,116,209,28,66,1648,4406,170,180,7,156,,44,729,433,287,480,166,43,7,14,13
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,1,0,1,2,0,11,0,0,0,,381,552,271,138,113,124,128,74,76,75,,631,502,276,289,402,431,448,416,559,972
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,247,0
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,4,0,0,,228,192,87,238,127,146,129,132,144,116,,637,1259,743,895,1007,982,811,686,451,401
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,9,15,20,40,10,9,47,21,30,29,,10,12,8,9,3,20,4,2,1,5
282410,"Lead monoxide """"litharge, massicot""""""""",55,88,69,72,47,0,143,0,0,0,,11558,17395,13927,13442,11311,14339,17436,15567,13045,14705,,8435,4215,4062,3535,4590,8048,7975,6169,7127,10333
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,0,,19,13,5,1,2,112,97,95,0,60,,246,1,19,30,37,462,28,26,29,15
282710,Ammonium chloride,0,0,0,0,0,0,0,0,0,0,,107,110,141,112,87,73,128,105,86,125,,1382,751,663,563,487,569,1039,994,807,1229
282720,Calcium chloride,2,1,0,0,0,0,0,0,0,0,,25,31,32,25,26,34,47,92,51,44,,6716,6119,5778,5716,5289,5298,6156,6116,5694,7576
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,12,0,,1407,1627,3587,975,497,435,209,55,44,8,,12816,10299,11506,11222,15831,16674,8219,12956,20546,14755
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,164,146,743,2,91,172,189,26,3,137,,498,413,395,279,341,242,339,412,246,698
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,0,,1134,892,1031,885,726,573,792,388,455,534,,3678,2644,2946,2693,2361,3167,2104,2699,2600,2690
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,457,262,345,239,121,29,1,47,33,160,,277,401,426,336,383,491,414,313,415,480
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,1,1,0,570,196,0,0,0,10,8,,2134,1481,2123,1622,1312,1758,2049,1925,2478,3514
170410,"Chewing gum, whether or not sugar-coated",0,0,0,0,0,0,0,0,0,0,,515,900,1135,958,999,1430,2100,1525,1243,1226,,4220,5282,5595,5410,5983,4653,5922,8779,4266,6995
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",2,4,9,0,0,0,0,0,0,0,,1222,2490,2271,2867,1961,4167,10750,13070,6517,2267,,72994,95835,152128,163748,270608,305551,268520,255947,278267,124004
190510,Crispbread,0,1,0,1,0,0,0,0,0,0,,3,14,8,5,90,68,60,24,18,93,,8343,7918,13094,10707,9552,8062,6402,6409,9012,9759
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,0,0,0,0,,151,442,666,623,396,305,864,227,421,427,,1733,1855,3153,2293,2377,2722,3596,3536,2886,2828
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",19,0,0,0,0,0,0,0,0,0,,2529,2533,2464,3224,3285,2339,2309,5287,2780,3306,,6074,4834,5167,5778,6580,7313,7531,7679,8007,8091
160241,"Hams of swine and cuts thereof, prepared or preserved",15,61,8,0,0,0,0,0,0,0,,372,375,427,407,428,471,545,431,187,440,,5313,5119,4138,3703,3408,3880,3956,3199,4121,5972
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",0,1,52,21,13,30,12,16,16,0,,695,1394,1978,400,958,6109,9410,6898,1684,2717,,8400,8323,7808,10738,8853,8362,8627,9568,6542,5576
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",2,0,0,0,0,0,0,0,0,0,,0,24,140,188,599,195,130,98,104,89,,4929,5174,2030,1252,1417,1149,1151,525,826,4469
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,6,1,10,1,0,0,0,7,32,24,,417,552,553,402,268,522,528,650,255,469
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,0,,2080,859,1784,553,810302,596860,392148,807508,747084,1314632,,31,6,11,66555,44353,40057,22849,57383,39652,210884
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,61,0,0,0,4,0,,124099,172519,232034,163420,341448,509292,579905,292737,217286,323343
262011,Hard zinc spelter,0,95,0,0,0,0,0,0,0,0,,1045,1692,1384,800,2308,1944,3892,4716,4244,7817,,326,650,0,0,0,0,0,0,0,10
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,13108,9157,7129,6524,5111,6983,7223,6248,9062,15119,,706,239,1535,1549,518,914,150,148,141,261
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,699,672,2733,2263,1566,2250,2527,457,380,431,,90,85,263,218,3,0,2,0,1,1
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,12,276,132,33,0,0,0,0,0,,0,0,33,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,28,0,0,11,2,10,,380,1,2722,61,38,27022,46,126,11902,18
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,54,34,20,12,17,17,18,69,44,56,,1692,692,878,1278,1208,5565,2153,1231,963,779
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,24317,47382,42499,46172,27819,61288,97533,56030,56427,138154,,11,0,15,0,0,2327,2649,35,4726,71
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,83,113,122,74,126,101,130,165,382,494,,190,252,380,135,607,798,827,607,860,1413
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,1626,525,95,507,172,82,128,568,143,159,,439,312,581,620,442,340,461,275,163,116
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,4,24,3,0,6,6,1,11,1,1,,59,80,43,58,84,60,110,38,25,5
280429,Rare gases (excluding argon),0,0,0,0,0,0,0,0,0,0,,1140,1715,1139,5059,2136,1391,2278,2834,6751,9528,,5916,6906,10010,9058,8124,7827,8825,8733,7114,8305
280440,Oxygen,0,6,0,0,0,10,3,13,0,0,,534,452,548,365,972,1290,379,294,268,338,,1289,2630,2587,2385,2398,1832,1517,1769,1624,2298
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,0,,397575,499604,600230,511907,615390,614762,551139,244648,172824,288509,,8790,12307,14828,13694,14973,16776,17249,18260,21235,20716
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,249,330,316,1171,1482,1473,591,3008,1362,1521,,1100,1129,1253,1176,1264,1207,1279,1148,1045,1085
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",3,76,41,32,231,31,24,0,0,0,,31705,17555,19932,24376,17017,17875,15336,18546,19508,11389,,20655,12930,14856,7442,11939,8683,18235,13815,24293,20375
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,0,0,0,0,0,0,0,0,0,0,,29482,22324,10395,41798,26108,23303,16117,26735,30535,13715,,410,327,159,71,150,140,138,27,84,482
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,0,0,0,0,,2739,8473,13585,794,1708,5198,1349,162,2389,923
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",377,259,114,95,66,0,0,0,0,0,,69044,57648,43251,50577,73142,1130,0,0,0,0,,40245,34887,27880,24977,32803,0,0,0,0,0
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,36,75,288,75,46,95,66,52,31,2,,249,202,157,239,138,110,214,187,269,558
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",0,0,0,240,0,0,1,0,0,0,,49,4,27,26,17,31,59,4,4,14,,68153,62423,59481,68274,70280,81502,80762,84120,118109,135906
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",2,43,0,20,4,6,0,0,1,0,,13974,17497,15751,14457,15000,22429,37960,27486,12958,20599,,109011,99407,89545,50097,48422,65145,117084,120102,98140,129652
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,56,405,815,200,47,10,204,0,31,3,,28885,14771,4099,13818,8854,18870,11549,13129,15955,8764
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",0,0,0,0,0,0,0,0,1,0,,5414,1788,752,330,817,606,370,1210,278,172,,45,0,8,1,5,59,105,101,127,72
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,0,4349,15341,0,1810,0,0,1394,63153,0,,0,0,0,35381,91507,762416,285842,1184945,1516374,865470
890400,Tugs and pusher craft,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,2524,0,,236229,287600,164091,114578,49304,161588,44267,145025,14715,67555
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,61,0,1,59,81,301,0,44,0,0,,2890,0,0,7,949,6188713,4854,0,5422,2152
890710,Inflatable rafts,0,0,1,3,0,0,0,0,58,0,,526,934,483,860,820,749,1126,386,432,494,,5588,7685,6341,8195,8435,7440,7646,5778,6115,7572
890800,Vessels and other floating structures for breaking up,0,0,0,0,0,0,0,0,0,0,,8,9,8,0,0,0,0,0,0,0,,0,0,9,0,4,0,0,34,41,6
900140,Spectacle lenses of glass,2,0,0,0,0,2,6,1,16,0,,4111,7079,7499,4654,1379,772,557,858,1495,1019,,2343,1762,1064,367,451,532,845,475,399,429
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",0,0,0,830,0,0,0,0,0,0,,343,623,6,2925,3818,15209,6833,14275,0,8424,,293581,200600,215662,182938,165917,181019,187970,149607,107844,106577
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,127,0,0,0,0,,0,0,0,0,0,0,144,316,0,0
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,30,0,0,0,0,148,0,,656,203,394,292,229,319,145,254,319,591,,4428333,4210299,3779857,3796600,4193886,5090265,5428024,4578861,4071876,6109531
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,1250,1117,344,738,276,60,42,0,51,0,,12754,6479,6975,5724,5085,10234,13201,10720,5003,6717
870919,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...",0,0,0,0,0,0,0,0,0,0,,1114,2467,2100,922,581,576,1444,894,291,249,,48490,24127,50909,7914,10844,19328,17440,28785,14476,22238
854071,Magnetrons,12,0,0,0,0,0,0,0,0,0,,1543,997,823,1241,1137,1149,1046,1408,2566,2417,,995,885,1346,1780,1000,1283,1308,1988,1234,1366
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,406,1018,2,0,22,0,237,0,251,98
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,0,2,,4193,76,43,0,50168,140420,208272,177287,0,0
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,0,0,0,0,0,0,0,0,,183,372,59,843,39,13,59,52,146,227,,74352,22509,38281,21570,22223,35178,28257,27975,24195,18495
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,19,0,0,0,0,0,0,0,0,,1827,1602,1290,1264,873,1589,1097,1385,1208,2284,,9867,9904,16381,9597,16799,14993,10422,10345,14250,19509
844513,Drawing or roving machines,0,0,0,0,0,0,0,0,0,0,,2299,2956,2368,1908,2192,1470,2285,2522,5006,7369,,0,490,0,0,47,29,0,0,0,35
844610,Weaving machines for weaving fabrics of a width <= 30 cm,0,0,0,7,0,15,0,0,0,0,,1909,3559,2201,1697,2428,3650,7625,3111,1500,946,,365,132,458,27,112,20,36,14,117,15
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,0,0,0,0,0,,3102,920,1654,873,1550,2469,2196,996,499,3154,,61,156,3,0,111,15,245,0,0,4
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,65,25,53,0,22,3,0,0,1,0,,622,520,0,14,107,1166,64,16,0,1
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",0,0,0,0,0,417,0,0,0,0,,6603,4910,5817,4131,1222,2723,2949,2394,2673,1264,,2,355,16,554,2,425,308,0,12,53
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",0,0,0,0,0,0,0,0,0,0,,34288,28758,43595,45794,29320,31459,26411,35549,10530,9881,,4734,564,1900,13319,449,8694,3675,54,7,61
842611,Overhead travelling cranes on fixed support,0,0,3,0,0,0,0,0,0,0,,865,938,845,2280,5938,1441,3310,1888,392,520,,15634,10314,8223,6508,3942,6900,8534,14095,7610,3040
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",2043,2715,929,1017,859,882,843,360,57,0,,44711,39462,28119,30615,29269,24273,24549,19769,13917,22446,,529465,395139,325447,274864,256277,338619,402904,378848,360698,495421
842920,Self-propelled graders and levellers,173,0,0,0,0,0,0,0,0,0,,1648,180,87,187,202,143,28,118,62,10,,310866,135490,87119,49974,55696,69955,175627,165543,127449,174459
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,0,0,0,0,0,0,,29,132,1847,0,0,0,4,0,0,0,,90,254,379,140,70,40,103,878,647,1081
843050,"Self-propelled earth-moving machinery, n.e.s.",0,0,0,0,4,0,0,0,0,0,,1531,1252,1498,420,178,857,845,1084,1247,642,,40443,28560,20216,20020,15403,22189,41197,23210,17085,16395
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",1,0,2,0,0,0,0,0,3,0,,40743,36996,38200,32986,29557,35691,39398,34098,37935,32237,,2101,1141,1553,1276,791,697,972,1561,1478,2226
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",81,28,9,11,0,0,0,0,0,0,,532,437,362,263,113,200,95,62,85,61,,4541,2178,1621,2436,1669,1387,8454,2476,1798,1811
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",68,36,0,0,0,26,5,5,0,0,,1019,1194,1252,161,51,139,157,1209,248,1355,,2173,1646,1282,1155,1240,1509,2770,1778,1877,1726
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,227,149,0,0,0,,1340,1184,51,82,58,111,192,264,61,26,,362,107,293,59,55,252,233,52,34,64
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,1183,755,1151,923,1150,853,626,1477,13753,12790,,4667,4191,4798,3188,3362,2483,2381,1723,1547,3676
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,9,6,1,12,18,18,32,115,695,193,,870,345,480,564,342,438,725,553,717,1838
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",3,0,0,2,0,0,0,0,0,0,,1197,1359,1324,1178,1245,994,941,593,670,825,,402,641,641,504,566,514,703,432,514,633
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",0,0,0,0,0,0,0,0,0,0,,166,51,160,171,72,267,121,196,353,524,,1424,1248,1619,319,154,5625,592,182,100,98
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",5,8,2,187,218,118,108,4,0,0,,25606,25849,19504,13098,10442,10892,10666,8556,7192,12349,,24593,16234,20262,64894,42863,8797,6590,7711,6625,7375
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,27955,29768,33487,30451,37461,58574,45538,33445,36410,41332,,2312,4033,22901,25582,24219,44601,42068,34478,39031,60149
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,1156,1750,1502,1364,1120,1637,16589,8605,8820,4153,,0,15,16,1,0,2,0,0,1,156
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,9,110,278,0,91,1703,5,96,82,670,,7,0,0,0,0,0,0,0,0,0
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,121,425,235,806,231,0,74,28,0,19,,3396,1988,1847,1314,782,3,0,0,0,0
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,2,1,2,0,,240,164,121,80,119,53,29,54,36,47,,441,531,817,205,374,70,348,285,300,391
810920,Unwrought zirconium; zirconium powders,14,0,0,0,0,0,0,0,0,0,,437,358,427,281,81,60,560,516,666,786,,132,158,36,83,61,90,52,156,49,65
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,609,1203,679,223,1086,258,227,614,142,155,,501,724,293,155,170,818,873,998,624,893
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,0,0,839,2807,1927,0,97,7,20,0,,4306,8524,45818,3221,14180,473,2407,40,454,64
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",0,0,0,0,0,0,0,0,0,0,,38833,136632,237190,225179,98102,136339,15242,17968,44748,18546,,568,5471,2792,3841,614,536,1311,927,2838,2649
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,4,5,1,0,1,1,4,6,0,62,,1108,10,1123,0,4,22,0,0,10,10
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,4,0,0,0,0,0,0,1,0,0,,4539,4866,4872,4183,3714,3468,3214,3512,2482,2680,,2731,6477,4216,2303,236,70,712,376,665,1046
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),153,9,0,38,1,0,0,16,2,0,,573,640,1112,1502,1510,1364,1372,823,600,548,,7651,5805,5500,4498,4224,5442,5068,5433,4231,5252
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",80,36,38,15,35,0,0,0,0,0,,30955,28126,21145,16297,8664,5750,3596,1638,968,787,,7414,5587,9796,13845,10221,9511,9782,9093,7484,9439
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,635,587,739,645,829,458,1797,1547,737,455,,5485,5278,5816,5584,6672,7120,7012,7280,6729,9725
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,46,34,17,5,24,20,113,82,54,51,,719,533,600,605,393,495,426,717,575,570
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,20,12,23,6,32,25,2,25,1,6,,1,0,0,0,0,0,0,0,0,0
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,99,186,145,310,206,120,95,62,92,103,,0,3,1,8,0,1,1,0,4,0
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,11,0,0,1,0,0,0,0,,1023,855,1565,1345,1003,1271,1491,921,813,960,,4103,3423,4416,2992,3098,4387,4762,2610,1017,1532
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",0,8,0,0,0,0,0,0,0,0,,16,71,180,171,17,13,29,51,38,52,,2948,1269,1507,1198,1292,1656,1199,1495,765,851
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,0,0,,1760,1301,1484,1273,1071,528,471,975,936,1044,,132,251,958,1449,3013,6507,8136,7796,8558,10908
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",4,0,0,0,0,0,0,0,0,0,,456,490,461,382,384,449,626,501,318,371,,1930,659,497,731,538,441,140,163,167,571
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,127,31,7,14,0,,0,0,0,0,0,61,118,81,42,4,,0,0,0,0,0,38445,15575,8254,6958,6462
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,0,0,1,0,,1646,1551,3431,2987,6088,7558,8242,5323,10261,8744,,8797,6728,8755,9687,12313,19588,24041,21669,18177,20810
701010,Glass ampoules,0,0,0,0,0,0,0,0,0,0,,24,31,45,55,114,149,112,48,25,13,,11,7,11,24,85,151,55,54,287,41
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,0,0,0,0,0,0,0,0,,44,99,15,4,10,4,11,7,1,0,,2752,3259,2897,2851,2980,1682,1645,1825,2157,1702
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,0,0,0,0,0,0,0,0,0,,266,71,221,145,238,138,167,104,151,49,,112,78,144,257,93,125,89,85,77,143
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",0,0,0,0,0,0,0,0,0,0,,203,71,2076,6424,5256,5252,4557,2488,358,6480,,61,47,29,33,54,44,7,29,38,10
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",74,66,3,9,1,3,2,0,1,0,,1016074,722179,639250,645228,767384,659378,644862,525836,654837,677563,,7366,7504,9514,10438,15447,16880,15999,9991,9756,11641
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",2,15,3,0,15,46,0,0,0,0,,33204,11477,6983,6702,6779,4633,3079,2092,2516,1325,,1892,2349,1823,1757,1098,1630,1261,2267,1737,2320
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,1045,1886,9886,7846,5349,7889,6141,7337,10971,11616,,41319,48733,45873,25191,22439,21095,31231,24223,47000,59246
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,2,12,0,3,0,36,0,0,0,,8999,16467,20284,32170,21205,23906,27496,23547,20135,30151,,1025,1824,2118,12716,14156,8962,9536,9719,4367,2630
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,623,1416,909,563,373,455,167,7804,115,388,,74,0,0,0,52,0,0,0,0,0
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,1038,5948,2138,397,313,98,526,233,190,36,,0,6,0,0,189,567,661,1116,285,642
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,42,1424,412,104,402,0,73,85,0,,84820,81123,116380,88249,85035,115965,129254,124374,81310,178370,,5328,1639,3087,1060,993,680,296,363,179,0
