Product code,Product label,"Taipei, Chinese's imports from Australia-Value in 2012","Taipei, Chinese's imports from Australia-Value in 2013","Taipei, Chinese's imports from Australia-Value in 2014","Taipei, Chinese's imports from Australia-Value in 2015","Taipei, Chinese's imports from Australia-Value in 2016","Taipei, Chinese's imports from Australia-Value in 2017","Taipei, Chinese's imports from Australia-Value in 2018","Taipei, Chinese's imports from Australia-Value in 2019","Taipei, Chinese's imports from Australia-Value in 2020","Taipei, Chinese's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,2387,1840,1992,2555,2379,,0,0,0,0,0,1,143,0,0,0,,0,0,0,0,0,29894,38030,71673,76222,149548
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,69,1959,858,1630,1981,1356,767,535,2359,,2204,6388,3092,2718,2921,2588,2223,1030,920,5544,,0,98542,1346635,1167067,1015666,1072624,1070302,1026947,1039160,1496636
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",187,1405,1672,585,450,1154,1021,935,877,2332,,126869,141257,141665,86041,64178,75983,83256,84957,79312,108146,,1157,2008,2551,1457,1212,2845,3621,2558,3286,3136
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,31,159,387,486,461,803,1646,717,2298,,3188,3243,2110,3721,1409,1540,2726,5095,5711,15604,,0,31,233,492,512,499,863,1835,744,2521
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,266,134,0,151,823,810,1135,1649,2292,,36643,70428,75028,65669,75491,75370,99459,69618,80035,145899,,37,377,657,363,264,877,970,1200,1890,2420
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),3,41,43,72,112,76,589,2890,3188,2284,,23096,25989,27616,38643,47527,47236,56085,77576,108081,163119,,30296,42442,47496,29299,27538,27928,18844,19272,24699,29947
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",1166,1690,1529,1147,1047,1242,1856,1734,1546,2251,,138899,150628,139721,136298,132110,145317,168801,140758,96757,116038,,26275,27728,27566,25870,21439,25103,24977,25700,24155,22495
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",3711,3025,2038,1736,1645,1198,1082,3708,2219,2205,,15184,12947,3111,1506,1911,1514,1719,2812,1589,1254,,31669,30727,32445,26132,27161,32273,36154,28750,27640,42649
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",1519,1074,747,915,1269,1157,1886,837,1362,2163,,51184,57616,61575,45093,33412,43102,12744,11143,16754,18017,,4927,3156,3510,3118,3281,3067,5465,7266,9068,11035
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",119,81,196,252,392,762,295,105,1264,2157,,15471,11954,15773,22606,16614,35560,31431,16797,14664,21485,,24238,30083,35714,50179,45582,44966,48243,47342,49650,60121
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",1737,438,436,275,1083,1368,2009,614,2166,2147,,408411,350345,161580,63408,76572,113499,77055,70257,70354,51013,,92031,86333,101697,89519,79602,84508,94304,88494,102145,90932
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",4401,3822,1598,2035,1251,1362,494,377,394,2137,,878744,1097308,1169065,1232546,1191811,1353728,1351843,1384141,1110680,866953,,299582,315893,294812,301194,1961184,1754520,1666242,1771358,1036900,1079602
70190,Fresh or chilled potatoes (excluding seed),274,347,320,641,837,1182,955,1244,1622,2111,,25437,22484,16666,13952,21598,19672,23754,22234,23914,26133,,7832,8426,5939,7089,17261,15342,15222,15402,20782,18492
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",1970,1263,1241,1558,2079,2305,1634,2568,1735,2096,,312866,353942,348822,335180,350065,378095,369064,367162,399294,447866,,541174,555874,558768,597116,602689,680336,618867,668118,781299,689013
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",4,1,1,25,41,39,421,1785,766,2070,,19177,19270,18473,18120,20468,23285,24864,30028,30558,36384,,1061,1332,1741,1932,2435,3767,5602,7437,7759,10353
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",914,779,1064,1472,1787,2023,1702,1755,2097,2003,,26810,29820,32214,40512,46388,56898,53147,46148,57899,60869,,9226,8442,8111,11235,9399,11328,10690,11122,11403,11467
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,2138,1775,1402,2779,2003,,0,0,0,0,0,5681,6117,3052,6634,7564,,0,0,0,0,0,19044,25563,26749,21376,31436
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",470,1332,315,3457,4787,4092,2310,1674,1680,1961,,83049,65192,34645,132286,158453,101456,94629,27107,65509,129735,,17043,18623,18256,19027,20746,20162,14439,18117,21061,20723
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",7434,14538,9297,7943,7308,6637,11713,13315,6107,1927,,36608,59855,40945,135336,296782,371862,574547,664689,423931,334455,,69627,86361,67932,68711,70729,66470,73719,96657,106985,102933
110412,Rolled or flaked grains of oats,338,379,574,706,836,864,681,1087,833,1742,,55219,52530,58823,52597,54946,51447,54456,63041,78333,90380,,1348,1307,1018,1382,1714,1914,1337,1966,1483,2308
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",927,1164,2088,1649,1558,1086,2135,561,67,1736,,999,1800,2106,2546,1751,2186,1849,565,2,2243,,2897,2639,2512,3033,4131,6764,3326,2914,1267,2749
262011,Hard zinc spelter,0,0,0,0,0,175,1398,1333,756,1632,,28,868,3971,1795,1658,408,663,395,2583,9730,,0,0,0,137,1187,8179,8496,9887,7406,10785
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",19,0,0,639,0,0,0,0,0,1621,,941,786,2065,621,1939,2004,2342,1119,423,1529,,19829,28381,22556,21190,17594,27813,28265,46784,33695,23188
40620,"Grated or powdered cheese, of all kinds",1205,914,957,1354,1255,1316,1296,1875,1625,1605,,25819,29528,35494,28907,29191,33425,38069,32905,33456,47262,,8667,10039,12473,11820,8267,9198,8988,8617,8857,9783
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",14310,14867,18402,12452,5526,2740,2896,577,782,1530,,301550,397794,424588,353910,233391,232666,182324,128835,109325,172640,,122377,160739,154187,83259,44094,51993,31141,19497,11885,18893
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",156,356,472,717,777,972,458,403,331,1526,,2861,2289,2314,2184,2465,2578,2793,2473,6783,4707,,30143,29153,29326,23616,26111,29536,27937,25377,22415,23149
220720,Denatured ethyl alcohol and other spirits of any strength,0,0,0,126,361,330,950,551,734,1507,,19337,23064,1641,7296,20190,6538,6308,10767,15947,17204,,6384,4764,2100,2149,2077,2051,1639,1057,4621,8231
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",13,10,37,44,19,60,62,308,1947,1479,,1085,595,203,622,1010,985,1687,2562,3236,3131,,10363,7567,5658,6303,5534,7015,6494,5161,8230,10953
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",1186,1551,1626,1573,2441,2380,1800,1789,2095,1455,,160749,177012,185203,158948,120425,146850,132402,179470,213076,215798,,1296,1664,1705,1639,3113,2463,1863,1898,2210,1585
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",203,258,335,374,751,759,586,872,1646,1453,,6776,6805,8412,6938,10790,31248,26363,11664,11841,19771,,57665,58181,61204,75730,75053,68496,93656,83937,73864,80509
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",7348,10041,2974,1628,1292,349,545,1577,181,1445,,362325,435966,363182,203697,231521,231219,242972,196323,161106,272799,,108067,131106,151126,96354,75580,108744,114177,110766,119502,141016
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,361,293,713,733,829,805,783,993,1441,1435,,117322,129659,112933,100182,118974,116714,141640,121142,129982,116266,,112423,101946,101181,101660,113159,126039,147063,141899,144629,163567
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",376,344,400,323,328,511,393,203,1526,1420,,113869,121115,134178,78529,67419,57361,50410,49605,123921,138142,,39693,44782,45238,44630,40804,45082,59644,65955,75802,84949
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",59,4,86,181,662,2138,959,1366,1863,1391,,18613,22934,35185,27901,42165,49800,65136,48765,49567,59209,,82588,84522,67187,68106,68600,79090,86727,93352,97591,103440
160557,"Abalone, prepared or preserved (excluding smoked)",0,415,1029,1797,1103,1272,1165,1981,1659,1390,,55153,48544,31280,33156,25553,31179,34536,34515,16227,20787,,0,971,9558,16834,11699,22394,21878,21614,19834,19523
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",6509,6968,8928,1883,1625,2864,2929,609,1070,1370,,79530,86056,123098,126383,131109,150152,163984,179840,198570,244015,,11625,15844,24834,25145,30772,42697,49958,62842,72149,60540
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",3691,2943,2076,2070,1617,1893,1519,1242,1038,1364,,333296,353312,304985,274850,256941,278475,275422,237273,205845,255431,,40882,46389,48858,42765,39836,47629,48550,40053,46478,52158
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",158,525,690,994,195,660,1829,1056,253,1332,,125,5,8,6,29,3,55,41,0,12,,3474,7562,7698,6418,4794,4919,6712,9198,4481,10115
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",388,620,473,504,587,822,674,551,1214,1316,,10741,6956,7960,4043,3971,4374,10212,10063,11274,13058,,16893,17598,17898,19534,22217,41196,46753,61296,69493,70180
847989,"Machines and mechanical appliances, n.e.s.",271,422,139,104,426,1418,1111,729,792,1295,,144110,177681,175136,137115,139231,130954,211316,160718,165550,158777,,761084,771724,693818,783284,754779,558366,695801,763934,835788,1051146
391510,"Waste, parings and scrap, of polymers of ethylene",256,416,682,352,1183,703,740,3571,1534,1290,,29056,19067,19149,20019,15003,13341,8605,9047,10756,28523,,8847,14547,20846,28657,24252,17796,36741,35549,20112,15182
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",273,5660,9847,2832,2915,643,5571,3532,848,1273,,87,28,1105,544,969,1926,0,24,0,0,,18449,31966,53807,33869,21103,21838,87272,80036,46115,59418
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",1066,1490,1289,862,846,1234,750,662,544,1248,,92464,79925,68585,69431,70274,90200,40491,32282,24474,50259,,9832,11345,9794,10136,10752,10055,8268,8286,8840,10477
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,8,527,499,285,1096,1347,0,1246,,15,18,435,4908,4494,9819,27884,4001,5834,15508,,11504,16411,19643,8903,10574,8061,20279,16475,5679,11167
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",1130,1145,2013,2057,1879,2548,1903,1504,859,1169,,16227,16099,18634,18785,24182,34162,36712,15180,8365,18398,,15045,15619,16141,15577,16395,18841,18774,20961,22472,22581
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,72,57,1188,651,1166,,0,0,0,0,0,7397,8209,6563,4288,1964,,0,0,0,0,0,310,355,1472,872,1266
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",2098,1150,1358,2288,942,1992,2511,2568,1332,1128,,167050,248705,352822,286477,216745,255374,298897,453852,356865,415507,,12650,6166,17273,13304,8384,14257,18660,23085,19171,15258
80930,"Fresh peaches, incl. nectarines",415,642,60,537,188,58,186,251,268,1107,,18861,23778,25168,21289,27134,27165,39201,49066,44602,50853,,41045,48490,36716,42733,49371,49350,48125,48570,47320,53273
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",0,221,1641,1794,3371,879,1370,1642,1064,1104,,48210,71414,80539,80583,81058,76566,55735,71738,51422,36509,,0,15439,147442,163905,177638,231573,258476,283089,327101,287794
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",16,40,113,42,282,462,720,770,718,1064,,39299,26544,22411,25946,35116,35100,45254,45322,49079,47942,,75341,73855,72191,75990,80932,98949,117241,107365,122886,140952
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",70,2,0,0,2,23,6,80,270,1049,,18803,19440,19243,18069,23762,14208,15445,14334,19868,24832,,83416,93254,97448,73547,74865,85393,94259,127522,150935,156403
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,7,13,96,258,1045,,0,0,0,0,0,9566,10613,15098,18637,26789,,0,0,0,0,0,34411,39191,42478,46173,56273
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,3224,5933,3142,2431,1038,,0,0,0,0,0,28305,23496,27111,38242,37798,,0,0,0,0,0,1471945,1612205,1497734,1545068,1825090
220410,Sparkling wine of fresh grapes,366,323,455,589,425,346,266,247,293,1025,,74373,65115,54752,48145,46046,43744,43548,43989,38766,63736,,10797,12590,14325,17318,22527,22853,21529,23692,28028,31612
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",185,192,140,167,195,504,183,230,324,1019,,41822,38654,45600,48749,57686,63422,67372,61161,68929,90104,,352,394,570,1080,1399,1441,1623,2148,2323,3762
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",127,131,277,425,1158,1528,1633,651,502,1016,,40469,40155,41733,36295,36197,40552,35132,32809,29218,28540,,18477,17505,18769,19805,21617,23289,21967,26386,20079,25762
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",529,1098,695,550,300,444,1257,1192,1237,1009,,49991,39090,47281,38459,32210,24822,24531,19863,12488,15721,,56919,56101,57538,46786,41231,55468,141688,130350,96142,130598
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",724,1582,1331,1149,1127,1320,819,1312,783,991,,9447,12655,20884,22329,35291,54422,58566,63668,69477,107353,,5228,5326,5846,6551,6699,7142,7593,8130,6455,7991
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",1075,965,915,876,934,756,779,697,883,985,,110535,100138,96419,69215,80039,116605,126853,125493,116585,135593,,125782,122090,132244,132865,137281,147014,147115,143344,153845,170853
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",320,1105,833,915,904,826,793,946,921,971,,19991,34178,48281,55500,41445,29359,25784,29148,20704,32568,,10477,9801,9507,9473,12346,17199,21308,30364,73608,49890
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",104,7,0,21,1,2,2,9,54,927,,1547,2251,3011,3944,3480,3559,2466,1626,2493,8761,,11160,12441,15263,17495,20055,21884,23346,21803,20982,23823
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",478,374,153,209,248,402,1048,626,788,915,,201524,243869,277718,284598,333847,400731,361114,384360,373396,439784,,563456,668304,695530,699228,1074085,883641,1006859,1192546,1416813,1882044
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",402,225,487,199,61,574,95,285,267,906,,54281,46812,37332,33141,33526,39976,47481,49793,45694,55945,,265125,250275,290492,281572,286083,287762,310081,309870,362811,426542
210410,Soups and broths and preparations therefor,176,6,34,157,322,167,175,255,437,878,,31396,31040,36141,30851,31887,34823,33881,29365,28768,46157,,13335,13528,11950,15304,17672,18056,20812,23075,24207,28088
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",335,441,516,397,16,0,112,585,688,871,,81239,96815,100703,103909,100468,96804,108375,101066,87454,131029,,1700,2982,2386,2302,1952,2611,2440,2301,2535,2982
282300,Titanium oxides,815,1,18,28,59,9,21,234,959,865,,124,79,66,42,422,69,20,218,382,645,,40317,44635,41562,31436,28744,31588,36632,23898,21847,28564
901540,Photogrammetrical surveying instruments and appliances,2,0,0,0,0,0,2,0,0,861,,6592,8526,11683,5118,5189,7631,10982,10639,15897,6980,,322,333,1038,330,441,415,436,173,206,5637
110100,Wheat or meslin flour,4322,2643,1164,1294,980,740,850,825,662,841,,30307,20334,16106,17542,16175,16143,16527,12182,11930,13285,,10654,11484,12409,13612,13625,12532,12879,13947,16055,17504
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,4,647,640,693,600,900,855,708,840,,11920,9971,11814,11516,10170,8698,8741,9583,12020,13404,,2020,2403,2876,3472,3141,3585,4087,4650,4431,5176
80510,Fresh or dried oranges,925,504,590,557,1266,3011,1071,2639,1082,836,,139087,137669,134643,148969,169599,223826,235256,221624,214542,204974,,10197,9445,9752,9525,18925,20064,12996,18409,13647,15760
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",24,25,531,208,186,534,1102,1226,923,828,,52167,53008,44522,40965,34554,38984,58909,39542,48589,58754,,33887,33823,39797,37845,46028,43008,50431,50923,43316,45551
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,614,323,535,445,822,,0,0,0,0,0,5253,560,688,848,572,,0,0,0,0,0,85971,110943,56976,49948,85475
841391,"Parts of pumps for liquids, n.e.s.",450,739,192,440,337,368,385,272,419,805,,194517,148822,120334,104002,104615,127657,136590,139352,105350,117400,,102986,116952,111311,88600,91713,102815,95381,88326,81347,109907
250810,Bentonite,190,338,276,171,162,253,145,63,211,801,,7189,7434,7962,5948,5128,4289,3800,4216,2873,5461,,8259,9148,9887,11942,8985,13003,10761,10415,11907,14700
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",5694,3652,2489,2073,1463,1721,1460,1289,1157,799,,56182,50064,40053,39115,39728,32654,25034,16226,15189,16464,,107459,97827,95818,99698,84198,90492,97944,90203,96191,117926
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",1529,727,2651,1259,586,0,0,0,896,786,,24219,20163,15203,12261,12077,8488,7154,14447,8775,23964,,9597,10184,22375,25836,29367,21790,30117,29613,24151,22487
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,6,13,358,290,336,364,369,531,694,757,,13713,7205,12348,23714,10827,14326,9740,11441,6566,8209,,7513,10158,17547,19386,16521,22652,21976,21977,23790,28233
