Product code,Product label,India's imports from Singapore-Value in 2012,India's imports from Singapore-Value in 2013,India's imports from Singapore-Value in 2014,India's imports from Singapore-Value in 2015,India's imports from Singapore-Value in 2016,India's imports from Singapore-Value in 2017,India's imports from Singapore-Value in 2018,India's imports from Singapore-Value in 2019,India's imports from Singapore-Value in 2020,India's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
70700,"Cucumbers and gherkins, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,4,5,14,13,6,10,7,10,37,39,,0,0,0,0,0,1,0,0,0,0
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",0,0,0,0,0,0,0,0,0,0,,70,71,233,254,250,141,111,314,188,50,,1,0,0,1,0,43,18,0,0,0
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",0,0,0,0,0,0,0,0,0,0,,828,369,382,810,510,287,312,249,193,391,,37,1,1,0,0,0,0,0,22,91
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,1107,705,633,443,295,336,232,108,73,240,,89,182,82,34,0,0,0,0,4,0
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,6,0,0,57,13,54,92,27,3,,0,0,80,0,0,0,0,24,1,6
291540,"Mono- di- or trichloroacetic acids, their salts and esters",23,0,0,0,0,0,0,0,0,0,,82,103,510,122,139,135,245,254,187,278,,1653,1687,908,1512,3963,4013,14965,10791,8853,11833
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,121,86,4,0,0,36,0,1,0,71,,5339,3902,7032,5415,5710,6462,15736,19910,15312,14862
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,9,0,34,0,,33,27,74,32,108,128,84,59,86,78,,2834,2741,3055,3203,3963,3986,5313,8394,8437,7569
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",72,844,137,0,0,0,288,1,0,0,,854,2331,1143,921,335,266,2068,762,780,849,,3840,2871,3808,3262,3071,1480,1777,2730,2319,7309
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0
284910,"Carbides of calcium, whether or not chemically defined",5,0,0,0,0,0,0,0,0,0,,1180,1009,1158,823,882,323,530,921,372,566,,43417,42427,51238,45454,35659,36298,32981,25291,16727,24681
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,5388,6294,25761,1496,0,0,,126,8,40,4,6710,21455,36386,14507,3326,15034,,12487,36525,24861,16531,20888,33664,80481,10254,3120,79
283524,Phosphates of potassium,0,0,0,0,0,0,1,1,36,0,,2411,2267,1293,1146,571,696,1494,633,534,962,,1369,1069,2282,2372,2552,2037,1840,2843,2829,3796
283640,Potassium carbonates,26,0,0,0,0,0,0,0,0,0,,319,259,414,424,843,546,515,451,638,350,,23062,29712,26157,20287,17992,21282,24540,27325,27740,31048
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,0,0,0,178,0,0,1,1,0,0,,8063,7940,6242,4445,406,196,360,198,1333,98
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,313,209,1250,1362,1010,27,39,90,0,0,,25,11,16,22,1,0,198,53,37,27
283321,Sulphate of magnesium,0,0,0,0,0,1,0,0,0,0,,546,583,38,51,73,33,22,33,158,318,,157,315,177,117,276,680,1456,1285,733,732
290244,Mixed xylene isomers,0,3211,3492,0,7,0,0,0,0,0,,40407,87531,95214,40592,13221,2850,3773,2948,2142,2480,,402,5739,3571,131,173,179,2252,169,385,126
290260,Ethylbenzene,0,15,0,0,23,41,32,0,6,0,,14,36,12,1,46,61,33,2,5,0,,238,443,294,172,325,557,1018,713,454,1759
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",5,0,0,0,0,0,0,0,2094,0,,0,0,0,0,0,0,0,28,0,0,,108454,137454,214005,155114,129322,163665,176199,261410,204355,422133
290359,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-hexachlorocyclohexane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,406,0,0,0,0,0,0,0,0,0
290361,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,610,0,0,0,0,0,0,0,0,0
290375,Dichloropentafluoropropanes,0,0,1,3,0,0,0,0,0,0,,104,118,125,158,176,0,0,0,0,0,,0,0,139,119,43,79,71,70,108,0
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,4,2,8,0
290432,Ammonium perfluorooctane sulphonate,0,0,0,0,0,0,34,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,34,0,0,0
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,24,224,527,237,244
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",14,25,0,0,0,0,0,0,0,0,,1324,1606,912,585,1431,2266,1685,1070,791,985,,223,466,83,138,421,81,57,234,228,481
281216,Sulphur dichloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,99,44,0,0
281310,Carbon disulphide,67,0,0,0,0,0,0,0,0,0,,4,32,8,29,2,49,806,1876,1133,763,,23690,20141,4738,1591,969,2063,786,2,35,327
281511,"Sodium hydroxide """"caustic soda"""" solid""""",3,3,12,1,0,0,0,3,18,0,,647,640,536,1305,581,623,801,700,1003,832,,14741,9041,23379,14627,7396,6150,23035,9621,2017,7350
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,0,2,1,0,0,0,0,0,,1079,1387,491,925,493,168,364,225,142,210,,317,976,1330,5589,1081,2721,13671,10863,3372,5835
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,41,15,1016,0,1,5,23,2,0,7,,104,177,107,117,138,148,682,360,511,2077
251310,Pumice stone,0,0,0,1,0,0,0,3,4,0,,334,1570,148,94,215,97,146,35,35,23,,497,510,528,706,602,915,798,565,394,298
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,48,,157,1096,5232,5799,7252,8129,8824,8298,5572,7868
271312,"Petroleum coke, calcined",0,0,0,0,0,0,14,2197,0,0,,140,751,1148,421,1095,395,457,214,100,236,,82520,145417,277046,112273,184351,283158,514293,584365,156708,347710
280130,Fluorine; bromine,2,7,8,0,0,0,0,0,0,0,,13,8,8,14,261,205,368,255,486,2141,,24138,15006,13459,7572,9842,14304,16167,22252,39350,49063
280511,Sodium,28,0,0,0,0,0,365,1037,545,0,,185,242,262,170,78,136,78,29,25,59,,13408,14410,15944,15085,14289,22018,24140,23978,25629,24606
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",5,0,0,0,0,5,0,0,0,0,,86,8,16,22,1568,1907,901,523,1168,259,,6801,16520,2354,10608,29271,9167,24973,19025,48804,28563
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,0,0,0,0,0,0,0,0,,1728,1732,2073,1388,6987,9700,5911,5620,31292,11653,,34,62,146,116,32,1,30,49,76,64
200892,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,55,0,0,0,0,0,0,0,0,0
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",85,79,79,75,35,0,0,0,0,0,,383,679,1765,873,1302,320,469,1200,602,470,,8466,7610,5151,7966,8117,7878,9741,6886,5134,10020
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,323,217,75,59,61,39,26,28,13,12,,435,198,536,526,492,182,22,14,0,0
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,74,153,120,110,49,48,45,20,54,22,,173,155,207,157,207,48,209,72,11,221
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,184,205,141,166,332,152,214,264,365,546,,11,224,18,25,49,139,271,282,19,98
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",230,31,0,0,1,0,0,0,0,0,,6353,10092,7170,5827,4699,3546,2018,988,1143,1272,,8501,7812,2053,672,2523,846,515,459,437,936
252910,Feldspar,0,0,0,0,0,0,0,0,7,0,,409,53,101,54,84,62,54,22,70,53,,3897,3760,4070,3029,2129,2243,1725,1327,1296,767
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12,16,2,3,0,0,0,6,6162,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12895,613,4218,1811,554,0,3,63,123,73
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,100,0,64,907,118,62,137,52,371,80,,4499,567,221466,146109,229832,196314,1,2,310,26878
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,818,0,0,0,0,0,0,0,,0,0,0,13,0,0,0,0,275,2170
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,101,44,206,65,50,9,97,98,45,137
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,5,0,0,0,0,0,0,0,0,,138,1570,3991,2383,330,42,35,7,48220,309,,0,66,240,128,337,3933,12699,522,218,268
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,0,6,1,0,0,0,0,0,0,,2358,2105,2817,1950,610,423,1397,583,5182,1817,,366,99,74,56,51,193,211,201,96,315
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,1275,544,269,163,109,130,560,137,53,254
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,257,59,44,221,150,1,0,32,0,0,,1226,1223,1736,1510,533,819,1091,342,510,849
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",1,0,0,0,0,0,3,0,0,0,,76,37,33,77,374,29,39,17,45,421,,1329,1201,542,393,151,2479,3213,2538,1361,2823
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,0,99,11,13,114,125,224,43,135
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,19,101,9,0,1,2,23,3,0,118
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,32,12,11,5,1,1454,1091,0,0
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",37,0,0,0,0,0,0,0,0,0,,59,70,112,112,141,140,24,2,4,8,,147,1802,442,124,811,872,1156,1418,915,2138
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",2,0,0,0,0,0,0,0,0,0,,24,88,946,70,56,4,1,13,30,30,,80,36,128,68,144,448,122,571,219,572
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",0,0,0,0,0,0,0,0,0,0,,24,21,29,17,9,10,3,12,8,219,,0,586,4592,1382,1737,637,1,136,35,3
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,654,318,434,304,595,321,137,105,84,109,,188,468,492,85,21,114,72,74,50,14
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",0,0,20,0,0,3,0,0,0,0,,3242,2649,646,286,268,110,151,112,44,58,,426,324,454,983,948,480,264,550,54,136
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",4,0,0,0,0,0,0,0,0,0,,4799,3357,2458,1520,1207,356,301,106,414,95,,2098,1628,1346,1406,1518,2209,1723,870,622,1023
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",2,0,0,0,0,0,0,0,0,0,,166,26,485,82,130,13,30,56,25,9,,163,153,37,119,118,124,441,384,205,388
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",10,0,0,10,8,1,2,0,5,0,,5252,7164,7150,4195,4010,2404,2142,2212,1471,1201,,12124,13775,13981,20682,15067,18135,18989,21454,10165,15129
600121,"Looped pile fabrics of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,1425,2679,2472,8567,6896,238,319,300,1420,16845,,83,126,72,45,130,73,145,115,150,236
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,0,0,0,0,0,0,0,,1,12,80,24,35,56,57,1,2459,2606,,51,37,116,5,44,109,102,33,33,32
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,1,1,0,0,3,0,4,1,0,0,,865,753,726,1261,1323,504,455,370,208,224,,1123,878,981,970,1297,1388,2931,2590,1737,2719
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,208,98,64,225,57,80,518,281,754,687,,263,557,848,913,1031,1229,767,499,354,209
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,862,1988,5641,8543,5237,5694,6802,4356,2927,3363,,572,1135,1307,2795,2869,2509,4096,4872,3856,8734
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,0,0,23,0,0,0,2,0,0,,7721,5954,7554,6424,2434,2163,2388,4332,2081,1287,,3333,5340,5642,7593,6997,10145,15269,17319,12152,11075
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",0,2,14,0,0,1,7,1,0,0,,35887,70937,46882,24509,51188,61008,44265,25527,22880,33716,,188,448,627,361,566,693,1066,1422,475,553
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",1,0,1,0,0,0,0,0,0,0,,95,122,155,139,401,237,147,263,66,70,,19,10,50,15,104,10,195,313,165,84
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,22,100,22,57,51,194,201,50,30,364,,40,16,16,56,68,161,180,810,193,545
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",1,0,0,0,0,0,1,0,0,0,,5074,1549,740,732,621,518,444,1061,665,507,,207,558,756,1622,1714,1832,3470,3684,2115,3981
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,154,22,437,51,0,30,12,123,80,185
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,31,242,0,11,4,28,2,2,0,21,,1251,763,2083,657,849,1032,2197,2647,466,5339
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,7,0,0,0,,2175,179,171,81,172,113,445,422,193,183,,19,27,14,42,57,39,93,59,50,48
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,4,0,0,,164,684,238,741,249,1009,1003,1300,989,432,,15,17,83,95,86,59,27,89,1,15
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,96,2,108,160,59,1,8,1,7,14,,11,14,32,62,13,12,43,41,37,64
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",0,0,0,3,0,0,0,0,0,0,,271,92,66,289,156,274,127,364,494,275,,141,273,456,503,1043,856,334,332,134,343
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,0,0,,9,0,1,6,3,25,12,10,7,66,,0,0,1,1,7,4,0,0,0,0
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",7,0,1,0,0,1,1,0,0,0,,281,300,170,369,54,68,244,69,76,44,,562,657,617,813,548,398,550,901,198,7053
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",5,13,0,0,0,0,0,0,0,0,,137,147,236,457,792,240,299,107,80,104,,128,152,320,192,119,127,330,248,226,411
630240,"Table linen, knitted or crocheted",3,0,0,0,0,0,0,0,0,0,,357,51,34,44,37,297,8,92,11,22,,63,159,39,266,69,131,162,35,27,103
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,248,301,231,441,127,95,94,17,30,50,,112,2,45,4,20,61,75,12,21,23
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",0,2,0,1,0,0,0,0,0,0,,676,464,658,271,577,764,435,480,124,237,,877,1309,2658,1939,2181,2332,2410,2074,3334,4109
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",0,3,0,0,0,0,0,0,0,0,,1952,1780,1775,1096,1061,1337,1137,906,952,1006,,609,366,1199,292,345,241,333,357,143,775
630622,Tents of synthetic fibres (excluding umbrella and play tents),49,229,66,15,16,0,0,0,7,0,,893,1021,2806,1658,2864,1203,1438,811,147,278,,937,1799,1056,942,1726,1303,1587,1815,1566,3004
630640,Pneumatic mattresses of textile materials,2,13,1,1,0,0,0,0,0,0,,371,404,390,147,249,387,338,112,127,63,,4,30,3,10,55,33,20,73,39,82
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",15,0,0,0,31,0,0,0,1,0,,276,168,126,329,245,230,160,410,15,59,,9291,10560,10786,11706,11727,14212,17766,15647,10692,11455
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",5,0,0,0,0,0,8,0,0,0,,39,60,30,4,14,97,5,3,26,9,,220,68,98,131,39,25,56,72,179,141
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,5,1,0,0,0,6,0,11,17,0,,667,564,358,414,255,418,335,293,239,112,,10696,5105,3772,4362,3045,3629,5295,3272,2432,2708
701333,Drinking glasses of lead crystal (excluding stemware),0,0,0,0,0,0,0,0,0,0,,508,1093,335,366,336,141,313,225,94,206,,57,81,57,104,18,34,242,31,20,32
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,0,0,0,5,0,0,13,0,,854,1066,216,115,302,422,403,786,76,22,,3050,2114,2145,2249,1348,4521,14935,10747,6951,11304
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,49,34,51,84,31,58,4,4,15,105,,122,502,486,265,335,435,383,474,316,352
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,0,0,0,0,0,,5,42,104,2,0,15,15,17,0,0,,501,482,83,106,146,33,19,106,16,35
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,1,0,0,0,0,0,0,0,,25,1,73,28,19,12,39,18,4,1,,77,28,16,2634,10533,12832,129846,107059,53209,93952
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",29,3,7,0,0,5,1,0,41,0,,292,539,653,361,346,1038,8413,4095,1397,2993,,13213,17168,16588,18721,12918,16650,23783,21001,20265,30234
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,5,1,0,0,0,0,0,0,0,,231,91,27,109,221,46,35,30,24,12,,1233,2175,1753,1836,1183,320,693,418,131,679
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",62,0,0,9,23,0,0,0,0,0,,1386,561,1026,672,755,784,0,0,0,0,,87634,50478,52258,66583,29240,5345,0,0,0,0
720211,"Ferro-manganese, containing by weight > 2% of carbon",0,0,0,0,38,0,163,1149,0,0,,1859,628,589,259,578,787,464,384,58,68,,11331,11085,15498,6318,25457,66758,80455,74411,28411,14238
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,4,8,4,3,0,0,0,0,0,,0,16,16,1,96,142,9,43,7,0,,19703,20975,25105,23238,33259,35908,44255,28358,25771,40570
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,0,0,0,0,0,0,0,186,0,,,,,,,,,,,,,26926,26315,44386,89649,61838,53617,41405,27825,36843,56168
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",7861,7839,9573,10098,9520,1268,0,0,0,0,,1437,5143,6790,668,463,779,309,346,755,1491,,26369,18569,31445,26927,14922,4207,1987,7533,1403,3498
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",45,11,0,0,0,0,0,0,0,0,,874,1628,2268,766,881,273,859,276,185,108,,23447,20708,23301,30442,29193,37419,43146,25676,14995,41471
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,26,0,0,0,0,43,43,0,0,,4919,6725,6872,8389,11186,7907,9815,12965,11082,16183,,15213,9749,10013,9873,8503,12270,11228,12282,15737,10658
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,52,80,0,0,0,3,96,98,0,,898,966,816,668,2892,2291,3679,492,3174,3375,,12950,10102,12802,12039,9064,9563,10132,11711,6577,8744
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,0,,1018,598,1172,64,142,143,1,0,130,16,,4820,4049,2103,272816,138854,14851,10729,9651,2211,9910
711011,"Platinum, unwrought or in powder form",0,0,91,0,0,4789,0,135,0,0,,36803,74629,134093,76998,39594,23996,26542,137616,174350,174359,,114118,112766,110002,102828,93933,148981,92602,57062,94181,107924
711039,Rhodium in semi-manufactured forms,8,0,22,47,0,994,1,0,0,0,,76,635,507,372,2012,346,2604,693,15614,37340,,518,1166,3618,3189,706,2123,6860,6754,44747,47386
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,604481,455610,478895,234169,659949,411694,433464,1217353,820967,422442,,64,1,0,0,0,0,8,0,0,0
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",78,23,13,2,6,0,0,16,0,0,,2614,3054,2511,1628,1286,1544,1004,1176,945,777,,13417,16341,18323,13782,8748,9156,12899,14071,10563,24359
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,0,0,0,151,0,0,,514,73,72,56,68,60,138,78,212,51,,2556,1184,930,1449,294,907,967,235,239,283
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,0,0,0,11,0,211,781,0,0,,4519,4131,3854,1825,1951,2910,3760,4448,2418,952,,3694,3334,4071,4222,4030,3543,4613,4928,3222,12201
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",9,0,0,0,0,81,0,0,176,0,,22103,20625,14857,11186,13612,15525,11163,6890,7683,3635,,11220,4449,6129,10647,5281,7790,14665,25084,17713,17760
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,1,0,0,4,0,,4317,452,463,1133,2548,1082,440,1281,2032,4075,,7460,4424,2842,1097,550,602,391,606,213,1313
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",77,0,15,9,0,0,95,109,0,0,,4357,3605,3287,3588,2217,6211,3602,3690,3015,3591,,12905,7947,17168,24761,25576,14375,3396,5008,6445,14637
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",290,146,561,23,6,0,0,0,157,0,,8127,12847,6068,3404,2449,331,748,1637,4040,5889,,19134,5642,3273,2865,1983,2000,2132,1563,17067,2479
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",2,106,132,2,3,0,0,1,9,0,,1372,2208,985,579,423,979,861,1494,875,1577,,4013,1717,1990,2526,3539,2479,2655,2808,1018,4276
790310,Zinc dust,0,0,0,0,52,0,0,0,47,0,,5612,4815,5528,3650,2564,1985,532,135,320,472,,3325,3644,5701,5983,5361,4950,5544,5624,4336,5015
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",1,0,0,2,44,19,0,0,0,0,,157,4208,599,175,97,308,986,5981,6383,776,,15756,12622,16694,15887,13482,14442,24319,22437,13696,19235
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",274,233,0,0,43,0,46,359,0,0,,2910,6156,11138,6809,4438,3502,463,445,891,535,,55616,137016,52620,54339,37411,40167,45090,48837,27801,22558
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",104,98,140,87,0,0,0,59,17,0,,283,738,589,274,1730,6599,3196,459,307,648,,8662,6438,7439,6545,3535,4528,3734,3426,1966,3706
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",0,2,3,0,0,0,1,0,5,0,,675,864,490,429,455,657,440,455,294,439,,1982,1612,2387,2568,5459,7280,8912,7208,5811,9032
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,0,0,0,,3023,1068,673,353,372,620,109,51,88,315,,1129,501,450,330,344,644,450,310,340,426
