Product code,Product label,"Korea, Republic of's imports from Singapore-Value in 2012","Korea, Republic of's imports from Singapore-Value in 2013","Korea, Republic of's imports from Singapore-Value in 2014","Korea, Republic of's imports from Singapore-Value in 2015","Korea, Republic of's imports from Singapore-Value in 2016","Korea, Republic of's imports from Singapore-Value in 2017","Korea, Republic of's imports from Singapore-Value in 2018","Korea, Republic of's imports from Singapore-Value in 2019","Korea, Republic of's imports from Singapore-Value in 2020","Korea, Republic of's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
30782,"Live, fresh or chilled, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,426,29,28,24,,0,0,0,0,0,6,10,33,212,714
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,716,1208,983,437,,0,0,0,0,0,21065,16772,18152,14973,34437
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2955,4101,889,470,,0,0,0,0,0,2744,1673,640,110,431
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,2585,2051,3166,2510,1479,852,752,834,1188,1523,,706,615,260,775,800,2503,3099,7424,7962,16431
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,425,1223,1191,955,728,1374,606,285,720,740,,32936,29515,27144,21748,50921,64631,86325,87454,90142,107617
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,0,0,0,0,0,0,,27861,38606,30273,26068,12202,28272,6171,7611,11235,16745,,61185,76431,91074,55054,42713,53138,49340,55960,49117,42307
10190,Live mules and hinnies,0,0,0,0,0,0,0,0,0,0,,54,0,0,0,4,0,0,0,0,0,,221,0,0,0,0,0,0,0,1,0
10392,"Live swine, weighing >= 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,946,0,180,106,107,170,335,153,48,252
10611,Live primates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10848,20393,,1529,1223,2007,2246,1850,2366,4544,3753,3800,4394
10649,Live insects (excluding bees),0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,,240,209,34,45,544,963,1060,1194,1013,1169
20311,Fresh or chilled carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,3,2,0,0,6,0,,0,0,0,0,0,39,26,3,0,0
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,29,325,1046,270,,4033,4396,7648,8063,9421,12501,10327,9381,9669,18022
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,28,19,0,0,0,0,0,0
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",0,0,0,0,0,0,0,0,0,0,,22,621,8,12,5,96,14,18,6,18,,518,970,699,300,506,459,412,632,751,1050
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,282,296,465,373,202,249,432,114,212,212,,35,291,587,781,1016,1533,2061,2977,4954,6259
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,44,60,101,105,78,33,0,0,0,0
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1230,1565,1469,1284,1478,764,648,376,284,2648,,1,0,0,2,64,0,0,0,0,0
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,4,0,0,7,3,2,0,0,15,0,,1344,1441,1693,1733,2496,2318,3389,3480,2685,4150
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,,72,47,28,25,2,136,102,11,0,0
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,97,121,81,342,267,246,0,0,,0,0,0,0,0,0,0,0,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,44,23,20,10,82,3,25,43,30,9,,394,66,184,174,578,1793,2257,910,771,1964
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,1834,2195,1550,736,505,751,454,853,493,824,,61248,35605,70918,91422,72688,74031,71442,81212,85535,103808
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,61,56,33,18,9,38,0,0,7,11,,11350,6294,6830,6565,7388,7949,9372,8730,6370,7567
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2014,2033,2663,14978,44705,48449,60784,18528,8698,7737,,5414,3512,5419,10475,13739,7228,5876,4941,6573,7456
30447,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,50,154,0,0,0,0,0,0,0
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,8,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,35,8,0,24,29,11,11,20,60,66,,35,3,54,0,0,42,64,942,686,810
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",0,0,0,0,0,0,0,0,0,0,,110,29,15,53,35,23,8,35,32,48,,610,956,1282,1456,2352,2290,1759,2215,1551,1602
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",3,1,0,0,0,0,0,0,0,0,,4561,5557,5463,6590,4860,4278,4458,3197,3596,6499,,960,808,946,970,762,1215,2097,542,372,506
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",0,0,0,0,0,0,0,0,0,0,,866,711,228,125,109,103,76,73,74,66,,4090,5126,6129,5600,7336,5173,5260,3744,3265,1831
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,0,0,0,0,0,0,,472,66,353,45,58,28,36,51,135,306,,100,73,63,26,57,53,38,41,43,12
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",0,0,0,0,0,0,0,0,0,0,,287,228,151,107,45,71,172,186,162,862,,10702,6583,8790,6410,4211,5005,5345,4670,4584,4524
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,39,155,53,63,,0,0,0,0,0,134561,120674,82474,85458,103893
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",0,0,0,0,0,0,0,0,0,0,,5,1,0,0,0,0,46,10,15,1,,41,1,54,58,68,1,3,4,1,1
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,0,0,0,0,0,0,0,,88,111,37,16,40,13,54,4,33,33,,883,868,771,2045,933,1121,312,442,659,493
701940,Woven fabrics of glass fibres made from rovings,13,33,66,29,26,35,1,0,4,0,,783,1413,1671,4816,2946,2616,1900,2055,1203,1377,,1420,1287,2210,2532,4005,5353,4730,8088,8711,10104
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,22,0,17,142,6,0,0,0,0,0,,551,424,92,116,160,60,110,113,106,53
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,0,0,0,0,0,0,0,,515,1026,1603,1519,1148,554,589,800,141,4,,9,14,5,59,12,65,5,53,12,8
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",0,0,0,0,0,0,0,0,0,0,,3229,14534,5472,4610,2419,416,316,327,293,430,,3254,4331,4572,4153,3685,1966,1866,1469,1148,1693
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,0,0,,1659,923,195,12,398,130,223,102,25,4,,658,366,437,262,174,138,69,96,185,124
710820,Monetary gold,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,32,29,33,80,93,29,12,2
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,15,0,19380,0,1,228,0,2,1418,9175,,0,16,88,87,0,25,725,14,43,148
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",39,7,55,0,0,0,0,3,0,0,,7677,4786,4171,952,640,1856,1243,3061,2729,2991,,144011,154038,168924,128140,118328,130121,109488,103130,118211,75646
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",32,20,121,0,0,0,0,0,0,0,,19379,23876,15337,10553,10308,6286,6750,6581,3509,11421,,160906,248801,337566,256447,245454,328398,364580,389896,394296,349993
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",112,174,163,0,2,0,12,0,0,0,,18973,22217,24156,26319,14790,13719,16877,16797,15988,20927,,20836,23675,17801,19013,20291,17410,16074,16545,12997,15616
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",1515,948,529,155,125,177,0,0,0,0,,11232,18529,28885,28340,23299,19701,12528,9004,9177,8762,,39449,43412,41572,48831,45825,41757,37571,21462,27630,45775
711610,"Articles of natural or cultured pearls, n.e.s.",5,0,3,0,0,0,0,0,0,0,,3812,1471,1165,1522,2601,308,409,204,26,122,,1549,1420,1733,2375,2605,1100,850,1416,762,1712
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,0,0,0,10,0,0,0,,9,69,61,2,20,0,16,15,26,13,,384095,411945,364308,126347,85687,84420,67902,69490,56933,89618
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",0,62,0,34,7,0,0,0,0,0,,80526,105250,53006,29728,15827,10349,7198,9111,4746,4485,,32604,21184,19064,14425,12020,11434,10762,14916,5742,12576
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,48,0,0,0,0,0,0,0,0,0,,7297,5260,9216,5892,3448,5246,4314,2574,1585,1689,,2164,9048,5573,258,175,0,2626,992,6854,741
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",1,0,0,0,2,0,9,0,0,0,,41488,30415,42565,14512,16545,12650,11371,7459,11230,6470,,129024,130190,164823,145777,74316,21848,10169,16265,2630,9439
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,4072,6757,7697,6853,4897,8254,7718,6405,5575,9739,,334289,296644,275963,190816,173186,195594,163465,167522,72128,164436
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,648,0,0,0,0,0,0,,54506,41525,9409,9962,11798,11605,15853,16281,15707,26533,,800145,732810,775798,486157,615334,780566,627568,650894,426577,1021466
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1455,4550,6741,5855,1981,1905,2342,3945,2530,3539,,2875,1280,4021,2485,1608,1656,507,205,235,748
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,5,0,0,,9884,9732,9054,3349,2799,2562,2505,1808,2090,4559,,2123,2840,3513,2468,1873,2310,1671,2712,1886,3030
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,2,0,0,4,0,0,0,0,,1384,2441,2972,7218,6094,7596,5739,6180,5722,5160,,937,14674,34938,32850,32759,37021,11902,7298,5749,25738
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,441,314,177,206,257,580,455,140,501,269,,23843,21408,24695,30117,38589,10725,7594,8000,10709,11445
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,357,651,300,1023,218,1063,892,308,608,456,,27109,24657,27676,19360,20412,24836,29788,27492,24461,40478
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,0,0,0,9,0,0,0,0,0,,9203,5509,25478,29489,35196,7464,17006,6153,45732,49036,,582824,450045,388282,269881,247931,288036,272719,242097,155267,425696
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,2,0,0,3,0,4,1,0,0,,438,1338,3460,3039,3583,3158,2005,4601,9447,12501,,56088,69116,82646,100826,135944,155737,159088,171809,134884,138579
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",9,0,4,1,5,1,1,0,2,0,,2123,1912,1350,1016,1816,1954,2289,4757,3971,7659,,26649,27867,28765,24426,25314,25125,26685,28103,29084,33689
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,458,544,1847,690,443,737,1277,3401,315,163,,4035,3701,4481,4536,4396,4350,6345,4316,4123,5872
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",0,0,0,0,0,0,0,0,0,0,,284,759,319,185,1869,366,217,319,503,898,,64,82,467,447,66,34,180,244,44,32
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,621,1394,1633,2373,2503,4003,7168,4067,2610,2762,,7797,11966,12409,14661,16800,20198,20865,21161,10901,6386
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",0,1,0,0,0,0,0,0,1,0,,3568,6429,6065,4929,5318,5691,6694,3220,4459,4898,,53638,89572,133897,160703,152220,125914,129750,162074,183015,200612
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",0,0,2,7,0,0,1,2,0,0,,3348,3089,4227,3294,3777,3912,2657,2247,1213,2447,,13238,11032,12552,9523,9422,9986,9592,7317,6178,8188
620620,"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excluding ...",0,0,0,0,0,0,0,0,0,0,,32,56,58,326,138,2773,539,374,170,177,,1025,1648,1759,1626,2246,1833,1624,1480,1629,1760
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,0,0,0,0,0,,149,211,110,230,118,132,48,37,118,94,,168,175,640,611,444,737,835,1163,587,1470
640620,"Outer soles and heels, of rubber or plastics",0,0,0,0,0,2,0,0,1,0,,5115,1036,12480,726,1410,1390,1962,1074,1124,1001,,16161,27038,29937,30469,30969,31430,36027,30622,22482,32766
650699,"Headgear, whether or not lined or trimmed, n.e.s.",0,0,4,24,4,7,1,1,1,0,,1533,1728,2202,1190,1672,1552,5172,4510,6939,7068,,6435,8129,9471,9416,9232,10318,8195,7183,8640,9017
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",0,1,1,7,1,0,0,5,0,0,,433,309,367,662,481,564,912,840,918,1091,,4998,6404,9237,8858,8567,14125,15181,16280,17185,22049
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",0,0,0,0,0,0,0,0,0,0,,76,166,76,70,107,53,17,14,39,14,,440,291,564,305,471,331,375,459,486,577
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,8,4,1,0,0,6,0,0,,208,320,294,294,414,846,268,285,325,104,,7722,8910,8059,8949,10844,13085,17049,15831,15778,17670
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,3,0,0,0,0,0,,571,412,473,155,483,1129,449,178,82,93,,1185,2066,2140,1097,688,454,544,1813,961,843
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",1,0,0,2,0,0,5,0,0,0,,12124,12218,14111,7282,3941,3859,3862,3170,3761,3795,,40330,29491,27026,26504,27308,26523,26333,27585,22018,29076
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,0,0,0,0,0,0,0,,89,287,765,1715,1299,2188,956,413,264,89,,1050,2174,1358,1818,13193,8617,4947,3992,3989,3389
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",0,3,6,3,0,0,1,25,9,0,,1689,2724,2247,2070,2045,1942,2881,2699,1608,1286,,25758,27042,25960,26590,24441,23228,27575,23477,21803,25534
630221,Printed bedlinen of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,1095,1903,1222,1142,1008,1035,1198,1145,617,1098,,6372,6718,7857,10055,8609,7419,7704,6761,6164,6261
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",0,0,0,3,0,0,0,0,0,0,,1700,2223,3525,1657,1042,1234,687,616,306,457,,907,905,1223,1585,1084,1357,1531,1521,1614,1370
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",0,0,1,0,0,0,0,0,4,0,,2656,1316,2189,1701,3252,1912,1526,2637,1085,1704,,11020,10533,12465,14475,11374,9490,12360,9025,5329,6183
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",1,0,0,0,1,0,0,0,0,0,,146,162,216,758,1839,2485,3671,2888,2155,52,,2833,5216,5702,5553,4679,7268,7356,7025,11603,17227
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",0,0,0,0,0,0,0,0,0,0,,224,228,2064,635,123,57,104,97,329,566,,6595,11945,27504,21519,19094,10793,13088,9425,48594,13104
560410,Textile-covered rubber thread and cord,0,0,0,0,0,0,0,0,0,0,,71,52,148,160,115,239,53,48,42,188,,6928,5307,5278,4955,5361,4859,4567,4575,6006,4348
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",0,0,0,0,0,0,0,2,0,0,,459,213,309,439,395,385,624,1080,1077,814,,6088,5162,5233,5138,6436,5462,3944,4950,3477,5331
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ...",0,0,0,0,0,0,0,0,0,0,,4910,6692,4357,3321,3030,2158,528,511,205,84,,1203,1121,1572,1028,626,1234,1330,1662,1022,1027
560790,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...",1,5,2,1,1,4,18,10,0,0,,4905,5719,5284,7650,5002,4240,5787,4809,6119,4135,,4380,7663,6587,5614,4728,5749,7587,9257,11257,10097
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",0,4,0,4,0,21,0,0,0,0,,899,617,498,925,589,612,1100,377,1457,341,,8495,9458,13977,15211,10784,11523,15421,14308,18553,20023
570239,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,426,285,333,51,182,165,76,189,84,95,,139,196,183,161,163,44,40,260,206,171
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,271,1446,1064,58,17,14,292,54,376,107,,3467,2245,2357,963,2352,3317,2953,1804,2904,1555
580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",0,0,0,0,0,0,0,0,0,0,,53,2,576,0,42,12,18,15,33,11,,744,858,1197,966,1216,450,548,645,621,385
580127,"Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,4,0,0,0,0,0,0,0,,114,0,6,80,12,30,60,28,16,31,,170,114,125,66,148,203,87,382,107,197
580131,"Uncut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,0,0,0,0,0,0,0,,15,0,6,0,0,2,0,0,1,0,,134,3,158,44,7,622,411,538,832,666
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,3,0,0,0,0,0,0,0,,88,343,120,71,71,125,602,556,205,157,,151,121,221,555,638,853,577,634,1143,1843
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",0,2,1,0,0,0,0,0,0,0,,607,689,442,111,274,155,99,478,726,426,,1193,1516,2012,2483,1581,1403,1690,1519,1295,1390
581010,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...",0,0,0,0,0,0,1,0,0,0,,2839,416,1777,962,773,1045,1276,667,195,461,,942,772,1139,1095,1211,1304,1489,1692,1266,1382
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",0,0,0,0,0,0,0,0,0,0,,803,1253,1360,1193,928,735,14,17,68,179,,814,583,509,718,642,519,223,155,245,282
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",0,0,0,0,0,0,0,0,0,0,,153,73,207,80,14,28,655,32,18,216,,268,563,537,369,415,439,398,295,338,506
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",0,0,0,0,0,0,0,0,0,0,,957,496,189,406,1541,660,205,454,640,156,,2995,3772,4673,3258,4082,2405,3622,4370,3596,4779
482020,Exercise books of paper or paperboard,3,0,1,2,0,0,0,4,0,0,,5215,5741,6360,4316,1608,1130,1696,916,593,374,,91,192,277,236,181,249,373,281,593,568
482050,"Albums for samples or collections, of paper or paperboard",2,0,0,0,0,0,0,0,0,0,,442,569,206,83,130,33,92,277,167,278,,884,980,485,540,381,688,672,849,940,908
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",0,0,0,449,0,0,0,0,0,0,,546,404,420,315,260,369,547,949,79,159,,50586,44993,40898,37517,42076,35659,48243,30973,16055,23019
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",10,1,1,1,3,6,18,14,0,0,,47596,57074,46477,33397,39080,29840,18098,15666,14919,20505,,35388,33182,36609,39469,42245,45137,46727,44049,49853,61951
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",14,5,9,26,38,0,0,0,0,0,,109,1415,848,2202,1218,540,0,0,0,0,,6876,10286,16592,20344,17985,0,0,0,0,0
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,15,0,6,0,0,0,0,0,0,,,,,,,,,,,,,72,138,83,113,120,147,323,468,152,94
600590,"Warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width of > 30 cm ...""",0,0,0,0,0,0,0,0,0,0,,7,97,5,1052,101,9,63,9,49,103,,4749,6279,3707,1938,4077,12102,8011,3583,793,904
600641,"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of ...""",0,0,0,0,0,0,0,0,0,0,,142,34,0,0,0,0,0,0,0,0,,377,188,118,64,144,87,331,278,72,84
610290,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,4,0,0,,2505,611,1561,1583,2305,406,1707,598,636,677,,575,1495,1432,1615,1016,717,1135,1799,793,1521
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,2,0,,646,614,879,567,504,742,602,379,646,690,,5100,6336,8878,10214,10471,10814,12941,12222,9837,9690
610459,"Women's or girls' skirts and divided skirts of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,3,0,0,,517,542,1649,1815,1318,925,1089,875,819,945,,1058,1854,2398,2150,2159,2396,2690,3749,4111,3910
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,366,1257,554,450,726,1201,1329,1435,439,862,,14,25,104,47,257,131,163,771,865,118
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,4,1,1,0,1,0,0,0,0,,1340,1892,3163,2339,4188,1641,950,864,1150,943,,10136,8474,11226,12466,12599,16177,17131,17692,17296,24767
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,5,248,48,5,23,4,35,91,228,77,,159,247,233,178,239,374,820,1488,953,569
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,1,0,0,0,0,0,,1201,1950,2930,2499,1758,2045,1630,610,606,153,,470,540,1084,1553,2139,1916,1397,785,642,587
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,2,19,0,1,0,32,11,19,31,,370,257,196,3795,3177,3831,2226,1931,1031,1046
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,0,2,0,0,0,0,0,0,0,,17,117,166,3,11,40,1,5,32,0,,1069,1069,924,763,1057,1661,2617,1493,3872,3108
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,50,76,14,4,2,1,0,0,0,0,,1744,1054,1351,1192,702,1285,886,661,760,592
