Product code,Product label,"Taipei, Chinese's imports from Viet Nam-Value in 2012","Taipei, Chinese's imports from Viet Nam-Value in 2013","Taipei, Chinese's imports from Viet Nam-Value in 2014","Taipei, Chinese's imports from Viet Nam-Value in 2015","Taipei, Chinese's imports from Viet Nam-Value in 2016","Taipei, Chinese's imports from Viet Nam-Value in 2017","Taipei, Chinese's imports from Viet Nam-Value in 2018","Taipei, Chinese's imports from Viet Nam-Value in 2019","Taipei, Chinese's imports from Viet Nam-Value in 2020","Taipei, Chinese's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",2,0,14,2,29,10,0,0,2,0,,5,24,4,17,101,60,250,173,16,259,,2295,2267,1759,1054,985,995,679,409,295,207
720270,Ferro-molybdenum,1742,631,894,78,100,0,0,0,0,0,,60,0,976,11,0,0,0,0,0,63,,45794,43030,54621,38821,38952,50390,69147,59899,45416,80926
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),1,3,2,0,0,1,1,3,3,0,,331,445,256,129,169,127,142,95,406,874,,6128,5721,7638,7056,5787,5848,8183,7751,8312,7195
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",0,0,0,0,0,0,0,19,0,0,,564,314,170,120,212,60,1140,121,153,197,,3740,1919,649,1087,5708,1398,917,937,1569,4558
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",0,0,0,0,0,0,0,0,0,0,,675,3120,3027,1672,492,555,1035,1101,1129,5590,,59,54,20,290,388,73,154,42,47,179
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,4,0,0,33,0,0,7,0,0,,270,270,0,10,125,1,20,59,49,51,,2208,3842,2798,2228,1851,2220,2586,1187,557,1221
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",2,0,1,0,1,0,2,2,0,0,,34,24,58,6,37,153,451,186,61,1105,,1161,622,563,625,413,599,553,615,598,656
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,8,0,1,0,0,0,0,0,,0,0,4,0,0,1,18,6,90,179,,2294,1233,2479,1805,3004,1414,2749,526,255,2394
722240,"Angles, shapes and sections of stainless steel, n.e.s.",0,0,0,0,0,0,0,2,0,0,,2287,456,393,1836,983,1945,1872,1951,2304,2217,,11499,8069,5443,6493,5386,6705,9640,6151,7174,7054
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,303,0,0,0,0,,12,0,28,2453,19413,40828,44888,13614,2498,11827,,9075,6001,7596,9206,4413,4391,5099,5357,2445,4271
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,597,142,221,112,202,215,733,13274,556,2439,,4541,1955,1806,4623,3462,4775,2516,1253,2698,4972
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",0,0,0,0,0,0,0,307,0,0,,16,23,18,84,23,118,24,77,1,44,,19034,14663,12401,5588,8898,7662,12968,15151,14952,7953
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",0,0,0,0,0,0,0,0,0,0,,1808,619,77,125,92,119,94,244,345,1037,,517,6752,10300,13515,512,843,931,523,1278,12188
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,2662,1376,0,0,0,,962,175,2,769,547,33,548,2483,1426,996,,2722,2464,2181,2803,754,3747,2664,924,4350,5444
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",0,0,0,0,0,0,0,0,0,0,,457,112,117,47,2615,2098,105,59,219,34238,,251,508,1860,814,938,1097,1813,598,1382,7436
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,75317,38531,17597,7970,1,3464,29244,36585,3985,45,,13,32,66,39,4,7,11,78,49,94
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,24,11,8,,14886,15367,14843,13052,16319,21090,18694,15971,18663,22172
701931,Mats of irregularly laminated glass fibres,0,0,0,0,0,0,0,0,0,0,,0,17,65,2,0,12,13,25,0,75,,1022,1037,1845,1523,1536,1627,1676,2202,1584,1831
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,541,,645,351,354,141,248,333,378,263,77,125
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",6,31,17,0,0,0,0,0,0,0,,15079,25278,5,21,120,56,6,12,102,681,,3207,2333,3302,3458,2199,2109,3068,3707,2697,3419
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",0,0,8,0,0,0,0,0,0,0,,79135,228905,356511,324013,279942,264655,344892,364267,220918,151592,,108979,123623,129108,116083,93122,83112,78423,71728,63988,65548
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,0,0,0,0,0,0,0,0,0,,0,11,20,265,123,52,41,35,80,533,,8109,5981,4823,4984,12218,5592,4011,6686,5715,6701
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",0,0,0,0,0,0,0,0,0,0,,53,65,39,27,16,53,13,13,0,5,,2061,1650,1607,740,845,666,202,217,371,917
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",16863,1878,0,0,0,0,390,0,0,0,,57,4,718,2714,3202,927,42,62,57,149,,159564,138303,188491,126559,100925,91833,54181,51334,71126,148032
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,46,33,60,,,4939,6575,2947,1783,1915,1668,1724,823,4721,17540
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,0,0,0,0,0,0,0,0,0,,0,0,40,2,0,0,0,5,4,28,,3011,2432,1237,228,405,407,382,431,592,963
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",0,0,0,0,0,0,0,0,0,0,,54,22,2,16,44,0,6,37,47,5,,4625,5364,4884,4266,3711,2986,3900,3334,3461,4049
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,0,0,0,0,0,0,0,0,0,,15,121,12,155,78,133,47,2,43,164,,727,731,974,584,924,639,925,871,1110,1378
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,8,28,79,135,133,1324,531,5,292,21,,2464,1087,1742,1592,1381,1694,1225,1855,1451,1445
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,0,14,113,22,74,42,8,0,14,523,,460,127,119,34,42,32,47,23,17,22
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,0,0,5,2,16,0,0,2,11,3,,1281,1332,1165,1355,1067,808,413,446,300,497
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,0,0,0,5,1,0,0,0,0,35,,0,1,13,10,12,15,17,16,23,9
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,0,0,0,0,0,,201,1011,2938,562,2140,929,5584,8038,8948,13837,,31340,31277,30559,24410,21311,31236,27691,29384,19423,18537
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",0,0,0,0,0,0,0,0,0,0,,21,22,5,6,4,30,43,1,1,305,,2832,2092,1843,1614,1535,7287,5117,3393,2579,2451
630691,"Camping goods of cotton (excluding tents, awnings and sunblinds, sails, pneumatic mattresses, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,1,0,0,0,0,0,0,0,0
630699,"Camping goods of textile materials (excluding of cotton, tents, awnings and sunblinds, sails, ...",0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,101,275,0,0,0,0,0,0,0,0
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,0,0,0,0,0,1,0,0,,38,253,95,247,340,528,178,506,726,1724,,39,27,34,36,21,21,52,30,37,88
630520,"Sacks and bags, for the packing of goods, of cotton",3,2,2,2,3,5,7,3,13,0,,567,739,398,407,240,254,348,1686,431,2022,,85,73,231,225,189,181,146,175,162,263
621141,"Women's or girls' tracksuits and other garments, n.e.s. of wool or fine animal hair (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20,24,0,0,0,0,0,0,0,0
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,2,0,0,0,0,1,1,0,0,0,,227,1509,672,204,131,340,1091,1771,425,1232,,22,10,23,15,5,19,30,71,41,74
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",20,0,0,0,0,0,0,0,0,0,,11202,14984,9638,6850,9310,9042,7621,6778,3581,3267,,304,0,51,111,0,0,0,0,0,0
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,3,25,0,,0,0,0,0,0,0,189,434,508,216,,9,0,3,6,0,1,1271,3,27,6
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,1120,1277,1320,2576,1467,2103,5921,6636,4576,803,,18121,20979,15083,12349,11589,8807,10298,5987,8063,8647
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,1,9,436,270,44,22,,329,247,181,224,101,32,45,47,67,51
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,12,0,0,0,0,0,0,,0,0,0,20,32,345,731,328,2804,3278,,279,491,434,448,370,459,624,102,112,120
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,15,19,4,154,1799,902,98,439,,168,210,195,194,129,78,50,80,50,34
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,0,0,0,0,0,0,0,0,,56,32,122,44,42,5,17,11,70,1199,,2843,2493,2405,1894,1568,1796,1876,1839,1694,1520
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,1,0,90,,755,692,600,722,544,270,522,460,476,687
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,,165,184,157,171,122,64,61,29,1,9
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,157,244,414,183,392,1107,1049,1216,1298,3945,,17,33,28,368,8,170,17,17,49,57
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,,,40794,17170,17733,17621,13230,12973,19609,13696,3634,0
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,,,0,0,107,0,0,0,0,0,1,0
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,67,,11,28,561,5,7,13,15,30,75,252
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,0,8,12,217,0,81,5,,,527,529,589,736,437,467,230,250,248,236
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,150,336,113,52,43,92,53,64,,596,478,322,176,228,124,130,161,117,82
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,0,47,193,1,2,0,30,0,0,124,,0,17,0,9,5,26,4,20,11,8
520100,"Cotton, neither carded nor combed",0,0,14,0,28,0,0,0,0,0,,289,46,1717,2313,2474,1304,3142,4888,831,347,,363987,383913,326497,280388,211250,222069,253486,184926,98694,117651
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,14,0,0,20,10,10,0,0,2613,1384,,1,2,0,0,0,0,0,0,0,0
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,37,112,164,633,3,741,90,414,,153440,158350,165297,159501,139187,150348,182889,150754,114262,105154
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,24197,15685,13744,32817,,741,336,610,562,495,765,572,2749,2216,1104
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,11,0,0,0,0,,1,0,0,0,311,423,47,26,0,84,,160268,144916,140091,101475,118556,235941,193521,171880,176044,368529
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,43,44,21,77,56,349,147,60,23,281,,1297,572,2184,853,1181,955,1663,424,367,475
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,33,77,147,186,13,13,45,98,112,201,,3166,2551,2454,2141,1825,1090,1867,1430,1146,1159
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,1,0,0,,0,6,3,140,4,1376,1414,1911,3705,135,,192,343,1157,355,117,244,290,161,203,237
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",55,0,10,6,0,0,0,0,0,0,,5337,4829,4847,4883,4927,4214,5114,5027,3827,7023,,8698,7719,7207,6103,6923,7075,5278,4286,3094,3396
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,0,0,0,0,0,0,0,0,,11,16,12,17,23,29,100,83,4,77,,8393,6011,6313,6819,5561,4661,5032,4023,3212,2730
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,34,47,6,0,2,825,353,5839,2400,12733,,1700,2982,2386,2302,1952,2611,2440,2301,2535,2982
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,0,0,0,0,0,0,0,,17767,11946,3494,90,176,194,1249,1491,1543,1981,,951,912,1131,1316,899,596,786,570,542,544
480820,"Sack kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,0,60,207,179,246,251,609,641,127,8356,,0,656,4580,3498,2659,2803,2161,2341,1935,2611
400811,"Plates, sheets and strip of cellular rubber",0,4,0,39,35,14,1,0,31,0,,2281,4243,4816,3108,994,1843,4491,7129,4290,7020,,1051,1280,1529,1899,1965,2700,3203,3620,5908,7962
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,1,0,0,0,,21,1,1,3,11,167,16388,15856,14659,11083,,2503,2111,2822,2375,5030,4713,4018,2732,2878,3668
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",125,63,37,0,0,0,0,0,0,0,,28,12,11,33,12,14,195,71,170,55,,395,598,695,655,893,1644,1900,1819,1490,1882
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,5,24,28,73,30,123,42,17,0,5,,16112,14485,14857,11701,11040,12378,12831,14097,12499,14078
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,1484,1308,1805,1427,1379,1744,885,1327,1005,1485
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,4303,5450,5592,2979,3096,3203,0,0,0,,,700,437,423,420,168,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",1,0,0,0,0,0,0,0,0,0,,0,1,70,1,0,0,0,0,0,287,,1588,543,654,721,812,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",1266,631,961,910,639,0,0,0,0,0,,9622,8326,10445,13736,17269,27905,0,0,0,222,,8200,7922,7840,7354,6503,62,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,0,0,,438,65,433,4340,6439,6155,2484,3065,5533,65524,,4496,4262,4788,4600,4167,4801,5602,5486,9356,7999
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",0,0,0,0,0,12,0,0,0,0,,34,29,10,158,1,59,5,36,37,82,,347,323,1417,1094,672,551,1812,2226,1091,541
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,88,176,732,1110,988,745,1077,896,366,834,,0,8,0,0,0,0,0,0,61,297
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3,1,0,0,0,0,0,0,0,0
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",1750,2600,1440,164,636,1113,1809,74,0,0,,18618,13111,630,143,0,0,781,318,1243,6480,,11084,21786,25845,17540,12182,9909,7919,4483,3338,4341
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",105,113,489,1055,352,92,42,9,0,0,,0,87,0,0,16,1,0,0,0,3518,,22123,26451,29402,19591,15922,15225,12389,10219,8438,10932
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,1,0,0,7,0,,8,25,0,89,46,2,8,0,3,1,,10,9,17,1,6,5,9,24,24,13
441912,Chopsticks of bamboo,0,0,0,0,0,1,1,21,0,0,,0,0,0,0,0,0,6740,4153,2562,3211,,0,0,0,0,0,7491,7763,8172,8088,8385
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",3606,4836,5453,7402,192,1531,109,0,0,0,,0,0,3,0,0,0,0,0,0,,,41651,45918,35080,35793,644,10066,204,47,155,400
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,2,44,99,0,,0,0,0,0,0,0,22,619,300,6535,,0,0,0,0,0,114,271,451,705,530
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,1,0,0,0,0,0,,5,184,175,1619,656,828,611,13,10,1492,,1159,1002,1465,636,797,693,641,545,230,127
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,7,50,56,0
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,12,12,5,0,0,,0,0,0,0,0,0,5,0,0,,,0,0,0,0,0,87,73,113,214,22
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,21,16374,107067,134233,132193,124926,67589,190,22701,,76,0,6,4,7,15,0,27,2,66
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,0,0,0,0,0,0,0,0,0,,82,77,170,196,124,65,265,815,1083,3,,211817,159918,143856,127461,142249,136674,151415,182215,197861,228045
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,,58,137,2,30,0,0,6,10,1,7
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,,,1,33,22,18,15,8,42,13,41,33
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",7,6,6,1,9,0,0,0,0,0,,2,0,0,0,0,13,0,0,0,,,217686,265424,256489,256925,271870,761,0,0,0,0
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,36,0,0,0,0,0,0,0,0,0,,143,63,51,48,162,443,865,447,858,215,,9057,14228,15233,15775,12688,14130,14605,12271,9873,13369
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",2,0,0,0,0,0,0,0,0,0,,1,3,35,5,28,24,14,12,14,1423,,739,788,1024,1056,820,648,1076,921,905,919
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,32,59,24,,,0,0,0,0,0,1,0,0,0,0
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,1,1044,409,0,155,6,0,0,0,33,,938,1118,1651,1720,2247,1510,1913,1429,1474,2194
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,14,0,0,0,2,8,0,,144,283,128,92,160,155,229,1118,2084,535,,8086,10228,11340,8625,7049,6313,5551,3999,2420,3879
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,59,277,22,17,17,13,5,0,1,0
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,0,0,147,268,193,181,179,0,0,,83,61,229,874,730,230,264,324,244,197,,19289,24085,27695,25358,26968,25787,26223,25900,30388,38916
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,27,0,0,0,0,,,3969,3113,3747,4130,3207,2255,2770,1565,2290,2761
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,4,9,11,2,0,0,28,2,39,7,,38,21,40,42,3,13,30,184,80,247
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,32,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,287,121,132,29,15,37,23,0,0,148,,0,0,0,0,0,0,11,0,8,5
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,1,2,17,307,12,20,62,173,455,303,,938,1012,288,136,295,409,386,109,173,336
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,9,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,444,,,0,0,0,0,0,0,0,0,0,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,4,0,0,0,0,0,,19012,19989,19649,16902,14103,16648,16052,9883,8838,7823,,3845,4543,5999,5533,5517,8432,6436,5382,6166,9434
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,216,0,0,0,113,831,1255,3446,1785,873,,5361,4831,5143,4222,4933,6754,7867,4287,5067,8024
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",0,61,82,0,0,0,0,0,0,0,,2485,1995,1803,1757,2839,2555,2292,2201,1955,3826,,19457,13407,14543,13326,11034,11703,17797,21804,23738,38601
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",3,0,0,0,0,0,0,0,0,0,,20,416,53,252,390,1245,0,0,0,,,54201,59537,59394,47091,41125,302,0,0,0,0
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,1,4,0,0,19,0,0,0,4,54,,8468,8926,9093,8343,5981,6174,5938,5346,5648,5996
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,83,360,206,22,25,260,175,2,5,40,,745,677,538,746,550,575,677,609,501,431
280540,Mercury,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,146,,133,9,158,8,8,8,8,2,2,2
280610,"Hydrogen chloride """"hydrochloric acid""""""""",0,0,0,0,0,0,0,0,0,0,,43,28,61,155,14,32,23,34,43,25,,15078,14956,16620,13259,14040,15394,16381,13617,18242,20847
281214,Phosphorus pentachloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,1,1,0,0
281215,Sulphur monochloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,8,18,36
281910,Chromium trioxide,0,0,0,0,0,0,0,0,0,0,,0,0,4,4,0,0,0,0,0,,,9432,7765,9611,7712,6744,8475,6842,7011,5893,8620
280430,Nitrogen,0,0,0,0,0,0,0,0,0,0,,3,36,117,26,50,93,124,242,197,269,,1265,758,702,736,836,1240,1539,1373,2096,2790
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",930,233,0,0,7608,8231,0,0,0,0,,38341,10076,8133,3998,22500,42641,473,31,1209,2541,,83038,52463,44518,39783,44640,80862,107643,78246,63239,78308
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,31,0,3,0,0,0,0,71,64,3,,0,17,0,4,0,15,0,0,0,60
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,0,0,0,0,0,0,,22,9,26,390,602,1870,1448,1592,1261,1412,,468,582,506,438,737,1286,911,1198,1514,1683
