Product code,Product label,Singapore's imports from Russian Federation-Value in 2012,Singapore's imports from Russian Federation-Value in 2013,Singapore's imports from Russian Federation-Value in 2014,Singapore's imports from Russian Federation-Value in 2015,Singapore's imports from Russian Federation-Value in 2016,Singapore's imports from Russian Federation-Value in 2017,Singapore's imports from Russian Federation-Value in 2018,Singapore's imports from Russian Federation-Value in 2019,Singapore's imports from Russian Federation-Value in 2020,Singapore's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,67,102,67,74,96,90,80,103,105,86,,712,78,76,59,54,66,40,57,174,224
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1230,423,1780,2676,2167,225,58,46,57,133
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,39,41,32,39,61,67,58,62,122,83,,2168,3735,3755,3440,2212,2608,2593,1170,1630,1312
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,6,8,20,26,39,33,34,26,16,33,,195,186,176,162,156,121,102,240,227,318
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,37054,7416,24455,23135,33383,52140,87806,58350,38816,61759,,13,15,2,19,18,4,6,9,18,29
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,896693,553010,783410,888293,423284,730654,1022157,760432,897110,964468,,1011,520,845,822,305,314,152,239,553,671
100590,Maize (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,572959,589537,699509,584171,854201,883268,849216,611443,390394,688083,,11569,13694,10669,9755,9283,11857,9574,5394,2633,3226
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,3216,3256,1184,922,5282,12404,9551,7034,5029,7177,,7924,8076,7068,6650,6519,5728,5973,5622,5300,6594
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,0,,2011,3731,2616,1437,1602,2235,2117,2367,3052,3258,,1167,1387,1531,1816,2044,1618,2130,1642,1408,1530
210310,Soya sauce,0,0,0,0,0,0,0,0,0,0,,1439,1647,1338,977,733,890,1523,1683,2688,3807,,9330,10243,10374,9940,10212,10002,11316,13628,13344,15292
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,127947,145849,116644,93282,131159,134069,186151,200588,219012,240313,,6,266,914,872,322,0,0,35,0,1
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,144,1683,0,40,5,0,0,10,0,0,,3,0,0,3,4,0,0,0,0,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,39,0,0,0,0,0,0,0,0,0,,130,57,409,2500,625,66,188,12,10,1363
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,0,,279,164,120,36,43,269,352,788,414,799,,7664,8392,9229,7933,8496,9860,10080,14995,12050,12801
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,24,44,19,31,22,64,52,983,3362,7280,,270,334,318,188,14,0,0,0,58,8
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",0,0,0,0,0,0,0,0,0,0,,2348,4346,4111,5175,6996,8439,9459,12021,11791,11456,,17399,18984,15128,16156,12358,19336,27801,22718,23210,26512
250810,Bentonite,0,0,0,0,0,0,0,0,0,0,,1552,3363,3494,2356,1904,3309,3284,4012,3696,3947,,6625,8284,7598,9236,9544,9888,7811,8173,7256,11835
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,4181,8111,9056,5682,6360,7742,8820,8621,8669,8638,,453,386,327,291,281,152,121,272,95,204
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,0,,7454,5419,7960,7564,10291,9997,11392,11555,10433,11051,,5982,6192,6606,6178,5306,4415,4408,4602,3247,3937
252220,Slaked lime,0,0,0,0,0,0,0,0,0,0,,1751,1305,1249,754,742,1407,1398,2168,2029,2461,,4992,5274,6181,5289,5735,8373,11107,12928,9542,15131
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,,210,46,396,418,258,148,451,612,895,466
252310,Cement clinkers,0,0,0,0,0,0,0,0,0,0,,82298,81153,42583,13309,9051,27653,27621,313,242,64,,1587,639,835,123,130,38,76,90,21,10
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,0,0,0,0,0,0,0,,1052,1165,1082,90,43,804,746,522,225,143,,1086,1636,2647,1378,996,1662,1007,933,365,474
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,1,2,467,1164,1116,513,2056,1735,2573,1311,,53,24,0,0,0,13,0,0,0,0
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,1413285,1411904,951041,517764,365518,453268,309640,525634,764022,1507200,,321,447,51,147,110,858,800,26,9,10
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,0,,149,1613,582,27,1564,6350,13187,4842,1156,510,,0,0,2550,2145,2410,4664,3679,3700,22,14
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,4324,1674,0,,90255,62088,50201,24287,30717,19806,16997,24327,20435,25163,,41,233,317,210,5,109,676,4960,3422,773
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,0,,59,3982,18107,22496,16084,24330,4762,4,51,57,,0,4,5,0,242,0,0,0,0,0
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,0,0,0,,580023,506149,411748,348127,262101,592302,679152,651450,487977,1066614,,43,55,0,0,44,0,960,1383,656,2087
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,48,51,144,83,174,97,247,44,55,19
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,0,0,0,0,,9866,10940,10653,9429,9079,10129,9707,14331,14020,12422,,3616,4122,4238,3905,3994,4289,4271,4001,3714,4032
110819,"Starch (excluding wheat, maize, potato and manioc)",0,0,0,0,0,0,0,0,0,0,,33,23,32,7,210,209,113,212,285,470,,2325,2275,2135,1997,2075,2055,1907,2117,1727,1612
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,10526,39250,61944,16040,20970,70522,160049,154561,233478,144629,,0,0,1,0,0,0,0,0,0,0
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,0,,64,80,55,221,724,826,781,1441,2600,2084,,84,98,122,236,270,306,390,374,256,264
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4,0,,11431,14786,16170,13996,10859,11660,8064,9113,4301,5189
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",0,0,0,0,0,0,24,0,0,0,,1318,2849,2637,2545,4633,5226,7633,13128,12767,13627,,108473,154890,139765,103535,100093,90866,97765,94656,77726,83414
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,0,,35,64,226,45,0,0,297,549,23,63,,704,691,387,971,1759,2497,1985,1125,1472,1457
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,30,0,0,4,4,,0,31,0,0,0,0,0,0,0,0
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,13,0,0,1,0,0,22,108,11,,0,0,0,0,0,0,0,13,0,0
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,17,0,0,0,6,38,638,173,699,533,,548182,171524,57456,25662,43044,55280,55447,80756,11383,4347
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,213185,297903,281613,174452,163587,231561,353186,496116,534861,905798,,0,0,0,0,0,254,199,170,228,226
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,1525,1812,1860,7071,23727,4509,4873,4452,5044,5477,,11330,11523,9443,6348,5936,7113,5842,4756,3566,4389
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,6,15,51,17,51,57,43,280,205,365,,5816,7281,7714,7688,7156,7406,8788,10027,9938,12073
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,1225,1655,1713,1383,1094,1241,1320,1509,1538,1854,,195,81,93,67,48,50,62,201,222,189
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,112,160,1378,313,580,1195,10751,2637,1493,1840,,10787,5826,6889,6317,7566,5689,7584,7667,7116,9341
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,195,137,71,14,30,37,79,85,109,207,,151,108,186,305,92,186,85,215,807,529
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,0,0,3,0,0,0,,26785,23153,20008,13023,16507,16910,15134,13995,13239,12886,,17277,15794,14299,12365,10708,9822,8246,7555,6941,6506
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,785,3497,4025,998,2906,2633,1585,1882,5492,13333,,94992,100499,131804,71381,40678,58951,62551,63226,58261,58466
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,654,3003,4444,2979,848,1381,656,1762,2640,3437,,0,0,0,0,0,0,0,0,0,0
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,2107,7785,9372,7593,14385,27243,29490,31891,32310,28970,,13593,19440,25731,13033,11440,10662,13236,13816,11279,11380
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,6790,7265,8001,11287,12025,11109,10802,7064,4767,6117,,20,22,0,0,0,448,0,0,0,0
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,39,17,50,58,10,12,5,5,2,,303,338,355,321,343,316,350,361,260,317
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,100,448,422,3458,2306,4376,4909,5507,6784,8542,,29847,34384,36156,32850,30167,31737,32823,33549,35964,37267
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,3,2,,270,292,304,365,418,455,549,805,933,1181
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,109,557,807,670,514,135,200,517,160,156,,13321,13972,13731,12694,11641,11949,11772,11132,10580,12585
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,2,11,4,612,441,594,540,544,539,486,,7281,7571,7449,6982,7871,8235,9163,9902,10222,10871
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,95,153,191,153,213,318,375,534,642,851,,1105,897,1123,1049,1224,1284,1118,1461,3507,1759
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,0,0,0,0,,3515,3635,2710,3066,8206,4552,2419,2964,6488,7299,,1922,2418,2297,2338,2877,2960,3249,3785,26087,19428
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21,0,0,0,0,0,51,140,716,49
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,565,749,601,461,722,565,643,1724,1878,1568,,784,578,688,840,775,781,697,659,1542,732
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,6,2,0,26,1,0,0
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,54,199,84,294,592,773,620,502,946,517
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,0,,421,38,601,1068,124,187,362,160,360,724,,15565,17918,26007,16057,19401,19659,19386,17209,13724,17069
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,51,137,491,403,371,177,688,136,160,343,,323,415,580,834,536,667,408,394,568,520
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,15,147,329,83,167,171,131,284,56,675,,425,1161,1085,1811,341,916,761,1710,1141,690
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,156,244,976,356,300,64,100,161,51,327,,3272,5451,7167,6547,6285,6739,6263,4435,4584,6128
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,0,0,0,0,0,0,0,0,,21137,2039,8536,7652,8830,9104,9716,10551,18927,29623,,19737,17059,22100,20067,14698,10543,7125,4684,5450,4318
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,25,45,63,87,51,105,89,77,85,167,,1184,1954,2254,1825,2488,2867,2759,2648,2156,2050
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,0,1,1,3,,7718,7874,9470,9292,8966,9657,8853,8766,9108,8663
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,3,51,6,8,15,13,31,50,42,140,,1975,2165,507,841,2322,831,7288,9414,8797,10295
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,3,1,3,9,7,7,24,32,34,,293,359,348,346,424,456,499,522,537,622
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,24,0,0,0,0,0
81320,Dried prunes,0,0,0,0,0,0,0,0,0,0,,326,434,662,315,220,361,311,309,665,977,,2411,2731,2090,2263,2321,2088,1787,1856,1925,1993
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,0,0,0,0,0,0,0,0,,222,572,472,529,377,281,403,652,587,710,,6362,6044,9070,7197,6709,6108,7436,6897,6279,6710
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,16,0,0,0,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,5307,6194,6850,6738,7432,13226,13675,13269,11970,14794,,836,623,762,729,707,0,0,0,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,0,2,9,1,684,37,909,599,4,2234,,929,675,510,335,443,660,544,288,1065,191
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,1,13,0,0,0,0,0,0,0,,820,708,706,730,573,1288,740,1011,901,896
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,191,91,99,124,250,437,238,147,77,147,,13882,13315,16678,14418,14435,20927,22015,24327,28097,27868
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,577,22,92,98,100,4,0,82,216,553,,0,0,135,82,0,0,0,0,0,2
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,24,56,115,13,72,96,47,181,77,183,,1784,1801,1753,1690,1868,1977,2322,2359,2172,2373
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,4804,4863,5754,14764,27484,27898,37082,41525,34709,32922,,35223,53622,35543,34126,42394,29354,34342,33481,45131,51921
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,89,29,132,139,167,449,120,218,161,459,,238,404,1012,2001,4059,4081,4638,3782,3500,5161
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,28,5,22,5,19,18,16,4,37,44,,0,0,0,0,0,0,0,0,1,8
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,,5528,3528,2085,1304,1134,1514,1446,1418,695,833
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,10,11,0,0,0,9,1,0,0,,0,0,0,1,0,0,0,0,0,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,4,2,1,6,0,67,,97,87,188,53,49,181,266,141,201,335
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,,1071,1258,1139,1344,1499,1713,1494,1288,1237,1723
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,27,0,1,0,0,,44,26,52,18,35,22,24,52,53,27
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,106,33,23,14,,0,0,0,0,0,0,0,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,33,96,73,8,16,2,8,0,14,,0,0,0,0,0,0,0,0,0,0
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2116,1084,356,4731,223,2482,1246,2269,1610,633
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,35,3548,6150,2842,4567,3241,,0,0,0,0,0,0,1708,3545,4520,3270
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,909669,959912,883402,918000,819625,763687,741318,984980,890773,601007,,156,507,447,469,241,38,24,91,215,86
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4,27,66,41,56,162,256,359,170,289,,774,1874,762,1516,2077,2089,1076,1098,1232,1425
30390,Frozen fish livers and roes,3,0,8,11,7,13,0,0,0,0,,345044,285750,268579,248995,223942,0,0,0,0,0,,4691,4785,4404,4632,4840,6216,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,1,2,16,20,27,0,0,7,0,5,,17,1,2,1127,1867,1094,79,71,83,72
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,16,0,487,307,1347,486,769,765,474,1926,,31652,33899,36269,31658,30753,31377,40195,34537,26364,24836
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,18105,10765,6642,4077,5863,4875,1840,2249,1776,1325,,85,97,84,47,12,9,39,40,5,101
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,0,0,,48945,30593,26629,33557,38508,21101,7873,10126,9754,12484
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,4,0,0,0,0,0,0,,0,0,1,1,2,8,0,164,16,7,,2176,2512,1017,1432,1554,1584,4168,5237,3136,3868
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,28,16,14,11,13,6,5,2,2,,5098,5771,6397,6179,6731,6734,6140,5942,4173,5743
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,439,0,2,0,2,0,0,0,0,0,,3519,4619,3909,2298,2078,2073,1651,2165,2405,2285
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1183,1204,856,2466
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,30,3,0,0,,326,399,187,245,217,352,481,581,260,258
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,0,,81,1043,2420,379,189,41,96,227,204,195,,7279,240,579,2463,1869,2665,750,721,4878,6043
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,0,0,0,0,0,0,,1243,820,3078,818,1635,4934,8342,2592,3690,5678,,530,484,1653,1163,860,1192,1620,972,609,575
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,71,75,19,44,57,81,64,64,53,124,,15,338,9,288,714,356,155,151,1068,155
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,0,0,0,0,,1349,2632,6244,4558,3860,5817,8831,4324,5474,8689,,5636,5205,6703,6801,6147,6333,7561,6634,6924,13796
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,11,11,0,0,0,0,,954,3116,3407,1996,2371,2191,1813,2484,1685,1643,,115,181,84,154,152,131,84,113,95,292
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,83,151,90,0,0,162,533,157,168,359,,7555,3474,4970,3216,5114,6812,5802,4389,2837,3733
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,18,43,15,37,20,28,52,110,114,181,,0,15,0,0,0,0,0,0,1675,2471
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,,86,321,249,175,434,302,298,307,437,905
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,5,41,50,80,104,72,66,127,37,52,,5693,8009,8916,8088,9289,13050,15275,16036,16776,24747
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,536,520,435,366,457,308,292,471,169,203
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2487,3090,1796,2580,1556,1115,1034,990,1113,870
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,235,3,178,8,96,7,23,5,36,16,,2604,23963,7804,2950,1217,9505,21688,10038,3529,8811
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,5,56,1,,0,0,0,0,0,0,195,216,356,10610
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,0,,38,88,380,274,255,1023,23340,1680,14601,22223,,3340,2817,0,0,0,6268,6971,10487,24218,34027
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",0,0,0,0,0,0,0,0,0,0,,14879,15187,15053,13892,13247,14815,14853,16807,20303,19871,,11117,6838,4790,4616,6107,10390,16477,28479,28068,18189
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,0,0,0,0,0,0,,16,4,34,72,16,0,0,0,0,0,,599,189,240,144,205,269,0,0,0,0
290712,Cresols and their salts,0,0,0,42,0,0,0,0,0,0,,2044,243,0,0,3,0,0,1,0,0,,372,481,438,406,819,458,701,454,1442,1022
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,13,179,193,149,156,157,161,5,10,102,,1560,1369,1748,1827,1516,1343,1348,1877,1774,2391
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",0,0,0,0,0,0,0,0,0,0,,244,186,553,3791,1020,3759,10896,12591,5680,8793,,35631,37141,41302,28054,18579,19670,33146,32682,28557,32255
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,12,39,8,347,4,22,4,5,6,15,,1090,1250,2732,3077,1869,1697,1970,2208,2404,2689
