Product code,Product label,"Korea, Republic of's imports from Viet Nam-Value in 2012","Korea, Republic of's imports from Viet Nam-Value in 2013","Korea, Republic of's imports from Viet Nam-Value in 2014","Korea, Republic of's imports from Viet Nam-Value in 2015","Korea, Republic of's imports from Viet Nam-Value in 2016","Korea, Republic of's imports from Viet Nam-Value in 2017","Korea, Republic of's imports from Viet Nam-Value in 2018","Korea, Republic of's imports from Viet Nam-Value in 2019","Korea, Republic of's imports from Viet Nam-Value in 2020","Korea, Republic of's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,,,4546,4016,3793,3945,3626,3178,4077,4983,4529,3967
293962,"Ergotamine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,14,53,61,30,31,15,47,50,47,66
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,35,0,0,53,0,8,0,0,0,,,10704,7159,8628,6485,7436,0,0,0,0,0
294120,Streptomycins and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3501,2452,2402,2543,1612,2810,1908,2337,1883,3229
294140,Chloramphenicol and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,104,3,17,110,28,92,0,0,0,,,7776,6645,7815,10616,10043,8201,12131,11037,9284,16118
300220,Vaccines for human medicine,140,176,172,40,1,0,4,7,0,0,,345,262,5,179,158,129,95,485,357,17,,363650,377935,413145,262779,309922,329188,272978,269984,345226,2355259
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,0,1,0,0,0,0,0,,230,74,321,251,339,640,1042,1557,943,,,610,352,5,33,7943,15576,11449,9631,18564,13587
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,,,1873,1230,1208,943,687,0,0,0,0,0
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,87,0,0,0,0,7,0,0,0,,,3741,3825,7534,5093,3780,7115,4637,14058,7684,9401
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,,,10102,9548,8348,7610,8172,8182,8484,6594,4687,6808
290715,Naphthols and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2128,3144,1691,732,1072,1108,1022,1065,1759,1013
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,79,0,0,0,0,0,0,0,3,,86998,111026,165517,139640,109599,129125,160562,150112,167726,316808
290892,"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0
290911,Diethyl ether,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,,551,548,604,712,681,675,760,780,892,1215
291411,Acetone,0,0,0,0,0,0,0,0,0,0,,10,2,25,2,5,238,271,442,615,167,,14552,22703,12712,11904,5735,11559,11394,8903,6000,6605
291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",0,0,0,0,0,147,0,0,0,0,,3,3,21,0,17,61,98,46,128,,,16394,10710,8478,7644,2533,7661,6070,4991,5432,9272
291423,Ionones and methylionones,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,305,399,357,479,457,513,950,675,661,675
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,16,0,5,27,54,,,6721,6884,9137,9110,10854,10143,11246,9803,8715,12289
291440,Ketone-alcohols and ketone-aldehydes,0,0,0,0,0,0,0,0,0,0,,0,0,0,18,0,7,21,14,16,,,6115,7424,7777,7560,8181,10225,14077,10045,10015,11415
291532,Vinyl acetate,0,0,0,0,0,0,0,0,0,0,,0,0,8,0,14,0,0,0,0,,,25278,30604,62903,40289,41326,75524,80917,64589,58322,86185
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",0,0,0,0,0,3,0,0,0,0,,6,3,5,0,16,102,145,178,70,19,,86587,78938,86755,69997,63770,71983,83375,81062,74835,113613
291632,Benzoyl peroxide and benzoyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6574,6371,7380,5079,5410,5511,7738,7995,7568,7686
291714,Maleic anhydride,0,0,0,0,0,0,0,0,0,0,,1,13,0,0,0,0,0,47,0,,,1140,199,3474,2454,1245,859,2030,1682,2827,6582
291736,Terephthalic acid and its salts,0,0,0,0,0,0,0,0,0,0,,22,0,23,0,377,0,0,19,0,145,,6965,5757,9335,11098,9778,7424,8704,8109,8794,8679
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,,,2920,2235,3090,2787,3509,4034,5808,4484,4848,5265
291891,"2,4,5-T """"ISO"""" """"2,4,5-trichlorophenoxyacetic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1,0,2,1,318,0,1,0,1
292022,Diethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5,0,1,1,3
292143,Toluidines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,25254,25281,26069,17801,16475,15878,24763,24169,21844,23990
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0
292241,Lysine and its esters; salts thereof,0,0,0,0,0,0,0,0,14,0,,1651,478,416,281,397,399,501,638,860,404,,28616,25737,27135,25613,21565,23957,23141,22469,21839,30562
292800,Organic derivatives of hydrazine or of hydroxylamine,0,0,0,0,0,0,0,2,0,0,,4,2,2,3,6,11,11,10,7,43,,9939,9010,16396,20959,22098,24653,32457,27749,35679,33056
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,0,0,0,0,0,0,0,0,0,0,,0,81,15,15,27,2,0,1,25,,,21417,20865,23293,20638,21530,28748,35385,37495,34569,43788
293291,Isosafrole,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,6,0,0,0,0,0,0,0,0
293295,"Tetrahydrocannabinols """"all isomers""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,1,2,31,1,4,3,8,21,18
293321,Hydantoin and its derivatives,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,1,0,0,0,0,,,370,453,577,705,963,1162,1158,583,810,944
330430,Manicure or pedicure preparations,0,0,0,0,0,0,0,0,0,0,,635,650,694,535,376,593,117,46,13,3453,,10529,11871,10002,10641,8224,6825,7445,6385,6058,7750
350110,Casein,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,13,,,26960,34735,37237,30173,23243,27842,24486,27956,31398,36379
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,568,584,0,0,0,1,1,,24680,31666,25157,27207,21239,20739,21498,27675,40254,60915
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",0,0,113,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,10,0,2,,16011,8110,7717,7641,9769,3499,6201,5366,4468,9497
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6,0,0,0,16,42,204,0,0,1
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,96,50,63,5,77,26,,4328,3727,3561,3177,2982,2565,2682,2610,2802,3181
321100,Prepared driers,0,0,0,0,0,0,0,0,0,0,,103,94,80,74,85,160,96,147,568,1417,,2243,1820,1303,1510,1731,1784,1371,890,599,787
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",0,0,0,0,0,0,0,0,0,0,,1,0,28,0,0,1,0,2,3,16,,2738,1714,2363,2116,2648,3000,2841,3598,4043,3814
380110,"Artificial graphite (excluding retort graphite, retort carbon and goods of artificial graphite, ...",0,0,0,1,450,21,0,11,1153,0,,2,0,45,108,192,473,287,124,6,9,,267664,301237,283311,233544,139382,169974,207766,210377,173339,196762
390770,"Poly""""lactic acid"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,0,43,2221,317,,7176,9743,7242,8427,9674,10830,14626,18032,23568,34951
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,2,0,29,0,1,0,0,0,0,,236,76,161,56,90,85,240,118,68,268,,5377,6415,5642,6492,7663,8225,9826,12528,11874,8815
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,38,,60856,142122,55146,54646,86459,84684,65340,62108,41421,59572
382311,"Stearic acid, industrial",0,0,0,0,0,0,0,0,0,0,,320,246,153,83,18,4,236,453,398,55,,78610,62512,71861,58486,58544,69177,61229,50647,57692,101788
382478,"Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""",0,0,0,0,0,0,0,0,0,0,,0,0,4,1,0,2,52,9,29,136,,11616,10357,11793,14542,28176,51067,67290,40670,35507,55835
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,80,,2,0,0,0,0,23,34,21,0,1
382485,"Mixtures and preparations containing 1,2,3,4,5,6-hexachlorocyclohexane """"HCH """"ISO"""""""", including ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,245,0,0,0,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,15,0,0,3,17,0,2,0
110319,Groats and meal of cereals (excluding wheat and maize),0,0,0,0,0,0,0,0,0,0,,84,86,58,100,74,150,115,100,155,30,,4,27,0,2,1,7,4,184,115,317
110320,Cereal pellets,0,0,0,0,0,0,0,0,0,0,,0,20,1,0,0,0,0,1,2,66,,0,0,1,1,1,1,1,3,2,1
100191,"Seed of wheat and meslin, for sowing (excluding durum)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0
100290,Rye (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,465,334,414,634,560,322,381,401,175,208
100490,Oats (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1979,2396,8733,9629,6622,7818,14000,7740,7746,8801
80252,"Fresh or dried pistachios, shelled",0,0,0,0,0,0,0,0,0,0,,12,0,0,12,0,3943,13723,14112,13934,3571,,1857,1481,2487,2168,1936,2567,1294,3164,3695,5141
80810,Fresh apples,0,0,0,0,0,0,0,0,0,0,,146,414,138,77,306,282,14,45,104,953,,94,0,0,136,45,0,0,33,33,1
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",0,0,0,13,0,0,0,0,0,0,,26,18,0,11,6,2,0,0,11,16,,3121,1966,2749,2597,1815,1651,1864,1879,2282,2642
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",0,0,0,0,0,0,0,0,0,0,,8,13,2,10,106,1735,134,22,17,86,,421,189,139,212,668,540,536,585,827,1369
90300,Mate,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,1,0,0,0,21,,969,1953,1453,1327,724,292,284,301,244,193
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,39,48,62,57,98,216,197,221,202,285,,0,25,0,0,17,0,1,0,0,79
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",0,0,0,0,0,0,0,0,0,0,,626,315,467,1276,1309,1295,1756,2051,1536,243,,19795,14796,13959,15410,11442,15066,13630,16694,14434,17898
71159,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in ...""",0,0,0,0,0,0,0,0,0,0,,2051,1984,2296,1983,1883,1536,1162,2367,2676,1825,,426,432,863,1055,250,138,38,91,27,17
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,34,3,,0,0,0,0,0,474,630,830,723,2111
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",28,0,57,0,0,0,0,0,0,0,,0,5,10,0,0,0,0,0,0,2,,277,123,260,290,147,0,49,0,0,0
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,22,0,14,5,17,178,155,108,8,,,1108,375,369,273,408,449,420,309,358,512
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,2,4,1,0,2,3,4,0,0,17,,9,16,10,42,5,9,49,11,30,73
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,0,0,0,23,,196952,229725,288346,314641,263914,333933,339902,347636,396403,412619
40620,"Grated or powdered cheese, of all kinds",0,0,0,0,0,0,0,0,0,0,,0,14,0,0,9,3,80,1,2,,,9617,15297,23210,21280,22726,26278,24867,33754,44622,49056
40711,"Fertilised eggs for incubation, of domestic fowls",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,30,0,0,78,,0,0,0,0,0,1342,0,0,0,0
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,4033,1515,3597,2950,2543,2030,1633,660,590,1451,,748,1190,818,1059,896,1164,1003,1433,1342,1618
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,68,28,0,0,,,1024,995,1109,1029,1208,1643,1612,1523,1148,1446
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,365,462,572,558,431,285,232,304,232,144
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,1897,2094,792,779,,0,0,0,0,0,113363,122477,109011,91333,113193
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,12149,11138,11616,14432,18248,26330,30672,35463,40237,21733,,1246,1079,1227,2232,3631,3986,5394,5613,4680,4718
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,5881,12369,14640,14724,6773,6070,8512,9363,9766,4379,,42513,49862,44614,49939,53262,47404,55722,54001,49016,70885
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",32,0,0,0,0,0,0,0,0,0,,94,53,0,0,0,9,0,47,0,5306,,618,63,0,276,136,219,1879,497,65,0
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,865,78,82,,,0,0,0,0,0,0,0,0,0,0
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,21,0,0,0,0,0,0,0,0,57,,2770,1947,2339,5151,1899,2238,2958,2919,2126,1737
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,43,139,292,,0,0,0,0,0,45,0,0,0,0
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",0,0,0,0,0,0,0,0,0,0,,932,242,35,1133,753,19,0,0,0,,,22345,47247,67986,66847,73610,0,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",0,0,0,16,0,0,0,0,0,0,,6664,7793,4225,7343,13760,7726,0,0,0,,,98803,84015,167646,200116,217269,0,0,0,0,0
30634,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4,20,177
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,29,58,274,964,481,2,205,,4808,6568,6012,6093,5538,5384,6438,6823,6854,6419
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,0,0,2,,,0,0,0,0,0,0,1,0,0,0
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",0,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,2,8,0,1,,0,0,0,0,0,0,0,0,0,0
30245,"Fresh or chilled jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,12,0,0,255,0,0,3,16,335,47,,0,0,0,0,0,0,0,0,0,0
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1945,2899,1979,1768,1269,2106,2131,1450,1363,789
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,15,19,15,14,10
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,6,0,65,21,86,273,37,471,1035,624,,179,275,244,245,292,198,238,307,330,191
30334,"Frozen turbot """"Psetta maxima""""""""",0,0,0,0,1,0,0,0,0,0,,46,0,0,25,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
10221,Pure-bred cattle for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,777,59,0,19,0,0,99,1182,,884,630,1290,902,903,988,960,851,432,475
10391,"Live swine, weighing < 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,0,0,157,0,2002,1224,616,27,0,,,3778,0,0,36,61,63,24,48,0,0
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,0,0,29,10,0,0,0,0,0,,,0,0,0,0,0,0,1023,0,0,0
10613,Live camels and other camelids [Camelidae],0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,95,0,75,291,150,263,238,35
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",0,0,0,0,0,0,0,0,0,0,,6,7,2,5,7,1,4,0,1,,,45171,51848,60824,56230,58535,75191,94483,78928,77980,142715
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,,,135,129,119,0,1,12,5,0,2,0
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,4,6,6,13,14,68,16,61,55,29
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,23,5,2,2,2,5,1,0,0,3,,0,0,0,1,0,0,0,0,0,0
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,1,2,0,1,0,0,3,0,0,,,0,0,0,0,0,0,0,0,0,0
152000,"Glycerol, crude; glycerol waters and glycerol lyes",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,7,2,0,0,,,134,829,3489,1211,655,550,1527,1478,1472,6785
160231,"Meat or offal of turkeys """"Gallus domesticus"""", prepared or preserved (excluding sausages ...""",0,0,0,0,0,0,0,0,0,0,,0,301,732,385,33,40,114,114,37,1,,945,1040,1279,777,950,1037,294,144,26,79
160232,"Meat or offal of fowls of the species """"Gallus domesticus"""", prepared or preserved (excluding ...""",0,0,0,0,0,0,0,0,0,0,,904,1720,1162,415,120,2308,12422,23531,15525,16709,,56402,64950,72781,80271,76229,101832,125979,157060,141794,127613
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",0,0,0,0,81,58,22,0,0,0,,9711,17527,17729,12556,18238,27072,27921,75602,69724,52062,,141,9032,25697,21186,12038,4829,8658,1108,862,627
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,2,5,1,0,,,144,189,246,245,379,275,282,113,61,63
120750,"Mustard seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,0,2,0,0,0,,,1805,1595,1640,2719,1501,1592,1607,1338,1322,1067
120810,Soya bean flour and meal,0,0,0,0,0,0,0,0,0,0,,26,1,0,2,0,49,5,2,1,3385,,15070,14223,13896,10937,11835,12905,12859,12832,12166,11570
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,1,,189,471,0,1,4,7,23,119,115,156
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,80,,1072,541,197,42,21,198,516,145,31,12
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,339,,19,36,55,63,82,98,89,147,127,60
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9533,2736,417,781,256,455,266,492,573,703
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,6,8,249,,13,15,17,12,12,45,16,22,33,18
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,0,0,0,0,0,0,0,0,,21,17,17,14,18,69,19,17,7,,,4666,3952,5139,5447,10997,20538,22329,15438,11509,14476
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,267,119,79,35,23,2,109,211,149,107
151511,Crude linseed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,218,298,141,394,374,151,86,98,83,81
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2800,,0,0,0,0,0,1302,1975,2208,2181,2159
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",0,0,0,0,0,1,0,0,0,0,,0,19,25,31,63,10,0,60,130,2960,,345747,378882,326182,315901,284667,393324,337045,340839,316656,333051
130220,"Pectic substances, pectinates and pectates",0,0,0,0,254,0,0,0,0,0,,221,34,0,94,0,108,6,0,0,,,7142,7748,8624,9958,11936,12050,11217,11045,11952,14146
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,22,39,20,2,160,108,94,,,733,0,51,606,405,420,531,478,345,82
160558,"Snails, prepared or preserved (excluding smoked and sea snails)",0,0,0,0,0,0,0,0,0,0,,160,309,230,1944,248,432,591,495,799,631,,608,712,467,566,480,700,955,566,431,195
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,5,7,12,54,131,174,387,302,231,7,,28678,22952,23630,19459,22770,23417,20449,25754,27456,29568
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",8,4,0,0,1,14,6,2,57,0,,155,156,169,156,62,66,176,623,2475,1334,,4807,3711,6376,6647,5158,6413,7745,9635,9726,11747
190540,"Rusks, toasted bread and similar toasted products",0,0,0,8,1,0,0,25,0,0,,5187,9042,16643,25400,26284,30527,29177,25427,17096,12862,,263,104,68,693,936,910,1079,1174,889,1706
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",26,0,17,0,0,0,0,0,0,0,,54,49,25,4,57,1,9,44,37,6782,,2382,4489,3648,4285,3450,4755,5936,7621,6315,7750
283911,"Metasilicates of sodium, incl. commercial metasilicates",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,2,137,81,0,65,,971,886,1062,1073,889,1631,1382,1263,1116,1423
284019,"Disodium tetraborate """"refined borax"""" (excluding anhydrous)""""",0,0,0,0,0,0,0,0,0,0,,206,67,0,10,0,9,4,4,51,8,,9635,10550,9489,9492,9475,9884,10337,10056,10183,12061
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",0,0,0,0,0,0,0,0,66,0,,95,229,202,229,250,378,187,394,451,358,,4415,5752,5761,12103,12833,18381,26513,23728,18183,18521
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,0,0,0,0,0,0,0,0,,0,268,0,0,0,0,0,0,0,3,,59849,41962,41928,51269,53298,50403,38200,29518,23134,21
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,635313,975920,688483,817491,536091,940913,538138,706565,725110,744036
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,11435,13831,13290,12080,27339,28892,36589,33394,51868,68919
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,19634,18684,13778,11213,13314,14463,6122,5114,6399,7501
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,123,617,1541,74,107,0,9,282,6,3
