Product code,Product label,Singapore's imports from Saudi Arabia-Value in 2012,Singapore's imports from Saudi Arabia-Value in 2013,Singapore's imports from Saudi Arabia-Value in 2014,Singapore's imports from Saudi Arabia-Value in 2015,Singapore's imports from Saudi Arabia-Value in 2016,Singapore's imports from Saudi Arabia-Value in 2017,Singapore's imports from Saudi Arabia-Value in 2018,Singapore's imports from Saudi Arabia-Value in 2019,Singapore's imports from Saudi Arabia-Value in 2020,Singapore's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,70,11,77,0,0,0,,267,388,435,605,517,137,196,331,196,115
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,15,13,0,0,0,,1425,2694,2315,3096,2049,2401,2978,3646,2624,2225
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",0,0,0,0,0,0,0,0,0,0,,29,40,0,37,28,107,68,75,0,0,,15771,14418,15469,17947,17557,22843,22625,19710,16565,22197
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1205,17,0,0,0,0,,19,49,33,43,30,77,150,21,5,9
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",0,0,0,0,0,0,0,0,0,0,,241,28,0,44,196,190,1017,5,0,0,,3057,2309,3615,2926,2208,2966,3437,4396,3463,4062
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,63,2,13,0,0,0,0,,29,18,131,154,74,14,108,3,31,50
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",0,0,0,0,0,0,0,0,0,0,,99,0,13651,33,52,172,19,0,0,0,,949,872,939,768,500,743,738,1129,1129,980
80910,Fresh apricots,0,0,0,0,0,0,0,0,0,0,,190,700,274,890,921,1000,636,162,157,53,,833,1181,730,733,938,1025,1113,1225,1248,932
80940,Fresh plums and sloes,0,0,0,0,0,0,0,0,0,0,,35,235,606,1100,772,388,246,65,67,68,,9325,9983,8852,8065,7196,6958,6428,6105,5887,6598
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,0,,28,0,168,324,197,127,98,4,0,0,,7388,9638,14167,13945,16167,16944,19245,20805,27325,27911
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,0,0,0,0,0,0,,1379,1637,0,7,23,160,0,0,0,0,,57103,62464,63947,51654,51016,50336,60481,57039,69650,64248
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,52,0,3,0,0,0,0,0,0,,5,0,0,0,0,0,29,49,82,1
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,27,0,0,0,0,0,,53,61,380,106,174,176,133,114,151,254
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
110290,"Cereal flours (excluding wheat, meslin and maize)",0,0,0,0,0,0,0,0,0,0,,1397,30,216,158,67,125,10,56,5,148,,7126,6857,6086,6674,6456,6176,6306,6389,7301,7264
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",0,0,0,0,0,0,0,0,0,0,,0,199,166,176,259,916,2045,808,281,436,,1090,562,922,1191,1202,6571,8164,7627,10128,14160
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,22,65,74,51,74,80,93,103,134
120241,"Groundnuts, in shell (excluding seed for sowing, roasted or otherwise cooked)",0,0,0,0,0,0,0,0,0,0,,36,132,115,114,53,59,101,0,0,0,,2591,1203,1209,924,1382,762,1015,712,545,1150
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,5,2,0,3,0,0,0,,0,0,0,0,0,0,0,0,30,1
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,0,0
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,4901,4247,4478,5614,6920,5796,7208,7292,7341,5151
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0
130120,Natural gum Arabic,0,0,0,0,0,0,0,0,0,0,,0,0,0,89,71,19,0,0,0,0,,1844,2435,2917,2510,2912,3413,4345,3607,4740,4074
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,66,1,37,90,0,42,70,,5321,3880,3780,3085,2127,1986,3234,4039,1838,2050
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,0,0,47,267,325,377,230,528,139,112,,58,57,0,0,0,442050,208632,0,40,60
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,42684,36715,39001,28537,28028,28539,18979,19983,28798,78285,,328844,316323,376142,236063,174586,137349,116623,92274,120637,191610
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,2944,42,0,93,13,0,0,35,11,1422,,2361,1257,920,257,1252,3171,1252,1053,2057,3570
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,0,0,,1398,966,199,504,417,740,2068,2220,1722,3095,,14035,12540,11349,9820,9440,9894,10099,9588,13079,18882
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,19341,19642,11897,6979,30489,38385,52235,45952,33224,43026,,120,200,191,154,186,221,79,172,219,204
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1147,1411,1430,1461,808,977,1021,631,517,931
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8728,11018,8927,7005,7324,5367,6151,6001,3061,3906
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,2,12,0,0,18,0,,21,66,50,93,102,86,88,105,75,183
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,0,0,0,0,0,0,0,0,,43,650,572,627,186,372,156,262,720,729,,959,545,657,620,1104,639,676,599,1336,1389
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,89,544,186,,598,623,539,1138,1294,1243,1129,958,633,666
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,445,617,0,14,954,1580,,326,287,397,532,392,339,360,302,223,340
180310,Cocoa paste (excluding defatted),0,0,0,0,0,0,0,0,0,0,,160,0,0,0,0,0,0,0,0,0,,39076,37877,56466,58290,54823,45600,39987,56113,49799,53419
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,,84,121,199,114,124,112,114,125,156,282
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,0,0,0,0,0,,37,167,82,517,63,367,89,54,38,8,,5737,6084,5932,9077,9420,11057,12245,10263,10888,8768
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,0,0,0,0,2,0,0,0,,0,0,0,56,14,27,19,291,0,1,,1096,971,937,1049,1074,1121,1145,1044,1125,1254
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,12437,116,62,3418,637,2286,33,0,0,0,,14008,21010,20064,19538,20220,25181,36634,40654,49825,52201
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",0,0,0,0,5,7,0,0,0,0,,413,1380,948,2600,2766,3637,3522,1500,1991,1646,,46169,52514,55113,69625,123307,140013,102290,43622,40758,47996
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,239,0,0,57,46,18,121,5552,1944,320,,4009,4610,4846,4376,4420,4527,4456,4599,2958,2893
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,5616,4819,1562,298,443,201,198,53,0,8,,885,700,586,693,579,463,545,521,377,330
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",2,0,0,0,1,0,0,0,0,0,,0,0,0,778,45,288,457,301,1215,1311,,1158,1427,1366,1303,1501,1079,727,452,475,498
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",2,0,0,0,0,0,0,0,0,0,,1358,39,0,721,1008,288,172,241,914,575,,1082,830,763,603,669,636,907,867,1090,1425
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",6,0,0,2,8,0,0,0,0,0,,249923,301228,320077,351112,281793,250963,249974,96208,119237,136012,,14441,13207,12550,12721,12668,11412,11312,9488,8896,8588
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,41082,,0,0,0,0,0,0,154233,153896,148002,173492
10599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",0,0,0,0,0,0,0,0,0,0,,1562,70,0,194,122,231,0,333,657,585,,43356,46007,46727,37063,35429,34358,34641,33259,30119,33977
10612,"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,3509,0,0,0,0,0,0,0,0,0
10690,"Live animals (excluding mammals, reptiles, birds, insects, fish, crustaceans, molluscs and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,3567,3170,3603,2417,2158,2276,3275,2675,2394,2410
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,205647,186657,221604,183973,180136,209973,200778,192174,256824,245177
20630,Fresh or chilled edible offal of swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1318,1180,1153,1647,1127,1374,7816,1151,632,567
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,15,0,0,0,0,0,,4261,3227,5215,9940,30982,29601,31521,14417,10276,2932,,233521,220208,225113,208788,201773,196501,201243,214781,226481,209452
20753,"Fatty livers of domestic geese, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,57,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20830,"Fresh, chilled or frozen meat and edible offal of primates",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
21020,"Meat of bovine animals, salted, in brine, dried or smoked",0,0,0,0,0,0,0,0,0,0,,121,0,0,0,0,1,0,17,65,0,,13,0,0,0,0,17,39,22,79,97
30192,"Live eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0
30229,"Fresh or chilled flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,6236,6834,5596,3355,4368,1864,0,0,0,0,,493,457,600,562,566,514,506,525,439,628
30233,Fresh or chilled skipjack or stripe-bellied bonito,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,698,672,629,630,531,546,579,628,660,708
30234,"Fresh or chilled bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,31,21,21,47,96,122,91,84,90,124
30241,"Fresh or chilled herring """"Clupea harengus, clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,14,24,27,7,9,31,88,12,11,16
30255,"Fresh or chilled Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,13,13,19,16,11,11,9,9,7
30323,"Frozen tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,249,0,48,128,25,0,2,,897,674,601,629,434,629,664,990,674,849
30353,"Frozen sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""", brisling ...""",0,0,0,0,0,0,0,0,0,0,,98,855,103,1,0,0,0,0,0,0,,177,189,167,158,195,196,123,165,1024,170
30356,"Frozen cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,6,16,0,0,0,0,0
30369,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,545,1525,2426,2009,427,35,4395,,7,43,52,9,0,0,1,0,262,496
30381,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1267,1097,899,1217,1064,16485,16959,451,1094,198
30382,"Frozen rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,159,446,199,155,392,360,440,758,492,559
30445,"Fresh or chilled fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,9,46,63,63,18,22,161,167,16
30448,"Fresh or chilled fillets of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2,17,5,14
30449,"Fresh or chilled fillets of fish, n.e.s.",0,0,0,0,191,0,0,0,0,0,,0,0,285,0,1,1,0,0,0,0,,4140,4102,4876,4331,4610,5574,5996,5147,4770,6478
30452,"Fresh or chilled meat, whether or not minced, of salmonidae (excluding fillets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,18,0,0,0,0
30453,"Fresh or chilled meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,0,0,0
30461,"Frozen fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1674,1689,2347,2605,2875,2817,2616,3080,3093,3761
30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,1884,857,1983,1631,5299,9099,732,0,0,,47,27,0,0,0,235,188,350,915,1114
30473,"Frozen fillets of coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5,2,0,0,0,0,11,2,0,0
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45,132,142,74
30493,"Frozen meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,31,804,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapia """"Oreochromis spp."""", catfish ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,5,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0
30552,"Dried tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,21,47,65
30569,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",0,0,0,0,0,0,0,0,0,0,,825,233,28,0,0,0,0,0,0,0,,23,45,5,5,10,11,329,376,176,685
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",0,0,0,0,0,0,0,0,0,0,,60,0,38,175,203,558,1162,104,0,0,,2327,3894,5618,8334,10646,7095,6077,4200,3974,3674
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,105,57,82,160,136,231,580,296,346
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,224,0,0,,2744,3041,4473,7486,3281,2641,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10975,11144,8100,9976
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,26,,0,0,0,0,0,0,563,2042,400,199
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,46,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,0,0,0,0,0,0,0,0,0,,2299,993,1090,461,115,0,89,312,0,0,,7158,7434,7037,5934,6813,6176,0,0,0,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4537,4223,3457,3340
30784,"Frozen, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,160,374,111,140
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,83,0,,3529,5103,4546,4503,3638,3231,893,901,169,220
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",0,0,0,0,6,0,5,0,0,0,,24799,24022,16694,21579,5420,8963,24621,9414,327,829,,22200,17457,20901,5535,4929,6286,5423,7991,7911,10245
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,0,,0,116,0,2,0,3,0,0,0,0,,222,318,377,263,286,240,352,557,699,743
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or ...",0,0,0,0,0,0,0,0,0,0,,2902,661,2723,5488,138,0,0,0,0,0,,1828,2221,2896,2465,1650,941,846,961,919,1178
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,306,192,90,34,228,726,778,116,134,149
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,1937,1613,1713,1325,1238,1283,1592,9854,7162,10619,,27,32,76,47,40,43,15,103,132,86
60240,"Roses, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,164,110,115,116,96,139,130,309,101,180
70310,Fresh or chilled onions and shallots,0,0,0,0,0,0,0,0,0,0,,3568,174,93,42,35,130,4,0,0,6,,26020,39453,33351,36201,34391,35537,36727,42975,53366,53363
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",0,0,0,0,0,0,0,0,0,0,,2318,1917,1771,3383,1255,3541,2704,3500,2321,2452,,33163,35688,32839,34539,36668,33881,38188,36762,42181,45166
70700,"Cucumbers and gherkins, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,2057,2085,2183,2823,4017,2797,1018,1154,591,238,,10896,11011,11099,11282,11124,12125,11873,11879,13531,14675
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",0,0,0,0,0,0,0,0,0,0,,18692,13844,10736,12164,6714,3562,3505,1496,600,1194,,3435,3661,3630,3416,3441,3322,3798,4035,4548,4848
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",0,0,0,0,0,0,0,0,0,0,,57,7405,6494,5058,1946,1210,917,602,628,888,,26454,30247,27650,21357,20869,20934,23852,24810,27957,29032
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,38365,1057,60,634,786,1119,209,92,0,0,,3679,3031,2142,2841,2352,2599,2964,2473,5013,1739
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,11,4,0,0,102,288,,3481,3727,4345,5774,5103,4649,3542,3603,4988,5301
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,393,368,312,315,284,282,345,439,683,607
80241,"Fresh or dried chestnuts """"Castanea spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,71,138,73,31,60,0,0,0,,1073,942,692,561,768,575,582,618,669,854
80430,Fresh or dried pineapples,0,0,0,0,0,0,0,0,0,0,,105,494,733,2210,1015,1974,874,16,5,0,,6148,6947,8249,7442,7912,8054,8798,8382,7500,7823
80510,Fresh or dried oranges,0,0,0,0,0,0,0,3,0,0,,3713,4678,4257,7173,6534,6903,5720,0,0,0,,42292,43713,49702,41644,42976,41995,42416,40373,45151,44035
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8960,9592,11886,9747,11549,11543,12703,16930,46418,29613
220870,Liqueurs and cordials,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,48261,53614,47110,54281,46392,53196,38423,33414,58245,45688
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,987,0,,60059,59585,53676,52218,54419,48084,85250,86073,87082,127060
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",0,0,0,0,0,0,0,0,0,0,,488,0,0,0,0,0,0,0,0,0,,281,350,316,54,54,0,9,97,1445,768
250510,"Silica sands and quartz sands, whether or not coloured",0,56,52,0,0,0,0,0,0,0,,23413,20191,13533,11979,22693,31833,39363,38634,32513,38293,,58165,50571,52664,47019,43249,48751,40089,18337,15891,41846
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,0,0,0,0,0,0,0,0,,0,4901,13480,19012,8044,0,0,0,0,0,,110298,203731,265029,79115,146320,459173,320405,17684,89225,340004
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,34,1403,3894,61,62,27,139,55,132,254
251310,Pumice stone,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,3,0,5,0,,1705,633,389,313,396,201,223,159,195,496
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,0,107,0,0,0,0,0,1832,2256,2905,,0,0,0,0,0,65,0,0,464,681
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,0,0,0,,4187,5208,6359,5871,5275,4187,3620,3437,3028,1391,,2322,1583,1076,1456,906,345,1397,2386,1590,2619
252910,Feldspar,0,0,0,0,0,0,0,0,0,0,,178,441,2380,3041,3026,1590,102,665,755,244,,918,681,688,584,543,342,269,221,204,221
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1,0,0
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2415,12,2538,1223,803,75,97,1,247,21
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,0,15,67,2662,4233,800,,0,0,0,1,0,0,0,0,0,0
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,85,145,1799,22,4,8,7,10230,29816,4
