Product code,Product label,"Taipei, Chinese's imports from India-Value in 2012","Taipei, Chinese's imports from India-Value in 2013","Taipei, Chinese's imports from India-Value in 2014","Taipei, Chinese's imports from India-Value in 2015","Taipei, Chinese's imports from India-Value in 2016","Taipei, Chinese's imports from India-Value in 2017","Taipei, Chinese's imports from India-Value in 2018","Taipei, Chinese's imports from India-Value in 2019","Taipei, Chinese's imports from India-Value in 2020","Taipei, Chinese's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
850730,Nickel-cadmium accumulators (excluding spent),274,193,1611,293,127,90,321,432,236,28,,32795,35080,23489,17456,19989,21657,24403,20052,15302,19822,,6551,5891,6359,3980,5128,4465,2592,3921,5919,4279
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",0,0,0,0,0,0,0,0,8,27,,4889,5171,6079,4866,5024,5504,7403,7235,4456,8090,,12912,9969,13528,7916,9544,11044,12991,13048,9244,14791
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",16,21,1,15,8,3,13,5,6,27,,8415,7031,5571,15747,23940,48257,40906,35782,12256,11281,,28711,33251,40003,35542,32397,45773,46138,35822,41929,53608
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,0,0,2,6,26,15,71,16,27,,24878,26222,18871,20542,24967,27800,43216,38006,65574,84688,,2847,2667,3052,2566,2201,2541,2291,1868,1957,1322
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",0,0,0,14,31,26,14,23,8,27,,9859,13694,10969,5345,4917,12358,14391,12481,13398,17378,,59,54,20,290,388,73,154,42,47,179
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",22,4,45,53,66,36,34,31,13,27,,3790,5673,5441,5293,6628,6424,5873,5843,3820,6631,,8086,10228,11340,8625,7049,6313,5551,3999,2420,3879
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,43,48,69,31,27,,0,0,0,0,0,4914,7668,12390,16559,56642,,0,0,0,0,0,12008,12725,11840,14481,14716
100710,"Grain sorghum, for sowing",0,0,56,80,52,59,72,0,8,27,,0,13120,9557,5281,4030,5341,12529,15156,8807,8111,,0,0,203,589,290,837,582,1066,324,326
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",4,0,0,4,0,4,8,6,7,27,,10498,15319,18845,16933,18419,15952,18707,19438,23852,33859,,4895,4013,6109,5498,4995,6020,7287,7997,11301,18757
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",62,126,29,11,16,41,8,62,28,27,,3324,4578,5145,6113,5755,6804,3400,2939,2583,6014,,35325,37301,36472,29318,32632,40544,39406,53007,117187,120992
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",29,44,6,25,13,9,33,14,4,27,,110177,147966,157146,234965,346347,274007,242372,284100,182165,232696,,997,1240,1740,1378,1864,1144,2095,2081,1586,1534
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,0,0,48,4,0,8,14,43,27,,15401,17399,14937,12427,12051,11030,10418,8140,6871,9244,,1994,1665,1827,2337,1057,762,685,576,423,578
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",177,364,154,80,92,83,90,38,93,27,,3364,4813,3414,3191,3465,5827,5543,5019,4058,6842,,8520,6566,7754,5999,6877,6848,8334,9074,9492,8627
283522,Mono- or disodium phosphate,1,1,1,2,4,5,13,23,22,27,,294,290,221,295,464,782,838,1112,667,1396,,775,994,4032,7317,3828,2162,2101,2297,2069,1545
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",169,187,143,141,106,53,108,63,53,27,,20183,19776,20941,22672,28725,21147,21715,22763,25722,23796,,46028,43013,49027,45535,50468,45420,53969,48284,50828,65298
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",16,7,6,7,2,0,0,0,10,27,,1084,1134,1291,3975,1743,796,1469,1924,4240,3427,,16792,9737,11915,16255,16551,21812,26022,25284,33591,27916
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",2,11,16,1,32,244,208,70,21,27,,11139,21503,26557,36329,24529,25881,28023,33575,36948,30203,,279,435,276,196,537,1128,809,620,682,3679
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",0,102,467,169,167,114,92,49,24,26,,2391,3047,3649,5297,7297,10254,12199,14366,22050,16893,,23558,27660,29565,30819,35503,37934,36145,37078,52379,61395
700910,"Rear-view mirrors, whether or not framed, for vehicles",1,30,17,12,13,11,10,13,22,26,,14815,18627,15330,11293,10675,11240,14042,17898,15817,17658,,5049,4857,5518,6026,5664,6014,6690,7632,9787,12289
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",99,102,185,62,37,9,26,24,13,26,,34273,30190,31460,22095,19577,24311,28137,26399,27971,44343,,23751,15450,18487,16164,13797,16517,17946,12389,11559,20670
220850,Gin and Geneva,0,0,0,0,0,0,0,0,7,26,,5352,9629,10697,11620,6530,12930,9641,10214,2776,4366,,2488,2190,1076,1164,1568,2250,2863,4156,5419,6917
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",52,23,58,60,63,23,6,10,18,26,,3010,3180,2901,3587,7941,10537,14787,18235,18599,29199,,37176,43973,44728,44745,45856,51199,57091,60465,57930,70062
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",36,72,106,66,64,29,64,38,28,26,,3291,2509,3082,3470,1795,2446,2714,3155,3473,6609,,8425,9240,10543,11671,10349,9586,12460,8065,7075,7657
680293,"Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...",0,2,12,50,41,0,31,42,5,26,,36676,107651,98590,65119,64445,66866,91924,113182,131336,177551,,9109,14250,13002,14927,10884,8513,9848,8059,7438,4921
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",46,157,194,66,90,40,11,26,26,26,,2474,4157,5799,12027,17099,20832,21742,23916,22305,31557,,13173,12665,15708,14413,15208,18499,19506,18150,19772,23479
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",290,228,270,110,113,90,220,152,11,25,,1274,1160,1487,3113,1475,2237,2270,1906,1344,3403,,8468,8926,9093,8343,5981,6174,5938,5346,5648,5996
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,25,,86,195,343,59,485,90,6,319,958,1636,,2582,6269,5563,7995,7354,4707,6370,10165,9533,4631
940310,Metal furniture for offices (excluding seats),0,1,0,0,0,0,16,1,0,25,,13030,13440,12783,14362,14718,11705,16614,16230,12204,21713,,5025,3348,3555,5795,4778,5567,7637,7060,5640,8615
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",735,478,626,471,434,267,312,265,44,25,,121269,118380,119376,98167,82088,81147,92429,74686,45162,52939,,1267,1134,1760,1154,1077,600,510,398,125,237
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",30,2,4,5,13,5,177,11,35,25,,23092,37619,49513,33632,38590,36316,35168,35598,34200,46031,,24252,27297,31293,26544,26873,25638,34793,30083,38718,41447
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",245,142,71,70,78,34,25,40,24,25,,2875,1385,1330,1161,1048,1503,2672,3771,2013,6482,,21594,23288,31335,21594,26628,21378,28392,30836,21275,24285
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",6,8,0,25,58,11,38,24,44,25,,239700,169809,167541,213114,288059,316472,345390,380961,352380,492966,,25574,25842,24262,23741,23347,25499,28545,29831,31716,37203
940550,"Non-electrical lamps and lighting fittings, n.e.s.",41,41,48,47,84,37,42,43,42,25,,13369,18586,20099,17376,11864,11394,15359,16669,21439,36176,,867,1671,1086,1260,1059,1330,1049,860,902,1169
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",15,8,6,7,4,3,4,7,5,25,,4500,3360,2751,3088,2780,2983,3269,3303,5250,13439,,4443,5545,5313,6523,6108,7016,7385,9518,16879,21627
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",169,249,163,106,77,40,110,79,15,24,,135252,212478,214088,127914,54654,46868,50124,42432,28662,21995,,27589,28050,29204,28458,26966,25492,21888,20867,19657,21881
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",516,420,198,212,33,234,45,48,115,24,,8981,2983,1054,774,627,1104,1383,1184,983,998,,6501,6361,6975,7567,6384,6359,7811,8366,9070,10517
850760,Lithium-ion accumulators (excluding spent),0,0,0,0,0,0,0,0,0,24,,0,75,197,357,1317,3706,6121,9107,7798,12149,,0,138,41300,92374,128540,196465,305151,463055,468368,649412
848350,"Flywheels and pulleys, incl. pulley blocks",2,2,1,26,66,5,16,25,12,24,,48508,46325,53998,54952,58829,55682,71759,62809,53023,72811,,24711,23044,25999,24865,22460,25570,30159,28926,28268,30300
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",15,68,38,51,48,34,89,51,43,24,,58897,52177,31931,18384,27866,15658,24261,18067,16900,23497,,97859,93000,88577,85595,80304,77818,82405,82084,69631,67570
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,0,0,0,0,0,0,38,6,57,24,,13905,16197,17352,16982,14729,18422,18872,18678,18799,27528,,975,1070,945,775,797,805,925,1384,1022,752
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",0,0,0,0,0,0,0,0,0,24,,596,1142,1531,277,577,3741,5593,5701,5223,9206,,1188,1448,1468,1848,2601,2502,2687,2192,1891,1192
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",547,903,846,831,24,18,19,37,98,24,,11482,11759,10634,9254,10283,20630,20155,18935,15577,20302,,11746,14925,13009,12938,10106,10939,17252,17024,19425,26121
293621,"Vitamins A and their derivatives, used primarily as vitamins",12,11,10,9,12,19,78,12,168,24,,9894,11524,9484,11451,11391,8788,17842,14932,16091,17319,,163,258,404,388,297,277,607,905,931,1026
830520,"Staples in strips, of base metal",33,35,11,22,80,12,13,16,26,24,,6476,8795,9293,8897,8627,10021,11042,11184,8837,12754,,2715,3126,3339,2944,2632,2505,3031,2978,5500,5739
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",21,8,23,4,8,12,3,25,13,24,,32811,32423,29321,25173,27548,33894,39118,44136,31061,36855,,365,367,446,606,622,591,394,376,227,284
610449,"Women's or girls' dresses of textile materials, knitted or crocheted (excluding of wool, fine ...",10,44,20,50,104,83,15,24,6,24,,35989,55283,50153,49039,53190,69467,58084,62903,39950,50833,,1387,1248,1254,1750,1634,1139,1322,1599,1282,1084
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",7,27,1,11,38,46,21,33,34,24,,515,255,1814,685,511,718,2360,3542,2675,2739,,382959,377491,391776,366541,545678,631315,930938,793066,1083012,1591232
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",7,5,52,10,0,10,76,12,15,24,,33384,35136,30970,76009,18864,52340,75824,35270,35176,51467,,1169284,1289999,1162902,923146,873488,1045990,1103012,1162373,1311670,1982258
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",3,0,0,17,20,3,27,8,21,23,,6836,21197,25896,16364,14032,16800,19245,35600,27874,38745,,6810,6218,5159,7624,6704,4680,5228,9979,2916,3887
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",6,4,6,23,24,21,23,25,18,23,,10033,11117,11025,6900,8125,7915,7242,6680,7787,12338,,1161,622,563,625,413,599,553,615,598,656
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",2,3,4,7,9,5,9,32,8,23,,9237,10497,8888,10537,10689,18473,20006,20639,21304,39718,,3259,3657,3297,3117,2788,2753,2719,2810,3080,4241
844839,"Parts and accessories of machines of heading 8445, n.e.s.",83,135,184,69,156,77,67,39,10,23,,16101,23458,18150,14753,14455,22143,27394,24512,17855,31309,,21442,20721,21754,18001,18817,14647,13844,13829,8480,8759
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",3,0,1,10,1,4,1,42,21,23,,9910,12065,12282,9046,11398,17919,42949,64180,41874,72808,,19038,16323,18151,17397,10693,13236,16132,13575,16868,14933
901850,"Ophthalmic instruments and appliances, n.e.s.",23,24,2,0,0,5,4,25,18,23,,12186,14641,15723,15162,18301,19278,22616,25871,21222,29020,,20809,26660,31724,34412,27537,25701,31677,35987,44022,55862
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,68,61,70,80,80,40,46,48,23,23,,71132,87402,123399,119096,76275,93437,74224,98368,79809,71224,,8007,6697,7819,7974,8598,9174,10122,11150,10746,10658
854232,Electronic integrated circuits as memories,209,70,6,259,103,27,4,172,0,23,,14754,10903,10293,10646,6472,5048,5983,14662,12614,48385,,5573233,4818345,5431547,4931682,8295298,13264776,18157409,19234409,25586354,33781517
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",135,1,4,4,24,17,27,14,34,23,,28904,30785,30797,18808,26637,27541,34091,39285,38483,45113,,10674,11473,10876,7359,7712,8732,8635,7956,6438,8289
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,19,18,0,0,23,,0,0,0,0,0,23097,58329,41422,35069,56988,,0,0,0,0,0,11624,5473,2868,2076,2681
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,5,19,10,8,15,22,13,19,23,,3163,7748,1796,1446,1516,2968,3439,4173,3966,5363,,42739,40433,54582,58475,63087,52273,66752,65914,57615,59253
292310,Choline and its salts,0,6,6,0,4,7,4,9,14,23,,4431,5466,4144,2679,2045,7416,9883,7509,7379,6495,,2745,2849,3084,2859,2651,3213,4013,4913,5085,3399
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",28,11,41,33,38,55,29,30,33,22,,7999,7705,9883,9115,9199,15578,15348,10425,8921,11670,,1507,1976,2460,2938,2287,2125,2539,2069,2235,2606
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",1,1,1,1,1,0,0,1,1,22,,1064,1313,1741,1008,2427,1118,2072,3289,3691,6361,,4527,4758,4081,3704,4284,4636,3856,3177,3308,4365
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,0,0,0,0,0,0,0,0,0,22,,6117,8591,8329,14044,10108,10465,12223,11814,9219,15009,,82,103,166,67,153,187,144,71,114,199
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",110,1,3,6,0,1,3,5,0,22,,889212,889413,823029,755401,643104,660247,745187,766932,665278,839304,,24926,19928,22447,19705,18506,14068,15663,15720,16196,19797
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",74,20,62,52,14,3,10,4,6,22,,36947,33013,30984,33875,34446,55487,60119,37401,35706,74764,,5838,5829,8238,6115,6104,7451,7909,7577,11930,16603
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,0,0,0,0,0,0,22,,2502,4379,3629,3593,4958,10621,14181,16843,9209,9296,,942,514,483,844,1705,444,716,1337,1344,846
851822,"Multiple loudspeakers, mounted in the same enclosure",2,2,10,3,9,6,1,2,1,22,,287,858,1232,803,1795,30687,54876,14576,3642,6619,,23120,25761,34830,33763,29069,29721,35143,33078,38716,46173
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",19,20,32,19,58,71,24,53,7,22,,9934,10639,10076,10133,10915,18141,15563,13797,14755,19661,,66801,55204,54174,48879,50724,59625,62378,57278,66374,88864
845590,"Parts of metal-rolling mills, n.e.s.",0,0,0,0,1,0,15,5,0,21,,66286,77225,77644,68072,89729,89651,84737,78450,63791,104607,,12574,19022,12806,10322,17955,17563,11052,13933,20568,10926
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",23,8,9,8,7,28,40,60,42,21,,11283,9139,7699,9142,9023,8012,7770,7055,8545,11231,,2367,3117,3568,4073,4879,4095,4507,5088,5894,7378
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",15,14,20,16,22,6,9,18,26,21,,28749,38070,30853,24630,26005,22089,33906,47107,50718,104450,,732,995,2128,1568,1316,1388,667,877,744,1131
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",4,13,35,16,24,22,29,7,6,21,,3177,4744,5175,5067,5182,6699,6716,7115,6044,9367,,20569,22003,25086,26258,26209,26558,27014,27905,26510,30022
90932,"Cumin seeds, crushed or ground",0,0,9,8,1,4,13,10,9,21,,0,8536,9709,11460,18286,21118,22342,24369,28362,34541,,0,5,33,24,21,68,43,66,30,38
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,11,45,82,60,30,42,55,40,21,,0,55603,70151,74288,68539,70919,80312,90733,90646,125386,,0,2634,26796,28829,33735,35504,51479,52012,38742,67291
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,67,5,3,21,,3379,4680,8565,9567,10135,15771,18678,19842,18521,19318,,3316,4366,5076,2721,3299,3614,3940,4326,3986,4910
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,19,33,104,34,21,,0,0,0,0,0,28059,82148,113676,187844,214826,,0,0,0,0,0,326029,471440,527447,657576,794203
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",168,0,0,0,0,2,1,0,6,21,,33500,61323,80472,61902,97824,108002,124018,133008,110433,161563,,60546,27154,26746,24550,22950,27801,37961,33354,35440,39250
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",26,78,249,67,76,72,8,17,17,21,,9546,10679,10418,7679,9431,10948,10040,7086,8473,12862,,12967,11993,11488,9838,11266,16021,11992,1873,2478,5458
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",14,14,15,13,11,1,12,17,10,21,,32506,30312,25101,29216,27439,29201,25724,21647,19108,23671,,1142,1124,977,849,834,683,557,621,666,716
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,22,0,0,0,21,,68591,92258,75009,8179,1945,25534,27920,7873,35032,11444,,42407,106453,224265,194287,131200,53055,67402,42810,43009,115025
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",17,20,13,6,10,14,25,11,24,21,,9366,5439,8458,5676,7575,11785,14845,16379,12472,19519,,22665,23234,24465,23679,23190,23294,28442,38327,44704,54408
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",0,0,19,10,49,0,6,39,0,21,,17743,29101,28583,24166,22642,26855,27042,29465,26831,38072,,1915,1530,6980,2425,2222,3196,2131,3131,2761,4077
