Product code,Product label,"Taipei, Chinese's imports from Saudi Arabia-Value in 2012","Taipei, Chinese's imports from Saudi Arabia-Value in 2013","Taipei, Chinese's imports from Saudi Arabia-Value in 2014","Taipei, Chinese's imports from Saudi Arabia-Value in 2015","Taipei, Chinese's imports from Saudi Arabia-Value in 2016","Taipei, Chinese's imports from Saudi Arabia-Value in 2017","Taipei, Chinese's imports from Saudi Arabia-Value in 2018","Taipei, Chinese's imports from Saudi Arabia-Value in 2019","Taipei, Chinese's imports from Saudi Arabia-Value in 2020","Taipei, Chinese's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",25657,32549,37994,19931,10041,3350,10101,14718,6534,6065,,80408,91700,141788,110079,107494,89635,122993,177665,137028,267797,,31898,58112,93119,73533,64131,79294,72629,103751,66576,177692
390610,"Poly""""methyl methacrylate"""", in primary forms""""",0,0,0,0,0,0,3248,9287,5727,5949,,76,705,208,0,58,7339,150922,152590,146977,235767,,43952,46613,53476,50181,39840,38932,60244,47288,38137,40385
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",0,447,650,246,335,400,2290,2871,4044,5583,,776,7608,4405,5232,5558,211029,605809,633743,489422,995149,,155235,144614,155405,132190,140223,166046,186903,212780,239118,302085
292211,Monoethanolamine and its salts,85,707,157,0,1341,4371,9374,4826,6620,4067,,9870,23552,25388,18497,22325,61817,110472,144272,91912,110401,,12060,14516,15828,10680,11233,11227,12383,8624,10472,8247
291612,Esters of acrylic acid,0,2675,21455,9855,1327,6970,0,0,0,3974,,0,703,4096,6428,5438,10407,60552,17152,9184,19317,,90127,76747,84376,67466,72215,75498,77585,75821,86800,142462
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",3394,4499,3369,4097,4758,4628,4009,3058,2538,3958,,95263,170157,187334,164462,173721,697618,598741,395003,460186,507051,,67221,73547,88969,91861,91477,108399,114098,87702,90464,128360
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,327,52,1043,778,755,2704,2278,1109,978,2856,,283101,271157,213820,156219,143230,196013,226415,187974,144394,238344,,123934,115239,116054,113685,122757,139872,136130,125014,118052,161984
290250,Styrene,231226,197720,276184,139705,106613,141408,3542,4669,3143,2823,,1774419,1755784,1987511,1355523,1287086,1313016,1242125,1499683,1112860,1418800,,554204,671338,616568,362867,291082,420106,414180,304906,256024,507194
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,0,0,684,0,10293,4493,7388,7108,2531,,18324,14530,9929,6540,6039,6915,3903,3384,2075,3491,,44276,38114,51364,31933,24897,34212,24691,22493,23609,3742
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,0,0,0,3230,4899,2643,1357,2487,,1458701,4173212,3580571,3002987,2234056,2897239,3513200,2807251,2110099,2926462,,35461,33121,33323,30044,33055,41856,49451,29383,20045,26607
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",10175,13975,9420,8060,6938,6970,5644,3045,634,2228,,424,346,110,3025,123,15,101,15537,52620,128676,,82495,85962,83059,69800,65819,76213,84319,66782,61472,98871
291411,Acetone,0,0,0,0,0,0,0,0,0,2146,,54305,57506,68084,38134,26110,64598,123838,106660,121881,213715,,621,2101,917,728,874,947,918,933,978,4793
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,390,698,426,1320,1779,,0,0,0,0,0,0,0,0,0,394572,,0,0,0,0,0,3300,22885,27188,29805,45751
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",0,0,1318,227,292,1611,2582,2502,2223,1740,,25792,6135,50154,69198,98229,228216,261035,111901,51491,96828,,0,15439,147442,163905,177638,231573,258476,283089,327101,287794
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",549,218,21,31,0,0,0,10,97,1313,,5357,9493,12192,23250,21066,26698,36069,31499,34938,31387,,898530,464212,148154,14108,25582,31745,41005,11151,10754,9374
390130,"Ethylene-vinyl acetate copolymers, in primary forms",0,0,0,0,0,1015,1838,666,1132,1213,,260,425,7695,161533,179010,252133,305665,337793,277443,495999,,28890,26912,23981,18060,18865,23825,26475,25575,21035,28806
250510,"Silica sands and quartz sands, whether or not coloured",0,36,0,0,0,195,805,460,615,1175,,23413,20191,13533,11979,22693,31833,39363,38634,32513,38293,,51711,62287,64278,64833,57576,62045,64132,64293,61306,81451
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",1656,62,610,910,1622,2135,3345,372,8,1111,,35260,28890,18160,15229,4451,1562,1968,156,2128,3681,,56919,56101,57538,46786,41231,55468,141688,130350,96142,130598
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",0,0,0,0,52,1487,391,153,309,936,,0,0,71,25,8335,85777,141469,121349,90281,252955,,37349,27297,31685,28220,15913,21898,22607,19253,18276,24474
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",701,1582,483,840,504,748,844,356,56,794,,3659,842,28378,46624,57535,47278,56745,41519,10485,16958,,13260,14393,16448,15984,18841,19775,17533,17316,15334,23625
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,0,0,0,976,0,1102,0,0,687,,0,3126,13487,623,6036,13220,1844,740,553,11425,,14901,14252,12787,6952,5580,8216,6997,4782,4989,14115
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",0,0,0,706,930,1233,6908,512,1221,654,,1326107,1018839,1103896,1048634,861350,901283,1227489,1101423,1155233,1720655,,90049,70690,65729,48905,41648,47031,52080,50694,48943,71413
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",0,57,0,0,0,0,0,0,0,591,,115873,162878,142510,158465,206605,195776,226434,173908,184742,303841,,230910,195707,186594,161635,143967,158409,157972,158174,162972,190501
290542,Pentaerythritol,435,497,401,65,644,724,188,0,84,570,,24525,26059,25003,22297,20890,24523,28900,19261,10890,29660,,5658,6144,6820,5544,6416,7376,5626,3800,2601,5155
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,0,0,500,1173,1455,4,478,,210,0,518,5,0,45,142,120,417,763,,47687,40019,41820,28373,24605,27100,29206,30341,29412,28719
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,367,72,329,475,,0,0,23906,4217,99803,121825,73917,90350,71976,143246,,4812,1757,4295,3937,948,728,2789,10436,1898,578
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",30,0,0,0,418,193,118,187,0,459,,1562,8586,1933,2952,42676,55987,5606,6366,9855,50044,,265125,250275,290492,281572,286083,287762,310081,309870,362811,426542
390710,"Polyacetals, in primary forms",0,0,0,0,0,26,894,470,508,380,,0,86,0,83,265,14603,50363,61600,55034,62087,,25025,28365,29723,24599,22755,27336,30393,22834,25310,32093
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,0,123,386,370,,1412,1782,914,893,4027,3901,1403,3491,1633,576,,5987,5356,5368,5207,4213,4533,5046,4465,4194,5359
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,359,,0,0,440,2,0,0,0,0,28177,40582,,26203,22256,19416,21706,11784,12063,13567,12616,8679,13921
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,0,0,301,,6592,9513,10530,8267,7951,9099,8524,1245,396,1286,,2627,2824,3735,3521,4538,4405,4952,4155,3803,4000
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,62,326,233,357,258,,0,0,0,0,0,0,0,0,0,23867,,0,0,0,0,0,1471945,1612205,1497734,1545068,1825090
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,66,2435,1182,1624,872,257,,0,0,42,0,12618,58585,58152,45690,50069,90567,,73553,63756,52861,37830,43044,82347,69923,71760,61078,64647
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,1078,584,91,83,240,,0,0,0,0,2861,42085,48399,26207,92400,126320,,15488,14181,12718,9168,6009,7817,6877,6056,7010,8282
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",0,0,52,49,49,136,141,78,29,176,,3933,3637,4005,3006,1913,3148,706,423,2484,4208,,38967,42666,49574,48835,45822,47985,53151,52510,60308,68581
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,308,327,274,229,176,,0,0,0,0,0,0,0,0,0,9718,,0,0,0,0,0,25842,24155,33918,37092,45003
282300,Titanium oxides,1678,616,684,0,0,0,0,107,330,171,,26011,32757,31604,25570,23421,37512,28713,24676,6774,21174,,40317,44635,41562,31436,28744,31588,36632,23898,21847,28564
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,0,0,0,0,0,0,0,0,155,,0,0,0,0,0,0,0,0,0,0,,174096,155679,132133,84057,100069,134306,172193,166697,165908,387306
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",2,0,0,0,0,0,0,0,0,145,,2659,1466,1730,1836,1561,2063,576,0,0,0,,71794,72677,62887,82524,92501,117340,114284,139880,152844,163418
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,0,0,0,111,143,150,139,,6598,6145,11628,14992,8358,16538,27477,17626,12315,19259,,62653,61181,62290,56921,56418,71260,72257,54582,49924,69484
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,123,,681,5884,4866,2427,4820,8271,4129,890,1094,5452,,3845,4543,5999,5533,5517,8432,6436,5382,6166,9434
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,0,0,0,107,134,0,102,,72,0,0,0,0,0,0,0,0,0,,96541,33927,41933,65549,61432,54707,54597,44925,26754,17149
292212,Diethanolamine and its salts,0,23,24,18,0,66,205,37,282,98,,75692,89098,45069,27198,23569,132092,105958,104755,89899,103344,,2079,2194,2473,1875,1921,1872,1652,1361,1537,2318
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",0,0,59,22,125,131,69,155,0,86,,0,243,120,0,777,2031,3892,4875,2113,1605,,13139,18382,19761,16918,16075,22542,20475,24035,21540,22445
190531,Sweet biscuits,223,137,148,256,220,98,70,95,59,85,,56722,56193,59132,63985,44760,47025,49306,54924,54068,50712,,39808,44739,49098,49624,50376,47242,50622,46712,45577,54163
292215,Triethanolamine,0,0,0,0,0,90,791,84,323,78,,0,0,0,0,0,0,0,0,0,57982,,0,0,0,0,0,1990,1414,943,972,1419
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",90,369,2168,1269,2034,3386,1318,162,66,75,,26412,24445,21419,29519,38795,33440,31633,37548,34073,49536,,341435,189048,122108,121042,80257,87117,91964,42450,58976,80807
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,28,0,327,59,,0,0,375,241,0,0,33,441,671,93,,0,0,78,79,131,50,76,75,412,205
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",0,0,0,110,150,87,0,318,70,55,,138423,77802,101511,47854,8675,41540,83886,51727,40546,46316,,44795,45436,47832,42303,37459,40069,46705,42985,42379,56100
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",5,0,0,0,0,0,0,0,0,54,,809,2765,4815,7023,14994,14595,10522,7731,459,4229,,176857,166628,178536,158860,155106,182629,206494,193288,243810,326931
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,0,0,77,80,3,0,0,38,,255741,238480,252173,276324,171433,66490,76808,87048,86019,79861,,40882,46389,48858,42765,39836,47629,48550,40053,46478,52158
848210,Ball bearings,0,1,0,0,0,0,0,0,0,38,,183,170,62,494,269,400,676,0,0,0,,266836,201379,220839,203774,161156,198691,225418,196365,191367,263033
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",1442,132,168,517,127,0,0,0,13,34,,144839,258097,293256,229055,246158,302291,276477,180266,161699,321928,,221356,193866,181404,116256,87002,112162,129096,123246,112832,207243
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,30,,8563,9984,10849,2772,189,125,218,24,187,1888,,11352,12053,14284,12994,14307,17238,18607,19612,23323,24762
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,619,0,0,0,29,,893,365,215,236,247,17474,8609,10355,1374,15,,27974,23436,24275,23381,17309,20016,19124,23677,26353,29816
999999,Commodities not elsewhere specified,50,61,49,37,27,33,26,46,30,29,,58175,53598,44142,326278,238820,161601,231751376,202382227,131993296,206072415,,2137731,3152091,4097793,4552289,3273929,3698539,3509151,3723829,3768943,4306975
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",0,0,38,0,0,0,0,0,0,22,,11472,16289,12601,80985,41591,52121,53954,58869,70240,77543,,21902,24937,26270,24044,20297,19135,17414,14227,20368,16136
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,0,0,54,23,22,0,0,0,21,,1839,1020,366,224,293,0,11,0,947,200,,1666,1860,2546,2925,3801,4387,4958,5565,6839,7904
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",0,0,0,0,0,1,0,0,0,20,,9850,14020,20364,31647,38854,46782,60988,48300,35517,25976,,19884,22553,26784,25822,28341,31646,28933,32681,41463,50949
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,19,,12437,116,62,3418,637,2286,33,0,0,0,,10363,7567,5658,6303,5534,7015,6494,5161,8230,10953
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",17,10,11,0,0,12,2,0,0,19,,49049,48280,41658,30133,22003,14736,35955,53891,46676,106712,,12694,18023,16178,14663,21526,22093,27169,27402,31922,44250
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",0,25,12,12,0,12,0,0,13,15,,0,122,0,20,11,6,44,211,9,59,,150,141,374,509,233,583,750,1379,1163,614
382370,"Fatty alcohols, industrial",0,0,0,0,0,0,11,272,67,14,,0,37,95,20,791,1010,3939,10533,7097,4975,,47075,40678,51891,41144,52969,57136,42078,34540,34072,48540
390319,"Polystyrene, in primary forms (excluding expansible)",34,0,8,0,0,0,0,0,196,14,,139495,91832,141229,92412,124267,151390,115419,88957,88579,152761,,13075,11842,10197,4811,9876,7760,7704,10038,11203,9617
80410,Fresh or dried dates,0,0,0,16,10,3,0,1,22,11,,74860,102943,129670,140135,141564,182379,201393,229833,245969,322840,,4638,4790,5005,3847,494,690,720,522,473,410
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,11,,0,0,0,0,0,21479,18092,17268,22076,29506
382440,"Prepared additives for cements, mortars or concretes",0,0,0,0,0,0,0,0,0,9,,5141,16979,29250,24262,22966,24641,20575,14839,14467,24813,,16416,16166,14790,13672,11439,11672,10829,9797,10852,15496
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,0,0,0,0,0,5,,229,0,0,23,50,53,9,0,0,12,,1087,1199,699,590,822,453,730,901,862,1120
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",0,0,0,0,0,0,0,0,0,4,,17120,23729,10649,8667,10416,11352,9997,7109,8187,5642,,16293,21233,20419,18746,17940,19662,21066,21216,17603,18640
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),9,38,31,6,8,12,15,5,10,4,,109,31,267,342,205,304,2156,2687,2554,1471,,6128,5721,7638,7056,5787,5848,8183,7751,8312,7195
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",396,0,0,15,51,0,0,0,0,3,,1377,352,2505,381,2770,5710,6094,110,0,1,,22970676,23597907,25365041,23263494,24227814,25931437,27291286,26370178,26777905,35057985
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,56753,71851,64501,66993,63521
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",11,40,21,45,4,4,0,2,4,2,,33,73,38,93,223,215,963,1025,1304,1030,,1369,1857,4226,6515,2624,2631,3147,2409,3040,2979
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",0,3,0,0,0,0,0,8,0,2,,195,163,0,459,489,1268,1763,330,613,2586,,13273,35741,25027,14128,25313,11286,14651,20951,14817,30681
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",0,1,0,0,0,0,0,0,0,2,,1793,2577,2616,1807,2736,10492,3263,9565,11543,6194,,35462,31624,28667,27683,26724,28211,29359,28380,28169,35593
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,,34872,36508,35559,27533,22200,21572,14868,11981,11470,14731
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,0,0,0,0,0,0,0,0,0,2,,647,277,218,625,496,478,8,19,0,0,,1527262,2218244,2460938,2350815,2806462,3739515,3857021,5399515,5740056,6798467
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),0,0,0,0,0,0,0,0,0,1,,34,0,139,42,166,599,1367,0,0,0,,9784,13487,15281,16248,15236,14738,14959,15312,13868,15065
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,0,0,0,0,0,0,0,0,1,,57934,43561,57226,67904,68335,73420,50283,41748,41600,27843,,27149,28110,27224,26271,27754,33981,30861,29635,36097,43718
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),0,0,0,0,0,0,0,0,0,1,,94,0,32,285,339,1369,363,0,0,0,,12935,18430,18085,18023,16576,14655,14450,14724,13741,13292
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,0,2,0,0,1,,1774,230,244,362,414,306,131,29,0,32,,9637,7934,7719,7413,7492,6556,7924,7758,7525,8151
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,1,0,0,1,,5013,4123,2593,193,0,7,0,0,25,9,,2128,1948,1744,1641,1801,2478,2537,1869,2906,3522
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,30,48,117,81,47,39,30,15,6,0,,642,454,366,264,360,533,832,752,807,1162
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,31,29,0,72,2,196,188,136,0,314,,5838,5829,8238,6115,6104,7451,7909,7577,11930,16603
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,4663,3895,6914,2315,2035,1449,2751,1470,1702,1501,,3180,3718,3425,3076,2869,3228,3643,3445,2704,4250
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,43,0,0,0,,3119,1872,1503,1980,8103,8445,4155,4770,3658,1461
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,424,305,240,232,214,210,361,561,432,527
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,0,0,0,0,0,0,0,0,0,,452,570,559,827,1238,592,409,0,0,0,,15045,15619,16141,15577,16395,18841,18774,20961,22472,22581
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,47,10,353,19,32,160,,22839,26980,32078,27043,24157,30033,34413,32939,44093,47306
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,171683,277483,91183,46364,39717,139992,96161,62072,78616,122389
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",0,0,0,0,0,0,0,0,0,0,,49,70,7616,7256,9091,5105,10374,9953,4432,10026,,5177,4829,31696,45480,35465,33831,28043,27574,35513,41590
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,40,0,0,0,0,0,,584,304,352,183,261,176,141,96,49,124
290345,"Derivatives of acyclic hydrocarbons, perhalogenated only with fluorine and chlorine (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0
290347,Perhalogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0
290369,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6122,5536,0,0,0,0,0,0,0,0
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,1,1,2,2,1,3,2,2
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1598,2115,1673,1618,1364,1913,2393,2333,1882,1885
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,203,9335,1197,59,0,0,0,180,325,1000,,13225,17030,12828,12958,13389,12755,12699,9491,10875,8727
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,100,0,0,0,0,0,0,0,0,0,,92364,78144,86848,86513,104754,108305,106617,92629,84598,130446
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,230,99,1212,1294,1027,620,505,342,532,906
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,0,0,0,,681,7242,14530,4778,575,173,62,0,0,0,,23751,15450,18487,16164,13797,16517,17946,12389,11559,20670
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,0,0,,74,110,0,5680,0,1010,0,0,0,0,,23400,91784,92409,28773,35326,55225,85255,37839,44734,81087
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,0,0,0,0,113,614,0,193,0,,0,0,125,63,74,18539,77603,65000,54890,150753,,27834,27614,34064,29164,24862,32265,35183,27878,22940,38789
290611,Menthol,0,0,0,0,0,9,0,0,0,0,,0,0,0,23,0,8,0,0,0,0,,12478,10376,7369,4467,5776,7715,9662,11878,9094,6993
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,0,0,0,19,31,71,140,240,0,0,,5480,5089,5813,4855,3923,4312,6394,3482,4117,4510
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,0,0,0,0,0,0,,2975,4219,4044,4721,3437,997,989,119,81,131,,898,990,864,945,742,492,444,618,455,513
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",0,0,0,0,0,0,0,0,0,0,,0,1228,0,110,126,23,12,0,0,0,,6378,6313,7177,7062,7964,7648,9655,9395,10363,11846
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",0,0,0,0,0,0,0,0,0,0,,0,0,0,51,146,22,23,0,0,0,,28694,30565,28163,31621,34632,38759,41390,47221,56926,53968
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",0,0,0,0,0,0,0,0,0,0,,0,58,0,56,1150,132,37,0,0,5,,51813,50342,46933,43537,44468,41240,42472,35034,33386,35571
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2873,3432,2869,2112,1479,1720,1290,932,1085,665
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,28,473,164,252,32,17,29,0,0,0,,1724,48,80,78,0,65,11,2,7,16
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",0,0,0,0,0,0,0,0,0,0,,61,360,257,119,272,945,1255,0,0,14,,792653,744442,777600,664633,641569,686910,721163,809443,939699,1024035
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,80,143,239,654,151,18,0,,0,0,0,0,3,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1932,1773,1480,1992
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,159,2047,1727,1737
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",0,0,0,0,0,0,0,0,0,0,,3632,2645,2041,239,1502,4450,2310,2244,9320,3379,,54802,74136,91680,64855,73178,81011,73404,66636,80803,96899
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",0,0,0,0,0,0,0,0,0,0,,554,192,97,67,1598,344,1340,0,0,0,,14522,18269,18341,16820,16611,16475,18192,17141,17522,20134
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,321,,0,0,0,0,0,1198,1497,1380,1122,1776
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,2521702,2790158,3292574,3035912,2788016,2960958,3053871,2553086,2661965,3078486
