Product code,Product label,Germany's imports from Australia-Value in 2012,Germany's imports from Australia-Value in 2013,Germany's imports from Australia-Value in 2014,Germany's imports from Australia-Value in 2015,Germany's imports from Australia-Value in 2016,Germany's imports from Australia-Value in 2017,Germany's imports from Australia-Value in 2018,Germany's imports from Australia-Value in 2019,Germany's imports from Australia-Value in 2020,Germany's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,1,0,0,0,0,,3579,5945,5312,4893,4535,763,692,1885,1666,485,,165553,156790,157109,129712,136657,137328,133511,123160,145103,156665
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,1,0,10,0,16,0,0,15,1,,1164,889,1381,1418,1400,1401,1112,999,565,539
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,323,96,250,317,4,231,4,0,13,219,,19566,24372,23477,21569,29600,31853,33933,34270,37677,38422
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,8,8,0,1,3,7,19,20,,1822,1948,2609,3053,4049,5707,7141,6801,4620,10038
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,335,607,588,670,624,775,1543,1173,1348,1096,,34663,37543,34379,23577,21013,24221,20729,19048,22007,26447
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,27,28,2,39,44,,2717,2891,971,877,994,450,1582,2096,2681,5404
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,125,0,225,83,184,111,56,0,8,2,,64742,34647,56266,68760,54773,36024,43064,37722,49045,51842
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,0,0,0,0,0,0,0,0,,2525,1679,1732,1165,4282,3221,1095,994,912,1012,,227854,224478,170524,116426,148617,139809,124995,120783,111838,122610
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,2,0,0,399,,339,606,746,246,360,307,521,476,691,705
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,0,31,35,0,0,0,0,2,0,0,,77,98,190,162,135,178,203,190,290,302
71450,"Yautia """"Xanthosoma spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,2,6,1,6,45,34,20,7,5
80119,"Fresh coconuts, whether or not shelled or peeled (excluding in the inner shell """"endocarp"""")""""",0,0,0,0,0,0,0,0,0,0,,67,17,35,25,27,67,187,89,322,701,,7184,7812,10533,10411,9230,9009,12309,8926,11138,11085
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,2,0,0,0,0,0,0,0,0,,0,0,0,0,7,2,6,2,1,3,,7002,6687,7578,6826,7290,8376,7112,6880,6062,6907
80270,"Fresh or dried kola nuts """"Cola spp."""", whether or not shelled or peeled""""",0,0,0,0,0,0,0,0,0,0,,285,5,1,0,5,0,0,0,13,17,,233,196,198,365,43,142,201,118,122,323
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,0,,16,0,13,0,3,0,0,0,0,0,,7278,7523,5849,5057,4707,4681,6519,5519,5803,6562
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,0,,631,565,246,437,548,481,500,369,348,500,,49527,60282,42081,38965,41582,46708,41030,51163,50726,76616
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,0,,554,739,840,866,1016,1225,1662,1778,1811,2345,,13382,16203,19998,23080,26150,29212,32157,34026,35914,49278
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",0,0,0,0,0,0,0,0,0,0,,118,35,78,202,252,353,283,431,742,395,,53678,55360,66156,61121,57378,54995,50009,53077,58536,64715
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",0,0,0,0,0,0,0,0,0,0,,4,13,7,6,11,809,224,484,1396,513,,12832,13874,18171,11249,11676,11166,11505,10181,6267,8067
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,2111,2323,2283,1806,1819,1811,1742,1803,1371,2118
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2874,3513,1429,1617,810,,0,0,0,0,0,250,320,251,417,450
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1530,786,917,2210,1829,,0,0,0,0,0,14,0,0,0,9
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,43,0,0,0,,79530,86056,123098,126383,131109,150152,163984,179840,198570,244015,,704854,788226,935308,741010,757679,1181538,1008726,855462,1011386,1152506
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,26531,26547,27020,19532,21819,20962,24737,25113,21987,36642,,357670,421757,427521,318085,307289,490167,462997,372099,370228,470545
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",1,1,0,0,0,0,0,0,0,0,,538507,484432,675054,484448,349434,379837,346720,336760,394565,648061,,127840,176307,196551,129757,120192,118023,99337,124989,153896,156737
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,5,0,0,0,0,0,0,0,0,,2225,795,1929,1101,1198,1354,4830,1030,4421,4352,,36239,45602,52261,35135,29308,44859,50368,43895,40130,57296
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,0,391,0,0,0,0,0,0,0,,42420,39244,35899,36358,28355,21974,25760,22409,16398,36563,,83904,94184,94229,66888,71915,141156,159726,118200,102900,112397
40630,"Processed cheese, not grated or powdered",0,0,0,0,0,0,0,0,0,0,,121450,112154,95686,82575,90713,95861,104811,90624,82499,80634,,130431,154017,149089,117700,100760,121289,129100,132126,137916,125355
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,920,666,61,31,96,1,0,0,0,,333296,353312,304985,274850,256941,278475,275422,237273,205845,255431,,3117391,3499782,3724654,2947158,3063871,3356414,3567948,3546069,3709011,4004255
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,255,367,92,196,47,20,87,23,674,251,,39732,38117,37305,29469,36240,50732,59140,52224,51737,53319
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",31,231,0,0,0,0,0,0,0,0,,8432,10212,10323,10544,7966,5212,6654,8221,10324,7631,,16042,17335,15252,15199,17130,22230,27750,26627,32043,35630
80711,Fresh watermelons,0,0,0,0,0,0,0,0,0,0,,2598,3462,4145,4747,5497,7366,7909,10413,5342,5700,,164734,202702,196882,205014,215072,231141,339885,286855,339869,285142
81020,"Fresh raspberries, blackberries, mulberries and loganberries",0,0,0,0,0,0,0,0,0,0,,14,202,128,33,116,52,60,91,217,259,,78343,108582,138711,162452,194922,223394,278439,311263,325875,373484
81060,Fresh durians,0,0,0,0,0,0,0,0,0,0,,3,0,0,77,1,0,0,1,163,2,,197,366,172,210,284,339,356,417,406,716
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7397,8209,6563,4288,1964,,0,0,0,0,0,11885,12592,4473,4243,8376
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",37,0,0,0,0,0,0,0,0,0,,10,48,5,50,345,7,49,12,150,318,,40196,39730,39112,26297,28378,31847,33236,35276,32640,37354
90921,"Coriander seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,540,1495,1477,1369,405,680,439,78,28,105,,3326,5098,7743,4750,3743,3640,3937,3788,5831,5416
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,35,135,205,272,37,382,84,96,63,70,,723,840,1502,1273,1524,1685,1783,1830,2192,2588
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,159,148,118,195,104,118,119,53,89,123,,5358,5203,5165,4693,4485,4873,5391,4830,3842,4673
100310,Barley seed for sowing,0,0,0,0,0,0,0,0,0,0,,5770,3604,6015,1136,68,4878,4609,93,201,48352,,13991,4389,1913,4209,3216,3318,12447,4468,4083,3540
100810,Buckwheat,0,0,0,0,0,0,0,0,0,0,,477,232,194,469,240,229,207,76,51,208,,2520,1460,1784,3384,2968,4046,3115,2892,5387,8465
20311,Fresh or chilled carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,25521,27321,31081,37953,45186,41666,34374,30690,42045,50181,,910016,982732,959087,655460,739406,857847,746057,851396,737556,671125
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,8,0,0,,141159,159217,221822,186193,150395,200787,138855,166188,102847,191590,,1066,1346,1363,1145,1446,1364,1780,1540,839,1060
20754,Fresh or chilled cuts and edible offal of domestic geese (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9487,7803,6163,3907,7884,8429,8695,8210,8265,6315
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,2,0,0,0,3,0,0,0,0,,34,616,0,3,0,98,0,15,0,0,,29686,37489,36576,30674,33637,35326,48762,33182,31007,34836
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,13,0,332,0,,523,671,202,64,728,345,555,867,781,811
10190,Live mules and hinnies,0,0,0,0,0,0,0,0,0,0,,7615,7622,6607,1441,501,0,0,148,4,0,,9,0,1,1,0,3,0,0,4,0
10392,"Live swine, weighing >= 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,945784,1036148,874602,615884,728996,694987,552702,600818,390148,176409
10611,Live primates,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,1237,867,5581,5706,5319,7501,7059,8607,11332,19981
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3036,3529,4039,6058,8760,,0,0,0,0,0,1529,1909,2449,3770,4142
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,0,0,0,0,0,0,0,,11405,14484,10245,10657,5455,1030,1975,355,179,175,,15646,18965,19881,17905,22140,147,363,498,279,280
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,0,0,0,0,0,0,0,0,0,,57,164,75,21,120,54,0,69,11,16,,6552,7504,9410,7720,6156,43,52,173,178,618
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,0,0,0,9,0,,0,0,0,0,0,355,493,219,104,177,,0,0,0,0,0,58630,54429,56513,52474,45095
30782,"Live, fresh or chilled, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,51,15,11,12,13
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,4,0,13,0,2,0,1,47,0,,3442,756,66,21,18,5,0,0,105,236
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,25,0,0,3348,96,3003,0,206,10,0,,49,193,1053,762,662,438,358,368,444,311
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,0,,0,0,0,0,0,273,128,113,92,169
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",0,0,0,0,0,0,0,0,0,0,,3363,2204,2819,3458,3180,2898,3335,3045,2662,2165,,10655,10395,8595,6939,7953,4983,6570,6804,3709,4296
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,39,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,18090,20636,16233,12337,12588,12234,6502,3527,3678,5436,,16930,24391,25817,19956,22353,23972,24239,25628,24770,32961
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,94,241,363,189,360,80,153,152,130,167,,3542,4864,4483,3692,3590,3947,3624,3959,3237,1014
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,12,1,91,9,1,71,4,4,11,663,,166,215,91,459,667,464,520,488,136,69
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",14,4,0,0,0,0,0,7,0,0,,26291,21888,9985,11455,12950,10859,11049,9097,26678,7550,,14,4,0,0,0,0,0,7,0,0
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1992,1667,2532,958,1425,2287,1819,2323,839,7656
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,112,104,60,122,256,,244,438,179,373,229,313,434,179,418,1022
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,96,522,857,743,258,,420,920,697,629,354,247,68,43,38,84
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,135,243,199,91,58,41,35,30,25,37
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2,1,0,0,2,0,0,0,0,0,,4890,3273,3638,2870,3863,3102,3411,3532,2896,2255
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,7,0,16,3,5,0,49,0,22,0,,37461,25765,37794,16907,21309,21639,19937,23463,21569,11559
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2014,10019,0,0,0,0,0,,1192,1045,1097,5218,485,227,129,187,214,1359
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2683,459,28,13800,17676,14322,10377,,3,1,7,66,64,41,43,56,24,0
30446,"Fresh or chilled fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,796,651,0,0,0,0,0,0,0,,170,153,88,70,64,101,50,87,59,48
30447,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2002,1487,260,24,17
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,68,159,160,68,29,23,9,8,13,10
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,,130,175,471,235,340,231,474,748,579,269
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,18,0,40,44,39,110,23,207,23,46,,32711,33958,34722,26083,21373,24081,30075,35225,22767,25326
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,3,3,3,2,7,8,3,0,3
292211,Monoethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,19,15,5,8,14,8,80,42,59,15,,15224,13113,14828,13131,11638,13220,20212,15593,14178,25269
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,1,0,44,0,12
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,1,1,0,2
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,102,23,319,8,7,19,151,6,10,4,,32178,35346,34427,24203,23576,18093,21280,20284,24587,18288
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,4,1,0,0,0,0,0,0,0,,39,93,77,47,17,11,2,6,13,9,,34677,33058,25189,27474,63110,44286,60977,67942,111633,194202
293331,Pyridine and its salts,0,0,0,0,0,0,0,0,0,0,,10923,5445,1698,1,9,0,193,1,6,1,,3913,5001,3329,3450,2631,2749,3470,3315,3670,4181
293332,Piperidine and its salts,1,0,0,0,0,0,0,0,0,0,,21,0,1,0,0,0,2,0,0,20,,191766,560419,289947,80930,971,707,1056,908,835,930
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,4,5,0,0,0,0,0,0,0
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,4,1,1,1,0,1,0,0
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,1,0,0,0,0,0,0,0,,3595,321,132,131,59,3661,19,3,12,0,,126840,108251,49767,30562,39328,47205,48184,77905,53796,44063
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,1596,1809,1401,1612,2700,985,1890,2540,2393,1701
300692,Waste pharmaceuticals,0,0,0,0,1,0,0,0,0,0,,710,281,181,135,111,233,410,407,101,113,,520,37,232,24,25,35,23,2,0,47
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,8790,7368,5134,5755,6901,10476,10681,9754,8088,8582,,39565,24934,38177,28665,25935,35821,25820,36194,25728,44187
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,0,0,0,0,0,0,0,0,0,,1543,2912,1449,4597,6765,6067,5069,9465,11809,13965,,21481,24592,19697,18739,11974,10928,13480,12512,15780,7602
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,0,0,0,0,0,0,,38,2938,28365,23583,12635,7800,15414,12187,22390,35,,15857,19335,18061,16324,15696,13149,12367,9045,9152,11914
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,0,0,0,0,0,,279,225,1277,925,764,932,385,462,430,966,,44170,39724,32515,25860,22486,24364,14070,16559,17709,18646
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",0,0,0,0,0,0,0,0,0,0,,95,153,192,155,184,190,190,124,150,199,,56510,75594,82149,67581,60894,61773,60993,51133,49917,57841
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",0,1,0,0,0,0,0,0,0,0,,11,10,33,4,6,3,0,1,0,9,,17383,34837,32186,29730,33194,37171,49741,44219,30923,50355
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,2,0,0,0,0,0,,7,45,7,0,4,3,2,0,5,0,,18200,11518,13949,13695,7879,8100,7532,7192,4302,5537
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",1484,896,332,5,0,0,0,0,0,0,,30128,28980,14771,13971,7602,0,0,0,0,0,,472462,244699,259549,228570,236004,0,0,0,0,0
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",4431,11500,18357,23537,15935,0,0,0,0,0,,100366,98929,94059,161165,473707,0,0,0,0,0,,14343983,15396680,16635718,15862523,16741389,0,0,0,0,0
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",2,0,2,1,0,1,0,20,2,0,,0,14,64,20,14,61,22,16,33,20,,50304,56867,57341,49829,52938,57990,56401,48164,34245,50253
291813,Salts and esters of tartaric acid,0,0,0,0,0,0,0,0,0,0,,1216,1606,1496,1273,1743,2234,1603,1038,1972,1256,,7268,7447,7287,6259,6516,7164,7773,7522,5884,8566
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,250,367,33,25,37,50,52,25,22,3
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",1,0,1,2,2,9,1,1,0,0,,14347,281,39,367,383,183,383,110,51,95,,1267205,1350843,1488629,1064025,955258,913856,1056129,939884,772709,843680
292512,"Glutethimide """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,1116,1218,491,913,577
292700,"Diazo-, azo- or azoxy-compounds",0,0,0,0,0,0,0,0,0,0,,17,27,41,4,5,2,15,2,1,4,,41425,36160,36737,37020,37042,45709,44386,36861,31957,45070
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,15485,15609,19874,11363,10426,21780,15642,8591,23961,21120,,56243,72047,67427,54081,44819,58511,66421,71670,66227,82886
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",2,0,0,0,0,0,0,0,0,0,,8647,9513,9947,9240,9878,11599,10817,12304,16174,13932,,60018,51623,65934,78376,70979,74476,66857,61419,63943,77458
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,14676410,14824997,16451316,12582034,13559824,19937263,31970665,35167504,26312442,36957140,,977,1363,7554,13655,16016,48709,73988,7635,11062,92059
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,0,0,,429620,429145,469344,186935,172934,244379,299734,522886,539698,169406,,897413,902688,599221,335420,307567,456600,537390,411786,349756,661040
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,0,,208,35,1,6,2,0,0,0,0,0,,79163,109128,101145,72018,42186,0,0,0,0,0
291471,"Chlordecone """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,105,17,13,16
291513,Esters of formic acid,0,0,0,0,0,0,0,0,0,0,,97,13,20,21,0,3,0,129,22,0,,1800,1887,1690,1491,1625,1604,1325,1086,915,1354
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",1,0,0,0,1,0,0,0,2,0,,141,143,171,98,39,72,21,9,18,25,,93165,92071,97789,85252,81706,94524,121918,111640,107477,170065
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,959,1026,1261,898,887,760,611,718,550,558,,36082,33872,67306,64657,48087,46312,55886,35444,32114,35967
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,0,0,0,0,0,,77,77,62,39,178,88,284,113,18,262,,158895,147564,142236,80434,63360,76841,104637,91358,72168,88006
290121,Ethylene,0,0,0,0,0,0,0,0,0,0,,2014,179,299,25,42,334,56,8,58,21,,809977,795482,768781,674117,659173,561185,727386,681458,428226,495902
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,4,0,3,0,0,,128273,158449,110648,75910,61365,124365,84945,80367,39566,86368
290220,Benzene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,550750,624639,500139,366546,333220,379713,340418,245240,182920,375065
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,183,165,134,30,51,74,22,65,38,34
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25216,17101,50,74,60,104,2443,52,2434,3761
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,360,657,66,72,123,31,17,2,11,89,,5383,3111,2018,2379,2072,2541,2697,3044,2936,3744
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,29,398,1813,2704,1057,0,0,0,15,0
290433,Lithium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,10,5,2,0
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,7,5,1,1
290542,Pentaerythritol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,3,,12649,13985,13239,8953,9273,11536,12565,11691,12099,18794
290543,Mannitol,0,0,0,0,9,0,0,0,0,0,,120,48,37,54,182,34,232,4,1,3,,8016,9823,8792,8659,8464,9785,10499,11127,13478,17123
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",2,0,0,0,0,0,0,0,0,0,,0,10,2,79,14,35,25,24,142,11,,19693,22519,27099,26875,28154,26958,35759,49234,46486,58076
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",0,0,0,0,0,0,0,0,0,0,,25,11,8,5,6,31,11,39,7,7,,81980,98873,95454,74520,75466,85039,97415,84949,83800,101599
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,83,166,83,40,28,30,7,4,5,4
