Product code,Product label,India's imports from China-Value in 2012,India's imports from China-Value in 2013,India's imports from China-Value in 2014,India's imports from China-Value in 2015,India's imports from China-Value in 2016,India's imports from China-Value in 2017,India's imports from China-Value in 2018,India's imports from China-Value in 2019,India's imports from China-Value in 2020,India's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",5,71,0,0,0,0,80,0,0,0,,84326,55555,51469,50804,36916,28704,41469,47388,22652,26250,,19,76,67,108,39,59,205,24,3,213
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,198,724,1548,1194,813,1159,1,31,0,0,,5970,11351,14006,8404,5807,8247,24484,48057,20338,49740
580135,"Cut warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",1452,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2019,0,0,0,0,0,0,0,0,0
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,4,0,0,0,0,0,17,0,,45769,43918,41233,32986,29803,39546,42075,32133,29220,31115,,13,52,31,0,0,0,1,0,24,35
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",59,429,1691,2163,1936,750,0,0,0,0,,17067,19423,23550,19435,25215,0,0,0,0,0,,194,559,1747,2220,1955,856,0,0,0,0
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,12,0,1,3,0,0,0,0,0,,189,332,552,413,90,40,102,97,987,845,,0,12,0,1,3,0,0,0,0,0
711029,Palladium in semi-manufactured forms,24,0,0,0,0,0,0,1,0,0,,237,465,171,2674,58,50,66,561,850,1886,,2492,14990,42515,37758,17612,22242,44305,74673,209653,207963
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,19,0,0,0,23,0,0,,1686,3640,2284,1616,765,1130,2145,2013,1668,1326,,14831,5240,5780,2599,1319,1704,5935,206,98,161
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",32,0,0,86,23,46,141,0,0,0,,67909,113527,126380,178274,135784,114311,140138,107720,107292,111383,,264,196,1071,266,88,127,403,116,195,205
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",26,42,16,3,64,0,0,0,0,0,,10766,10387,9207,11478,12449,23402,29130,22441,14062,28392,,859,368,114,109,331,367,293,287,166,373
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,3,2,1,0,0,1,0,,352,80,490,672,688,593,9796,1384,1133,2127,,0,0,286,37,60,122,1780,60,3,10
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",7833,32,6995,10957,90,6051,1108,1822,0,0,,27904,21473,18048,15086,7094,6311,15152,4682,2513,70471,,137015,52343,59327,95251,46803,43201,68041,99893,29810,22298
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",276,331,0,210,52,0,5,15,23,0,,41362,37373,57836,47676,37446,52965,57981,49442,46997,71915,,2500,7026,559,492,221,851,983,1152,76,96
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",674,0,14,0,15,0,0,85,0,0,,40843,44428,52337,40977,31057,31455,31724,28893,27742,26772,,679,0,26,133,15,41,287,204,40,102
761511,"Pot scourers and scouring or polishing pads, gloves and the like, of aluminium (excluding sanitary ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0
741819,"Table, kitchen or other household articles, parts thereof, of copper (excluding pot scourers ...",171,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1632,0,0,0,0,0,0,0,0,0
731920,Safety pins of iron or steel,127,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,220,0,0,0,0,0,0,0,0,0
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",11040,0,0,0,0,0,5540,0,4,0,,1356,2232,1090,450,582,616,859,180,585,326,,228156,190387,149243,130937,91713,207565,382204,135616,67008,116952
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,222,0,0,0,,155,0,950,1386,27,0,316,644,0,104,,328,0,0,732,3055,3823,10122,12542,11800,21201
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,15,0,0,0,0,0,0,,0,754,0,3132,7502,10264,17674,16812,11143,14984,,0,234,282,203,60,820,173,447,155,0
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,0,0,0,407,378,561,1245,1141,141,148,,0,95,6,0,0,0,8,0,0,0
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",129,0,0,0,0,0,0,0,0,0,,426,3815,6565,2799,1403,1410,3638,14673,14057,9045,,685,164,474,335,131,69,69,48,31,81
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,0,0,0,,135278,118160,113895,115691,97374,104694,115826,146243,135850,129451,,27,35,50,64,30,99,56,81,19,84
160242,"Prepared or preserved shoulders and cuts thereof, of swine",6,0,0,0,0,0,0,0,0,0,,402,1082,161,22,1047,1623,1633,1542,1684,1392,,36,70,47,26,38,107,51,108,28,90
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,0,,98789,88566,91395,76920,74079,79332,80261,73467,56781,57254,,0,2,0,0,0,0,0,0,0,0
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",0,0,0,0,0,0,0,0,0,0,,789374,895495,922778,894330,874677,994175,1275686,1414639,1686325,1816502,,11,0,55,0,0,0,0,0,35,606
160420,Prepared or preserved fish (excluding whole or in pieces),0,1,0,0,0,0,0,0,0,0,,477162,494348,507843,523243,532674,499343,581001,530931,568220,555581,,35,42,1,1,0,81,156,92,0,205
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,666999,793024,672412,460488,556038,694623,767732,585109,526604,537276,,0,0,0,0,0,78,233,2495,183,125
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,123577,118057,146883,166291,110613,130586,111590,118425,123817,121792,,0,0,0,0,0,0,0,0,0,13
160557,"Abalone, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,126490,156923,275471,259375,228237,340495,374161,299886,276805,313729,,0,0,0,0,0,0,0,0,0,0
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",353,0,0,0,0,0,0,0,0,0,,1427,1861,1934,4392,2638,2925,3290,3357,531,258,,10699,11382,9598,7314,9256,14807,19143,16479,21735,24791
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",15,0,2,0,0,0,0,0,0,0,,42702,57414,58860,54925,75463,66574,92929,127464,126305,82363,,1012,823,1606,1164,750,1043,1262,1444,1238,1401
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,0,0,,37,13,8,25,23,302,581,22,31,0
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,376,355,184,89,43,26,131,212,138,317,,0,0,7,6,5,11,1,3,19,79
210320,Tomato ketchup and other tomato sauces,1070,373,669,0,318,0,0,3,0,0,,22916,26809,48775,27194,28272,22983,33174,26499,28450,33190,,2017,2187,2532,2464,3077,1446,722,737,937,570
220430,"Grape must, of an actual alcoholic strength of > 0,5% vol (excluding grape must whose fermentation ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,101,1,8,0,0,2,0,0,1,4
220720,Denatured ethyl alcohol and other spirits of any strength,0,0,16,20,0,5450,0,0,495,0,,5473,1513,1753,284,912,1623,16499,26,17483,3587,,27915,44403,86333,147728,190737,253189,265187,315227,305465,313729
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,737,1826,1460,1208,888,1027,1363,1065,394,1955,,21,0,0,0,0,0,0,0,7,0
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,604,492,115,279,358,518,922,1106,976,1535,,0,0,0,0,0,0,0,0,0,0
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",23,0,0,22,17,0,0,0,0,0,,22,13,13,7,59,6,6,4,3,71,,2927,2532,5924,6391,4827,6622,9715,8226,6900,8114
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,52,0,0,1209,0,0,0,0,0,0,,39,0,0,0,0,0,0,1,0,3
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,53,166,0,55,17,2,,0,0,4134,6206,492,0,1,1,248,370
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",3,0,0,0,0,0,0,0,0,0,,67,0,72,5,76,41,14,33,29,44,,600,1379,833,547,121,45,54,19,6,57
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,1,2,1,0,0,0,0,0,,4247,3934,4293,5622,5213,6059,4410,3030,2680,3887,,4230,3505,2113,950,3645,3561,2812,3258,3387,6418
120100,"Soya beans, whether or not broken",72,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,651,0,0,0,0,0,0,0,0,0
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,0,0,0,0,0,0,0,0,0,,278748,201195,198529,124660,108094,90847,99585,91920,71110,73898,,0,492,2429,8450,32834,34855,78726,106784,285330,488079
120220,"Shelled groundnuts, whether or not broken (excluding roasted or otherwise cooked)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,0
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",0,0,0,0,0,0,0,0,0,0,,205095,169906,154838,173992,149269,188465,241002,222860,170800,133751,,0,63,22,83,71,1800,1326,1668,1162,1199
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,1,0,0,,0,279,0,0,0,0,0,0,1,4077
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,1073,775,817,483,1175,910,232,309,168,226,,0,0,1,0,0,0,0,0,0,0
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,3,6,3,32,2,4,0,9,0,0,,98,92,544,315,667,929,489,1023,1101,1498
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",0,0,0,0,0,0,0,0,0,0,,69,129,0,0,0,0,6,0,0,0,,32,0,57,2,11,942,0,0,1,0
283325,Sulphates of copper,2189,138,218,143,114,142,1,0,0,0,,39087,30493,31384,29177,19598,27608,32285,37528,27876,23996,,12260,11374,11414,10679,7356,7380,328,267,100,155
261590,"Niobium, tantalum or vanadium ores and concentrates",385,0,25,94,375,285,0,0,0,0,,2320,3,6159,0,0,0,0,970,52,850,,3261,2823,3512,2187,6332,4417,9055,6954,1006,3602
270220,Agglomerated lignite (excluding jet),0,0,0,0,1,0,0,0,0,0,,1164,224,84,45,0,0,14,65,39,42,,0,0,2,0,1,0,0,0,0,0
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",0,0,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,12,5,21,1,0,0,0,0,0,0
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",14,0,0,0,0,0,0,0,0,0,,10536,10529,8298,5562,6343,6634,7752,6267,5466,2950,,1152,1150,1133,797,1151,1380,1720,772,48,72
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,675,558,565,937,382,129,98,101,145,222,,8,103,0,53,33,17,0,90,0,13
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,286,268,238,377,849,1281,2740,487,368,345,,135,194,268,62,122,234,52,7,7,121
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,711,495,321,183,456,1123,693,519,463,428,,0,0,0,0,20,18,26,0,5,67
240220,"Cigarettes, containing tobacco",2939,1807,2082,547,449,422,165,82,612,0,,449920,488921,513745,572650,634751,575756,721043,705911,257003,133492,,19148,19648,21140,20045,21094,17122,20075,17990,15556,9693
240391,"Tobacco, """"homogenised"""" or """"reconstituted"""" from finely-chopped tobacco leaves, tobacco ...""",12,0,0,0,0,0,0,0,0,0,,2913,3241,2131,1846,2012,3220,3782,4464,2836,1899,,930,856,1460,2211,848,739,1176,2545,1586,609
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",0,0,0,0,0,0,0,15,0,0,,1208,22188,35327,60257,15014,15945,22650,14226,17104,17027,,0,0,0,0,0,0,0,15,0,1
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",85,133,0,20,39,38,126,131,0,0,,162663,183824,178888,296366,167986,126473,160001,244837,252802,243391,,3072,4973,6283,8379,8623,10511,13116,19537,12382,19732
81310,Dried apricots,16,0,0,53,11,0,0,0,0,0,,919,525,4053,6829,4654,490,384,458,327,456,,4143,13665,12675,14017,8203,24829,28240,17302,11177,12807
81330,Dried apples,1,0,6,0,0,0,0,0,0,0,,890,508,289,296,580,518,543,251,1048,1486,,797,1100,1156,847,935,909,930,1088,1048,1372
90112,Decaffeinated coffee (excluding roasted),0,0,0,0,0,0,0,0,0,0,,0,0,0,8,7,9,48,45,31,0,,1,1,0,85,755,268,132,160,45,43
90122,"Roasted, decaffeinated coffee",0,0,0,0,0,0,0,0,0,0,,517,139,166,71,5142,176,257,634,2492,1386,,30,144,228,17,14,0,4,6,44,1114
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,0,0,0,0,0,0,0,0,0,0,,0,19,0,0,11,39,108,24,41,46,,171,74,757,501,72,49,192,4,8,1
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,705,39,110,54,130,169,151,934,389,1319
60210,Unrooted cuttings and slips,8,0,0,0,0,0,0,4,0,0,,9233,8821,8418,7752,7159,6581,8130,11411,11832,12907,,219,212,66,94,172,319,452,881,322,294
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",13,14,0,0,4,3,0,2,1,0,,10927,11516,10100,12433,17637,19860,22763,25454,25145,25972,,152,134,71,81,146,1669,534,1171,583,643
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,58,0,46,0,183,71,0,0,0,,2016,2126,1539,1266,824,1343,1396,1243,1427,1060,,2932,3002,3322,3785,4959,5112,7650,6625,7452,7332
90700,"Cloves, whole fruit, cloves and stems",2640,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,90618,0,0,0,0,0,0,0,0,0
90810,Nutmeg,30,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6562,0,0,0,0,0,0,0,0,0
90832,"Cardamoms, crushed or ground",0,0,0,21,39,0,0,0,0,0,,0,0,0,0,34,3,0,18,0,0,,0,722,441,792,116,970,1850,4203,1157,355
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
110311,Groats and meal of wheat,0,0,0,0,0,0,0,0,0,0,,0,21,0,0,0,2,9,6,0,0,,23,7,0,0,0,0,56,6,16,7
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",20,0,0,0,0,0,0,0,0,0,,273,50,660,193,70,50,32,34,85,68,,1143,1690,3133,2216,3456,7108,12734,10484,11269,15498
110510,"Flour, meal and powder of potatoes",4,0,0,0,2,0,0,0,0,0,,1366,732,741,967,509,585,391,1257,129,80,,9,2,5,0,2,0,0,0,37,0
110520,"Flakes, granules and pellets of potatoes",10,0,0,0,0,0,0,0,0,0,,4498,2751,2487,1732,676,554,472,531,716,726,,660,789,2424,3506,966,668,1632,751,1869,460
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",0,0,0,0,0,0,0,0,0,0,,29528,20745,23820,14715,8260,8609,10036,9394,11998,9719,,0,0,0,0,0,14,0,4,0,8
110710,Malt (excluding roasted),1208,4289,937,508,3713,3455,3724,4035,138,0,,87852,143268,165141,153002,152656,151355,191362,223324,160343,144582,,1578,4863,2002,2257,4573,4685,5588,5785,801,1470
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,51074,59271,61533,83468,71171,55728,63929,61005,53448,60620,,0,0,0,0,0,0,0,0,0,0
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,7,25,26,20,18,,0,17,0,0,0,1,6,0,5,1
80211,Fresh or dried almonds in shell,9387,0,0,0,90,3,0,0,0,0,,399,0,1,166,1392,487,826,683,526,105,,344881,503121,566801,651300,617579,699435,769722,802881,874854,864001
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,91,297,19,13,26,79,79,325,41,365,,0,7,7,0,0,0,0,2,9,19
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,16,0,0,0,0,0,0,0,0,,45,29,75,83,82,65,101,64,226,4880,,0,13154,85512,132445,49991,50329,57186,38427,75453,67742
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1225,1991,0,0,,0,0,0,0,0,0,0,0,0,0
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",346,428,749,391,342,36,0,0,0,0,,747612,893326,918804,980726,916103,2,0,0,0,0,,414,552,856,956,928,154,0,0,0,0
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,0,0,0,0,,1273,1690,2288,4851,740,279,157,113,8,15,,0,1,0,1,0,24,3,197,0,9
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,56606,63533,72007,83973,80004,76194,70980,80612,96072,71141,,0,0,0,5,0,0,1,0,0,0
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,0,0,159,19,0,0,0,0,0,2
70999,Fresh or chilled vegetables n.e.s.,0,0,0,0,0,0,0,0,0,0,,147300,181517,255441,295231,358592,442887,427460,371583,352399,290607,,0,169,124,169,342,331,232,542,274,74
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",0,0,0,0,0,0,0,0,0,0,,113153,106370,104373,95556,97683,93178,102187,100658,91926,99174,,0,0,0,0,0,0,64,130,92,171
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,0,,60614,68635,74084,78101,80816,83705,93694,90370,85194,76103,,51,0,0,0,0,0,0,0,0,0
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",26,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,53,25,,557,854,519,1220,1479,1562,1264,279,561,511
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,56916,57994,61192,59640,61066,61811,60479,56192,57989,48644,,0,0,0,0,0,0,3,0,0,0
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30250,"Fresh or chilled cod (gadus morhua, gadus ogac, gadus macrocephalus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4367,13352,8025,5069,5718,1674,1933,4631,3022,2558,,0,0,0,0,0,0,0,0,4,5
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,2498,3545,4060,3288,1518,1848,1996,1896,2354,1426,,0,0,0,0,0,0,0,0,0,0
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,211,1722,475,1088,2775,2398,2292,381,392,7,,0,0,0,0,0,0,0,0,0,0
30321,"Frozen trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,6342,10311,12188,11002,7170,11432,16227,11360,13584,16047,,0,49,0,6,0,0,0,0,0,256
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,43549,83144,120766,130105,130341,109896,70596,103137,211218,137771,,76,0,61,1,0,98,68,104,325,0
30352,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,4663,8702,10788,16899,19457,16779,17202,18760,13780,26817,,0,0,0,0,0,0,0,0,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30377,"Frozen sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,71,0,0,0,0,0,0,0,0,0
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,0,0,0,,1322,5681,4761,6057,6803,2928,4254,4834,3588,2221,,0,31,27,0,0,132,301,2328,5,1
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,69358,42945,47389,45926,58921,62985,64743,45667,37527,31375,,0,133,73,0,0,0,2,9,36,96
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,663,784,1138,444,885,717,567,1067,,0,0,0,0,0,0,0,0,0,0
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,4202,5618,14226,15590,12353,10400,19039,25795,35553,27318,,0,0,0,266,361,362,434,504,278,372
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,0,0,0,0,0,0,0,0,,73483,70509,79518,72280,69305,74491,68722,57372,45881,53151,,0,0,0,0,0,0,0,1,0,2
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,2,0,0,0,0,0,0,0,0,,1621,2002,7011,6773,4708,2802,4343,4569,2730,3931,,54,63,312,132,758,757,693,948,521,350
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,0,0,0,0,0,0,0,,82772,60288,56654,53647,54880,71242,69108,69139,50093,49415,,0,3916,10424,10905,12161,14136,14054,13243,21687,20805
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,42627,63702,62842,99139,102624,,0,0,0,0,0,0,0,0,0,0
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,19331,10124,13969,9075,9348,8775,5249,5012,3562,5428,,0,0,2,0,0,51,0,1,1,6
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,202621,243307,137825,132484,142687,,0,0,0,0,0,0,81,122,51,108
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,0,0,0,0,0,0,0,0,0,,302997,318853,366405,301859,277096,28442,10685,3050,2337,5419,,115,18,15,78,35,5,6,4,0,1
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,1701,1007,692,250,101,127,40,16,21,8,,0,0,0,0,0,0,0,0,0,0
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29972,29402,30395,22912,21129,,0,0,0,0,0,0,0,0,0,0
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,19421,25830,36277,35039,36243,2712,1710,1236,1026,2215,,0,0,0,0,0,0,0,0,0,0
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,35850,41832,31031,34131,68670,52351,40925,35528,28611,22221,,0,0,0,0,0,0,0,0,0,0
