Product code,Product label,Japan's imports from United States of America-Value in 2012,Japan's imports from United States of America-Value in 2013,Japan's imports from United States of America-Value in 2014,Japan's imports from United States of America-Value in 2015,Japan's imports from United States of America-Value in 2016,Japan's imports from United States of America-Value in 2017,Japan's imports from United States of America-Value in 2018,Japan's imports from United States of America-Value in 2019,Japan's imports from United States of America-Value in 2020,Japan's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",43,15,0,3,12,0,0,4,0,0,,2755,3434,7108,3146,2414,2334,2885,1965,1087,1732,,12813,13419,11351,8834,10729,10594,10693,9577,7977,8022
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,3,8,0,13,0,0,0,0,0,,11336,8790,9232,5445,4491,1452,734,767,2422,4249,,1184,1246,1108,805,1206,1273,1588,1661,1144,791
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",216,252,101,65,98,0,5,22,3,0,,71262,83812,99885,97070,85448,81886,89088,98956,116066,161715,,119490,123045,110980,88373,93298,94726,102110,103641,91526,107823
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,0,0,0,0,0,0,0,0,,7527,9232,8074,7432,7555,4200,4464,18529,3245,5512,,35,25,134,73,57,58,0,0,7,18
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,4508,2553,4356,9209,5243,,0,0,0,0,0,224,152,76,74,92
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,4133,3886,3386,3662,4732,,0,0,0,0,0,534,705,1184,1595,3569
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",96,93,16,8,56,5,3,2,0,0,,109769,90293,77693,70206,53577,54797,56719,44968,24830,29045,,3545,2599,1556,438,383,290,159,165,158,89
481200,"Filter blocks, slabs and plates, of paper pulp",172,57,2,4,14,0,0,0,0,0,,3749,2879,1903,1822,2695,1581,1738,1407,1604,1595,,305,243,844,951,832,1037,900,1113,932,1452
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,180792,183527,235510,271843,234757,267021,306088,279667,297955,361639,,349,335,185,228,195,83,26,853,1084,70
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",4,3,0,0,0,0,0,0,0,0,,18,38,80,199,84,49,216,304,230,264,,146,142,147,104,99,54,106,145,218,128
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,3,0,0,6,2,3,2,0,0,,2257,1819,1908,1899,1628,1524,1833,1663,1796,2257,,19360,17708,19568,16612,15545,15629,12952,11926,9400,9002
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,2294,2085,4593,7822,9144,4269,3083,1965,1896,992,,131,100,59,72,88,96,84,76,142,218
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,6,12,6,0,0,21,0,0,12,,165,21,25,37,24,47,42,3,12,19
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,6,0,0,0,0,0,12,0,0,,2254,1964,2395,1248,1150,692,785,924,385,574,,4724,4457,4585,3740,3151,3619,3171,3088,1985,2612
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",45,120,0,0,0,0,0,3,23,0,,435,908,1991,1551,2011,2059,935,394,292,252,,3725,3234,2554,2208,1518,1402,1325,940,616,961
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,300,493,187,129,40,211,7,12,53,21,,0,0,0,0,0,0,0,0,0,0
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,635,559,581,690,696,1249,1782,1631,1721,2347,,0,0,11,0,0,0,0,0,0,13
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,5,3,8,29,43,10,0,0,22,,0,0,0,0,0,0,0,0,0,0
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",189,261,168,215,123,109,52,62,60,0,,34700,48874,38442,36596,20750,28564,25551,56801,82916,123929,,14524,11591,8585,5651,7374,3254,4749,2963,1640,3175
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,504,6,0,3,0,,0,0,0,0,0,0,0,0,0,0
293311,"Phenazone """"antipyrin"""" and its derivatives""""",14,18,21,22,7,14,8,8,0,0,,213,518,501,238,1657,457,242,454,729,2735,,327,469,716,274,391,383,423,531,348,199
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,2,5,0,0,0,0,0,0,0,,1010,883,1969,123,1304,315,556,757,594,721,,358,474,527,5,520,363,246,590,20,221
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,4,2,0,,0,19,171,94,231,127,256,95,72,52,,2403,1488,1183,738,1075,1107,1387,1456,1154,1658
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,55,7,0,10,0,0,0,0,0,,1823,789,2004,4287,1641,1546,2623,2589,4814,3146,,33485,15623,42567,11526,12811,8773,6583,8459,14937,12061
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,249,184,232,323,,0,0,0,0,0,0,0,0,0,8
293211,Tetrahydrofuran,63,0,140,0,0,41,0,0,0,0,,60799,30089,31544,33684,18047,25235,23687,38052,30879,37825,,12615,12929,12517,11864,13578,12871,13290,12923,12432,18112
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,751,171,520,480,1235,,0,0,0,0,0,13737,8036,9837,9319,15603
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,745,1341,142,945,1207,1106,658,1158,1749,1050,,3110,2791,2724,2707,2728,2481,2426,2240,1719,1720
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,461,0,0,,0,0,0,0,0,7697,13276,5095,3887,24797,,0,0,0,0,0,10429,8745,10077,9527,10398
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,799,850,792,1098,1248,957,19,14,15,0,,2263,3840,4628,7255,7271,4763,1380,986,2026,2410,,1654,2349,2448,2696,2484,2860,1441,1266,1270,1845
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1478,919,914,600,824,655,630,181,371,297,,809,1464,1615,1555,909,590,609,546,290,288
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",11,7,0,10,0,2,0,6,0,0,,968,2028,2381,4180,4797,4981,5437,4527,1619,3138,,1680,3426,2348,1851,1089,1107,1409,1651,746,476
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,3,0,2,0,0,0,0,3,0,,232,193,170,146,345,809,334,165,245,206,,1455,1003,603,411,404,367,1029,337,259,683
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,11,0,0,0,0,0,4,0,0,,465,273,429,209,316,264,374,373,932,250,,33,85,61,46,121,85,68,93,16,128
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,390,73,59,131,18,47,252,65,228,21,,2600,2869,2799,2376,2014,2106,2062,1785,1528,1502
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",3,0,2,4,9,0,0,0,2,0,,1090,1085,1028,1106,939,887,704,766,562,502,,2010,1766,2272,1849,2156,2293,2078,2227,2055,1910
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,41,0,0,0,0,0,0,0,0,,2312,1913,1615,1657,1944,1872,1671,1372,1148,2291,,4798,5246,4940,3419,5135,4795,5075,3557,3630,4624
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,0,,635,827,708,726,517,415,699,580,2291,547,,4768,4580,6195,6177,4244,2656,2838,2571,4170,1500
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,12,22,31,22,17,12,22,0,,2553,2099,2148,2404,1769,790,842,1206,1980,2956,,1429,890,1135,1378,2118,1505,2608,1942,1368,1429
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,1195,172,45,405,111,356,85,332,124,191,,13473,14624,17534,15494,13310,15840,15157,12635,8278,8104
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,32,0,2,0,2,0,0,0,,514,484,1221,1524,1292,487,147,308,420,404,,66,152,109,46,35,40,35,39,16,28
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,9,7,4,45,0,15,0,2,0,,2850,2277,2106,3602,2234,2637,1237,989,1085,1094,,2344,3591,2793,2068,1705,1849,1678,1572,1117,962
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,33,0,231,382,365,776,1881,1612,869,4690,,0,11,12,2,0,0,3,0,0,2
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,2,0,0,0,,2561,3636,4233,3666,3088,2905,4029,1671,1678,5488,,7264,7467,5571,3113,2582,2441,2297,1450,344,464
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,456,334,511,327,348,423,318,293,95,80,,1114,960,1148,1321,1009,334,288,336,115,108
481810,Toilet paper in rolls of a width of <= 36 cm,14178,20490,24709,24094,27938,9648,91,94,185,0,,302957,361187,341495,284003,241940,206856,187859,176908,173670,150219,,75280,70895,82844,75071,85926,69559,51384,38081,46074,42690
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,0,0,0,0,0,0,0,0,,6839,14773,7555,4223,9099,10328,10315,7073,3960,5451,,86778,86354,96096,89797,78551,76108,93552,90661,50444,33445
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",0,0,0,0,6,4,0,0,5,0,,1425,1218,1364,1218,831,1113,342,427,245,163,,9033,7884,6419,5330,6196,6345,7476,7241,4173,4031
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,30929,28172,24492,24110,15106,11391,12000,6008,3721,4594,,4769,3358,3114,2102,3828,1781,2991,3969,2351,3989
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,247356,200300,251164,297220,353286,360080,315631,287381,187054,262745,,9938,10181,13463,11494,11030,9284,10531,7971,5639,8542
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,534,3372,419,82,99,77,3705,5972,324,63,,8861,10033,9967,6638,6056,5375,5616,5478,2894,4586
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,105,0,19,37,321,16,203,5,419,50,,10219,11107,12768,11371,11729,9159,10080,8052,5838,8657
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,130,0,9,0,8,442,5,0,0,0,,131,119,254,18,37,32,26,54,38,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,264,46,290,97,146,127,200,285,16,43,,121,39,14,42,57,73,37,9,7,7
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,66,32,5,26,5,5,12,0,16,0,,242,372,332,397,267,175,232,395,101,136
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,3176,4258,6243,5975,5027,4264,4628,6352,4772,6740,,5039,9250,8063,6308,11480,8965,12073,11405,7757,11903
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",4,23,0,4,0,0,7,5,24,0,,8572,7837,7783,9743,11233,10913,13227,14016,9553,6813,,6958,7431,6224,4879,4320,4946,4683,4295,2795,4070
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,440,240,588,309,797,,0,0,0,0,0,4,4,19,6,7
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",14,5,0,0,0,0,0,0,0,0,,178,213,146,56,363,157,347,448,196,253,,6988,8567,8887,7916,7336,6589,6282,6307,3379,3377
580300,Gauze (excluding narrow woven fabrics of heading 5806),311,453,666,214,18,0,0,0,0,0,,4359,3634,3170,3498,3734,4390,2936,3619,2226,1738,,3307,3867,4933,4208,4500,4455,3920,2970,1819,2371
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,12380,16445,14231,15076,13378,15686,14572,14233,17475,42046,,1711,1500,1291,1390,1465,2365,2193,2991,3291,2835
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",5,6,0,2,0,0,0,0,0,0,,11602,11928,9400,11051,12263,7940,1542,1342,2711,1485,,738,928,833,432,260,337,346,338,119,200
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,351,216,75,70,155,14977,18320,31730,21305,1915,,160,261,190,65,66,6,15,0,0,0
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",13,0,0,0,0,0,0,0,0,0,,1493,3351,2199,2136,1680,1248,838,376,874,482,,21516,19831,17971,24822,22857,20509,19315,24735,21913,18190
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,28,0,3,2,12,4,4,0,,2172,3520,3413,3123,2688,2900,3583,3239,4364,4120,,3943,4078,4201,2940,2717,2491,2050,2815,1535,2132
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,9,3,9,21,0,0,4,0,0,,2792,1053,875,2109,1452,1640,2446,1767,327,831,,175,163,202,38,67,49,27,66,66,24
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,11,0,0,8,0,0,,1071,1107,674,429,394,128,226,317,254,216,,335,457,333,511,419,601,734,781,406,334
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,113,245,14,281,176,,0,0,0,0,0,0,0,7,91,34
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,2,0,0,,700,385,337,284,415,529,912,358,250,321,,18244,18696,18187,20182,18643,17917,18749,17864,11620,15653
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",45,29,32,0,0,0,0,0,0,0,,345996,344450,380667,377178,309880,325041,391030,391341,255137,372943,,31494,33916,36587,30439,27348,28618,30539,25460,18002,24031
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,816,289,349,210,174,477,417,340,170,346,,4063,3083,3255,2970,2965,2955,2995,2349,1616,2244
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",8,0,0,0,0,0,0,0,0,0,,41701,36770,31895,31552,22817,18731,17539,12357,12530,14878,,25971,22691,24316,21069,21283,20581,20987,21331,14755,14968
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,2,4,0,0,0,0,0,0,0,,6256,5608,5599,5627,6003,4867,6957,7026,8114,20582,,25262,15785,24444,23094,17986,20082,24494,21701,14043,12348
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,14,0,0,0,0,0,0,,121,527,979,464,669,372,3149,2821,3093,6191,,1453,536,1033,808,367,554,1375,634,334,436
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,3,0,0,0,0,0,0,0,0,,67608,101062,73452,73080,69513,60782,79517,83111,49980,44845,,633,640,584,518,409,657,597,400,232,338
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,11,11,3,2,6,0,0,0,0,,2238,3132,4532,5726,4428,2545,4478,5367,6673,6971,,13,25,31,48,26,41,32,12,61,18
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",0,13,0,2,9,0,6,3,3,0,,5171,13565,6742,3344,4434,3123,9231,10644,10029,11829,,252,304,254,151,165,156,55,87,87,92
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",0,12,15,5,20,0,2,5,14,0,,2113,2483,2716,2399,1894,1343,1083,985,701,1218,,65119,57699,48967,43743,45819,49892,48048,46942,45388,47575
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,0,0,6,3,0,27,36,0,0,,1301,1272,1185,1981,1264,637,842,1088,893,1682,,2351,2547,2563,1660,2309,3643,4508,3915,3080,3595
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",5,8,12,3,11,3,10,0,4,0,,951,1322,594,255,306,416,203,233,195,171,,787,479,526,398,544,465,546,541,955,743
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",0,2,0,8,0,6,0,3,0,0,,1930,1363,1675,1785,1407,1491,1071,1007,1313,1137,,3146,3205,3365,2550,2295,2731,3161,2668,2267,1715
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,4,0,0,0,0,0,7,0,0,,707,1058,710,710,1041,1288,1528,1056,1375,1958,,350,51,24,262,44,102,246,59,63,219
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",6,0,5,0,0,2,0,0,0,0,,625,949,333,295,275,585,758,877,386,487,,1324,1134,778,652,527,680,575,329,380,517
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,18,0,15,0,0,0,0,0,0,,899,328,914,928,785,516,623,1259,2242,1257,,1203,1049,1166,1440,1169,773,470,714,274,492
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",9,5,0,0,40,0,0,0,0,0,,30565,13849,28226,39332,13455,18181,14369,16391,16257,34075,,39740,47006,29163,25622,27032,40935,40631,47667,35676,46395
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",11,10,8,7,0,0,13,0,0,0,,884,1400,1831,1695,3101,2923,1568,1091,1420,1965,,11,226,200,169,126,151,134,143,109,178
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",607,893,627,0,22,6,42,27,0,0,,150409,143788,139627,109032,87331,123622,133215,124208,114835,190908,,26602,23633,22563,16726,19110,21536,26737,28212,34024,36822
720260,Ferro-nickel,0,0,60,119,0,0,0,7,0,0,,5191,8054,3069,3274,3408,443,508,490,923,2622,,189159,178807,192052,110334,108540,102643,137708,99015,90570,95018
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,174,941,1124,749,1388,1459,1239,1063,239,754,,35018,40927,35243,28748,17527,31903,33965,19606,17134,35109
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,29983,18848,11736,19652,12410,7572,14291,9173,5454,7837,,30630,31373,27553,18950,16266,16039,17716,15961,20918,30394
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",53,558,24,102,18,36,17,8,3,0,,273188,431292,349800,334445,382572,187115,81054,119683,139444,111361,,34930,63315,46301,23377,19140,6932,6324,8085,11232,17107
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,300,353,421,339,1986,189,190,239,64,38,,0,0,0,0,0,0,0,0,0,0
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,12273,19550,14270,11738,9266,6294,4558,4577,5301,3861,,0,13,0,2,2,0,0,0,0,0
840610,Steam and other vapour turbines for marine propulsion,0,0,302,1734,5,497,2,0,0,0,,3857,3628,3975,5077,767,2951,2074,2208,702,714,,0,0,302,1800,5,497,2,4,0,0
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,6,5,0,0,0,0,0,,47721,90841,43159,74160,30207,12645,36450,21543,32201,13439,,449,8239,16408,3241,18069,12148,11361,4382,6481,3455
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",3,19,0,2,0,0,0,4,277,0,,3119,2419,2587,3005,2679,3099,2721,2847,2585,2997,,6458,5805,5824,5730,5791,5903,5438,5157,6912,7082
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,7,0,0,0,,27365,17346,19623,7355,11252,8673,4800,2359,1837,4478,,87,505,299,456,887,362,822,457,323,810
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,46153,59172,70274,50855,41280,43091,64719,63686,54058,91178,,1048,826,1467,899,1363,1329,1287,1805,1676,1429
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",137,14,75,13,30,0,4,37,3,0,,5929,7442,5242,7053,9572,12121,22705,4010,7160,4228,,930,180,629,515,652,585,737,420,579,511
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",3,22,21,9,0,0,0,0,2,0,,20071,16551,17733,14768,12512,13058,13192,13903,12108,14027,,10862,11953,12863,12037,11324,11097,11898,10739,10779,10795
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",121,204,2,50,41,258,17,26,4,0,,32396,57130,72990,35583,125325,154479,96884,50696,27099,50596,,15450,15947,15481,6484,7423,15455,10115,11395,9921,21603
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,3,0,0,0,0,0,0,,16848,21712,49790,24778,4716,14267,3267,8269,7747,5691,,64,4,0,39,3,11,406,23,2,33
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,157390,339749,226960,95224,44578,34018,44881,21369,21955,76413,,112,4,16,671,0,33,54,36,292,602
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",11,0,0,0,21,3,0,0,0,0,,21012,7769,20354,5757,4669,3896,8192,6566,1958,2188,,63,0,7,0,21,10,11,103,0,0
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,0,0,0,0,39,0,0,0,,10355,11615,22786,4617,2780,2511,2506,8910,4621,2624,,8,0,10,0,643,4,84,363,1401,468
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,24,136,72,85,43,57,40,103,7,0,,13908,21385,23201,19341,20615,29606,34973,29756,27856,27697,,2649,3010,2850,2412,2208,2226,3818,4270,5376,2370
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,5,0,0,0,3,0,0,0,,9130,4789,4727,6336,9269,8055,6417,4377,3126,3502,,0,0,84,132,2,0,13,0,0,0
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",0,0,0,0,14,0,0,0,0,0,,1619,1747,5502,1252,1503,1294,1117,1035,257,527,,276,0,0,91,82,74,208,11,4,641
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,0,19,0,0,0,5,0,0,0,,4926,3195,2032,3165,2925,1770,1329,1162,1605,2127,,413,672,324,290,181,334,607,722,1366,2298
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",0,0,0,0,0,0,0,0,3,0,,4247,2243,1975,4850,1909,5285,3919,2948,2549,4350,,1815,1797,1301,1926,1770,3126,4324,3459,1506,2096
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",17833,14373,24467,18255,18349,0,0,0,0,0,,249409,248491,249229,249843,244041,0,0,0,0,0,,134373,143522,174501,194925,175549,0,0,0,0,0
844513,Drawing or roving machines,0,0,0,0,0,0,0,0,0,0,,15189,1231,264,321,887,1112,596,137,853,1387,,122,0,1830,1304,315,743,1108,642,703,581
844610,Weaving machines for weaving fabrics of a width <= 30 cm,24,0,0,36,0,23,0,0,0,0,,5537,2379,5069,3844,3836,8403,3271,19590,2387,2109,,1518,1520,1922,1039,1164,2699,1705,1024,1642,886
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,0,0,0,0,0,,448,892,697,1392,1244,2084,1650,1877,1574,3571,,23694,61898,45000,39367,34643,33304,32351,24590,14802,31125
847432,Machines for mixing mineral substances with bitumen,0,158,0,0,0,0,10,0,0,0,,110129,65583,71172,46090,31970,47889,27271,19344,39696,37607,,75,720,0,0,74,0,155,0,0,0
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,4,0,0,0,,9734,5839,4757,4235,6199,5408,4821,8045,5970,1985,,164,227,84,58,52,20,6,4,2,42
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,28,11,3,0,3,2,3,49,2,0,,30244,23810,23149,20666,16627,10303,34162,16721,8107,19088,,15500,25369,9865,6010,9029,5005,4918,7021,16270,4195
847971,"Passenger boarding bridges, of a kind used in airports",0,79,0,99,0,12,0,0,0,0,,6189,6660,16646,23770,15395,9466,4176,1426,1911,5000,,2336,3457,832,1533,945,2328,10369,14587,9258,9815
850640,Silver oxide cells and batteries (excluding spent),120,20,10,2,0,0,3,0,3,0,,13333,14674,14927,15074,19262,16869,17945,16787,13850,10428,,1627,1704,1018,764,718,417,640,541,687,705
851030,Hair-removing appliances with self-contained electric motor,50,64,0,0,0,3,0,0,0,0,,9077,6752,6043,6715,6428,6374,8792,6772,9938,7944,,20229,15286,6208,6895,5726,5525,5694,5951,10110,9832
