Product code,Product label,Australia's imports from Viet Nam-Value in 2012,Australia's imports from Viet Nam-Value in 2013,Australia's imports from Viet Nam-Value in 2014,Australia's imports from Viet Nam-Value in 2015,Australia's imports from Viet Nam-Value in 2016,Australia's imports from Viet Nam-Value in 2017,Australia's imports from Viet Nam-Value in 2018,Australia's imports from Viet Nam-Value in 2019,Australia's imports from Viet Nam-Value in 2020,Australia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,4,311,119,333,787,,0,0,0,0,0,0,4383,5833,16916,28116,,0,0,0,0,0,57936,56093,46701,50561,75758
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",19,21,15,1,88,37,600,599,936,784,,3279,2714,1307,684,836,1248,5303,31334,51035,70842,,43087,43695,47433,40995,37506,42193,51367,45267,47939,59527
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",323,297,746,456,480,690,853,792,678,777,,46025,46695,52027,56182,56247,53009,55983,61006,76281,72381,,22164,22514,24184,22324,23574,27839,30735,31234,34735,43688
846691,"Parts and accessories for machine tools for working stone, ceramics, concrete, asbestos-cement ...",308,649,672,535,452,484,328,192,706,777,,59,352,186,31,26,88,7,24,45,1121,,5619,7042,7172,5510,5502,5927,5899,5151,5008,4853
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",0,0,81,1,134,0,6,0,32,765,,21,44,50,545,559,391,1120,655,2000,1407,,1052,1188,1232,1252,755,527,663,253,443,1599
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",28,34,28,26,30,125,106,104,408,763,,6634,7792,7863,6922,5053,5797,5463,8731,19477,20354,,110890,103772,102459,87058,78442,79597,92204,82161,78125,85559
760421,"Hollow profiles of aluminium alloys, n.e.s.",0,117,74,19,1212,1469,314,1117,1099,758,,11554,20133,17603,23094,25712,48004,50585,58783,25392,118764,,40885,38073,26606,18082,24896,28516,45811,68126,68180,102949
420321,"Specially designed gloves for use in sport, of leather or composition leather",592,630,515,436,657,332,426,231,500,754,,43763,47435,48770,56826,49250,51294,57072,64288,68927,79573,,13971,11815,11099,10747,10030,8823,11492,11341,11172,15223
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,194,166,969,917,737,530,867,804,485,749,,40390,38992,30285,29534,28630,30481,31818,33957,25457,29935,,22379,25002,24371,29406,28008,32602,37914,38370,29291,36804
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,748,,0,0,0,0,0,0,0,34,0,35868,,348740,57074,76002,163784,217202,217882,175518,29392,162439,214653
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",109,87,116,176,364,377,330,61,140,745,,11478,11358,13488,17726,27267,30367,54366,60352,65377,19259,,19213,19594,28241,28609,26375,23156,29384,28156,26824,35762
940330,Wooden furniture for offices (excluding seats),3099,2519,1949,1626,1019,1162,768,595,824,741,,286691,322423,350624,363390,353719,361082,326025,408453,427353,138412,,61330,57700,52883,50547,48866,54590,57463,57069,59405,60486
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",117,66,218,260,374,358,633,692,398,737,,35050,36245,63162,47457,54591,48590,70582,76523,58933,90058,,19417,19833,22239,22967,24466,23022,20945,16181,15132,21917
392640,"Statuettes and other ornamental articles, of plastics",162,144,159,1937,2939,485,785,685,774,733,,25391,28237,28882,27248,23166,23581,27837,32536,38002,104394,,36537,38701,41476,47029,42388,38164,36801,36967,35969,42516
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,1278,1477,1180,891,730,,0,0,0,0,0,0,44527,53736,58996,74586,,0,0,0,0,0,21410,25930,26731,27215,51654
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,1914,1590,901,547,725,,0,0,0,0,0,0,124118,121077,94235,82297,,0,0,0,0,0,32973,33124,38269,54652,101166
382440,"Prepared additives for cements, mortars or concretes",0,0,0,20,14,4,1,28,337,724,,738,1605,5261,4754,3582,3862,6709,7551,9432,7265,,21534,21896,25735,21006,16760,24579,27093,26705,21144,27563
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),28,156,424,297,1499,1123,747,512,383,720,,21597,17409,19511,30970,36733,38291,41188,50100,60526,97737,,27457,37083,47463,58559,67829,77882,81460,84545,79087,93727
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",0,0,27,0,0,0,12,40,7,713,,115211,195267,212892,106810,84360,108639,112856,144971,174905,120727,,53150,58584,55522,47863,45472,46840,43859,40479,55322,53559
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",1121,876,2518,3243,1896,2620,2316,1050,1020,712,,87692,131711,139578,180316,165524,162755,213550,208650,94755,157582,,109626,113668,112823,106169,113691,123081,137746,139035,72127,72402
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",17,32,63,268,281,591,144,132,162,710,,68796,68646,128659,116432,129548,191324,159240,224344,446767,714506,,105059,120653,128615,122326,118282,126965,171090,186868,163505,168255
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",308,607,702,484,408,615,543,695,755,707,,781,1395,1918,1550,1293,1374,1434,2058,2361,3133,,4057,5132,5103,5158,5612,6450,5208,5935,4693,6462
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",380,472,319,329,196,253,234,239,177,706,,13737,14724,19454,16075,16209,19812,15889,18030,21425,39224,,100219,106818,104754,106205,94071,99699,121992,98297,93646,119391
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",231,372,281,285,285,328,344,459,739,704,,6334,9094,9194,6877,8539,8793,10834,11789,13892,12123,,15230,13479,13264,11433,9690,10796,7914,7759,8841,9740
853661,Lamp holders for a voltage <= 1.000 V,6,563,672,700,612,726,761,645,602,696,,2595,2782,2772,6727,6815,5451,6166,5719,5272,3549,,3384,3675,3810,3206,2685,2718,2530,2193,2031,2431
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",518,853,1076,1423,1564,1281,578,301,672,695,,28010,33033,18666,26501,25687,29734,38758,30256,35398,37696,,165070,192061,195634,203230,206816,227379,202868,154841,169136,185052
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,528,750,497,528,687,,0,0,0,0,0,0,80341,84425,96157,134263,,0,0,0,0,0,225136,241273,208419,202682,226253
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",12,15,37,30,92,131,332,225,79,687,,154786,171392,189757,188458,192201,210215,242955,267371,208846,251020,,115556,117354,120755,129820,121202,130757,122557,116019,111838,149529
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",408,1893,1892,2212,1453,1050,1352,576,613,684,,24519,25188,31877,30465,23635,26022,33456,32954,29667,27333,,15619,16207,12531,15088,13106,12866,18089,15249,18758,23889
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,326,482,485,497,680,,0,0,0,0,0,0,3416,4003,5273,3749,,0,0,0,0,0,2031,2269,3153,1949,4178
711790,"Imitation jewellery (excluding jewellery, of base metal, whether or not clad with silver, gold ...",169,212,638,1242,2659,3850,4273,4376,1383,675,,2903,3917,3706,4142,5821,4503,4848,2063,3245,15607,,67970,80455,88747,77586,69446,74346,70169,51328,30004,32207
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",4,7,6,7,18,126,202,160,191,671,,4189,3937,5724,9440,16065,23595,23658,22324,26058,35245,,4701,5077,4717,4534,5360,5288,8092,7832,7325,9545
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",12,3,93,4,107,102,321,256,408,668,,8605,8284,10259,12645,13449,14163,13564,15333,20347,36817,,24301,22891,24093,21632,22528,23208,25468,25624,25796,33601
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,252,667,,0,25,0,0,0,0,3099,1288,8018,3691,,5557,5420,11702,10283,6330,15024,13512,17294,8559,10019
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,23,264,645,883,666,,0,33,2143,14477,13295,12886,13346,15247,14442,16588,,108,45,54,33,171,249,807,1522,1142,1245
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,1064,1121,1120,1073,977,941,1022,1036,904,661,,3048,4164,6139,6838,9414,10243,14753,10109,8442,43711,,52002,52633,60824,64720,60687,68878,74480,72473,79820,84488
441820,"Doors and their frames and thresholds, of wood",761,939,1170,1106,1441,1494,1260,909,868,659,,9540,14241,14536,18481,23136,16000,19717,27763,32379,32359,,45462,45763,47929,51781,46984,52683,51286,49598,45290,48531
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",222,152,178,214,190,373,400,599,599,657,,65482,54313,59428,63965,58591,50527,48735,74222,50717,35136,,49222,44302,41979,42260,40904,44851,60526,73267,68252,109745
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,0,7,4,11,6,10,1,3,256,652,,17,13,16,37,51,24,242,907,4974,11603,,6808,5837,7406,6414,4350,4338,3965,4349,5275,6346
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,1,1,0,60,149,650,,22759,21314,23643,16153,53458,100490,129513,90912,66019,97630,,1318,685,595,800,745,2014,3617,1790,1562,2286
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",0,1,0,0,0,8,1,249,160,649,,12789,17071,19035,23786,13778,21577,24021,38311,44539,46645,,55151,55485,61097,62435,56990,57932,61871,55362,55696,71389
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",360,191,728,3012,1989,93,98,52,346,639,,26723,24157,20753,23882,21425,36229,28743,23001,21038,24935,,25472,28736,26505,27027,29129,28880,27763,27377,24371,29363
441600,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",29,16,407,642,791,290,320,459,602,639,,1617,1887,1940,2889,2255,2951,3212,5558,7012,5023,,39430,45052,47505,35105,40357,46948,53625,47510,44717,47043
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",135,124,59,73,91,154,160,289,330,638,,34301,57954,76215,56868,43824,58571,76687,81332,95190,76686,,17924,25599,19023,14361,18660,16970,14622,12827,19528,32130
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",0,10,3,8,32,55,12,71,311,636,,197,372,411,561,2364,6046,10433,10554,11030,26806,,61248,61928,58371,55547,52350,56783,52871,50977,38260,55985
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",459,457,786,10,698,290,622,904,948,635,,11768,9941,8869,5729,6814,167378,16581,3740,3075,7322,,5723,3427,1212,344,7882,2212,14274,4410,5243,3287
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",71,173,180,129,233,138,210,411,625,634,,10423,11573,8942,9096,10528,11155,7807,12065,16065,43397,,38432,47886,55324,62341,68889,71395,74733,72803,76564,96608
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",212,186,368,378,387,505,1320,372,649,626,,20263,25999,36832,22629,25881,30661,25265,27957,28379,23716,,47895,67932,71603,64345,66440,70812,69443,73392,91198,80985
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",0,4,0,56,40,26,39,43,324,623,,2256,2106,1363,1273,1694,2234,3763,5691,7179,11707,,21760,21298,24582,23644,23134,23295,23465,21958,25235,31404
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",45,142,155,201,297,239,488,478,544,616,,284528,272286,270752,306526,206883,161843,125679,126331,107036,12916,,8395,8097,7818,8897,7197,7245,8470,8512,7145,8639
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,21,173,239,616,,1405,2119,2823,3864,6180,8116,13988,15784,19683,7391,,8797,6728,8755,9687,12313,19588,24041,21669,18177,20810
871310,"Carriages for disabled persons, not mechanically propelled",954,426,378,320,450,314,287,412,787,610,,64,456,579,272,229,248,1339,2245,5227,7914,,13321,15049,14959,15944,15908,18325,24434,26574,28041,27714
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,2,8,51,31,37,274,182,579,607,,8926,16792,46007,68388,88893,160218,198221,166272,158968,239043,,5327,9238,8782,8384,8924,12279,9884,12013,12055,18676
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",0,0,0,0,0,0,20,1,0,605,,454,2612,466,325,789,540,277,30887,150211,428967,,64547,63419,58057,58833,45250,53760,52633,54852,55527,88460
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",99,73,48,67,25,14,65,31,89,602,,2002,4374,3552,6263,2392,6791,13944,21137,12790,43076,,5422,6320,6953,5740,6788,7263,7508,9044,6568,7791
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",1975,2153,1477,1625,1504,1297,1276,702,398,599,,82137,78615,83514,65709,108001,156948,137338,131896,143733,175945,,189765,195120,206521,214753,208384,238728,257536,256739,279916,306258
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",0,0,0,37,6,15,19,18,173,597,,28403,36106,37903,36592,34858,32966,32305,24181,24674,134631,,26915,31464,27204,25539,25054,26115,22379,22678,23815,28214
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",364,478,446,452,497,492,404,653,626,595,,567844,386933,393220,398533,256205,285329,150763,81501,141679,178623,,1306,1805,1522,1324,1397,1561,1162,1773,1986,2606
902920,"Speed indicators and tachometers, stroboscopes",0,0,10,20,69,0,6,44,319,590,,1839,14612,22384,24201,26017,33698,40603,46105,53487,106386,,20725,25371,23044,19554,18510,18573,17659,14053,14514,15887
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",0,97,236,74,34,73,201,238,275,588,,3231,3932,3767,4627,4874,4601,4706,4744,4693,6782,,7534,7206,6979,5684,5511,5780,6311,5427,4414,6141
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",0,5,0,0,794,1325,2103,2212,904,580,,24250,23162,30076,32099,30699,27074,27961,39577,33662,25580,,7391,6692,6049,6643,10268,10433,10689,13465,13104,16466
80450,"Fresh or dried guavas, mangoes and mangosteens",13,12,0,73,143,298,284,210,589,577,,9741,53709,100457,75215,127480,351109,333495,341252,183459,34785,,3916,3923,4687,4515,4037,3694,2931,3173,3974,4447
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",642,450,185,253,559,492,324,297,434,577,,0,6,4,65,115,271,921,832,544,44142,,25681,29007,36185,30264,22488,13529,17223,13538,8019,13813
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",292,127,273,354,558,715,750,516,652,571,,9074,22071,24637,32183,40918,34656,46552,49452,41271,25018,,26075,27227,27672,26148,20573,20248,20858,21749,17899,20709
830710,"Flexible tubing of iron or steel, with or without fittings",103,91,91,198,38,224,434,518,1303,571,,2601,4070,3584,4773,5731,6629,13898,17652,15072,32218,,17767,131101,44832,27145,32965,81054,51062,23675,26267,84367
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",180,99,193,166,223,313,678,748,747,571,,58878,85693,105802,105488,138850,166569,179564,149897,130962,123236,,200,113,206,186,283,387,695,775,828,687
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",47,0,14,167,17,19,131,203,209,567,,1192,1471,856,1504,2968,3143,3267,133218,21978,119468,,810844,660883,727490,1046636,879162,1100551,1598805,1518830,1443748,1788608
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",33,45,172,397,548,522,723,728,797,566,,9023,141248,91983,202073,13894,15606,85012,139239,164962,56083,,32503,33408,44179,40688,45838,59186,65877,66601,71126,88639
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,42,419,73,42,19,45,14,313,559,,93401,69650,70049,78216,79413,64236,46309,63592,50429,8028,,1736,1692,2558,2283,2780,2515,2715,3244,4122,7828
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",6,12,30,399,478,868,1365,847,652,558,,3475,3799,2216,5409,3679,5632,6069,8170,8303,12277,,268461,293872,298586,278763,264198,284800,274303,242460,223699,245160
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",176,155,180,161,320,367,255,406,238,555,,1960,5562,7221,5134,8543,5856,4296,12027,7557,38338,,41417,46374,51480,47292,59967,65992,64018,68582,63581,78616
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,602,518,387,836,555,,0,0,0,0,0,0,31816,42421,31745,21992,,0,0,0,0,0,11273,10916,12229,13122,14244
