Product code,Product label,Australia's imports from China-Value in 2012,Australia's imports from China-Value in 2013,Australia's imports from China-Value in 2014,Australia's imports from China-Value in 2015,Australia's imports from China-Value in 2016,Australia's imports from China-Value in 2017,Australia's imports from China-Value in 2018,Australia's imports from China-Value in 2019,Australia's imports from China-Value in 2020,Australia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,53,43,377,673,284,0,0,0,0,0,,77,271,171,76,160,0,0,0,0,0
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,54,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,1,0,0,0
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",3,0,0,24,0,0,0,0,0,0,,3365,1746,4528,3121,975,4883,5371,5034,16457,16634,,1836,2975,2970,1957,1718,578,3093,949,725,689
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",1,10,19,0,0,1,0,0,1,0,,182,114,135,96,68,72,102,149,162,121,,128,212,117,104,111,109,230,181,216,385
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,6,2,3,0,0,0,0,,48,6,54,10,1,101,422,76,60,0,,140,201,647,231,174,202,106,102,58,18
390210,"Polypropylene, in primary forms",373,233,155,118,366,605,585,419,0,0,,230715,255652,234395,248012,302943,390571,463374,473218,522044,1694794,,15188,20876,33918,28129,24640,25767,37737,27807,44736,38325
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,23,0,0,0,42,0,0,0,,3702,1417,7987,7649,5863,13640,4849,5788,25850,36136,,48,23,49,9,73,155,231,99,126,264
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,14
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,1,,0,0,0,0,0,1,0,0,0,0
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,42,208,0,0,0,0,0,,245,116,1143,79,28,719,1799,1748,2043,3976,,1879,2754,2167,3761,2491,1492,484,585,378,527
390750,"Alkyd resins, in primary forms",16,111,81,107,23,132,134,132,114,0,,3587,2117,2275,1504,2402,2828,5678,4941,7253,8772,,4221,7214,7404,6516,5716,6667,6204,5840,7196,7151
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",0,0,0,0,25931,0,0,0,0,0,,1961419,2813148,2904297,2049661,1904620,0,0,0,0,0,,149411,154082,138667,117512,109092,0,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,16,0,0,0,0,0,0,0,0,,1017,1374,1797,1601,1391,1076,1688,1839,1073,1839,,491,333,124,124,51,57,176,131,50,43
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,31392,22671,5258,3342,4363,4267,9581,8417,5562,2350,,5557,5420,11702,10283,6330,15024,13512,17294,8559,10019
100590,Maize (excluding seed for sowing),0,5,5,1,1,4,3,101,0,0,,100746,32167,6950,3510,1110,19892,3138,6791,384,1358,,851,565,583,670,623,1010,1178,2160,2233,979
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,324,0,0,0,0,0,0,,0,10,0,4,12,21,4,22,14,9
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,11,2,21,330,765,25,0,0,0,0,,536,640,692,350,1327,1429,2025,1070,1263,1817
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,1,0,0,0,1,0,0,0,0,,44,136,136,256,632,908,510,502,308,214,,2480,3542,4760,6928,8854,13203,13127,19839,18226,24421
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,0,0,4,0,,535,529,542,595,83,13,23,29,22,28,,771,607,506,657,1086,1138,888,973,1562,693
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",7,5,0,0,0,0,0,0,0,0,,23799,23138,25197,21977,18039,17117,15355,14041,9465,7099,,1337,1407,930,850,1181,581,911,914,694,861
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,20,0,,34366,32348,35678,27643,25382,22743,25971,36772,24644,21687,,0,0,0,0,0,0,0,0,20,0
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,77656,84637,122082,141871,170294,217512,207269,200159,274112,387617,,3654,2538,1745,1928,1046,2212,811,1441,604,38
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,2838,2926,3195,3650,874,12,36,62,60,34,,0,0,0,0,0,0,0,0,0,0
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,18708,20266,17612,23255,33207,32383,44188,70995,63191,46051,,0,0,33,0,0,0,0,0,10,0
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,3452,2905,3672,5337,7599,19148,24026,20723,20710,12720,,0,0,0,19,0,1,0,1,0,7
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,106,110,59,71,14,9,3,5,0,0,,731,981,942,1349,1805,1536,711,1057,2202,1114
80132,"Fresh or dried cashew nuts, shelled",0,104,35,0,0,156,1,0,0,0,,60,51,24,102,110,70,264,444,72,330,,112147,105041,113597,126990,130574,149171,123798,116519,108935,98407
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,296,173,0,0,2959,0,12,23,1,0,,20584,21623,25547,38034,29879,24113,22470,24246,24594,29083
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,1774,2598,6051,11939,13998,14413,18515,19509,15059,10547,,87,404,524,327,80,335,95,296,94,120
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,896,3,2,8,7,340,224,518,126,74,,28846,17723,15992,11008,12404,14482,14846,11816,7962,11386
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,144,174,263,136,342,593,226,44,59,256,,2209,2619,557,259,104,179,136,41,90,114
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1216,930,961,587,1131,1480,1100,685,128,33
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,848,0,0,0,0,0,0,4,,0,9,0,0,0,0,0,15,0,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,19,0,86,0,0,,0,0,0,9,0,123,132,82,62,83
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,189,671,448,170,180,0
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,15001,15795,3016,,0,0,0,0,0,32,2,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",52,710,216,55,0,30,0,0,0,0,,3048,19614,48711,37184,5347,9073,5037,5341,3642,4859,,55,717,260,72,0,50,1,21,9,27
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,35536,30911,47295,77619,111705,85382,74941,59502,32258,29452,,0,2,0,0,0,0,0,0,0,0
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,249,25,42,120,0,0,72,0,76,0,,6,0,0,1,5,108,72,78,0,38
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,657,663,577,446,639,711,969,1340,1708,1845,,0,0,0,0,0,0,0,0,0,0
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,0,0,0,1259,16253,13730,11074,19671,3110,10966,,296,0,0,0,0,47,0,0,0,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,226,0,0,0,0,0,0,,187,748,0,1337,0,5,0,0,205,302
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,3998,3999,5129,7228,5925,6251,7591,6141,5505,9048,,1485,2636,3811,2544,383,1615,1453,967,1623,4281
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,125,530,377,213,147,1155,2058,1515,1773,,65,0,0,0,23,0,0,0,0,0
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,4,0,0,0,0
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,9413,9415,9977,10444,8932,8382,11328,12639,8730,7524,,0,0,0,0,18,8,1404,2736,595,54
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,9032,7836,7628,7038,7165,6395,7851,14857,10047,14965,,0,0,0,0,0,0,0,23,0,0
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,1076,1275,1402,1561,1430,343,393,464,463,508,,8022,7642,7413,6123,4574,5720,4610,1935,1205,1153
21092,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,1,0,0,0,0,,0,1,11,30,0,0,29,56,0,0,,0,0,0,0,0,1,0,0,0,0
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,0,0,0,0,0,0,0,,12124,7259,11770,11425,13293,12205,7130,9269,7828,4515,,0,116,178,123,194,406,410,447,430,569
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",52,26,53,94,47,49,0,0,23,0,,5385,7530,5118,4144,4360,4016,4376,4358,4930,3486,,5386,4782,7206,6080,4417,4247,5955,6038,14277,17314
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",459,0,0,23,0,0,0,0,0,0,,0,2906,59,35,87,252,772,364,545,0,,43878,64744,41814,35291,53983,42395,54193,53992,42137,38308
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,71,19,167,370,0,127,0,0,0,0
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",8,0,0,0,0,0,0,2,2,0,,1099994,968029,1031133,1014917,1073891,1349328,1357621,1059347,928673,833971,,19472,24848,47494,44938,30050,28156,38131,25942,17186,16314
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,4,0,0,4,0,4,0,0,0,,8576,9187,17240,14736,14381,16787,25701,28511,19101,20331,,126,171,212,152,134,63,62,62,55,57
30694,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, dried, salted, smoked or ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,4402,3655,2036,2177,3022,2117,2393,2781,3220,4904,,687,517,293,291,164,161,72,58,2,31
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,7,0,0,0,0,0,0,0,,27122,15123,18362,37159,29705,51668,36016,30904,11502,3492,,32,54,36,40,20,24,17,22,28,18
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,385,876,7099,11627,2548,13529,7600,3405,3933,3104,,0,0,12,0,0,57,0,0,337,374
30390,Frozen fish livers and roes,73,122,53,115,95,0,0,0,0,0,,37500,42272,34224,20645,25785,0,0,0,0,0,,1331,1115,937,1035,1284,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,10,1,0,1,11,72,529,151,146
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",15,5,0,0,0,0,0,2,25,0,,23932,9503,2182,4801,7098,7995,12364,10129,9199,6569,,13246,18671,25681,19974,824,40052,27139,3807,11382,9243
261100,Tungsten ores and concentrates,12,9,8,280,7,15,16,0,0,0,,1765,3151,3016,3209,988,842,2121,445,0,0,,14,19,9,2693,482,43,36,0,0,0
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,0,7,2,0,0,4,0,8,3
271410,Bituminous or oil-shale and tar sands,0,3,0,0,0,0,0,0,0,0,,13,7,1,8,0,198,121,0,27,0,,0,6,2,17,7,32,28,7,45,90
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,14,0,0,0
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,18,13,13,0,18,9,7,291
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,7,16,3,0,,49,134,49,53,89,73,1,15,27,64
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,17,25,12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,95,102,155,131,72,84,114,79,113,56
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),5,0,0,18,52,2,0,0,0,0,,3,29,87,0,0,0,0,0,56,600,,53,11,49,389,83,46,34,66,99,66
252310,Cement clinkers,15208,40565,47723,45182,24158,13688,14511,10240,1351,0,,122294,158949,165513,241329,284063,130553,64439,29064,11541,14345,,74583,92372,124775,130234,121452,113867,138212,144011,126907,145401
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,40395,29946,4692,351,103,190,108,104,118,127,,411,1152,1205,1432,1440,1190,873,980,1095,813
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,16250,18337,5158,1450,107,12,37,0,0,0,,0,0,0,0,0,0,0,0,0,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1542,5417,3710,3097,5059,490,11150,25805,14161,3419
240210,"Cigars, cheroots and cigarillos containing tobacco",61,558,1272,821,313,0,0,1,0,0,,199,359,913,535,354,899,1057,3005,3312,2486,,15825,31376,21058,20814,16431,17694,15339,16969,15764,15082
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,27,41,124,0,160,,90,61,33,65,2,0,2,14,9,8
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",26,0,0,0,0,0,0,0,0,0,,0,0,30,0,0,82,1889,818,0,0,,404,504,490,423,380,541,465,464,417,572
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,111,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,47,743,0,14,57,82,2001,759,80,0,,96,158,590,14,0,6,37,330,17,24
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",13,11,13,13,7,6,5,7,6,0,,15,0,4,0,1,3,0,0,5,4,,8770,10454,12129,13279,12778,15602,14962,16119,19557,19687
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,4298,5229,5270,7696,8635,9084,10530,10260,10030,10520,,968,1012,1139,881,834,1017,903,982,1024,1355
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,954,801,821,1717,1399,1154,701,1336,2240,159,,0,0,0,0,0,0,0,188,184,0
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",15797,3620,7113,5763,5581,0,0,0,0,0,,102983,86646,95183,85840,86769,0,0,0,0,0,,17640,6111,11361,9100,8863,0,0,0,0,0
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1217,1517,2068,297,598,,0,0,0,0,0,94,0,0,0,0
293120,Tributyltin compounds,0,0,0,0,0,0,9,0,0,0,,928,96,338,191,134,0,0,0,0,23,,0,0,2,0,0,0,9,0,0,0
292213,Triethanolamine and its salts,5,0,0,0,0,0,0,0,0,0,,69,171,178,116,256,0,0,0,0,0,,145,114,630,4262,3534,0,0,0,0,0
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,154807,257402,245052,192049,244897,330145,474989,266415,217273,687865,,25960,30369,27832,27017,25162,28215,30282,0,0,0
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,3333,4545,3250,3374,1489,1904,2391,1574,1677,1794,,425,428,335,303,416,341,271,486,449,223
293951,"Fenetylline """"INN"""" and its salts""""",0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,7,0,0,0,0,26,0
300211,Malaria diagnostic test kits,0,0,0,0,0,0,12,0,0,0,,0,0,0,0,0,536,648,427,699,14104,,0,0,0,0,0,24452,28339,14978,47,11
300343,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,227,0,0,0,0,0,0,,13191,49222,96362,223359,158965,223255,333609,376684,433182,939889,,130028,151448,147928,105317,121967,127875,118849,120800,106249,103949
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,123,73,8,0,0,,0,0,0,0,0,0,0,0,0,0
293920,Alkaloids of cinchona and their derivatives; salts thereof,2,0,0,0,1,0,0,0,4,0,,4,124,10,183,49,115,210,182,28,38,,216,449,229,359,284,372,447,579,496,567
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,0,1,3,7,2,0,1,19,0,,4615,4065,4454,3984,4650,4737,3768,3743,10437,13488,,1580,1090,953,1023,1074,472,517,348,553,803
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,2,0,0,0,0,0,,448,462,989,4451,4359,1507,2211,3840,1861,1562,,277,159,124,39,22,25,17,53,80,279
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,75,19,12,8,14,10,26,26,33,53,,91,22,10,8,14,31,71,97,184,191
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,17,81,255,0,0,0,0,0,,1354,1704,3029,2096,882,0,0,0,0,0,,1292,1251,1431,1653,1492,0,0,0,0,0
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,2,2,0,0,18,0,,1893,4234,4329,6052,3932,3964,2578,1879,2032,7652,,0,25,14,27,23,23,64,216,530,152
350710,Rennet and concentrates thereof,0,0,0,0,37,3,6,4,0,0,,105,100,2,430,772,121,78,939,745,2428,,1460,1597,1582,160,227,266,345,406,533,1220
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,13,4,1,11,4,13,14,1,1,0,,19148,16107,15379,12433,13861,14914,20451,24103,23226,35869,,640,660,675,582,660,573,610,476,227,455
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,336640,411051,293400,323604,4595,3198,1254,423,1159,185,,0,0,0,0,4,1,0,0,0,0
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,29,46,44,0,,0,0,127,3,0,17,121,2,0,5
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,298,0,1804,608,681,2066,2494,4251,10876,,2,0,0,0,0,0,0,1,0,0
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,5007,7946,10396,8894,11627,2964,5849,5225,3351,3566,,185,3,16,2,42,140,95,1,2,5
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,35,0,0,0,,5444,929,6539,2523,3807,8028,4591,5519,2458,2647,,31036,32586,32497,39644,12617,13315,8907,7417,5480,8327
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,85,0,2,1,3
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,24,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,24,0,0
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4438,5423,7488,5462,11899,,0,0,0,0,0,22736,51404,18462,34195,105934
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,121,6,257,265,638,744,313,1894,955,1081,,90,118,245,84,11,12,1,9,7,7
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,224,201,214,282,232,191,350,316,273,556,,4701,10290,13234,3021,920,1290,1656,1498,1272,1600
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,41,20,0,,0,0,0,0,0,0,0,0,154,0
480240,"Wallpaper base, uncoated",0,0,0,0,36,4,11,0,0,0,,11601,12103,13885,14849,11435,18814,24286,24870,14674,14320,,29,38,20,29,43,73,158,74,79,74
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",16,2470,8824,5626,25,46,336,254,0,0,,580,6296,17458,24494,37351,28391,21851,14306,10166,7470,,3549,6941,14860,11589,6012,5627,8360,11505,7613,5719
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,1,3,1,0,0,,195,103,77,61,177,121,24,189,223,521,,470,205,204,147,156,339,120,70,20,19
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",11667,6202,2943,2384,1914,0,0,0,0,0,,173498,128085,110730,75642,73226,0,0,0,0,0,,45765,27883,4671,5379,3553,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",9405,8215,9168,9836,7765,0,0,0,0,0,,116359,113061,146266,133655,129594,133,0,0,0,0,,78358,73673,37096,21001,20917,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",3243,2522,2670,2688,2842,0,0,0,0,0,,335490,321121,303951,270009,256963,311,0,0,0,0,,10295,6826,5256,5069,5261,0,0,0,0,0
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",42,248,331,436,953,0,0,0,0,0,,424623,468930,672854,615168,617761,0,0,0,0,0,,2878,2931,3852,5413,5704,0,0,0,0,0
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",930,854,2503,1050,922,798,663,125,0,0,,35812,30349,31134,29087,30190,35375,41086,70014,80517,132138,,20489,26184,28967,24642,24831,32584,28264,26162,24708,35748
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,111,176,0,878,1108,455,2228,,3900,4508,1696,3049,2270,3440,3569,2844,4223,13
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,86,160,54,161,71,10,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
