Product code,Product label,"Viet Nam's imports from Taipei, Chinese-Value in 2012","Viet Nam's imports from Taipei, Chinese-Value in 2013","Viet Nam's imports from Taipei, Chinese-Value in 2014","Viet Nam's imports from Taipei, Chinese-Value in 2015","Viet Nam's imports from Taipei, Chinese-Value in 2016","Viet Nam's imports from Taipei, Chinese-Value in 2017","Viet Nam's imports from Taipei, Chinese-Value in 2018","Viet Nam's imports from Taipei, Chinese-Value in 2019","Viet Nam's imports from Taipei, Chinese-Value in 2020","Viet Nam's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",5,7,1,22,8,1,4,13,8,,,1279,2348,1834,1317,951,1083,1083,1198,1613,1254,,309,251,562,629,1228,766,951,903,897,2629
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,,,9,12,33,17,22,15,7,5,2,2,,44,50,98,172,135,134,131,206,154,148
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,,,71,41,43,146,193,181,163,160,256,384,,13,6,262,30,53,215,124,81,126,149
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,5,0,0,0,,,224,895,116,85,309,333,399,347,129,77,,0,0,0,34,0,5,16,0,114,96
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",2,0,63,22,0,1,1,20,108,,,292,157,203,155,147,167,138,139,312,360,,1650,2137,2167,2537,2983,2584,4441,5107,4437,3854
210111,"Extracts, essences and concentrates, of coffee",40,27,39,69,97,37,3,3,4,,,172,265,274,2003,1212,18083,2097,2719,2249,1209,,39453,16487,16593,25702,25263,27743,35352,26261,19257,29369
210330,"Mustard flour and meal, whether or not prepared, and mustard",148,140,189,175,141,155,173,129,145,,,811,824,929,922,993,756,937,602,567,417,,656,645,869,1097,1152,1348,1513,1818,1944,1915
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,1,0,0,0,0,0,,,7196,2506,2986,2850,2674,4893,2890,2335,2264,2213,,1242,178,194,340,241,197,481,468,566,514
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,6,0,0,0,74,242,,,3653,4587,8326,8312,5260,8311,9568,15397,44483,43718,,7423,7615,8872,13664,14317,16045,19613,21699,17665,20021
210610,Protein concentrates and textured protein substances,6662,10700,10046,10879,11957,10306,10608,9459,8315,,,16713,16451,15826,13466,13702,11650,11913,12655,11248,11688,,15022,19682,24972,22966,22787,26355,28083,37032,32525,48782
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,33,82,62,,0,0,0,0,0,0,6,16,1506,340
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,,,336,220,173,553,557,14,64,28,14,51,,3319,3362,4832,5596,4465,4038,3824,3759,2372,2964
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,170,331,8,6,36,33,42,54,7,125
220830,Whiskies,133,0,224,296,313,127,377,90,91,,,3766,19337,28941,16102,28121,35064,44199,37632,42558,102826,,11103,13839,16530,13145,14555,16156,14749,9868,6846,148290
220860,Vodka,0,0,0,0,0,0,0,0,0,,,5,2,2,89,18,8,48,207,18,137,,6741,5019,5790,5726,3799,3014,2836,1787,837,2168
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",13691,16457,23825,19021,3755,2882,3423,124,26,,,12261,8389,11214,9231,8364,6784,3989,1097,5714,1594,,1269827,1743312,1859789,1966073,1854731,1728209,2054226,1845242,1925724,2096521
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4064,109,1875,1948,5351,11558,20814,20183,11262,9024
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,27108,30111,41994,41331,63704,59137,72554,64772,80655,,,94639,88232,101509,82934,87588,94647,107000,114350,136803,146011,,336939,361042,420259,473569,530819,478396,527076,504751,541613,578900
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,23,0,0,105,0,,35552,44913,48077,35891,59669,80200,91063,67918,16563,6041
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,,,0,0,56,312,4820,2289,490,213,590,579,,159476,183959,139912,175755,176051,200230,194403,166548,205715,171862
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,,,141,173,298,150,62,70,72,30,64,44,,5091,4603,3509,6783,5546,5392,4259,5193,5812,3793
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,,,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,481
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",821,138,23,23,0,1,1,1,0,,,0,1,5,13,46,4,9,20,140,81533,,42224,37752,29287,24575,15100,13513,21469,13850,10446,5821
250610,Quartz (excluding quartz sands),102,243,328,286,206,87,343,730,1273,,,282,318,216,50,67,179,653,487,283,462,,9730,8761,20559,16773,14994,16952,17340,15203,19569,35214
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,,,39,49,59,37,7,0,7,0,27,0,,48,70,174,58,118,127,160,152,147,125
250900,Chalk,0,1,9,5,4,8,8,8,6,,,96,140,136,141,147,102,75,67,67,44,,336,6,16,73,47,17,20,17,22,50
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",22,12,13,22,8,12,50,33,81,,,831,1953,1229,291,69,43,389,255,447,83,,3759,5046,7522,6866,7570,13719,11779,8391,8826,4782
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,9,0,0,0,0,0,0,,,6,18,15,30,25,0,1,0,0,2,,118,53,55,26,29,43,1725,0,19,3751
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,684,2,0,0,,,1,4,25,14,1,0,1,1,0,1,,3899,1650,1421,2653,10370,7308,4905,5659,5089,5771
252510,Crude mica and mica rifted into sheets or splittings,4,3,4,10,5,1,3,4,5,,,43,56,36,26,23,22,25,27,36,35,,301,384,622,428,304,175,198,255,569,481
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,4,,,108,73,0,192,0,0,0,0,0,93,,3,6744,0,2,10571,8375,12994,9286,98495,382303
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,,,0,835,0,0,4373,1009,3183,4212,1578,109,,0,24,5,3,49,0,0,0,0,9674
261400,Titanium ores and concentrates,0,4,8,0,0,0,0,0,71,,,0,188,29,0,5,51,0,31,234,296,,1942,1611,1595,2344,1550,2916,2503,2431,1833,3863
261510,Zirconium ores and concentrates,929,699,690,363,382,1999,2202,1918,2246,,,3755,3822,3194,2658,2796,3721,6171,3710,3292,5745,,9245,10290,9916,9488,10912,11532,16534,7796,7324,5504
270300,"Peat, incl. peat litter, whether or not agglomerated",4,16,17,27,10,1,1,0,0,,,117,114,132,238,169,346,172,257,333,528,,38,54,86,168,120,137,188,278,479,733
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",3145,3483,3209,702,658,700,760,803,652,,,18725,15941,15633,12198,8591,12508,13814,13360,11366,8737,,16038,16791,14602,12158,14278,15871,22730,24941,24202,10870
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",553085,394680,313876,281293,54148,5338,1945,18468,2729,,,0,279633,3473662,2052983,1846807,2031506,2279340,1898177,687123,1894052,,2995500,2401978,2371371,1585660,1327041,2058824,1616992,1346619,707061,631576
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",1589,0,0,0,0,1958,0,1015,0,,,85938,75374,41386,4281,2168,12673,45608,17971,3588,673,,289447,328668,370477,200152,243261,386513,453462,444443,396251,157213
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,0,0,0,11,0,,55,31,44,53,20,29,18,23,6,
271320,Petroleum bitumen,48602,96085,86784,74964,24857,33146,62499,65134,43266,,,139007,161968,142152,117090,57378,67400,80307,100248,68600,70857,,262702,313417,360515,406383,136525,195163,272407,281596,283468,313601
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,6,2,0,0,0,0,0,0,0,,,12,0,4,0,0,0,0,0,0,0,,82,16,16,18,4,8,4,8,47,941
280120,Iodine,0,0,0,0,0,0,0,0,0,,,603,385,954,643,231,39,185,422,889,481,,628,540,431,334,690,1168,962,2504,4582,5000
280421,Argon,349,805,903,348,381,689,741,644,499,,,1091,833,650,628,1124,1649,1565,1429,1496,1410,,4627,5314,5088,4318,2653,2512,3522,5471,1259,1395
280490,Selenium,8,29,10,6,0,0,0,0,0,,,61,28,70,6,0,10,39,17,3,14,,1067,1145,710,486,259,154,338,752,622,148
281000,Oxides of boron; boric acids,18,10,12,23,45,66,12,11,7,,,260,421,142,490,1449,2014,2507,2692,2781,6555,,3355,3903,4048,3472,3274,3863,3223,2952,4053,3006
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",238,50,183,200,20,156,381,408,223,,,2154,9544,19570,4030,8771,10606,15301,13974,12072,14890,,2393,1854,2400,2503,5538,5340,6023,7473,6136,6978
281520,"Potassium hydroxide """"caustic potash""""""""",163,28,2,27,61,94,147,514,306,,,7845,12250,10802,9958,7483,7078,8157,9118,6632,6411,,2714,2760,3317,3191,3519,5347,6753,9332,6864,8756
281700,Zinc oxide; zinc peroxide,6778,6814,10141,10665,9729,13427,14171,14979,11083,,,53223,51996,58816,54312,56546,79775,88490,77387,60148,72945,,23404,26216,32474,32015,32463,42893,57375,62191,56395,68337
281810,"Corundum, artificial, whether or not chemically defined",109,82,107,71,78,40,9,13,6,,,880,37,71,118,51,40,121,49,78,161,,1720,2774,2663,3222,5112,4821,3525,5409,6991,15452
281820,Aluminium oxide (excluding artificial corundum),66,118,84,48,39,210,52,68,68,,,3274,3945,4921,4365,7365,7005,6449,8656,9169,10785,,9031,9822,13122,11227,13525,15640,13763,13244,12036,17316
281830,Aluminium hydroxide,22,36,30,47,75,45,52,17,8,,,1342,1248,1092,884,786,874,363,247,256,310,,2773,4106,3232,3281,3356,3521,3521,5353,8130,14869
282010,Manganese dioxide,1,2,3,5,3,3,4,22,6,,,48,10,1,5,38,25,41,48,33,84,,2601,2509,2748,2619,2806,3132,4401,4210,4737,7189
282090,Manganese oxides (excluding manganese dioxide),6,4,20,9,5,10,37,31,0,,,103,119,117,26,57,80,43,46,60,11,,198,511,743,664,845,617,943,1156,887,1307
282510,Hydrazine and hydroxylamine and their inorganic salts,0,0,0,0,0,0,0,0,0,,,550,188,147,69,167,227,140,210,241,459,,318,328,627,619,1145,843,959,1020,1062,666
282540,Nickel oxides and hydroxides,99,57,80,84,111,50,77,191,191,,,9005,9537,9195,7888,6299,8666,13064,7034,11314,20587,,693,322,438,340,325,73,350,226,415,1025
282751,Bromides of sodium or of potassium,0,0,0,0,0,0,32,10,23,,,0,0,0,13,0,0,0,0,0,7,,859,19,38,267,113,67,69,43,63,41
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,0,0,,,2736,3315,4296,2591,926,1756,3743,5199,4217,5101,,3527,2672,2149,182,380,55,47,19,3231,201
283210,Sodium sulphites,31,33,20,24,112,26,29,35,38,,,347,530,320,357,440,364,377,280,314,401,,2375,3437,4192,4174,4098,4701,4715,4171,3971,5217
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",111,174,130,112,235,153,122,119,90,,,1627,2541,2256,1707,1443,1099,2253,4030,4477,2135,,6278,7629,10318,12010,13112,14258,19349,16955,16754,11205
283719,Cyanides and cyanide oxides (excluding sodium and mercury),20,10,45,100,9,4,0,6,3,,,315,210,237,250,309,401,0,0,3,0,,11028,10601,13744,18109,21385,29290,31093,38840,57790,1309
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,2,6,0,18,34,9,0,0,0,,,285,347,287,304,228,226,262,253,217,460,,240,126,383,633,703,864,973,1009,1114,1053
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",2,0,0,0,0,0,0,0,13,,,11094,16033,23016,22025,15209,23039,28246,40348,33726,10900,,1735,1768,5061,6783,6809,13488,22793,32321,37793,69436
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",6,1,17,0,0,0,0,0,0,,,3323,5115,6401,5854,4522,0,0,0,0,0,,15,6,18,3,1,58,0,0,0,
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",0,17,0,17,0,0,0,2,0,,,33127,25567,31133,27964,30930,42992,43127,36666,24883,32096,,239,297,74,98,206,435,696,422,291,107
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,21,0,0,0,0,0,0,0,0,,,0,37,671,756,932,922,912,204,0,0,,177,828,340,243,250,245,310,201,98,304
290323,"Tetrachloroethylene """"perchloroethylene""""""""",12,0,0,0,0,0,0,0,0,,,11,0,0,0,30,0,0,0,11,0,,434,375,423,425,688,760,777,760,781,1332
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,0,43,85,113,99,27,54,46,,,14417,4010,2801,2593,3555,5377,7901,6383,6723,7067,,4096,3865,2868,2645,3745,5144,7316,9395,9017,10036
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,,,0,0,28,91,130,113,42,50,26,4,,0,0,1,0,1,0,0,0,0,398
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",55,0,0,1,0,0,0,0,0,,,0,74,282,227,214,533,1371,4040,6314,12156,,329,196,127,9,26,12,71,8,13,118
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,30,63,59,,,0,0,0,0,0,5853,9257,8855,9759,11518,,0,0,0,0,0,0,1515,1364,1075,982
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",544,550,430,564,479,592,797,707,941,,,13754,18481,10247,7061,3966,6185,11585,8118,7755,20993,,1866,2194,2150,2166,1741,1975,2778,2401,1708,3650
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",68,95,20,7,6,0,6,2340,0,,,53405,76762,50920,20573,936,16410,50300,31341,63495,88434,,43144,35183,38155,26325,23452,26004,30018,28315,36040,77186
290531,"Ethylene glycol """"ethanediol""""""""",50555,67290,58168,47449,56478,100579,111204,68978,57890,,,1257992,1395906,1389118,1099380,853967,1235503,1252756,832134,646016,889550,,69897,77800,79881,73778,59518,104899,165285,142087,159080,169700
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,1365,1417,1020,501,317,579,2933,3353,3515,,,1665,1376,1491,1143,13355,19494,40061,36882,27097,58017,,11175,11260,13460,14806,11254,15229,21044,17343,15995,69576
291412,"Butanone """"methyl ethyl ketone""""""""",8054,12792,13618,8543,12154,7580,14621,5745,5056,,,51639,48265,75975,41954,35298,46400,57954,12054,22405,47173,,20394,28131,34895,28621,30040,35649,54692,45844,49859,45781
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,110,177,,,0,0,0,0,0,755,2133,515,722,278,,0,0,0,0,0,0,77,235,482,707
291521,Acetic acid,3088,3382,3349,2817,2566,3125,4048,2665,1907,,,32464,128869,179170,120355,73566,97900,180095,106167,121149,272180,,7750,7581,8902,8335,7452,10289,16112,12432,10049,20644
291531,Ethyl acetate,4903,3783,3364,2582,2793,5764,4480,3305,1883,,,5962,5661,5365,2703,3062,5256,6088,3602,2011,5599,,40061,45898,52631,43565,38770,48811,63645,57279,62329,68117
291533,N-Butyl acetate,13541,15649,13342,10587,10674,2954,2446,2433,1980,,,12515,12344,10720,8204,5318,5485,6899,6291,5248,10627,,36646,48003,42476,41956,41374,36793,50670,38357,42737,45956
291613,Methacrylic acid and its salts,168,41,47,36,30,11,16,30,21,,,19307,25691,16128,15351,13063,22565,23442,13554,6127,15896,,1209,1705,1851,1292,1558,2028,2555,1714,1359,1898
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",67,89,270,529,510,123,0,6,26,,,1421,1607,4627,1357,3230,2974,3224,3870,4588,2084,,1950,1470,3814,2993,2885,1998,3271,5141,5568,4315
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",61,72,306,500,485,604,671,497,431,,,5413,2833,3377,2394,2987,2788,3125,2852,2639,3190,,1876,2312,2273,2920,2595,2620,3529,3819,3473,4155
291713,"Azelaic acid, sebacic acid, their salts and esters",5,8,12,19,77,91,30,25,39,,,143,239,215,258,88,390,505,794,1668,4710,,211,108,144,160,216,324,233,251,260,396
291733,Dinonyl or didecyl orthophthalates,2239,1793,1414,1223,1196,1116,1704,1239,1113,,,65983,71720,46269,43463,53195,78427,60599,44550,41904,65956,,7556,4731,5503,3328,3790,4289,7726,6418,5980,18181
291735,Phthalic anhydride,4401,4294,5986,1548,3065,2906,1893,2925,2380,,,114589,105013,101572,47737,71195,85960,96603,85228,86009,117777,,28009,24262,23420,17256,17209,19752,22245,17634,22399,41935
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,,,7,22,7,0,0,0,0,0,0,0,,21,28,21,29,14,11,5,34,2,
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",56,54,0,0,20,5,7,9,4,,,353,285,289,339,280,293,311,215,158,193,,98,64,76,26,84,80,658,2426,67,1492
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",49,90,151,193,191,155,487,290,202,,,70339,73893,67904,81688,88269,6146,7874,12563,11353,19642,,3374,3817,5551,4146,3587,4961,6341,6936,5303,11909
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,1,4,1,2,3,15,4,3,,,1546,782,590,209,338,291,1367,3276,3090,6366,,178,744,690,6751,680,14938,3490,363,95,118
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",4,20,46,47,33,87,77,53,10,,,4987,6625,19201,23672,39048,50398,55454,37899,32308,20051,,6178,5178,5926,6254,5126,6881,7858,6546,5025,5867
292121,Ethylenediamine and its salts,2,2,7,8,4,5,34,19,2,,,405,153,157,2777,2421,1890,2295,1922,1991,2744,,1704,1997,3384,4495,4335,5278,6850,5735,4691,6033
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,,,1218,985,1640,1142,1296,1213,909,846,440,499,,2928,6764,5040,7520,18006,6371,14506,13134,5744,9288
292144,Diphenylamine and its derivatives; salts thereof,23,9,21,0,5,5,0,1,2,,,750,437,359,0,11,24,0,0,0,0,,79,159,216,90,140,250,319,160,179,323
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,182,292,209
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",108,256,16,10,7,7,11,2,72,,,3906,500,781,854,804,895,1199,1074,626,1272,,4435,7732,11647,12365,13426,20048,26574,22153,23220,21515
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,,,420,252,839,284,420,17,4,0,0,0,,22,53,83,19,18,17,19,33,37,58
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",648,688,1268,605,324,407,130,120,173,,,8501,7540,8477,6201,5077,5717,5109,4153,3471,4641,,10788,12989,13330,15832,14144,19912,26823,26902,26737,48597
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,,,94,135,245,164,225,187,53,168,200,198,,81,93,139,77,54,109,86,39,61,909
292511,Saccharin and its salts,1,8,3,11,15,2,10,8,1,,,1918,1361,1289,1390,1310,293,175,218,112,2,,1149,1144,1303,1338,2075,1835,1659,1943,2429,2323
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,62,96,0,0,0,0,6,26,,,246,231,218,146,271,120,183,186,356,359,,726,1215,1758,790,1022,889,1215,1172,1288,2271
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,19,67,16,1,,,31217,34960,39229,28226,19441,19804,27703,34480,39279,47842,,1359,1581,1870,3398,3440,4848,7650,7738,5915,15667
293030,"Thiuram mono-, di- or tetrasulphides",21,16,11,17,24,31,33,29,27,,,19,8,5,52,29,70,90,81,44,29,,350,359,492,724,810,1418,1511,1126,875,1058
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",5,0,4,114,10,121,203,393,253,,,3894,6943,8534,4091,3078,5986,11730,12075,13173,11626,,3957,6459,12615,13303,13694,13638,16625,22051,20236,31646
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,,4446,4517,5828,5894,11458,11502,22546,22102,24423,20994
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,61
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,19230,19062,21669,24569,26073,,0,0,0,0,0,0,1777,3228,3350,540
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,4,0,0,,,0,0,0,0,0,314,17,13,0,0,,0,0,0,0,0,0,1317,699,330,874
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,,,26,5,0,2,12,0,0,5,0,14,,86,107,96,32,234,295,285,207,841,956
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,354,178,29,0,66,,0,0,0,0,0,0,4086,3647,3858,1095
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1585
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",39,54,0,0,5,105,63,115,118,,,208,340,2328,6109,6574,21453,11601,12033,4272,3672,,63687,66169,69874,86771,79319,93211,92946,110896,108993,63991
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,712,1506,1504,942,1387,,0,0,0,0,0,0,2046,4253,3276,26114
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",3357,2943,3516,3404,3390,7178,5479,5786,3161,,,19014,18564,21515,20365,24479,25958,27208,32354,24517,29677,,17656,17982,17495,18425,21226,29620,30723,36305,28119,19921
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,,,69,76,96,103,142,142,351,197,397,563,,281,549,41,115,163,856,1698,1622,998,26558
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,1,1,0,1,1,2,0,1,3,,,51,97,87,231,147,82,39,50,18,46,,1825,2772,3635,4318,5505,6493,8015,9471,7746,4317
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",1584,1732,1798,1891,2804,2713,2432,3071,2055,,,6129,8206,6780,5937,4774,5806,5465,4393,4456,5604,,14480,12957,16141,16114,21158,20505,18663,27827,21163,7716
