Product code,Product label,Viet Nam's imports from India-Value in 2012,Viet Nam's imports from India-Value in 2013,Viet Nam's imports from India-Value in 2014,Viet Nam's imports from India-Value in 2015,Viet Nam's imports from India-Value in 2016,Viet Nam's imports from India-Value in 2017,Viet Nam's imports from India-Value in 2018,Viet Nam's imports from India-Value in 2019,Viet Nam's imports from India-Value in 2020,Viet Nam's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,0,41,48,3,59,,0,0,0,0,0,13,24,22,0,
294150,Erythromycin and its derivatives; salts thereof,1125,246,1324,1071,826,1735,3290,1912,1877,,,120141,129223,94796,110218,146094,136235,138921,117458,125434,87214,,6090,5001,7045,4715,7485,9164,10280,9460,11916,5576
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,8129,6780,10135,24046,36675,,0,0,0,0,0,0,38,38,22,4720
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",1168,792,198,1912,1294,1309,2657,5470,8051,,,113622,164603,108371,108681,109514,118973,124872,114291,108507,81512,,13580,14369,26945,24914,34406,42372,46708,49241,57638,12767
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",5527,4093,3104,3992,5689,8451,3207,4369,5691,,,276092,238520,251258,248174,234659,271172,241299,231934,252517,284645,,77622,75181,74775,83348,83379,112369,89635,82254,90591,93032
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",137123,153096,150076,174314,183601,198005,175774,178899,181817,,,6631679,8375464,8288881,9327226,9796992,9658816,10782950,12390505,14059367,14718722,,1162585,1270366,1337568,1518750,1650202,1819985,1791125,1836425,1854355,1138675
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,5,1,,,30743,71486,101381,46169,10235,106,242,810,1140,1942,,347,321,385,456,666,1286,1284,1532,1662,2120
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,7,0,0,0,0,0,0,,,1,3,0,2,8,0,0,0,0,0,,66,696,362,558,334,294,344,195,273,56
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,810,0,0,0,0,,2,0,35,0,0,0,0,0,0,33
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,,,31,0,424,12,817,1498,1144,19,3,28,,133,0,95,737,0,391,1955,1632,274,2531
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",0,0,0,0,13,20,9,34,4,,,31390,23545,29459,31388,16824,17056,26786,12577,11365,5820,,167716,202845,97572,134623,104677,139003,138973,134403,122235,92844
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,5137,7252,7447,9419,10203,12981,13558,16195,17672,,,535238,621166,613988,573343,570918,651621,710365,755570,723895,987642,,65775,87102,98827,96639,95763,105766,115769,133282,133336,128890
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",12,0,6,9,19,20,194,114,351,,,15470,18480,18921,18958,23874,26523,31462,31784,27847,35332,,88444,108705,121268,100520,116751,130763,157374,167661,182611,161182
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",36,0,0,24,6,15,11,10,0,,,2833,3791,4169,4093,4854,4614,6035,6800,6137,8208,,10496,13951,14012,14897,18183,16736,17200,15407,15208,15801
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",807,785,628,627,924,716,775,843,736,,,69527,99859,113624,107285,108055,119241,126321,130063,118269,162439,,57436,62305,82390,92916,108705,134800,132238,153920,140194,103370
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",53,210,170,198,348,626,1015,1691,1693,,,60085,60405,59775,67511,90387,97279,93796,99006,106873,122099,,3460,2548,3918,3336,4748,5160,9549,8650,7552,5780
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",54,41,88,64,65,51,1,33,112,,,55723,65817,70459,64673,73156,78715,78491,65821,73621,71456,,3993,4778,4328,3761,5794,4242,5027,4536,5051,8628
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",35,7,0,0,52,238,37,96,258,,,3395,4712,7428,4009,3333,3616,4161,3972,4422,3890,,4647,4824,5417,4862,5632,7038,11585,27753,30850,32302
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,64,424,86,26,18,75,90,51,52,,,1726,2194,2068,2231,1773,2179,2746,3614,2386,2200,,14583,17113,19688,16029,19512,20445,22268,24847,26335,47670
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,,,1141,611,735,582,1245,1346,1556,1469,1973,1972,,444,424,321,439,608,467,572,439,467,6796
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,,,651,186,94,54,46,89,126,202,111,147,,0,0,3,4,27,7,13,14,18,44
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,,,793,465,455,454,662,632,947,739,630,580,,1631,420,463,295,143,360,384,258,151,230
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",5,0,0,0,0,0,0,0,0,,,46,151,64,44,79,52,167,134,56,72,,41317,19428,18111,16581,18229,9012,2526,36642,22057,4257
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,164,330,39,29,0,0,9,9,15,4,,0,5,0,0,0,0,10,32,14,585
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,0,0,9,0,1,8,4,0,0,2,,6,28,14,11,1,4,9,0,0,38
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,,,118,100,37,113,133,0,0,0,0,0,,558,390,349,387,241,288,0,0,0,
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",189,53,69,113,157,252,672,985,1037,,,10944,15801,13433,12827,18286,22849,22159,30980,34190,33621,,4306,4594,5625,5588,8081,7820,8958,10566,11956,9663
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,16,3322,5765,,0,0,0,0,0,0,181,419,367,673
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,1467,2178,2627,1521,2071,3387,2835,2321,2074,,,363477,523744,455972,481359,407307,456916,516344,190000,67007,69222,,33344,31583,35830,30788,32383,41371,44054,54738,34513,19267
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",43,2,0,106,43,9,0,0,17,,,3787,899,967,681,984,441,499,741,414,594,,7155,4397,6683,4276,4263,3956,2599,2991,1722,1472
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",41,56,17,36,25,67,65,72,130,,,3790,5673,5441,5293,6628,6424,5873,5843,3820,6631,,17990,16900,17254,13044,13774,19562,19941,17550,16068,61165
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,,,0,0,42,3,1,0,31,5,4,2,,0,1,0,6,0,13,0,0,0,
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,187,315,292,222,385,91,1151,34,299,,,26063,40461,34090,33086,43164,48599,44053,68123,126187,81699,,34257,47105,57071,55354,63982,78431,81731,85757,71137,72691
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,,,321,456,2081,1260,124,5,34,33,133,99,,350,146,326,121,106,272,1059,2001,1544,1843
382460,Sorbitol (excluding D-glucitol [sorbitol]),349,61,210,212,133,124,280,427,670,,,80,291,684,325,169,475,1567,1033,1531,3155,,13611,13902,13005,12868,13436,11862,14252,14594,13625,11139
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,,,0,62,0,1,0,0,0,0,0,0,,0,0,0,4,0,1,1,2,0,
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,1,0,0,0,0,0,0,0,,,166,410,418,603,808,3509,1433,686,817,994,,324,437,253,734,998,1478,1917,966,392,339
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,1,,,12,98,282,139,28,33,1021,188,25,55,,135,89,18,41,81,234,298,224,202,10
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,4,14,,0,0,0,5,0,0,3,22,24,573
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",9980,6805,2450,11136,2832,5128,10668,2967,904,,,39729,26336,26777,30834,30818,28758,35459,40103,30097,49886,,324017,395127,451012,371610,362294,439210,470243,378785,323035,126363
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,0,0,0,,,99,444,281,451,704,1213,535,584,203,820,,20238,18376,17169,18053,15233,22781,34182,36233,35303,42124
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,0,0,0,0,84,0,0,0,,,295,2385,2558,322,566,2162,3349,1632,47676,19163,,129326,152211,203604,199147,250888,278057,292438,316623,399010,757778
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,4,0,0,0,0,2,11,0,,,3359,2216,1439,3661,7623,7623,561,1341,1102,938,,8556,8074,7862,8013,8637,9470,8559,9770,12615,6509
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",329,353,645,767,2394,6142,8488,8470,8008,,,57761,67769,65719,55334,56441,79916,94409,100458,99897,269270,,142932,161180,196611,198654,208326,243458,293001,290024,282746,377875
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",0,15,0,21,152,100,431,479,112,,,21056,25570,29065,23228,24406,29718,31465,28688,34882,51481,,74115,78740,103023,99217,103232,112086,129488,128014,124586,163076
390910,"Urea resins and thiourea resins, in primary forms",9,0,2,0,90,222,174,164,100,,,1187,1491,1163,1438,2074,1488,2725,2950,3043,5713,,4609,5609,8047,7877,6574,8074,10566,8958,10072,12216
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",2,0,204,43,0,0,0,0,0,,,1730,761,4245,7402,10048,1402,0,0,0,0,,23577,23076,36390,52084,67718,121309,0,0,0,922
390950,"Polyurethanes, in primary forms",2534,3044,3397,2957,2733,2450,3753,2418,2151,,,24513,31198,34638,38967,43196,42943,62916,56733,54977,74203,,153968,192074,197306,226950,266720,343649,435935,492195,488655,432315
391231,"Carboxymethylcellulose and its salts, in primary forms",806,1461,1252,734,188,200,250,107,122,,,20573,24815,21511,17409,12027,10774,10897,8659,7097,11385,,9758,11324,10968,12696,10082,11296,11231,13222,12180,14199
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",15,108,79,11,17,15,17,39,39,,,8488,7025,7850,11168,9139,11557,15242,16702,14537,20410,,29873,42930,63383,50749,54442,57146,57454,62519,61304,37728
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",2,2,9,0,112,13,5,0,111,,,6932,9203,9002,8347,8830,8428,7589,6935,6815,10524,,23794,14343,19816,28277,36776,53390,38429,37357,32974,31417
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,9,0,,,1274,1160,1487,3113,1475,2237,2270,1906,1344,3403,,249,266,125,335,514,612,995,2059,1011,4353
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,,,10,17,40,39,122,23,37,38,13,11,,1169,666,642,446,568,451,756,369,604,622
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",0,0,0,2,4,12,171,72,4,,,35587,34084,37689,44116,41739,42322,36923,36657,46329,70164,,8030,11507,13270,14848,16675,17188,21939,26158,30676,120573
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,,,17262,17258,1545,967,2402,22957,902,1593,8887,5310,,6417,6311,13833,5428,10397,34728,37799,29731,34442,26397
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,,,1,145,7,11,1,3,3,7,3,37,,299,402,551,54,1321,1159,920,881,753,689
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,,,1962,657,157,707,1105,586,1105,1905,1121,1936,,2712,4414,5791,3210,798,2638,1008,42,12,2210
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",71,23,50,39,26,48,56,48,19,,,2186,2526,2470,1954,1959,1975,2281,2155,1863,1905,,3098,2150,3979,3604,7246,7826,8167,6947,7575,3983
400811,"Plates, sheets and strip of cellular rubber",0,2,0,5,0,4,1,9,24,,,7836,9165,11604,6116,12410,7712,10408,14093,12999,16309,,9248,10534,10206,13236,15654,20747,26373,32251,27587,39542
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,6,44,2,3,28,,,3116,4385,6151,5038,9244,16703,16870,15784,17008,26865,,1110,2913,1701,1207,684,1112,1185,2095,1991,3701
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",7,8,3,5,6,8,4,16,23,,,60,26,268,170,71,197,764,1284,970,1082,,1020,910,1761,2249,3287,2098,1510,1365,1134,2810
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",16604,10521,7819,6114,4424,6891,6354,8135,6593,,,663788,670874,575422,434240,410559,444817,470922,524625,435017,696781,,183702,195720,187657,173673,142798,187904,205228,209931,187578,288975
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,50,61,235,265,43,0,0,0,,,62393,57799,50324,46627,38274,41131,33707,42739,39016,58730,,1041,1375,2004,2454,2169,2201,2378,3372,4232,12402
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",111,42,31,84,906,1631,0,0,0,,,6486,20082,23448,23943,24613,5213,0,0,0,0,,1565,1207,1406,2091,2295,3495,0,0,0,
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",3,0,2,9,38,50,0,0,0,,,12332,36897,60976,68702,71891,14159,0,0,0,0,,1818,2016,2399,2573,2095,2075,0,0,0,
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",1007,568,762,869,184,0,0,0,0,,,680754,470401,114623,66521,77088,37977,0,0,0,0,,4698,1870,4665,2555,2242,2246,0,0,0,
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",18,10,1,22,0,0,4,0,4,,,31339,32424,29393,25638,26149,30621,35074,39261,58816,83336,,2077,2602,2696,2624,3304,2724,3593,3558,3061,2726
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",34,93,25,6,111,82,102,241,69,,,5198,5565,4592,5521,3503,4534,9753,10227,8327,6909,,3853,8258,4716,7733,6278,4911,7223,5818,3727,3613
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,3,,,253,45,81,19,142,97,185,105,66,134,,29862,18863,84160,86242,50043,10807,2169,169,1475,2878
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,,,64,0,26,20,7,30,22,0,1,1,,7,64,13,104,91,0,0,0,0,102
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,,,20,21,9,0,107,32,0,13,0,0,,0,0,0,0,0,0,0,0,0,2
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,,,132,213,658,3,26,6,373,0,0,71,,32728,56160,951,26,68755,34,60823,75641,74098,180712
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,37,5,52,90,1,1,0,0,,,7,0,87,15,19,0,89,195,32,0,,5,214,1502,136,236,4,694,717,811,17839
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,1,0,24,6,,,1350,515,1140,869,808,1159,758,788,547,1000,,600,508,1185,954,847,529,150,109,30,1263
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,146,24,71,412,130,59,29,0,,,178,250,110,226,201,63,67,107,67,165,,16204,16922,22107,27079,29724,18555,22371,28173,25724,7675
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,10,6,3,17,20,7,,,14799,18103,16487,19820,21197,19326,21956,27198,25623,42218,,1425,1801,1496,1845,1290,1345,2412,2075,1894,7177
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,,,4,11,16,21,4,17,5,6,0,8,,0,0,0,0,0,0,43,77,30,
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,0,0,1,0,0,,0,0,464,0,20,50,34,0,0,
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,63,36,5,32,,0,0,0,0,0,0,97,29,19,233
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,1176,313,238,1523
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,30117,19412,28401,6919
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,,,54,33,41,49,32,9,88,2,6,7,,0,4,6,10,2,150,1,3,0,2944
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,29,,0,0,0,0,0,0,4380,9818,13464,24087
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,0,,,4960,2891,1451,1208,693,1103,5715,4879,4553,5270,,16800,15129,16590,12410,12336,18054,25585,22839,18555,10071
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,,,7269,7779,7676,9419,9548,4785,7048,7812,7915,10646,,118,5,4,14,9,0,75,0,0,193
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,93,0,360,,0,0,0,0,0,0,541,821,580,5454
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,,,18,26,90,119,36,11,46,6,79,179,,5485,7731,4588,4314,3628,4586,4526,5152,7537,26575
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",0,0,6,17,6,47,0,598,156,,,1108,107,36,176,1060,1859,3306,11872,12806,22158,,82119,56507,53493,63468,67008,85312,73172,88568,97146,118179
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,2,22,5,,0,0,0,0,0,0,1168,843,1177,9471
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,4914,7668,12390,16559,56642,,0,0,0,0,0,0,411,526,666,1492
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",0,0,0,1,1,0,3,7,2,,,6517,8283,5803,5988,5255,26611,39274,38559,34317,51437,,269,193,348,167,407,538,633,6135,5910,3992
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,81402,61185,57338,43507,69720,,0,0,0,0,0,0,3705,5014,7292,14504
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,,,11,11,0,3,89,26,12,5,3,3,,117,41,2,24,16,21,33,52,138,1893
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,,,0,0,3036,1955,2374,528,1,0,0,11,,4075,3879,2383,0,0,0,0,0,293,407
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,,,0,0,1353,1906,920,477,5,1537,303,6,,35537,28560,32978,34407,35633,62748,89680,88451,93974,95717
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,,,0,20,27,29,31,62,271,5406,8399,949,,56,27,62,7,20,128,97,136,30,642
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,0,0,0,,,16,33,0,1,54,2,12,32,7,16,,11983,14792,32026,33370,38339,95155,246703,301601,361946,682071
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,,,6498,1874,2402,1602,1772,2723,6743,4919,3352,2061,,421,998,962,922,6166,9213,10165,7738,363,276
