Product code,Product label,United States of America's imports from Viet Nam-Value in 2012,United States of America's imports from Viet Nam-Value in 2013,United States of America's imports from Viet Nam-Value in 2014,United States of America's imports from Viet Nam-Value in 2015,United States of America's imports from Viet Nam-Value in 2016,United States of America's imports from Viet Nam-Value in 2017,United States of America's imports from Viet Nam-Value in 2018,United States of America's imports from Viet Nam-Value in 2019,United States of America's imports from Viet Nam-Value in 2020,United States of America's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,6,0,4,3,0,0,7,0,0,,74,48,2123,2976,6581,1996,1395,1806,1791,5039,,2999,3467,3327,3475,1926,1272,1226,618,751,783
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,33,58,24,174,0,2,,158,202,458,253,346,583,1482,1487,742,510
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,0,,0,19,0,9,4,9,11,0,0,61,,5573,5592,4156,6120,7213,2799,3554,3284,869,995
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,27,0,46,934,733,836,255,1024,121,20,,256,338,242,361,432,644,212,143,85,121
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",4,0,0,0,0,0,0,0,0,0,,0,0,57,11,35,77,36,152,66,133,,3964,3729,4587,4839,3887,4417,2800,2682,1432,2072
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,13,66,1012,1357,1080,11647,,352,372,292,382,531,291,221,349,677,612
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,12,0,0,,6,1,740,5018,2769,2577,1400,641,1382,1863,,7314,8000,7353,7340,5568,4276,4222,6048,6845,6696
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,3677,4762,4584,3028,4065,3556,4619,3870,2996,5696,,4337,3829,6317,3913,3666,3632,4232,2628,3004,1889
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,115,317,137,2174,1519,214,371,1662,2124,4231,,5014,4473,5315,5718,5413,5892,7418,5473,3132,4118
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,95,20,54,45,5,9,5,37,8,3,,5288,4567,6396,5082,7819,7095,10229,13330,10283,11277
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,4,1,12,5,39,,,124738,125788,115542,108209,98189,102290,105923,111690,107851,116523
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",0,0,0,0,0,7,7,0,0,0,,0,0,0,0,0,3,3,1,0,2,,49269,34765,38528,33650,32256,36691,35392,36224,30778,30736
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,201,223,397,476,483
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,0,0,0,0,0,9,0,0,,1296,877,306,730,495,729,823,3156,1893,6188,,2382,1670,2125,2274,2519,3497,1936,1708,1803,2379
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",2,0,0,0,0,0,0,3,0,0,,0,1,146,78,13,45,1924,2232,1549,309,,7275,6063,6653,4843,4860,1526,1616,2409,1401,1691
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,29,15,2,1,0,1,0,,909,589,389,968,599,2196,1044,1504,932,449,,18401,17752,14746,14131,10688,9323,10171,9823,5345,6119
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",2,0,2,0,0,0,0,0,3,0,,3,0,18,25,17,535,14,81,3,26,,1960,2257,1141,1310,1360,1064,1262,1271,489,534
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,28,57,28,0,0,0,,5362,6151,1611,1940,6013,9294,12176,22106,20221,22067,,2374,2331,1168,204,313,471,365,356,212,946
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,55,1299,3836,5893,16635,15095,18727,,297,60,3,36,17,53,20,7,10,21
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,2,2,0,,,195,1,197,25,0,8,0,0,0,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,59,0,0,0,0,0,0,0,0,,59,136,142,29,207,943,722,310,2337,3870,,2660,4084,2045,1278,958,492,374,371,190,553
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,59,92,1972,185,369,1726,441,209,,156,125,12,0,1,6,49,60,50,25
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",163,48,0,0,1,1,1,0,6,0,,503,30,438,324,1601,1198,3909,6196,4304,7190,,4389,5118,3511,3775,2173,2878,2289,2039,1531,1398
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,0,0,0,0,0,1,0,,1,0,67,160,435,203,117,87,181,23,,1183,1538,1441,816,614,580,5544,591,150,431
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,35,96,65,1,,1794,1434,2970,2785,2775,2663,3282,3047,708,897
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",1,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,7,2,13,19,,1511,1715,1699,2393,1719,1958,1761,1293,502,829
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,449,129,6,846,381,429,827,77,133,126,,11071,6864,6832,7540,3809,5589,9231,5927,4998,6408
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,27,1,4,69,4
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",616,682,331,0,23,0,0,147,202,0,,105577,64719,34372,24083,32058,33772,30005,30132,20726,29188,,13025,14319,17935,18233,17048,11757,12538,8841,4985,6318
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,1476,1377,25,712,405,884,962,886,534,9,,7038,6665,7081,7408,6774,8712,8028,6552,5553,6102
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,2,0,0,0,,0,0,0,1,0,101,0,163,656,82,,9579,10181,10061,9461,7763,7750,8417,6040,5727,8557
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,0,,210,240,204,176,162,231,213,123,189,279,,24756,26991,28514,34205,29102,30392,29151,28415,28783,51761
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,62,0,0,0,0,0,0,0,0,,2295,7420,8540,7320,11817,14818,18068,18800,13116,12775,,25894,28160,29280,26505,23037,21464,22680,19928,12442,17982
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,0,0,0,0,0,0,0,,0,0,53,4,0,21,156,591,526,1170,,372,369,1045,944,485,738,1684,1360,911,634
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,32,0,0,0,0,0,0,0,0,,898,753,743,628,659,767,745,470,409,13,,3194,3585,4051,3776,3177,3837,4827,5809,6550,5486
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,1,0,0,0,1,0,0,0,0,0,,45,66,88,82,68,111,45,135,113,304,,4506,3847,3444,3932,2451,3313,3083,8664,8554,11029
701010,Glass ampoules,0,0,0,0,0,0,0,0,0,0,,8,74,53,39,46,61,82,61,81,,,4504,4611,4536,4687,4372,5658,5476,6510,6219,6231
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",0,0,1,0,0,0,0,0,0,0,,43,285,121,89,81,146,592,580,360,879,,121087,115712,146998,168388,155139,164236,233170,202221,132023,162347
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,0,0,0,5,0,0,0,,0,0,96,89,105,92,105,87,51,,,39514,39289,46055,50634,53362,48307,58660,46868,37427,72229
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,0,659,0,729,1004,0,0,0,0,2171,,232300,223712,326948,150833,108228,259251,326623,151695,150475,344100
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,1377,391,0,0,,53,36,195,119,4,7,2253,1566,28,428,,133780,109730,137255,120236,112651,102071,124204,88666,66921,190226
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,62,0,0,,,154,572,279,193,457,487,275,1322,482,484
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,26,38,0,0,0,0,0,,0,0,0,0,0,0,79,1,0,,,81556,81596,78368,55780,50279,63869,71045,44911,37092,48403
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",0,0,6,73,51,12,0,0,0,0,,2296,3227,3494,5415,2001,1988,1666,1631,1490,5727,,40582,24401,28830,30935,27152,40460,28025,16187,7776,40282
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,798,0,0,,11,0,0,112,298,5,6,2,0,1,,679739,527374,364559,516963,267914,402452,231493,329909,129242,164583
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,70,0,0,5,127,907,0,0,0,1,,3310,1758,2040,3167,392,3314,3082,1634,327,516
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,0,0,0,0,,1,69,254,28,151,67,15,456,6153,3419,,18451,21273,47103,27960,28271,25950,16492,10476,10115,9670
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,11,50,12,7,4,76,32,56,381,470,,40697,37582,42082,35244,63743,66935,38867,27957,21516,29273
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",0,0,0,0,7,0,0,0,0,0,,8,2,685,2235,1188,358,390,711,502,89,,28164,31084,38150,30549,31067,35616,42740,36036,26610,39316
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,0,0,15,0,0,0,0,0,,0,12,8,0,0,0,1,125,0,,,154597,97508,137120,88548,50549,79731,73693,51326,28366,34276
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",0,0,0,0,0,0,0,0,0,0,,0,17,0,0,0,34,58,141,445,237,,411143,305979,344856,286408,184324,203099,252402,222996,146576,202967
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,123,0,48,3,11,4,0,5,1,28,,3433,1642,4267,1796,1325,2165,2699,1669,1414,435
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,1060,989,723,103,126,9,8,45,24,229,,268978,121756,49334,30735,23126,44438,38928,34863,19007,26529
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,2091,2214,1928,62,2149,467,539,1216,57,23,,43,55,44,255,47,52,48,29,97,103
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,55968,53862,52277,46133,52991,55063,47565,45479,38431,590,,1,0,0,27,50,16,0,185,398,118
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,5,62,0,208,147,0,0,,10955,11707,13773,9041,18990,9755,6766,10499,14695,302,,202,174,193,232,826,115,406,587,181,213
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,0,0,0,0,0,0,,577,504,124,1,0,1,1,0,0,402,,352,547,1254,846,1069,1043,1615,1004,687,1082
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",0,0,0,0,0,0,0,3,0,0,,57,94,328,139,101,233,186,326,700,42,,54908,46916,49812,55647,49221,52880,56554,44130,38619,44864
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,22,123,14,0,,1405,2119,2823,3864,6180,8116,13988,15784,19683,7391,,121086,159701,186977,148283,145301,197359,209661,199714,143080,172613
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,0,0,0,0,0,0,0,0,,157,176,148,55,16,5,0,0,0,3,,7222,9659,12942,13444,10908,10946,6883,10118,4803,7133
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,0,0,6,0,0,0,0,0,0,,118,78,19,68,107,1,3,2,33,98,,13879,15569,15457,12602,10003,6365,9246,5765,5142,4754
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,6,5,2,5,5,6,5,3,4,,,22,81,0,5,75,0,27,0,0,5
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,2,0,35,0,,14,13,38,58,46,38,2030,2726,1483,1,,1494,1184,1719,997,404,550,1379,4216,2707,2728
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,71,234,17,42,18,9,75,79,82,4233,,31831,31818,32978,26786,20421,18846,19785,18180,13821,19947
890400,Tugs and pusher craft,0,0,0,0,0,0,0,0,0,0,,30852,50610,119037,112872,109802,163192,108756,194440,99967,82097,,43,12,529,121,26,1170,10227,1004,4070,676
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51616,0,0,0,0,,,597000,414641,39,625035,2657,370993,3000,25122,273,397116
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,5874,0,116030,0,0,13700,8400,12600,0,,,3327326,3593885,3751612,4431040,3551845,3338293,3650005,3473855,2696569,3069419
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",0,0,0,0,0,0,0,58,0,0,,0,0,20,57,1120,293,15966,370,478,7094,,1217946,1440768,1682427,1752845,1715584,1613558,1711835,1890459,1477437,1313729
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,0,41,0,0,0,35,0,0,0,,,1098,186,361,0,131,1730,1106,2858,1868,4004
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,,,5030,7426,68,221,1566,23834,7324,2566,8069,37894
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,204639,190475,224123,217286,165474,109159,102199,106885,71366,82378
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",0,0,44,0,0,31,0,53,0,0,,9,12,83,200,0,158,150,248,51,1914,,25550,34580,40303,34989,38033,36326,38634,31964,30266,34223
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,133,118,145,381,93,347,388,2075,10396,8351,,622744,600379,702935,773423,873971,1026505,1092715,1011907,452990,333076
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,75561,145015,87771,52445,40444
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,737,340,90,14,221,148,990,41,33,600,,1352996,1763886,2113182,2271178,2424557,2533000,3873187,5491011,5786081,7744987
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,1700,0,0,301,1013,226,1025,1031,294,335,,12889,14173,3990,3875,7626,14423,55386,56184,68247,114720
851671,"Electro-thermic coffee or tea makers, for domestic use",0,7,0,5,0,70,5,18,0,0,,11,8,11,21,12,201,23,94,65,394,,1149282,1042478,1277788,1023135,1067784,1043285,999236,1089117,1179628,1364421
853910,Sealed beam lamp units,59,0,0,24,0,0,0,0,0,0,,234,1735,4432,6551,1693,2873,2273,92,80,1163,,30902,25802,44259,37652,18487,32448,46890,31526,21789,21895
853939,"Discharge lamps (excluding flourescent, hot cathode lamps, mercury or sodium vapour lamps, ...",0,3,1046,4,0,0,4,0,0,0,,22924,1762,4841,3529,214,139,281,203,64,27,,117561,159458,98951,100059,69290,66012,62364,50019,31341,35811
854071,Magnetrons,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,0,1,1,2,,39454,33635,32940,37173,32694,31939,39721,38865,34358,38669
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,7,0,2,1,0,0,0,0,3,,23044,24167,20604,21827,21664,23171,18481,19635,23561,38443
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",0,0,0,0,0,0,3,0,0,0,,358,64,264,263,375,490,496,855,2074,4567,,98424,84009,90405,91208,75942,80240,96137,99754,78223,104832
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,10483,9486,11399,15402,9536,12643,18655,22961,22208,21186,,190061,158178,183819,207599,212506,166768,221519,281476,346641,376629
847030,"Calculating machines, non-electronic",0,0,0,0,3,5,0,0,0,0,,0,0,10,0,4,0,0,2,4,2,,9711,7054,6555,13378,12483,9154,4583,3028,5534,3896
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,0,122,97,139,127,2,11,4,0,42,,2482,865,1456,3713,6933,10637,4701,9184,11457,11056
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",0,0,0,0,0,0,0,0,5,0,,304,445,300,454,9,50,3,34,28,,,6505,4209,7521,13327,860,2297,3281,3676,3446,429
847720,Extruders for working rubber or plastics,0,0,0,0,0,0,0,0,0,0,,1182,576,113,744,387,318,1795,6116,196,993,,105108,144104,147656,162473,161335,179927,196713,161980,174667,143207
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,0,0,0,0,0,8,0,0,0,0,,0,2,0,0,0,0,0,0,0,,,76156,85446,147428,176557,82506,123672,48510,59941,30748,51861
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,482,366,652,135,417,38,1112,1996,7832,15422
844513,Drawing or roving machines,0,0,0,0,0,0,0,0,0,0,,0,11,0,0,95,144,146,11,104,248,,8275,3711,11298,16913,3334,2883,6860,3765,2367,5414
844610,Weaving machines for weaving fabrics of a width <= 30 cm,0,0,0,0,0,0,0,0,0,0,,0,106,230,412,0,61,1,160,304,145,,3206,3800,2996,5605,4042,2362,3111,1996,1931,4186
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,0,0,0,0,0,,0,6,8,11,1,8,1,0,39,16,,4255,7014,6159,7527,6670,9171,3053,1159,805,2764
844839,"Parts and accessories of machines of heading 8445, n.e.s.",46,42,12,0,0,0,0,0,4,0,,29,3,1,28,2365,3323,4125,3213,2697,5006,,46137,123304,53587,50613,51722,49805,49012,44483,34649,46614
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,800,456,3,1,115,192,104,158,65,1707,,4237,1369,8768,2403,3155,3118,4596,4920,10236,12309
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",0,0,0,0,0,0,0,35,0,0,,16,26,11,10,2,1,0,7,3,302,,218668,192681,208569,252112,251733,303343,393092,411417,397804,458238
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",0,0,0,0,0,0,0,0,0,0,,1,137,198,22,118,265,111,292,614,94,,8360,12524,12581,12975,10191,14176,11823,7625,6117,9441
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",0,0,0,0,0,0,0,0,0,0,,206,499,137,506,792,2941,0,0,0,,,361037,348038,407466,401332,442212,0,0,0,0,0
845970,Threading or tapping machines for metals (excluding way-type unit head machines),0,0,0,0,0,0,0,0,0,0,,8,25,305,25,97,305,432,230,136,345,,32106,30153,34155,15864,18465,8701,17350,9247,8962,7480
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,197,7,175,,,0,0,0,0,0,68768,70482,83483,55043,64971
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",190,0,0,0,0,0,0,0,0,0,,849,83,269,167,393,98,173,239,3066,155,,53704,63491,69172,78884,70586,79955,73525,92683,62158,83013
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,50,0,3,,4268,7210,27339,18418,28915,12085,24906,23586,13989,6795
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,32,3,3,0,0,1,,,58641,57813,58192,56468,67423,72277,67008,67522,64918,63696
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,124,106,27,0,0,0,0,0,0,13,,16854,16233,20069,7835,4718,10613,15185,8652,7245,9957
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2752,10790,15974,14292,3911,1536,39,,38632,33930,53139,35861,22089,30209,25763,17195,10435,16208
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,1931,13,113,182,1323,991,981,1244,1421,6821,,39358,16191,17891,17191,15803,23614,14493,4551,3824,19415
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,455,741,1179,302,774,879,1207,1433,736,1055,,25104,25723,31372,20499,12980,20444,22177,18423,15890,21612
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,53,0,,,8412,1387,2401,1793,1416,1957,2232,2957,4118,1740
750522,Wire of nickel alloys (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,3,7,25,22,1784,,183701,168112,172721,147838,98150,143691,155281,153350,124239,163856
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,0,0,0,0,0,,1648,386,75,46,152,15,26,44,82,178,,10513,9528,10055,10510,12756,13522,14672,11293,15024,22246
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",0,0,0,0,0,0,0,118,0,0,,11,865,9322,10832,11088,16700,16643,14756,15988,19621,,120128,150241,155464,107702,107276,104809,124229,100458,70329,150868
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,4,0,0,0,0,0,0,0,,0,0,34,17,104,17,92,168,62,36251,,89763,31086,43222,44919,39325,38176,6792,4336,4629,3655
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,45,15,0,0,,,15832,13018,10916,9521,7748,8279,9337,10052,6872,5542
843050,"Self-propelled earth-moving machinery, n.e.s.",0,0,0,0,0,3,0,0,0,0,,0,106,851,212,23,0,87,0,0,263,,55508,114736,64853,59071,91750,77937,68096,91314,73921,122665
842920,Self-propelled graders and levellers,0,0,0,0,0,0,0,0,0,0,,600,1745,350,196,303,592,262,313,630,81,,365063,160324,207023,207607,165175,236886,318566,395821,243220,311102
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",0,0,0,0,0,0,0,0,0,0,,201,615,0,0,0,0,14,0,5,,,39321,15957,32442,39028,21961,68394,25400,59058,124615,14200
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",46,0,0,317,0,101,405,0,0,0,,788,1219,2646,2047,2416,1380,2329,1659,3419,4473,,150751,142470,165357,206013,221945,280438,282366,278264,190173,281775
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,17,1,2,6,13,68,67,2,0,66,,402,2184,6703,1431,4959,2391,3547,7656,1349,2986
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",0,0,0,0,0,0,0,0,0,0,,6,0,192,0,80,69,0,6,97,2,,3798,253,418,313,1011,325,521,1080,4215,224
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,0,0,0,0,0,0,0,3,0,,2,0,43,0,0,0,43,62,289,5135,,42889,46740,106469,142278,193419,96324,119896,129471,128163,179084
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",0,0,0,0,0,0,0,0,0,0,,0,42,75,1,32,37,85,35,10,65,,41963,59369,84228,99779,88724,102502,88553,121611,130854,160030
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,4,2,13,3,2030,,4806,1191,9944,2455,2120,1359,3249,8563,6897,3133
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",0,0,0,0,4,0,0,0,0,0,,57,139,250,230,193,248,679,1042,1566,131,,272013,247387,282433,214296,227136,252366,271787,257339,242422,255707
