Product code,Product label,Viet Nam's imports from Germany-Value in 2012,Viet Nam's imports from Germany-Value in 2013,Viet Nam's imports from Germany-Value in 2014,Viet Nam's imports from Germany-Value in 2015,Viet Nam's imports from Germany-Value in 2016,Viet Nam's imports from Germany-Value in 2017,Viet Nam's imports from Germany-Value in 2018,Viet Nam's imports from Germany-Value in 2019,Viet Nam's imports from Germany-Value in 2020,Viet Nam's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",2,18,16,11,28,133,195,22,5,,,243026,229142,242319,202077,208039,258424,263242,213291,160034,181029,,215614,235162,235739,210961,213254,328170,366277,317008,313264,489158
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",159,58,2771,2047,2606,679,346,243,332,,,369192,365734,374119,293912,285576,367891,365650,315280,307916,448000,,13544,15366,19071,19775,21599,38327,48608,63383,60481,158983
390920,"Melamine resins, in primary forms",30,73,11,21,157,71,148,221,63,,,117733,130914,126164,96061,102517,112077,116741,89710,73861,95455,,17426,19249,17936,17547,17050,18704,19219,18846,16811,14642
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",753,713,460,261,660,1400,2391,3096,3580,,,981285,1014856,1036929,875345,950502,1025566,1089054,997240,875014,1092714,,29633,27106,23806,25968,32343,39923,53553,55235,53274,69668
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",12,21,22,27,48,80,65,91,59,,,138023,142056,148723,117259,123040,153855,191096,199107,201338,229841,,1916,3468,2843,2912,3246,3803,3898,5286,10414,13425
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",707,569,508,1235,668,795,1250,1143,816,,,1170588,1243840,1306686,1171046,1236872,1444142,1486972,1376297,1348373,1549890,,53521,49229,56857,63644,54444,60466,63977,58099,52740,36248
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",11,19,10,14,13,97,3,10,0,,,390214,433214,453256,362884,347626,363469,383427,377653,377342,485533,,4992,5575,8202,9355,12107,15394,16733,27762,36365,138979
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",4,1,21,17,49,29,5,9,13,,,133863,108358,165663,131701,120330,129060,146442,132686,122961,149914,,9241,9603,13375,10181,15281,13987,19295,18047,22558,33864
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,26,110,17,30,99,1,61,15,,,266181,279131,257518,253135,290320,290402,316505,276187,215266,263450,,21605,19836,25733,32222,27358,30339,41536,36328,29842,10765
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",4,6,13,14,5,9,91,0,10,,,139,219,144,206,433,1459,1712,1229,231,62,,209,215,308,317,168,177,454,388,431,3373
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",371,532,599,1306,926,744,682,546,523,,,369552,392299,440996,371074,404489,456026,492007,464487,446635,551499,,28292,35106,41973,46954,64031,77379,87330,99777,98341,151581
392520,"Doors, windows and their frames and thresholds for doors, of plastics",1,2,6,1,27,3,26,137,15,,,503818,447290,421457,353985,349885,357825,387913,372587,362082,400302,,769,1789,2150,1898,1961,1742,3933,3329,3076,4582
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",1,6,4,1,18,10,0,0,0,,,86771,92157,104146,86869,93057,98796,101627,91859,93457,112223,,745,857,1761,1513,2378,2213,5541,11758,13453,18773
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",1,0,0,0,0,6,0,0,0,,,221941,195462,76654,1887,1900,1557,1875,1299,1399,2771,,8243,15239,7779,6977,14537,38104,34306,52335,251201,345439
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,,,11,5,3,0,0,0,0,6,3,7,,701,412,45,103,278,535,136,578,585,34
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",165,221,219,127,97,142,179,128,33,,,817382,756056,683042,485584,495247,567172,607037,558044,455968,532954,,12961,23692,29161,31583,45499,68093,46365,51206,55312,133675
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",161,81,79,137,188,320,132,178,245,,,163791,158093,160107,142762,144725,170974,203879,173783,164517,171584,,7992,8491,5906,6175,5059,5501,6037,7876,7164,7556
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",121,73,593,300,430,385,392,69,614,,,0,0,0,0,0,117432,102307,87853,65563,61628,,1202,1546,2870,3948,8146,5877,2769,3974,4334,5332
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",455,396,467,450,506,598,776,795,747,,,222265,235951,245774,221482,228549,261866,286097,265478,263648,319680,,15484,13445,14601,18762,32249,23266,30019,28873,28879,25676
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,,,137178,139914,128818,110831,110088,127766,138188,124303,123143,156973,,27,3,1,0,12,0,0,0,0,48
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",17,18,17,27,18,64,110,121,33,,,78768,76510,83814,86177,97014,96767,109605,104313,103477,119299,,4010,5147,5169,5061,5186,6077,6598,6586,6672,8236
401610,"Articles of cellular rubber, n.e.s.",100,163,265,216,174,786,1503,2237,1358,,,26664,31456,32466,33038,34406,38275,40082,42527,42395,50741,,27517,31037,37595,42199,34114,36010,38117,41896,38087,8557
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",11,13,16,30,11,25,35,53,37,,,3676,3208,2593,2192,2432,2705,3280,3918,4137,3256,,1175,1116,1452,2239,1892,2526,2628,2486,2067,2749
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",32,0,0,0,0,0,19,0,0,,,14841,15999,23029,11746,9318,7809,6268,4274,3825,2756,,6159,11934,4319,3890,3957,4454,1535,1722,1657,2885
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4404,5815,3046,872,868,2179,4177,6432,8453,11528
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,,,1,0,0,0,5,0,0,0,0,0,,1,0,0,0,0,43,0,0,0,22
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",0,1,0,56,2,3,3,3,21,,,115581,121641,125629,107437,95068,143514,165150,176680,190055,245224,,3915,4686,4617,11066,12218,16053,19465,26297,18571,67896
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",5,0,0,0,1,0,0,0,0,,,9524,8792,9157,10282,9777,10070,13500,13703,9264,7272,,918,1231,2795,2479,3237,1109,4165,4203,3591,1233
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",1,1,0,0,1,0,43,34,41,,,56261,67508,68710,49863,45339,51348,55880,56510,54282,52659,,1609,948,1381,1274,1526,434,620,597,607,956
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,,,8279,12325,6226,3527,4497,6997,15338,16255,6289,9164,,4,590,786,36,54,208,242,611,0,18
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2774,3523,3264,8922,7795,,0,0,0,0,0,0,159,140,20,405
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,5,0,,,0,0,0,0,0,154,2064,1362,327,2744,,0,0,0,0,0,0,204,413,2057,1771
