Product code,Product label,Russian Federation's imports from Germany-Value in 2012,Russian Federation's imports from Germany-Value in 2013,Russian Federation's imports from Germany-Value in 2014,Russian Federation's imports from Germany-Value in 2015,Russian Federation's imports from Germany-Value in 2016,Russian Federation's imports from Germany-Value in 2017,Russian Federation's imports from Germany-Value in 2018,Russian Federation's imports from Germany-Value in 2019,Russian Federation's imports from Germany-Value in 2020,Russian Federation's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,11,5,3,0,0,0,0,6,3,7,,114,147,125,5,0,0,0,0,1,0
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,333,493,518,574,775,386,310,340,395,562,,104,107,3,60,9,3,2,3,12,3
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,588,473,406,293,352,0,0,0,0,0,,20,52,101,22,19,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,86,16,179,8,25,8,7,31,13,9,,1,0,0,0,0,0,1,0,0,0
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,77315,77689,66424,41770,39993,0,0,0,0,0,,564676,551692,570313,487300,486713,0,0,0,0,0,,141266,137758,124709,86650,98826,40,0,0,0,0
360500,Matches (excluding pyrotechnic articles of heading 3604),3,3,1,0,0,1,1,0,0,0,,5018,5989,6517,3868,3860,4336,4032,4137,3903,4621,,586,3441,1400,982,993,2349,1880,1948,263,0
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,1,0,0,0,0,0,0,0,0,,8786,9253,7323,2734,2393,3075,2447,2027,2955,2731,,8297,8680,8021,8450,8314,7797,7665,7263,6441,7966
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,2,0,0,0,0,,41,56,4,0,0,0,0,5,0,0,,92,2,0,0,0,2,0,0,0,0
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,978,395,253,186,188,,0,0,0,0,0,0,0,0,0,0
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,9,0,21,0,0,,0,0,0,0,0,8889,10217,9695,6439,8345,,0,0,0,0,0,800,60,70,17,35
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",66,0,5,0,0,0,0,0,0,0,,1570120,2008060,1836747,1276757,1413385,1558167,1892545,2117587,2374433,3387688,,277,214,362,2776,3912,4279,4218,7932,4213,3743
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,734,838,1245,1501,1403,1939,2108,2488,2996,3095,,248,181,228,95,97,41,56,42,66,40
110811,Wheat starch,0,0,1,0,10,15,22,3,0,0,,42798,46274,48880,42244,42322,50455,52507,44463,46659,64252,,2443,2836,2625,1624,1833,1807,1975,2186,2554,4012
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,4833,7428,5416,4468,4108,4119,5641,3767,2219,2992,,3,206,1,21,14209,9134,4506,148,5,11
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,64,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",6,16,38,3,0,0,0,0,0,0,,19771,30187,46963,43421,34676,31299,33031,32178,41576,35766,,6855,9055,10625,8274,10092,13378,20666,27044,23409,13254
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,994,697,158,152,236,142,307,204,625,486,,74,352,1140,992,2347,1739,1121,78,456,1421
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,2263,767,400,211,164,232,398,415,398,500,,45,12,55,389,0,0,0,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",3,4,3,0,0,0,0,0,0,0,,2967,7463,10692,8072,6268,7530,7054,7886,8745,8068,,170,573,757,437,631,1089,1978,2852,2780,3245
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,822,854,1192,901,1278,987,629,763,995,1105,,221,334,335,216,256,331,433,321,431,334
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",1140,1745,1714,0,0,0,0,0,0,0,,20884,22222,19945,16203,17993,19440,19205,19737,19190,18313,,44701,56660,56171,34971,24082,27427,27136,24981,23010,24296
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,22035,23127,24280,21763,26334,23342,21583,24485,23047,33669,,1018,1058,1511,919,1042,1032,1472,2233,2001,3081
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,259,254,288,244,589,436,434,413,472,534,,792,371,296,127,99,116,128,123,68,188
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,1553,2371,2883,1750,1545,1861,1652,1614,1983,1251,,673,1428,6594,3818,1650,2534,2389,1593,1970,1325
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,2790,1149,2331,3711,4247,5066,7120,7589,8248,8133,,100,146,139,84,147,272,395,1024,2430,2899
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,31,104,81,24,17,14,4,16,905,368,,0,3,1,0,40,0,23,0,0,0
80122,"Fresh or dried brazil nuts, shelled",0,1,6,0,0,0,0,0,0,0,,7798,8563,15816,23356,28866,29960,29434,41669,37981,32876,,5729,4988,3932,4153,1156,4254,3217,4569,2864,4546
80232,"Fresh or dried walnuts, shelled",358,590,373,0,0,0,0,0,0,0,,45553,52289,71651,83073,87344,107233,129410,109708,139490,121059,,28870,13193,10247,7964,5899,12984,15767,22253,28398,33236
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,137,51,129,55,135,859,3177,3202,5164,9233,,9,21,38,8,0,32,5,339,380,2294
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3061,5895,5393,5491,6137,,0,0,0,0,994,361116,383149,423060,433381,465656
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,13289,13741,12811,12364,13307,13573,11749,10407,11562,8686,,118183,152254,121599,85199,94610,90005,112383,118992,76296,61980
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,9324,11810,10416,9127,8157,9496,10105,6756,6882,7211,,17949,10437,9584,5564,5588,10030,9864,11545,13249,14190
80830,Fresh pears,812,100,68,0,0,0,0,0,0,0,,22875,29204,19963,13805,12795,14525,15328,13887,13308,13163,,441176,387046,355252,150473,150317,186360,201582,186368,195230,194072
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,2955,4337,5202,4073,3408,4518,3493,2784,2743,2434,,165787,149379,107036,94902,87337,112165,131207,118346,129434,155040
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",15,39,28,0,0,0,0,0,0,0,,50033,34692,35368,32127,45845,46976,50212,51623,57902,70578,,37059,37254,46611,29660,21534,39100,52963,56179,54799,76104
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,46,0,0,0,0,0,,0,0,70,137,0,0,0,227,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,1111,968,549,186,816,0,9,953,22,570,,0,0,0,0,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,569273,584536,533904,478762,498157,535837,547003,483702,410473,397456,,0,0,0,0,2,9,219,0,0,0
10614,Live rabbits and hares,0,0,0,0,0,0,1,0,0,0,,466,29,11,9,4,45,9,13,0,475,,136,287,581,686,644,760,871,358,707,603
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,27,12,6,24,74,76,24,1,135,368,,2901,3021,1572,1170,1140,2336,1850,1581,2095,1867
20230,"Frozen, boneless meat of bovine animals",15291,6902,18790,0,0,0,0,0,0,0,,260131,236648,237236,172208,178496,205833,234062,214239,168295,208007,,2558561,2348599,2159588,1040326,764416,851142,855606,789951,696315,674494
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",74746,5829,0,0,0,0,0,0,0,0,,2384588,2602007,2539856,2028375,2053680,2388940,2193404,2295827,2225873,2322937,,132563,136562,5510,84,38,26,8,45,11,3
20321,Frozen carcases and half-carcases of swine,9750,867,0,0,0,0,0,0,0,0,,70522,9082,10040,4181,4784,5212,5517,8832,4872,5574,,119001,54114,74238,60321,32104,27985,14262,11815,155,0
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,1477,1108,1095,1310,592,562,1027,1635,2644,2318,,992,931,1856,0,143,0,0,468,2,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,5128,4081,3135,2539,2816,2772,2845,2865,2409,3606,,1465,1523,2127,411,235,201,171,58,62,94
20621,Frozen edible bovine tongues,1340,1595,1235,0,0,0,0,0,0,0,,3913,3389,2834,1540,860,1916,2157,1562,1365,1934,,60263,52025,53000,42503,26593,35520,44238,41907,28363,36829
20629,Frozen edible bovine offal (excluding tongues and livers),1852,2534,7354,0,0,0,0,0,0,0,,56130,65725,70191,53020,50531,70789,77472,66717,65619,62263,,62796,52870,85315,64363,42050,56838,65357,59238,53241,60081
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,121,134,138,88,77,70,81,84,79,61,,0,0,0,0,0,0,12,3,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,219,312,448,390,292,324,295,369,154,163,,2158,2111,1183,182,79,154,144,102,123,10
20727,Frozen cuts and edible offal of turkeys of the species domesticus,4769,768,0,0,0,0,0,0,0,0,,107844,123833,116268,73515,82556,81338,79056,81089,72910,78762,,50226,31457,24851,13503,7367,7869,4555,8621,3410,5333
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,1896,2500,2451,1843,1782,2024,2535,2257,1540,840,,25,34,40,8,10,3,200,2,0,1
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,6757,4514,5533,4915,5245,6826,5279,4536,2487,2974,,381,361,96,71,43,13,0,11,49,116
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,91354,128451,137495,108350,148528,134832,112448,91429,57949,62550,,652267,714807,452052,133270,138553,184731,188492,136255,110072,110330
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,7016,9035,9694,10658,10308,10199,9783,8393,11301,9944,,359,434,368,81,71,92,94,119,90,168
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,243,134,140,315,187,152,184,286,170,125,,8,34,14,2,153,0,4,29,25,47
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,75,80,63,41,17,3,2,,0,0,0,0,7,9,8,9,3,3
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,10,29,15,0,0,0,15,0,0,0,,0,0,0,0,0,0,0,0,0,0
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,4,4,4,6,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,59,158,256,197,349,0,0,0,0,0,,1288,1495,816,189,50,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,727,1444,923,709,455,435,261,358,1369,303,,1316,34488,52045,14770,16879,34524,23922,24743,33942,21347
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,600,101,228,43,63,151,126,159,237,413,,421,1497,1566,0,30,22,61,8,0,20
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,2,,0,0,0,0,0,0,0,0,0,0
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,4,4,4,7,48,42,9,17,15,28,,143,706,155,351,0,0,0,0,0,0
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,361,848,384,1031,566,88,562,187,36,64,,656,431,595,0,0,0,0,0,20,0
30389,"Frozen fish, n.e.s.",217,453,359,0,0,0,0,0,0,0,,17561,16176,12456,16354,13721,18378,18827,18856,33277,29242,,121302,154243,159694,101391,94732,57575,59167,61431,59297,70553
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,871,5449,6103,2451,3165,,0,0,0,0,0,2934,2184,3926,2586,11373
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,1616,2274,2308,1838,1335,1507,1658,1611,1502,1435,,58,153,36,0,0,7,0,0,0,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,1456,1671,693,256,324,66,328,319,16,324,,25,44,8,3,1,1,10,57,65,429
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",52,0,0,0,0,0,0,0,0,0,,67745,87883,113401,96231,120557,155037,128878,98324,108814,97426,,236,861,9761,17085,22491,24723,60380,39806,35615,32328
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,16097,13888,11288,11590,12707,11661,8060,9996,7038,6452,,2137,2292,2803,2406,1354,2135,2260,2126,2445,3248
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,22060,31233,6217,4878,486,589,887,1162,1068,1067,,11629,34447,74592,74307,82166,76716,86063,96135,84607,96387
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,345,260,277,251,362,437,486,442,190,272,,393,384,238,15,4,4684,651,0,0,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,1157,1546,1698,1351,1748,1833,2144,1747,1970,1733,,15,37,0,466,360,1910,893,1093,814,2505
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,32,29,33,21,14,1,14,16,22,9,,0,1,0,0,1,0,0,2,0,0
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,3336,922,751,361,239,0,0,0,0,0,,4601,14690,15026,1457,442,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,6,0,0,0,0,0,0,0,0,,103,97,80,230,366,371,398,420,486,316,,417,457,378,203,204,156,80,138,82,116
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,126971,164821,153476,96872,86553,101503,101951,123551,139733,118707,,3762,5580,5670,8770,4918,5494,4006,5568,2134,2020
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",318,234,0,0,0,0,0,0,0,0,,207083,264782,266542,216134,184709,239922,226448,222799,210286,233120,,78948,168857,166194,83881,129738,151510,75734,140070,97378,95736
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",837,872,679,1134,2463,1465,719,0,0,0,,18344,32765,34779,26699,22728,20562,16336,5722,8147,11528,,1009,1201,1017,1611,2759,1657,742,67,30,30
252321,"White portland cement, whether or not artificially coloured",59,56,46,97,0,0,0,0,0,0,,6398,6602,8468,6543,6934,7620,7449,6718,8065,12425,,17410,17239,17629,14975,15982,25770,21471,21870,20038,22421
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,4,0,0,0,0,0,0,,56,543,5,17,1,103,90,4,14,82,,2459,2979,1963,830,2723,3586,4475,1118,1941,2156
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,1,0,468,0,1639,2129,0,70489,113112,291738,,380798,314923,335707,100917,146624,195224,154154,235246,190578,487986
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,11728,7558,5320,19447,27785,30802,39988,45722,4109,4821,,13282,31559,153176,39624,6778,34483,50293,48615,45439,53286
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,0,0,0,6,0,9,0,,2533,2299,2284,534,296,363,217,999,157,104,,1465,895,981,702,661,588,1318,697,1728,2260
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,8,43,32,507,435,176,85,12,56,17,,0,0,44,185,0,1,191,68,0,0
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",18837,23429,14230,12767,1982,0,0,0,0,0,,807348,833041,776928,768717,663476,606306,645702,610780,706814,835400,,294820,403766,334318,254332,97607,32791,88263,97274,166625,377539
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,6,0,0,0,0,0,,28548,32025,29589,22863,14261,13230,37362,24261,33210,39523,,105,315,1397,1083,1360,2125,5524,1340,4302,3133
240110,"Tobacco, unstemmed or unstripped",4,0,0,0,0,0,0,0,0,0,,29822,53124,41819,30377,36173,39564,25482,26217,34940,39901,,170583,166906,141397,115492,121803,77229,75337,79700,70635,73403
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,7257825,7744078,7175399,9326658,5497116,7023367,10843474,13278842,9446898,13851185,,224596,221696,223994,0,0,0,0,0,0,0
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,722843,656823,637710,376758,398181,616068,751504,644410,480048,841458,,1692,8420,10244,11155,5762,9795,1751,2676,995,9407
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,2,0,0,0,,0,0,0,0,0,0,0,0,0,0
282090,Manganese oxides (excluding manganese dioxide),0,17,15,50,12,0,0,0,0,0,,1514,1161,1728,820,1237,968,453,231,265,1218,,4055,5120,7947,6911,6963,10027,10203,10913,8279,16448
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",286,424,285,141,123,28,16,49,0,0,,99329,126661,118741,98683,98253,17898,19232,13033,12410,14390,,147636,140245,108744,99360,98932,87910,79505,69790,15125,2520
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,40,21,0,0,0,0,0,0,,1277,1419,1349,1214,1359,1488,2390,1718,1045,1344,,2,0,116,108,17,0,0,36,44,99
210500,"Ice cream and other edible ice, whether or not containing cocoa",6720,1868,758,155,3,0,3,0,54,0,,407489,451762,491969,419395,447496,445924,528251,557363,596371,626807,,36571,48822,55606,25484,28346,36796,43627,47732,60869,54430
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,15519,16770,15303,7239,8190,8680,10670,8530,7525,10490,,0,9,0,0,20,17,9,3,12,131
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,19,0,0,0,0,0,0,0,0,,10873,10708,11585,7495,7275,7957,6406,5272,5562,6002,,61785,59840,45443,14252,3563,6416,5853,3709,2737,2287
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",3,0,0,0,0,0,0,0,0,0,,38669,42211,25749,12454,11764,20786,15387,3114,1630,1376,,1964,1511,2870,1847,766,1600,2134,2310,1520,560
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",309,157,0,0,0,0,0,0,0,0,,1806,1813,1921,1443,1366,1539,1627,1618,1683,2054,,22968,7058,0,0,2,5,27,20,5,114
170250,Chemically pure fructose in solid form,5,1,3,0,0,0,0,0,0,0,,6554,8103,7311,4087,3447,3685,4885,3002,2691,2983,,12164,14277,12867,9090,9230,8349,7573,7578,7312,8036
180100,"Cocoa beans, whole or broken, raw or roasted",18,16,20,6,3,4,2,3,0,0,,31029,45925,58838,62617,54943,46287,29285,35149,36414,40304,,190071,186401,213144,156258,158588,136852,145038,177142,210573,215443
842612,Mobile lifting frames on tyres and straddle carriers,3622,73,1058,4051,0,0,0,795,0,0,,84173,98570,70459,85803,78866,89951,100627,78848,80900,96509,,4346,1316,2305,5471,0,3198,10750,1205,593,2808
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,99,3,382,17,6,40,36,0,75,274,,25,62,34,28,15,463,53,175,388,44
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",3,3,0,0,0,0,0,0,0,0,,5416,6149,6855,6346,4650,4419,5334,4516,3066,3047,,625,491,472,66,98,117,85,79,69,156
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",6546,232,0,0,965,3376,0,1266,0,0,,507225,579770,334262,369036,366311,445564,422985,306938,301099,262557,,410755,258959,81623,18227,12833,26195,34186,27482,20113,6204
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),692,87,1259,29,18,273,496,3,137,0,,26291,21789,11898,25605,16666,5363,6672,5666,5494,4803,,54626,68885,39242,37459,23300,37045,41779,3501,4943,2304
848630,Machines and apparatus for the manufacture of flat panel displays,0,63,0,0,0,0,0,1326,0,0,,8351,8446,8807,8239,8798,7204,19742,44762,27423,41410,,1531,131,1266,0,0,0,0,17986,0,1
847979,Passenger boarding bridges (excluding of a kind used in airports),49,91,0,0,0,0,0,0,0,0,,191,1809,172,734,352,981,1003,252,1651,739,,842,372,0,10,2359,4491,2416,2755,958,0
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,32309,35851,47195,28657,18734,14803,19059,23609,28078,21492,,0,0,0,0,0,0,0,5,0,0
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",213,0,23,0,0,0,0,440,0,0,,10173,8146,4363,6961,1897,20353,5089,2933,39,2589,,5871,6146,10268,7729,10385,12857,10912,9229,7560,5298
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",58,222,232,108,123,199,144,132,0,0,,3299,4452,4303,2471,1329,1292,3918,3375,2668,2441,,837,3598,5765,2642,3343,1888,5458,2187,14397,15575
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,10,0,0,0,0,0,0,0,0,,13,22,13,33,28,17,0,1,17,130,,10815,8761,3956,1416,1713,1823,1745,1594,949,2003
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,352,0,97,95,113,149,32,26,0,,113974,85595,91153,73163,71431,89639,96874,89347,66019,78745,,236,352,631,206,95,325,1612,2205,1406,2808
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),0,0,0,0,0,0,7,0,0,0,,342,1140,1188,977,1124,656,997,1369,556,879,,106,0,215,0,0,34,7,0,60,58
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,2506,1723,2834,2194,3450,1989,1501,801,849,1122,,0,0,0,0,0,0,0,0,0,0
760110,"Aluminium, not alloyed, unwrought",0,0,0,1,13,0,1,11,1268,0,,110881,102789,77833,91042,71971,51809,48604,53711,56548,49564,,177217,269788,181321,81177,90889,86007,83015,54507,23078,46649
840721,Spark-ignition outboard motors for marine propulsion,5,5,0,0,0,0,0,2,0,0,,50909,59599,61343,63229,70221,70709,78057,70744,74795,102502,,170029,171324,137227,49504,51710,71262,86078,87220,66968,103811
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",24,0,1,1,8,259,328,243,0,0,,15217,18126,19511,16409,15034,12602,12909,10751,8352,7316,,7325,5291,3403,3391,12587,8317,7367,4906,4697,5799
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,32,0,1,0,,10318,4247,3336,3149,2693,2749,2786,2477,2504,1509,,294,1811,2367,429,227,500,752,697,449,738
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",89,37,77,432,422,0,0,0,0,0,,82435,91371,88938,74123,69487,0,0,0,0,0,,2806,2614,2130,2918,3472,0,0,0,0,0
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",11,12,7,8,1,7,0,0,0,0,,1594,692,230,149,187,247,350,1385,1866,2210,,26652,1289,1054,923,656,1102,1086,1724,1251,1340
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",2,5,2,0,0,0,0,0,0,0,,4655,5333,3628,2718,3593,3929,3753,2972,3020,6182,,49760,10536,8090,3995,2898,2842,3291,3113,2785,5534
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",1,0,0,0,0,0,0,0,2,0,,1136,1702,825,554,1260,1537,1430,1333,965,1298,,12891,15357,4132,371,144,472,713,1460,967,1071
