Product code,Product label,"Korea, Republic of's imports from United States of America-Value in 2012","Korea, Republic of's imports from United States of America-Value in 2013","Korea, Republic of's imports from United States of America-Value in 2014","Korea, Republic of's imports from United States of America-Value in 2015","Korea, Republic of's imports from United States of America-Value in 2016","Korea, Republic of's imports from United States of America-Value in 2017","Korea, Republic of's imports from United States of America-Value in 2018","Korea, Republic of's imports from United States of America-Value in 2019","Korea, Republic of's imports from United States of America-Value in 2020","Korea, Republic of's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",29199,23406,101330,39578,48072,30010,19856,37277,17830,14187,,762077,811678,931042,935044,837627,667645,828936,796476,659305,781974,,297376,514493,351154,311975,309415,294858,272895,269614,249126,301563
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",3518,4956,4990,7565,8993,12387,11380,12209,16937,14181,,581168,619778,684686,737192,786576,833432,866756,891574,832436,993027,,22583,24600,23003,24354,26969,38008,39921,39299,46469,55423
283325,Sulphates of copper,453,1125,1063,2366,2959,5567,7864,6924,9820,14144,,16662,24573,26046,33081,36339,38452,46757,48624,57949,65842,,6253,6790,6299,5987,7667,10906,13801,13296,16601,23688
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",24137,76823,117069,17215,7496,3837,16329,5153,30759,14087,,1461610,1338580,1139723,940061,773230,738103,792697,686740,606988,784899,,1978805,1810830,2103971,1952831,1359302,1026867,921358,1435899,1051986,1006928
210111,"Extracts, essences and concentrates, of coffee",3516,3229,4322,4974,6046,8825,8766,9162,10424,14040,,118742,105831,93290,89809,109133,114666,120534,122851,109211,105400,,104323,67245,43811,44798,44449,51341,52471,74399,86913,105548
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",7422,8566,8812,8019,6973,8876,9809,8995,11549,14014,,323163,374167,298683,361745,268296,457255,481274,457426,175552,220639,,117398,72917,81563,114526,106277,91403,109712,81399,76627,108855
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",5729,8093,10867,10920,9948,11405,12599,11015,10940,14011,,132094,129495,140173,150167,150840,169202,158183,162358,131375,164727,,5908,8136,10900,10942,9955,11408,12729,11332,11638,14876
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",3037,1925,2494,1875,3086,6551,14055,16968,14271,14000,,20958,22829,42318,23223,37495,47005,49118,41374,42729,41123,,9045,5886,8434,12352,13301,18754,21022,22187,17483,21424
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",8765,8036,10302,9862,10790,10901,13097,13007,9179,13923,,99215,107396,115202,123805,112547,126686,138976,123663,108351,134405,,36708,30315,37400,35270,39788,37385,38218,40477,36534,49204
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",3251,5871,5837,6594,7438,9592,11515,12257,12311,13902,,192535,201123,181439,200195,228731,248448,218161,212498,183704,162207,,7552,11595,11766,11962,12391,16876,19479,22546,22197,25186
20649,"Edible offal of swine, frozen (excluding livers)",21870,20834,27341,25146,12827,17512,24147,16778,10135,13763,,584289,618091,641498,518523,729301,806804,593251,556822,665361,844883,,39009,49276,52667,49986,39191,51442,56107,40130,24197,37809
40630,"Processed cheese, not grated or powdered",11798,16175,19241,18338,15327,15417,14636,15704,13461,13699,,76795,84103,90597,81942,94089,107868,114721,122710,122258,136396,,32180,38807,46352,41407,40920,38932,39181,43475,37746,44364
470200,"Chemical wood pulp, dissolving grades",655,519,634,7559,12095,10253,12283,14768,12128,13600,,943006,1052128,1066569,943655,906480,903528,941603,913598,683738,906875,,27735,24598,22521,23308,26942,33731,39251,40577,23687,28235
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",11775,11931,11645,9266,7076,13194,11530,10374,11145,13557,,215626,237654,231218,191187,188479,166060,174188,170582,166573,182674,,21913,26737,20771,17443,15627,27694,31484,23268,24695,32366
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",5230,4976,4790,5342,10583,16942,15135,18309,13217,13490,,1120232,1075063,1101648,1039776,1075132,1122258,1124008,1240293,1693130,1435452,,31551,32708,34301,38538,48852,61613,70196,86195,84966,101006
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",8808,10904,12723,11142,10613,13204,24445,15324,14605,13481,,448071,475664,426401,408979,365716,363838,385579,359075,312749,340093,,24501,31807,37406,31864,32930,48069,66451,59845,58247,65219
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",6865,11250,12823,11115,13913,9747,17579,21632,20255,13462,,6737093,6620789,6545701,5680008,5089180,5299466,5394385,5471426,6306881,7547269,,1811183,1791005,1848781,1706756,1852511,2314068,2390393,2705992,3470964,4365444
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",19614,12472,9443,9783,11192,12039,19581,25494,20704,13393,,142036,148168,137683,131697,132281,141273,149833,150631,129100,139091,,45534,43137,40720,40235,44094,51156,76502,104186,120977,87231
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",8133,6546,5979,7869,6584,6092,8202,6591,8717,13389,,30648,27825,30567,14115,28192,30374,34470,26586,25188,66044,,21823,25967,35006,47423,54145,45829,52364,63739,77229,131848
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",22508,18930,14708,18225,18989,16460,14567,14513,9977,13297,,125172,129347,118291,114097,107965,109813,107689,96085,85802,83503,,40140,34504,33709,38774,43692,43027,42386,40987,42622,49210
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",5598,9326,9506,9620,10469,10901,11033,11348,13561,13290,,766094,740582,728960,724753,687355,659528,706510,704832,682706,734899,,37627,43028,52011,53545,49148,53208,62442,77263,88983,106583
853649,Relays for a voltage > 60 V but <= 1.000 V,16799,16839,20901,13084,7801,8270,13847,17665,11946,13273,,409493,377609,331354,333419,290649,351834,416359,421531,323811,363775,,106581,122583,126074,122798,105218,95213,103992,96479,101741,113764
902230,X-ray tubes,12556,11342,11035,12333,13472,14171,14714,15419,13129,13189,,542179,568276,600965,597336,613678,649722,563079,569003,542433,635848,,45668,42334,38606,40890,50934,60840,59857,62937,56304,59794
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",4353,6255,7277,5417,4578,7271,8571,9027,14484,13183,,437040,488969,438130,440967,808856,1129308,578801,524905,387601,485063,,24411,32309,39760,37759,48849,55018,69439,66480,57299,67864
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,7530,7815,8235,8258,13045,,0,0,0,0,0,153550,107640,152504,148328,203635,,0,0,0,0,0,95897,104645,101068,100627,126431
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",10127,32078,19845,15991,9720,9245,7884,14981,10246,13035,,420772,408982,429262,465061,471510,456986,486186,469164,343162,385516,,196580,179949,238947,271272,310137,93306,73889,86418,68659,80244
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",12036,14121,16545,18002,11694,9820,10617,10352,8030,13004,,277062,379552,444082,416429,347080,270267,258197,246051,246793,277825,,27945,28861,36448,33317,28342,28989,29234,28693,25361,31793
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,4458,20191,6192,10186,10229,14837,22909,19112,12136,12891,,691984,716472,781011,710869,572781,728682,693851,589959,431624,408128,,41683,60203,39046,41613,43895,54736,66755,59006,51786,64384
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,1414,3816,4526,11250,12853,,0,0,0,0,0,42004,45767,64741,69660,71743,,0,0,0,0,0,6107,9031,14021,20167,17881
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",8566,9856,13244,14439,13292,13236,18559,20502,14080,12762,,433086,513991,595043,629998,583123,606512,682364,769123,621108,677267,,21523,22508,33012,39916,44425,41153,43862,47283,42238,42350
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",6297,6794,8530,9254,10026,11526,11830,10571,10900,12732,,796681,664412,688140,592735,524669,506526,681701,477413,416614,481270,,24009,25633,29872,31354,33818,35381,36955,32174,34256,49004
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",7139,8006,8760,7489,8439,9673,12105,9742,13495,12722,,123836,119303,132266,140199,138443,145756,157257,164673,140892,165711,,122766,167766,200020,204887,206722,222357,238919,234305,234781,280615
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",7483,6032,7529,9018,6864,8498,10028,9466,9976,12454,,215408,289713,249671,241674,257966,241321,238374,209332,199309,215377,,73980,62611,60141,61677,57929,58031,60098,60288,64897,74843
700231,"Tubes of fused quartz or other fused silica, unworked",15487,6350,6794,8290,6127,11649,11804,8071,8499,12413,,110003,123433,107589,119747,117856,137235,146957,136164,150419,141084,,51068,37252,33582,36423,35739,48600,42178,30092,31848,40013
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",8702,7566,8826,10851,13499,12603,15794,13708,14607,12395,,703014,754254,852362,856987,886094,923297,940672,922395,888718,1076785,,147468,137128,139707,125069,127020,128282,147070,152722,150859,181900
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",30543,27110,31278,26346,10058,13265,13723,10834,12509,12342,,388133,394718,438501,388150,332005,322811,317781,370103,346024,325090,,143952,163362,169926,161799,115420,145157,147083,136476,132070,138172
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",1543,1583,1781,4295,6837,7888,9751,8330,9426,12328,,199510,194836,211504,231423,241043,268203,280099,225466,167004,239361,,17712,20548,22027,28876,51274,56906,82797,85619,93623,120358
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",17924,22226,17268,16937,11631,12193,10697,12141,13080,12276,,1248905,1154028,1212081,1021553,939239,1017694,1093308,1110048,926236,1028672,,107732,105851,108477,127450,85920,76414,90000,88263,83608,103814
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",33063,26613,34580,30801,17140,20451,15182,17488,12821,12221,,541775,552015,533549,414722,296901,345274,378304,389854,301020,334610,,121702,169934,154360,149694,102894,91701,80732,86674,75493,85401
970200,"Original engravings, prints and lithographs",700,601,3192,1415,2620,2901,2730,2557,5425,12166,,133236,181343,229351,248640,273485,297083,354247,374509,204994,254231,,2488,1898,4892,2868,6266,4887,5179,4752,9721,27807
901849,"Instruments and appliances used in dental sciences, n.e.s.",8674,6943,7958,9146,9440,9659,7883,6955,8812,12132,,540584,559568,577419,622346,540427,556100,613324,593544,453879,618724,,55512,57919,63816,62348,64862,72286,74248,69142,65469,92858
854110,Diodes (excluding photosensitive or light emitting diodes),15390,18346,16027,11745,9268,9730,5258,7423,6746,12027,,944011,1091571,1207454,1095266,1013014,980670,1075068,924323,606154,719013,,526629,510948,440989,394357,405503,485468,476005,488709,457847,599726
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",6864,22308,31282,12665,11827,16244,15475,17622,12082,11898,,1346317,2051214,2135944,1386730,1184701,1267422,1342998,1658868,2022841,2498225,,61185,76431,91074,55054,42713,53138,49340,55960,49117,42307
290722,"Hydroquinone """"quinol"""" and its salts""""",9649,11261,9875,11532,8179,7053,6574,10851,11481,11883,,62864,58237,63465,59355,50826,58587,62721,69670,62464,67428,,10821,13787,12458,12432,9323,9760,8953,15510,15423,14508
930110,"Artillery weapons """"e.g. guns, howitzers and mortars""""""""",0,0,22128,11065,0,0,28089,23501,0,11790,,111379,32461,48213,88448,59937,59291,161844,183108,102381,39601,,0,196,22128,11094,0,0,28089,43747,0,11790
900410,Sunglasses,13960,13158,13301,15965,13730,13746,11766,9503,8072,11759,,388533,394116,406994,414521,438002,414684,399490,398390,277404,381651,,146842,162976,181173,202118,177709,163146,194994,161251,104638,110109
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",11396,10655,13518,13818,12560,10304,9556,12891,8168,11738,,320854,341862,354738,332764,312403,297525,300468,288361,290439,275464,,21822,20423,24489,24350,25472,25637,25850,26042,22345,31547
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",11093,6075,12765,9872,6338,11157,10891,10648,19073,11727,,168725,211542,189885,178845,173089,233430,235069,257242,300370,300157,,15734,14858,23907,17098,17911,20774,34304,25608,52591,36488
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ...",13482,13402,20252,20163,11235,16410,35651,12690,29264,11717,,920647,1035528,875291,1182772,1736218,1785103,1487422,914352,913280,1099171,,20359,51814,70466,44157,27541,35607,63235,36271,83692,60540
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,7959,13285,11228,14779,8349,8918,13116,9074,17620,11702,,826071,808601,823114,807897,758075,824400,829822,758195,687790,764781,,113514,157853,116142,118291,117804,133116,147327,137867,158842,156888
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",20443,14722,15025,10540,9154,11522,13035,12557,11624,11598,,217383,193981,227010,219725,188496,200736,206462,219800,226006,282849,,86587,78938,86755,69997,63770,71983,83375,81062,74835,113613
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",7447,8937,8947,10155,11011,14503,13485,12036,12643,11541,,518710,577869,604958,598446,554728,617964,660674,666566,428258,458823,,31650,36937,34443,36812,46570,53010,59094,55584,52289,50212
850110,"Motors of an output <= 37,5 W",9605,8812,12214,14267,10061,12300,12613,10052,8408,11404,,505242,542791,586048,709700,686208,696633,700696,694754,589434,614098,,434025,405838,409441,406239,664526,939550,758289,660236,934635,1884213
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",861,603,2264,8374,8759,9474,14962,16938,12337,11327,,61169,65787,68442,84883,87654,84022,93667,87518,80654,90261,,42162,35855,48738,57004,45924,47320,58605,50329,53098,55944
390461,"Polytetrafluoroethylene, in primary forms",5768,4205,3122,3627,2655,5623,7275,8781,6429,11314,,150892,136367,133359,129977,118623,135418,140309,147097,110884,120213,,105072,82251,81652,67922,66976,90059,87765,69351,73615,96349
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",4581,6194,2572,2333,4321,4707,3915,3191,5429,11312,,162800,165226,167733,176881,173249,161981,172078,170715,148450,153495,,11290,14740,12021,13819,35104,38023,36050,37688,43002,48507
950639,Golf equipment (excluding balls and complete clubs),2940,3476,4256,3816,5659,9014,9441,9058,7680,11256,,151759,138378,121461,103614,123949,139861,123618,152981,162280,241707,,40966,45537,48143,43857,54803,58872,66778,74732,88466,126835
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",9930,13214,3867,18784,4088,7074,7421,7167,7519,11243,,608815,627536,681750,698368,726689,734508,681774,633273,530559,552329,,983125,1089917,834600,545017,335694,252162,193424,161068,145418,206879
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",4839,5719,6635,6327,5849,8035,9394,9182,8268,11225,,132245,125610,136617,139451,137727,143447,140107,122292,92002,101238,,91579,106797,118663,125906,120359,127123,129629,129521,120520,150716
