Product code,Product label,"Saudi Arabia's imports from Taipei, Chinese-Value in 2012","Saudi Arabia's imports from Taipei, Chinese-Value in 2013","Saudi Arabia's imports from Taipei, Chinese-Value in 2014","Saudi Arabia's imports from Taipei, Chinese-Value in 2015","Saudi Arabia's imports from Taipei, Chinese-Value in 2016","Saudi Arabia's imports from Taipei, Chinese-Value in 2017","Saudi Arabia's imports from Taipei, Chinese-Value in 2018","Saudi Arabia's imports from Taipei, Chinese-Value in 2019","Saudi Arabia's imports from Taipei, Chinese-Value in 2020","Saudi Arabia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",913,954,667,612,436,823,431,527,231,422,,1082308,1146282,1014617,711312,576136,685290,776158,512919,353912,524630,,13766,12702,14814,12917,10654,13451,12810,10604,37435,40861
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",209,203,37,442,31,357,47,38,263,419,,34166,34330,24709,23560,23489,23921,25555,24578,26594,26188,,46742,35529,61322,57092,47982,38714,50449,60830,73590,90388
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",0,1933,2086,939,42,1248,0,332,493,408,,36126,42939,45662,25928,21321,27961,44541,32068,18360,18922,,40565,42981,23462,25838,20825,12188,16740,26891,7797,10050
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,408,,129,18,97,0,31,2,13,35,3,58,,310042,255033,305597,355104,168255,94652,59795,36743,56477,115487
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",0,0,0,0,0,0,3,97,200,404,,10290,9450,10384,10498,9204,4268,5086,4158,4390,5006,,63,420,920,664,726,1233,860,991,1346,1603
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",260,71,122,482,175,279,3374,134,107,404,,332647,321297,368839,353833,324316,416350,460452,354178,313686,419062,,118733,241333,131815,201968,187983,282984,185965,144027,54584,40454
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",540,2790,5070,3074,4405,2208,72,149,184,403,,99872,90027,101593,86194,71190,42264,46638,26086,30423,58276,,11948,23289,35857,25920,39126,21761,11188,8542,7616,6624
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",446,353,504,1112,562,594,600,245,155,403,,270387,297629,321517,317520,308049,333120,352081,359514,376787,403017,,32781,35814,35650,45022,36872,32865,34145,32068,30586,30611
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",90,87,117,166,124,314,403,417,250,402,,198117,203218,184974,171047,175539,171490,189901,186078,150987,186813,,44232,62119,51675,55707,33595,58100,161936,164394,36829,101699
852691,Radio navigational aid apparatus,2555,4826,5415,2910,870,35,512,877,649,400,,977150,867512,831132,815610,712901,452222,400274,503430,427124,554730,,14481,17326,14825,12150,4685,2495,13397,19852,9482,10554
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",0,0,0,0,0,0,0,0,0,397,,5079,7874,7986,4921,3448,8108,4451,4483,28275,10692,,34278,62704,15592,7737,40853,16177,1026,1479,9511,5839
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",205,169,127,411,201,100,235,381,331,396,,58707,71756,79531,76773,73637,93071,91341,103113,105084,121872,,14860,15230,19531,20939,14641,10461,14832,9736,14146,16377
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",27,0,0,45,0,0,80,273,349,392,,37,1,2,0,3,51,88,227,282,678,,2710,2732,3581,4184,4186,3109,3479,3512,3583,3890
291612,Esters of acrylic acid,718,93,0,0,39,0,16,221,77,392,,180969,189544,160185,145432,135102,164562,205174,166332,148494,333891,,28398,26361,9471,4409,5845,5039,7162,5687,6227,10293
845522,Cold-rolling mills for metal (excluding tube mills),139,124,1366,414,0,0,109,0,113,389,,20699,20837,19318,20470,14324,15415,17444,13718,7423,11436,,3107,2917,5570,4092,3017,3744,2752,2058,1755,3654
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,0,0,0,0,0,0,27,3,0,389,,23063,21899,23449,21953,19270,19801,26313,25370,24042,32493,,379,702,340,295,297,477,93,166,299,2979
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",136,135,94,184,134,118,154,116,381,388,,2081,2318,2404,2582,2363,2677,2619,2756,3167,4709,,22689,30431,20666,22968,19558,20278,19657,11028,19665,22769
291450,Ketone-phenols and ketones with other oxygen function,0,0,0,0,0,41,161,141,167,385,,28662,18001,14825,5373,11635,1472,1606,2837,3348,2120,,1558,665,1936,1702,2078,1139,2558,1265,873,1468
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,60,0,65,94,0,0,0,72,380,,618,314,273,113,4500,7320,8917,9164,7631,8567,,34693,32274,35123,28496,19605,22463,14640,12460,10599,9279
560410,Textile-covered rubber thread and cord,52,73,63,193,170,235,132,235,316,379,,12500,10961,12564,10637,9701,11691,8880,9557,9779,11579,,432,1393,1966,1804,1803,1888,2201,2368,1538,1746
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",50,0,0,0,0,77,101,257,188,375,,22105,17099,15544,14788,16404,17749,14134,12747,14135,10671,,11339,8427,6919,10174,7207,12784,8150,14254,17300,12051
841340,Concrete pumps,0,0,0,68,0,0,3,0,121,374,,315,181,281,126,16,27,52,60,5,110,,51522,49594,38587,41279,18990,7459,13187,31753,19316,25182
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",102,120,65,237,134,268,133,289,346,370,,156781,175064,194305,173206,177920,208860,206634,186712,177292,261523,,4723,4534,4135,4140,3879,3506,3351,6641,4913,4732
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",655,248,2079,404,779,430,1631,289,455,369,,13060,16712,16637,17004,13863,17653,20805,25761,21743,24589,,13746,15967,24632,23162,29730,20799,16551,18285,26209,15470
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",69,0,0,322,36,0,64,114,8,369,,5015,6690,5505,5865,5652,5339,8086,3233,2954,3402,,4225,4055,3616,3729,2046,2566,2985,3706,3062,2802
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",334,239,301,82,399,38,172,211,215,366,,33885,20576,14449,11626,7992,10102,20350,21118,16329,25962,,11022,11289,13955,16672,10061,7414,8477,15845,20091,19811
940520,"Electric table, desk, bedside or floor-standing lamps",69,0,80,92,214,31,103,21,125,364,,11219,9208,18995,33266,36733,29014,16083,15897,11496,12134,,38821,40130,47573,59408,44008,42346,51702,32780,68151,93311
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",2361,4169,6140,7197,4477,2756,1015,2052,3479,364,,44806,40868,39855,37391,36449,34800,34701,35337,32381,42390,,40840,37792,41979,39669,36885,35737,33837,42716,55848,52902
482370,"Moulded or pressed articles of paper pulp, n.e.s.",0,0,0,0,0,83,126,175,250,363,,3329,2924,2469,2021,2180,1361,1168,4462,12112,21336,,6352,5752,6618,7981,8068,9412,9445,6534,10523,11840
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",0,0,0,0,49,42,260,261,296,361,,1233,1424,1556,1487,1670,2416,3063,2919,2573,2721,,10171,10282,12214,18652,18558,16336,15179,16665,14618,16679
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",2370,451,2043,940,421,638,331,387,458,359,,301680,316696,333150,331233,374039,435514,528796,468131,677673,755771,,96732,99082,88700,116915,53612,36476,38749,83296,149841,30785
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",769,841,358,411,97,151,61,42,503,358,,120983,122857,130148,146729,161721,179516,202944,255707,245472,290871,,10933,12142,13586,10409,10176,5245,4924,6883,7383,10306
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",1230,673,752,287,142,270,264,455,302,354,,1167,1021,958,906,1452,820,490,742,587,959,,5987,7979,5008,3832,2942,1821,1151,2952,3664,7710
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",0,0,110,0,0,0,4,20,64,352,,32829,26599,28273,17323,18467,21137,21591,18949,20313,27026,,97994,86663,125809,116126,42147,49900,69939,121933,46617,158013
390740,"Polycarbonates, in primary forms",658,165,321,330,241,234,227,175,266,352,,616360,674293,730584,727236,693239,971708,1121821,828877,753553,1421293,,40500,24601,16376,23932,32483,28438,30709,18770,26935,28686
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,136,876,349,,4333,4568,4528,3754,6546,4302,4509,3640,3000,3739,,3013,3338,3505,3966,3355,3731,3949,3304,3612,3007
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",467,677,1286,1045,519,510,336,622,1257,347,,123215,125973,122762,83845,76620,87731,41560,14288,16545,22550,,1753,1741,2185,3775,1090,2033,1499,1324,1646,1458
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",542,684,423,750,795,281,241,113,133,347,,155402,131565,96310,65364,71485,52890,41064,38028,53660,44337,,85423,42298,37943,33370,26378,16687,19023,18372,13480,23910
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",14362,14244,8259,13606,2546,3633,8785,9928,9074,343,,444828,393512,470460,390618,368166,397633,401610,325138,281731,571844,,68900,100013,116477,127056,89555,68931,60563,35361,37470,44547
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",93,0,93,214,217,167,205,157,137,343,,147416,139220,140397,128733,116519,123396,119526,115809,124050,149570,,504,272,441,800,775,533,690,1064,868,1673
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",17553,22129,28399,27304,19001,17563,13711,19965,12,342,,1832137,1865157,1865417,1797522,1683366,1757502,1723295,1628420,1562000,1979349,,818530,862615,1001388,970505,705580,520007,409852,569864,256,31994
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,0,0,0,341,,0,0,0,0,0,852052,913075,768975,760682,996590,,0,0,0,0,0,0,0,0,0,99533
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",109,112,346,431,336,59,48,60,164,338,,11114,9804,10633,11661,14974,16566,18692,18476,19727,24165,,14546,14417,18883,23999,22141,18472,18342,22048,20371,25565
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",488,950,633,1461,685,527,221,404,313,338,,30115,25221,22198,20217,21934,20560,29832,20480,21867,29465,,44516,51595,51878,69129,62477,37378,23827,17630,14695,38066
740312,"Copper, refined, in the form of wire-bars",0,0,0,0,143,0,10,0,0,337,,349,106,8,1,0,338,4,338,8,715,,1207,641,830,892,289,187,110,25,303,1238
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",81,517,530,289,70,112,412,130,116,337,,451306,314792,254892,232673,202997,222612,201752,186423,185631,217940,,6170,12454,13597,13220,4755,4035,7028,8788,8983,11235
820330,"Metal-cutting shears and similar hand tools, of base metal",193,168,597,330,308,252,138,282,159,336,,15517,17184,24642,21188,18714,19610,20041,16163,15790,21105,,3759,3077,4306,4012,2825,2223,1562,2062,2394,4002
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",183,138,206,143,0,35,257,3,108,336,,28964,34680,32145,33101,16073,21006,27112,29594,25628,28760,,26012,52378,53079,60027,53062,71057,43804,97863,34999,50135
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,129,0,0,0,0,0,330,335,,2202,618,2177,1268,1001,1958,653,278,805,470,,32,0,375,617,162,920,276,252,1559,1619
731824,"Cotters and cotter pins, of iron or steel",367,149,556,1185,584,343,658,917,1150,335,,21572,28860,35677,34029,30259,35072,36254,33838,28912,49522,,15413,19378,12135,15660,11543,9458,12398,13417,15116,11343
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,459,589,335,,41,44,36,42,31,141,51,1,30,0,,290,2642,3680,1300,2529,3980,6241,6648,4631,4720
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",0,159,170,805,651,568,1070,428,531,334,,63703,55650,56429,45543,39438,35512,28064,24924,42891,29852,,8426,9947,7980,11459,14523,19560,18086,15919,14752,15082
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",787,3011,1374,1001,348,85,810,118,924,334,,139070,111622,91938,72220,56591,68450,80611,52716,35944,41928,,14610,15327,10932,16597,11943,8589,9038,2162,1813,1856
732020,"Helical springs, of iron or steel (excluding flat spiral springs, clock and watch springs, ...",203,279,68,167,59,175,52,227,150,331,,6080,6550,6561,5451,7417,6132,7194,7763,9703,11847,,7056,6739,10039,12535,6841,7086,6257,10568,12436,14887
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",0,0,0,0,42,0,50,6,73,329,,130503,138645,147658,147897,157771,2905,0,0,0,0,,181636,211378,144410,135064,116845,73292,42794,45794,70032,37516
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",578,379,568,210,215,172,184,77,450,328,,106457,104545,107897,70570,62301,93075,106306,76381,105937,127615,,17907,17772,15542,13371,9730,12269,24269,11094,11535,7924
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",40,0,0,0,0,0,144,334,315,328,,0,38821,510869,441597,467596,491945,491889,521988,497698,681643,,72,60,52,0,709,126,1380,2377,3609,5151
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",0,0,0,0,294,335,772,840,476,326,,199304,229668,259766,278320,329248,333554,318898,359081,407918,441803,,1038375,1922951,1969836,2363527,2675879,2940860,3158346,2935048,3359669,3351502
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",0,59,111,270,246,54,125,62,46,326,,15060,15457,16980,14587,12695,14725,15908,16450,14615,17514,,24204,20674,26546,24828,18039,16394,16128,14388,16993,12926
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",0,46,0,122,0,0,26,28,129,325,,40170,46714,44731,50513,58535,59712,68140,75791,87574,104272,,31910,51340,70979,111050,127060,133582,105688,102161,93983,80801
30493,"Frozen meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., ...""",270,198,0,349,161,47,59,246,221,325,,0,66,922,1088,461,0,2,2,1,10,,17011,1868,15806,37832,26383,24471,12236,11725,439,408
940180,"Seats, n.e.s.",2513,1880,1409,1107,998,530,475,385,654,325,,54812,56056,59759,55753,57982,60968,58609,58027,76498,84547,,32166,33403,27239,30485,22026,19064,20805,20301,20928,18641
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",29,180,499,126,0,77,120,72,204,324,,50347,55617,62539,60693,62512,64783,70603,71310,68562,105838,,1985,945,5632,4400,3717,5318,6761,4877,8433,7595
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",124,192,257,348,651,290,116,100,364,320,,8338,8377,7209,7478,7804,9883,9753,9723,8482,7562,,12177,10834,10164,16525,14710,12135,13535,7683,7596,7898
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",28,189,27,200,557,1039,182,323,476,318,,26955,29934,33517,25162,29549,31562,30495,35400,40839,43255,,4714,6517,10804,5911,7469,20511,19774,15457,13038,15781
848079,Moulds for rubber or plastics (other than injection or compression types),294,515,329,609,742,472,406,480,138,317,,127308,132986,138172,140084,115009,114050,97483,99267,87737,86271,,15665,12600,18524,20120,14166,16451,13359,10732,8967,5470
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",415,1211,669,323,85,381,807,445,800,317,,1041863,1191580,1203438,1538886,1693407,2446643,4686180,6136142,9822947,15391969,,32575,42972,30584,27455,15003,15708,23109,30083,66045,71626
750890,"Articles of nickel, n.e.s.",52,138,47,249,0,0,25,114,112,315,,14772,12886,11001,13726,23479,22329,41913,63152,41359,37439,,3644,8110,5383,6250,8023,7228,8943,12456,15345,13500
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",473,364,117,579,753,510,365,551,298,313,,32512,32439,37482,26762,22640,23028,23089,22176,28305,31682,,16537,19143,17645,25217,27049,27782,27465,35401,30835,22381
841410,Vacuum pumps,454,259,170,268,290,85,46,100,331,310,,42583,46053,42649,40686,46323,78476,69244,70187,91272,145495,,106772,89366,61348,72177,39189,69445,42655,74439,86016,37682
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",0,93,516,565,349,409,350,86,149,310,,63250,58210,45233,37165,40271,34011,34105,28660,23313,26377,,10038,16009,20915,16819,14929,19941,21843,19910,13630,7483
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",921,550,1117,1835,861,713,451,188,145,310,,44529,57886,64444,59445,56989,72338,82754,70677,73228,115416,,129899,133394,114535,103019,75159,76727,53287,57346,48973,56110
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",58,38,38,202,0,116,47,17,507,309,,14123,12854,12761,12637,14666,15588,17835,17859,68006,37107,,26130,31095,34784,31980,21788,24662,21309,17647,38703,13644
