Product code,Product label,"Taipei, Chinese's imports from China-Value in 2012","Taipei, Chinese's imports from China-Value in 2013","Taipei, Chinese's imports from China-Value in 2014","Taipei, Chinese's imports from China-Value in 2015","Taipei, Chinese's imports from China-Value in 2016","Taipei, Chinese's imports from China-Value in 2017","Taipei, Chinese's imports from China-Value in 2018","Taipei, Chinese's imports from China-Value in 2019","Taipei, Chinese's imports from China-Value in 2020","Taipei, Chinese's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",1,0,6,4,2,6,9,4,7,7,,3548,3283,2007,3026,1457,1607,1745,12855,1857,1719,,139,31,74,65,50,31,39,57,57,48
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",19,16,0,0,5,0,0,0,0,7,,59688,77701,520914,867370,786096,752390,328075,376094,447363,402734,,121,93,175,79,286,87,78,34,162,79
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",7,3,23,18,11,6,3,2,12,6,,2489,2348,2954,2512,1751,3187,2867,3130,3621,6348,,26,7,34,38,21,25,13,8,19,8
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,36,12,0,3,0,1,1,2,1,6,,16843,15673,19761,23245,39102,47400,53885,55943,59698,72699,,111,17,4,15,3,12,4,5,2,9
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",72,30,10,20,19,11,11,6,11,6,,24289,20531,17133,12028,2771,3723,3080,3170,2958,2122,,333,203,2066,958,49,19,22,398,427,36
920190,Harpsichords and other keyboard stringed instruments (excluding pianos),5,22,10,22,19,30,33,10,2,6,,1396,2287,1841,1084,1122,2004,2039,2128,3057,2839,,419,223,19,73,55,94,73,98,23,84
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",53,46,92,29,17,53,19,12,6,6,,42286,37409,39754,35041,31013,32188,34822,44257,32010,32130,,7513,7550,7416,7168,7459,8605,9267,8309,10040,9561
90932,"Cumin seeds, crushed or ground",0,0,2,0,3,18,16,0,1,6,,93,171,147,98,11,3,43,62,88,113,,0,5,33,24,21,68,43,66,30,38
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",54,8,16,41,2,11,11,7,5,6,,83195,87268,99159,124249,132879,154745,191377,278907,373462,1185480,,826,2121,2869,2410,1628,1962,2891,7629,3945,3249
252310,Cement clinkers,0,1,0,0,0,0,26,0,26,6,,122294,158949,165513,241329,284063,130553,64439,29064,11541,14345,,51875,51731,56885,50828,44371,50981,67205,92193,88279,96820
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,10,6,,4402,3655,2036,2177,3022,2117,2393,2781,3220,4904,,0,91,1651,1823,1922,2021,2159,2507,4413,5737
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,4,1,3,1,6,,0,0,0,0,0,76759,91194,103155,59103,79296,,0,0,0,0,0,3029,1648,1168,532,503
851621,"Electric storage heating radiators, for space-heating",1402,100,303,239,0,0,146,0,41,6,,3022,7525,6326,4729,4754,13730,12972,10523,13255,20938,,4294,1741,1344,270,2,0,146,1,41,6
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,4,0,0,2,0,5,6,,1656,2445,3686,1772,1626,1710,1556,1906,1413,1481,,2,6,8,5,0,5,31,1,15,19
81310,Dried apricots,3,12,0,1,0,0,0,0,0,6,,919,525,4053,6829,4654,490,384,458,327,456,,140,182,211,314,211,687,758,547,226,808
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,28,6,,0,0,0,0,0,1867,2146,416,7721,15633,,0,0,0,0,0,5097,3426,1222,1529,25302
843340,"Straw or fodder balers, incl. pick-up balers",25,27,36,3,3,0,28,7,12,6,,4262,4343,7205,6230,14009,13342,14629,22195,25026,31285,,203,302,734,567,472,272,137,118,379,647
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",15,0,24,14,32,36,12,28,18,6,,634,609,295,163,241,126,117,99,38,51,,66,121,80,65,96,108,62,113,102,29
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,23,27,4,6,,0,0,0,0,0,251,84,99,25,25,,0,0,0,0,0,2,25,30,6,9
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",4,0,21,44,103,788,136,0,24,6,,6329,3398,1917,2429,1368,2495,3464,3213,1177,1050,,4221,4332,4060,3933,4476,5524,4320,4705,4802,4967
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",30,57,22,47,143,364,3,42,0,5,,1434,4098,2115,2913,1179,1181,1125,683,767,431,,129,128,297,91,186,419,33,99,18,5
330720,Personal deodorants and antiperspirants,0,0,0,0,0,33,0,0,0,5,,27053,23755,16559,13698,14108,22362,28913,24379,19461,20253,,3871,4721,4839,4423,4944,4996,4939,4451,4131,3708
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",0,0,0,0,0,37,0,0,0,5,,672,1018,5596,5828,4816,7936,8537,11517,59059,6232,,150438,115739,97804,86817,83546,98920,89461,94361,148711,196159
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,60,49,0,0,191,0,23,5,,35493,22262,51320,40234,66655,43058,37109,39867,39418,36370,,389,0,118,49,3,293,195,0,23,5
711021,"Palladium, unwrought or in powder form",64,64,17,31,30,38,21,37,84,5,,666,210,13,171,82,12,7448,28523,172292,61,,38605,35047,37225,44386,35459,58882,76664,57640,131677,201246
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",1370,3144,108354,28044,77055,6243,17471,917,0,5,,1,11,33,0,31,0,52,554,718,725,,156740,117961,215909,79808,130579,154130,230415,204270,232936,549445
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",56,41,35,3,2,0,13,11,6,5,,339634,306168,241575,174637,145382,126392,184594,215742,164142,210933,,60,49,41,20,2,17,16,19,17,28
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,5,419,9,6,5,,0,0,0,0,0,2344,2856,3413,860,343,,0,0,0,0,0,214,644,82,202,42
170199,"Cane or beet sugar and chemically pure sucrose, in solid form (excluding cane and beet sugar ...",0,0,0,0,44,0,0,1,1,5,,37340,36680,33913,43114,79046,79470,93024,83932,65921,57719,,85232,72262,68036,61479,76187,212651,236200,109799,90900,113234
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,9,4,18,64,5,5,62,11,5,,11218,16873,15526,13974,12938,12710,9881,14156,12113,11014,,153,42,25,36,69,14,9,64,14,13
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",1,0,0,0,17,15,0,2,0,5,,106257,65993,55858,71317,66323,59151,52403,41817,30988,33785,,290,143,285,293,206,109,191,126,147,214
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,30,1,3,8,14,5,10,19,5,,12210,12026,11018,5126,6098,1413,1803,6885,4043,3192,,65,96,97,41,153,179,87,27,25,33
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...",0,0,0,0,0,0,0,0,0,5,,104,16,10,0,1,1,1,176,393,134,,152,171,116,139,163,159,141,123,96,185
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",10,0,2,0,0,0,0,4,0,5,,33162,35893,31613,32392,28625,29845,41911,57456,39443,55403,,1500,1129,32,72,47,210,128,331,644,1499
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,10,0,0,0,278,9,0,5,,676,408,51795,85735,55331,25235,6794,4226,502,427,,6,4,10,4,6,10,283,12,0,13
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,10,9,2,5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,87,73,113,214,22
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",32,3,2,12,29,5,2,5,0,5,,441,493,427,727,1030,54,397,490,170,771,,50,22,120,47,53,15,6,34,45,41
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",0,0,39,14,1,9,23,52,9,5,,1274,1469,1305,1125,986,981,767,801,549,469,,4,10,49,16,8,12,51,143,23,16
470200,"Chemical wood pulp, dissolving grades",0,0,2,0,0,447,0,0,0,5,,763,150,11,20,17,37,1607,504,939,2939,,150797,156462,130585,134281,146181,75001,101820,96666,39945,63583
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,10,0,0,2,2,5,,20479,20861,33760,30968,24958,28934,28795,34665,42708,46592,,102,148,51,210,38,31,43,99,44,118
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,14,0,0,19,0,2,0,5,,38232,22559,18785,11939,18200,12961,10364,12476,17284,14837,,12717,12132,9271,9824,10177,10200,10083,11259,11128,11929
870410,Dumpers for off-highway use,0,0,0,1504,778,0,0,0,1,5,,541319,246362,259222,388506,162925,339809,472267,548909,311640,632185,,7094,386,1299,1923,2685,208,1557,3605,9113,6149
290531,"Ethylene glycol """"ethanediol""""""""",0,494,517,449,1010,965,962,750,444,5,,13924,8427,11528,28247,28585,22475,13047,14274,32261,79972,,302892,343689,218826,153716,142040,126189,159972,45576,25736,30429
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",12,1,2,0,31,2,6,5,6,5,,33808,42826,46846,37069,35495,27930,16044,12380,9041,11462,,523,334,523,391,725,283,403,350,199,172
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,3,5,0,0,5,,50667,88881,21292,12871,331,4478,5,253,431,3239,,0,10044,0,7,1,3,5,2,0,16
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),0,0,4,17,49,22,31,16,11,4,,3340,10811,10444,4206,14688,9382,15161,21053,14669,17309,,785,135,1169,1214,627,70,49,29744,370,459
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",1,11,4,1,15,7,20,61,33,4,,6114,4850,3231,6576,5727,8637,4140,4651,3611,4413,,1564,2408,3706,3755,3171,4057,2758,2706,2151,2120
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",1,0,2,2,4,1,0,1,0,4,,25607,24463,23653,20282,14046,12991,13268,13226,10298,18859,,209,129,115,83,147,73,67,168,41,39
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,24,62,41,83,27,13,5,4,,138776,49135,29159,25824,24029,18984,18721,12543,14445,8650,,7,0,24,64,43,85,28,19,10,4
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",13,32,0,27,8,198,233,18,13,4,,16999,15088,14518,13234,14801,18554,14768,12720,54015,31683,,316,315,341,239,288,515,547,555,658,159
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",124,105,405,93,0,1,0,4,0,4,,37252,30422,54659,40894,43130,51881,70026,44224,55429,47129,,135,107,440,253,106,29,124,384,132,426
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",71,69,18,33,11,13,5,1,0,4,,242,118,255,1003,9,88,0,4,9,181,,72,69,112,33,11,16,12,11,5,9
851950,Telephone answering machines,51,157,96,48,114,120,72,5,25,4,,4693,2807,3973,2976,1820,1819,969,1035,588,1182,,51,157,96,48,114,120,72,5,25,4
960630,Button moulds and other parts of buttons; button blanks,8,4,6,0,4,13,7,9,6,4,,21057,25953,25584,30695,31918,32178,40460,39612,31774,44902,,101,5,7,4,18,15,8,12,8,7
441850,"Shingles and shakes, of wood",35,18,4,8,29,0,4,77,14,4,,10564,17172,20255,17267,8283,10738,8084,12280,22264,27767,,97,21,73,34,77,18,22,98,46,4
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",84,5,16,18,0,3,4,5,16,4,,3811,5164,15289,11896,17021,17330,7218,2129,3703,5263,,2031,1266,1308,1207,726,525,542,682,685,497
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",5,16,7,10,6,4,5,4,4,4,,2593,2396,2029,2072,2162,1471,1590,1754,2155,1989,,284,178,197,253,480,579,360,441,369,553
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,0,0,10,4,0,0,4,,121980,120292,145798,155201,141694,160517,232689,153872,121881,206634,,14886,15367,14843,13052,16319,21090,18694,15971,18663,22172
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",62,152,57,13,208,243,264,30,281,4,,20,250,161,117,169,196,97,72,42,129,,55014,42762,57739,44628,29349,28505,34978,21871,19071,34004
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,40,61,14,69,145,93,4,,0,374,7308,34118,1011,490,3675,5140,6882,10967,,0,70,0,63,61,14,261,145,93,4
611211,"Track-suits of cotton, knitted or crocheted",0,2,1,0,0,15,11,13,4,4,,193718,187667,148460,119152,92370,54410,52958,44510,58618,61120,,5,54,95,147,61,66,139,451,401,268
180400,"Cocoa butter, fat and oil",4,0,4,7,0,15,0,0,1,4,,54565,88071,104886,76220,60576,38485,65108,49367,29345,15787,,384,573,998,909,1402,907,1111,1230,1493,1474
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",37,3,0,0,0,0,0,2,3,4,,458738,438815,476554,409317,395836,436152,451987,300488,269912,236458,,426,725,1198,1658,1327,1391,1231,1976,2383,4780
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",28,29,53,12,23,14,6,2,0,4,,41054,56468,107751,148044,83367,67563,133916,68600,55736,44016,,458,413,452,224,279,214,248,233,169,115
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",0,27,3,7,0,1,0,56,12,4,,25674,39461,57275,44098,54267,59807,77600,71999,62567,47196,,600,526,452,465,429,377,171,345,253,274
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",529,681,2875,2196,3096,380,1126,1069,5,4,,15369,6565,289394,210412,44239,41981,58471,152072,69191,13590,,312978,331802,413274,393646,332864,520074,484619,467847,371017,512250
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",10,19,10,7,21,24,18,0,2,4,,656,1382,2242,1197,2010,932,1028,824,1367,4551,,17,24,19,40,55,62,31,25,22,52
611212,"Track-suits of synthetic fibres, knitted or crocheted",1,1,30,2,1,14,10,0,0,3,,423961,448919,407926,241226,191284,174932,165016,161834,137818,230428,,45,86,262,243,348,163,198,516,894,889
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,1,0,0,0,0,7,9,3,3,,4132,2226,3235,3153,2321,1065,635,637,511,599,,1,1,6,0,0,1,7,11,3,5
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",4,0,0,0,0,2,0,1,5,3,,5291,4731,5952,15948,15063,15660,16440,18298,14910,14397,,33,3,4,2,6,24,8,41,29,11
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,28,68,0,6,13,3,,18622,20470,10934,7198,5853,42544,23998,8391,4350,7254,,140,88,90,16,39,85,19,56,29,41
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,689,5163,377,0,3139,9844,1459,0,3,,186083,270102,288251,289875,336179,398274,482789,611504,447616,489922,,2770,4394,8904,8139,9578,8784,11860,5628,1424,1100
293293,Piperonal,4,7,157,5,4,5,12,16,9,3,,23770,25352,27193,29960,20469,15505,34123,31577,30070,29153,,5,13,163,14,4,7,12,16,12,10
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",102,32,5,5,0,14,5,13,8,3,,5031,3095,2842,6521,2140,2010,3915,7091,6200,4604,,166,117,42,285,57,108,84,119,91,3
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",4,0,11,1,0,4,2,4,0,3,,8436,8626,5577,3280,1276,1828,611,2477,5801,6083,,29,66,88,57,30,34,18,28,32,32
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,3,,10328,9919,15030,13511,13585,13061,15750,18316,18548,19548,,107,148,125,603,1236,279,288,276,207,347
830910,Crown corks of base metal,14,14,0,5,0,2,0,10,0,3,,12388,9651,8626,9418,9561,10475,7650,7752,7731,9450,,37,51,0,14,35,3,55,50,30,41
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,0,0,0,0,0,0,2,3,,16492,4627,20381,1403,12622,16158,6268,11599,4258,34450,,931,698,200,231,175,254,336,118,4124,11856
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,3,,98789,88566,91395,76920,74079,79332,80261,73467,56781,57254,,352,394,570,1080,1399,1441,1623,2148,2323,3762
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",3,0,9,0,9,1,7,30,33,3,,42702,57414,58860,54925,75463,66574,92929,127464,126305,82363,,29193,28917,28431,28015,30987,28514,30770,29235,31941,35983
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",7,18,6,10,8,9,7,3,1,3,,5122,4420,2606,2254,1584,1674,1709,1616,1012,1172,,1932,1008,220,380,8,78,19,12,2,34
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,3,13,4,1,3,14,17,4,3,,9095,14574,12225,1673,616,1768,2332,5130,7384,5642,,57,52,33,90,30,51,40,34,14,7
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,3,,7186,6286,11615,5034,4731,6699,13024,12479,11767,16285,,5,0,8,2,0,0,0,0,3,3
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",237,76,89,2,0,5,10,12,18,3,,34166,39855,51450,48541,58867,30896,16111,12828,58054,120945,,1159,1002,1465,636,797,693,641,545,230,127
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",1,0,0,0,7,106,0,5,6,3,,22,93,126,69,121,67,111,388,189,112,,938,1012,288,136,295,409,386,109,173,336
630221,Printed bedlinen of cotton (excluding knitted or crocheted),6,12,2,5,1,122,16,1,1,3,,658122,690681,831008,597913,508033,417572,351517,322886,330533,408370,,2766,3106,2724,2936,3194,3261,2444,2306,1906,2293
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",182,0,0,0,0,5,13,43,165,3,,188976,130693,151897,68097,34996,70265,81088,70795,45828,34995,,182,0,0,44,102,51,17,43,205,3
380300,"Tall oil, whether or not refined",0,0,0,0,22,0,0,0,0,3,,364,483,67,207,164,422,227,250,105,215,,111,106,186,290,174,115,165,97,75,175
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,3,,280,0,6,0,0,0,1,0,0,3,,1634,1549,768,617,398,281,340,222,201,288
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,19,0,22,3,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8951,8708,8913,9127,10574
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,21,0,3,,785818,989514,1046825,1269922,1011786,1073728,1119437,1243119,1575187,1569263,,0,0,0,0,0,0,5,21,2,33
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,3,,101088,48289,21525,16635,18609,17205,27082,198969,49661,25685,,16,74,45,1559,1786,2143,2731,1574,2379,2452
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,3,,47419,45854,39526,42878,49393,62554,73511,77801,73215,87642,,222,306,354,327,367,331,150,118,190,105
540794,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,15,0,0,0,0,0,0,0,3,,282,26061,20925,10201,8415,7618,5460,5646,6156,5452,,753,513,622,263,159,153,125,127,69,86
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,3,0,1,1,1,4,3,,540,785,722,931,682,1401,1482,1164,699,1471,,2,34,28,58,7,15,49,62,26,15
841829,"Household refrigerators, absorption-type",943,912,848,867,609,201,2,12,2,3,,205745,215067,242843,223070,219790,240978,278238,263577,261302,303608,,1090,1101,996,1038,689,272,92,127,50,50
711019,"Platinum, in semi-manufactured forms",2,0,0,6,5,3,0,274,13,3,,59749,56637,62540,60009,36155,36494,3893,14,189,32,,155599,164356,198809,133748,68726,66880,85732,41582,57110,80346
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,166,0,0,0,0,3,,159129,173003,257847,278425,182519,228093,314923,415187,380495,422246,,0,1,2,10,166,4,2,0,0,3
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",201,90,6,25,1,7,1,2,4,3,,4995,5155,4734,4544,5768,6378,10072,9784,5769,5191,,263,137,111,128,112,129,55,24,72,58
900710,Cinematographic cameras,0,0,107,2,26,4,0,0,45,3,,164,247,209,162,6,1014,1518,13,74,1,,0,3,1110,357,462,415,111,65,137,109
850640,Silver oxide cells and batteries (excluding spent),23,14,5,22,4,0,1,0,0,3,,10863,6669,7327,162806,36585,5830,4926,3700,2787,5480,,491,1374,1787,1793,2418,2470,2215,3872,1906,2299
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,0,0,0,2,17,3,5,25,3,,18844,41287,48831,73525,94263,67603,71452,50340,35657,36431,,372,142,142,60,16,28,18,26,39,16
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,4,0,0,185,330,537,354,243,2,,23119,22170,26952,27937,27491,29362,32460,31393,33840,37381,,176,213,169,198,274,386,677,408,289,8
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",20,10,6,1,1,0,1,14,4,2,,35473,32975,39977,66280,56418,25549,9154,31210,10345,53060,,239,114,134,56,61,36,41,61,30,36
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",27,17,66,56,21,32,28,31,12,2,,87144,98664,98943,86084,69477,78935,59751,68215,55473,46024,,190,165,263,204,261,269,260,184,177,188
790120,Unwrought zinc alloys,585,540,162,100,311,77,20,101,133,2,,3232,4340,3156,1856,3005,5829,7730,6889,6513,4329,,57716,72079,67412,54669,67300,90023,98855,83613,69232,90619
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",1,0,1,0,0,16,4,6,7,2,,36368,34740,37639,25859,23689,26148,28671,28681,31092,27918,,1155,1398,2402,2449,1932,1378,1154,1143,734,519
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",12,50,48,52,51,0,0,3,0,2,,175135,292851,271976,75826,10103,6399,8048,4308,4129,6774,,49,58,87,183,107,39,54,31,16,18
391510,"Waste, parings and scrap, of polymers of ethylene",22,20,78,161,92,36,160,0,0,2,,2269,3837,3492,5066,4125,789,2323,2204,440,2489,,8847,14547,20846,28657,24252,17796,36741,35549,20112,15182
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts ...",0,0,120,0,0,30,3,176,14,2,,15952,617,9584,751,1139,2371,1235,6818,1574,1656,,635,12037,24189,13861,18667,20253,7736,2777,12644,7721
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",6,8,17,0,12,4,2,0,4,2,,2820,1041,1044,1084,720,613,9217,11419,9666,8739,,30,22,33,21,33,26,25,27,34,21
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,5,0,6,2,,623,1206,3841,4509,8585,2686,1190,1848,1960,1826,,643,570,127,78,57,92,215,273,389,397
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",17,5,45,32,41,4,20,38,3,2,,10836,14966,14126,13461,9593,12540,8138,5573,7185,8643,,173,197,229,273,230,172,151,225,53,144
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",125,108,69,52,60,103,120,37,18,2,,111065,110178,114316,108248,114825,106611,103387,118058,117701,102936,,455,582,1238,998,868,743,632,548,373,450
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,50,268,0,12,0,0,176,0,2,,550360,753642,349775,315812,172086,137117,187953,268168,96226,90901,,45,595,282,49,329,93,52,224,401,985
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,27,90,53,47,2,,0,0,0,0,0,753,7498,7755,5157,5260,,0,0,0,0,0,114,271,451,705,530
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,221,109,0,0,0,0,8,2,,645,477,427,739,441,229,219,256,1374,3538,,0,0,221,109,0,0,0,0,13,3
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,33,3,43,22,2,,0,0,0,0,0,30671,36258,31870,32398,30629,,0,0,0,0,0,483,286,286,251,180
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",7,10,36,43,35,8,10,16,6,2,,1790,27724,16193,16660,24650,1840,924,851,4475,8277,,123,88,99,117,83,49,51,60,73,219
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",10,27,1090,0,0,12,1,11,0,2,,202716,172967,122652,97333,85668,106903,171952,220824,199352,301666,,2074,1153,3911,996,713,1245,1528,486,639,990
843621,Poultry incubators and brooders,135,0,21,0,38,3,245,229,13,2,,8802,20960,20345,21557,22141,25113,33452,34943,62920,50719,,255,921,2579,1129,1763,748,605,1103,668,3498
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,2,,0,0,58,0,0,0,287,250,0,0,,14684,11702,12719,13571,12710,21018,23635,22744,17178,14253
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",8,6,0,0,0,2,1,1,3,2,,535968,576645,602659,596074,597535,619286,660106,661068,719118,679089,,14764,13891,18123,28499,32323,36252,37674,37683,43554,56343
40900,Natural honey,4,0,0,0,3,2,2,2,4,2,,215051,246550,260262,288668,276560,270705,249251,235314,254045,230257,,2666,3949,6844,9481,11914,13185,8782,9842,9855,10602
