Product code,Product label,China's imports from United States of America-Value in 2012,China's imports from United States of America-Value in 2013,China's imports from United States of America-Value in 2014,China's imports from United States of America-Value in 2015,China's imports from United States of America-Value in 2016,China's imports from United States of America-Value in 2017,China's imports from United States of America-Value in 2018,China's imports from United States of America-Value in 2019,China's imports from United States of America-Value in 2020,China's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",10,7,21,10,0,0,0,42,301,0,,50954,46362,36851,27189,23723,33268,30931,24042,31419,30260,,10,10,21,10,0,0,0,42,301,0
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",19,2,0,0,0,0,0,0,1,0,,71830,51741,43541,38212,98775,169434,71713,99822,105242,85773,,29,43,68,102,14,273,3400,5517,4784,5571
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,5612,7563,12847,14736,7367,9115,9815,10585,18893,12996,,433,1242,4283,5793,2448,9097,8821,9434,7362,11599
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,17238,5310,1984,840,1195,1108,1201,1735,1730,1635,,0,0,0,230,78,0,81,3,9,208
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,28,0,0,0,0,,2175,3315,1804,1754,1697,2550,1333,693,678,1859,,4909,5503,2881,3595,728,11687,9904,18767,15881,11825
80410,Fresh or dried dates,5,0,0,10,0,180,3,0,0,0,,39399,45969,47339,54898,58681,58297,66146,74518,89503,116792,,3906,3156,3610,3248,3977,4148,5166,6260,5056,4866
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",2642,3432,3488,2972,1604,910,1408,606,133,0,,20670,19431,17633,16360,11165,8401,6916,6896,8590,7129,,6099,8174,7426,6922,6844,5866,7327,8932,789,174
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,0,,296,130,226,233,317,372,59,38,0,19,,96,218,188,448,272,621,1281,932,0,0
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",45,51,183,0,200,0,0,0,0,0,,1810,2152,2219,2319,2331,1666,1682,1701,684,1264,,3782,2652,9764,11871,8128,6107,12622,20062,5596,4630
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,330,1176,2341,480,695,909,738,585,601,571,,107,0,0,0,0,0,4,4564,552,308
20641,Frozen edible livers of swine,207,0,0,0,0,0,0,0,0,0,,3582,1078,1234,982,209,899,177,247,342,1308,,3765,8289,5698,246,9663,321,218,3501,20223,13627
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,2152,3644,2706,3078,1910,1753,1408,1669,1424,1750,,12801,17742,14274,8036,6389,11211,16255,24276,25273,20949
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,396,257,310,304,160,166,222,89,220,80,,0,0,0,0,0,0,0,0,0,0
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,3,0,0,0,0,0,,0,0,0,2,10,2,94,110,0,43
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,571,92,180,0,23,15,29,0,,25225,24346,22679,21149,21334,17841,16931,15744,13154,13994,,41349,66998,61868,49187,53195,61784,94330,114706,84747,114709
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,26833,24730,19329,21945,22172,16385,18091,21072,14667,29039,,24,14,0,0,0,0,0,4,3,0
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,470,403,1009,445,725,247,246,185,965,470,,0,0,0,0,0,0,0,1,0,0
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,57,25,3,0,55,68,54,110,157,77,,0,65,0,0,0,0,0,0,0,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,1010,1163,1305,1402,1529,2892,1873,895,757,990,,5,2,0,0,0,9,3,0,0,0
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,410,0,0,185,0,,433,230,552,373,809,3096,2795,1343,1502,1611,,24813,27108,29370,29373,33932,44404,23143,16463,13976,10938
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",2034,1826,1264,1158,732,1026,192,0,0,0,,26794,35018,27743,21514,37621,30396,28192,21139,22321,16940,,11791,3826,4976,4897,8968,7947,12241,121,500,1927
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",6874,0,10764,18471,13804,13054,17731,2675,2500,0,,1499,3729,825,371,357,488,1370,164,98,137,,100666,140307,93053,76107,89459,89872,139817,92795,49489,21853
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",3333,6520,8496,2285,1635,4134,1097,857,329,0,,64653,93708,78918,58624,43185,112991,90030,93740,81138,125708,,17062,25198,36482,20400,28596,39771,26818,39964,27462,14751
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,13,82,4,14,298,55,10,0,53,160,,60082,41432,61452,38569,32823,38584,39592,40132,48172,23183
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,9740,10799,10480,15148,17319,19830,16062,16216,16538,16915,,0,0,0,0,0,0,0,0,0,0
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",16,0,0,0,0,0,0,0,0,0,,96977,116502,99553,110334,99977,118245,132467,115231,139791,169288,,20,64,48,29,57,132,309,704,309,1795
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",1,0,0,0,0,0,0,0,0,0,,5059,3571,3352,2676,2434,2471,2671,2503,2073,1523,,1,0,0,0,0,1,0,0,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,666,386,361,376,939,861,532,855,412,782,,0,0,0,0,50,469,533,723,581,872
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,2,43,2,0,2,0,0,0,,10028,6709,3185,5233,7957,5528,8856,8547,4480,5520,,1607,1824,1228,469,2139,1460,8327,11333,3167,2701
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,66,104,18,0,46,21,8,3,25,25,,0,0,0,0,2,0,0,0,0,0
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,1531,1099,1338,3206,821,1587,1957,1814,598,450,,634,666,750,775,457,502,414,359,140,185
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",113,0,0,0,0,0,0,0,0,0,,267,180,48,80,3,3,215,262,4,16,,377,191,376,49,46,1874,2755,6803,5006,4106
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,202,0,0,0,0,,2331,3553,4962,4732,6407,8007,5545,5117,1165,2940,,12964,2469,3580,10346,15347,19068,15774,19368,24774,23122
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",9066,12412,17554,16704,9772,0,0,0,0,0,,11067,12284,17498,16802,14646,0,0,0,0,0,,70007,90532,104334,115495,115931,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1087,1086,2364,1084,2156,,0,0,0,0,0,23673,28991,21589,29571,22579
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,467,236,64,34,42,97,186,42,6,65,,7,10,5,28,3,143,28,7,5,0
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,971,3097,103,3285,3472,0,0,0,0,0,,2291,998,1859,2206,2293,0,0,0,0,0
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,16076,21809,12146,11488,31312,9122,8156,3120,3619,3865,,148262,23831,48885,41099,150104,291285,419317,486879,576976,704147
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",152,93,183,110,2,137,184,93,67,0,,8044,7039,8638,15031,17481,27200,27400,21872,25912,21741,,1524,2166,3803,2556,1299,2742,6183,8147,7083,5833
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,77,137,198,186,281,278,1094,1223,886,1401,,130,149,112,169,114,142,165,79,87,64
190510,Crispbread,0,22,0,0,0,0,0,0,1,0,,5091,5294,6230,4596,6266,6403,6715,9195,7295,8224,,22,31,16,32,47,39,7,2,4,13
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,8905,3657,6168,3434,4289,7486,10783,5199,4336,13066,,0,0,0,0,0,0,0,0,0,0
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,16,0,58,0,31,13,18,173,3,0,,5700,9619,10668,8982,7183,9469,4678,14292,9795,14509
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,632,1548,1368,916,957,754,806,1105,2076,1513,,0,2766,5682,9123,8870,9657,7160,8401,10927,12414
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",2,0,0,0,9,0,5,2,1,0,,25640,22136,15381,15490,11809,23882,22833,28359,14955,11025,,2126,6168,7587,13134,8420,9606,7945,9074,5930,6207
151521,Crude maize oil,11,0,2,2,0,1,1,0,0,0,,382105,301679,210671,249564,291301,310328,140811,133424,111153,135494,,19,44,135,58,150,85,82,1152,696,14
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,13419,15366,16001,12764,14546,12682,8660,4972,10493,11344,,0,0,0,0,0,0,0,0,0,0
160241,"Hams of swine and cuts thereof, prepared or preserved",28,0,0,0,0,24,0,0,0,0,,79189,112158,126419,102319,95655,95164,97469,96034,74058,95635,,451,25,133,2164,1766,2145,2834,1128,70,19
160510,"Crab, prepared or preserved (excluding smoked)",0,278,1,205,629,1168,1159,163,327,0,,27210,25316,24124,19596,21723,11527,15788,16697,13304,12317,,1207,2611,1252,2483,6597,8330,6457,3468,4139,1370
280110,Chlorine,29,2,2,2,0,25,0,0,2,0,,6907,6969,7259,8992,14503,19489,20237,18958,18555,21387,,4374,4475,5670,7028,9374,9366,10313,8720,7126,5945
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,9589,8842,17106,13644,18161,16566,16188,16763,12386,25799,,0,0,0,0,0,0,0,0,0,0
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,59880,40491,34923,23022,25323,34668,44649,40323,48293,51706,,142,4755,987,0,0,0,0,0,0,0
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,18520,20164,22846,17106,15063,24031,25418,30734,17682,9329,,0,0,0,0,0,0,0,0,0,0
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",36,37,1,42,0,62,0,0,34,0,,684,554,463,1466,541,758,576,422,1085,229,,69,38,2,43,1,62,7,0,2096,2003
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",885,0,65,0,0,0,0,6,5,0,,1020,438,224,159,279,687,297,111,156,205,,7285,5588,10111,15575,11341,14541,9941,4145,1036,231
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,499,425,552,540,3546,,0,0,0,0,0,0,0,0,0,0
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,488,233,93,35,104,,0,0,0,0,0,0,0,0,0,0
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,32,0,0,,0,0,0,0,0,0,47,12,21,25,,0,0,0,0,0,0,0,32,0,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,249,184,232,323,,0,0,0,0,0,0,0,29,0,0
293943,"Cathine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,252,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,504,6,0,3,0,,0,0,0,0,0,0,0,0,0,0
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,745,1341,142,945,1207,1106,658,1158,1749,1050,,15281,17172,14188,13635,17044,15769,14822,14294,19479,18334
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,38,0,0,0,0,0,,12353,13164,12398,10042,8394,7653,8229,7572,7437,10168,,2684,1910,3045,4834,4210,1729,6526,3932,5079,4817
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,751,171,520,480,1235,,0,0,0,0,0,0,36,0,14930,0
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,89,126,78,195,81,254,231,261,128,213,,0,0,0,0,0,0,0,0,0,0
290321,"Vinyl chloride """"chloroethylene""""""""",4050,6564,0,0,0,0,9455,25971,7428,0,,812476,852094,913080,654340,625668,793189,836910,814461,759308,1076234,,459868,559757,574242,499146,505302,553322,567431,650240,588802,974222
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",125,32,127,260,193,339,433,485,78,0,,691,1117,1051,687,510,918,1232,1320,1765,2070,,1365,1698,836,970,854,1437,1197,937,922,422
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,67,125,70,90,47,,0,0,0,0,0,0,1,1,0,0
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,30,174,400,137,221,,0,0,0,0,0,0,0,3,0,0
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26,572,205,141,,0,0,0,0,0,5247,4716,2816,3274,6380
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,24196,113875,97238,96095,,0,0,0,0,0,3,0,0,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,3401,3479,2317,2306,2389,2292,2326,2813,2157,3179,,520,1635,1802,5705,10287,9829,11353,3795,1510,1462
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",46,93,21,0,0,0,0,0,0,0,,64,72,117,21,66,4,14,45,4,0,,5799,18907,51445,26639,4675,5462,4035,2659,1964,1646
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,53,374,94,97,264,163,189,90,27,33,,10,45,6,14,20,2,2,13,0,112
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",64,33,159,47,374,771,515,229,1,0,,6052,5338,6088,6335,6888,6388,7967,5970,6537,11336,,870,1405,1263,3432,7380,9512,11305,13088,8027,1499
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4508,2553,4356,9209,5243,,0,0,0,0,0,0,0,0,3,0
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",172,14,4,0,125,50,2,17,1,0,,7527,9232,8074,7432,7555,4200,4464,18529,3245,5512,,383,119,168,345,535,82,375,110,11,8
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,1,0,0,0,,2294,2085,4593,7822,9144,4269,3083,1965,1896,992,,8900,8917,10410,6944,6134,5988,7727,7759,5531,6459
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",7,41,59,53,3,1,6,0,0,0,,3160,1603,1379,1889,1354,1473,2763,4161,4503,4610,,6069,5001,3235,1870,789,882,864,578,338,638
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,23,0,0,0,0,0,,69783,46826,59243,54758,93286,129632,82126,0,0,0,,15468,44096,25117,57986,58904,0,0,0,0,0
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,32,0,0,0,0,0,0,0,,0,6,12,6,0,0,21,0,0,12,,726,1428,685,694,476,765,1206,534,918,466
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,635,559,581,690,696,1249,1782,1631,1721,2347,,0,0,0,0,0,0,0,0,0,0
391510,"Waste, parings and scrap, of polymers of ethylene",363804,356301,421606,255826,163259,134478,693,18,0,0,,284318,287331,352083,290027,284976,246442,173033,106927,83570,126694,,2473133,2543264,3189472,2078533,1364665,1099466,7673,72,0,0
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",323225,241807,193446,143459,172089,151381,1703,0,0,0,,547854,462459,480360,431444,357304,318246,212504,131986,114759,153459,,3279746,2990190,2474136,1903679,2044664,1886022,29751,448,0,0
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",498,486,348,137,227,210,90,8,0,0,,71642,75012,70497,54878,41634,76849,60751,51811,44087,40915,,20802,25130,26020,26253,15949,11057,9994,9498,6621,6479
890400,Tugs and pusher craft,0,0,0,0,0,0,0,0,0,0,,8796,26075,43574,1411,1372,44452,3896,4328,1548,24598,,3618,53288,35355,1685,4679,33700,7094,3688,24307,80138
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,25,0,0,0,0,,911959,39840,230221,716025,482826,40028,80600,111706,65413,15600,,99907,379200,229000,588,798008,591390,920608,1228549,1000995,678172
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3021,30689,62076,19086,54866,,0,0,0,0,0,0,0,0,0,0
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",1105,739,1092,638,860,800,529,102,410,0,,555292,588617,1142606,1092755,1075386,1236809,1393573,963715,1144374,1359851,,2994,3165,2767,4113,2486,9582,42264,12046,23028,14774
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,82481,60887,68852,50422,35530,30583,45157,29748,39079,48825,,953,893,315,651,0,0,358,0,0,0
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,417,0,0,0,0,0,0,0,0,0,,19327,16028,19678,8262,11826,4632,2100,5620,7203,3177,,21397,1790,2604,3806,556,950,3856,12372,20188,26339
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,1960,5852,8998,8064,872,13320,577,630,9823,19533,,1884,37,0,59,0,21,63,282,47,0
900610,Cameras of a kind used for preparing printing plates or cylinders,0,0,7,23,6,0,0,0,0,0,,44267,32651,23855,3858,2203,0,0,0,0,0,,36,1,21,95,72,0,0,0,0,0
890800,Vessels and other floating structures for breaking up,23821,23759,828,13836,3961,9507,0,0,0,0,,920,1028,1297,650,435,417,521,722,75,77,,1044039,773218,293385,163369,143671,217442,45161,0,0,0
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,611,29,124,0,0,226,198,1680,0,0,,30244,23810,23149,20666,16627,10303,34162,16721,8107,19088,,55886,30944,65976,55123,33283,39682,49062,32318,2848,4436
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,6,0,0,0,57,0,,6189,6660,16646,23770,15395,9466,4176,1426,1911,5000,,0,0,0,0,6,0,85,0,57,0
940600,"Prefabricated buildings, whether or not complete or already assembled",5261,16874,22310,74008,11558,0,0,0,0,0,,1089322,1162720,1102694,775215,573083,0,0,0,0,0,,48389,68504,89851,140166,56830,0,0,0,0,0
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,0,0,0,0,0,0,,2086,1170,1907,918,505,463,645,405,203,544,,9055,3092,3986,2695,2624,2652,2583,6754,3686,4365
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,0,0,0,0,0,0,0,0,,2683,1094,1215,798,1357,704,1068,552,605,191,,741225,51478,12533,6016,3866,4156,5126,6247,3053,13043
910890,"Watch movements, complete and assembled, with hand winding only",0,1,0,0,0,0,0,0,0,0,,5274,3997,6926,2596,9120,8026,7228,7227,7802,16442,,3463,6178,5907,3356,2353,1715,1924,1399,1589,1804
911410,"Springs for clocks or watches, incl. hairsprings",0,0,8,0,1,0,0,0,0,0,,807,876,900,574,593,466,403,1149,823,1963,,1750,2084,3347,2747,4338,2814,2649,1878,2412,1624
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,2,0,0,0,0,0,0,,374,774,465,31,17,77,275,938,791,1730,,4753,3378,5339,9086,4335,3007,4090,4574,2652,3310
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,207,56,179,2325,7216,9861,2545,651,29,4,,55040,47685,45529,69764,70146,74735,65191,63618,54388,54251
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,6,4,8,2,0,41,0,,222,68,80,17,12,103,0,21,0,13,,18435,21710,22693,20176,16394,17747,25868,21959,16680,23184
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",6,0,25,0,5,3,0,1,0,0,,3589,2216,1043,801,917,547,824,631,546,1124,,14510,12148,9466,6840,6634,7278,6277,5774,4523,5537
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",6,4,21,5,0,37,35,8,0,0,,3800,1216,1758,1366,4434,4332,3088,4082,711,1400,,23954,17891,14188,8806,6435,7006,4351,3804,1891,3104
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,1,0,2,0,0,,373,463,241,260,328,408,708,1970,970,2436,,1204,1018,2575,1983,1233,2183,1877,1862,1638,1469
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,14,0,2,1,0,1,0,,54,314,32,32,35,56,623,293,938,449,,5551,6800,2842,2994,2073,3330,3411,3982,3769,3441
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",11,10,6,6,21,32,77,41,17,0,,1706,851,1020,1175,1039,931,1417,1536,758,1269,,13941,11072,8023,8874,7245,5677,6676,7009,3761,2192
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",6,5,1,26,0,2,6,0,10,0,,226,397,268,185,455,131,179,125,104,273,,7137,5464,5293,4399,3631,3765,3824,3135,2075,2147
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",0,0,0,0,0,0,0,0,0,0,,656,212,307,332,481,269,788,1394,911,572,,47891,29809,18198,14818,14429,16722,15547,15268,15891,14503
530820,Hemp yarn,1,0,0,0,0,0,0,0,0,0,,28,39,16,28,107,90,117,109,137,70,,29,29,27,16,41,78,64,15,58,28
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",0,0,0,0,0,0,121,0,0,0,,1168,423,3073,3160,2662,2805,2958,3218,3196,3656,,11784,9126,9113,7031,5254,4252,4428,4297,3554,2692
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",0,0,0,0,0,1,12,0,0,0,,1630,2875,2913,1765,1280,905,419,661,206,336,,10239,10441,10725,11316,7886,6707,5262,5765,4092,3079
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,1,0,0,0,0,0,0,0,,44,25,7,25,42,43,20,26,3,28,,75,11,78,61,25,13,181,49,31,89
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,1,0,0,0,0,0,0,0,0,,1187,856,1539,986,454,107,3034,187,218,2670,,10038,9100,5832,5648,3625,2534,1577,1707,1602,3114
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,41,0,136,0,0,1,0,,10400,9026,10449,7100,6884,14746,32470,107944,25090,17232,,500013,674050,601369,950919,638486,711764,695011,504507,341943,317389
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",305,263,0,196,70,0,130,0,0,0,,605,1387,1098,1196,764,1465,1638,988,1143,256,,204848,235159,270366,312489,197953,195659,238901,150325,66746,67400
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",1069,595,1099,2859,3269,0,0,0,0,0,,137773,171552,145702,178050,133406,0,0,0,0,0,,139823,157937,149144,166191,178628,0,0,0,0,0
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",19,12,5,15,24,38,3,0,0,0,,1174,512,589,539,876,1407,1332,1648,2233,2127,,4155,3886,3952,3757,3420,2939,2564,2289,1715,3063
570239,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,1,0,0,0,0,0,,1193,1736,1612,3350,2677,2283,2298,1601,1617,1730,,12,28,12,27,26,126,18,52,73,2
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",151,90,0,48,1,0,0,0,0,0,,1677,3192,2967,2612,1630,2148,4336,3748,1982,1337,,1659,1066,836,958,694,769,819,1402,864,493
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,75,32,77,0,2,0,8,2,0,,166,176,77,128,75,50,129,151,60,21,,662,394,943,393,390,453,426,559,366,387
