Product code,Product label,India's imports from United States of America-Value in 2012,India's imports from United States of America-Value in 2013,India's imports from United States of America-Value in 2014,India's imports from United States of America-Value in 2015,India's imports from United States of America-Value in 2016,India's imports from United States of America-Value in 2017,India's imports from United States of America-Value in 2018,India's imports from United States of America-Value in 2019,India's imports from United States of America-Value in 2020,India's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",3446,5179,3273,1280,1552,1403,993,1205,2800,7147,,288520,307420,319776,342177,354720,426605,415068,407700,417640,428204,,39460,49504,39533,39378,40758,34128,22556,26910,26236,46370
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",115,1135,421,423,414,391,3865,10148,1282,7146,,1379532,1305427,1209412,1155430,1341964,452288,509672,526560,542792,677685,,24996,33787,49140,40149,21683,31303,47361,68045,102978,140385
700220,"Rods of glass, unworked",5368,40485,62643,72728,71780,84395,88105,48129,7710,7129,,127634,206105,164428,161189,179567,204909,224116,98401,37861,36082,,14118,60953,76064,80231,86393,111959,140991,94680,64553,97718
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",12165,11329,9659,10655,9841,13804,7060,8597,5788,7102,,365371,354271,382032,380547,355522,427292,419643,422327,354080,430068,,101356,99951,92022,90109,90991,88453,91618,98050,76131,108682
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",23691,10739,12685,11521,12165,13757,7983,3379,4849,7087,,501358,448770,461076,440335,420797,408145,453462,439897,347859,385711,,149126,112736,96419,80370,62051,64150,89320,80118,67237,69490
902140,Hearing aids (excluding parts and accessories),8138,5496,9163,10848,10898,8094,14198,9016,5720,6947,,236400,298287,291242,328642,287959,337886,425878,439339,367844,491042,,46826,50710,41984,42280,41339,44583,52257,44972,30370,55367
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",25326,39747,29601,13059,8016,12876,9082,6818,5650,6941,,170013,184267,191621,178833,179436,186324,229173,242104,189087,212663,,189262,193385,194870,128869,120789,121302,147760,135652,99441,114917
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",43166,32378,143592,77461,36676,133633,130480,34198,27363,6921,,349990,308734,367934,192729,602348,897075,474329,314546,262744,385130,,14539235,15386950,17392104,13569272,16454881,19429855,16706474,13480570,9369200,17302762
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",2733,3127,3416,4135,4126,4634,7310,7411,4552,6869,,149686,148884,165145,154325,166999,170384,175547,172043,152672,178623,,16707,18154,19504,15893,18324,16151,19853,17374,13135,19382
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",3429,3013,2615,5229,3265,3335,3848,4985,5690,6864,,48046,49935,51012,50052,49713,56665,62545,57807,64115,86362,,24188,24760,29194,31507,32142,31053,31049,31725,32830,49241
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",1805,1384,2655,4036,5481,9425,8641,10070,4421,6825,,82101,65835,58730,62745,60675,58818,61583,63379,54947,53191,,8152,10988,13087,13358,21319,27573,29059,32163,26382,37955
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",7578,8550,7506,7878,7634,11422,9052,12301,10484,6808,,329479,373964,332574,224919,215470,275659,252841,289959,318950,403376,,39914,44386,46217,40817,40139,52785,48790,53921,66190,69309
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,2862,6853,28297,21206,13460,6941,11577,7957,4792,6791,,511767,552663,610884,643412,713518,746226,783153,836110,621844,565673,,40153,49008,71912,69157,57670,53894,77744,63057,47155,83754
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",273,767,835,1002,1636,3746,3739,6147,5186,6755,,108933,95328,92409,76179,80564,86087,83368,76149,84423,71272,,522,1124,959,1220,1761,4003,4212,6585,5409,7160
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,1330,1184,4478,5929,7563,8248,8484,4723,4500,6726,,919703,1129375,1244180,1385390,1695555,1765523,1856186,1840554,1489554,1497812,,66996,98371,122860,131901,125060,160640,171899,164854,152014,249503
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",16288,5437,5277,4105,3045,2978,4625,5719,4862,6707,,52423,67488,59505,162741,28929,49208,94543,32265,22321,20453,,230364,220229,219215,183369,141734,123183,136719,170918,73801,141810
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",7198,5702,5624,6111,4324,3500,6131,5631,5162,6631,,109260,104760,108493,101529,91303,91445,94325,86378,83008,103723,,19769,22519,22248,24464,20808,21155,24218,25228,19056,23866
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",4139,3247,2888,3305,3345,4977,4776,3751,3286,6630,,483539,432764,346956,264950,248103,206644,189773,184280,149053,179041,,98490,93410,96945,88714,84022,90257,74570,66364,56370,88807
810590,"Articles of cobalt, n.e.s.",2449,2154,2817,2840,2882,3744,2195,2420,4365,6567,,109005,116743,107363,109869,98747,104655,135274,172259,152243,189386,,3954,3825,7110,6729,5783,8595,15881,15393,13970,25361
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",2938,2816,4617,3446,3110,4534,4948,4579,4328,6510,,677503,675493,696958,710405,726816,771676,821017,804699,711819,807425,,34504,41646,42556,45113,54600,65007,79632,71437,57553,89794
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",4485,4681,2442,1286,1592,3292,6289,8456,8150,6495,,374379,250770,147056,140247,103119,91960,92660,85923,73913,112778,,61647,42066,32523,37629,41235,41240,83819,67063,36747,53210
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",82,197,1434,966,5035,11199,1736,1197,540,6492,,21038150,22762733,22396549,20648573,18591047,18848189,17817448,14989926,10077049,13252175,,46417,50549,49341,57857,69277,47392,46107,38848,29801,50970
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",8953,7857,8694,6687,9411,11619,12484,9780,4883,6440,,495497,537313,581375,631647,667216,746536,894605,799709,671250,786442,,70107,56744,60726,48513,59341,74239,92622,79680,80016,95956
841111,Turbojets of a thrust <= 25 kN,11317,5655,0,1106,0,1046,7274,9166,2208,6436,,17107,22532,195448,293754,251166,202704,242679,238202,155686,105528,,105936,5658,10743,1190,676,2709,49663,18522,8068,10325
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",9086,9030,8297,9151,7008,8712,7639,6316,5272,6403,,1329560,1267653,1366493,1192515,1186043,1215950,1275751,1358282,1167951,1241357,,267726,171433,158464,154994,154222,207738,221760,214334,210339,318399
854720,"Insulating fittings for electrical purposes, of plastics",3156,3030,4702,5445,6332,10588,9011,5036,4959,6398,,135211,135619,166221,145761,132524,118339,121712,116422,130703,155518,,79724,77422,86644,84643,93510,116903,125128,109890,114853,173874
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,12198,10160,12897,13777,9479,8682,10199,9397,10127,6394,,94405,92814,98840,100529,102180,92848,97799,84901,98895,91684,,23429,18528,21484,24644,20064,18487,21633,16613,18570,18101
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",5030,11424,12435,9561,10270,13269,11920,8139,10258,6369,,1143180,1134138,1079373,691846,522818,589948,614988,613109,450413,499632,,19269,27808,24782,21642,21179,24755,32987,32314,25963,28795
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",6165,5622,5885,6728,9007,12285,28728,9535,14769,6369,,500180,448856,441741,404226,431105,442157,549229,550342,452045,410529,,34922,38275,41567,41195,58747,81498,105063,81631,62709,75924
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,9477,9113,9531,6354,6367,,0,0,0,0,0,1040202,457965,561785,411079,200530,,0,0,0,0,0,35318,51088,55369,57179,63474
854160,Mounted piezoelectric crystals,1455,1348,2468,1375,1688,1519,1641,7475,7763,6364,,285798,300746,299828,288285,416665,500978,551059,292290,316991,421496,,64243,53578,41554,28310,31747,33975,41771,73328,53183,67044
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",725,713,319,635,403,858,216,1011,143,6362,,195985,241384,219707,216323,164323,151753,148912,149036,142113,163109,,39271,25555,90126,156404,566059,930023,84942,28456,123359,77437
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",4797,4319,3334,5086,3929,3464,5553,6725,5069,6306,,321620,344356,352230,342087,340230,347329,367369,351626,325125,378726,,103920,113798,124757,129716,101785,98487,130195,112992,85001,147572
290270,Cumene,0,0,0,0,0,2,5206,0,7915,6299,,54164,12809,34092,81126,90031,85338,106938,77778,35812,122015,,3171,1442,1787,1752,30,1469,29194,1,7964,14231
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",1894,7396,4316,6383,3561,6638,3632,5563,5777,6289,,82523,62483,51320,12038,15666,30963,39498,68397,67092,56681,,33361,48985,49872,43430,36612,55318,81653,81559,60589,66556
392321,"Sacks and bags, incl. cones, of polymers of ethylene",281,303,281,502,612,1241,2274,1776,1549,6264,,590641,641567,703389,709608,717197,747412,772714,745861,771916,873631,,14645,16370,11653,15405,18213,16352,12046,10499,8695,26113
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",13881,11798,13770,18676,13675,13405,11651,9499,9170,6261,,541775,552015,533549,414722,296901,345274,378304,389854,301020,334610,,113545,131978,129133,110874,99660,97272,108363,112884,76383,118819
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",5014,10512,6122,10977,22599,14321,6890,4265,6284,6260,,720918,740945,806284,769538,588271,868847,825079,959078,1347183,1437421,,45387,61528,73053,81038,78127,71496,62232,58462,52864,55745
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",4878,3133,5494,6210,4240,3977,4840,5979,4776,6240,,145541,151452,172588,205816,220712,228510,308431,309918,297513,286980,,24519,22044,25975,25972,24876,29987,34012,38447,37481,43619
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",2991,1756,1248,2263,4000,6684,7452,5510,5946,6230,,945689,954434,1016897,1106551,1139566,1272191,1120497,1203451,1013260,1324251,,26016,32269,36620,50056,37524,55299,66250,54590,40782,37186
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",7684,12350,12753,8667,7074,8617,7135,5706,5901,6201,,300538,313614,320465,213600,178155,236569,233553,207353,203654,258361,,76940,103870,115389,102403,78375,85661,100932,98484,88596,121305
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,1340,1440,409,1544,1422,4688,9211,6269,6757,6200,,133641,242612,180176,195682,245402,261245,358524,362914,252374,187338,,1942,10461,6570,2841,2048,6031,41473,44400,27869,31508
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,17847,23695,18748,17187,16752,15378,12639,11180,7603,6178,,290123,318133,299788,288682,195927,189771,185007,125853,93863,203422,,22132,32771,28151,28290,26641,30789,36118,29122,23419,60472
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,446,2813,2240,4414,5355,4959,6174,,46188,22948,18911,26456,26021,29138,33861,40387,34569,42633,,328,0,0,732,3055,3823,10122,12542,11800,21201
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",7517,9101,7843,7451,5540,7284,9192,6743,7527,6168,,766094,740582,728960,724753,687355,659528,706510,704832,682706,734899,,23991,25125,25550,27463,23748,31523,41078,40974,31524,42133
841440,Air compressors mounted on a wheeled chassis for towing,38298,19047,23916,11966,5217,6199,13027,17051,8022,6125,,208727,168158,158957,123704,100141,84642,125266,98017,72273,77482,,188698,136085,120738,101761,67212,61721,88400,89192,86324,103461
293040,Methionine,10956,13532,11479,13098,11224,7183,2861,3930,4485,6116,,0,0,0,0,0,0,0,0,0,0,,86582,86700,104211,159221,104989,101454,99733,89406,85922,142503
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,244,78,86,3036,260,67,19506,1059,3934,6107,,179771,174649,133096,70257,48241,43384,104107,232040,169156,176059,,92450,91887,46919,31519,19152,65142,86186,35703,107226,70819
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",5483,3800,5763,6066,7976,8705,4555,3522,1501,6103,,1723523,1839311,1831712,1657055,1698983,1758131,1780071,1661346,1218442,1430062,,70435,68856,68850,70215,70467,93037,97192,110541,44082,69809
261510,Zirconium ores and concentrates,72,126,238,400,735,871,3479,4815,7375,6080,,38499,45273,22167,17399,14890,50430,95162,58188,35596,28360,,67975,70217,50827,55746,67603,78556,123921,89547,78231,152179
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",242,198,374,549,306,400,361,2503,5806,6073,,39073,51793,47526,40590,50404,47573,42884,57251,62936,70583,,27774,49268,51482,52402,44756,47392,37541,40893,90890,87013
848140,Safety or relief valves,2915,6853,8081,5701,4391,4340,7453,7397,5520,6062,,792643,1111813,1329709,1308535,1034612,957714,879988,779487,844230,810464,,21503,22316,21416,19137,20424,22602,38222,36119,41242,48570
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",590,678,1243,1486,970,1369,3026,3573,2574,6050,,608815,627536,681750,698368,726689,734508,681774,633273,530559,552329,,27172,38083,17305,29931,17786,29782,40849,35826,29922,36797
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",3019,2037,1889,2200,1956,4922,1852,29315,3969,6040,,51516,70459,52165,45218,37959,36621,27856,42900,33221,40827,,146715,110543,79672,94513,57900,76043,107608,134903,63316,104258
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",7028,5067,4359,4870,4405,5887,4742,3076,2380,6010,,306916,336641,329911,285984,302225,337147,306682,269551,253406,335118,,30643,27681,26953,26375,28625,39016,48156,43206,38533,64809
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",3562,6235,3796,3978,2942,3766,3863,9134,6340,5989,,182844,213224,210233,192308,178335,118193,139036,119453,100117,92473,,44088,20459,18834,20159,15224,16981,21439,27994,20651,27605
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",2512,3409,4022,3382,4050,3709,4218,4227,2316,5989,,262759,258349,278234,231074,242517,274034,287921,271967,298577,346972,,8950,10904,11961,10739,10622,10619,12683,13881,11242,16412
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",2911,1726,2694,4340,9985,1756,3291,1774,1288,5982,,423685,426872,545424,499629,422142,491050,448654,371792,324373,370951,,89226,73684,45446,52182,54981,78992,53348,83505,46211,68653
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",3018,3379,3890,4942,3733,4439,5162,6701,6049,5982,,380978,375783,358447,364026,389078,360060,347170,352832,288995,329240,,8343,10193,11641,13993,12712,18221,25257,17664,20120,25555
902230,X-ray tubes,21234,25764,28167,17686,8190,5963,5240,7980,4796,5981,,542179,568276,600965,597336,613678,649722,563079,569003,542433,635848,,38380,37015,47063,38582,25839,24313,31806,55819,46173,67688
700800,Multiple-walled insulating units of glass,305,1484,1985,188,53,36,464,1643,1775,5932,,142876,144751,169587,198645,202539,187862,206015,209031,177189,188760,,5501,9722,6041,3381,4877,4752,7186,5891,4283,7925
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",3141,1795,1572,2306,2348,2966,3115,6179,4785,5925,,288520,234609,282484,221506,220015,253105,255267,195008,176240,231190,,35688,30219,40537,49508,49160,53958,65603,65849,69577,101529
