Product code,Product label,Russian Federation's imports from Singapore-Value in 2012,Russian Federation's imports from Singapore-Value in 2013,Russian Federation's imports from Singapore-Value in 2014,Russian Federation's imports from Singapore-Value in 2015,Russian Federation's imports from Singapore-Value in 2016,Russian Federation's imports from Singapore-Value in 2017,Russian Federation's imports from Singapore-Value in 2018,Russian Federation's imports from Singapore-Value in 2019,Russian Federation's imports from Singapore-Value in 2020,Russian Federation's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,63,35,62,27,33,65,19,67,304,35,,2247,2042,1829,913,805,747,1081,1257,1765,1852
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,278,394,305,234,97,165,220,230,365,310,,7750,8693,9068,5857,6252,5380,6312,7610,7244,10481
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,151,12,306,33,235,2,8,0,21,0,,5100,3985,5241,5517,5566,7769,5844,4979,4236,4450
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,15611,19892,18989,19992,28754,18108,25988,14361,8992,10646,,0,0,0,0,0,0,1,12,0,17
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,0,0,0,,45711,35268,32614,26143,22752,24732,20055,15766,10297,16751,,590,569,26,743,385,733,112,116,769,314
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,28667,27652,28155,28240,26511,33827,30445,17488,7449,4075,,180,367,636,3310,1354,1918,1960,1413,4003,12136
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,5008,10921,16954,14231,11020,14885,46154,43950,64116,70083,,8396,7976,4265,2593,3199,3593,2973,3359,3271,3306
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,537,319,1619,1177,938,998,1158,672,749,1294,,7009,7284,7238,6603,7872,8538,11619,10489,12177,13694
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",0,0,0,0,0,0,0,0,0,0,,5909,6367,7799,5504,3744,2966,2717,2358,957,997,,116188,60452,49561,22508,27774,29203,24431,17633,14920,13402
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",0,0,0,0,0,0,0,0,0,0,,6325,7161,5915,4427,6800,16579,7481,3987,15303,4685,,55493,58085,53709,33082,23916,24108,27782,25221,21820,24810
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",0,0,0,0,0,0,0,0,0,0,,912,1535,1294,1419,1541,1253,1382,1285,831,917,,18731,19049,15922,9380,9014,9144,9852,7392,6210,6944
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",79,33,37,16,3,0,2,0,0,0,,32837,33587,23083,22630,11317,9173,7890,7118,5468,3810,,39200,43163,36310,20715,18485,22589,29236,37621,28852,40856
482110,"Paper or paperboard labels of all kinds, printed",4,0,2,2,7,1,1,1,0,0,,69035,55069,55697,48582,55222,61365,31815,33033,31984,45338,,50841,50168,197767,47701,33874,30462,31694,31195,30644,33693
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,34,132,0,47,50,27,0,0,0,,689,615,9844,3451,898,827,461,127,119,566,,3855,8686,4483,814,408,535,829,433,311,611
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,0,0,0,0,0,0,0,0,0,0,,7099,11539,11853,7032,5425,6461,5817,5220,18702,28762,,60582,61093,54185,32196,33895,43127,52351,54480,150636,173000
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,685,239,41,399,565,239,922,586,118,617,,684,376,309,75,283,243,350,308,386,507
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,6122,4936,2876,3295,1598,1983,20547,29498,6705,1439,,48665,56258,52985,33822,30759,30694,39963,31949,25681,33442
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,564,1548,1360,732,708,221,514,281,5,0,,47,463,728,1145,1204,1140,3453,4732,2877,4627
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,83,192,133,167,,0,0,0,0,227,103406,166313,167008,115586,239425
391000,Silicones in primary forms,2,11,4,1,0,1,0,0,0,0,,87874,63468,66172,63912,64364,80028,88356,87389,70128,87409,,76856,81617,76781,64571,71392,91570,131890,114378,101108,141261
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,5876,26629,70545,54759,50469,77902,103570,92435,55958,73222,,1160,1279,25899,11179,679,1070,1261,1545,931,1698
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,806,389,721,107,154,178,94,118,82,146,,49,85,99,61,132,245,328,452,512,2136
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,236,485,910,244,310,31,41,44,29,178,,1585,2011,1922,1942,2358,3349,3626,2387,2413,6839
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,0,0,0,0,0,0,0,0,0,,3060,2954,2794,2748,3059,3521,3987,4561,3092,2984,,20984,23598,22579,18982,22261,21712,27519,29477,28686,40466
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,99,52,65,29,118,394,9,23,10,65,,665,961,470,138,386,376,307,514,163,532
400821,"Plates, sheets and strip, of non-cellular rubber",0,0,0,2,0,0,0,0,0,0,,3443,4536,3314,3598,3391,2006,4808,4837,5984,3664,,53741,54179,47115,27610,30883,32580,36641,39755,34841,50475
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",8,15,1,1,1,24,1,0,0,0,,1233,1470,787,1436,1414,1806,1789,1798,800,1345,,73428,62858,55363,33725,32392,48284,60168,67800,57803,58562
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,647,247,67,240,,0,0,0,0,170,71077,72188,65786,73455,104577
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,53185,37139,28453,22092,,0,0,0,0,1533,42866,33196,28255,22307,26661
401220,Used pneumatic tyres of rubber,0,0,0,0,0,0,0,0,0,0,,5827,4407,3255,2853,3447,3215,1707,1361,2355,1915,,1693,3595,3464,1594,1586,2949,3737,4315,3214,559
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,734,46,172,62,138,93,53,49,372,542,,6591,6677,7373,4640,4385,4501,4965,5885,4193,10012
401390,"Inner tubes, of rubber (excluding those of a kind used on motor cars, incl. station wagons ...",0,0,0,0,0,0,0,0,0,0,,936,1053,652,326,414,755,1739,374,286,326,,4469,6337,5007,2881,3246,3801,4294,5025,4688,7402
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",0,0,0,0,0,0,0,0,0,0,,3641,3304,3877,3285,2986,2235,980,668,988,1367,,2306,2572,2578,3003,2459,2938,2891,4321,4278,4266
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,,5,37,44,0,0,0,0,38,30,0
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",0,0,0,0,0,0,0,0,0,0,,1827,2126,1893,1332,3449,1242,1161,530,285,191,,4789,2944,2200,1554,2922,3741,5037,4656,5331,6432
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,0,0,,2310,865,445,306,134,114,33,9,125,273,,279,171,192,136,299,384,322,66,61,98
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,5,1,49,164,166,3,9,74,86,16,,26,0,21,52,2,2,24,17,4,80
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,0,0,0,4,0,0,0,0,0,0,,65012,65863,41711,66241,94545,86412,84438,116788,64943,68190,,12917,18580,16994,13706,14461,12904,14353,23443,12084,8636
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,0,,48,12,35,144,12,35,14,0,46,40,,524,691,260,169,114,167,155,117,148,122
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13378,11663,9110,3331,2782,9871,9315,7352,2156,2385
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,9,394,49,63,73,9,25,4,67,15,,32,31,124,40,48,61,20,20,11,44
440131,Wood pellets,0,0,0,0,0,0,0,0,0,0,,291,278,766,279,508,406,439,551,207,523,,1212,1483,1467,1531,1755,2634,1834,1226,1666,2240
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,24
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,32,165,23,19,15,83,30,32,44,211,,1,1,40,24,3,36,87,160,46,130
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,17836,10239,3822,1730,1943,1259,1263,647,284,244,,913,556,371,175,103,67,78,239,127,149
900691,"Parts and accessories for photographic cameras, n.e.s.",0,0,0,0,0,0,0,0,0,0,,128587,192816,380358,260871,204927,134094,97020,97896,78072,94093,,4919,4022,2635,4843,3193,2822,1438,668,675,650
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,5540,5453,1246,1150,999,4051,4571,3857,794,118,,1882,187,31,4,3,0,49,25,4,14
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,0,0,0,0,0,0,,8072,8673,4747,2954,6805,4195,5513,12122,4781,5276,,110,92,18,60,59,23,375,129,79,72
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,14818,5942,7339,7687,5725,6624,6572,4453,2555,1463,,3042,2986,1585,1156,1279,1831,4231,2502,2399,3619
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,1942,2723,2525,3559,1683,2740,2832,2558,2446,2467,,3729,5018,2663,117,233,108,147,994,355,168
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,2535,1306,1386,1538,2363,3187,2685,3951,3677,3798,,21749,2676,337,47,366,71,836,991,552,287
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,1990,2687,1430,2280,1167,934,1897,1123,1079,1416,,18429,18836,12732,4102,7160,10864,9552,7303,15905,8929
903032,Multimeters with recording device,2,7,10,2,1,0,11,7,1,0,,3094,2998,3960,3573,5292,7007,9994,10099,9064,13948,,7473,10028,11412,5604,6951,8738,9664,9016,8871,8820
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,929,967,809,462,215,246,571,439,47,46,,4780,4785,4864,2501,2481,3357,5028,6653,3391,3789
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,4301,0,0,,208241,470271,278997,36232,14237,3909,1931,6444,4939,170
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,0,6,3884,11,0,1,0,109,10,,2312,16050,898,829,650,996,35,16774,16,233
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,0,0,138,54,2311,11,245,0,263,0,,17004,12719,8029,6473,7656,7256,4306,60505,92547,53760
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,37,48,648,2106,1190,595,599,1842,1181,552,,4913,11686,14791,5672,6533,4644,1289,5555,1100,518
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,404,26,519,305,7,0,0,0,106,0,,4763,9897,17561,5305,2625,972,1748,3139,7426,2980
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,33,20,0,0,,0,0,0,0,3808,87785,117573,90482,94748,152676
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1367,671,3826,1382,,0,0,0,0,70,207487,149602,136668,111670,196796
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",2,0,0,0,0,0,0,0,0,0,,1937,1511,816,476,390,762,1090,646,1789,457,,339933,287338,201100,61590,36820,49730,55989,46827,60662,97069
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,6265,6811,3042,3916,21261,8350,352,587,2206,1919,,2360160,2292731,1921608,1456138,1751593,1797279,1846796,1810520,1315185,1546298
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,473,1551,2308,1389,,0,0,0,0,0,465,3117,9065,37601,97439
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,20928,6504,2076,830,525,21,279,710,196,31,,239,3260,2392,3612,306,1768,1242,2487,1860,4427
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,61,135,119,273,594,48,1259,1057,1103,265,,2289,8492,7029,950,270,1110,4191,13956,2286,2679
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,36446,28127,15832,3516,2509,3251,1335,2010,392,9825,,222643,179394,94137,19409,14338,60048,78409,54160,88038,173949
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,39920,54683,120682,136565,137547,90751,189810,68346,54388,17904,,68874,83290,14230,9782,14668,9324,18396,11072,2797,4222
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,0,0,0,0,0,0,0,,26905,29710,10324,6806,14301,12615,8025,3772,2506,4771,,359749,318376,185317,65651,85014,179143,215375,176385,110978,122858
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",380,553,218,49,163,291,83,67,24,0,,28085,21550,21055,24354,31718,26651,29914,29836,19557,53756,,761389,833227,787442,522710,585744,704115,760171,761787,684660,909764
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,0,0,0,0,0,0,,131,265,172,141,145,245,727,294,240,83,,88959,54407,6958,1926,1899,4636,8023,10061,12791,20606
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,3813,5074,7232,15296,13673,12102,13608,8243,9400,3832,,30447,32832,25392,8733,6189,10843,9257,13221,11149,15911
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,0,0,,1291,789,1075,3680,1990,5011,790,1306,1582,739,,0,90,2,0,0,0,0,0,0,0
890120,Tankers,0,0,0,0,0,0,0,5950,0,0,,0,0,288,262,0,0,230,439,313,1891,,427692,791892,752574,443982,667965,877455,60654,670458,801678,3788044
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,9,0,21,11,2,,18258,36356,6003,23579,21766,47960,12239,60063,29616,33173
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",105,0,0,298,0,0,0,0,0,0,,9609,852,3225,8682,1107,1373,1538,1259,2458,6155,,83541,94269,43965,65886,12694,41072,19837,26486,66872,120299
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),0,0,25,0,5,121,0,25,0,0,,13681,16117,8051,47564,42366,35448,45369,37819,31116,24567,,18582,14931,15016,10501,8536,11160,16288,21162,19817,32350
850153,"AC motors, multi-phase, of an output > 75 kW",1258,818,893,2303,997,25,163,183,0,0,,53747,65407,51590,55942,57533,67284,63585,52480,35005,29780,,176332,177132,114289,94176,123273,241923,207451,159416,164519,141010
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",64,145,0,0,265,438,384,172,64,0,,56364,67192,44190,31235,39447,28581,25844,16902,13580,13234,,130036,120115,90002,35021,34623,46276,42816,39450,44394,57833
850240,Electric rotary converters,0,0,0,0,0,0,0,0,0,0,,1343,2173,6802,4319,3369,1396,1185,1422,704,783,,7553,10920,10898,1037,328,64,343,443,560,382
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,0,0,0,0,0,0,0,,8504,12823,7741,5622,7187,5715,5713,3699,6501,7891,,84723,113247,95547,42652,53939,66799,62378,59409,49757,59426
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,8,4,3,1,0,1,0,2,0,0,,30276,23098,18669,16282,16885,14717,14786,9106,4496,22968,,416908,460698,428027,262573,278336,407346,487118,491350,429384,603310
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,256,120,1225,140,204,172,159,83,43,26,,53,241,138,33,44,101,55,55,2920,46
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,572,929,909,1111,420,372,334,340,240,260,,4576,6120,4542,2753,3413,4420,5768,6033,6750,6974
851640,Electric smoothing irons,6,0,0,0,0,0,0,1,0,0,,275860,35260,27749,20443,18727,15647,17674,12420,9140,7050,,156480,148159,130113,75094,79753,94480,108530,127866,112994,150033
851713,Smartphones for wireless networks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,37
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,0,0,0,0,0,54,0,0,1,0,,252044,119431,113111,127408,99915,43112,32118,40068,39265,75758,,62807,61467,60630,41694,54419,63587,52450,62006,49412,40453
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",0,0,6,3,1,0,0,0,0,0,,433375,194602,88178,92095,89277,36879,52540,46394,44773,46778,,3716,5212,8642,6880,4576,5534,6170,7421,11061,18583
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,0,0,0,0,,947,850,2554,3004,2686,3031,1891,777,702,2390,,6792,5721,4623,3758,4804,3269,4015,3575,4405,4772
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,5096,3355,2959,4458,4093,3305,16293,18708,4780,10084,,6,3,3,1,2,3,1,0,0,0
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,0,0,0,0,0,,1348,1524,918,354,577,787,323,441,452,223,,325,33612,65,362,60183,600,3490,1193,893,17251
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1895,84,372,306,569,264,70,329,124,150,,538,109,66,81,50,74,139,42,74,138
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,69521,155092,122596,99162,123223,155939,195256,150794,213917,295376,,537,302,458,295,552,596,926,245,175,418
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",1,0,0,0,1,5,2,1,1,0,,1642,1243,1566,1184,1989,1793,1175,2165,855,2427,,1874,1581,1905,1267,1203,1637,1575,1622,1439,1821
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",0,2,0,0,0,0,0,0,0,0,,6982,7454,7780,6448,6886,8828,8333,12300,5861,7135,,37922,35835,29006,15391,16079,17851,19847,15731,15389,29890
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,141,195,659,159,441,442,1683,86,188,128,,57,0,14,15,6,0,9,12,1,8
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,0,0,0,0,0,0,0,0,,6271,6085,6162,5033,1923,2019,1261,608,627,954,,5857,1952,513,20,4,11,8,15,13,83
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,126,912,459,258,86,414,103,7,9,0,,82279,53933,54873,25691,19177,13332,8421,5089,2286,2097,,3003,4420,1687,885,592,1608,4439,3207,2941,2500
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),4,4,1,2,0,0,0,0,0,0,,8134,7282,6089,1197,681,271,614,162,122,169,,12863,17698,16453,5501,3548,4584,5374,4769,4670,7360
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,0,,161,86,655,52,72,128,76,85,60,53,,7503,8670,10425,8548,7393,7892,6939,6279,7638,5971
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",52,34,2,6,8,0,6,8,0,0,,32803,28722,24634,18223,22020,28743,26307,23871,17454,20584,,39825,33024,31052,22523,25915,26893,19523,25756,25129,63410
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,0,0,0,0,0,,13366,689,1391,658,558,1139,606,530,925,840,,673,226,205,261,606,1081,771,1212,2337,1382
790700,"Articles of zinc, n.e.s.",0,0,19,46,0,0,0,0,1,0,,18887,19034,23064,20690,27731,23385,24277,30276,32553,43083,,6706,7263,6847,4002,5449,7229,9972,10475,9049,15397
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,484,249,0,,827,455,3390,6680,780,1590,2910,1811,1493,7596,,103,39,0,0,0,49,1359,564,821,1642
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,866,1945,2466,3641,513,11430,778,578,222,231,,0,0,0,0,0,0,0,27,0,0
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,87,298,16,0,0,2,1,5,3,145
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,12,4,17,22,22,6,27,15,2,18,,5,168,271,263,366,426,84,91,11,88
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,0,,1416,958,2045,2042,1953,3886,5304,4778,3684,9401,,172,4551,3615,3403,16865,25294,33466,50899,14069,6718
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,0,,26270,16772,24771,9828,9306,11820,16949,2093,2623,179,,53,42,20,125,57,413,425,613,866,692
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,0,0,0,0,0,0,0,0,0,,3884,3809,3707,2608,1290,2672,1918,1070,597,2412,,5518,5388,5668,3345,2868,4094,5235,4091,3958,5786
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,0,0,0,0,0,0,,3042,2586,4405,2852,2067,1392,1784,2358,1970,973,,15304,16513,18642,8274,8579,11224,12190,9953,11547,13476
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",1,0,0,0,0,0,0,0,0,0,,10364,12737,10366,14035,14758,14284,12638,7413,6689,8483,,8399,9274,9854,6490,7595,10232,11245,11180,12782,13851
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",0,0,0,0,0,0,1,0,0,0,,9261,8532,7502,4129,4385,3718,5725,6661,3308,2971,,30616,64675,29479,20994,18641,20927,25968,26797,26538,34207
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",7,3,4,1,11,1,4,0,1,0,,18048,18444,14667,11148,10700,7244,4872,6627,3767,12778,,23275,60430,27138,12984,19856,19920,22450,20948,21191,28925
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3826,4355,4303,1650,511,808,1327,3509,1870,2106,,715,1185,571,1473,551,302,1221,217,170,73
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,0,0,0,0,0,0,,2334,3239,3349,2392,1065,2262,7430,6153,4912,2563,,117787,107372,82021,37778,43087,42256,48188,54428,62270,66089
841931,Dryers for agricultural products,0,0,0,0,0,0,0,0,0,0,,14715,5918,6902,315,164,214,429,1116,351,218,,65621,59454,56544,41554,31582,31721,21442,19863,30233,29049
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,1226,1170,1315,276,1089,2122,4742,1633,1080,648,,5705,8981,10572,4322,3506,8614,8419,10239,10608,9024
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,0,0,0,0,,11246,9910,10321,5265,2433,1401,378,511,152,178,,4130,5319,4927,2486,2433,3716,4702,5013,6663,3847
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,0,0,7,8,0,0,0,0,0,0,,2089,2317,1538,1640,608,1322,2865,318,384,653,,15614,11170,13385,9147,9911,14164,15868,17023,13610,21728
842410,"Fire extinguishers, whether or not charged",1,0,0,0,0,0,0,0,0,0,,12986,20587,17808,15542,18956,15022,18158,21122,13656,13835,,8527,12318,8597,9390,7723,8866,8589,5853,7743,8433
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",0,0,0,0,7,0,0,0,0,0,,6748,6754,6951,4768,4753,4588,5614,5319,4706,5404,,88131,67141,85630,35172,37690,47535,49776,53899,54723,84123
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1034,521,297,433,,0,0,0,0,0,66532,62934,61948,44109,74032
842630,Portal or pedestal jib cranes,0,0,0,588,225,4,0,0,0,0,,22043,31685,9663,36783,11790,11815,2976,1795,1931,13295,,70924,53334,39408,78382,13310,50753,35011,59569,52723,21379
