Product code,Product label,Singapore's imports from Australia-Value in 2012,Singapore's imports from Australia-Value in 2013,Singapore's imports from Australia-Value in 2014,Singapore's imports from Australia-Value in 2015,Singapore's imports from Australia-Value in 2016,Singapore's imports from Australia-Value in 2017,Singapore's imports from Australia-Value in 2018,Singapore's imports from Australia-Value in 2019,Singapore's imports from Australia-Value in 2020,Singapore's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
843069,"Earth moving machinery, not self-propelled, n.e.s.",4595,803,8,35,0,1236,0,190,146,33,,18000,11905,6744,3128,7954,4739,2703,3480,2828,4592,,72630,18192,9981,6038,16261,10291,8786,5306,5598,2780
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,360,145,343,32,,0,0,0,0,0,46744,42265,40620,38110,31932,,0,0,0,0,0,0,1722,3449,2566,9546
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",46,47,33,14,37,28,52,12,24,32,,467,1031,390,831,635,845,1404,1365,2810,2685,,29029,25758,28682,21715,28118,27707,31226,24097,10221,12420
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",47,14,17,24,58,24,12,7,14,32,,2996,2648,2497,2324,2821,2372,3894,3884,2561,1220,,16387,14656,12476,13817,12282,13359,15312,16014,23860,54351
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",1004,291,21,177,30,15,14,197,111,32,,4183,5463,4998,3431,3422,3563,4041,4272,4469,7058,,18815,13951,7350,5705,9145,5419,3981,4379,5298,8213
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",32,20,26,0,32,63,34,22,51,32,,7924,5030,3280,2757,3141,2977,4148,2938,3808,4059,,6082,5510,5846,4615,6797,8560,7690,6168,8118,10315
950810,Travelling circuses and travelling menageries,0,3,4,1,3,23,1,1,6,32,,687,158,62,33,50,444,286,19,265,166,,1600,446,3393,736,489,592,309,879,229,304
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,32,,138899,150628,139721,136298,132110,145317,168801,140758,96757,116038,,458,300,206,306,250,363,394,1195,1257,952
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),2,4,7,35,24,43,40,51,10,32,,8964,379,550,907,3200,3821,2576,3276,2561,2959,,3278,4670,7008,6937,6762,10178,12039,11504,8083,7364
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",85,17,10,18,21,10,21,58,42,32,,450,541,186,455,398,231,307,433,1469,544,,3972,4465,5220,1971,2353,1818,2137,2520,1968,2369
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",7,2,79,3,8,0,50,0,84,32,,1008,1378,638,669,529,1436,1355,1154,490,1192,,1667,2537,3525,2928,1692,1735,1248,584,1237,547
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",23,126,49,106,28,16,145,75,7,32,,6675,8533,7315,4930,6884,6842,8193,2945,2635,4273,,37932,38682,53519,40552,34754,37966,47309,84705,54185,59501
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",100,27,43,22,59,91,88,167,21,32,,2035,2621,2629,2621,2923,2937,2970,3771,3322,5025,,8891,8093,10139,11247,13241,17838,20188,19964,19274,24549
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,31,,79,124,112,101,73,81,19,25,40,0,,286,134,331,166,243,290,214,234,115,82
491191,"Pictures, prints and photographs, n.e.s.",173,428,241,82,71,102,19,31,42,31,,2281,4868,3216,1478,1944,1288,1279,1469,830,1264,,8125,9722,9498,5042,7140,5007,4736,4755,7027,9626
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, ...",70,76,128,121,99,111,3,1,36,31,,7249,6539,6800,4665,3742,5766,5038,3437,3315,4470,,13338,13670,11665,10337,6941,4663,8952,6923,6547,9961
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",93,81,28,62,60,81,66,22,45,31,,2444,2431,2082,731,1093,1080,1320,1225,1110,1828,,74629,83560,72010,62843,70274,94252,111896,125671,101505,96996
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",321,40,47,142,325,171,22,0,0,31,,2437,2631,2486,2366,4079,4147,3548,2902,3347,4303,,36853,35354,39442,45756,42360,42346,21306,407,32246,44505
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",37,35,5,6,38,40,38,46,59,31,,429,753,353,936,1099,1142,1031,700,620,881,,2813,3194,3808,4095,3176,3050,2883,3218,3511,3779
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",938,47,22,14,31,20,5,0,1,31,,2981,3527,1984,1664,896,1551,1194,1434,1382,1203,,9457,8776,5570,8262,5756,6386,2980,2314,2309,3150
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",0,0,0,0,0,12,0,0,2,30,,270,139,21,52,63,177,160,251,459,110,,19507,19222,6224,6687,6970,11177,42208,10668,19387,14204
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",198,3,446,4928,1154,987,806,0,0,30,,36643,70428,75028,65669,75491,75370,99459,69618,80035,145899,,8219,12410,9765,7218,10474,8261,6623,3961,4405,7135
330430,Manicure or pedicure preparations,131,83,78,96,115,159,104,79,54,30,,10269,12790,10773,10388,9320,9027,3211,1926,2841,3450,,13210,17874,18198,15527,16184,9765,8817,8435,5080,5323
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",10,4,21,14,2,36,45,52,1,30,,2087,1425,1790,1486,1439,1242,3821,1821,829,1479,,22867,22930,28359,29286,27748,33751,22847,19989,16461,15365
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",0,6,4,9,0,375,51,8,97,30,,910,464,458,546,641,307,469,445,492,606,,5270,3384,3630,1996,3883,6395,4180,3107,4218,3108
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",22,60,40,47,44,55,6,6,9,30,,866,846,862,936,767,1402,1630,1701,930,1068,,39908,35677,31307,29902,26089,23680,16865,13278,11869,13109
80620,Dried grapes,20,47,38,41,41,15,66,27,36,30,,5248,8835,8094,12899,17671,12761,19441,23214,16537,19013,,7062,7057,7262,7954,6599,6551,7071,6166,4915,4655
100620,Husked or brown rice,97,107,136,87,146,93,85,95,74,30,,18953,41845,44949,16294,23935,24921,22438,7706,3305,22624,,4753,5699,7205,7352,9419,11281,12965,14886,15385,13956
830260,Automatic door closers of base metal,351,494,403,383,415,222,40,46,6,30,,918,773,583,539,961,2130,1207,734,835,780,,17996,26726,31021,25216,22653,24024,19649,18366,12762,14966
80420,Fresh or dried figs,5,6,2,3,24,11,11,28,17,30,,16,33,24,299,72,138,237,201,166,210,,1184,1954,2254,1825,2488,2867,2759,2648,2156,2050
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",10,12,26,7,13,12,31,31,34,29,,1028,722,1037,1073,1209,1395,1645,2253,827,966,,6362,6044,9070,7197,6709,6108,7436,6897,6279,6710
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",826,825,630,637,853,584,413,287,7,29,,56182,50064,40053,39115,39728,32654,25034,16226,15189,16464,,119790,127327,169894,173124,167385,168268,178625,216602,84412,83360
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",67,80,35,98,75,53,54,15,36,29,,4077,2640,2725,3010,2898,5737,9711,7549,5092,6184,,12304,12117,13713,12907,8343,8664,7580,7915,7607,9953
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",1054,399,692,63,463,7,77,263,27,29,,4629,10651,21082,7566,9631,9633,13225,8997,7828,11280,,9979,15649,19648,39528,26916,14805,27663,29176,17284,26464
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",2,585,1232,21,8,29,2,0,1,29,,24248,27622,24844,7512,1236,2393,4251,1053,4151,1812,,12301,12348,17140,9153,9011,8154,7210,5087,9362,7414
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",196,97,290,79,416,300,177,12,6,29,,427988,388820,378505,325475,314065,314370,405729,340933,404265,389387,,2731,4895,3463,3066,3410,3796,2895,700,851,743
90300,Mate,0,0,8,9,3,24,77,28,2,29,,0,0,0,19,5,18,3,3,4,4,,188,146,925,721,902,705,502,506,422,141
901410,Direction finding compasses,129,180,589,50,52,78,185,31,73,29,,999,891,956,719,999,1688,1914,3481,3586,10136,,6577,7717,7560,7031,4667,9482,5231,4513,7793,8587
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",255,107,122,82,159,162,83,68,30,29,,25828,19973,20835,17945,14496,15824,12017,8909,8029,10711,,43478,51892,54262,46806,41570,42781,48295,54523,48482,53419
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",1,0,4,4,5,10,6,43,16,29,,996,1711,2471,629,752,1201,1060,1140,780,965,,5078,6039,11193,8099,6772,6599,7877,8747,5117,7100
630720,"Life jackets and life belts, of all types of textile materials",18,50,18,46,40,184,25,41,26,28,,1143,1156,970,750,909,1520,726,1478,1082,767,,5864,6498,6862,4267,4405,3471,4771,5268,3587,4378
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),246,790,403,179,72,118,88,8,2,28,,1660,1661,2923,7411,1785,971,523,414,298,1403,,13322,15075,12914,14592,15187,13802,7540,4855,5722,2090
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",125,120,9,176,35,27,107,19,23,28,,3334,3572,3626,3345,3768,2164,2679,3109,1885,2560,,24748,15443,19269,14325,11602,15621,19100,17578,13041,20888
854520,Carbon brushes for electrical purposes,0,1,2,22,7,10,3,12,12,28,,1401,1557,1049,719,673,781,801,999,797,1108,,3670,4892,8233,13174,20311,30226,44725,27394,26813,3796
851821,"Single loudspeakers, mounted in their enclosures",38,8,23,34,33,6,29,66,9,28,,1067,3004,2362,3304,2648,2928,7561,5002,3637,3795,,25222,39277,28015,21878,27286,25140,26734,24927,21300,27837
760421,"Hollow profiles of aluminium alloys, n.e.s.",0,18,0,131,1,13,19,9,0,28,,1226,1048,1087,770,1268,1665,5682,3114,2563,2438,,10619,13016,13998,10942,7046,9456,8844,10434,7393,14976
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",76,0,15,0,40,1,38,0,4,28,,5077,4046,2258,1418,1754,4994,6479,945,858,1736,,4441,1833,1762,2496,1227,5810,3646,2569,4126,371
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",4,37,61,4,9,8,23,151,315,28,,1606,1556,1756,1211,1313,1649,1897,2308,2122,2758,,6117,5861,5781,6373,5915,6657,8230,8217,5995,7288
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",3,4,7,0,1,3,3,4,6,28,,488,521,489,756,613,610,257,591,702,462,,7377,6288,7930,6040,6568,5041,5782,6527,3285,3490
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",190,19,25,124,232,33,25,117,17,28,,5382,3135,5302,5677,4323,2392,2228,7373,8421,5334,,31814,31615,30355,17970,33065,34826,22039,22407,20483,28386
854411,"Winding wire for electrical purposes, of copper, insulated",60,2,64,35,48,120,67,4,1,28,,20228,12659,28969,42580,35976,35508,29779,25710,25070,7978,,160993,119560,103914,73407,53515,60010,62413,55613,54939,96356
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,28,,0,2,241,295,70,17,0,0,84,83,,7030,3601,695,512,1184,265,498,444,168,982
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",765,175,316,50,590,54,14,75,203,28,,8494,5156,1407,1404,697,530,722,733,1513,1026,,74345,87205,99351,77003,78216,90665,113020,132705,233635,309987
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,4,22,22,28,,411,1133,732,568,540,147,127,305,476,174,,632,534,526,387,449,708,476,528,576,747
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",31,0,0,35,0,0,0,22,11,28,,703,626,785,1936,1011,102,82,167,32,74,,8413,8105,6185,6189,6529,6710,5669,5725,5291,7533
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,1,3,4,0,2,4,28,,80464,65489,58176,49099,46748,47859,50301,41570,37017,42797,,4104,4142,4552,4165,4977,4902,4807,3931,3733,6011
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",10,3,32,66,35,34,43,44,27,28,,1614,701,1373,1066,1135,3081,2254,1234,1149,1534,,2548,5288,3290,2374,2229,1546,1859,1832,1262,1762
650699,"Headgear, whether or not lined or trimmed, n.e.s.",228,87,11,48,33,51,34,13,15,28,,1452,1801,1712,1528,1763,1852,1494,1620,1131,1328,,3928,3676,3619,3995,3975,4646,22813,36024,37127,31621
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excluding ...",60,209,8,8,27,21,25,76,17,27,,917,2127,7504,3728,988,1279,721,778,868,1005,,10048,15734,12552,20864,21960,16800,22141,23750,18513,22651
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",189,111,64,68,28,17,20,12,15,27,,5584,3867,3345,3034,4027,4864,4321,4870,3665,4926,,5781,4812,4615,3288,3873,2838,2695,2455,2107,2943
392520,"Doors, windows and their frames and thresholds for doors, of plastics",84,252,133,89,35,33,37,11,3,27,,2408,1072,1454,2822,1345,2321,1522,1731,1140,1871,,3740,6195,3656,3549,6689,6131,8619,8999,7132,8973
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",41,72,35,59,14,1,13,36,62,27,,8311,6958,4399,2077,1653,1676,2816,2662,3292,3610,,16622,11782,13228,13168,9251,12553,14459,10999,10279,11632
91011,"Ginger, neither crushed nor ground",14,9,18,16,28,18,26,20,44,27,,37,39,10,148,201,88,181,159,148,187,,6044,10885,18679,11136,8222,10374,11709,13401,17974,15323
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",60,101,12,8,61,82,70,60,15,27,,5225,2734,5426,5069,5432,4969,6918,8710,8375,5696,,27926,34549,39210,37996,40042,36124,43739,37556,31702,36659
731450,"Expanded metal, of iron or steel",0,0,0,0,20,0,0,0,4,26,,315,925,538,595,651,776,943,805,282,8,,8462,6264,4406,3690,2851,4825,3971,2508,1738,5037
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",36,1,63,0,1,59,11,5,7,26,,1506,2425,1694,1717,1952,2095,2364,2985,4610,4710,,5595,5480,7143,10326,7041,10376,11827,9150,8802,12481
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",79,338,68,36,47,137,64,33,230,26,,3970,2624,1981,3387,3493,5610,4292,4723,4083,4819,,97140,75455,78753,66060,65186,80211,82763,62128,57393,74506
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,20,15,0,0,0,4,26,,1016,801,1340,1800,1966,1223,1051,1622,1169,2297,,6206,4404,6269,5091,4071,4873,4100,5429,2250,3772
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",10,1,5,7,2,46,4,2,3,26,,2346,1239,756,844,966,1287,1269,1370,1486,1466,,15771,14418,15469,17947,17557,22843,22625,19710,16565,22197
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,12,19,19,26,,1130,798,671,2416,532,503,944,414,1365,1492,,20078,8050,4010,2103,1329,693,639,883,649,1367
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,915,168,34,14,21,12,905,263,11,26,,11579,9064,11573,6993,6200,6216,6015,5545,4599,6765,,23269,25502,19877,19292,24201,65670,94192,38712,34041,32773
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),5,5,23,20,16,30,29,4,28,26,,1665,1262,1163,1735,1472,2360,2224,877,1137,1053,,4780,5982,4684,8265,10992,11143,17754,11752,6138,10325
830110,Padlocks of base metal,11,9,10,5,4,7,23,24,5,26,,3212,2434,3015,2646,2815,2029,1853,1448,1051,1596,,8517,7972,7836,7539,7957,5701,5300,5016,3421,9563
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",16,5,4,5,4,4,10,14,22,26,,128,56,77,38,66,193,526,630,464,2332,,4545,5539,5029,5081,4550,4588,4528,4345,6943,4718
854233,Electronic integrated circuits as amplifiers,10,28,21,2,263,2,82,17,5,26,,1857,1802,938,807,1310,1280,660,1422,1887,2627,,303465,317761,321459,278957,323398,770405,1728399,2236167,3051087,4908681
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",8,50,1010,115,0,30,6,0,0,25,,2823,3988,4228,3436,3451,13460,6423,2240,4619,3811,,14410,19723,14311,11324,11286,12097,10962,10986,7717,10192
81320,Dried prunes,11,8,9,6,3,2,3,21,27,25,,564,110,874,2644,1497,2361,371,179,408,2504,,2411,2731,2090,2263,2321,2088,1787,1856,1925,1993
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",83,0,30,217,5,32,141,0,71,25,,271,379,834,853,350,374,215,376,473,852,,29944,26061,21928,20060,15918,26438,21084,33001,30022,29836
560790,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...",50,247,175,169,9,350,32,11,7,25,,564,580,591,422,508,507,368,619,606,640,,13296,10685,10404,7876,6868,7135,4878,5252,2984,2579
121410,Alfalfa meal and pellets,173,157,159,144,111,104,60,45,34,25,,24046,23965,38515,27441,26821,20605,16691,16148,12955,10295,,485,158,159,481,125,111,62,46,42,106
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",8,100,0,0,0,1,2,17,34,25,,4580,3235,6850,5279,11995,6097,10274,2244,948,2202,,23715,22680,68328,73610,64674,108955,75186,96033,89708,12268
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,71,55,31,17,6,3,20,25,,50,40,270,54,233,184,90,32,27,428,,5670,2991,5805,10700,6688,3719,4129,4645,4567,4275
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",10,19,4,23,35,8,22,14,9,25,,735,1554,1641,15551,1410,1261,1142,1800,909,1371,,21539,21735,20188,19346,18555,15303,16632,16790,12693,14802
902810,"Gas meters, incl. calibrating meters therefor",66,25,52,7,14,0,6,34,24,25,,1293,1358,1146,1130,2666,3569,1942,654,3058,1665,,10690,14010,11596,4488,3479,3556,4753,29187,19966,20348
902920,"Speed indicators and tachometers, stroboscopes",11,95,37,296,59,30,48,26,50,25,,3512,2256,1744,1274,3003,2122,2000,1597,1124,3468,,6503,7311,7727,4122,3403,3916,5011,8380,16527,30114
