Product code,Product label,Russian Federation's imports from Saudi Arabia-Value in 2012,Russian Federation's imports from Saudi Arabia-Value in 2013,Russian Federation's imports from Saudi Arabia-Value in 2014,Russian Federation's imports from Saudi Arabia-Value in 2015,Russian Federation's imports from Saudi Arabia-Value in 2016,Russian Federation's imports from Saudi Arabia-Value in 2017,Russian Federation's imports from Saudi Arabia-Value in 2018,Russian Federation's imports from Saudi Arabia-Value in 2019,Russian Federation's imports from Saudi Arabia-Value in 2020,Russian Federation's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
850153,"AC motors, multi-phase, of an output > 75 kW",0,0,0,0,0,0,0,0,0,0,,167,82,1013,1330,3285,1451,2735,20,0,5747,,176332,177132,114289,94176,123273,241923,207451,159416,164519,141010
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,2591,2744,1738,2082,4713,2287,6038,4231,5339,6,,130036,120115,90002,35021,34623,46276,42816,39450,44394,57833
850240,Electric rotary converters,0,0,0,0,0,0,0,0,0,0,,40,420,246,419,79,27,185,0,319,25,,7553,10920,10898,1037,328,64,343,443,560,382
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,0,0,0,0,0,0,0,,16359,7545,157,2963,1237,4561,5849,5621,8773,8224,,84723,113247,95547,42652,53939,66799,62378,59409,49757,59426
850520,"Electromagnetic couplings, clutches and brakes",0,0,0,0,0,0,0,0,0,0,,61,0,0,0,1,9,217,0,0,0,,7243,8000,7575,6349,7325,9025,8542,8674,10599,10463
850760,Lithium-ion accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,245,135,182,248,151,364,252,580,6,,51100,47176,52022,53706,69919,88450,122807,137185,158350,208905
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,0,0,0,0,0,0,0,0,0,0,,485,155,316,367,349,913,181,0,0,0,,416908,460698,428027,262573,278336,407346,487118,491350,429384,603310
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,218,5,0,24,0,,53,241,138,33,44,101,55,55,2920,46
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,0,0,0,13,102,11,0,0,0,0,,4576,6120,4542,2753,3413,4420,5768,6033,6750,6974
851640,Electric smoothing irons,0,0,0,0,0,0,0,0,0,0,,163,351,54,193,273,128,135,0,0,0,,156480,148159,130113,75094,79753,94480,108530,127866,112994,150033
851713,Smartphones for wireless networks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,37
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,0,0,0,0,0,0,0,0,0,0,,20998,11723,5505,5792,9679,9189,6050,0,0,17,,62807,61467,60630,41694,54419,63587,52450,62006,49412,40453
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",0,0,0,0,0,0,0,0,0,0,,5322,555,2426,696,2493,467,441,5,0,4,,61401,63270,76189,51783,66065,75317,97348,110590,95472,92028
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,57,0,14,15,6,0,9,12,1,8
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,0,0,0,0,0,0,0,0,,30,0,68,1,3039,2,136,0,0,0,,5857,1952,513,20,4,11,8,15,13,83
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,0,0,0,0,0,0,0,0,0,,1826,1168,1857,4274,2214,1152,791,430,40,34,,3003,4420,1687,885,592,1608,4439,3207,2941,2500
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",0,0,0,0,0,0,0,0,0,0,,0,0,303,497,226,17,62,0,0,0,,385933,197546,216708,125520,131172,254385,243924,259899,305566,425008
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",0,0,0,0,0,0,0,0,0,0,,253,0,0,0,0,0,0,0,0,0,,3716,5212,8642,6880,4576,5534,6170,7421,11061,18583
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",0,0,0,0,0,0,0,0,0,0,,1946,367,405,2137,1450,726,3600,40,0,1,,616756,550302,449572,207260,197422,285040,344967,295642,287799,384621
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,45,22,0,0,3,0,0,,537,302,458,295,552,596,926,245,175,418
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,37,1,2,17,0,0,0,,1874,1581,1905,1267,1203,1637,1575,1622,1439,1821
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",0,0,0,0,0,0,0,0,0,0,,0,0,54,792,282,444,734,0,153,180,,37922,35835,29006,15391,16079,17851,19847,15731,15389,29890
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,0,0,0,0,0,0,0,0,0,0,,589,157,145,282,812,41,255,4,595,553,,686932,187207,82018,40773,43110,47928,57379,58454,66731,76733
853649,Relays for a voltage > 60 V but <= 1.000 V,1,0,0,0,0,0,0,0,0,0,,1986,1733,18953,2573,6099,1063,1575,47,73,422,,81638,81516,87418,54584,65994,89003,104796,109749,114254,135251
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,20,1,0,0,0,0,0,,6792,5721,4623,3758,4804,3269,4015,3575,4405,4772
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,39,0,0,0,0,,6,3,3,1,2,3,1,0,0,0
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,0,0,0,0,0,,99,0,1955,3,7,85,212,0,0,0,,325,33612,65,362,60183,600,3490,1193,893,17251
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,538,109,66,81,50,74,139,42,74,138
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",0,0,0,0,0,0,0,0,0,0,,222,1808,1584,1972,3029,1066,6547,0,0,0,,286937,327849,203539,186185,334064,235268,335756,495427,502235,652772
854720,"Insulating fittings for electrical purposes, of plastics",0,0,0,0,0,0,0,0,0,0,,2738,4277,2336,2167,1871,319,241,27,127,92,,39434,41969,37160,29757,40028,54886,62365,57966,53532,66396
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",0,0,0,0,0,0,0,0,0,0,,419,0,0,13,6542,89,297,425,0,0,,605,442,908,728,1191,2159,3145,4130,5071,6792
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1812,467,0,0,0,0,,208241,470271,278997,36232,14237,3909,1931,6444,4939,170
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,50,1395,365,13,100,9,26,0,0,,2312,16050,898,829,650,996,35,16774,16,233
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,0,67,2848,443,575,38,1986,0,0,27,,17004,12719,8029,6473,7656,7256,4306,60505,92547,53760
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,4913,11686,14791,5672,6533,4644,1289,5555,1100,518
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,30,0,0,0,,4763,9897,17561,5305,2625,972,1748,3139,7426,2980
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3808,87785,117573,90482,94748,152676
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,70,207487,149602,136668,111670,196796
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,174113,203752,213504,348356,282398,485138,444141,0,0,0,,339933,287338,201100,61590,36820,49730,55989,46827,60662,97069
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,648,0,31,0,27,0,0,0,,2360160,2292731,1921608,1456138,1751593,1797279,1846796,1810520,1315185,1546298
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,465,3117,9065,37601,97439
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,13456,22332,2816,11759,4115,14056,6712,165,59,0,,239,3260,2392,3612,306,1768,1242,2487,1860,4427
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,875,1584,2553,2219,77,8443,2142,247,0,0,,2289,8492,7029,950,270,1110,4191,13956,2286,2679
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,1502,4967,2367,1478,3537,2908,430,0,0,0,,222643,179394,94137,19409,14338,60048,78409,54160,88038,173949
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,0,146,138,0,1,0,198,0,0,0,,68874,83290,14230,9782,14668,9324,18396,11072,2797,4222
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,0,0,0,0,0,0,0,,3833,4798,8326,10185,6317,4318,2837,1957,1426,1705,,359749,318376,185317,65651,85014,179143,215375,176385,110978,122858
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",0,0,0,0,0,0,0,0,0,0,,342,94,61,199,461,204,565,201,43,0,,761389,833227,787442,522710,585744,704115,760171,761787,684660,909764
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,0,0,0,0,0,0,,1653,1565,222,1003,149,109,47,0,0,0,,88959,54407,6958,1926,1899,4636,8023,10061,12791,20606
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,57,88,38,20,126,57,11411,0,0,0,,30447,32832,25392,8733,6189,10843,9257,13221,11149,15911
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,0,0,,0,152,120,125,5,29,5,0,0,0,,0,90,2,0,0,0,0,0,0,0
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,0,0,0,16614,13900,7000,9000,0,0,0,,427692,791892,752574,443982,667965,877455,60654,670458,801678,3788044
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,18258,36356,6003,23579,21766,47960,12239,60063,29616,33173
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,1646,0,3125,2258,1329,1002,138,0,0,0,,83541,94269,43965,65886,12694,41072,19837,26486,66872,120299
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,19796,7745,6223,4547,3377,3657,5139,3910,2237,4281
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,0,0,84,39,19,12,91,0,0,0,,913,556,371,175,103,67,78,239,127,149
900691,"Parts and accessories for photographic cameras, n.e.s.",0,0,0,0,0,0,0,0,0,0,,166,49,122,56,110,2656,1502,0,0,0,,4919,4022,2635,4843,3193,2822,1438,668,675,650
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,0,0,49,401,37,104,518,16,0,0,,1882,187,31,4,3,0,49,25,4,14
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,0,0,0,0,0,0,,38,58,160,739,462,662,1469,8,0,0,,110,92,18,60,59,23,375,129,79,72
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,42,0,0,17,178,110,223,0,0,1,,3042,2986,1585,1156,1279,1831,4231,2502,2399,3619
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,0,0,,5227,3595,4060,3702,2359,3360,3424,3266,6497,5395
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,152,519,0,185,413,3847,297,0,0,0,,3729,5018,2663,117,233,108,147,994,355,168
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,251,0,0,3,0,20,61,0,0,0,,21749,2676,337,47,366,71,836,991,552,287
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",0,0,0,0,0,0,0,0,0,0,,3332,4081,3662,4015,5729,2549,1115,0,56,0,,196031,125536,69227,44686,71544,68245,51696,64899,173458,91545
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,0,0,150,339,409,307,8,0,0,0,,18429,18836,12732,4102,7160,10864,9552,7303,15905,8929
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,0,0,32,0,71,25,10,0,0,0,,33706,35097,37848,34533,37980,46634,51541,55668,57444,58293
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,4780,4785,4864,2501,2481,3357,5028,6653,3391,3789
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",0,0,0,0,0,0,0,0,0,0,,0,28,257,253,493,1038,264,0,0,0,,125932,165905,192646,146324,165464,207646,222311,238614,213387,251176
902720,Chromatographs and electrophoresis instruments,0,0,0,0,0,0,0,0,0,0,,85,72,111,2177,212,358,107,0,0,0,,47481,34809,30105,22523,41014,31932,38655,49849,53025,67133
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",0,0,0,0,0,0,0,0,0,0,,166,96,30,856,211,489,327,0,0,0,,114542,101779,71782,50248,46529,60991,66180,72615,72340,77140
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",0,0,0,0,0,0,0,0,0,0,,376,199,1438,531,1099,108,477,0,0,0,,173560,188046,135100,77513,94640,111340,106476,137316,181903,224735
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",0,0,0,0,0,0,0,0,0,0,,71,0,100,44,31,149,387,0,0,0,,47217,32352,25038,17879,17887,21451,26553,30089,26699,37757
903032,Multimeters with recording device,0,0,0,0,0,0,0,0,0,0,,69,79,51,84,137,257,159,0,0,0,,7473,10028,11412,5604,6951,8738,9664,9016,8871,8820
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",0,0,0,0,0,0,0,0,0,0,,70,286,86,322,142,240,273,192,0,0,,97056,52799,43955,23498,37757,51088,59663,65527,49126,56119
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,0,0,0,0,0,0,0,0,0,,1660,2624,3617,2525,565,360,191,0,0,2,,146,160,161,59,65,186,484,116,102,417
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,0,0,0,,329,0,545,432,6,9,26,0,0,0,,96,34,47,24,30,26,33,72,75,199
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,143,0,0,4,16,3,14,0,0,0,,3822,2305,2137,1256,1928,2978,4506,4653,2851,5267
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,0,0,0,0,0,0,0,0,0,0,,377,399,66,141,0,2,0,0,0,0,,10104,1013,1254,742,963,1022,800,789,746,635
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,33,43,12,0,0,0,,7853,7700,6871,4546,4525,5468,5304,4164,3182,2983
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,70,0,99,109,57,285,27,0,0,0,,386,482,547,601,801,1285,716,687,802,879
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,48,0,0,0,,6371,288,320,96,82,193,206,212,163,282
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",0,0,0,0,0,0,0,0,0,0,,3386,375,377,1872,294,1023,1048,150,16,1404,,71884,63729,41929,21570,15324,21566,21497,20696,16851,22854
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,19,4,6,0,0,0,,4724,6854,6668,3962,2596,1036,1028,1140,876,2186
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,0,0,0,0,0,0,0,0,,83,0,0,12,167,25,53,0,0,0,,32347,54678,485,344,203,1309,2025,1612,997,957
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,2844,4236,1404,5136,90,,11917,8076,7023,3604,2899,3720,5102,3880,3968,4636
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,0,33,0,1,4,9,3,0,0,0,,3559,3955,3885,3374,2805,2918,3504,3537,2856,3817
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,0,,0,49,0,0,22,19,56,0,0,5,,9304,7359,8083,3116,785,3952,3975,3071,2720,2729
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",0,0,0,0,0,0,0,0,0,0,,27,57,0,326,597,296,118,0,0,1,,1975,3350,3306,3167,3115,4320,4340,3925,2879,3793
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,0,0,0,0,0,0,,54,0,0,14,0,0,0,0,0,0,,5271,1727,2244,1285,1437,1495,2052,3039,3107,3174
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,0,,57,52,0,659,86,29,168,11,9,1,,18339,33854,23852,9521,9642,15337,14462,12113,7734,11208
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,0,0,0,0,0,0,0,0,0,,793,876,1121,394,1361,295,231,0,0,0,,1515,1424,1250,978,474,848,622,527,719,1031
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,0,0,0,0,,26516,27661,19871,6176,9802,13668,12941,19311,13825,18419
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,0,0,0,0,0,0,0,0,0,0,,40,0,31,162,355,384,87,53,0,0,,11905,14883,16215,11280,10094,11569,12525,11937,9947,12631
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",0,0,0,0,0,0,0,0,0,0,,188,328,194,842,1108,1057,656,0,0,0,,1074167,1111252,941959,598017,588850,774268,885965,885950,749918,816707
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,0,0,,0,280,0,55,35,130,74,0,0,1,,7554,11357,7932,4070,5779,7403,8874,7225,5003,5915
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",0,0,0,0,0,0,0,0,0,0,,562,381,249,978,235,174,932,0,0,26,,13118,6336,8521,2715,1732,2832,3289,3297,2197,7169
