Product code,Product label,"Germany's imports from Korea, Republic of-Value in 2012","Germany's imports from Korea, Republic of-Value in 2013","Germany's imports from Korea, Republic of-Value in 2014","Germany's imports from Korea, Republic of-Value in 2015","Germany's imports from Korea, Republic of-Value in 2016","Germany's imports from Korea, Republic of-Value in 2017","Germany's imports from Korea, Republic of-Value in 2018","Germany's imports from Korea, Republic of-Value in 2019","Germany's imports from Korea, Republic of-Value in 2020","Germany's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",328,519,483,258,175,0,3,2,7,71,,6825,49037,61012,98549,38876,17795,40569,26290,5875,11578,,82879,109958,109051,83480,108859,89573,90099,85473,98288,80690
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",324,380,652,422,296,317,202,71,36,71,,10863,16578,24960,15508,8126,5510,5153,6118,4293,4765,,186428,220918,239648,217361,213572,157909,131367,138279,111524,116469
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",334,267,74,266,145,184,179,359,193,71,,4397,11218,6836,6612,4813,4450,5172,12351,15041,16232,,71656,69636,73763,59794,67589,76992,73362,72826,72276,77855
290250,Styrene,0,0,0,0,0,0,1,0,0,70,,1794125,2138734,2263537,1317937,1312076,1540976,1099604,635004,541951,784469,,588817,822543,543445,407037,338642,514857,520966,373178,317008,538571
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,18,6,77,70,,0,0,0,0,0,4134,5486,5159,4420,5249,,0,0,0,0,0,391981,439391,396767,429271,550217
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,70,,2063,1820,1593,1711,2071,1905,3150,3764,3690,2374,,4203,9449,9031,10261,6932,7820,8450,7676,7483,12005
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...",1215,1384,2,0,0,1,0,0,1,69,,47153,42121,44090,29534,23500,28635,34589,21947,12192,21309,,55071,47018,44472,37824,41395,53857,75485,62282,44793,74573
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",649,153,321,33,61,27,53,47,39,69,,16462,17108,21411,23977,26612,27218,26363,19576,19637,24421,,49563,54609,60086,52306,53324,67466,76942,69900,55861,62249
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",28,62,26,17,167,8,82,0,221,69,,363,588,604,278,138,8,2210,86,53,73,,6365,5622,6572,5953,4439,3643,3638,3585,2792,4325
851420,Furnaces and ovens functioning by induction or dielectric loss,149,18,779,26,189,0,6,18,0,69,,15295,7925,9809,17246,12948,12917,11822,13380,3834,6968,,22746,24527,19884,14672,18159,20247,25154,25914,12192,17405
810196,Tungsten wire,109,235,214,177,202,148,133,76,28,69,,9197,8908,8645,6691,5032,5934,6120,5645,5212,4644,,11436,11129,10804,10586,11358,13591,11043,6881,5932,6040
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,337,24,0,30,44,2,14,0,655,69,,7015,7223,5898,11125,15404,9598,14397,12904,20517,25263,,51416,59500,59009,60281,49748,52885,59276,66233,72632,74814
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",15,9,2,47,21,154,26,144,60,68,,12665,11537,21306,20935,15682,16235,16634,18988,14715,11218,,133181,153650,174272,155038,171475,178185,225127,217772,246944,271190
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),231,65,88,346,198,190,150,71,34,68,,41498,37622,38873,28731,26200,29054,23684,20792,21258,19159,,316126,390048,429192,386913,468768,565753,644241,659638,559248,508121
842820,Pneumatic elevators and conveyors,59,147,55,139,21,42,10,0,12,68,,11619,6486,44620,18471,14951,18033,39427,20819,16929,35277,,39854,23908,28001,24326,20433,23354,26446,19650,17032,23135
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",2010,44,51,0,2,359,0,19,141,68,,25296,41059,11445,7055,11709,26570,40777,38808,45246,32685,,20090,15362,22254,16451,17943,19453,22644,17093,16355,24471
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",0,0,0,1,0,0,609,155,141,68,,3561,2172,4428,8034,4583,28918,24263,70988,60533,24538,,83987,77613,90968,59834,66438,82438,91123,91127,48095,57583
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",976,579,593,843,1293,114,224,110,151,68,,10343,9971,8594,3787,2451,3383,3705,9915,4885,3072,,148018,153441,160081,143844,162407,170543,192170,179311,188349,258737
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",60,11,16,37,23,18,74,235,261,68,,10594,11380,12972,11245,13540,14129,11578,10075,11709,15977,,240791,338389,468565,496174,513245,576013,676217,695111,779868,961093
330520,Preparations for permanent waving or straightening,2,2,1,1,4,8,2,27,10,67,,740,1058,1074,1269,1628,1595,1850,4327,3621,4397,,9494,10026,9653,10266,9850,12615,11420,9732,7074,8313
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",377,469,213,332,439,407,330,293,84,67,,1009,1176,1144,1499,2568,3848,3803,2059,993,1225,,12310,15273,16548,15781,17046,15188,14830,14120,14189,18247
841821,"Household refrigerators, compression-type",1664,1063,1831,56,120,22,155,90,46,67,,15319,19390,10895,9909,12721,12582,9826,7293,7362,10797,,234922,243237,254433,211333,212644,195342,209891,200282,235669,255925
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,131,129,342,305,335,233,107,89,227,67,,3924,5012,5573,6947,10440,13895,21255,19686,21230,12405,,666303,809323,788715,778791,871622,849779,877428,1002767,843682,929176
290531,"Ethylene glycol """"ethanediol""""""""",0,0,2,0,0,15,0,0,28,67,,444729,487198,500412,448048,306234,379392,448777,318676,142841,229793,,360496,336503,301530,253310,236651,297633,237852,181939,139992,263034
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",124,183,124,78,120,127,68,94,101,67,,4467,5174,8431,8823,11573,11291,16909,29477,28711,35386,,279964,329120,342465,258860,195967,207031,213767,250678,275826,323105
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",314,424,176,118,78,191,218,44,45,67,,7646,6252,5088,2360,2343,3662,4190,2589,2455,3637,,618625,661331,572301,471245,485024,546675,631896,567542,546885,716621
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",2457,2373,2626,1837,1195,845,690,713,516,66,,17279,23807,20750,25703,29958,36593,33557,32965,28081,32480,,162658,159450,157557,135175,133656,170811,162002,159226,180861,228725
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),19,12,23,37,25,3,8,7,6,66,,5529,12434,10757,8063,5244,7558,4669,4930,4321,4718,,27458,42034,31602,25614,20074,21081,23659,17006,24023,38728
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",11,0,1,90,53,42,39,3,2,66,,614,238,193,759,1074,738,2000,1521,829,1607,,57597,55921,54112,41709,34737,29816,26298,17805,13173,11041
120991,"Vegetable seeds, for sowing",104,145,205,299,326,162,250,447,224,66,,40422,40286,39323,45938,52774,57414,50218,55993,57270,57976,,90577,84700,88537,73200,130017,118874,142199,115591,118858,135666
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,3,0,0,0,41,62,205,66,,226533,154742,182977,233857,187743,271739,236050,304689,218803,382767,,104631,84357,96636,79248,85085,139051,156252,105189,83285,172368
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",47,16,13,12,4,5,2,2,2,66,,1486,1251,1375,1145,714,630,981,2694,4385,4440,,19522,21894,22042,17773,17607,17894,18924,13159,13285,23105
293629,"Vitamins and their derivatives, used primarily as vitamins, unmixed (excluding vitamins A, ...",0,0,0,6,0,0,0,0,0,65,,842,674,722,1262,1068,883,968,903,862,2725,,117749,109203,111468,103711,99980,110782,102950,96448,178267,120050
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",6,95,45,76,39,20,5,9,25,65,,14549,14363,12808,11010,7392,6952,7352,5349,4394,6383,,71109,78971,75795,60074,64540,69356,77067,80036,84567,120681
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",608,255,304,306,208,132,181,115,60,65,,95857,102857,130086,148654,142597,124342,108823,107469,94369,94334,,1228834,1408451,1596584,1493379,1563012,1569638,1589196,1374135,1223194,1238978
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",5,0,0,0,0,0,0,2,0,65,,23888,27407,26828,20456,18199,23868,32333,31257,22082,29839,,66327,96843,70028,51022,53265,74147,89725,65438,56946,63460
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",524,143,25,15,15,35,13,31,43,65,,9166,6423,2228,1466,1097,345,636,869,1169,2631,,112928,79454,77812,89391,90335,94098,81139,89607,91571,101211
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",519,16,7,20,8,23,40,55,41,65,,2836,1810,1525,1913,2604,4226,2405,3278,1614,2501,,7938,9024,8131,7432,7925,12032,14347,11752,9869,8300
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",50,106,95,100,43,112,27,108,201,65,,1456,1635,1564,1396,1123,1263,1139,913,748,1340,,46638,44904,56608,48326,42270,44799,47367,60650,63147,49016
701010,Glass ampoules,32,34,21,125,15,107,77,62,182,64,,1041,1049,1029,2351,566,2279,2265,2606,4237,2252,,18865,23032,24569,24022,22504,21653,20336,23729,22247,18600
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",356,134,201,264,77,94,44,49,46,64,,3740,3114,3917,2981,3791,9147,15192,13066,10250,16533,,99073,95588,109379,95018,93511,98671,121508,120762,111825,121685
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",3,5,0,33,25,58,31,26,33,64,,6097,5401,6614,6902,5955,4127,4157,3885,5205,5379,,10885,13291,14896,15845,15302,13267,15749,16988,17461,15899
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",6,7,13,0,0,0,0,0,4,64,,202,178,250,237,183,161,207,374,565,2303,,165563,164672,176243,143555,144747,149291,145708,133810,147622,199589
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",6,177,17,3,127,6,156,111,188,64,,12168,13783,15762,11537,9809,13950,8380,9300,8780,5355,,33372,33556,36216,25979,33067,41327,52557,41192,49451,60070
710610,"Powder of silver, incl. silver plated with gold or platinum",2,9,13,11,6,20,17,24,20,63,,32203,17713,17313,16016,15495,21525,18823,25906,26498,31876,,125694,96605,52752,14110,15255,18066,22176,14935,16391,33170
841840,"Freezers of the upright type, of a capacity <= 900 l",275,2,87,1,4,50,51,63,138,63,,6643,6955,14870,10024,16405,15446,11263,7469,6657,9257,,122375,140457,149319,129825,125338,123966,158517,150917,230563,271103
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),13,30,58,51,47,83,242,87,23,63,,1052,1707,4512,1253,4536,3995,3715,3149,3396,2094,,37376,39634,26462,27952,26828,25404,39007,33775,37631,41604
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",282,208,224,224,87,106,97,31,60,62,,27328,36764,46033,30313,27924,29059,24734,12394,19546,26360,,40429,37243,36668,34710,33786,38321,46499,52787,60762,63732
390920,"Melamine resins, in primary forms",37,0,0,0,0,0,0,0,11,62,,6251,6321,7887,5949,4954,5017,4693,3003,3174,3473,,42340,43059,52268,44124,59454,71296,80235,66425,45707,82711
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",189,153,100,507,334,787,37,17,181,62,,21362,9234,8076,20023,20890,23372,23768,20339,9436,11614,,43828,28216,37815,42043,38748,48255,60805,54696,20684,30500
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",1,6,40,28,113,187,95,73,792,62,,664298,495350,473399,401724,408468,261706,222855,234397,256090,211839,,218270,186858,170518,140218,135483,147756,173523,194402,172678,191466
420330,"Belts and bandoliers, of leather or composition leather",71,102,34,34,27,17,10,67,31,62,,4789,4742,2750,3023,2452,2323,1799,2744,2498,5978,,171505,180248,190049,164878,159989,157459,175518,176833,142351,147384
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",63,15,23,11,21,26,25,12,11,62,,1827,1929,1489,1647,2008,2145,3036,3199,3276,4171,,145040,149945,172198,165723,180587,193284,165495,143752,180463,186967
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",7,3,2,2,28,42,62,73,158,61,,5874,6842,6141,4615,4143,4767,6035,6299,3833,6032,,215961,212499,231423,194669,215165,258414,282895,290052,304333,418487
700729,Laminated safety glass (excluding glass of size and shape suitable for incorporation in motor ...,4,5,1,3,7,51,9,16,29,61,,2240,3784,1791,3146,9129,3627,2976,3321,14200,18570,,146190,157043,153410,110419,98699,106857,137721,132030,126005,127800
910521,"Wall clocks, electrically operated",0,13,3,0,1,1,0,8,0,61,,1444,1245,1243,637,455,385,442,299,364,764,,52989,49117,45983,45585,45716,40256,38477,40633,39610,49847
700231,"Tubes of fused quartz or other fused silica, unworked",20,35,7,59,367,352,143,121,17,60,,973,1158,1371,1767,720,1004,1027,1230,1335,1771,,26798,19051,17845,19672,21546,22408,21543,16559,14000,19563
843930,Machinery for finishing paper or paperboard (excluding calenders),11,0,0,0,6625,49,24,17,0,60,,1920,1057,3529,1246,520,710,2466,3072,3631,967,,34243,19487,34653,28162,37278,70236,70800,76010,71761,72784
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",73,183,41,42,42,62,77,58,39,60,,11931,14123,14651,16419,13496,14075,20754,16956,15167,14844,,46606,45519,44276,37905,37149,50889,40395,35816,35460,43320
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",4,3,11,0,2,20,28,7,42,59,,267,541,891,618,780,578,1279,2353,2679,3600,,81484,97002,96931,101566,113964,122946,140748,138774,157860,251315
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,59,,166,210,188,93,89,120,77,81,140,42,,27164,30388,35522,30803,26699,27233,26377,28346,24718,23469
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",56,33,0,0,0,1,19,1,510,59,,143,321,421,482,475,463,557,566,315,1255,,6280,9716,9531,7376,8502,8989,8866,9369,10216,11590
110290,"Cereal flours (excluding wheat, meslin and maize)",10,9,7,1,2,1,13,13,24,59,,965,1453,1559,1364,1719,1659,1194,1140,1812,1799,,22138,22334,23315,23206,25479,23281,26328,26470,29094,35535
761210,"Collapsible tubular containers, of aluminium",0,6,9,0,3,5,15,0,4,59,,232,344,243,5,111,21,25,41,126,63,,45507,46291,44333,45330,44490,51627,63521,60864,61223,62308
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",47,100,140,36,52,4,41,38,69,59,,5720,4642,4909,6216,3737,2907,3127,2458,2512,2518,,16985,16285,16448,16365,20268,19798,19354,19537,28458,38373
292242,Glutamic acid and its salts,10,28,58,115,95,182,70,58,82,59,,16580,10762,8328,8365,8295,7492,8278,5315,1101,875,,28482,27289,26127,23516,23263,24025,22962,23765,22850,25848
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,339,265,441,291,110,197,128,59,65,58,,118243,155994,179653,157931,158217,161205,193819,194515,186888,240135,,44704,64458,78312,55226,56888,55140,65704,50601,48356,55209
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,167,450,5,29,58,,5720,3035,4423,6462,4722,7504,5664,7043,5568,10299,,16619,24335,26170,28699,22721,25107,31304,44486,44143,74028
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",63,1347,1568,728,1302,425,158,78,68,58,,4707,9200,16268,12357,14911,5542,4089,4241,2548,2626,,62709,70095,93640,89528,82554,89983,95023,90615,69939,69736
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,224,172,149,38,58,,0,0,0,0,0,17665,21690,13790,6143,9291,,0,0,0,0,0,5985,6402,6653,7153,7685
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,27,57,,577,8162,16783,5716,209,3833,176,7700,2362,159,,7326,10433,8677,7073,6602,7398,6499,8695,4703,3951
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",0,0,0,0,0,0,0,0,0,57,,13258,12430,216,81,196,128,141,172,575,526,,51668,56204,64739,57470,61926,60791,53471,53159,56990,68242
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,0,30,392,90,567,57,,80388,73283,64999,57624,59547,88010,97060,107819,183679,154364,,82736,85323,86487,62687,57420,83122,81497,69693,133573,101803
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",620,346,60,33,41,68,65,101,106,56,,3845,3238,3171,5844,6620,8243,15351,29794,25886,26411,,78793,77160,94405,75249,76718,91510,115656,136943,154519,189563
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",1,28,8,0,18,53,9,13,12,56,,860,1494,941,1555,2487,2523,2948,2664,3541,5520,,55686,69238,78217,78417,86011,93673,104959,116602,130863,162513
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,49,43,81,56,,1544,3307,2112,4745,6220,7561,11061,13939,12437,9775,,392,473,523,821,741,684,772,1026,359,520
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",2,387,137,9,10,56,28,79,181,56,,650,277,532,1284,183,89,220,160,93,222,,1440,1235,1612,6266,14815,10549,1869,1842,3169,10158
