Product code,Product label,Australia's imports from Singapore-Value in 2012,Australia's imports from Singapore-Value in 2013,Australia's imports from Singapore-Value in 2014,Australia's imports from Singapore-Value in 2015,Australia's imports from Singapore-Value in 2016,Australia's imports from Singapore-Value in 2017,Australia's imports from Singapore-Value in 2018,Australia's imports from Singapore-Value in 2019,Australia's imports from Singapore-Value in 2020,Australia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,109,1415,848,2202,1218,540,0,0,0,0,,12692,12229,11709,10792,9951,0,0,0,0,0
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,318,264,271,334,278,175,88,12,72,19
600590,"Warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width of > 30 cm ...""",0,0,0,0,0,0,0,0,0,0,,7,97,5,1052,101,9,63,9,49,103,,300,36,86,191,255,299,400,109,431,394
600641,"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of ...""",0,0,0,0,0,0,0,0,0,0,,142,34,0,0,0,0,0,0,0,0,,1,8,16,4,51,93,76,72,122,206
610290,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,2505,611,1561,1583,2305,406,1707,598,636,677,,1175,902,1012,849,1301,968,986,1396,929,2365
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",27,27,22,5,3,1,6,23,2,0,,24062,25838,19576,21617,7504,7551,11693,8977,7302,7944,,27618,36747,26987,21322,15615,18516,19758,20655,18556,28090
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",0,10,0,0,0,0,0,0,0,0,,957,496,189,406,1541,660,205,454,640,156,,9688,11188,12055,17489,17481,14112,15532,17416,19340,26067
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",0,17,5,1,1,4,45,74,1,0,,1082,1451,1610,2383,1669,1339,1033,1222,3577,1097,,16175,15278,14727,14177,16357,13841,13006,14418,10705,11762
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",0,0,0,0,0,0,0,0,0,0,,366,897,824,1654,2581,2861,2669,5143,5002,9633,,3019,2396,1802,2779,1268,1361,1541,811,679,1329
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,0,0,5,0,0,6,16,0,,438,1338,3460,3039,3583,3158,2005,4601,9447,12501,,7349,8345,9591,11042,14108,12987,15363,15838,14084,15121
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,1,0,11,0,0,,149,211,110,230,118,132,48,37,118,94,,1918,1202,1292,1281,948,910,687,1180,755,1492
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",0,0,1,0,0,0,15,0,0,0,,3348,3089,4227,3294,3777,3912,2657,2247,1213,2447,,28121,26967,25930,24808,19693,19038,22417,22801,21493,20943
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,440,398,647,1005,682,465,1777,3233,3423,3347,,2762,1836,2646,3132,2090,2376,3027,1669,1173,2221
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",20,0,0,0,0,0,0,0,0,0,,76,166,76,70,107,53,17,14,39,14,,286,901,1363,753,759,592,706,883,919,1408
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",0,3,0,2,7,0,1,0,0,0,,146,162,216,758,1839,2485,3671,2888,2155,52,,8842,10124,11217,9152,8764,9406,10510,10206,11139,16050
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,22,0,17,142,6,0,0,0,0,0,,10,0,0,1,24,1,4,0,18,0
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",0,0,0,0,0,0,0,0,0,0,,248,989,351,797,545,1002,1606,398,226,253,,97,116,100,91,31,2,7,4,26,49
701912,Rovings of glass fibres,0,0,0,56,25,0,72,0,0,0,,15589,2944,1061,497,366,209,410,201,212,396,,11932,12990,12603,14121,13855,14355,16266,12656,10240,19436
701940,Woven fabrics of glass fibres made from rovings,0,0,0,0,0,0,0,0,0,0,,783,1413,1671,4816,2946,2616,1900,2055,1203,1377,,1613,1535,632,1252,2597,1454,1811,1195,702,954
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",142,41,16,6,3,0,0,0,0,0,,18973,22217,24156,26319,14790,13719,16877,16797,15988,20927,,1906,2040,1714,3021,1835,828,761,1167,1069,1883
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",0,0,0,3,0,0,0,2,1,0,,2447,4018,2050,1355,2087,3973,2250,2966,2148,1253,,2682,1674,942,736,1036,1403,2554,1716,2904,2755
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,40,0,0,0,0,0,0,,7677,4786,4171,952,640,1856,1243,3061,2729,2991,,14916,14785,12244,11416,6806,9092,14045,12618,11019,13530
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",168,45,137,0,0,102,0,32,0,0,,19379,23876,15337,10553,10308,6286,6750,6581,3509,11421,,79775,67722,68556,56569,49076,57235,67402,52336,59111,82469
731813,"Screw hooks and screw rings, of iron or steel",0,0,0,0,0,0,0,0,0,0,,7033,6466,7230,8737,7646,8796,8337,5345,3409,3901,,542,468,512,483,429,564,725,903,817,1036
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,0,0,2,0,0,0,0,,188,333,78,174,173,48,42,354,2028,2849,,26031,25939,26645,26009,25010,25990,23996,16364,15812,24646
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",0,0,0,0,0,0,0,0,0,0,,647,341,424,697,148,165,198,485,258,427,,299,118,139,2064,345,352,52,74,69,54
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",0,0,0,0,0,0,8,0,0,0,,1417,1739,1744,1460,1053,897,626,1072,1113,1299,,2335,3063,3255,2808,2515,3213,3617,3707,5037,6472
732429,Baths of steel sheet,0,0,0,0,0,0,0,0,0,0,,2104,477,576,291,389,611,934,461,478,1152,,3519,3377,3214,2468,2691,3160,2247,2128,2340,3200
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",27,0,1,0,0,0,0,0,0,0,,3535,2437,2156,4886,6936,3278,2875,1324,2626,3796,,161705,4972,15491,69599,28430,4632,10424,994,1290,3015
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",418,211,513,164,2,24,107,1,0,0,,71214,69145,68996,48935,23428,28251,23537,21094,16886,19016,,50110,43530,64015,62483,6928,4645,23900,16855,21362,33630
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",1,0,0,0,0,0,0,0,0,0,,1533,3646,747,904,2087,1616,128,703,796,710,,81925,33396,114876,28974,64086,45692,38673,82138,75148,32718
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",0,0,0,0,0,0,0,0,0,0,,3567,4324,346,332,477,283,546,209,491,8,,2095,2430,2166,1477,1688,1740,2831,2291,1750,1819
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,571,412,473,155,483,1129,449,178,82,93,,3189,4093,3473,2278,585,590,435,506,384,709
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",1,0,8,1,0,0,0,2,0,0,,1166,652,410,556,596,1590,359,477,666,344,,1467,1047,1883,1156,1348,1829,2109,1744,2058,2033
640620,"Outer soles and heels, of rubber or plastics",0,0,0,0,0,0,0,1,0,0,,5115,1036,12480,726,1410,1390,1962,1074,1124,1001,,1210,1553,1473,1580,1261,1329,2415,2525,1684,2952
630221,Printed bedlinen of cotton (excluding knitted or crocheted),8,12,124,11,5,3,1,0,0,0,,1095,1903,1222,1142,1008,1035,1198,1145,617,1098,,54608,63655,71896,65447,62919,54839,53346,60581,73478,87207
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",0,2,5,1,0,0,0,0,0,0,,1700,2223,3525,1657,1042,1234,687,616,306,457,,1601,1274,1652,1329,1229,1789,1873,1987,1915,2322
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,5,0,0,0,0,0,0,0,,89,287,765,1715,1299,2188,956,413,264,89,,716,1126,1573,1834,645,751,539,400,731,2310
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,0,0,60,74,2,0,0,,299,165,461,354,367,345,263,693,609,434,,10712,9076,10396,11522,12746,15132,18133,19347,15108,18421
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",0,0,0,0,0,0,0,0,0,0,,110,29,15,53,35,23,8,35,32,48,,8396,7605,9553,9414,8784,8236,9908,8969,9129,9592
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",3,2,0,0,0,0,18,0,0,0,,4561,5557,5463,6590,4860,4278,4458,3197,3596,6499,,179,180,239,163,121,86,132,108,123,67
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",15,0,10,0,0,0,0,0,0,0,,866,711,228,125,109,103,76,73,74,66,,806,1137,973,2222,2432,1541,793,893,571,546
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,0,0,0,0,0,0,,472,66,353,45,58,28,36,51,135,306,,12,0,5,0,9,9,2,14,2,197
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",0,0,0,0,0,0,0,0,0,0,,287,228,151,107,45,71,172,186,162,862,,126,124,236,114,112,149,103,143,271,283
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,22,0,0,0,,0,0,0,0,0,0,39,155,53,63,,0,0,0,0,0,50929,52128,41975,41474,46040
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",0,0,0,0,0,0,0,0,0,0,,5,1,0,0,0,0,46,10,15,1,,216,394,228,126,30,7,23,2,0,1
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,0,0,0,0,0,0,0,,88,111,37,16,40,13,54,4,33,33,,194,119,163,47,43,26,44,221,11,63
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,7,0,0,0,0,1,0,0,,515,1026,1603,1519,1148,554,589,800,141,4,,3728,4134,10891,9068,17572,10189,15211,18091,10950,7339
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",737,7,19,24,5,6,2,1,3,0,,3229,14534,5472,4610,2419,416,316,327,293,430,,102641,81973,62437,69169,73526,55084,34538,33866,12591,15203
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,0,0,,1659,923,195,12,398,130,223,102,25,4,,21,20,125,58,0,89,103,88,67,47
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,35,100,92,40,77,468,109,179,162,437,,112,115,134,40,65,25,26,18,59,154
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,15,0,19380,0,1,228,0,2,1418,9175,,0,78,0,0,0,0,0,0,59,63
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",6,23,0,0,0,0,0,0,0,0,,11622,14005,93599,91211,90176,92449,73841,31700,35443,33311,,338,527,2090,1312,1252,2188,2584,3563,3581,4835
711610,"Articles of natural or cultured pearls, n.e.s.",0,1,10,0,0,0,0,0,0,0,,3812,1471,1165,1522,2601,308,409,204,26,122,,10804,8768,9006,6748,4091,2811,2706,2142,5828,2352
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,0,0,0,0,0,0,0,,9,69,61,2,20,0,16,15,26,13,,3969,4854,6260,5128,3155,5494,5037,5320,4101,5027
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",0,0,0,0,0,0,0,0,0,0,,80526,105250,53006,29728,15827,10349,7198,9111,4746,4485,,1638,1088,6917,3030,16775,14491,273,280,32043,47697
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,0,0,0,0,0,0,0,,7297,5260,9216,5892,3448,5246,4314,2574,1585,1689,,0,0,0,134,0,0,0,0,0,0
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",16,1,7,0,0,1,0,0,0,0,,41488,30415,42565,14512,16545,12650,11371,7459,11230,6470,,997,429,577,348,187,729,401,195,637,3276
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,4072,6757,7697,6853,4897,8254,7718,6405,5575,9739,,22875,15137,12072,8749,7078,2051,2918,715,0,0
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,54506,41525,9409,9962,11798,11605,15853,16281,15707,26533,,221822,133181,165856,110244,94674,95431,93218,80134,77699,115784
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1455,4550,6741,5855,1981,1905,2342,3945,2530,3539,,4392,5011,5505,3992,3236,2790,2097,2615,3397,4535
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,1,0,0,0,0,0,0,,9884,9732,9054,3349,2799,2562,2505,1808,2090,4559,,348,288,568,360,110,228,145,115,45,470
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,17,0,0,0,0,0,0,,1384,2441,2972,7218,6094,7596,5739,6180,5722,5160,,8308,4833,6124,4178,6728,7393,5174,8429,4206,17748
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",3,0,0,0,0,2,0,0,0,0,,441,314,177,206,257,580,455,140,501,269,,11055,11485,11312,11453,7969,9574,9204,7379,7712,10961
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,357,651,300,1023,218,1063,892,308,608,456,,1224,423,672,495,426,476,376,299,194,274
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,0,0,0,0,0,2003,0,0,0,,9203,5509,25478,29489,35196,7464,17006,6153,45732,49036,,50833,0,11094,26946,26796,44795,48765,0,0,0
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,5,50,41,28,0,,0,0,0,0,0,0,168483,1477,504,359,,0,0,0,0,0,578,830,1132,591,66
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,45,0,0,0,0,1,0,0,,135,544,1713,415,1037,666,383,501,222,270,,8095,7363,11270,7372,19098,39088,5108,5394,2118,4642
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,499,1926,1565,827,,0,0,0,0,0,2604,2358,1683,1009,8829
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",2,2,6,0,22,0,0,0,0,0,,1527,1319,1307,851,546,698,548,847,209,421,,5348,3797,4793,5018,6780,7417,8261,6845,6544,7429
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,9,0,0,0,0,0,0,0,,5720,6437,2113,2500,435,578,633,1266,2439,487,,5575,3623,8536,2057,10256,8802,6624,5356,4807,2128
847420,Crushing or grinding machines for solid mineral substances,0,28,0,33,0,0,0,107,0,0,,15973,17574,11978,14234,9660,10398,10383,6467,6617,4554,,252377,182311,127579,41429,47498,79422,123142,128902,113348,260545
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,0,0,0,0,,2055,8781,1791,2127,7569,4422,12194,6891,7393,7145,,775,112,4816,194,11303,427,5716,4979,718,4688
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,3,0,0,0,0,3,18,0,0,,90,632,201,300,943,114,205,206,64,7,,4317,5343,6033,5692,5155,5530,6412,4182,2229,3467
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",17,47,15,1,0,0,0,0,0,0,,20481,28124,27088,20858,19150,22098,16382,15030,11854,17332,,386,1142,484,28,22,33,68,80,50,99
848010,Moulding boxes for metal foundry,0,0,0,0,0,0,0,0,0,0,,1261,790,6355,1551,976,1056,911,2296,1243,1301,,1249,876,693,448,412,959,687,1064,1358,443
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,8736,4597,4643,4401,4981,3663,2809,3011,3571,3682,,6176,5125,6929,8868,12612,10071,6090,15141,9525,7144
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",0,9,13,1,12,2,15,0,0,0,,4681,5049,4577,4235,3459,3324,2200,2873,2647,2438,,18585,16642,7750,5541,4918,3348,3273,3104,2663,4149
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,4,0,0,,1470,1137,2310,1458,1229,8853,24690,3112,6454,6881,,3119,2263,326,4316,5958,1821,158,3246,305,751
845530,Rolls for metal-rolling mills,5,0,0,0,0,0,0,0,0,0,,1973,836,403,669,259,478,845,1604,1441,1369,,8519,9660,8659,11347,11535,11501,12751,14024,12664,13883
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,518,640,1016,1029,878,977,300,304,3378,900,,502,9219,1177,850,388,557,1079,3471,1170,933
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,325,160,815,26,3762,0,26,8649,2641,1373,,197,184,176,231,27,89,32,77,98,164
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,1732,98,91,1002,673,51,7,9,41,1,,62,47,46,13,17,26,52,10,27,19
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",1,0,0,0,0,0,0,0,0,0,,1563,2564,1513,1297,1268,4283,7148,4940,715,296,,580,599,968,369,338,514,409,366,280,469
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,1702,940,1248,878,2651,1753,2721,1511,1106,794,,1903,1114,950,367,132,545,210,2197,548,919
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",37,87,145,0,0,0,0,0,0,0,,5321,3782,2463,2384,2530,3797,2113,9184,2455,1940,,8385,2134,2263,2378,1674,2033,1950,1370,1729,2872
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),0,0,0,0,4,0,0,0,0,0,,1637,6124,13055,9453,1673,3549,0,0,0,0,,3844,947,2616,342,1393,0,0,0,0,0
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",190,0,0,0,0,217,0,0,0,0,,3382,2579,3267,2633,2770,5027,2321,2728,1189,1513,,1969,627,1216,1401,836,1937,2373,3133,2557,2969
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,25,30,0,0,,535,178,131,245,85,2176,166,286,3046,107,,452,275,378,1055,93,188,395,214,52,329
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,51,52,73,192,11,12,196,26,16,17,,83,256,13,49,12,2,4,27,131,13
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,2,0,0,0,0,,1884,828,439,1708,737,492,1155,908,567,401,,429,4624,153,162,73,327,839,1449,153,1550
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",335,192,46,139,289,0,0,0,0,0,,2927,2050,1786,1198,739,347,620,1345,807,297,,28859,23365,25286,19033,21480,25151,29315,30532,29900,44546
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,95,86,1392,0,0,0,0,0,,564,1941,5644,1499,321,506,555,1778,344,670,,11643,8437,11273,8920,14511,9095,7822,11846,5731,12454
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,0,0,0,0,0,0,0,0,0,,4210,2434,2727,3430,3480,3606,8320,2177,2269,1589,,3499,5793,5680,2651,4301,2843,4953,4099,3731,4092
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",81,251,376,28,155,24,247,11,119,0,,108051,108280,77236,54601,58370,64893,52212,41494,18280,16192,,42030,31770,35790,30225,22062,19454,21605,12865,18630,29946
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,28,0,0,0,0,0,0,0,0,,226,1173,402,406,270,898,3613,1920,5010,899,,83,259,68,178,131,2168,50,18,57,137
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,0,,522,1355,2593,442,304,207,186,31,28,156,,11,10,36,3,99,2,4,10,2,0
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,28,0,0,,0,0,0,0,0,41044,37012,29169,30730,44684
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,42,100,90,,0,0,0,0,0,111819,112750,75037,94741,162990
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,17,187,130,0,0,,93,479,1299,160,0,1081,4929,1265,247,458
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",0,0,0,0,0,0,0,0,0,0,,1612,1029,1963,2255,1405,941,2820,1005,1260,1707,,4356,5611,1980,2090,693,289,322,2905,60,328
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",43,0,1,0,1,0,0,0,0,0,,3236,2537,2146,926,1225,988,1112,1320,1900,1376,,379,523,366,363,282,351,462,403,677,569
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",98,135,150,131,68,0,23,2,9,0,,23811,13435,11225,6966,6924,7964,5279,9469,2677,2530,,92557,67492,61035,43953,29729,25218,20740,16955,16943,12936
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,363,1960,4490,274,829,1741,6067,1547,10122,2674,,102,117,68,300,55,19,7,2,0,4
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",21,17,0,11,0,36,6,5,0,0,,1148,821,345,526,610,307,277,196,206,212,,27586,23752,26893,21670,20879,21407,20336,17867,20484,37178
830520,"Staples in strips, of base metal",0,0,0,0,0,0,15,4,6,0,,2689,2760,2615,2347,2100,1506,2907,1828,858,955,,4545,4655,4161,5117,4371,4345,4260,3507,4256,4241
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",33,31,11,5,2,0,0,0,0,0,,5521,6467,5884,14483,10280,4399,9511,9644,16710,12327,,47894,45401,40103,43487,36854,32589,36255,30640,34238,38652
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",0,7,0,0,3,0,0,0,4,0,,331,102,96,2547,252,51,119,962,4232,480,,13968,13743,16136,18046,16966,19649,18520,17251,16882,22154
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,0,0,0,0,4,0,0,0,0,,121,120,1396,410,159,106,1469,248,240,165,,6557,5537,7211,6841,5528,5437,5601,4890,5707,9506
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",9,7,7,9,0,3,0,1,0,0,,12056,18357,17727,23242,25812,33236,28047,4913,4666,8355,,3468,2684,2590,1186,1102,1389,1220,1439,2518,3679
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",0,0,0,2,0,0,0,1,0,0,,37248,43583,32387,35236,36228,16849,12722,11350,43619,68962,,1220,3471,6019,14980,20436,6556,3093,5902,3441,5014
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,1,0,0,0,0,,7148,5554,4151,2514,1506,1141,1163,1135,1914,5207,,837,743,746,668,584,656,722,648,676,764
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",101,0,1,0,0,0,23,0,0,0,,96815,68817,71059,79134,78305,102324,83840,62006,76041,117678,,2591,6183,4984,5637,5140,5737,4191,4123,2992,5399
811090,"Articles of antimony, n.e.s.",0,0,93,84,0,0,0,0,0,0,,467,282,376,25,64,17,20,7,266,28,,1385,1538,801,600,617,1126,405,294,311,471
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,63,0,2
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,128,161,83,561,601,371,109,84,50,67,,5914,5364,5873,6255,5141,6110,6263,5626,6660,8900
820220,Bandsaw blades of base metal,2,0,0,0,0,1,0,4,0,0,,7870,8165,9313,7080,6669,4835,3077,4934,3264,5134,,7010,5731,6592,5721,4875,5730,5197,5570,6014,6485
820330,"Metal-cutting shears and similar hand tools, of base metal",0,2,1,0,7,0,0,0,1,0,,4996,2907,3668,3872,1413,2857,3395,3092,2079,1536,,3017,2657,3160,3718,3717,3241,3297,3111,3652,4430
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,0,0,0,136,0,2,0,0,,2888,4270,2252,954,621,1347,1287,1749,1415,1752,,21827,7629,9509,5304,7431,10925,14754,11496,14213,12568
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",0,3,2,2,7,5,37,14,0,0,,259,195,468,718,725,216,115,780,1093,135,,14360,14250,9864,7649,8049,12309,12434,10155,12114,14392
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,0,0,0,0,0,0,,1412,319,339,184,323,1014,265,284,163,40,,358,494,461,327,384,527,433,343,231,285
