Product code,Product label,United States of America's imports from Japan-Value in 2012,United States of America's imports from Japan-Value in 2013,United States of America's imports from Japan-Value in 2014,United States of America's imports from Japan-Value in 2015,United States of America's imports from Japan-Value in 2016,United States of America's imports from Japan-Value in 2017,United States of America's imports from Japan-Value in 2018,United States of America's imports from Japan-Value in 2019,United States of America's imports from Japan-Value in 2020,United States of America's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
491191,"Pictures, prints and photographs, n.e.s.",5724,4783,2910,2945,2778,3618,7905,3991,4054,3570,,14944,12329,10356,11776,16679,10824,14656,17402,16761,23150,,478015,491047,448828,472451,469657,525900,530808,555279,439242,616729
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",5653,6688,6219,5872,6921,6718,6319,7574,4341,3567,,18059,16973,14386,13541,14904,13745,16080,15880,10516,12717,,122932,110440,113358,122180,121675,114273,117633,119459,90575,113078
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",1256,2026,1640,1871,2693,2898,3196,3247,2605,3560,,17266,16174,11071,10898,16673,18574,20333,23763,23981,26204,,118551,181511,192335,176351,159048,153256,190249,188642,218307,266413
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",9985,5886,4656,3765,4031,3378,3906,4246,3463,3559,,31011,25076,21400,19654,18604,21509,23730,26092,17767,20753,,113999,125676,169556,111398,105798,155536,172294,138679,102490,149399
830520,"Staples in strips, of base metal",7316,6369,5800,5024,5480,4830,5220,7266,4172,3551,,48237,43589,37384,33604,31945,30774,28861,28345,17955,18776,,99744,101065,108516,111207,108523,113944,133836,125975,121615,183248
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),9267,7320,6182,7314,5402,5064,5593,4415,3877,3538,,16474,14001,13796,12616,13955,13236,15464,13124,12099,12039,,93606,105229,106855,117653,118812,129304,150266,147819,162506,164318
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",4097,3428,4734,4234,2609,2720,4189,4981,3745,3538,,4912,4495,5576,5077,3486,4012,5560,6125,2703,1775,,107171,58515,6017,6971,4784,5343,8558,9478,6909,6879
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",5010,3903,3097,3132,2909,4687,4005,3706,3970,3524,,20410,15569,17713,19314,25388,27658,32678,32424,33433,34576,,113186,119563,150718,153176,130296,131753,159448,204476,191124,241521
846320,"Thread rolling machines, for working metal",3332,2417,3058,5647,4784,3456,1322,2027,973,3518,,31212,24015,23754,19556,17374,17897,11354,15968,16279,7532,,7967,9561,11077,15847,8792,10480,8080,12048,9527,9588
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",2089,1868,2771,1138,1694,1796,2367,2198,2526,3512,,6602,7184,8022,6080,6956,7558,8579,9211,11284,13084,,52586,52116,58783,49919,47410,51087,49657,67493,53709,59691
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",3304,3093,3030,2879,3025,3532,3739,10371,2892,3503,,29201,24909,24314,26657,32180,34285,34251,31059,24436,30009,,237913,235756,251690,256191,237105,251773,278577,289930,246203,330810
841830,"Freezers of the chest type, of a capacity <= 800 l",537,140,885,192,240,507,1388,1565,2166,3500,,6254,6413,5192,4143,6152,5041,4964,5287,6175,8688,,174997,167539,186627,208475,243538,212111,262807,216178,560407,466597
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",2532,2495,2282,2107,1818,2527,3131,2817,2353,3500,,68151,61367,60731,48831,52385,62058,67379,54855,62314,83461,,34216,31447,34387,29523,29947,33057,34053,28755,21222,36955
701990,"Glass fibres and articles thereof, n.e.s.",6856,4531,5133,1899,1639,7355,9031,7261,4119,3496,,64277,44381,39653,30508,33329,34818,29528,33477,33860,39994,,213621,213386,255667,270002,298175,271952,312637,303591,291236,387468
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",3906,4207,2261,2633,2293,2440,3440,3623,2994,3491,,45977,39975,40578,34596,19680,16063,17915,15545,13343,15556,,99423,100554,93109,101138,97997,110006,110807,105635,113704,139632
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",7747,9200,5569,4645,6882,6809,4279,3930,2916,3486,,63646,63479,47174,39483,36743,37432,48246,37822,25578,34109,,157818,145864,175113,200937,202185,172990,179852,170885,137256,200562
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",76373,28370,13721,29173,5005,8196,5872,28589,1469,3434,,290590,174541,137845,60670,49391,85369,35491,54633,60632,54987,,1108977,800662,851662,662764,266336,634504,598407,524967,185458,386079
852210,Pick-up cartridges,1217,1566,1644,1851,1627,1455,1347,1972,2467,3409,,5654,6849,5428,6056,7253,8432,7387,8611,10877,15762,,3566,4255,4554,4245,4237,4147,4252,3668,4364,6635
252520,Mica powder,4903,4750,6906,4382,4644,5883,5693,3114,2277,3405,,12863,9766,10020,8689,10400,10733,9974,6594,6243,7686,,15907,17906,20996,18980,18905,19088,21791,17140,12410,15779
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",5288,9328,8003,4491,4634,3283,2839,2375,2112,3399,,81710,78495,101613,98426,112156,113115,141567,121201,111194,141180,,71979,73311,91004,86030,84112,114686,101258,57877,51963,81791
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,1783,746,1593,2628,3373,,0,0,0,0,0,32340,34444,35184,35745,40829,,0,0,0,0,0,60656,59609,63954,57124,71625
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",8119,7935,8420,8719,9389,10302,8783,10448,3675,3372,,14287,15446,17356,16839,20732,18613,17372,19091,8213,7071,,30554,33712,34578,45620,47043,55674,63509,76562,72470,125470
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",4575,1802,1717,994,1573,4299,4289,4196,3251,3372,,11402,10905,8163,5576,5219,4187,2371,3137,2667,5978,,227797,202393,145410,170748,164747,170270,174900,107448,86996,109638
381210,Prepared rubber accelerators,1208,1035,1249,1754,1649,2209,2782,3132,3147,3370,,23799,22397,21865,22187,27363,26677,27678,25297,23396,31506,,19429,17506,20469,21753,20688,24355,30703,32517,30101,42117
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",6060,5403,5724,5065,1744,1330,2045,2285,2322,3361,,25637,22781,21251,22274,27122,30847,31627,28333,28651,31746,,41431,36068,43731,40908,35660,38793,39607,35325,33770,37265
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",2389,4923,2089,1837,2765,826,2716,6975,3868,3353,,68722,73091,60432,65453,55320,28282,45799,52210,49860,42220,,39035,52927,67095,78059,83307,91440,102952,112276,88950,91085
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",1262,400,788,997,1495,1118,1746,1731,2339,3343,,39422,19560,19106,14943,14160,13989,17321,20609,16989,24264,,103901,80163,71667,90380,99782,109964,119279,121449,135044,236493
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",5284,4167,3843,2787,3772,3039,3004,3898,2493,3334,,57343,38514,37771,64489,48888,48536,50594,49354,46153,61501,,201364,195076,217246,223639,215347,216629,228427,190852,166191,233757
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),2438,1476,1637,1179,837,1009,3665,4750,2169,3325,,6482,5189,4866,4552,4235,5414,12384,14194,10636,14357,,63526,29456,29318,23118,18994,31307,54802,35556,45377,49985
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",4588,4733,4294,3644,3001,2823,2612,2415,2158,3321,,834,741,976,744,969,1061,1325,1345,1094,1360,,56342,57539,63143,63085,60687,57649,61811,55487,53610,60110
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",1828,1868,2098,2411,1807,2316,2505,2506,2721,3320,,8351,8921,8785,9591,8592,8158,8927,7721,6436,7284,,13252,14485,13425,15809,15370,17593,19458,18713,17969,20539
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",2552,2708,2170,1990,4747,3507,2123,2866,2202,3319,,78878,66433,53981,48602,60565,65940,61593,69965,53139,60540,,217747,217699,222134,230479,227143,222322,240663,227010,205080,257208
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,1494,975,2124,1770,2242,1233,1231,1191,749,3317,,8759,11198,12371,10280,11396,9173,20206,19397,10541,6743,,2539791,2981959,3450833,3846817,4067342,4402664,4807256,4329453,4243320,4917815
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",18066,15099,19545,7902,4812,1563,2104,5681,4534,3311,,37660,31552,40584,36513,38368,33663,37276,48000,44772,61007,,91092,102277,114601,133543,166432,138663,184855,197075,426358,391012
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",3843,3163,4455,2738,4509,3890,3120,3994,2792,3288,,262960,195234,197171,154470,101058,94708,124718,152876,114617,160040,,26202,16602,26718,26308,23554,24294,19504,19475,35606,76111
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",37,11,9,41,189,372,910,1187,998,3283,,907,981,1223,1912,1625,2594,3048,2578,2414,4689,,672662,829587,850138,892544,847182,989012,994849,1012769,1063855,1571907
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",1142,1787,395,438,673,983,1703,1873,3563,3280,,639690,813899,1080019,1490632,1389371,1625049,1558009,1376531,1053109,856860,,965838,982262,1151433,1217804,1171384,1158333,1210294,1241277,1274786,1494907
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",5,0,0,0,0,0,0,0,3,3267,,121182,252997,380441,354794,367108,411178,373010,292001,270585,394768,,242144,147599,217634,122520,96424,139813,131888,88572,69826,254722
271210,Petroleum jelly,5,11,30,11,19,37,32,26,2440,3263,,1173,826,1028,788,895,927,934,964,995,516,,14393,14456,21248,16989,10574,10888,10354,12654,15537,18454
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",3304,1897,4056,6422,8425,8714,7729,7009,3436,3253,,47512,37137,43837,44347,47991,50133,54122,46080,32485,45401,,104839,75225,96615,86243,78553,85853,67760,46922,32243,46105
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",245,5442,292,2431,5208,9819,6480,11555,4784,3250,,3671,4208,4726,3027,10368,10334,5805,2433,6294,2758,,33303,53873,66499,76088,75001,93379,134127,121953,81111,91756
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,450,490,463,710,307,700,859,1248,3188,3245,,4308,9409,7455,8337,10142,21512,27087,27158,38844,53199,,55236,68534,114871,72554,80280,88807,118413,134428,100038,115318
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",2275,2553,1356,671,663,1168,3418,4138,1798,3241,,19016,16138,15857,12879,14670,12176,14905,11177,6397,8593,,97604,89888,91184,77395,66503,76566,106071,87780,65363,85754
830820,"Tubular or bifurcated rivets, of base metal",3415,1980,1916,1638,1836,1869,1817,2111,1931,3239,,10705,10186,9472,7131,8572,7382,8515,7775,6526,8150,,43347,36835,33206,29970,32266,32138,36531,37364,28692,43029
400821,"Plates, sheets and strip, of non-cellular rubber",3893,3357,3309,4606,3223,3117,2876,2342,1894,3190,,108693,109112,106445,86201,95200,103680,104853,100458,88222,104612,,242257,250764,247462,253128,233198,248364,285352,258711,236972,278160
902820,"Liquid meters, incl. calibrating meters therefor",5998,9557,6550,3959,6277,3158,3272,1206,2042,3189,,10623,13356,11090,5979,9516,5166,6679,5183,6575,5646,,122027,154412,158857,136423,185226,197399,266129,219339,189091,201329
382370,"Fatty alcohols, industrial",2954,2963,3763,3287,4102,5194,4395,5070,4179,3189,,8525,8143,8329,8119,9656,11378,12210,12709,10098,12298,,307705,259793,323491,233898,236471,327341,391768,307045,321693,415806
900691,"Parts and accessories for photographic cameras, n.e.s.",4009,3202,2881,2190,2618,2721,3307,2691,2792,3175,,27490,21960,20693,20687,17981,19725,19601,19034,18749,28677,,68429,57825,58365,65366,59648,40151,42425,51743,48241,58467
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",2229,3578,6484,4672,982,1104,1628,1314,1078,3169,,18057,16767,19980,18971,19024,27142,26020,22876,18403,34930,,114539,116813,131410,149618,177173,216303,222236,212878,204896,245264
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",1866,2690,1150,1048,1328,5302,4688,5207,3989,3167,,14136,9739,11734,12918,14228,19753,18455,20032,15336,14866,,528924,553674,626210,710873,853895,861304,865924,946806,1028888,991353
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",5175,7206,4769,3392,6608,11137,13588,13273,7325,3167,,12015,14348,13749,13351,12683,13966,15278,15376,12836,14350,,42934,59545,45846,42326,44931,63430,80171,73033,72390,43405
281830,Aluminium hydroxide,2972,1947,1536,1030,1568,1465,2811,3689,1267,3150,,57018,44957,48949,34026,34051,33053,32480,27333,23702,32114,,142496,140573,144876,133890,161966,225720,260886,217723,148805,172712
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",4056,2704,2271,2495,2145,2616,2850,3035,2147,3148,,25848,28506,34244,24289,15033,17682,18560,18388,17192,20680,,85651,66646,56646,54346,52149,60719,68736,65252,57263,83595
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,4158,2914,6397,4281,5619,7024,6574,2338,10348,3144,,250171,162112,74797,7787,15320,16402,22674,12658,23591,19297,,31406,23554,29736,26733,26636,31524,32390,29857,32630,32715
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),6263,4830,5926,5884,3100,9192,10973,6853,4029,3134,,19736,9153,12544,10428,11349,9625,13235,8355,7173,6752,,99488,63530,73415,55747,42346,53781,46615,28796,22345,22031
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",1557,2013,2437,2952,2975,3126,2624,3129,3098,3130,,5247,4534,4534,3544,3089,2696,2277,3172,2904,2012,,153751,159396,165931,163373,161763,162617,168343,155181,134142,158907
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",444,602,692,936,1583,3312,2833,2899,2543,3103,,1743,1910,2064,5337,17733,24120,20467,24398,32074,48609,,1491007,1472717,1447521,1542402,1433167,1458567,1513471,1427297,1212103,1723780
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",2797,2303,2150,2182,2582,2136,1763,3055,2917,3096,,4596,4988,2795,3291,3322,2288,2196,2663,1965,2242,,19641,16316,19018,20059,18479,12805,11584,14842,15261,18067
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",3646,6372,18136,4520,5415,5977,3817,3059,3183,3077,,37551,47614,58180,45198,36012,42646,27658,23213,23750,30303,,87183,112252,134043,97739,105329,119230,134311,101027,86988,96745
960720,Parts of slide fasteners,5013,3787,2798,2860,2773,2232,3156,3008,2207,3075,,226571,232740,214143,207335,214626,216848,217925,173445,122043,195558,,19711,20893,21734,23065,22119,20882,24227,22765,16696,26032
270820,Pitch coke obtained from coal tar or from other mineral tars,5033,2911,8744,4484,1444,0,0,0,519,3072,,124325,85677,66434,36904,27494,49648,133482,53143,10393,51528,,8351,6655,14275,9477,6298,3600,3368,665,934,4602
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",4113,7425,6877,7113,5721,7193,3040,3410,5034,3068,,21461,21204,27828,16338,18020,20590,18446,13225,21299,13983,,120668,130392,124356,119501,120907,116365,113360,114613,120558,154590
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",1906,2434,3194,2697,2835,3211,4549,4603,2833,3066,,16625,13713,14116,14309,14871,8079,7146,8175,5837,4677,,134581,155482,159173,171056,178690,231647,206540,162389,123375,194240
291461,Anthraquinone,4798,5349,4864,6005,3855,5575,6757,6971,3628,3064,,5779,6294,5684,5249,3740,4263,4644,6753,4154,4567,,29548,15961,11785,11675,6146,8254,14131,15465,7777,8997
844712,"Circular knitting machines, with cylinder diameter > 165 mm",1406,3185,2739,4214,3665,3242,3787,3697,3841,3059,,35870,41870,44853,46995,46139,49295,52318,47812,57961,74163,,11630,14566,10153,13029,11718,12485,9616,5684,7932,10341
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",513,659,423,138,6,452,1664,2034,1558,3049,,137,722,29,18,61,11,102,48,26,85,,1461,1978,1429,1605,283,1017,1939,2481,2049,3644
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",3907,4822,3337,2400,2571,2188,2990,3033,2108,3042,,154595,125373,90688,74257,82471,90418,95542,81074,63732,75014,,106276,116968,117224,131123,105542,113566,134888,135661,137153,151338
