Product code,Product label,Germany's imports from Japan-Value in 2012,Germany's imports from Japan-Value in 2013,Germany's imports from Japan-Value in 2014,Germany's imports from Japan-Value in 2015,Germany's imports from Japan-Value in 2016,Germany's imports from Japan-Value in 2017,Germany's imports from Japan-Value in 2018,Germany's imports from Japan-Value in 2019,Germany's imports from Japan-Value in 2020,Germany's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,54,0,0,0,0,4,0,0,24,0,,68172,60954,71061,75866,42595,46322,53018,63469,48681,71723
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,10,20,22,6,16,21,29,47,17,33,,6197,4089,4301,3386,3936,5048,4556,3356,2963,3731
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23351,26171,24244,22814,18353,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,0,3,7,0,0,7,0,0,,305,262,503,769,1326,1703,1945,1662,1270,2723,,60974,73038,72724,54491,41158,33157,29895,34445,38462,33342
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,0,0,0,0,0,0,,546,458,241,237,358,415,420,454,528,514,,10844,10885,11426,9733,8382,8284,8105,7490,9329,10281
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",5,5,9,4,7,1,1,1,3,0,,409,190,21,9,25,53,5,6,14,6,,2687,738,53,36,35,38,33,30,9,12
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,2,0,0,0,0,0,0,0,0,0,,17707,15624,17317,18006,18479,0,0,0,0,0,,6089,5978,6034,5990,4423,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20304,12042,12800,12047,9917,,0,0,0,0,0,2266,1433,1076,1967,1054
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,169,8,2,0,9,,0,0,0,0,0,2968,3412,3125,2174,3488
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,673,316,140,101,108,67,86,197,65,100,,13672,17323,13175,10563,12243,11377,13610,8750,6910,7831
290711,"Phenol """"hydroxybenzene"""" and its salts""""",0,1,2,0,0,1,0,0,0,0,,260500,268221,123274,67059,47291,50510,34632,45129,26776,38949,,404008,523535,422166,303901,332864,368137,368850,275766,197832,469639
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,1,0,0,0,0,,163749,247251,236827,120834,4753,24,8707,0,3725,313,,449684,383907,457117,291725,215494,237400,228456,235597,236705,320505
291040,"Dieldrin """"ISO"""" """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,1,0,1,1,1,0,0,1
291250,Cyclic polymers of aldehydes,0,0,0,1,0,0,0,0,0,0,,35,5,74,81,78,143,159,159,99,128,,8525,12612,11569,9210,8827,8144,8370,2145,3481,6794
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,229,53,284,152,254,235,127,9,133,9,,1740,991,1564,2839,3298,3266,3679,2086,2142,2233
292521,"Chlordimeform """"ISO""""""""",21,11,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,56,38,14,10,5,16,5,5,3,2
293132,Dimethyl propylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,586,2023,1890,573,733
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,546,736,279,482,660
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,11,7,8,0,2
292122,Hexamethylenediamine and its salts,123,5,0,0,0,0,51,6,0,0,,1553,476,316,377,345,290,1143,474,319,857,,735564,597195,550990,435568,358249,415007,442961,386899,224232,343236
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,1,1,0,0,0,1,62,0,0,,0,0,0,0,0,0,0,0,0,0,,6459,6313,7800,8022,7052,7503,9592,5923,5906,8960
293500,Sulphonamides,76,413,194,1178,2437,0,0,0,0,0,,88916,73879,74515,79613,57799,0,0,0,0,0,,216984,181030,289859,263232,305107,0,0,0,0,0
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",2315,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,,275166,722660,723516,512507,307926,156863,84029,47833,123080,117071
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,220,151,0,73,38,189,0,0,0,0,,4384,4694,6014,5193,5779,5232,7338,8631,7780,6148
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",13,6,9,4,0,0,1,0,1,0,,356,362,651,224,365,398,451,412,398,383,,6614,8632,13526,14779,13383,15457,18268,18681,16752,18404
630720,"Life jackets and life belts, of all types of textile materials",0,2,0,1,1,1,0,0,0,0,,1571,1247,902,1017,964,1288,1469,1793,1897,2458,,10025,12148,16049,11082,12241,14130,13545,12670,12739,16787
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,0,0,0,0,0,5,0,0,0,,0,21,122,3,0,7,0,3,4,43,,1522,1652,1824,2000,1778,1577,1636,1646,2447,1752
660110,Garden or similar umbrellas (excluding beach tents),0,1,0,0,0,0,0,16,0,0,,61,43,78,31,43,71,65,78,18,28,,85527,82435,97782,91535,90663,93826,113976,128961,130300,191725
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",4,9,67,1,6,0,0,0,0,0,,8494,9609,8787,9323,8940,0,0,0,0,0,,195707,210353,233492,206232,245877,0,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",62,51,43,41,41,0,0,0,0,0,,18736,13549,16915,16528,17167,0,0,0,0,0,,551560,552357,608395,540734,562243,0,0,0,0,0
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,0,0,0,0,0,0,0,0,3,0,,0,13,3,0,4,4,6,4,34,32,,1781,1291,1591,3673,3614,1887,1699,1686,2302,4416
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,6,8,2,10,25,6,2,0,0,0,,8233,9070,14410,12616,14613,12590,11691,9225,11659,10461
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",0,0,1,1,1,0,52,11,0,0,,5372,3650,4860,7055,10639,14581,9355,5666,3725,4747,,43208,53071,55740,40446,39815,49056,47976,49605,44420,42920
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,4,0,0,0,0,,7774,7746,8845,8052,9017,12079,9843,8454,5447,8161,,12717,10404,11512,12289,11677,14181,12376,8067,2430,4347
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,1735,2194,4753,1775,1781,1530,778,503,214,129,,435,97,20,8,721,831,1868,942,305,166
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,3771,2645,1167,7923,17251,24453,38430,27033,40161,84356,,4327,3696,4886,2802,2228,2884,3493,2139,2656,6339
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,939132,763834,684654,594720,530341,643593,631316,551544,346621,628215,,571795,602707,556329,467934,447655,555884,563685,470818,288022,583751
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",7,0,14,12,13,2,28,0,1,0,,10791,13038,10593,13273,10178,12884,14989,13790,13922,17844,,90526,73754,62818,56947,48100,52609,61644,54936,48685,64727
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,29,346,2188,1935,1460,318,0,106,0,,70778,54434,32281,23976,22931,18881,10180,7792,5563,12944,,56231,52532,49571,39894,38714,58863,62243,45689,25850,40743
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,1,0,0,0,0,0,0,0,0,,2262,3432,1754,622,2790,1030,62,56,23,0,,84976,71211,66669,47911,44917,48826,68049,54965,45896,79231
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,13,0,0,0,0,,5251,3640,3559,2867,2543,2537,1814,1494,1460,1943,,7239,15121,13989,7953,3633,9726,10098,9816,16744,19984
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,168160,167097,187113,164546,151606,160540,174681,153727,106896,159497,,80097,78001,74795,60962,52552,56853,60892,42400,42445,76247
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,0,0,0,0,0,0,0,0,,73860,61253,52853,63422,57506,37949,53298,40923,24750,31080,,358087,312954,292902,207899,199510,223841,283579,236616,188880,314026
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,0,1,0,4,0,1,0,6,0,,10972,8878,7619,6060,8093,8849,9918,8010,5765,9027,,136722,144135,149340,117897,122908,159759,208405,163122,127853,213072
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,288369,328269,242069,269153,151483,129753,152143,137991,138407,157159,,265836,250907,264934,214557,214854,262838,316660,269041,240283,425981
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,0,1,0,0,0,,190,1122,827,254,613,854,861,2426,1017,2419,,18456,14264,15278,7174,5165,5777,7622,14689,17956,35497
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,0,,500,254,559,795,684,456,1097,3418,1919,2226,,2212,771,1634,3517,2331,5019,6559,5976,5654,14318
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,2916,3139,3562,2296,2835,3512,801,325,87,333,,28893,25993,24704,24982,19032,24357,26772,18724,18559,27506
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,10,3,0,9,8,23,104,203,0,0,,0,0,0,1962,5727,5059,6883,6149,508,274
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,0,0,0,0,0,,12529,7544,11608,11952,9998,14930,15997,7720,2585,8130,,116435,115424,112050,87716,114284,143405,141890,79102,50355,83178
701322,"Drinking glasses, stemware, of lead crystal",1,0,1,0,0,0,0,0,0,0,,60,17,5,5,7,3,62,66,46,184,,3926,4794,5180,2979,2742,1780,1372,1613,1546,2378
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,21,11,6,0,0,0,,4,0,20,7,20,6,4,3,0,52,,1790,4212,2910,4325,7491,5528,3052,1903,2149,3145
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,13,0,0,0,0,,0,0,0,0,0,0,48,39,31,13,,0,0,0,0,0,332,6,0,5,152
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",0,0,0,1,0,1,0,0,0,0,,838,670,731,359,365,320,369,198,120,312,,8363,8032,9522,7318,7334,8391,3670,3420,3077,4076
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",0,0,0,0,0,0,0,0,1,0,,13,30,333,313,206,400,716,623,926,693,,3450,3307,3132,2695,4618,3621,3190,2911,3164,3934
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,3,0,6,,3958,4371,4539,2854,3771,3753,3605,3803,2883,3858
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",0,0,0,0,0,0,0,0,0,0,,313,293,519,707,767,738,652,465,88,191,,1714,1772,1518,2560,1830,1091,990,1078,1131,853
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",0,0,0,0,0,0,0,0,0,0,,20,26,4,32,16,43,7,38,14,0,,112,134,206,246,247,454,583,263,246,226
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,3,0,0,0,0,,1117,806,964,773,511,426,286,301,110,151,,349,313,283,46,42,79,172,138,140,181
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,0,11,13,111,0,12,9,0,0,0,,12955,15362,16879,17438,17698,20259,23198,18660,17864,25282
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",11,7,1,68,37,18,16,16,0,0,,6442,5957,3922,2544,2157,2696,2843,2883,4557,3622,,16488,13870,8301,4332,5047,5805,7587,8703,6042,6165
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",0,0,1,0,0,2,0,0,0,0,,80,98,15,28,33,79,21,15,15,80,,3566,3347,3304,1133,1531,1984,2104,1561,929,943
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,0,0,0,0,0,0,0,0,0,,21,3,15,9,30,8,0,0,0,0,,265,174,37,94,87,167,133,230,58,77
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,149,141,83,56,45,56,25,35,38,49,,0,0,0,0,0,4,2,0,61,0
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,1,0,0,0,,4375,4231,3863,3637,5391,3001,2434,2164,1986,1651,,1255,2885,2904,1339,854,1384,1215,770,880,1053
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,29,0,,5854,4167,5082,4051,3939,5057,9082,9354,5519,4675,,4205,4029,3245,3312,3415,3015,3732,3952,3204,3129
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,17,1,0,0,0,0,0,,1750,1033,955,686,822,615,728,667,400,492,,6389,5122,4150,2776,2578,2551,2223,1879,1733,2307
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,688,437,437,359,437,352,527,434,420,407,,880,1626,1043,1560,1668,1011,1122,1421,887,1794
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,26,473,63,11,4,45,14,41,0,27,,1,0,0,0,80,17,7,45,16,51
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,39,36,9,9,0,0,19,9,8,8,,0,0,37,0,0,0,0,0,0,0
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,6,1,0,0,0,0,0,0,0,,10,30,29,7,35,46,137,105,14,130,,626,280,279,90,83,94,686,283,141,45
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,89,73,28,75,163,224,146,225,133,85,,1897,2669,249,645,481,731,736,604,716,697
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,1,0,0,0,0,,125,215,238,147,88,154,39,42,17,2,,7101,7504,6562,4617,4079,3160,3805,3356,3336,5145
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,4,0,0,0,0,0,0,0,0,,372,142,69,94,159,750,621,2969,4575,6553,,103468,46959,26271,26788,22438,21333,20294,19461,17577,16735
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",28,1,14,0,0,0,1,0,1,0,,2653,3273,2353,1921,1531,1299,1828,2465,903,954,,8818,7451,4923,6005,5553,4918,6382,6776,3224,2098
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",40,41,107,142,10,2,3,36,2,0,,6217,3903,3883,3721,3171,3328,3294,4120,1963,1715,,6329,5626,5238,4753,5139,3976,4772,4734,4848,5184
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,10,0,0,0,0,0,,129,100,91,35,101,144,75,80,38,17,,354,501,154,148,151,38,196,46,104,82
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,313,812,328,157,110,27,123,220,92,197,,7119,5207,8538,7670,9096,7749,14152,15241,12549,20183
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,4,3,0,0,0,0,0,0,,141,79,223,194,126,138,183,145,187,174,,417,304,1034,630,715,311,189,164,214,61
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,3,0,0,,113,56,67,76,57,246,100,111,114,96,,110,14,43,150,68,32,13,87,92,40
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,127,219,199,515,444,80,49,106,106,70,,89,91,70,49,17,83,182,79,52,233
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,463,367,107,448,429,454,879,696,343,351,,701,337,196,964,464,135,231,110,168,137
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",37,6,55,49,5,3,51,0,3,0,,10711,8203,16241,10307,6184,7501,5566,4865,3152,2482,,3118,3794,3365,2727,2089,2361,1819,1362,1139,889
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,211,183,609,280,250,247,192,212,171,113,,413,629,1057,769,898,608,894,292,117,160
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",3,0,1,0,0,110,86,38,25,0,,893,1051,816,1661,2557,3172,3649,3584,2834,4155,,34764,43731,42935,39280,37392,42706,46206,39135,36918,49980
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,815,945,957,1078,1149,2213,2424,1933,2575,2951,,15701,18719,20633,14523,17701,19330,20943,18629,10044,12536
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,17,12,21,9,15,24,6,6,2,3,,345,674,801,592,950,620,1488,964,571,863
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,210,253,250,300,402,165,233,121,95,25,,1693,2544,2742,1375,1953,1760,1329,1698,671,1035
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,1,0,0,4,0,0,0,,354,202,89,98,38,47,16,44,58,38,,14775,33811,28118,15136,10606,9368,7352,5336,5704,6413
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,2,0,0,0,,2901,3804,4791,4432,4356,4547,2963,2902,2757,3056
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",6,0,0,4,1,2,0,1,4,0,,6139,4504,6435,4951,5108,4497,4649,3524,2776,2203,,1900,1486,933,1485,571,490,372,272,356,449
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",2,7,5,4,0,0,6,0,0,0,,79,239,112,101,121,275,234,359,834,503,,2979,7563,7017,7417,5510,5384,4906,5187,4933,5110
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,7,0,0,0,0,0,0,,229,213,19,17,84,30,26,34,13,37,,1653,2037,2103,2904,3254,2799,2865,2987,3326,3434
730820,"Towers and lattice masts, of iron or steel",0,0,0,0,22,0,0,0,0,0,,8069,767,4256,393,818,1842,5633,2241,1504,524,,350925,315008,277600,231704,226861,258529,350191,282222,315541,299052
731450,"Expanded metal, of iron or steel",50,59,24,45,5,3,85,6,1,0,,6081,16573,17131,4270,2086,2461,2403,4140,3853,4156,,15488,17262,16506,16032,15222,12944,17008,13337,12227,17084
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",101,2,0,0,0,1,0,0,0,0,,436,235,80,107,88,1177,318,2788,2510,1252,,7267,5603,9399,11733,9395,8338,16720,11719,7757,15337
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,1,0,0,0,0,0,3,4,0,,3005,2693,1441,1545,2650,2457,3100,2910,2650,2831,,13851,8380,7863,5575,4115,3014,3908,3718,3435,2734
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",260,8,0,0,6,1,0,0,20,0,,147161,140503,154504,121424,108582,120881,133388,99200,96256,147319,,25677,35932,36905,28500,15254,20077,31507,27128,21556,56967
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,0,1,3,4,0,50,0,39,0,,113273,117308,258224,165454,76230,90555,104988,114091,115489,164953,,884679,753547,569871,484538,392430,464753,598227,471918,396161,614445
732421,"Baths of cast iron, whether or not enamelled",0,0,2,0,0,0,0,0,0,0,,102,63,19,18,176,19,38,15,27,18,,229,133,116,72,57,132,297,313,95,191
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,2,1,0,0,1,0,0,1,0,,806,675,1023,854,1458,1402,1536,833,2113,1800,,3011,3467,3652,4346,4019,5315,5019,4701,3071,4464
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",8,34,1,0,0,0,0,4,1,0,,48,59,87,77,120,306,115,26,12,12,,45142,53073,58595,65174,64198,65136,66947,71472,50234,66370
790500,"Zinc plates, sheets, strip and foil",0,194,1,1,0,0,0,0,0,0,,7024,3134,15118,19398,29580,46475,51521,50341,34736,65542,,176302,160246,170266,135536,132818,177445,158910,138640,128860,163652
810110,Tungsten powders,12,27,2,1,3,3,14,39,0,0,,5474,4059,5480,4069,4397,6177,9242,4971,4986,6449,,114230,64967,96491,73247,42561,46636,51634,39053,22350,24558
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",1,0,1,1,1,0,0,0,0,0,,6416,6643,3782,4428,4211,6273,3003,5287,4012,3021,,109228,110705,113779,95805,99735,108605,111252,108851,110882,127363
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,0,2284,3035,0,0,0,2184,0,0,,30,0,51,0,316,0,143,189,0,1503
841121,Turbopropellers of a power <= 1.100 kW,0,0,19,0,0,0,0,0,0,0,,13,121,2245,0,0,570,0,3388,38,1238,,161502,53291,95664,68398,64533,99593,92991,82753,97026,78093
842219,Dishwashing machines (excluding those of the household type),0,0,0,0,0,22,0,0,3,0,,432,367,305,417,634,925,628,889,895,884,,38666,36427,40463,33304,36104,39130,44638,47075,45510,64699
841891,Furniture designed to receive refrigerating or freezing equipment,22,0,0,0,0,0,0,0,0,0,,233,277,337,270,389,358,793,700,761,3684,,3790,3351,2354,3961,5864,4068,4528,5581,5322,6906
845522,Cold-rolling mills for metal (excluding tube mills),0,0,0,0,0,0,1476,0,0,0,,13534,20221,12077,6323,7900,14219,10151,5624,8427,6060,,1975,3310,3797,1177,3456,1385,4558,766,197,427
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",3566,3563,3028,2761,3045,2993,0,0,0,0,,136212,138470,130291,111597,103479,117745,129778,118188,73181,112782,,23022,24341,26196,25234,27604,31252,0,0,0,0
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",187,0,0,0,0,0,1,5,0,0,,24134,15388,6447,7214,7833,5416,7224,5559,4084,5055,,4250,5238,7502,4721,3528,2825,2971,15725,20803,14993
844311,"Offset printing machinery, reel fed",0,0,0,0,0,0,0,0,0,0,,64338,25627,29376,41371,42004,39608,37034,36726,31824,22989,,44512,20629,21569,17353,11998,19834,7150,6197,3450,3062
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",181,382,523,132,0,0,0,0,0,0,,49297,37707,92137,51661,58398,67940,85060,114640,85995,59325,,4419,8859,4522,2459,4520,5670,7192,4327,4476,3808
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,0,0,0,,10410,8844,4657,4242,3244,5658,9375,3521,5425,1155,,1938,2587,4561,4983,4302,4289,4204,1627,1190,767
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,144,0,0,162,0,0,0,0,0,0,,29841,46440,20132,21739,20003,23713,36345,38197,17728,17671,,6451,11120,11589,5911,2100,1265,2830,3918,1912,0
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",73,57,52,28,85,0,0,7,0,0,,3637,4232,1354,399,462,520,770,282,440,112,,1548,2227,2098,2294,2326,2631,2918,1974,2061,2260
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,808,955,387,0,0,,0,0,0,0,0,57702,58397,55250,50289,49996,,0,0,0,0,0,13086,8978,12799,12831,17629
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",27,284,118,6,0,0,0,0,0,0,,15804,18182,18024,12071,1788,5443,0,4013,5521,16182,,3436,5707,7046,8923,12397,11382,9025,11750,11454,16231
843340,"Straw or fodder balers, incl. pick-up balers",3,21,1,2,3,24,3,11,0,0,,6719,5823,6351,7968,12131,17694,13398,16109,16364,20495,,71366,82457,71686,59953,61342,66428,80485,78970,76568,86947
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",182,253,0,6,1,0,0,0,0,0,,4871,5430,4747,3662,7499,3256,1737,6278,1154,225,,8231,10822,16300,2898,7320,3012,3771,4917,6458,6388
842919,"Self-propelled bulldozers and angledozers, on wheels",0,43,0,0,0,0,0,0,0,0,,55579,24529,25914,13703,16723,22907,21534,26523,14201,33810,,10685,4476,6570,3041,4944,2281,1538,1991,1187,645
