Product code,Product label,Russian Federation's imports from Japan-Value in 2012,Russian Federation's imports from Japan-Value in 2013,Russian Federation's imports from Japan-Value in 2014,Russian Federation's imports from Japan-Value in 2015,Russian Federation's imports from Japan-Value in 2016,Russian Federation's imports from Japan-Value in 2017,Russian Federation's imports from Japan-Value in 2018,Russian Federation's imports from Japan-Value in 2019,Russian Federation's imports from Japan-Value in 2020,Russian Federation's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,0,0,,4344248,3349094,3182441,3943818,6386629,7368144,5225523,5353684,6976956,6011577,,905,4910,110905,148806,11451,1931,9353,13012,20900,15771
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,27583,17708,12260,13524,2304,5320,15365,23333,150994,302623,,39,92,78,104,300,261,988,23632,6233,11118
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,1700,1184,7981,10290,9255,10701,12198,18434,22145,19384,,0,0,0,0,0,0,0,78,13,0
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,10,3,0,9,8,23,104,203,0,0,,0,0,6,0,0,0,4,0,0,0
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,0,0,0,0,0,,12529,7544,11608,11952,9998,14930,15997,7720,2585,8130,,342,278,789,434,8330,5390,5496,5887,6529,10215
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,3771,2645,1167,7923,17251,24453,38430,27033,40161,84356,,0,1489,1712,590,546,1174,570,217,577,7092
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,939132,763834,684654,594720,530341,643593,631316,551544,346621,628215,,645,8,201,1485,10674,4747,4910,688,903,794
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,1137186,1232404,1242827,1030303,1074594,1498559,1569491,1368201,1026805,1921634,,64885,73550,46177,40265,42286,108289,165454,160620,116679,269930
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,9,0,0,0,0,0,0,0,0,,1084,485,349,1041,393,350,983,525,321,754,,543,825,892,649,118,653,215,1050,492,79
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,70778,54434,32281,23976,22931,18881,10180,7792,5563,12944,,15346,55957,29302,10693,13945,20481,21564,25011,3890,15665
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,2262,3432,1754,622,2790,1030,62,56,23,0,,541,493,327,105,57,726,1901,111,394,72
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,5251,3640,3559,2867,2543,2537,1814,1494,1460,1943,,1139,923,660,487,725,1308,1134,1541,1657,1406
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,168160,167097,187113,164546,151606,160540,174681,153727,106896,159497,,185,101,106,29,0,77,82,87,72,92
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,25,13,0,0,0,0,0,0,,73860,61253,52853,63422,57506,37949,53298,40923,24750,31080,,26216,22210,14224,9954,10566,14181,14469,13355,7680,11142
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",1,0,0,0,0,0,0,0,0,0,,10972,8878,7619,6060,8093,8849,9918,8010,5765,9027,,5023,6427,3777,2384,2287,3688,4382,4197,3016,5419
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,5,0,0,0,0,0,0,0,0,,288369,328269,242069,269153,151483,129753,152143,137991,138407,157159,,22594,18617,19624,14907,16583,22038,15795,8241,10136,19683
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",4,0,0,0,0,0,0,0,0,0,,190,1122,827,254,613,854,861,2426,1017,2419,,1345,2836,2145,671,246,205,220,397,141,362
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,0,,500,254,559,795,684,456,1097,3418,1919,2226,,10270,9674,8091,3998,3753,5882,8889,6762,8649,11132
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,2916,3139,3562,2296,2835,3512,801,325,87,333,,114,177,378,549,426,639,1003,1026,225,455
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,102,63,19,18,176,19,38,15,27,18,,37567,25845,20478,10654,10009,10957,15209,14830,9541,11100
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,0,0,0,0,0,0,0,0,,316,672,508,172,63,98,84,229,113,180,,28679,27696,29454,14817,12065,13973,12519,12381,12791,16374
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,0,0,0,0,0,0,,205,492,475,887,522,420,149,121,105,62,,546,432,473,488,422,493,322,391,408,431
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,2,0,0,0,0,0,,99874,81677,105767,61950,49056,56254,82062,97818,119328,164053,,15311,23972,13395,6065,4158,8038,6497,4688,4356,4403
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,147161,140503,154504,121424,108582,120881,133388,99200,96256,147319,,5064,4771,2904,2354,2096,2387,3788,1870,1932,2751
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,0,0,0,0,0,0,0,0,0,,113273,117308,258224,165454,76230,90555,104988,114091,115489,164953,,18593,17317,20682,7052,8635,14653,16684,18872,8614,5463
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,0,0,0,0,0,0,0,0,,806,675,1023,854,1458,1402,1536,833,2113,1800,,22263,36896,25651,5507,4319,11354,17149,15755,13411,19494
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,229,213,19,17,84,30,26,34,13,37,,1765,1066,652,488,371,725,1304,1152,309,538
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,3,3,0,1,1,0,,66,51,68,0,0,80,15,0,20,0,,10738,8060,6222,4704,3600,4816,3644,2982,2228,2848
730820,"Towers and lattice masts, of iron or steel",0,0,0,0,0,32,0,0,0,0,,8069,767,4256,393,818,1842,5633,2241,1504,524,,61557,38705,11841,3257,1436,7198,11779,18600,5257,9761
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,1735,2194,4753,1775,1781,1530,778,503,214,129,,0,0,0,0,0,0,0,0,0,0
722490,Semi-finished products of alloy steel other than stainless,0,0,0,5,0,0,0,0,0,0,,159015,146187,175789,99501,106602,140135,198499,143804,137126,270413,,7573,7929,1839,1104,1244,611,1311,3667,5178,3211
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,7774,7746,8845,8052,9017,12079,9843,8454,5447,8161,,138,48,31,42,116,34,24,26,40,68
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,289931,258229,270424,248732,202106,264419,241614,237336,205964,277843,,153,38,64,84,95,120,73,1839,3178,6787
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",0,0,0,0,1,0,0,0,1,0,,10791,13038,10593,13273,10178,12884,14989,13790,13922,17844,,1128,682,1021,621,570,585,772,897,399,599
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,2350,2853,2252,423,744,2867,1785,1139,1938,1155,,0,0,0,0,0,77,68,219,123,161
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,48,59,87,77,120,306,115,26,12,12,,4231,12532,16166,10276,4590,16210,7618,18062,19340,36308
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",31,20,24,3,4,26,19,28,30,0,,20419,12089,7527,8050,14775,7613,4958,5200,3900,4485,,14905,20075,29764,16579,17225,32632,21121,18913,19576,20078
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",13,2,2,2,0,0,0,9,4,0,,436,235,80,107,88,1177,318,2788,2510,1252,,5916,3566,1562,1382,1785,15549,1210,683,1645,11915
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",1,0,0,0,0,0,1,0,0,0,,3005,2693,1441,1545,2650,2457,3100,2910,2650,2831,,863,896,1230,697,476,637,863,476,579,894
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,174537,136911,99655,187376,134843,154066,155417,162091,281948,238388,,14095,16345,9053,10995,9226,6735,3184,15720,43493,100438
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,0,0,0,,15929,10107,9793,9112,11324,13675,13086,10034,11957,15424,,16,61,282,199,312,860,288,298,775,1259
790500,"Zinc plates, sheets, strip and foil",0,0,0,0,0,0,0,1,1,0,,7024,3134,15118,19398,29580,46475,51521,50341,34736,65542,,2483,2486,2196,1556,696,1144,2246,1242,1335,1765
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,0,394,452,1191,161,30,0,,210267,212373,198804,173312,184557,209862,255755,308834,319472,580927,,16980,17704,19767,17063,28142,104602,48045,38627,54708,127376
830220,Castors with mountings of base metal,0,29,0,3,4,2,4,4,0,0,,15282,13729,13716,11605,12080,12357,14030,11556,12359,15411,,15462,12928,11712,7990,9268,10114,11845,13371,13746,20160
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",0,81,6,100,134,19,6,0,0,0,,6416,6643,3782,4428,4211,6273,3003,5287,4012,3021,,11110,12661,11562,5704,5270,7610,6255,4954,4260,5122
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",83,0,0,0,0,0,5993,0,10,0,,158597,114352,100694,95568,59266,71170,104543,108057,149133,81440,,41647,34133,33944,28256,12911,32384,30658,44548,34860,40807
841861,Heat pumps (excluding air conditioning machines of heading 8415),24,167,88,23,1,0,1,0,1,0,,117543,164622,127162,129282,112520,122116,118281,135275,142567,206091,,5744,4722,3485,1633,1645,2217,2010,1808,2904,2572
841891,Furniture designed to receive refrigerating or freezing equipment,0,0,0,0,0,0,0,0,0,0,,233,277,337,270,389,358,793,700,761,3684,,4909,3869,3310,1750,449,271,189,1234,1345,910
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,0,2284,3035,0,0,0,2184,0,0,,0,20073,18500,0,0,3143,0,0,0,109
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,13,121,2245,0,0,570,0,3388,38,1238,,8339,11740,9980,5647,12321,2867,7123,7384,8757,14013
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,228506,151412,110220,59312,82581,67885,71740,76012,45802,27208,,6594,13531,20543,21860,15202,7557,7416,4983,20119,10139
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,0,248,0,0,0,21,447,0,0,,4871,5430,4747,3662,7499,3256,1737,6278,1154,225,,22130,16468,16712,13933,22541,16930,69647,66590,78354,86968
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,1,0,0,0,0,0,0,0,0,0,,4615,4355,3444,3358,3226,2216,2094,2211,1673,2109,,6965,7468,6272,4336,5124,7030,5803,3546,3580,4034
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,0,0,0,0,0,0,,15804,18182,18024,12071,1788,5443,0,4013,5521,16182,,52828,39426,71230,24727,29919,33241,31920,8998,5581,1677
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,1,0,,536,91,286,139,201,310,456,278,54,12,,137436,26397,11094,11542,55328,80031,30290,39732,53541,66229
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,115409,99179,46477,39671,88313,39782,28272,52561,39254,22561,,158431,140731,71242,7511,54267,46915,0,23563,9459,0
842541,Built-in jacking systems of a type used in garages,5,55,8,138,9,0,16,2,2,0,,4965,3990,4299,2604,3040,3289,2331,2050,1264,1385,,49451,40985,32866,15502,17314,22714,26611,23766,20671,27513
842620,Tower cranes,0,0,0,0,0,0,0,0,0,0,,7819,4111,15834,1364,2235,113,5891,0,32,1486,,108296,132551,107704,27027,6768,10683,14493,69051,33588,58094
845510,Mills for rolling metal tubes,0,0,0,0,0,0,0,0,0,0,,49391,40574,8947,13785,22651,7889,9705,8924,9505,6815,,4076,10049,1038,1209,3052,3151,217,860,84727,17040
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,8,0,,0,0,0,0,0,2556,1645,1601,1823,716,,0,0,0,0,0,3987,3381,3165,2768,4050
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",5,38,57,49,205,0,0,0,0,0,,37206,18076,17485,12378,8240,15171,18057,18873,9798,12019,,6172,5739,6594,2503,2948,5244,7217,4082,4577,6065
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,57702,58397,55250,50289,49996,,0,0,0,0,0,4064,1952,1344,4158,1077
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",0,0,0,0,0,0,0,0,0,0,,8158,6278,5985,5461,4551,6270,5916,4219,2338,3131,,617,296,284,174,430,463,214,194,316,357
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",561,1660,234,0,0,0,0,0,0,0,,3637,4232,1354,399,462,520,770,282,440,112,,10750,13212,12116,4705,7714,8506,6337,4143,5613,5398
844530,Textile doubling or twisting machines,109,0,0,0,0,0,0,0,0,0,,10410,8844,4657,4242,3244,5658,9375,3521,5425,1155,,4098,9948,4148,3485,1711,3285,2135,2009,1447,3571
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,0,0,0,0,0,0,,24134,15388,6447,7214,7833,5416,7224,5559,4084,5055,,6605,9188,5966,14319,7684,7151,14204,4861,5608,6706
844311,"Offset printing machinery, reel fed",0,0,0,16,0,0,2786,0,100,0,,64338,25627,29376,41371,42004,39608,37034,36726,31824,22989,,16436,11514,4291,924,1616,3668,12252,800,221,258
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, ...",0,0,40,0,0,0,0,0,0,0,,20860,6305,6901,3759,5254,4714,10733,11651,32421,29584,,1366,17147,638,1320,383,2490,4631,3816,1406,353
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",0,0,0,0,0,0,0,0,0,0,,7640,7972,5077,1674,3808,1406,3938,2199,2889,2491,,1335,995,1299,567,1104,620,689,3300,1048,1015
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",2,19,3,0,12,23,8,22,1,0,,12164,10904,16292,15993,14969,14739,8294,5470,8138,9203,,346094,345625,299126,143436,173176,207740,202085,220905,193637,226044
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,9727,0,0,7120,0,0,1,2,0,0,,333669,139942,145334,166673,192726,134069,137254,92862,47702,9825,,1391248,1098653,736495,577916,414789,239150,71831,111138,117305,105644
290270,Cumene,216,0,0,0,0,0,0,0,0,0,,543118,653264,549709,405660,298381,431242,435989,243460,134027,292360,,224,0,1,0,1,6,1,1,9883,6084
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,43,443,292,452,377,327,250,101,45,96,,12715,54726,81689,71316,51540,56685,73120,47456,40276,39271
290322,Trichloroethylene,39,0,0,0,0,0,0,0,0,0,,12042,10765,10750,11868,9484,10477,11517,8603,7776,11828,,1596,2127,1571,3983,4595,3672,4275,3583,2888,5302
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
290393,"Pentachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0
290511,"Methanol """"methyl alcohol""""""""",0,0,7,0,0,3,10,6,0,0,,495,9449,522,1993,7545,6023,7443,4841,18597,22214,,0,13,22,2641,209,3,10,3522,138,321
283410,Nitrites,0,0,0,0,0,2,0,0,1,0,,111,213,393,190,395,447,234,90,96,231,,1044,1352,1298,317,166,628,255,186,181,538
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,401,20,56,1728,1353,2175,839,1077,850,1779,,8097,6360,10084,7319,34364,47536,58647,61887,45374,53512
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,1,0,0,0,0,0,,218,243,364,291,279,364,277,294,165,167,,678,717,1075,685,699,408,461,638,647,835
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,0,0,0,0,4,3,0,0,0,,3376,2690,2221,2912,3593,2518,3660,4171,2819,3984,,13125,11106,12799,9136,10798,12359,12318,14726,16458,0
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,1444,1239,951,628,681,453,1113,1318,745,719,,7110,5501,5783,4725,8090,10048,15727,10620,11211,12668
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,10,0,0,0,1,0,0,0,0,,6396,6802,4683,4643,4075,3656,3324,3872,2975,6660,,412,765,789,511,446,504,570,482,733,393
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,340,150,86,82,161,116,158,153,133,153,,973,1013,1124,497,183,339,534,511,569,489
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,4,5,7,16,24,37,24,9,2,24,,236,160,94,70,199,51,18,27,41,4
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,57324,46780,42832,33245,36344,46698,75979,54131,25657,31267,,5245,4738,3747,1209,1146,736,1182,843,1110,706
281210,Chlorides and chloride oxides,0,176,5,33,42,0,0,0,0,0,,19843,20342,24725,21302,29488,0,0,0,0,0,,210,364,167,150,183,0,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,92,1,3,0,0,,0,0,0,0,0,18138,19849,21677,24427,34433,,0,0,0,0,0,238,98,60,11,40
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,0,8,0,0,6,6,49,2,0,0,,3168,3525,2451,1665,1735,1962,2053,1947,1715,1675
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,0,0,0,0,0,0,0,0,,0,3,10,31,5,130,4,0,18,55,,133896,132619,167502,128563,124836,103826,89799,103759,90234,89137
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,270,248,87,48,98,47,22,34,21,6,,39029,45411,37565,31370,30420,25870,27707,25026,17171,18226
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,0,0,0,0,0,0,0,,7,35,43,87,101,18,33,10,33,21,,9687,11705,10803,6661,8585,6750,7498,8179,9243,9466
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,3,0,7,0,,100199,105565,104532,63277,79120,93708,101865,112320,100732,99919
180400,"Cocoa butter, fat and oil",0,0,0,0,0,0,0,0,0,0,,123,171,35,30,30,26,36,74,116,116,,111024,167230,260596,215964,202780,188903,224613,218774,207182,220695
180610,"Cocoa powder, sweetened",0,0,0,0,0,0,0,0,0,0,,57,277,255,87,207,276,508,213,151,731,,267,847,400,199,136,238,171,209,242,290
160431,Caviar,0,0,0,0,0,0,0,0,0,0,,103,0,0,0,10,36,50,57,13,13,,2728,2700,2885,1418,1533,2883,4945,2433,2294,4128
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,241252,231825,196012,179245,167528,184924,190867,190617,170428,141436,,0,0,0,0,0,0,0,0,0,0
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,1,0,0,0,0,,1364,1272,1046,1012,1065,911,1008,990,785,989,,0,0,0,0,0,1,0,2,9,0
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,5,0,0,0,26,22,35,28,103,148,,627,213,109,3150,15813,3954,15,31,350,471
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,0,0,0,0,,3,23,50,49,76,39,44,5,0,0,,17403,19765,8711,602,2818,13373,12207,362,244,291
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,1153,1046,991,1522,2973,2168,6421,3705,3458,4039,,189,194,475,378,618,938,876,598,1216,1742
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,,12083,9770,12893,6563,3855,4422,5092,4839,6498,6376
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,1345,2981,2964,2572,4414,5782,5265,2664,4567,3861,,92811,99179,81915,29731,27259,29428,23425,20193,16213,17984
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,3181,2184,2093,1234,1965,2410,1990,2152,2921,3452,,20,58,48,52,84,118,121,97,54,123
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,3,0,0,,2689,3495,4020,2922,2963,3690,2976,3060,2462,3388,,24922,37719,42835,35310,40153,50235,49428,55172,60318,75310
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,106,74,80,77,112,158,85,70,72,46,,640,571,630,470,1062,780,735,701,675,982
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,1341,2964,1080,915,464,350,137,431,172,194,,87,24,198,31,167,419,1559,118,60,60
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,0,0,,80,74,39,64,55,52,60,45,13,14
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,0,0,0,0,0,0,0,0,,44,59,78,84,67,98,1476,1713,1255,8,,836,2851,1255,820,1285,597,427,272,239,272
230310,Residues of starch manufacture and similar residues,0,0,0,0,4,14,8,28,5,0,,0,0,0,0,39,68,0,0,0,2,,32957,34434,30788,19986,25816,34159,30312,23313,24793,31493
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,483,962,542,625,774,878,797,748,786,773,,0,0,10,0,9,0,9,26,21,35
230700,Wine lees; argol,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,11,3,4,7,24,10,,0,0,0,0,0,0,0,1,0,0
250410,Natural graphite in powder or in flakes,0,0,1,0,0,0,0,0,0,0,,19867,17939,18951,18052,15066,13237,9322,8404,9190,10177,,9588,6538,6240,7261,4582,4819,4629,4875,4431,6043
250860,Mullite,0,2,0,0,0,0,0,0,0,0,,2033,825,651,714,1113,1515,1627,1608,1072,2845,,276,259,403,526,481,767,874,520,461,699
251110,"Natural barium sulphate """"barytes""""""""",0,0,0,0,0,0,0,0,0,0,,17,5,0,0,0,39,164,158,174,315,,8010,10444,15015,4018,3933,8090,8826,9059,7880,7704
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,0,67,0,3,0,0,0,0,0,2,,0,0,0,0,0,1,0,3,0,0
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,0,0,0,,5,8,0,0,0,8,10,0,0,0,,52,101,69,66,52,113,129,45,54,54
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1179,640,703,431,446,275,107,101,141,207,,741,1214,544,227,392,215,390,212,294,600
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",0,0,2,0,0,25,0,0,2,0,,7044,535,895,326,31,925,641,375,157,386,,381782,406770,387800,134300,98968,151981,120974,95475,80272,79029
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,10,8,8,2,0,24,4,36,0,0,,62,86,147,45,127,13,0,0,0,0
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,18,18,18,0,28,51,20,56,39,71,,238,151,530,546,1204,1558,1128,1229,3654,3920
252410,Crocidolite asbestos (excluding products made from crocidolite),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,121,35,0,0,0,0,0,,142,51154,54805,38763,59920,9815,0,1,1,0
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1628,932,654,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,72,52,55
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,716,54,0,7,4,11,6,5,3,9,,238,471,880,51,173,456,287,31407,42305,32442
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,0,0,0,0,0,0,,33703,57141,79992,82342,80508,73559,92254,112838,84091,94343,,2264,943,1318,938,444,0,3,47,0,5
