Product code,Product label,India's imports from Germany-Value in 2012,India's imports from Germany-Value in 2013,India's imports from Germany-Value in 2014,India's imports from Germany-Value in 2015,India's imports from Germany-Value in 2016,India's imports from Germany-Value in 2017,India's imports from Germany-Value in 2018,India's imports from Germany-Value in 2019,India's imports from Germany-Value in 2020,India's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
940190,"Parts of seats, n.e.s.",20650,21577,21544,28931,21811,23672,32959,27697,14966,29237,,1851707,1881298,2019150,1904314,1862242,2024414,2210231,1989618,1630247,1819626,,90448,112107,134584,152982,147415,168116,204573,186051,149772,198305
890800,Vessels and other floating structures for breaking up,79261,166935,96464,79987,51373,65976,48500,53886,29772,29119,,0,0,0,4729,11225,3538,2483,0,50,1410,,557999,1290544,838716,661006,747286,798741,933106,598462,619231,825339
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",60784,47602,26437,22731,27803,16587,18200,20025,18001,29018,,948529,964658,1099667,791444,766612,831155,878166,805359,724996,789557,,217844,176395,95204,99103,100154,88217,110491,120261,109326,150034
848120,Valves for oleohydraulic or pneumatic transmission,6759,10300,7594,5688,8258,9097,20206,20240,17652,28898,,2519714,2654697,2845028,2427654,2538766,3117396,3583243,3331042,2941857,3762262,,57456,47399,48104,47997,64073,87799,124302,116511,95833,167181
841199,"Parts of gas turbines, n.e.s.",67322,19086,1963,2719,36056,22450,7576,10114,8738,28888,,2430790,2728169,2176428,1589099,1631257,2228533,2051574,1807384,1799558,1572322,,447553,166316,199593,232441,187939,153250,140813,192534,153704,151215
853649,Relays for a voltage > 60 V but <= 1.000 V,43936,48831,44801,38377,39619,43068,40835,37212,26835,28088,,777980,835740,889691,799289,786870,806908,856097,771145,783297,880243,,147628,134217,127508,127593,128441,132284,154639,142905,121874,155292
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",26123,28876,25479,25088,22297,24760,37507,31214,21352,28064,,2027751,2266635,2382891,2115695,2170027,2394681,2731627,2669987,2471658,2793017,,125370,105587,103334,109917,115222,134860,189461,212621,168711,251801
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",21162,31262,23966,25431,46214,33273,37075,24021,12388,27951,,4297189,4602811,4609198,3830840,4061509,4621812,4967479,4657305,4132646,4937326,,226370,200478,166622,170034,166502,206039,233390,178481,130231,200767
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",25880,31025,30788,27995,35101,43645,30518,25372,19510,27642,,704510,735295,771309,699892,727261,773815,813544,763586,770745,878915,,131955,148769,163086,185551,179090,173424,190606,190863,228299,277685
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",26183,26360,30660,31249,29521,34833,27967,17088,23856,27380,,0,0,0,1935213,1863057,2046391,2212387,2052594,1891953,2420019,,205341,221929,277161,347384,402068,445603,549815,518733,421953,618220
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",13462,15508,24910,20342,20891,26054,21495,15850,16874,27295,,1062007,1120968,1180341,976926,946526,1100988,1237593,1058942,953326,1240550,,107419,112292,123055,114831,119079,150853,201138,173487,145609,227791
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",1008,424,415,410,490,5281,18938,17450,11015,27109,,1031705,1008634,934447,856726,927502,984725,1043093,985856,913991,1167955,,28670,33230,38225,43504,45072,59515,98368,105471,78243,159076
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",23165,22108,25472,25760,23823,39144,45724,24732,14755,27082,,4327445,4702837,4772163,4241122,4443312,4714807,4888225,4584131,3821207,4750272,,144219,129884,159201,143959,138983,169401,223718,180495,156154,226643
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",25768,28607,31028,31201,27372,27005,26863,17604,16353,26923,,1884273,2077552,2202756,1839739,1884004,2069083,2228784,2162686,2092353,2389592,,242152,249671,261547,251174,246850,245645,271738,245189,220440,292814
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",21703,20418,24048,25088,28294,24562,32812,23389,18469,26831,,2205735,2153934,2261043,1870551,1835767,2034448,2479824,2519799,2262222,2557908,,178346,163555,167761,174333,197155,180893,226587,216480,170731,254037
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,26748,33898,29086,15976,18382,28852,26124,23555,23223,26602,,1420801,1424291,1414678,1185447,1299203,1381115,1475517,1360029,1261650,1333513,,164467,142194,157056,109337,121153,159796,209847,186723,148330,215588
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",22009,23287,19870,16130,11507,15375,24099,24100,15247,26442,,301400,324811,308525,260223,213668,257435,313720,262143,204764,249752,,185370,185210,187939,174976,62762,80908,90666,91679,66898,88647
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",0,0,0,0,0,1,0,1,8162,26385,,7180,3742,2341,3638,4911,8710,6692,39736,46849,91592,,14973691,14571854,15284439,12241267,11733658,19066279,22657011,20118683,14341760,24055549
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",44610,30065,42063,31540,25666,32346,36107,30003,14848,26317,,2427700,2667183,2978979,2629879,2580770,2880933,3056938,2703974,2332502,2633663,,177773,143793,164621,139951,145641,175423,204867,180838,201965,306306
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,12039,9141,11478,7167,10450,13749,28264,26141,19421,26015,,687289,642693,680444,524660,586550,810784,1052661,1091225,768236,790805,,76486,78866,70284,66433,83967,127506,180762,155731,111349,189623
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,15175,10779,8750,8745,10348,14606,26792,32458,14865,25375,,6127091,6310490,6505241,5608976,5525871,5654273,5738653,5410200,4556465,5399290,,274908,282641,257044,253253,304993,356993,423263,375379,327949,453277
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,15308,30384,40435,40585,32396,39013,40270,30294,13786,25211,,1726255,1873440,2028355,1882980,2185008,2493175,2873084,2819258,2697582,3163988,,66996,98371,122860,131901,125060,160640,171899,164854,152014,249503
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",14806,19394,11166,9800,13472,16065,26332,23791,17774,24575,,428369,418540,417920,334724,326300,353850,386130,346515,327140,356883,,116442,108786,112517,101197,104164,121556,138518,127393,95230,140731
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",23747,31012,17553,12775,16320,22179,18128,21805,21226,24308,,1513814,1611776,1626442,1430405,1518294,1542102,1731569,1631688,1597562,1577616,,87523,83405,58429,57266,66512,77722,74761,81661,70211,89043
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",20909,23793,25123,24491,23357,21219,25210,19078,13657,23895,,1333224,1279809,1306086,1126917,1150442,1184505,1406081,1305971,1189870,1407601,,126168,123476,135553,148950,151839,157950,187623,173230,125874,172504
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",6605,11439,17301,19291,15849,17156,22289,23491,15857,23511,,1237216,1330443,1427644,1238579,1303314,1418272,1557458,1296852,991539,1032888,,65095,87256,105741,113988,128446,163992,174579,169445,121224,159539
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",21916,9938,10196,5936,16491,18686,20425,28699,8867,23450,,573474,581601,544103,477491,480643,463788,476824,433099,414433,532595,,281803,190694,133094,173694,239598,137465,120387,118840,72779,87388
390730,"Epoxide resins, in primary forms",11751,21751,18207,14317,23720,19757,11007,11390,15630,23374,,947821,930281,1058348,935183,952570,1018430,1182982,1076731,1004220,1516663,,141295,151663,142281,151041,153811,161077,158426,170822,132669,256375
845590,"Parts of metal-rolling mills, n.e.s.",90013,25157,22984,9122,4169,4747,17941,33568,28423,23299,,206993,259698,270839,182749,121024,140622,171288,195365,181427,159538,,366048,257860,209655,61765,48182,50525,108485,149411,157038,164264
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",21402,25794,12773,13254,23115,27386,14847,20170,13534,23220,,848684,849054,872568,697824,634654,734313,727420,723706,625577,711780,,173097,121953,145245,112030,121309,140631,138826,143870,108779,152034
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",15473,17403,17497,14487,4891,11786,24979,20579,20953,22935,,273615,306419,355020,298324,301101,309031,321485,323881,316802,416197,,38205,42789,48204,47749,65106,81481,99409,96399,121528,141476
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",15897,25292,34071,35638,31315,31989,24779,13314,22197,22812,,0,0,0,0,0,0,0,0,0,0,,65343,78715,88417,84189,86667,114431,147475,149051,111587,219281
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",48919,21461,33442,30674,30780,28796,24970,21596,19686,22686,,2500381,2260046,1977136,1519228,1418939,1743937,1991287,1782804,1523737,1966812,,593012,436011,443098,492975,577446,625400,806418,676858,488304,835566
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",33073,23379,21997,25384,27599,24536,26680,30151,22796,22599,,769889,768930,794245,672364,644197,730059,806931,782325,731794,818032,,101356,99951,92022,90109,90991,88453,91618,98050,76131,108682
902230,X-ray tubes,2012,1913,1765,1383,1164,2452,7882,21341,20102,22444,,706205,564505,372209,298596,246457,226180,306910,302518,332886,353107,,38380,37015,47063,38582,25839,24313,31806,55819,46173,67688
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",17947,8850,16494,18674,11638,15559,21333,14434,16541,21984,,1935767,1830677,1785272,1505258,1531658,1777411,2130426,2208939,1920684,2315341,,63797,42976,53545,50656,53134,52248,78596,85713,90227,133179
848230,Spherical roller bearings,16688,13599,13408,13451,22058,30536,37364,28560,15887,21955,,372773,338079,342168,291478,271663,292735,334439,313010,312301,336364,,98442,76749,77978,74606,88614,103950,132219,120070,85081,141282
711011,"Platinum, unwrought or in powder form",16595,18215,13286,6694,6023,17619,16397,10921,9809,21907,,815194,879261,834924,457113,360537,512526,734257,704973,687225,696656,,114118,112766,110002,102828,93933,148981,92602,57062,94181,107924
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,6808,9615,6125,6134,8409,8627,12549,10378,13193,21681,,1687684,1853756,1877409,1623531,1757609,2216619,2488509,2415461,2189373,2494070,,47216,45639,42495,47437,43673,46518,63557,67845,71113,96119
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",10093,11710,12279,10182,12971,16714,24706,24010,20136,21603,,1050855,1361363,1663802,1598136,1661849,1981361,2295686,2066286,1963166,2417381,,70107,56744,60726,48513,59341,74239,92622,79680,80016,95956
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,116,6883,24784,17727,21559,,0,0,0,0,0,898681,1013245,1017104,1046433,1264433,,0,0,0,0,0,79407,104353,126811,90149,153406
901850,"Ophthalmic instruments and appliances, n.e.s.",40440,44207,43366,37700,33196,40297,32874,25570,13901,21293,,622384,665683,738918,670273,662836,710606,777527,844068,762782,1065565,,141933,152580,163407,161003,154923,158529,173046,168336,88978,150673
848250,Cylindrical roller bearings (excluding needle roller bearings),17395,17679,17921,15995,16770,21163,31044,41674,26799,20838,,907245,937187,966425,834297,783604,928548,990781,997150,895787,944492,,35814,37404,43670,43437,37023,42530,57593,75966,51835,61295
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",11547,15406,17369,16436,15078,19377,16158,15114,18966,20630,,327212,343366,329259,221057,219016,297896,273390,330922,344585,393076,,39914,44386,46217,40817,40139,52785,48790,53921,66190,69309
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",17684,19439,18383,17384,17573,17739,20338,14662,12570,20063,,471938,486259,498305,417772,425571,482260,499055,462451,413990,488598,,80417,73521,75747,70928,70515,77310,91239,81581,64564,84800
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",11618,7795,8660,6611,9734,12946,16491,14744,13305,20063,,1646826,1689590,1792796,1655441,1785044,2117006,2489346,2389300,2378683,2886889,,82911,69051,88805,109744,127973,179417,236611,239302,291711,367083
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",16894,16398,19851,17342,15240,19924,18006,16282,13558,19876,,1639292,1733816,1878398,1731924,1803687,1981517,2015238,1739114,1720954,2020785,,198573,189192,217392,230991,242830,310590,395754,429187,324462,433116
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",20176,12267,12118,8406,8802,11836,11845,10756,9780,19528,,487241,520817,488100,305893,205356,220645,227008,264777,253474,274141,,291751,386838,351420,247347,214758,208735,272489,281934,225548,298335
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,14151,14427,16302,9347,28709,19139,11909,17707,15041,19423,,361707,328750,300306,338465,357600,1600268,6568965,629159,667175,507177,,37650,34910,39468,28869,41354,39910,44513,56667,51736,58902
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",13499,24584,33470,36800,37456,44675,46282,30120,12111,19122,,3102528,3191470,3453620,3053659,3177081,3450840,3525901,3107899,2613765,3164698,,134827,166135,201006,210131,211582,248466,281662,211504,141339,187857
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",3701,8227,13338,17309,13592,18899,47781,17271,9390,18950,,1047401,1300363,1389515,1291136,1318774,1477846,1699165,1555013,1273866,1605557,,40780,48491,46463,54637,44048,59584,100271,53594,38519,52708
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",17467,21333,23853,12714,15971,15530,18119,20687,16915,18940,,838925,863958,891904,728806,710209,763124,819490,821833,768511,828924,,48557,51398,56990,33155,33560,34256,41580,42056,53419,46665
843139,"Parts of machinery of heading 8428, n.e.s.",16571,24591,25234,15954,18687,20815,22194,21226,26957,18937,,1522995,1580398,1370431,1219122,1123908,1253524,1422455,1485984,1352615,1466344,,145945,159852,138550,145555,155284,176686,208853,208747,190012,247581
841410,Vacuum pumps,6991,9079,8596,9233,10550,10608,14155,17409,12233,18845,,952360,1014656,1030320,936812,913116,1011061,1150993,1043140,959652,1098934,,34637,37852,34971,31790,34331,38982,52302,60495,63330,85860
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",28107,16606,15737,21401,9239,19521,25774,18610,15228,18767,,689093,548477,482301,400659,433894,504244,563418,514530,349625,435708,,90644,35898,42726,41755,44912,43573,86621,98382,54573,51830
845530,Rolls for metal-rolling mills,7033,7010,6486,5254,5115,5337,12533,17138,15170,18687,,242476,215486,220682,182106,193361,212973,236115,240704,217334,225532,,115069,97550,88731,85581,92497,104157,158180,218027,143040,153004
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",7163,4913,7817,5452,7420,11155,16316,17688,12581,18672,,216747,239503,260352,234718,226725,271888,300991,275949,257481,273589,,44867,36506,45370,46161,55621,54416,75204,70164,52280,85103
