Product code,Product label,"Korea, Republic of's imports from Russian Federation-Value in 2012","Korea, Republic of's imports from Russian Federation-Value in 2013","Korea, Republic of's imports from Russian Federation-Value in 2014","Korea, Republic of's imports from Russian Federation-Value in 2015","Korea, Republic of's imports from Russian Federation-Value in 2016","Korea, Republic of's imports from Russian Federation-Value in 2017","Korea, Republic of's imports from Russian Federation-Value in 2018","Korea, Republic of's imports from Russian Federation-Value in 2019","Korea, Republic of's imports from Russian Federation-Value in 2020","Korea, Republic of's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",2124,1868,1897,2079,1799,1878,1967,1475,1112,2247,,0,3,1,0,0,0,0,0,0,0,,56464,54673,66459,66300,59684,58020,52457,53829,47673,55935
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",0,124,536,95,553,439,63,937,2750,2194,,841,1055,2099,976,276,1395,2908,3155,4656,11279,,39820,51844,85273,68200,71667,81428,92695,74264,60784,88120
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,184,1153,1846,2166,,572,812,915,619,15,0,154,180,361,362,,463,530,402,402,0,0,367,1989,2868,3657
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",0,120,0,3,0,0,1,0,8,2157,,7866,6516,10197,14486,6761,5298,19258,10215,22738,11372,,5355,6262,6362,6420,8436,11318,11339,10472,10750,10441
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",644,670,3043,642,2165,3300,2929,1576,1132,2077,,58063,72646,71656,84454,79753,73500,87737,86134,109916,145487,,68531,63409,91798,95560,89191,86232,90064,86622,90519,124033
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",1048,643,0,360,223,5,0,0,0,2071,,38883,32920,36514,34302,35688,48959,56534,54534,49248,52113,,73465,67974,68471,48789,39360,45855,36825,32900,31411,52049
110900,"Wheat gluten, whether or not dried",0,0,0,0,0,0,0,0,1272,2028,,12481,13783,32401,44119,48778,40312,55710,52641,68419,77029,,6426,7569,9571,9429,16559,18837,23859,24648,25457,28834
281000,Oxides of boron; boric acids,260,395,477,408,348,756,1970,2453,1705,1968,,50595,44078,38390,32967,38628,40359,45423,36201,36457,39390,,59975,54758,50889,48465,44575,40156,42709,40920,33652,37240
390461,"Polytetrafluoroethylene, in primary forms",2992,4875,5818,3921,3030,4856,4684,3102,2463,1945,,58103,51514,38289,24844,23323,46884,77619,36790,43414,64112,,105072,82251,81652,67922,66976,90059,87765,69351,73615,96349
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",0,0,0,0,0,0,0,0,1019,1927,,2054,4476,10254,6613,9925,19307,26076,34122,52627,99643,,66376,63263,73884,52529,35545,36955,35554,43500,69015,102495
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,7268,1885,5171,228,88,305,577,124,154,1849,,23869,14537,8455,11894,50130,4524,5484,22610,7353,26757,,72520,24860,16775,63729,36537,9121,53203,37798,15520,9303
722490,Semi-finished products of alloy steel other than stainless,0,0,0,1380,0,0,0,0,0,1603,,237170,271733,362186,250610,226572,360991,426203,280362,183412,597228,,55098,50379,156905,175797,215025,132335,79655,84211,64018,99690
902710,Gas or smoke analysis apparatus,21,1303,2427,1849,1411,2237,400,1818,1599,1579,,9947,9041,11642,9156,11156,18563,19552,23805,16360,18059,,130991,149363,182878,248093,280323,350880,401748,429629,412177,434131
711890,Coin of legal tender,0,466,524,0,0,73,118,0,0,1529,,0,0,0,16,0,65,239,1788,1383,548,,0,12545,6827,12009,10910,9046,18962,80007,41973,20786
290542,Pentaerythritol,0,0,0,1,599,1803,2348,1919,1393,1477,,19253,20916,18951,15294,14979,18279,20941,20055,17521,23034,,11416,12498,13979,14449,14810,16448,18147,16358,14470,24187
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",407,765,736,964,696,2118,2865,2825,1465,1432,,12136,15732,13912,14031,10528,18708,33963,25622,13683,13914,,14153,11236,15675,11354,18394,14302,16514,10013,17459,14087
841391,"Parts of pumps for liquids, n.e.s.",600,337,76,4,10,1,89,23,42,1431,,65288,62407,54178,55514,56322,62743,53281,54778,109183,105806,,336423,234323,276728,309337,260341,258906,308151,306831,263767,271656
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,9,23,1420,,4210,2133,4552,8298,13859,25018,67446,61783,73538,220846,,21869,26422,29361,28754,37479,43827,41529,24267,23041,30948
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",1307,2186,1422,3499,1351,1044,1701,1625,2551,1419,,167851,166096,189216,171278,168081,208751,226672,175969,175127,270646,,68103,69216,60108,73082,76680,81455,90443,109304,101821,67576
850490,"Parts of electrical transformers and inductors, n.e.s.",1295,3307,3007,3512,795,1826,1680,1821,3102,1403,,3733,8433,6296,4112,6979,6161,6700,8902,7248,9085,,309696,283291,283943,257808,274404,287139,248219,193629,220249,274575
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",1222,656,296,0,521,116,919,725,1170,1373,,53963,18912,27243,19760,15161,14903,22439,41360,43630,36420,,117880,130335,120019,114850,104045,151205,218047,274172,279259,458637
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",18,144,211,135,153,274,393,511,418,1354,,14593,10819,9513,9122,9807,12207,14517,10454,11016,14338,,30366,31525,27402,22980,23021,25439,41224,21581,20586,28673
720229,"Ferro-silicon, containing by weight <= 55% silicon",1545,1751,1492,1363,739,589,599,849,738,1342,,15367,13956,18981,12324,11089,12567,13186,13307,7601,15456,,47426,41417,42697,40012,34198,34484,37643,32699,24082,38195
491110,"Trade advertising material, commercial catalogues and the like",705,1103,542,67,1212,1095,1057,333,1560,1338,,3882,4766,5047,4794,4739,4605,4646,4547,4563,4666,,23482,22633,21808,21028,18623,20663,17732,15691,14360,13570
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",2,170,170,87,33,267,546,462,515,1320,,13036,12526,5526,7726,10797,7822,14815,18541,15450,42033,,32480,44164,52458,58247,56672,70811,81116,73490,75621,89786
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",53,71,86,331,978,2481,1658,1242,1579,1299,,2628,3406,4199,3795,4214,5255,6063,6122,6051,8564,,68160,79999,99419,95644,110900,114756,112451,103419,95796,134098
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",0,0,0,0,0,0,0,316,1412,1298,,66696,46532,38956,32198,31388,78539,62407,66237,91775,116532,,63618,55316,50067,44405,44731,56327,73833,58428,58428,56034
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",2770,1946,2332,5139,1887,2154,2731,2524,1879,1227,,230,134,1903,2462,2473,3905,905,642,368,63,,2770,1947,2339,5151,1899,2238,2958,2919,2126,1737
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",9646,4168,15184,9642,1673,4643,3142,1222,1706,1227,,1759,25364,31289,32625,37620,46349,35479,28462,41454,62860,,106556,51433,49629,32299,15865,16478,20014,36078,45418,42686
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",27,108,74,33,729,2889,0,0,982,1225,,121540,182491,110430,140978,151093,118043,165329,170172,84452,205571,,2161,211,82,316,1127,3329,88,109,1381,1225
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",8198,6756,8485,5276,2859,47,1172,1030,0,1202,,0,34,32,46,1,93,151,28,52,9,,460300,489748,411452,406365,85227,424288,520682,451579,438901,545121
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",624,517,1580,1041,2896,3004,2269,1710,1730,1192,,43117,27296,36448,31784,17359,22842,27190,41705,27256,26176,,635948,659733,633648,667165,638717,675761,731139,738467,672386,622276
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,339,0,0,0,0,0,0,1181,,5130,4002,2694,3235,3104,3179,6927,9615,9583,12655,,44243,31363,75570,57326,36031,53121,57774,54398,42914,70948
841210,Reaction engines other than turbojets,3667,0,0,721,0,43,0,546,1550,1162,,168052,139382,108646,212497,207894,291951,287967,185338,7630,183654,,4135,1860,4743,5633,5174,270,3716,1297,1654,3024
901320,Lasers (excluding laser diodes),107,211,491,1784,1823,1878,876,886,1208,1132,,67350,54674,74995,106717,128800,311359,200993,159328,112973,136968,,336261,375534,384377,355399,451679,651105,620819,540903,603597,608517
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",4596,925,766,514,634,580,588,668,776,1075,,182863,202959,216638,107549,106475,128030,142035,157431,144925,169089,,62976,66514,66789,66130,60391,59698,58579,52816,51275,53601
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",75,53,0,0,0,0,0,0,55,1074,,37597,62907,76440,74921,51184,114781,148455,210059,35543,54454,,281946,290391,268562,259273,225217,242821,317252,240727,311122,461632
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",0,0,0,5,0,1,0,0,804,1056,,26236,35068,35587,26260,23432,28962,29685,22470,19676,37517,,7139,8957,10478,10155,8116,9480,8561,8260,6038,9363
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",2,4,162,57,15,2,282,1011,975,1042,,10291,14561,14343,11943,14460,19495,24411,31627,35492,52548,,486958,396196,402276,461997,495311,481012,487057,489916,458160,547784
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",1890,2275,1500,728,553,86,237,1355,394,1037,,35437,29961,11684,19520,8185,32786,16655,22339,17262,12138,,107864,104484,146669,157075,186283,74350,85451,78453,86380,83014
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",0,1222,10,1,27383,3134,33,201,478,1034,,732,249,334,626,1849,301,5101,578,1105,810,,80994,78317,63925,113392,263510,262291,320530,273122,214765,495897
30369,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",0,0,0,0,0,34,1875,2628,1359,1024,,3841,3361,6416,12168,11550,12911,15290,26840,23623,13670,,961,42,120,0,0,119,1916,2674,1359,1055
284920,"Carbides of silicon, whether or not chemically defined",1415,957,792,898,798,910,1059,1267,1543,1017,,49199,45041,34126,29634,23918,33614,39569,40026,44330,49232,,90142,75959,73127,61637,50902,56490,60546,52895,52362,73906
120400,"Linseed, whether or not broken",0,0,0,0,15,0,0,0,430,1009,,187364,170756,151839,136134,206182,189424,147334,219227,230375,442779,,1023,992,1748,1802,8192,1410,373,859,1527,2111
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",58,152,80,507,924,201,204,102,9,996,,27654,26399,21992,15960,22617,20933,16576,14776,13074,7065,,2603226,2093671,2585091,2707784,2035413,3045259,3167948,542051,306049,266295
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",73,121,0,2,0,0,38,0,0,980,,180089,286541,329392,414960,294681,325840,366864,411322,371326,511819,,1978805,1810830,2103971,1952831,1359302,1026867,921358,1435899,1051986,1006928
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,387,607,440,436,484,1227,1179,1358,1328,955,,3216,3337,2468,2390,2125,2589,2070,3388,2404,4865,,21417,20865,23293,20638,21530,28748,35385,37495,34569,43788
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",0,0,21,0,316,919,1237,1051,678,943,,18289,19581,21955,21423,19813,27106,33353,33699,21536,31140,,97940,108083,92462,85934,85128,124871,151481,168896,146465,193049
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",770,656,846,709,2493,4028,2812,1481,1221,918,,1367,1373,1841,2388,2984,3404,2670,2073,2045,1466,,123036,126463,123799,117318,140940,176295,179496,207708,241098,248431
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",612,971,3499,3347,535,0,809,197,75,860,,405116,266372,305365,355202,253887,251571,324024,269806,231357,351155,,39449,43412,41572,48831,45825,41757,37571,21462,27630,45775
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",49,126,980,172,11,104,1064,1198,2343,798,,130441,252463,231024,338961,192717,284334,276631,358717,371389,346695,,165697,156597,160992,138480,117763,113764,117083,121124,116907,126808
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",1964,2323,874,112,2762,7288,6638,1303,0,785,,10604,14474,21264,20265,28369,53614,41611,32706,20269,8950,,3788,4112,2266,1846,4486,7545,7534,2671,1250,1591
847950,"Industrial robots, n.e.s.",0,0,0,0,17,0,357,24,0,765,,378,590,1474,1281,406,2851,1286,2314,2791,3667,,117735,125671,133394,141667,124649,216434,165932,182351,149755,194632
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",0,496,679,614,701,556,639,667,696,756,,95,305,499,465,586,1110,3762,3702,3669,4153,,82688,85962,82106,57956,64192,68678,75855,66759,58664,77291
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",140,235,0,18,187,99,72,759,447,753,,27519,26516,27663,21875,22688,48591,68044,58248,101765,137099,,43396,43010,42180,33201,28541,29487,30138,33208,30103,40030
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,4,0,13,13,9,0,3,169,283,713,,17967,27205,20733,16856,20068,23987,38788,26752,24588,34784,,133194,172691,183146,184396,177502,166924,153191,163178,152813,185392
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",1824,2559,2122,2448,1708,2276,2380,1270,605,700,,846420,707341,493631,366182,354651,492527,413715,385981,294818,449591,,12722,16265,12118,16543,18565,19129,15787,13386,6726,7670
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",0,0,0,3,1,0,0,1,519,665,,6545,7380,10974,7087,7203,10256,13183,14908,14175,16812,,23154,33284,28880,34566,34209,35811,35280,33227,34676,37954
810199,"Articles of tungsten, n.e.s.",1300,813,822,1261,699,1793,1002,574,707,664,,5914,5842,5033,1941,835,2121,1525,1229,1245,1099,,26304,20981,22465,22414,18267,21660,23664,18444,20193,27567
701820,Glass microspheres <= 1 mm in diameter,22,43,13,337,554,1362,908,1243,774,664,,3999,6537,6577,6760,7731,8216,10502,12687,10978,15350,,9020,11631,22858,22212,25861,28763,28577,31490,33113,40292
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",78,73,68,62,74,74,122,139,146,653,,9398,10544,9677,7923,9994,12759,11967,10726,13745,18799,,159216,164405,173481,174490,171451,127205,112839,122794,135549,159788
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",211,658,99,163,366,399,223,348,249,649,,20678,25604,26263,28845,24218,31523,33875,40410,91661,92879,,497021,516769,541761,563461,618648,653948,677554,617130,760720,886054
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",1828,1366,2533,2381,2525,631,925,925,828,624,,478,1074,1077,1525,1323,1044,2479,2211,3124,4359,,13256,11345,12643,11367,10813,13074,12309,10965,10770,11886
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,20,0,30,111,2,219,192,251,615,,2232,1713,1663,1661,2222,3221,1794,2693,3008,2965,,29647,40655,52339,42921,45771,34332,15366,19627,24205,21531
701990,"Glass fibres and articles thereof, n.e.s.",0,0,0,69,25,70,12,8,379,603,,16212,18073,21028,16526,20660,21671,28398,26515,26778,37449,,35324,68067,78900,92323,90958,84707,94971,82693,106206,114930
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,355,348,231,378,595,,0,0,0,0,36,23814,30201,27627,22961,44122,,0,0,0,0,0,5656,4789,4365,2434,3924
220860,Vodka,147,407,411,357,317,337,347,588,590,545,,207573,234775,218338,116125,121598,135649,149888,161469,149333,167828,,6559,9333,10336,7900,7911,7328,8885,8797,5558,6984
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",218,486,493,453,473,371,427,401,468,536,,56,13,0,0,96,6,312,10,15,35,,7725,7049,6373,5994,4108,6163,5870,12108,15288,17779
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",245,250,266,267,667,560,1022,356,823,531,,11,38,26,63,23,47,49,123,172,319,,3271,3152,2632,3662,4730,7475,8745,7957,6730,6830
811229,"Articles of chromium, n.e.s.",5096,1195,283,792,1202,1308,609,889,468,522,,7916,5879,8145,8185,9315,6912,6307,3662,3655,4138,,13041,10478,11888,11945,11034,9196,8247,9070,7494,7577
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,65,0,0,0,939,515,,455,325,584,802,1049,944,1015,1156,438,1113,,7346,2559,4649,2439,3775,1559,2035,1709,2711,3620
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",1458,270,0,81,47,198,154,2881,931,514,,3222,1224,1786,2224,4691,6849,8926,11790,8325,11736,,292485,305498,412736,343255,357362,434825,460837,450221,441702,501638
