Product code,Product label,India's imports from Viet Nam-Value in 2012,India's imports from Viet Nam-Value in 2013,India's imports from Viet Nam-Value in 2014,India's imports from Viet Nam-Value in 2015,India's imports from Viet Nam-Value in 2016,India's imports from Viet Nam-Value in 2017,India's imports from Viet Nam-Value in 2018,India's imports from Viet Nam-Value in 2019,India's imports from Viet Nam-Value in 2020,India's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,195,0,0,0,0,0,50,0,0,,11768,9941,8869,5729,6814,167378,16581,3740,3075,7322,,0,3916,10424,10905,12161,14136,14054,13243,21687,20805
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,42,19,0,69,,0,0,0,0,0,0,0,0,0,0
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,53174,24260,19402,10497,,0,0,0,0,0,0,0,0,0,0
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,0,6,0,2,3,145,4,0,0,14,,0,0,2,0,0,51,0,1,1,6
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,108,0,0,,0,0,0,0,0,0,263391,240796,217947,244046,,0,0,0,0,0,0,81,122,51,108
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,0,0,0,0,0,0,0,0,0,,140152,140487,176476,158421,144540,200001,1858,1448,1059,1775,,115,18,15,78,35,5,6,4,0,1
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,667,770,835,2688,1526,2350,3939,1181,1347,1319,,0,0,0,0,0,0,0,0,0,0
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3416,4003,5273,3749,,0,0,0,0,0,0,0,0,0,0
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,2326,1444,7170,2452,2572,2315,392,189,32,417,,0,0,0,0,0,0,0,0,0,0
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,0,324,744,378,437,226,40,2413,6676,3433,,0,0,0,0,0,0,0,0,0,0
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,1,124,43,286,411,78,193,171,200,2718,,18,0,87,56,78,1374,673,1313,117,30
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,0,24,0,0,7,24,0,2,,,0,0,0,1,0,0,0,0,0,0
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,37,2245,2552,1117,557,313,170,294,343,25,,0,0,0,0,0,0,0,0,0,0
40900,Natural honey,0,0,0,0,0,0,0,0,0,0,,58131,89966,132974,102886,73055,63275,65783,52953,70663,108463,,2409,1182,1854,1780,1110,2425,3262,1989,1335,2103
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,0,0,0,,2284,5715,7297,9206,7774,8961,9940,9189,6819,4007,,0,0,0,2,1,1,0,0,0,0
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",16,0,0,0,0,0,0,0,0,0,,0,0,22,5,49,29,17,19,0,,,5681,7677,2660,3151,3526,3534,2293,2391,1730,1534
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,19,0,0,0,2,,20221,58600,60958,90376,151755,49558,12166,5356,420821,1121650
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,0,428,111,233,71,20,262,175,76,103,,2492,14990,42515,37758,17612,22242,44305,74673,209653,207963
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,713,1332,671,697,465,144,2221,1852,848,4117
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",0,0,0,7,0,0,7,0,0,0,,1998,2883,3316,3495,5631,7735,5588,7713,10458,7179,,187,250,158,170,197,397,838,869,510,343
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,3,0,0,0,0,0,0,0,0,,756,261,787,934,1246,1289,1386,1628,1156,669,,224,195,40,250,21,476,332,154,200,435
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,0,0,0,0,0,1,0,0,0,,1220,1230,1251,1130,608,674,1271,1527,1011,1339,,1303,1020,5698,8189,7022,7184,8367,7928,5366,9177
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,9,0,0,0,0,0,0,,20,14,7,5,11,10,1,2,11,1255,,1543,1926,2951,2255,1777,1602,1187,646,478,444
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",0,0,0,0,0,0,0,0,0,0,,26,13,23,46,19,35,46,47,67,726,,2146,3298,5057,4980,8151,8445,10690,8715,5629,7353
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,0,,0,110,224,129,1398,2477,4067,5542,7025,7459,,202,181,60,195,37,62,120,191,164,185
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",36,0,0,19,0,0,0,0,89,0,,3234,5804,14972,2176,3187,3647,10835,13346,40050,60330,,37558,37292,48920,46227,35904,48487,52015,38452,25863,33367
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,1382,542,627,942,1481,5359,6337,9376,10351,21963,,540,26,86,7,119,15,43,28,187,272
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,0,0,0,0,0,0,0,0,,1224,1763,1701,2695,2217,1899,2657,2330,2178,3387,,233,281,335,8,111,43,227,561,345,143
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,324,289,72,39,39,47,9,63,176,229,,2,2,6,11,35,56,123,133,44,121
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,13747,183189,148468,116775,95217,111228,61617,74012,53454,23005,,177,740,571,409,706,642,676,1098,530,701
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,0,,78,66,131,278,361,171,170,20,38,41,,132,203,413,313,55,32,17,118,62,297
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",6040,11126,6607,32118,14391,31613,0,141,1,0,,416,315,188,308,1252,659,2355,2961,2095,9846,,11840,16144,12243,41298,24635,43389,17249,18688,11351,18715
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,0,0,0,0,0,0,,0,0,137,21,966,2782,3056,3457,3377,72,,165,15,19,174,78,148,105,204,175,365
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",24,0,0,0,2,2,1,0,0,0,,5739,4736,6178,5327,5387,7771,8749,14961,30282,38110,,752,629,91,189,522,235,172,152,198,250
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",51,153,280,215,409,263,15,0,0,0,,2306,3788,3466,2652,2471,3250,6734,12817,9343,5088,,7175,12631,19116,7712,1992,2012,1791,1597,814,475
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",61,1413,223,21,0,96,0,0,7,0,,9300,8908,8346,9966,6659,9569,9937,10467,8317,23828,,739,9736,15374,21878,30713,23613,12298,9389,1023,850
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,0,0,0,0,2,1,0,0,0,0,,3779,8125,17812,21912,19349,4785,5353,5499,3628,3126,,2265,2373,2903,1574,3927,10994,13670,16294,4019,3190
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",4,0,22,0,0,0,2,7,0,0,,4549,2197,744,612,752,781,725,814,858,650,,1304,1435,1903,1659,1358,1455,1152,904,356,309
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,0,0,2,8,0,9,0,0,0,,3008,5452,19498,49498,16349,10256,11952,3606,4082,5064,,259,231,165,127,88,81,92,177,42,427
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,15,0,0,0,0,0,0,0,,2031,271,170,445,245,562,155,160,621,1375,,64,10,36,0,5,27,16,7,5,44
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",0,0,0,15,8,39,11,21,0,0,,16785,13328,17062,22777,23972,21698,25079,26181,24544,51215,,4397,4543,5157,6757,7259,14381,26410,23011,5976,2787
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,1732,4425,3910,3128,4543,4013,2465,3129,17494,65199,,765,748,452,347,548,4492,8185,6788,2644,5575
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,6,,0,0,286,37,60,122,1780,60,3,10
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,6,1,2,0,122,,1892,1384,1236,1294,1097,1153,1592,773,386,251
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",34,16,0,0,0,0,0,0,0,0,,3402,24,34,40,33,56,55,28,49,18388,,19687,18462,15240,21210,18324,15957,19382,19786,16042,18853
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",81,0,191,292,239,0,180,0,0,0,,76,45,54,47,307,1,13,0,0,12,,14146,6416,8953,9895,5719,8016,7789,6005,4756,4185
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,117,11,0,0,,185,5,48,2033,5229,1958,2521,6907,29820,4891,,17985,25551,24692,33035,37475,58795,56154,55621,35691,54181
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",5,0,0,0,0,0,0,0,0,0,,21,44,50,545,559,391,1120,655,2000,1407,,53370,39569,41960,50196,53566,58224,77700,52138,37924,70539
730120,"Angles, shapes and sections, of iron or steel, welded",0,0,0,0,0,0,0,0,0,0,,5652,12938,3056,8164,11364,8181,118,474,297,970,,9805,8942,13880,7887,3962,5706,5067,3725,2303,2723
730721,Flanges of stainless steel (excluding cast products),11,5,0,1,13,2,7,2,0,0,,13081,14693,21524,22042,20883,19589,25946,24420,21325,15179,,15316,9169,11232,6976,6557,8937,13279,12223,13121,15557
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",3,0,0,1,0,0,11,0,13,0,,585,336,564,365,608,2085,1527,1134,1668,3961,,10669,10935,15449,13100,13105,16352,18386,14700,10732,15905
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",20,0,0,0,0,11,0,0,18,0,,12884,977,5239,4365,5501,2648,930,87,161,774,,33890,35217,36173,24647,23886,29926,38971,30652,22879,33530
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,0,,1,14,60,87,12,56,131,208,100,,,8428,2152,2807,5760,6203,9080,12610,17147,11883,8152
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,0,0,0,0,0,0,,205974,184998,158417,16117,18381,228690,184695,212104,549136,673371,,5152,7489,6137,3998,3413,3599,4581,6493,2870,4819
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,54,14,12,30,9,7,732,14,16,,,33936,17150,10738,32083,8347,9482,11575,12668,7843,11253
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,468,4,74,60,193,937,11686,10586,28688,20249,,137015,52343,59327,95251,46803,43201,68041,99893,29810,22298
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",68,0,0,0,0,0,0,0,0,0,,1923,1825,1691,899,842,1111,611,888,1106,4975,,2500,7026,559,492,221,851,983,1152,76,96
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,0,0,0,0,,5414,4429,9471,8962,2641,2382,4595,7603,9281,4686,,3464,3061,1830,3848,19720,2432,771,571,1245,4635
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",72,0,0,0,0,0,0,0,0,0,,11102,9912,5184,711,458,128,381,554,222,117,,9385,10625,13772,14508,14537,20067,24892,19115,16211,27504
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,6750,1520,1346,256,369,187,378,197,97,23083,,3496,17844,2921,5188,16963,3743,3472,657,78,427
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,1,1379,1016,1036,77,,14831,5240,5780,2599,1319,1704,5935,206,98,161
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,537,1085,107,330,152,91,4016,5052,4635,1590,,264,196,1071,266,88,127,403,116,195,205
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,8,115,0,1,5,774,233,2366,12,1425,,859,368,114,109,331,367,293,287,166,373
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,703,517,0,3,0,874,1644,0,55,,,8728,7118,7920,7182,7310,7640,9507,7068,6293,12781
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,886,363,402,349,319,0,0,0,0,,,1147,1667,1479,2552,6108,3365,4354,9524,8859,2845
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,4,0,0,0,0,0,2,0,0,,28,107,89,62,39,19,250,67,2299,2909,,35332,55236,50633,46904,35975,54829,50871,43451,32449,46638
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",1,0,0,74,139,0,81,40,0,0,,13737,14724,19454,16075,16209,19812,15889,18030,21425,39224,,12753,7854,8338,10937,12293,15160,17330,17004,18245,22683
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",1,1,118,182,387,123,179,0,0,0,,6248,5469,3867,4575,3811,4616,49798,48449,39627,65393,,4817,5922,2792,7865,2165,25734,17635,29899,7550,18691
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,1,0,0,0,0,5,0,0,,78,25,91,60,41,21,45,101,144,172,,0,2366,2969,2494,1794,1910,2200,1358,216,261
741819,"Table, kitchen or other household articles, parts thereof, of copper (excluding pot scourers ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1632,0,0,0,0,0,0,0,0,0
731920,Safety pins of iron or steel,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,220,0,0,0,0,0,0,0,0,0
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,29,53,60,50,85,43,6,13,28,25,,995,2664,2365,2111,1924,2130,1801,1014,415,1066
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,0,0,0,0,,13,0,0,414,0,4,0,12,0,127,,2932,2935,1917,2331,10212,4311,7065,5358,4283,4157
731412,"Endless bands of stainless steel wire, for machinery",1,0,0,0,0,0,0,0,0,0,,12,0,98,0,2,1,8,0,17,3,,398,267,421,229,332,442,763,1360,906,712
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,12,141,153,76,51,124,177,76,275,,393,613,738,819,529,685,1476,2072,805,1485
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,4,97,15,0,34,5,32,,508,786,1778,4224,5052,7070,8260,7966,8177,8078
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,36,0,49,124,558,0,0,0,0,,,55073,60179,61368,49374,49393,8218,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,73,0,0,0,,0,0,2,0,0,0,0,24,889,292,,43223,60984,57032,45635,36490,31840,41259,56783,31200,48248
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",27,0,0,0,0,0,3,0,0,0,,1115,894,322,473,405,1055,2877,2321,1790,5228,,12624,14382,18288,19821,17898,17661,23667,8221,5753,7293
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,89,51,0,23,8,6,309,755,1277,1024,,11,32,216,185,4,1806,1603,209,630,238
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,22,0,8,9,0,2,,19,76,67,108,39,59,205,24,3,213
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",28,319,75,0,0,0,0,44,0,0,,796,863,355,617,1013,6955,15222,12096,8579,1779,,2328,2681,1391,1976,992,1554,5993,3911,1597,4694
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,42,0,59,71,497,498,2381,1823,298,226,,16,173,20,25,17,103,80,89,439,423
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,0,0,0,0,0,0,0,0,,2453,1956,2682,4336,4239,4332,4911,11342,17462,20257,,13,52,31,0,0,0,1,0,24,35
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",0,0,0,0,0,0,9,23,3,0,,5429,6615,6512,6863,3566,3713,6588,7901,6296,5707,,1399,1157,358,391,307,1931,1520,1263,830,312
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,179,25,0,0,0,1,0,0,0,19,,398,352,162,105,417,250,287,480,135,91
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,10,4,255,722,31,59,153,2,0,254,,413,908,873,146,389,461,597,676,520,268
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",5,0,0,0,0,0,0,0,0,0,,414,173,1166,2375,1299,1590,2312,6901,17835,29789,,13955,10480,5795,5491,5531,6871,8923,6959,6836,4820
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,7,11,5,,71,5,58,93,18,22,2,194,36,85
580135,"Cut warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2019,0,0,0,0,0,0,0,0,0
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",73,487,510,0,0,0,0,0,0,0,,8,2,22,17,138,448,513,745,360,1446,,570,995,649,111,108,103,58,113,107,71
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,0,1,0,0,0,0,0,,1695,1761,1468,958,1027,1022,661,926,994,1415,,783,1134,1393,2159,1709,1661,992,1472,379,460
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,2,0,0,,0,0,10,0,0,47,85,240,29,84,,574,1022,643,570,370,1878,1354,1311,1347,2091
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,1,0,7,17,5,71,,2918,2095,1864,1329,885,740,1116,1040,882,591
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5970,11351,14006,8404,5807,8247,24484,48057,20338,49740
530610,Single flax yarn,0,0,0,0,0,0,0,80,0,0,,0,0,0,0,0,0,33,26,3,4,,23180,34670,47771,82836,50971,62280,64810,27467,13700,31401
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,,52504,67057,70952,63110,33772,28403,24939,21898,7951,20839
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,243,239,243,210,310,225,129,85,99,144,,696,359,246,358,117,154,55,43,2,28
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,1,1,1,0,0,0,,4659,3355,4469,5120,4246,4514,5350,4048,2825,3336,,14538,10939,5545,3802,3263,5990,4198,5351,1896,4155
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,0,135,0,0,0,7,26,0,0,,0,0,66,52,11,0,5,49,33,95,,2609,1962,2931,4168,3286,4410,6113,4022,1703,2491
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,0,0,0,0,,82,0,0,44,59,68,61,43,70,107,,483,774,716,1543,1207,1336,1894,2301,1188,4383
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,1,,0,0,0,0,0,20,194,471,484,2096
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,0,0,1,39,274,,602,2511,1589,1128,2233,1234,1451,1647,642,1010
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,7,0,0,0,0,,0,15,3,1,0,0,111,120,15,4,,183,714,216,109,95,122,300,111,79,516
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,52,0,0,0,,102,33,13,20,14,6,1,19,4,13,,5868,6194,6805,5191,5167,7987,9637,11981,204,189
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,7390,10397,11351,10279,12045,14110,15691,12308,13017,23524,,64,224,773,631,461,606,1045,1362,297,805
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,3,0,0,0,0,0,,9190,10242,16077,15369,9253,12166,20975,16498,13289,9016,,64,93,78,77,73,275,686,428,71,59
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,3,0,0,0,0,0,0,0,,799,360,3041,2284,4550,10476,11685,10903,13551,21154,,89,72,302,157,508,1114,1170,941,370,496
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,0,12,0,1,3,0,0,0,0,0
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",1,1,5,3,44,45,91,1,1,0,,0,0,0,29,121,78,162,17,19,1501,,313,691,277,585,494,512,488,380,584,338
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,1,6,27,61,54,438,0,0,0,,,194,559,1747,2220,1955,856,0,0,0,0
591120,"Bolting cloth, whether or not made up",0,0,0,0,0,0,0,0,0,0,,0,1,1,17,0,0,0,10,14,,,4237,4120,4441,3954,4302,5406,6435,6265,5584,7198
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,51,,3764,2536,2984,3216,2612,2659,3255,3973,2759,3642
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,99,20,8,77,3818,4736,610,442,4,,55,255,292,268,400,162,146,78,17,53
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,53,21,2,0,0,0,345,,4,3,0,4,0,1,15,2,0,52
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,2,4,5,169,274,145,671,1224,1183,1309,,699,1817,511,536,1321,450,1248,1152,451,48
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,0,0,5,88,0,1,10,80,69,17,,1836,2047,3259,3495,2033,5095,8123,7334,3352,1473
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,,,0,6,337,431,269,316,295,395,294,135
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,360,10,9,629,242,30,425,199,95,47,,139,237,215,199,339,372,205,528,1277,1094
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",0,0,0,0,0,0,0,0,0,0,,482,507,1048,599,482,422,474,520,635,713,,1649,1407,1603,1655,2574,3244,4780,6642,4511,6260
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,3577,5645,4958,3448,1790,5963,1259,800,538,539,,65,56,65,22,38,56,289,130,79,140
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,0,0,0,0,0,0,4,0,0,,39257,26530,15544,20330,18715,18183,18134,14906,8495,1159,,517,345,375,143,143,170,317,251,327,288
