Product code,Product label,United States of America's imports from Saudi Arabia-Value in 2012,United States of America's imports from Saudi Arabia-Value in 2013,United States of America's imports from Saudi Arabia-Value in 2014,United States of America's imports from Saudi Arabia-Value in 2015,United States of America's imports from Saudi Arabia-Value in 2016,United States of America's imports from Saudi Arabia-Value in 2017,United States of America's imports from Saudi Arabia-Value in 2018,United States of America's imports from Saudi Arabia-Value in 2019,United States of America's imports from Saudi Arabia-Value in 2020,United States of America's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,19482,10722,16067,13479,13006,9413,10127,7726,8943,11636
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,43650,69137,48710,56178,56196,41438,37631,34495,43086,75134
940110,Seats for aircraft,0,0,0,0,0,0,7,0,0,0,,56,82,30,1,101,227,81,0,0,0,,505561,543835,746700,771785,706313,644002,718063,722766,529158,278981
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5163,5148,4719,7008,7733
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60438,78411,67107,51222,69309
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",0,0,0,0,0,0,0,3,0,0,,318,198,573,315,268,259,848,22,0,0,,1627048,1722839,1700738,1470223,1340329,1304393,1532607,2000388,4073756,6182443
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",0,0,0,0,0,0,0,0,0,0,,0,0,144,2,33,2,0,0,0,0,,688135,715708,883881,806700,842447,787035,762353,780916,812669,976958
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,19,33,41,65,12,11,4,16,0,0,,33,2389,919,245,164,59,1991,0,0,0,,786891,723959,639604,807430,725037,629609,671979,681750,672762,802381
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,0,0,0,0,0,0,0,,0,0,71,541,41,6,0,0,0,0,,12983,67357,21865,9217,640,0,0,0,0,0
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",0,0,9,0,0,0,39,125,159,0,,2094,744,880,1821,1914,1593,4106,8,128,0,,2933154,2973204,3511562,4000000,5297188,2177444,1906019,1884115,1343341,1766987
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,329,0,0,0,,27343,37140,36807,35665,38834,19661,24353,21363,21736,11915
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",0,0,0,0,0,0,0,0,12,0,,0,0,0,0,0,0,0,0,0,0,,200163,195561,186095,164871,129415,155461,176612,174946,123693,157165
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",0,0,0,0,0,0,0,0,0,0,,671,616,2745,1967,3574,5133,7236,2977,143,415,,66732,55974,67935,46012,51846,36659,45004,52038,38581,30428
850650,Lithium cells and batteries (excluding spent),0,0,0,11,0,10,6,0,0,0,,213,30,231,314,618,777,249,0,0,0,,283960,292652,328514,306452,309875,377599,391838,325092,312727,366095
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",0,0,0,0,0,0,0,0,0,0,,519,187,616,432,212,279,297,0,4,0,,26304,25072,27931,30873,37587,46261,64160,27388,20194,31211
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",0,0,0,0,0,0,0,0,0,0,,2164,534,488,1536,1606,499,523,0,0,0,,638806,756274,745777,937083,766066,778822,966724,1278998,1334675,1804296
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,27,0,0,29,12,49,7,0,0,0,,148325,164932,178367,221530,233646,269468,272554,192468,268532,296346
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,4,1,0,0,0,0,,227797,202393,145410,170748,164747,170270,174900,107448,86996,109638
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",0,0,0,0,0,0,0,0,0,0,,186,616,677,837,409,381,1070,0,0,0,,23269,23690,29606,25352,29627,29886,24478,20769,23926,19655
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron ...",0,0,0,0,0,0,0,0,0,0,,2514,3465,2041,5068,1162,987,1394,0,0,8,,191959,227033,255152,249488,281719,410344,353818,321199,359881,434161
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,0,0,0,,0,193,0,0,60,8,10,166,434,191,,432780,255761,293925,240720,148019,235048,640860,487562,194296,214901
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",0,0,0,0,0,0,0,0,0,0,,88,0,0,220,251,321,593,0,0,0,,78337,112836,48837,64002,40376,37389,78658,109761,73903,90018
854620,Electrical insulators of ceramics (excluding insulating fittings),0,0,0,0,0,0,0,0,0,0,,0,0,0,7,1,67,47,21,0,0,,147015,126562,141049,143535,125674,124403,135755,99703,108949,104925
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",0,0,0,0,0,0,0,4,0,0,,469,187,32,65,268,187,310,199,76,52,,75621,83659,87244,88888,97027,126188,166482,177902,211355,298096
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,0,0,0,0,0,0,,96,0,0,19,285,689,29,0,0,0,,15750,16326,16279,15510,14088,16247,21289,19017,16034,14642
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,1138,478,742,126,1316,4829,433,0,0,0,,2731,3235,4001,4123,5229,6566,6056,5671,5918,8672
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,803,27,577,0,1516,1705,4759,25,0,0,,476802,360529,634606,589883,441289,497907,732424,667941,343015,458869
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,242917,302941,300819,238283,256859
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3539,51088,70336,30921,54106
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,108,0,0,0,0,,53,68,103,48,401,116,171,0,0,0,,506968,605226,526043,540053,650254,770769,975550,1157358,1238151,1738906
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,46031,186737,62326,15556,39730,36580,50491,0,0,0,,3719525,5160196,5653923,7066582,11027363,16084005,20867646,20863254,18258919,14705796
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2215827,2567589,2483826,2514647,3740138
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,12495,6091,16248,9060,12247,28512,24067,897,448,70,,3850744,4415088,5298078,4816360,4402576,5498921,4288212,4111198,2839275,3206777
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",0,0,0,2,0,0,6,0,0,0,,329,80,0,141,454,213,451,0,0,5,,3180128,3156929,3595053,3794506,3745533,3819624,4221227,4085011,3673727,4702032
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,33,154,85,152,78,150,72,0,0,0,,376173,302783,297291,270172,312704,354496,361776,353762,393870,585144
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,0,0,0,0,0,0,0,0,0,,4169,1066,867,5418,1617,4663,2011,282,76,3,,130198,112666,119301,119066,91300,118507,110785,67123,89193,131089
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,1599,4414,2001,3,2683,278,0,0,0,0,,582772,669911,531358,496752,287915,262231,229349,352709,242422,337824
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,0,,196,2456,2432,3718,274,24975,55257,0,2640,0,,269,566,5511,1392,1737,1239,6143,483,351,1338
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,0,0,0,,0,30,0,10,6,0,0,0,0,0,,50019,55975,47794,53358,53922,65412,66791,67562,83617,122337
890610,Warships of all kinds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,37,0,0,0,0,0,0,0
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,29,121,3014,8293,6929,0,84,211,39,978,,7941,10624,10014,12053,28920,35231,40366,39934,35052,43098
390750,"Alkyd resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,129,502,4427,2732,4665,6107,6317,7378,3960,6643,,17586,17111,19901,17319,17844,25747,35931,31552,30586,56508
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",0,0,0,0,497,0,0,0,0,0,,84167,53007,21100,51903,84846,22672,4432,1105,36779,48597,,1064958,1150773,1278674,1052289,1046212,0,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,72,0,58,31,3,72,0,0,,769,1598,178,310,620,249,466,281,375,868
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,30,0,0,5,0,7,7,9,,69787,72730,87645,75707,75428,69077,60502,65976,61455,72193
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",0,0,0,0,0,0,0,0,0,0,,29,143,122,589,198,525,278,31,0,97,,146801,150996,182682,172561,179786,190534,210600,204391,213007,231365
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",0,0,0,0,0,0,0,0,0,0,,1047,1070,1031,1861,2501,2937,2101,7854,8078,6104,,67403,65931,63240,56280,60139,65695,71168,62126,66063,92178
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,0,0,54,0,10,0,0,0,,2814,3737,1712,1012,675,773,647,0,0,0,,6333,7530,8521,9705,11027,8999,8775,9811,13434,26480
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,0,0,0,3,0,,8299,9080,11894,10005,7085,2154,325,115,69,708,,114539,116813,131410,149618,177173,216303,222236,212878,204896,245264
391722,"Rigid tubes, pipes and hoses of polymers of propylene",0,0,0,0,0,0,0,0,0,0,,649,2442,2273,1456,473,423,604,438,475,1750,,22339,29157,35733,33255,32977,34005,37158,37889,35329,51165
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",0,2,3,41,17,0,0,1,0,0,,2330,2293,3384,1080,1838,1363,897,683,827,994,,852865,1024707,1154964,1330502,1856262,2381050,3504278,3656039,4182862,5277207
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,5616,4819,1562,298,443,201,198,53,0,8,,298,451,321,259,1089,7575,18416,7103,6184,5063
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,778,45,288,457,301,1215,1311,,65113,77237,85309,61793,34702,40098,22983,23294,29473,45065
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,1358,39,0,721,1008,288,172,241,914,575,,23447,25675,13630,10462,7427,7892,5878,7033,21101,32707
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",0,20,0,0,22,5,74,147,299,0,,249923,301228,320077,351112,281793,250963,249974,96208,119237,136012,,34593,32195,34001,31973,32354,39379,50939,65634,70163,83830
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,168,23,0,0,0,0,,34007,36172,37040,32648,32774,29369,41831,36836,38370,39832
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,382,0,0,0,0,0,0,0,0,,0,0,32,0,0,0,0,0,0,8,,10879,11458,11832,7402,13614,15949,12596,18443,14777,16482
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12157,15663,14689,12171,12091,16210,13246,12639,14065,12383
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,0,0,0,0,0,0,0,,62,1450,1077,1,86,58,0,8,6,9,,32989,26434,29788,23240,26058,31520,30010,31205,30371,27010
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,652,1647,3084,7379,12561,5091,7857,32039,24985,1039,,234153,237422,248895,210439,189627,212032,236404,192759,187465,242400
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",0,0,0,0,0,0,12,0,0,0,,8370,2382,2159,2746,3229,3158,4093,1530,6095,4032,,233971,242344,249145,251479,238633,255924,282530,285996,315273,334371
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,91,63,85,0,0,0,,13452,13888,13281,14319,16027,14988,14780,15069,13132,12080
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,,4339,2902,1291,2566,297,369,567,462,506,1025
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",0,0,0,0,0,0,0,22,0,0,,20290,16014,14324,9337,10193,10710,8888,7021,4956,9184,,104314,108966,115031,122312,127581,185471,146333,118245,118946,139132
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,281,996,4147,1908,2842,3158,14880,11054,981,2064,,234333,240200,273970,253872,232456,258799,314126,306961,227422,287178
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,6,950,325,0,0,0,,8118,9311,11521,10655,11859,11788,13113,13465,10459,8755
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30100,9475,8347,7102,6304,6170,5487,5053,4201,4981
370295,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,163,0,0,0,0,0,0
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3614,3472,2602,2574,2917,2510,2801
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,0,39,66,24,0,15,105,94,0,0,,43693,56476,22201,14252,9332,14781,15909,16863,11044,15881
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,0,0,0,0,0,0,0,0,0,,1458,3145,1699,689,14,50,8,0,26,17,,22285,13987,10956,9349,7279,15515,52814,142468,125113,133924
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",0,0,0,0,0,0,0,0,0,0,,0,115,117,4,0,63,22,0,0,0,,199358,185045,187443,191310,168480,197416,224013,229511,194258,229657
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,1223,1586,503,1217,1955,3606,3979,2276,1869,1871
380852,"DDT """"ISO"""" """"clofenotane """"INN"""""""", in packings of a net weight content <= 300 g""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,30,0,50,23
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",0,0,0,0,0,0,0,0,0,0,,0,140,1256,1114,251,205,167,0,162,0,,50909,48063,46988,48896,38090,43875,48614,45120,34078,41881
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,68,0,8,70,0,,0,0,0,0,0,0,0,0,0,9025,,0,0,0,0,0,195875,226786,210349,217784,376340
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,0,0,0,0,0,0,0,0,0,,37128,48414,34100,2614,682,711,667,995,1084,2057,,49800,43350,40773,51178,52663,59837,65981,73445,74476,90127
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,0,0,0,0,0,0,0,0,,4650,16788,6128,18366,39054,1116,7035,5961,1696,0,,22221,22796,15373,13414,15105,29739,26101,26789,25108,58189
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",0,0,0,0,0,0,0,0,0,0,,17130,2393,3173,856,2249,16276,23921,17529,1614,11,,4621271,4275996,4383293,5430434,6278844,5803249,6600001,8927252,9652473,11093857
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,63634,18681,6412,8118,27055
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,404,14961,13370,20809,23449
300650,First-aid boxes and kits,0,0,0,0,3,0,0,0,0,0,,5969,11769,11670,154,350,846,659,0,63,0,,24992,26881,28746,31630,33647,33729,41922,38881,51178,56901
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",0,0,0,0,0,0,0,0,0,0,,174,65,127,459,11,89,3,0,0,0,,4938,7592,10469,7423,9502,8293,6097,6412,4564,4847
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,0,0,0,0,0,0,0,0,0,,29,0,0,207,74,0,73,15,0,16,,20574,21209,23319,25723,23542,26153,33360,30835,29528,40717
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,0,0,0,0,0,0,0,0,0,0,,1575,2065,153,65,558,63,597,484,593,385,,50160,28282,31322,24339,17724,22782,23709,21251,20720,23595
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,0,0,0,0,0,0,0,0,,4061,1245,1547,968,844,482,458,2660,1647,4300,,56115,50611,54481,52473,45727,54376,70549,58367,63380,68757
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",0,0,0,0,0,0,0,0,0,0,,246,466,1457,2374,2338,1164,861,159,42,118,,40266,36324,37253,38097,40452,45956,43057,36435,29712,36650
320740,"Glass frit and other glass in the form of powder, granules or flakes",0,0,0,0,0,0,0,0,0,0,,414,571,598,23,101,118,0,0,0,0,,53278,55784,58619,65188,62806,79008,97592,110544,110975,132222
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",0,0,0,0,0,0,0,0,0,0,,493,217,125,1263,1326,1659,1107,630,103,79,,9582,9438,11438,14169,13342,10855,10331,9435,9813,12063
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",0,0,0,5,0,0,0,4,0,0,,4255,3405,2915,3747,2520,2133,1829,1693,1304,1500,,53392,60012,43630,31885,32009,34680,35007,40813,50971,53644
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,81284,123123,115702,179785,179048,170251,179820,153235,71852,111870
330130,Resinoids,0,0,0,0,0,0,0,0,0,0,,290,76,0,220,319,749,1114,192,46,236,,5600,5755,6408,7910,9972,9350,9877,10359,7688,6532
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20556,16808,6974,0,0,,10,8,0,0,0,0,5,0,0,0
292310,Choline and its salts,0,0,0,0,0,0,0,0,0,0,,0,49,0,0,94,132,507,0,0,0,,22177,36746,46741,33317,16277,30593,32994,40643,36404,37707
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,0,0,0,72,49,207,384,543,335,379,,56482,57340,56913,65764,77256,85654,92147,88941,98239,113882
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
292411,"Meprobamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,45,350,696,363,256,343,278,158,195,175
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,0,24,0,0,,161872,148494,131373,149041,128100,153401,156163,144439,156825,218724
293040,Methionine,0,0,0,0,0,0,0,0,0,0,,0,0,0,93,0,0,0,0,0,0,,33764,36243,38800,58518,47937,60897,54671,52161,64816,47655
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2838,4281,5737,1432,5084
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,14,15,35,113,335
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,75,329,128,71,993,1071,596,9853,3311,141
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,174,2466,860,1184,892,2131,1760,2288,4773,3871
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,57,0,0,0,0,,1896018,1954090,2993814,1575401,3264258,3103768,3437732,3015657,3433729,2973411
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1353,1268,1573,1110,1222
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,41321,42520,38497,58346,66244,77518,103719,82652,85135,82030
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,0,0,0,0,0,,197,0,0,0,0,0,0,0,0,0,,58775,83971,90374,113934,157998,266542,267489,2330270,3565552,4101440
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,453999,74177,155390,81644,70150,68065,562098,1020622,634327,927048
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,3163,1405,516,214,53,0,143,401,0
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3994,7122,3160,9484,7384,6176,5776,3977,5794,4711
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,127466,143298,138969,146085,129502,134275,155119,161746,242534,269967
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,131,0,,96246,87036,75040,106802,86608,70832,70380,104536,57148,44088
294200,"Separate chemically defined organic compounds, n.e.s.",0,0,0,0,0,0,0,0,145,0,,40,2886,3489,39092,3345,315,9191,308,539,4,,64982,69819,74042,68703,58182,64308,80752,101108,64193,88188
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,184,79,236,57,32,34,12,15,28,1
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,2,0,0,2,0,0,0,3,0,0,,0,0,0,1,2,0,0,0,0,0,,111166,109051,148798,157792,120526,126323,118772,102348,51010,64153
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,2,0,0,0,0,,11534,11958,13167,17164,18160,15909,11108,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,2658,3691,2350,2563,4014,4562,5449,6462,4615,3886
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,,36521,43889,50676,61663,58553,62500,64663,65009,96551,119512
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,465,439,323,757,216,243,121,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,80,23,69,0
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,124,0,0,2,0,60,41,0,13,899,,17456,20423,24533,22326,30719,26661,32065,32881,31396,35735
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,0,0,0,0,0,0,,0,140,0,1,58,31,60,162,13,107,,16697,29286,28851,35263,74129,68385,74416,46188,39965,40705
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,0,0,0,0,,0,0,28,41,118,117,333,131,109,120,,294628,286770,265684,325032,277895,305675,549240,367533,338502,657883
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",0,0,0,0,0,0,0,0,0,0,,6478,4894,1215,5306,2819,3939,4773,2533,1747,3737,,72088,63923,65505,77993,79972,89700,90990,86469,86781,148123
