Product code,Product label,Viet Nam's imports from China-Value in 2012,Viet Nam's imports from China-Value in 2013,Viet Nam's imports from China-Value in 2014,Viet Nam's imports from China-Value in 2015,Viet Nam's imports from China-Value in 2016,Viet Nam's imports from China-Value in 2017,Viet Nam's imports from China-Value in 2018,Viet Nam's imports from China-Value in 2019,Viet Nam's imports from China-Value in 2020,Viet Nam's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,9,0,0,1,0,21,,,2736,1801,2210,2321,1918,2233,1630,1105,1422,1087,,0,5,37,15,1,0,12,1,30,39
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",1729,1709,1834,1270,1359,1516,2931,3972,2174,,,146309,167161,202921,214104,203056,210283,226466,198860,150318,186895,,5268,5487,5008,3355,4874,5069,6416,8493,4778,10835
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",0,0,0,0,28,1,0,0,279,,,796,1083,2114,2206,1786,2119,4379,5023,2519,2346,,0,0,0,0,28,1,0,4,282,295
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",117,344,273,370,511,335,242,224,31,,,22273,16381,18739,19659,22211,17359,14943,11206,9930,11918,,733,885,655,755,693,1448,1571,1483,361,1067
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",6253,4380,7520,5413,8740,16560,15009,10193,6275,,,304867,321686,266506,246629,200534,199261,194956,175145,156553,165820,,22718,29792,34948,26796,19950,33342,25207,12359,6794,18579
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",1818,1911,2896,4628,10235,12280,12934,25021,26024,,,397222,425039,488956,510440,494409,484255,490088,489062,394023,521400,,9515,9113,9739,12564,20976,23156,23243,37275,33823,65877
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",3008,2611,1209,1294,3789,4909,6594,8450,8345,,,84840,91283,107606,107244,107168,118586,125509,132474,135589,163568,,33548,31946,25909,25925,34600,34965,36259,36281,31038,26562
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,37609,40596,17345,18010,20602,23078,24861,21813,13363,,,258890,267656,301970,270437,259068,243291,298471,275850,249827,259299,,73119,83888,46634,42884,42463,41451,45408,41608,27749,14701
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",6479,4993,1643,1300,8587,10219,9454,12496,7319,,,189124,212658,268576,265049,287423,312264,339819,325304,246607,384312,,8060,7590,6347,6519,13483,12345,10838,13736,8242,12407
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",50756,72646,103487,113187,114782,120270,171995,197919,256604,,,1968669,2160844,2177611,2147363,2035758,2146422,2236762,2310095,2011947,2534539,,211438,228166,240649,238549,233717,257410,355691,389377,449309,966454
600121,"Looped pile fabrics of cotton, knitted or crocheted",2591,2671,5664,15471,20956,17271,2699,6114,12922,,,47548,63177,67317,74135,115985,142214,133527,160663,148252,218419,,12846,16681,20432,29725,32427,24113,5946,10871,17112,98619
600191,"Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""",8782,8498,8721,8391,8333,7192,9269,22499,38984,,,484864,474276,436389,345061,337719,360527,466809,550626,543838,796854,,15341,20132,20735,20127,16878,16724,18877,30306,43866,250892
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",51363,65065,106209,156298,327265,441771,488923,505474,538519,,,1732745,2055238,2277189,2396845,2410644,2826204,3141165,3217701,3046556,4242575,,182040,268524,312684,352161,554515,716562,764730,875582,919619,1875685
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,96,309,320,280,146,477,879,106,,,33,6,67,6,854,427,227,399,96,42,,67,202,510,503,475,233,578,978,299,6
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",4792,14890,15725,14986,10608,1600,5586,9971,11087,,,201500,232970,289240,317945,251251,297441,334734,374468,341089,439347,,7170,24439,25484,22498,19985,5755,10371,17771,24737,180632
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",272,843,997,1040,682,800,1100,2343,2083,,,91039,94351,107645,100753,85247,99411,95464,79202,62689,70549,,324,1146,1083,1234,993,2184,1799,3320,2887,14422
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",30,7,2,9,12,12,4,4,5,,,42701,48400,76611,53051,41945,38780,43771,35631,29327,32474,,30,9,2,21,30,21,80,167,255,49
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",2,8,10,24,31,4,1,56,18,,,12210,12026,11018,5126,6098,1413,1803,6885,4043,3192,,230,684,47,46,47,208,19,387,74,343
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,1,0,1,0,0,1,3,35,,,11741,9011,7979,9874,9748,15963,30123,16290,9523,19277,,0,1,1,1,5,32,30,25,55,203
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,1,0,2,2,14,,,19310,20674,11629,2866,1051,6098,4470,4635,2413,14955,,12,0,0,2,1,3,2,3,14,9
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",50,96,184,303,625,392,502,989,422,,,2930941,3370618,3719262,2669974,1852979,1560682,1605674,1171776,1100815,1841696,,408,217,340,502,888,564,669,1147,783,87674
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",8,3,0,4,1,1,0,0,1,,,16097,11965,21723,19959,21523,26212,32661,34430,31072,68687,,14,4,5,4,8,10,23,29,7,99
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,2,1,9,8,2,1,1,46,,,7202,14142,8847,5514,6267,6073,9198,1415,918,3543,,0,2,11,27,38,12,15,2,48,193
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",6,10,28,19,56,144,234,147,270,,,752890,910459,1033071,974378,1068198,912911,963150,920441,891543,1089654,,13,25,257,99,133,290,309,310,643,30912
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",233,661,497,1194,774,3071,2893,2462,7346,,,9975364,10463319,11241038,10849559,9671340,9586244,10289138,10464396,8574587,10209982,,435,789,738,2288,3834,6387,4627,5270,9580,97952
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",17,9,692,449,557,568,783,401,812,,,19637,22341,25710,26608,26340,25634,28333,39470,42482,66093,,51,25,744,1353,2462,2379,932,501,929,169
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",149,117,726,1145,2302,2650,11134,6994,8079,,,15346,10434,13431,16659,9879,14133,33146,31902,26314,46538,,346,1887,1022,2355,3142,3693,12135,7622,8626,3709
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",11,21,44,91,405,279,266,180,415,,,238231,274298,264752,231161,192165,200251,200627,180293,138407,156056,,117,66,67,307,655,469,558,313,884,4995
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",118,203,282,1523,1848,1571,2465,3285,2936,,,762497,827162,997584,963130,1005255,1129618,1258503,1307796,1395145,1588275,,1002,1449,1260,2474,6375,3097,3986,5079,4436,13515
620111,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",82,5,31,6,10,33,39,22,29,,,203588,198820,195721,176643,159513,151072,150717,135216,85157,92813,,110,32,50,70,130,309,324,321,267,495
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",60,8,41,70,104,316,960,856,959,,,314172,332695,352262,319386,287102,424358,659481,725636,574142,636669,,95,44,110,1255,327,513,1074,1087,1190,9092
620130,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",53,8,8,10,48,60,162,131,109,,,247749,276033,290227,245532,203680,290884,321197,257865,180419,216171,,178,62,61,149,92,187,361,335,303,6018
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",1,1,35,43,32,18,4,18,32,,,119025,144306,250853,250831,147289,146769,135788,148757,123467,163370,,7,2,43,57,49,33,16,27,64,1696
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",0,0,7,1,2,2,3,24,26,,,214224,195320,183113,178910,154123,141953,164925,134398,68321,63809,,67,92,118,157,293,420,361,448,350,699
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",304,177,363,507,973,1218,2580,2975,4487,,,2043857,2101222,2501001,2546076,1999703,1977449,2068496,1944375,1567667,1818683,,1141,520,1050,1909,3361,3023,4283,6206,7550,16271
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,1,,,1383,1662,1152,474,2842,17584,8707,1075,647,663,,1,1,0,0,0,0,1,1,18,2
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",6,133,152,77,57,26,77,155,399,,,721483,674063,719962,650819,623831,506828,515394,543161,400338,444858,,130,285,305,234,1118,1700,1906,1869,1886,2292
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,2,0,0,6,,,19953,24000,26346,24811,27267,29009,33365,33862,30400,38772,,0,0,0,0,0,2,0,30,6,220
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",2,2,0,0,1,0,0,2,4,,,249936,264815,272113,223251,197406,207498,204005,177065,162889,189310,,4,4,5,2,7,28,11,49,103,11590
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",20,57,109,209,178,202,202,343,441,,,982775,1169788,1478456,1659188,1755618,1865131,1927574,2124936,1745786,2095502,,82,86,176,422,771,895,850,4618,1099,12763
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",105,21,4,3,26,17,29,25,18,,,42779,46481,47485,46561,47625,43846,42069,41969,22723,23821,,352,41,215,191,195,393,88,467,209,59
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",13,7,18,20,8,20,37,35,21,,,100195,132644,126575,75582,66389,61964,56839,51184,36341,41864,,500,390,430,679,893,733,819,930,868,1742
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",2380,2833,5482,6386,22306,29252,28346,25842,2827,,,14409,20131,20342,17813,14623,12686,12166,7484,3399,4248,,2605,3031,5838,9109,26997,30568,30053,26797,3024,70
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",8,6,238,197,74,53,383,270,76,,,425162,344601,253289,170634,137246,131648,129817,133101,147096,203719,,16,96,331,291,94,69,393,307,119,4140
630240,"Table linen, knitted or crocheted",3,0,1,1,14,32,56,19,58,,,41469,32230,45673,34575,23717,19960,18462,16693,14078,14978,,9,0,2,1,15,36,58,20,60,87
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",29,21,242,373,444,365,426,544,293,,,9743,11513,57071,88505,19705,17484,18092,15074,16634,31766,,38,30,253,377,472,401,514,565,301,91
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",501,326,399,299,1515,2843,2960,3922,4685,,,520961,559251,630550,619581,551581,499344,557861,501489,411888,435269,,684,912,993,1137,5193,15537,5476,5190,7020,4464
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",81,265,1030,597,2541,4931,4808,4759,4268,,,988454,1074820,1019234,1053663,971493,970732,1003991,889548,808569,895022,,830,1731,4484,7087,7547,11041,10838,11603,12599,20618
630622,Tents of synthetic fibres (excluding umbrella and play tents),5,7,604,65,409,82,83,240,117,,,846342,948311,1050567,1075185,1033435,1078057,1163718,1187575,1350614,1862920,,62,81,915,281,439,844,92,1384,861,22491
630640,Pneumatic mattresses of textile materials,16,0,0,12,99,233,5,50,36,,,85090,98550,108682,124142,142115,163614,178137,188556,183384,238544,,163,0,0,13,100,239,19,135,41,1006
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",1262,909,770,1138,967,781,650,1720,1304,,,646669,523932,494200,454561,416054,390240,378162,302243,166137,232722,,2605,1981,1106,1749,1684,1348,1142,3666,3678,3914
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",549,661,384,151,24,39,285,220,55,,,107291,112461,140780,155225,98930,115266,70477,91372,53492,58836,,1459,2301,1835,1567,1615,1641,2112,2029,2362,8890
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",2243,2620,3768,3913,6035,12498,12605,16181,15134,,,684412,849411,897990,819417,862985,791678,969030,815677,577384,642517,,3783,6302,6196,7701,14619,25581,18144,24046,20384,40032
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",10,9,0,7,3,2,8,3,40,,,6147,5304,6848,9354,9745,4801,4439,4118,3964,4493,,10,13,0,7,3,2,23,299,84,7
650610,"Safety headgear, whether or not lined or trimmed",132,104,383,642,1030,1431,1970,1908,1497,,,704644,804896,910642,919573,885465,915593,1003920,1094796,1196089,1563384,,3112,2129,4016,5077,9047,3892,4330,6242,3504,12241
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,12,500,167,265,413,355,625,460,,,44878,60585,82914,69179,71760,74227,100675,118212,117107,138404,,20,23,528,175,282,438,446,654,483,1838
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",1,87,0,34,17,0,0,139,8,,,91934,169010,304470,221797,238072,245291,265666,274215,514283,285155,,3,89,37,53,36,118,5,179,11,27
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,63,1044,226,185,204,421,328,1180,179,,,68701,74882,58921,89197,83941,48387,44996,55869,55699,57683,,331,1762,447,300,630,713,811,1618,586,4422
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",31,194,18,114,816,2568,4573,24473,35523,,,125837,265970,485561,772487,637614,1094108,1011156,656410,782911,856282,,66,219,487,151,1014,2811,5100,24703,35965,51569
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",13,10,7,7,91,55,27,50,0,,,666,579,279,431,440,364,535,705,924,430,,18,60,9,11,115,79,34,50,18,101
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,1,1,7,289,4,1,1475,,,198363,190074,273136,262777,245833,356396,552673,383685,290444,400542,,13,12,18,2,17,295,11,5,1477,13615
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",2915,3171,4381,5333,5354,6531,9020,9506,10293,,,99307,114459,129646,131565,133793,155272,168020,154932,132624,160757,,3876,4115,5310,7406,8664,12428,18129,15224,16940,18858
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,0,0,0,9,0,2,1,0,,,3482,7701,3120,9550,6719,7191,6961,8476,13542,10406,,0,4,2,2,9,570,22,2,4,268
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",14,58,2,27,7,0,0,0,0,,,7897,10956,467191,796316,183024,0,0,0,0,0,,117,236,167,65,141,253,0,0,0,
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,41924,41669,28335,,,0,0,0,0,0,2353143,2406706,2359133,1866940,1643082,,0,0,0,0,0,0,78336,81342,67722,66046
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",5020,4482,6479,6679,8286,5633,6090,7775,7004,,,235175,199713,209529,203987,207021,220527,275284,276757,261438,406706,,10212,10645,13984,14780,20605,19161,25018,23559,19477,25223
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,811,922,815,8,12,6,1,18,5,,,13386,15325,18049,18719,17424,12968,14086,15508,18048,24053,,4641,2335,1384,235,399,259,335,310,252,69
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",59,19,57,137,192,628,618,853,1409,,,18000,15360,15677,8740,8564,11528,13812,14981,31414,41265,,409,251,159,282,428,3381,4909,2680,3009,95
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",22571,14913,3033,1668,4951,38341,1592,2319,3771,,,113438,156233,175721,153563,151922,162216,182089,158211,219983,219411,,41531,28040,14295,5642,11952,47190,12377,13075,9100,9934
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",1867,2614,4461,5781,7184,7228,5475,598,334,,,65407,83053,90014,83881,74493,84316,89457,90807,81094,120865,,12260,14190,15013,20429,17560,13795,10468,4179,2703,2763
701333,Drinking glasses of lead crystal (excluding stemware),3,0,0,1,0,2,1,0,9,,,25652,27447,20091,20265,21055,32400,12958,12514,8411,12047,,52,7,25,75,26,37,71,112,116,1409
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",587,341,308,804,2699,4027,3627,4381,5984,,,1041065,1138558,1053185,1026384,983251,998591,1016659,1129644,1132160,1405012,,7225,5837,7454,5011,8612,10205,7395,8036,8764,48347
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",47,54,103,97,123,58,106,135,74,,,11609,13800,18265,18252,17658,16085,20477,27116,25155,29856,,248,218,251,291,321,283,394,650,918,462
710121,"Cultured pearls, unworked, whether or not graded",20,87,132,141,250,167,8,24,6,,,0,614,28,316,23,133,116,399,70,67,,408,513,461,764,403,357,95,397,80,16
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,11,0,37,2533,3220,7638,9589,,,5798,4581,7041,1781,3397,4747,4613,4312,7689,15992,,254,393,302,1040,1509,4041,4702,8978,10946,6762
711011,"Platinum, unwrought or in powder form",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,21813,29164,56724,107271,8120,,4928,6674,5065,5511,5555,5198,5845,7756,7400,7862
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,,,0,699,3292,1202,0,0,0,3,0,0,,1,0,0,14,71,356,54,46,255,1233
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1981,2873,306,351,,0,0,0,0,132,65,0,0,0,17
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",2,0,1,0,0,2,0,0,0,,,67,214,139,99,59,90,99,11,42,1277,,131,33,34,27,40,76,61,112,40,110
720211,"Ferro-manganese, containing by weight > 2% of carbon",0,401,330,78,39,382,0,27,32,,,11490,5818,8566,1885,2080,2634,330,202,237,12997,,380,650,512,2856,2819,9040,18754,18541,15883,33116
720229,"Ferro-silicon, containing by weight <= 55% silicon",42,122,188,242,428,578,312,541,461,,,78539,64845,67432,55892,45895,43020,45190,39881,25958,33809,,236,242,417,577,779,1618,1826,1326,1242,3989
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,15,0,0,0,37,0,0,5,,,48552,171641,4152,2199,2694,30303,108579,29138,49920,93832,,363,787,985,708,1300,1560,934,1349,960,2697
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,0,0,0,0,282,6,1,,,0,1,15,8,2,10966,2018,38,15,4,,202,18,2,58,46,118,282,11,1,73981
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",199,3,1,0,0,0,0,0,0,,,0,36,0,0,0,1039,35,0,0,0,,1706,1114,786,1086,770,1119,987,274,98,11393
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",174,4342,122210,5731,1133,0,0,0,0,,,45,46,26,83,56,13,10,3328,4770,1287,,796,4645,123736,8393,2131,83,60,39,1,30
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",5,0,60,0,517,31,31,64,0,,,5758,5314,10607,4172,3090,4828,5060,4946,5235,13748,,2395,1869,1884,1437,1890,1886,2166,1798,1604,3631
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",29,597,40,52,46,0,82,57,133,,,2902,5132,5889,11835,2150,5089,5656,10878,24404,69147,,1201,1457,1099,1445,1480,1264,1644,1670,829,7156
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",1117,2002,2501,2625,2971,4394,5122,6162,3174,,,87359,79541,108359,86918,67180,85715,146435,136808,103667,191900,,4709,29485,9459,11192,9812,14755,18445,36055,10543,10332
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",3686,3425,3299,9714,5892,8738,9916,6950,3954,,,116475,139155,215690,99118,78317,107549,123350,105618,108306,250479,,17121,14510,10870,21196,16476,20747,27769,34064,20788,21783
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",21500,30397,32358,31562,23747,21199,17187,17581,11526,,,201973,282204,375492,319467,324700,297689,359674,375554,375174,872331,,35571,39170,41946,44093,41199,44789,38857,42265,26785,56028
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",520,441,733,661,279,1807,698,1232,1507,,,3385,1955,4777,2807,4988,8796,3884,5134,5686,16596,,3614,4851,5044,7048,7594,9324,9679,8550,6430,6520
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",65870,52653,62474,53640,59736,74825,87365,74043,65370,,,67605,45328,81117,83685,91568,82841,99145,85361,81262,86631,,72343,57080,66300,58188,62627,78796,90298,80427,75580,61700
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",3517,1712,1830,1735,2977,1599,2983,2950,2271,,,34234,29095,32098,26868,70840,26933,29930,30708,29849,62182,,11214,7013,17116,18486,14585,11590,30932,28219,17818,25438
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",547,855,696,1349,947,1627,1713,838,526,,,106670,104552,113842,91030,94197,87787,97206,95426,69364,81864,,5025,5358,4950,5246,3006,3225,3730,2124,811,7417
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",81221,135306,193545,165035,207169,74420,43837,59226,34865,,,1570260,1919869,2006010,1600694,1369739,983536,1007861,943851,765188,626973,,92994,143632,200028,173763,217326,100852,80070,92982,67152,46699
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",4005,1994,9263,10749,4406,1007,3540,8136,11996,,,142858,202981,199362,207183,184204,291667,482804,323788,383032,490014,,13296,21090,47226,29804,27787,17757,10195,23991,20293,42601
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",0,19,0,0,0,6,15,311,264,,,359616,460941,477269,285004,182241,189818,262475,254794,173058,112319,,10668,1088,801,1696,2421,457,3358,3528,6879,2241
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,,,9355,11166,10476,5445,1435,1671,1960,2016,1110,1762,,7368,6286,361,1178,1107,173,240,20,2,24
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",74261,5348,6155,17457,10149,9198,9469,14821,17149,,,682537,734973,872012,946110,888917,945642,1016785,952338,927774,1456044,,109604,38670,39191,40300,23781,22827,23675,30994,38249,75559
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",692,1734,1480,19785,1325,1664,1421,2094,2085,,,65002,72687,78896,62845,56209,53642,66032,71832,61739,63562,,12442,12273,14021,34213,15400,13338,15759,14880,12994,5298
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),3970,3803,4396,5801,7491,6885,10371,9094,9915,,,558662,554109,626411,594627,569752,618109,724397,590810,605881,610144,,11302,20368,17449,17488,11807,10719,16062,17371,17359,15985
730810,"Bridges and bridge-sections, of iron or steel",17694,6498,5928,987,458,219,433,3047,423,,,109717,149906,215102,142268,140431,144443,136485,191933,217830,312006,,20153,8690,6475,2329,873,778,874,3266,723,6389
731581,Stud-link of iron or steel,284,223,337,689,1241,937,826,1447,2015,,,241678,210866,242124,241625,149199,153602,182962,192752,183528,183815,,576,1271,498,1132,2290,1172,1209,1690,2372,9737
731812,Wood screws of iron or steel (excluding coach screws),786,622,727,2345,4226,3228,3149,4248,7102,,,111577,112687,126773,102242,102283,107567,148692,126092,138669,178316,,1580,1508,1448,3150,5068,4117,4878,5883,8179,1606
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",18358,22562,29671,43744,34715,34326,48025,64708,105362,,,2040308,2111130,2307290,2307146,2196114,2413429,3070497,3073951,3237274,3600955,,78155,85223,101351,139998,149152,133450,164133,181520,212165,326106
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",1807,2193,2275,2612,4564,6348,6216,5359,5017,,,1602860,1771798,1918008,2112288,2016064,2264803,2269552,2170738,2558157,3177621,,11449,13129,12062,12509,12970,16364,14697,12087,9974,17937
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",2378,1905,688,202,6092,1002,1221,2138,1888,,,63178,84904,71809,74404,52404,58198,91653,88998,94301,141021,,4000,3216,2726,889,7130,1861,1436,2927,2751,3407
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",109172,183886,172327,241282,252144,408399,449910,583672,1002219,,,4997600,5504037,5814012,5927523,5342813,5769067,6748713,6928980,7817290,10545923,,417274,607352,693789,911991,767210,1029005,1114497,1324308,1711733,775143
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",256,298,1529,10404,10525,7241,5665,24597,5748,,,14,210,0,20,11,3,13,7,96,92,,8833,7132,3735,12043,12263,11865,10383,29599,8128,3551
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",36,30,0,0,0,112,125,0,60,,,58,6,5,14,7,3,8,2,0,76,,519,66,96,11,17,147,196,213,274,2607
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",1763,1275,1037,262,20,352,270,396,100,,,13496,11950,6260,5161,4517,5160,11407,13797,8286,14449,,5881,5976,6208,3232,2979,4184,4750,5185,4019,5903
