Product code,Product label,"China's imports from Korea, Republic of-Value in 2012","China's imports from Korea, Republic of-Value in 2013","China's imports from Korea, Republic of-Value in 2014","China's imports from Korea, Republic of-Value in 2015","China's imports from Korea, Republic of-Value in 2016","China's imports from Korea, Republic of-Value in 2017","China's imports from Korea, Republic of-Value in 2018","China's imports from Korea, Republic of-Value in 2019","China's imports from Korea, Republic of-Value in 2020","China's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
845410,Converters of a kind used in metallurgy or in metal foundries,0,0,0,18,0,105,355,0,0,0,,1495,686,5381,513,573,30,160,525,457,529,,12444,9294,8544,2533,85,274,3156,2649,0,0
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",4621,851,1570,2204,1065,0,0,0,0,0,,2354,1560,1076,1490,2114,0,0,0,0,0,,145682,90560,61221,56933,60649,0,0,0,0,0
843351,Combine harvester-threshers,3196,8316,4535,2821,1303,2533,25,34,0,0,,6881,27711,14022,12852,4133,4955,1971,1778,3223,2272,,108148,141114,63077,67340,65300,13141,13408,10026,19748,79465
843490,"Parts of milking machines and dairy machinery, n.e.s.",0,2,2,0,0,0,0,0,0,0,,1103,996,1113,890,842,771,570,722,705,958,,11020,11705,18344,13664,6322,7617,7853,5669,11138,19707
850231,"Generating sets, wind-powered",2,3,4,7,0,0,0,0,0,0,,16072,3655,8950,1754,604,562,14246,137,1260,81,,3286,9874,8572,455,1745,53761,104441,11535,3122,3993
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,92,0,0,0,0,3,0,43,0,0,,1182,1748,1450,281,343,129,304,250,119,187,,71643,18783,23569,20176,5598,19997,26528,30168,26230,18800
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,0,,1898,5436,16250,2723,2983,5577,10282,7626,7227,6629,,67840,55700,38177,21754,25783,11958,5478,18031,15407,9001
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,273,28,46,66,167,0,0,0,0,0,,4984,1427,1797,752,2207,0,0,0,0,0,,798,620,649,421,713,0,0,0,0,0
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,25,503,35,18,170,464,376,253,77,56,,34378,34091,34912,3967,3015,6251,5148,5652,8597,8286
780191,"Unwrought lead, containing by weight antimony as the principal other element",0,0,0,0,0,0,0,0,494,0,,8185,20981,33185,35396,30953,44810,42425,42119,25014,32607,,42961,27222,28478,13710,7710,17138,46448,55751,23965,32892
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",162,456,224,112,32,24,2,29,0,0,,546,348,337,330,278,241,1151,510,129,383,,47035,39351,45876,35829,36174,57127,64415,44023,49411,61357
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",33,0,8,0,0,0,0,0,0,0,,577,8162,16783,5716,209,3833,176,7700,2362,159,,25816,16995,14109,4232,4102,9491,11878,6355,26067,7210
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",3,71,0,0,0,0,0,0,0,0,,0,14,0,207,1187,3404,7049,6937,26066,2976,,944,6639,4986,2563,958,0,0,0,324,0
820240,Chainsaw blades of base metal,0,47,64,22,13,2,4,1,0,0,,35,31,71,53,12,7,15,29,101,22,,27379,24594,22769,21749,20414,29806,34543,31351,33433,37584
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",2,1,1,1,3,2,4,0,1,0,,89,101,82,149,102,83,62,36,13,41,,14753,8547,10360,11090,7025,6223,2421,3967,5503,5378
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,27,0,4,15,63,23,20,12,0,2,,0,100,0,0,0,51,205,825,201,0
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,42311,167177,0,0,147758,182593,,123343,196323,151938,132188,96607,625945,452318,239334,360936,127661
840220,Superheated water boilers,171,171,0,0,0,0,0,0,0,0,,297,145,2997,8233,10677,35,591,1037,3568,2729,,5336,4714,2310,797,475,867,782,877,1797,2760
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,48,0,197,0,738,0,0,0,0,,762,4,9372,9228,9149,8019,745,1899,0,1144,,221319,21952,15770,57423,12407,25540,12687,24074,41411,17445
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",0,0,0,0,0,0,0,0,0,0,,2140,1616,2781,1567,1628,1051,201,826,2086,1566,,6630,3305,6200,4445,2083,4527,2519,1429,668,743
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,90,34,0,56,0,,0,0,0,0,0,1761,1539,3193,7805,3853,,0,0,0,0,0,1223,955,704,1447,1960
630240,"Table linen, knitted or crocheted",7,6,5,2,11,5,8,3,1,0,,0,5,0,13,6,1,17,137,71,36,,318,159,187,133,515,644,167,122,73,64
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,1,0,0,0,18,32,2,0,0,,1,6,2,1,3,2,4,81,4,4,,125,427,463,596,728,848,682,632,569,443
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",54,0,0,0,7,1,0,0,0,0,,38,16,21,0,15,112,21,13,3,38,,491,421,346,41,22,31,13,32,5,16
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",10,0,4,1,0,0,0,0,0,0,,2050,2006,759,753,695,51,162,285,514,994,,14,1,11,31,8,49,26,20,39,19
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,8,2,0,3,7,0,0,0,0,,17,26,18,9,7,5,8,18,45,46,,1167,86,14,28,25,16,29,85,12,19
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,11,2,0,0,0,0,,0,0,12,0,0,0,2,4,0,2,,27,1014,93,255,106,26,283,172,89,142
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,2,1,0,1,0,4,0,0,,29,12,20,8,11,24,20,6,8,22,,20192,23455,29460,32195,34332,37019,36343,47964,58123,75194
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,5,0,0,0,12,74,30,3,0,,120638,60590,769,943,340,99,88,36,15,45,,32656,27343,17242,10236,9549,9628,9603,8226,16827,18202
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",72,21,7,9,16,0,0,3,1,0,,25,34,36,4,41,95,145,101,69,20,,825,655,532,713,1615,683,623,521,261,171
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,2,3,0,17,0,0,0,,5,56,114,103,18,2,21,11,14,12,,5,2,172,12,7,135,100,12,207,19
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",27,8,4,0,0,0,0,0,0,0,,14,48,145,59,16,19,17,15,218,930,,612,61,3076,62,92,13,11,2,118,161
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,1,0,0,0,0,0,0,0,0,,191,336,183,131,121,0,0,0,0,0,,539,591,455,526,322,0,0,0,0,0
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,4,5,0,0,6,0,2,0,0,,414,25,35,31,6,20,11,8,129,10,,57,61,49,27,206,190,382,426,200,38
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,0,0,0,0,0,0,0,0,,2,5,54,14,28,0,8,13,17,26,,26,31,35,13,8,11,19,77,42,17
630640,Pneumatic mattresses of textile materials,47,68,19,29,0,2,1,1,1,0,,152,56,163,35,15,84,26,7,18,164,,2697,347,494,633,691,726,211,298,813,1860
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",1,16,6,4,0,0,2,4,0,0,,28,129,43,46,68,72,126,104,79,183,,23474,25627,23719,19783,18094,16891,18181,16944,15048,20615
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,27,12,26,5,4,81,,690,679,418,499,302,0,0,607,317,117
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,215,81,575,384,677,1195,1564,1895,2370,2793,,13,57,183,722,74,128,108,47,95,2008
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,77983,74007,50147,37540,36719,49105,55875,40737,52385,46693,,0,0,0,0,0,0,0,0,0,0
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",1,1,1,0,0,0,0,0,0,0,,48,11,2,42,20,323,1384,1303,324,6,,84,138,437,336,40,45,139,43,1234,316
720211,"Ferro-manganese, containing by weight > 2% of carbon",735,702,1246,0,7137,295,0,42,7,0,,155766,170812,122373,99432,79581,51442,50217,51105,43473,94982,,22555,23697,15759,12193,40817,18416,18889,7301,5435,509
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,133,0,0,0,0,0,0,0,,801,514,7,216,1301,651,2471,2128,4045,3542,,0,0,133,0,0,0,129,0,0,0
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",750,415,403,91,1,3,9,0,0,0,,12030,9117,6499,4413,5366,4839,4684,2673,2305,2513,,5880,6120,4706,2311,2518,2729,4059,2067,798,1700
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,28,39,0,,0,0,0,0,0,777,789,1317,917,1594
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,1,0,1,118,0,0,,89,84,122,14,0,9,12,2,12,5
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",1,0,0,0,0,0,0,0,0,0,,0,55,210,10,0,3,240,0,0,0,,1212,1102,1667,1256,654,479,129,121,685,294
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,0,0,0,0,0,0,0,,52,0,25,0,10,2,6,6,0,2,,1215,1416,2223,2150,2367,2400,2338,1643,954,1254
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",1,0,0,0,0,1,2,4,1,0,,25,23,6,9,20,30,13,19,144,159,,3,0,2,1,0,1,3,4,2,2
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",1,1,0,0,3,0,0,0,1,0,,3752,3648,3206,1635,1830,1631,2130,708,886,567,,663,201,686,642,136,214,64,78,27,90
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,55,49,0,4,0,0,208,,1820,743,1583,360,3,5,2,6,43,7
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",266,1666,3403,4373,2243,589,0,0,0,0,,959,1774,3982,6962,7330,6292,6020,4778,4330,5438,,61735,139198,54542,43012,63811,72542,297,0,0,0
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,4,7,206,0,0,,160,166,0,2,2,0,3,0,0,3,,41982,62518,76017,97370,71660,89094,83292,64939,41525,61764
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,8,27,2,0,0,,53,41,72,36,6,1,37,27,25,36,,20,8,50,75,21,39,78,57,8,25
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",62,310,44,42,8,10,27,5,0,0,,932,131,190,46,118,41,39,9,4,4,,8119,7913,10027,11504,6651,9927,8813,3240,3244,1760
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",14,28,7,1,0,0,0,0,0,0,,28,167,71,15,1,5,1,71,0,0,,569,659,752,1482,794,1091,5499,10235,1610,6168
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,0,0,0,0,2,0,1,0,0,,117,539,421,350,275,191,174,219,362,692,,347,608,342,389,397,381,442,467,766,587
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,67,10,6,0,0,0,0,0,0,,2295,7002,7866,10133,7066,6861,20133,13049,15405,10454,,81767,45250,51172,52246,41194,33078,54534,96800,161911,325325
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",0,0,0,0,8,0,0,0,1,0,,1006,435,850,508,427,189,270,359,63,1625,,309,495,165,276,1794,135,2206,2257,1970,292
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",0,0,0,0,1,0,0,0,0,0,,1,20,9,14,578,12,8,4,469,542,,251,370,257,246,376,42,102,251,1520,580
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,7,1,84,4,,24779,26616,27104,23109,31488,26912,26644,17387,11248,11882
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",6,3,2,17,1,0,0,1,0,0,,14689,11442,11884,13296,9950,12921,8696,8570,7302,11945,,10669,12444,18653,22718,30000,37589,47146,57888,54175,55784
920810,Musical boxes,0,0,0,2,3,0,0,5,0,0,,76,23,11,8,3,5,3,14,13,24,,500,484,146,405,396,311,410,760,941,986
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,0,0,0,0,0,0,0,0,,377,3689,936,17,0,0,159,478,187,276,,441,2,168,32,217,329,193,1201,32,71
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,0,0,0,0,0,0,0,0,0,0,,424,137,975,1617,383,169,109,79,287,586,,496,246,140,88,266,25,219,298,259,365
940110,Seats for aircraft,0,0,0,0,0,0,0,3,0,0,,81,834,208,809,929,735,1683,440,179,399,,147045,145286,126009,81091,65275,85689,238789,203968,93973,111130
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,476,455,523,344,210
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,13,5,18,,0,0,0,0,0,1865,2093,1988,1532,1411
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,3173,384,83,1083,759,557,875,1276,531,3,,127441,131651,160929,167883,210014,282518,185769,144333,112906,75142
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,215,0,0,,367284,22599,38128,49715,11048,13559,20780,22575,3758,13103,,26669,1455,6930,3249,9573,8468,24148,10109,11588,400220
890310,Inflatable vessels for pleasure or sports,0,3,10,1,2,10,48,3,31,0,,4223,3188,3875,3314,3390,2822,1850,1800,1249,3151,,270,462,307,322,450,399,233,578,787,2170
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,482308,709433,939425,703974,1339762,,0,0,0,0,0,439943,465738,1031706,968035,1918996
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,220237,394114,532300,401863,335251,313045,188779,175039,119571,116185,,30003,47856,21282,19570,21339,28813,46469,53189,75459,56590
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",8,2,0,0,0,0,1,0,6,0,,1052,1039,587,342,227,148,203,80,87,177,,1099,680,1368,959,1053,716,418,136,264,116
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",384,3,0,1,29,0,0,0,0,0,,354,2094,298,173,691,2266,21,292,583,1217,,20804,19034,23700,17157,12114,14355,10693,12485,9916,14627
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,54,0,30,24,0,1,8,7,0,0,,159,91,121,105,557,132,2,7,17,30,,56,2,46,41,1,62,8,7,0,16
870130,Track-laying tractors (excluding pedestrian-controlled),2,0,0,0,0,0,0,0,0,0,,3,7,12,248,2,5,2933,0,51,17,,3695,4091,5079,10516,11102,10919,10899,13838,13238,9472
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,63606,119551,73995,89810,110502,,0,0,0,0,0,881,415,59,41,44
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,92,0,,0,0,0,0,0,8,0,0,424,209,,0,0,0,0,0,363,649,678,92,3272
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,66,72,6,14,4,4,0,0,0,0,,529,293,242,230,273,264,132,831,761,2651,,22150,20929,27997,24720,15115,16391,15815,9753,6589,8234
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,3,16,0,0,1,28,0,176,0,0,,12368,11779,18339,10647,11254,25647,22616,17100,20698,11100,,49292,62368,72494,84354,89728,84665,98463,97613,83586,92858
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,0,2,0,0,,430,704,809,27,48,78,40,328,29,82,,105,15,50,23,3,8,30,19,44,70
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,384,249,0,0,2,3,45,0,23,0,,1282,382,447,82,113,163,159,129,91,13
902140,Hearing aids (excluding parts and accessories),0,0,105,0,0,29,0,5,1,0,,2994,886,1355,978,1215,1844,2878,2470,3262,5879,,50058,49457,56334,72817,96488,110630,75110,63081,53847,59264
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,1,0,0,2,0,,89,70,41,40,45,61,57,114,69,50,,54,12,40,13,55,134,41,121,262,174
920210,Violins and other string instruments,0,2,0,0,0,0,6,12,0,0,,748,615,92,91,75,146,116,181,52,83,,1471,672,1655,1401,1703,2009,2443,1404,772,1675
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,619,659,723,888,19,11,1,0,1,0,,1554,1940,1476,942,872,841,1045,854,538,658
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,1,155,224,191,184,311,78,282,113,6684,,256,562,294,1073,3210,2097,333,1275,1510,3142
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,55,254,79,10,11,1,0,1,0,,3567,3533,2482,5245,5566,7357,8425,3206,5610,4893,,1136941,1042510,1086572,988741,930946,1084367,1272412,1394953,1887261,2257330
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,2,2,0,0,0,0,0,0,0,,73,33,10,143,274,313,99,70,65,192,,757,392,796,1760,163,180,708,869,467,314
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,0,1,4,0,0,0,2,2,0,17,,50,41,117,30,57,33,652,92,112,119
910519,Alarm clocks (excluding electrically operated),0,0,7,0,0,0,0,0,0,0,,5,14,1,1,12,2,3,12,5,53,,55,112,214,21,25,20,10,3853,116,5
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),14927,549,1748,673,301,4,4,4,16,0,,1373,602,211,291,462,52,57,18,78,68,,31255,18165,13189,9402,8001,7133,6876,4517,2824,3103
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,136,0,0,,33,384,86,14,403,239,1,618,1,342,,2907,1634,764,3311,1320,1404,3291,1476,1462,973
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,107,116,52,186,270,471,586,1147,773,1650,,52399,97031,49218,77844,79814,81897,89300,115549,140934,186954
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,1,0,0,0,0,0,0,,335,94,83,47,34,104,86,218,444,436,,121,18,53,31,8,68,74,4117,97,7
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",9,0,0,0,14,3,277,477,0,0,,12888,13765,7716,4147,2134,358,314,568,58,274,,1334,3281,10617,29946,38196,36319,25602,39573,117909,129794
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,0,1672,896,339,62,18400,1073,6834,13918,154,,6960,1392,4598,915,190,878,85,0,1,52
890120,Tankers,0,0,0,0,0,115000,0,0,18600,0,,11746548,9810025,11922246,12760740,16323137,13148739,10861150,12384947,10250231,9618424,,1969,908,486,561,2532,115000,2800,34244,97420,54081
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,287,0,78,0,0,4190,3900,5985,461,7766,,0,0,0,0,0,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,225,17,0,5,0,0,0,0,,2666,4336,748,1351,200,1855,1015,320,0,8,,174756,227616,104570,96568,69704,74476,71929,53645,30487,87821
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,581,3359,288,96,206,2333,1063,154,252,215,,3589,3693,2510,4397,3137,10066,6885,2948,6332,2587
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,26044,632,812,5473,6188,498,304,151,19393,1773,,17327,1796,9147,3261,23,0,25,2258,8,194
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,47097,39729,44920,41941,16225,14117,18360,16532,10708,14997,,29592,5785,1490,7891,6300,4459,1475,1653,0,1219
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",5664,4142,2761,2172,99,0,0,0,0,0,,60039,44190,33591,57355,59444,58321,34491,24636,8489,4532,,81032,135823,150923,231615,185996,126753,161604,108375,67320,17574
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,5,152,677,4029,1,1620,94,380,6404,1369,,1373,400,31198,18477,26487,21578,25148,35573,43451,27978
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,31325,2536,722,14507,5183,0,2503,1335,45,867,,21157,28163,29404,50237,73640,15213,16312,8974,11476,8371
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11280,21175,9046,10887,11865,,0,0,0,0,0,19790,8458,10130,1935,2027
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16843,6409,1111,427,552,,0,0,0,0,0,84587,77678,85785,35140,69472
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",13,48,33,76,22,0,60,0,0,0,,885004,915067,773779,1042648,867201,1576505,2406340,2478119,1730813,2007666,,207819,175722,193881,199938,257942,206924,219955,71127,150,212
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",7384,5241,48,0,0,0,70,0,0,0,,254601,102082,57837,61647,29091,41467,37261,42067,55262,160394,,1711831,1955287,1652325,1590075,1200476,1112593,687484,372779,208070,23636
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,0,0,0,0,,16,105,121,222,107,218,466,485,482,239,,2618,3274,3943,5158,7219,6134,5793,2515,17148,26928
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,533,184,1,1,3,21,0,12,26,179,,1002,929,2316,993,344,111,50,49,26,1
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,277,210,133,16,0,,2204,30,42,780,159,1260,2773,221,396,39,,5441,7981,15373,16647,5910,4248,12169,8395,6425,7523
854091,"Parts of cathode ray tubes, n.e.s.",3173,2232,2606,1345,139,7,0,18,14,0,,15956,7252,9494,1611,667,42,161,31,8,47,,17008,12711,9924,4546,1584,236,678,483,179,275
854800,"Electrical parts of machinery or apparatus, n.e.s. in chapter 85",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,52853,2185,2,0,0,1250,0,33550,74619,,4332,3351,4121,11684,9276,4542,3950,4449,13575,13960
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,15,0,0,0,0,0,0,0,,0,22496,8,0,16,0,0,0,0,0,,104,0,56,40,0,739,0,6,25,0
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,3,0,0,0,0,,758,1849,1329,1737,1605,262,716,658,513,223,,6270,2492,2919,2381,2461,2853,4382,7312,6409,5335
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",1,1,2,18,12,11,9,2,1,0,,215,184,212,42,161,429,326,4553,3539,73,,1153,674,677,1124,1386,1326,2202,2095,1115,1455
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,1,0,,17,23,0,2,16,5,2,5,4,93,,1275,2120,1498,1587,3922,3795,864,1622,936,1906
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,4,0,1,8,3,0,4,7,9,0,,48,4,5,244,1111,15,1965,27,0,0
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",20,15,7,6,2,0,0,0,0,0,,1233,1007,962,909,963,1183,1235,992,630,976,,969,994,2695,1910,940,1207,3765,1700,973,7322
970200,"Original engravings, prints and lithographs",0,0,0,0,0,0,5,0,0,0,,2371,2447,1711,644,2006,954,3570,255,790,2202,,1284,2100,4426,513,522,328,2468,3734,2163,6166
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,11,0,82,0,0,7,0,0,0,,218,55,10,93,29,27,16,152,40,75,,264,148,69,232,202,82,347,70,104,165
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",12,0,0,0,3,9,22,7,0,0,,0,6,34,12,403,9,0,0,54,11,,496,369,549,566,415,149,297,419,496,394
