Product code,Product label,"Korea, Republic of's imports from Saudi Arabia-Value in 2012","Korea, Republic of's imports from Saudi Arabia-Value in 2013","Korea, Republic of's imports from Saudi Arabia-Value in 2014","Korea, Republic of's imports from Saudi Arabia-Value in 2015","Korea, Republic of's imports from Saudi Arabia-Value in 2016","Korea, Republic of's imports from Saudi Arabia-Value in 2017","Korea, Republic of's imports from Saudi Arabia-Value in 2018","Korea, Republic of's imports from Saudi Arabia-Value in 2019","Korea, Republic of's imports from Saudi Arabia-Value in 2020","Korea, Republic of's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,682,771,544,393,783
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,3,0,11,150
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,0,0,0,0,0,0,0,0,0,0,,279,1057,3303,8672,3551,818,477,313,0,49,,256109,251075,252360,295396,263037,272571,316947,310576,264766,374831
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,101,14,58,53,14,27,1,,17092,15212,15310,15826,18985,19430,17536,19363,19288,20110
293331,Pyridine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,30,,7469,6785,5994,6232,4769,4948,4507,5754,5661,4990
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1139,1448,1313,1625,1504,2105,2210,2900,2797,3334
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,56,0,0,0,,22,34,17,0,1,0,0,0,0,150
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,30,0,1,5,4,3,2,,27581,24365,30752,22007,22906,28140,33377,32080,22033,28811
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,0,0,0,247,,1571,1178,467,492,580,733,564,636,644,528
293627,"Vitamin C and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,18,36,0,0,0,,30283,34337,31821,38859,34945,48361,53133,43780,60447,61929
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,,7478,9430,10276,8518,12036,12728,12618,11393,4411,5489
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,3,5,4,17
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,265,0,,33229,25266,27165,27327,24417,28942,29161,29266,26314,23350
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,0,1077,0,0,0,67,134,0,1407,0,,179971,162474,156785,147741,164132,158318,168145,157650,166327,126345
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,7,0,0,0,0,0,,0,0,0,1,0,212,14,0,0,0,,135,122,166,116,152,161,123,194,124,223
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,37619,58284,74201,53497,46764,60983,71309,82938,114590,118025,,45534,43137,40720,40235,44094,51156,76502,104186,120977,87231
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,75,3,0,0,0,,3668,3942,4990,4380,4930,4364,5038,4974,4880,5476
210310,Soya sauce,0,0,0,0,0,0,0,0,0,0,,0,0,0,44,10,62,168,34,14,215,,6450,6341,6768,7809,8714,10524,13650,14487,14889,17149
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,47376,38316,53732,33606,33733,31392,38631,39283,40866,47230
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7900,10232,8057,5858,4954,5251,3554,3958,3120,3141
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,124466,158074,135494,86228,84175,88485,116679,116410,137679,205663
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,669,794,699,272,436,374,425,414,616,860
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,1,0,0,0,0,0,0,0,,127,36,36,234,33,149,357,0,0,1,,2,5,3,0,0,0,0,0,1,4
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",0,0,0,0,0,0,0,0,0,0,,15358,15318,14902,12176,11221,10573,12717,12587,10606,11949,,194733,209427,183707,158892,141452,132491,162496,166706,165091,215743
250810,Bentonite,0,0,0,0,0,0,0,0,0,0,,0,279,52,87,105,47,53,503,514,1010,,22960,24353,29320,28292,26271,21527,24128,25056,26755,31767
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,10459,1513,562,53,2,11,0,0,0,3,,45,390,1053,1245,598,539,473,287,950,536
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,0,,0,0,2619,600,0,0,0,0,464,0,,38241,39037,40012,38648,42677,44025,45115,48565,61054,53873
252220,Slaked lime,0,0,0,0,0,0,0,0,0,0,,1426,126,0,17,553,1660,1686,3215,2373,1448,,410,335,317,328,349,695,1381,1913,2263,1823
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,0,0,0,19,1,8,15,0,3,0,,19,7,0,1,0,0,0,0,0,0
252310,Cement clinkers,0,0,0,0,0,0,0,0,0,0,,2664,0,0,0,0,2222,98990,176403,103970,160807,,936,2221,1449,598,3540,1924,635,1213,382,158
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,0,,758,750,1036,2127,860,812,719,254,372,657
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,90,100,91,21,22,0,0,2,0,0
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2605,1902,3705,3250,3030,4570,3571,3504,2613,5407
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,424,,8416659,7797115,7959540,4582840,3760830,4988901,4847160,6480176,6708559,11177684
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,3459,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,292562,364953,301210,221882,167423,324305,415818,269337,213352,289918
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1337,264,2363,857,6618,5128,10350,14022,2521,60
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,157,220,0,0,0,,19573,12318,13685,10570,4118,2855,9150,4450,3728,3904
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,0,0,0,,41,30,0,6,15,11,5,0,0,0,,145870,105743,100309,76372,62354,98088,131888,101663,74149,136681
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,5,0,0,0,0,0,0
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,56,0,0,0,,2661,2848,10157,5631,4812,4629,5996,5001,21261,270623
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,42,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,2,0,0,0
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",0,0,0,0,0,0,0,0,0,0,,112,361,214,490,975,7973,16158,17909,8935,28082,,103894,111992,123064,103130,83001,81907,84707,90375,79358,89858
280430,Nitrogen,0,0,1,0,0,0,0,0,0,0,,106,333,0,394,354,641,526,401,407,102,,84,224,390,281,263,1332,176,335,299,138
280469,"Silicon containing < 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,0,,0,34,0,15277,29054,2820,313,218,112,45,,299190,262974,420281,418254,330434,335003,374138,212973,141652,275426
280540,Mercury,0,0,0,0,0,0,0,0,0,0,,0,0,125,61,0,0,0,0,0,0,,109,200,266,138,87,50,65,56,19,5
280610,"Hydrogen chloride """"hydrochloric acid""""""""",0,0,0,0,0,0,0,0,0,0,,4260,2782,2319,2040,2409,1522,2463,6117,5821,8359,,9375,7351,7490,7043,10170,11268,14655,16672,17845,18196
281214,Phosphorus pentachloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,89,93,101,97,112
281215,Sulphur monochloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,65,81,69,24,29
281910,Chromium trioxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,18491,19625,16365,15385,13867,15639,15355,15817,13124,14918
282300,Titanium oxides,0,0,0,0,0,0,1,0,0,0,,26011,32757,31604,25570,23421,37512,28713,24676,6774,21174,,28738,25974,29015,23665,26793,34915,34831,35467,26049,34675
282550,Copper oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,55294,50528,51823,46423,34135,37206,42027,42826,41171,50635
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,0,0,0,44,0,0,0,0,0,0,,901,790,2101,829,1669,1027,998,5461,3568,7035
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,0,,0,2496,351,71,19,0,158,0,0,165,,1965,1925,1604,1933,1828,1590,1669,1358,1466,1883
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,0,0,110,1,0,0,0,0,0,0,,1251,1389,1155,591,930,866,567,1141,2273,2275
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,165,89,0,673,0,0,0,,41337,42742,40148,30713,28714,25217,26861,22527,27224,27859
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,561,0,0,4,2,30,12,0,4,28,,15534,16370,14554,12247,12504,13537,14715,13392,10311,12921
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,0,,0,38,0,0,1,0,0,0,0,0,,9458,11782,10971,7874,7727,7001,6938,6318,5489,6232
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,374,175,19,220,665,182,537,566,,7185,5634,7691,6943,6857,8254,7654,7232,6422,14629
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,125,0,0,0,0,,11905,9431,11565,8518,3605,5396,8235,7881,8546,6570,,30617,30023,27761,25955,24869,29752,32257,29717,25091,37279
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,1297,1626,1996,3630,2113,1809,1504,1465,1573,1593
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,0,0,0,0,0,,154,0,0,0,285,259,146,197,151,423,,256336,238110,339190,286848,259895,558669,624340,891104,645634,1082026
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,62,0,0,0,0,0,0,,155,0,17,1979,169,73,27,65,29,114
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4566,1,599,370,546,5,96,428,261,1671
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,34822,19571,16212,16962,18319,14435,21716,26888,32921,28171
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,0,0,0,0,0,0,,0,96,0,112,0,0,3,0,0,0,,82821,53812,61263,62601,65223,67998,105396,59148,42236,77678
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,36,136,275,42,90,134,172,232,153,206
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,0,0,0,1
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,0,0,0,0,,1961,2285,578,180,0,38,5,4,0,0,,173838,187146,166234,187879,93736,113356,109017,84745,79889,97618
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,361,185,163,201,396,307,430,616,506,1248
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,7,0,3,0,4,0,5,19,27
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,77,92,0,71,0,0,771,51,0,0,,16441,9641,15053,17144,11651,14704,24372,16967,9748,14057
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,10,0,0,0,,19,35,55,29,1242,9698,11147,11627,5151,6477
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,86,0,0,0,0,0,0,,163559,141036,124919,110521,68839,69739,88397,76039,64420,79283
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,22,0,21,23,0,,13756,13416,11225,9663,13289,4,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27308,23960,27354,24282,15974,16596,22979,22624,13960,26895
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,0,54,20,0,,10821,13787,12458,12432,9323,9760,8953,15510,15423,14508
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,216,82,34,128,0,0,74,0,78,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,1810,9361,10569,9335,1197,1803,0,144,407,1526,,9186,7434,7991,9866,12624,22636,11095,10683,10970,13313
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,3,0,0,0,1,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,267,305,113,7,0,0,0,0,,74,5,11,30,42,196,53,38,60,173
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,112,0,342,98,657,601,0,15,0,0,,13747,13158,19743,22501,29370,52962,59850,52292,58355,69251
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,1697,0,0,0,11,4,39,7,0,27,,13222,15230,23539,30216,32619,38976,47979,52932,63501,68221
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,19494,20415,15187,11355,15565,15029,5985,13584,7792,23375,,248,1,0,0,0,0,0,3,0,466
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,64,0,61,132,0,0,0,0,7,,147,20,45,0,0,0,33,262,0,162
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5908,8136,10900,10942,9955,11408,12729,11332,11638,14876
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2916,2301,2725,2172,2139,1928,1679,1927,2058,1794
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,142,228,0,0,0,0,27,0,0,0,,8,0,0,0,474,941,876,0,246,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,43,52,17,1,10,14,80,96,17,0
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,33,0,0,0,,1,2,1,5,1,0,1,377,83,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,320,438,440,273,580,392,750,560,215,225
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,42777,22336,25817,20906,20968,24551,18893,12398,3057,10559
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,46225,58006,65789,44411,91721
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,231537,208463,221866,224637,222422,208828,203328,150654,195227,257637
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,199,159,0,0,0,0,0,47,,112,18,99,95,68,12,0,1,0,0
30390,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,32,21,0,0,0,0,,124478,96253,84212,77043,75591,1928,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,729,955,764,508,442,18
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,26,17,14,241,0,0,0,,4337,4415,4758,3812,3240,3789,4467,4864,2053,1791
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2059,3130,3367,3330,2762,2430,2528,2546,3226,1739
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,570,391,94,56,50,26,33,146,69,17
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,0,0,0,0,0,0,0,,85,0,0,0,0,0,151,484,3,0,,902,930,982,4607,2942,730,359,1012,275,30
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,183,76,1,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,10,77,8,64,2,3,89,82,86
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,1108,724,511,190,710,135,6,0,57,60
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,217,0,0,0,0
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,556,387,370,377,228,126,132,67,28,23
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,218,346,893,1262,1415,2253,4402,7369,8289,10796
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,34004,49101,71932,82986,90687,165563,146854,153381,40510,23201,,487,89,697,98,184,89,127,77,102,98
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,37,0,0,55,91,13,550,2184,354,364,,66687,60835,57833,46444,38203,42747,40843,46154,41940,52354
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,1706,572,1191,1107,565,674,0,0,26,4059,,1,0,337,0,0,412,0,0,0,66
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,627,319,406,469,188,153,90,123,203,1121,,84320,81584,75874,62586,54112,75385,137671,159798,139968,113081
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,25193,28100,31243,32514,50357,43426,52595,47035,48175,52421
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,40,0,0,10,9,0,120,0,0,0,,664,898,1098,1203,1503,2669,4104,5897,6232,10470
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,1529,2002,1933,5978,6251,7840,3846,0,0,75,,0,0,0,0,0,0,0,0,0,0
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,2020,2221,2202,2741,3212,975,0,0,3,0,,150,110,231,2225,735,581,624,817,1230,1548
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,319,1084,877,2252,1950,2305,2192,547,751,610,,8213,7471,6781,6996,11420,7971,10673,7466,8572,9397
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,1648,1859,2132,2456,3483,3026,1513,2699,2470,2689,,0,0,0,0,0,0,0,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,101,73,140,31,235,385,1070,606,990,1389,,1224,839,682,1230,1197,1201,1440,1449,1495,2480
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,0,0,0,0,,627,0,0,261,238,64,27,127,280,212,,176595,171516,181052,180508,206117,224146,235099,227822,244681,268215
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,102,257,284,0,5,0,0,0,0,0,,0,0,0,0,50,36,1,46,54,78
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,11,13,16,0,0,0,20,,6271,7478,8034,6807,8434,12584,9924,8308,8434,13164
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,130,0,0,0,0,0,,0,15,8,10,1,45,10,9,10,13
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,0,,278,111,201,105,260,515,921,17,57,188,,13846,20586,32316,29626,36404,32234,28311,23935,23793,32820
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3540,4623,6285,7240,5356,4793,3600,4381,4496,6117
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,229,40,7,10,11,0,0,0,0,,1735,4239,2172,2688,1856,1962,1948,991,1690,1485
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,693,294,1188,1341,2649,143,793,15,0,132,,5139,8113,7797,5477,3866,6023,6306,6103,5795,7614
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,0,0,0,0,0,0,0,0,,74,0,41,289,77,217,66,0,0,10,,3431,4029,5365,5946,7934,12497,15685,12211,12228,17174
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,2958,1929,31,663,4986,8021,5994,6437,9603,3591,,1217,1008,2146,1705,1684,1964,2158,2495,2654,3604
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,43,71,45,35,42,139,,121,112,315,418,342,634,890,765,415,472
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,0,31,27,96,0,0,0,0,0,0,,82711,89844,125452,125801,124976,160405,163096,136758,140748,167963
