Product code,Product label,Saudi Arabia's imports from Germany-Value in 2012,Saudi Arabia's imports from Germany-Value in 2013,Saudi Arabia's imports from Germany-Value in 2014,Saudi Arabia's imports from Germany-Value in 2015,Saudi Arabia's imports from Germany-Value in 2016,Saudi Arabia's imports from Germany-Value in 2017,Saudi Arabia's imports from Germany-Value in 2018,Saudi Arabia's imports from Germany-Value in 2019,Saudi Arabia's imports from Germany-Value in 2020,Saudi Arabia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",8030,8607,9797,6836,4521,5247,7646,9895,25021,4554,,1047401,1300363,1389515,1291136,1318774,1477846,1699165,1555013,1273866,1605557,,67757,70302,83225,81845,55344,52265,53797,75400,90303,78739
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",3718,2993,4817,2817,2665,2680,4678,4358,5448,4543,,487718,536161,603371,501587,490027,527568,605176,579010,565788,693471,,25561,39703,39307,32948,57896,35127,58914,42940,61972,47497
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",13733,13386,15866,10781,4609,7210,3062,5009,3619,4530,,281808,300124,286199,222221,187858,188398,218005,171030,133135,132235,,22717,19517,24987,17275,11218,15054,8795,10089,6728,8777
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,815,798,157,14004,14880,4528,,269434,253171,269126,266706,289574,369667,404790,401522,431420,321753,,7574,37278,63167,61195,29298,26216,35341,142580,145245,78906
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",1595,2824,5046,3494,4758,7261,6169,7173,4008,4524,,1935767,1830677,1785272,1505258,1531658,1777411,2130426,2208939,1920684,2315341,,18575,65262,111631,130171,42627,60285,66086,68206,38907,27862
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",3758,4196,3704,4375,2219,1957,2140,1847,3442,4523,,1007660,1059439,1168178,1049928,1064632,1174315,1311174,1247226,1116052,1277409,,14673,18449,23510,17148,10175,9040,12507,17180,45623,56589
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",3063,3760,3930,4534,2367,5282,4581,4645,4710,4497,,773215,801119,839162,709484,691561,686578,759652,696159,569566,661879,,14027,14775,14477,15620,10253,10142,9088,8727,10641,10619
851030,Hair-removing appliances with self-contained electric motor,15453,14185,15651,16103,10283,6841,6097,4431,6550,4486,,125363,134042,147791,133686,122494,150535,181913,153970,167272,161964,,21557,22878,33261,27549,25696,23526,25199,12469,13665,8949
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,7762,7784,7516,7862,5131,4908,4514,7100,4906,4484,,331696,347240,368808,318410,308616,344732,364928,341237,313551,372546,,38091,47211,46021,50869,51563,37801,35202,48500,50081,43617
847950,"Industrial robots, n.e.s.",164,27,395,1053,2828,681,538,1000,2342,4459,,660460,747859,666820,630954,644189,870689,727605,694697,626811,723815,,3221,16945,12506,9259,7036,6054,7541,6324,9889,27905
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",3924,5964,9615,4580,3951,2406,2968,3238,4738,4457,,1031619,1121340,1221317,1334097,1515009,1614196,1693273,1698227,1662461,2004474,,39636,53572,83526,74708,45217,35215,42498,49484,22012,28874
903010,Instruments and apparatus for measuring or detecting ionising radiations,3869,5501,6918,2962,4205,6883,6237,8209,6537,4445,,286133,269200,280802,242709,253628,270385,297016,369419,294000,283874,,16039,16422,26169,17827,11501,16730,21568,26007,27964,27019
902131,Artificial joints for orthopaedic purposes,972,307,1264,1031,829,2198,1195,3532,1425,4438,,1001592,1188505,1455179,1300793,1262214,1193389,1153026,1023798,839988,1017176,,11945,12242,15617,21197,12532,22469,16571,18274,13674,28264
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",2530,4062,2441,1876,2744,3568,5565,4596,3475,4430,,79869,78235,79666,71173,67186,75951,88275,84799,89304,99678,,11117,12250,11126,9770,10343,12866,18644,17165,17631,18073
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",1872,1225,4670,3044,2796,1910,4063,3718,3732,4410,,1073181,1093286,1157116,1027358,1100560,1301532,1415430,1322991,1148597,1306197,,80326,11406,21853,15349,14670,17031,28623,23858,21437,27473
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",73,50,217,113,62,0,0,428,1830,4385,,414763,396394,422663,372117,406097,183275,199705,144385,144199,246253,,957,364,1142,2326,1269,2660,3510,4929,4402,22151
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",961,1803,1043,942,1278,779,1361,1876,1316,4370,,287157,322665,336755,292158,307256,347992,386584,396542,659829,497888,,7593,13593,20397,60878,28044,12650,20213,16806,33949,32611
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,2028,2626,2722,1914,1456,2357,819,1293,1377,4350,,385639,404128,371640,312106,359310,432397,448449,517088,362218,324243,,20541,24072,29356,24392,21515,13696,17537,17060,16375,22715
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",9600,11423,15261,10321,5556,15842,6777,10042,5370,4325,,1874679,2002787,2214012,2112901,2112295,2774923,3298780,3196850,2755746,3255191,,227331,413109,505936,423717,277821,234810,352030,452574,454641,569852
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",4388,10174,8584,6077,4084,5522,5621,5943,5978,4297,,831877,897396,857037,675406,697306,711287,806162,713611,709236,832592,,23227,34923,31555,26516,20253,28368,22652,26761,25997,25894
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",22275,6439,1443,18379,4725,2599,3382,2575,3326,4275,,1025753,676970,613028,675282,497883,530334,575885,557285,578375,652223,,290109,136527,196199,229651,185784,232026,287767,273150,181515,175178
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",1982,2354,1960,2014,2328,2122,2087,2219,2692,4270,,1031705,1008634,934447,856726,927502,984725,1043093,985856,913991,1167955,,29013,29967,31340,30427,23611,20656,31480,31700,42530,62782
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",1253,1481,1664,1413,1462,1376,1772,2187,6633,4213,,441996,478182,515018,444815,462583,524744,575519,521899,494612,611578,,3314,4038,8110,10389,5864,7726,7438,9887,18497,15635
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",15137,12358,11983,11607,5061,3731,12385,9056,9378,4200,,536787,562201,572711,501779,493823,519657,575916,582103,562110,602839,,112129,90728,100548,88929,41759,45093,70012,72719,82597,49639
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",6081,595,29855,8746,118,494,1982,10893,24336,4147,,327979,332709,352139,326002,348008,368030,395172,415445,393563,424077,,36170,19118,51156,35795,18357,22193,55375,87454,46423,25580
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",19292,15391,21521,19372,6187,4924,9240,7110,6060,4140,,637746,588975,571417,467535,508936,538119,573517,521069,415825,426212,,108349,124664,134693,127891,62492,36546,64088,61036,49329,52853
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",2956,4315,2337,4982,2827,3846,4609,5003,5003,4138,,1386579,1402850,1426339,1115499,1102503,1263151,1376029,1459557,1280546,1389390,,9220,20065,28940,33611,20198,19924,19476,21976,21145,23064
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",2918,4202,3825,3866,2253,3608,7242,5218,3773,4064,,725180,799931,836115,756680,821407,1001579,1142606,1170713,856255,967238,,20305,28684,31445,41334,34860,37505,48969,59971,56239,63160
853649,Relays for a voltage > 60 V but <= 1.000 V,11527,11157,8721,7601,6758,7082,6203,4786,3597,4024,,777980,835740,889691,799289,786870,806908,856097,771145,783297,880243,,173771,174277,174423,220521,201497,119101,74498,57971,45459,51462
842951,Self-propelled front-end shovel loaders,4408,4654,3648,2997,682,408,1032,998,209,4023,,776953,669666,776340,705717,677091,831382,980570,1024373,866826,1163417,,580329,494804,482797,467192,142122,104319,94159,147543,151022,136449
848250,Cylindrical roller bearings (excluding needle roller bearings),1242,1738,3216,2475,3330,4261,2711,2668,2928,4000,,907245,937187,966425,834297,783604,928548,990781,997150,895787,944492,,4481,5217,7095,6570,7712,8282,8199,9103,9961,10587
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",1416,5725,6096,3358,1854,1357,2160,4665,1747,3999,,168270,172963,160931,133978,150271,162283,174830,171831,162268,191627,,8993,11866,13217,9539,8442,7441,6603,12563,8754,11958
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,0,0,0,0,3985,,0,0,0,0,0,125828,140579,105140,86429,107283,,0,0,0,0,0,0,0,0,0,20132
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",575,1353,799,843,3627,2761,1645,1217,1190,3985,,974788,1070025,1109041,1002607,1022025,1130123,1287742,1228712,1156430,1367216,,32781,35814,35650,45022,36872,32865,34145,32068,30586,30611
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",3520,3289,6882,4137,4587,3371,3439,2077,3107,3954,,113843,87379,74156,55532,47965,52753,62209,50083,38757,41338,,35244,29354,30953,25610,24650,20195,17452,12705,19412,14695
848210,Ball bearings,10661,12941,12171,9319,8117,5478,6616,5500,5950,3954,,1605056,1717802,1731956,1479992,1516949,1728846,1869400,1691939,1569043,1922480,,68573,68114,68537,67323,61460,53041,50723,52622,48362,40501
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",11507,11185,6090,439,627,464,1328,139,327,3953,,647883,524442,540329,345441,659606,483276,422800,263330,231739,281797,,197867,143295,79102,141147,76738,23671,26733,4707,2418,9977
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",650,1263,2715,1087,1321,1524,665,1279,1717,3950,,134197,129222,135813,106677,109978,114941,126270,124107,105417,114339,,8705,31495,27502,25041,23395,9076,28038,44591,19821,27573
841410,Vacuum pumps,4455,14488,13426,9847,7431,15091,5718,6103,6805,3940,,952360,1014656,1030320,936812,913116,1011061,1150993,1043140,959652,1098934,,106772,89366,61348,72177,39189,69445,42655,74439,86016,37682
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",18276,25794,16910,19587,17400,5323,4226,4302,7899,3932,,380177,395475,335732,319917,280956,321424,342736,342010,308463,301086,,116732,117564,89863,72782,64146,33424,19216,19777,40523,33442
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,29,340,379,2301,1373,5941,3823,2085,3928,,102066,118945,127785,101612,101628,87650,91876,83866,88953,105492,,7218,11786,10278,6681,10365,9006,12163,9044,4366,5633
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",24592,28460,78177,36129,14823,15463,29409,14411,124,3916,,2500381,2260046,1977136,1519228,1418939,1743937,1991287,1782804,1523737,1966812,,482937,430215,701929,504658,254030,230001,238669,190010,945,19422
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",2378,2185,1935,2801,2134,2701,4727,4187,3729,3868,,361230,376916,405173,337673,318161,375030,443935,389469,360093,625304,,7947,6563,22341,14621,11537,8661,8224,10081,9667,13554
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",10588,25732,21328,23455,11019,6585,2215,588,1514,3868,,1065900,1027765,1107596,916423,1004419,1162544,1319437,1013075,931237,1494458,,50416,138603,112312,105488,25282,20866,22227,21569,29148,26031
841430,Compressors for refrigerating equipment,8828,9879,9880,7546,5658,8166,6595,4179,4211,3866,,963502,996665,1026761,897273,936324,997488,1126878,1148963,1218529,1430118,,311355,327086,261330,314589,185543,190938,127180,124429,121926,113151
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",1557,2593,1613,4607,2645,3391,3973,5171,5024,3836,,555178,502713,446406,328614,297269,356078,386615,343812,477432,621741,,15301,86688,40884,14350,64326,57546,22569,21075,32024,54048
761699,"Articles of aluminium, n.e.s.",2067,2253,12582,5892,1672,1582,1653,2515,2284,3822,,1438596,1534588,1613875,1491398,1545090,1744586,1815233,1653726,1475022,1792677,,49630,54172,79972,73604,51669,47174,44013,53725,62933,60652
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",35960,37634,44598,27670,13129,9329,7824,5861,8950,3807,,9680822,10259773,11213682,9948801,10149820,11165473,12408173,11346405,9815105,10948189,,116327,110070,103562,85334,66684,72222,68428,77344,112763,69958
180500,"Cocoa powder, not containing added sugar or other sweetening matter",2557,3900,3553,2686,3423,2407,3198,3028,2750,3807,,302235,221542,211229,218101,274425,252642,274484,266946,276636,314551,,23881,20194,15839,14633,16957,14823,13842,13719,14544,21023
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,89,120,0,97,276,757,3796,,26023,29881,39046,33495,35734,33570,41032,31609,29380,40480,,3815,6265,5058,5792,3564,7855,8391,17091,7429,31681
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",168,0,0,0,0,0,0,5,2564,3773,,2524,1755,1204,2378,1014,638,933,891,1060,1129,,25351,23483,12688,16203,1967,4594,6449,20816,44144,72552
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,1901,59,265,601,809,2195,3172,3748,,969220,917028,872448,899256,930217,813728,889754,989446,926769,1011452,,6165,7022,12087,9781,5200,5331,11391,13585,18214,24115
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",2016,2821,8474,6701,3289,2664,13012,9020,2718,3701,,848684,849054,872568,697824,634654,734313,727420,723706,625577,711780,,29946,45490,34778,32061,30018,20840,145344,84797,27504,38647
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",3575,3934,1120,1332,3009,3735,4100,4383,3983,3676,,46397,52172,57718,56940,57165,62537,70770,65962,68271,66546,,31071,31999,24707,26724,22063,24493,33279,47142,33316,28177
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",839,4214,4961,2032,1869,1481,1841,1670,1731,3647,,2449296,2682244,2652899,2256313,2387867,2552984,2813534,2756173,2912346,3080622,,152028,175925,174224,223682,218577,213226,259250,282400,292913,348652
731822,Washers of iron or steel (excl. spring washers and other lock washers),7425,9271,6438,5181,4780,3118,3479,3658,2651,3628,,229872,246337,275457,236224,242369,274304,300879,270560,258362,312262,,47437,65542,44777,53580,33836,27414,30404,30528,27699,23191
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",22234,22414,6068,7415,4843,6767,7183,5646,3069,3560,,2392185,2473278,2386859,2096044,2060302,2404769,2699909,2415358,2262790,2991929,,178408,197429,256155,221172,166692,225229,190444,184113,129615,140150
830210,"Hinges of all kinds, of base metal",1906,1632,2070,2077,1663,1697,1193,2597,2676,3547,,755253,773712,830359,732546,759788,856511,984641,978474,989933,1120633,,29591,31624,34120,34521,33220,30048,30117,39034,41588,44267
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",26404,19163,21643,15937,7857,3638,10728,5090,3858,3539,,769889,768930,794245,672364,644197,730059,806931,782325,731794,818032,,43354,35457,40163,34236,24994,14612,25992,22580,17074,15184
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",23221,50986,45729,40198,23824,7260,5812,2541,4631,3532,,99102,101054,92980,87769,80044,79784,87213,88473,71520,83659,,149899,166512,159343,106843,80810,50189,62669,52691,41028,31617
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",3952,3456,504,2375,323,1241,28549,588,42444,3522,,1120147,759915,441533,439429,592319,425450,703768,585743,306542,462202,,474919,53777,14922,38723,96506,197933,65428,51118,201040,51194
330410,Lip make-up preparations,6594,3161,9217,11947,9105,8178,9201,4695,4351,3508,,201396,215539,206946,223594,293486,301919,308090,331653,208131,273773,,36282,41737,53406,59233,41104,43110,48028,55525,43392,47336
